0106900400|Ácaros Phytoseiulus persimilis.|01
0106909900|Los demás.|06
0201100100|En canales o medias canales.|01
0201209100|Los demás cortes (trozos) sin deshuesar.|01
0201300100|Deshuesada.|01
0202100100|En canales o medias canales.|01
0202209100|Los demás cortes (trozos) sin deshuesar.|01
0202300100|Deshuesada.|01
0203110100|En canales o medias canales.|01
0203120101|Paletas y sus trozos.|01
0203120102|Piernas y sus trozos.|01
0203199900|Las demás.|01
0203210100|En canales o medias canales.|01
0203220101|Paletas y sus trozos.|01
0203220102|Piernas y sus trozos.|01
0203299900|Las demás.|01
0204100100|Canales o medias canales de cordero, frescas o refrigeradas.|01
0204210100|En canales o medias canales.|01
0204229100|Los demás cortes (trozos) sin deshuesar.|01
0204230100|Deshuesadas.|01
0204300100|Canales o medias canales de cordero, congeladas.|01
0204410100|En canales o medias canales.|01
0204429100|Los demás cortes (trozos) sin deshuesar.|01
0204430100|Deshuesadas.|01
0204500100|Carne de animales de la especie caprina.|01
0205000100|Carne de animales de las especies caballar, asnal o mular, fresca, refrigerada o congelada.|01
0206100100|De la especie bovina, frescos o refrigerados.|01
0206210100|Lenguas.|01
0206220100|Hígados.|01
0206299900|Los demás.|01
0206300100|Pieles de cerdo enteras o en recortes, refrigerados, excepto el cuero precocido en trozos ("pellets").|01
0206309900|Los demás.|01
0206410100|Hígados.|01
0206490100|Pieles de cerdo enteras o en recortes, excepto el cuero precocido en trozos ("pellets").|01
0206499900|Los demás.|01
0206809100|Los demás, frescos o refrigerados.|01
0206909100|Los demás, congelados.|01
0207110100|Sin trocear, frescos o refrigerados.|01
0207120100|Sin trocear, congelados.|01
0207130401|Mecánicamente deshuesados (pastas).|01
0207130402|Carcasas.|01
0207130403|Piernas, muslos o piernas unidas al muslo.|01
0207130404|Alas y sus partes.|01
0207130405|Pechuga, sus trozos y recortes, con hueso.|01
0207130406|Filetes de pechuga y pechuga, sus trozos y recortes, sin hueso (deshuesada).|01
0207130499|Los demás.|01
0207140200|Hígados.|01
0207149901|Mecánicamente deshuesados (pastas).|01
0207149902|Piernas, muslos o piernas unidas al muslo.|01
0207149903|Alas y sus partes.|01
0207149904|Pechuga, sus trozos y recortes, con hueso.|01
0207149905|Filetes de pechuga y pechuga, sus trozos y recortes, sin hueso (deshuesada).|01
0207149999|Los demás.|01
0207240100|Sin trocear, frescos o refrigerados.|01
0207250100|Sin trocear, congelados.|01
0207260301|Mecánicamente deshuesados (pastas).|01
0207260399|Los demás.|01
0207270200|Hígados.|01
0207279901|Mecánicamente deshuesados (pastas).|01
0207279999|Los demás.|01
0207410100|Sin trocear, frescos o refrigerados.|01
0207420100|Sin trocear, congelados.|01
0207430100|Hígados grasos, frescos o refrigerados.|01
0207449100|Los demás, frescos o refrigerados.|01
0207450100|Hígados.|01
0207459900|Los demás.|01
0207510100|Sin trocear, frescos o refrigerados.|01
0207520100|Sin trocear, congelados.|01
0207530100|Hígados grasos, frescos o refrigerados.|01
0207549100|Los demás, frescos o refrigerados.|01
0207550100|Hígados.|01
0207559900|Los demás.|01
0207600300|De pintada.|01
0208100100|De conejo o liebre.|01
0208300100|De primates.|01
0208400100|De ballenas, delfines y marsopas (mamíferos del orden Cetacea); de manatíes y dugones o dugongos (mamíferos del orden Sirenia); de otarios y focas, leones marinos y morsas (mamíferos del suborden Pinnipedia).|01
0208500100|De reptiles (incluidas las serpientes y tortugas de mar).|01
0208600100|De camellos y demás camélidos (Camelidae).|01
0208909900|Los demás.|01
0209100100|De cerdo.|01
0209900100|De gallo, gallina o pavo (gallipavo).|01
0209909900|Los demás.|01
0210110100|Jamones, paletas, y sus trozos, sin deshuesar.|01
0210120100|Tocino entreverado de panza (panceta) y sus trozos.|01
0210199900|Las demás.|01
0210200100|Carne de la especie bovina.|01
0210910100|De primates.|01
0210920100|De ballenas, delfines y marsopas (mamíferos del orden Cetacea); de manatíes y dugones o dugongos (mamíferos del orden Sirenia); de otarios y focas, leones marinos y morsas (mamíferos del suborden Pinnipedia).|01
0210930100|De reptiles (incluidas las serpientes y tortugas de mar).|01
0210990200|Pieles de cerdo ahumadas, enteras o en recortes.|01
0210999900|Los demás.|01
0301110100|De agua dulce.|07
0301199900|Los demás.|07
0301910100|Truchas (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache y Oncorhynchus chrysogaster).|07
0301920100|Anguilas (Anguilla spp.).|07
0301930100|Carpas (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.).|07
0301940100|Atunes comunes o de aleta azul, del Atlántico y del Pacífico (Thunnus thynnus, Thunnus orientalis).|07
0301950100|Atunes del sur (Thunnus maccoyii).|07
0301999900|Los demás.|07
0302110100|Truchas (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache y Oncorhynchus chrysogaster).|01
0302130100|Salmones del Pacífico (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou y Oncorhynchus rhodurus).|01
0302140100|Salmones del Atlántico (Salmo salar) y salmones del Danubio (Hucho hucho).|01
0302199900|Los demás.|01
0302210100|Fletanes (halibut) (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis).|01
0302220100|Sollas (Pleuronectes platessa).|01
0302230100|Lenguados (Solea spp.).|01
0302240100|Rodaballos (turbots) (Psetta maxima).|01
0302299900|Los demás.|01
0302310100|Albacoras o atunes blancos (Thunnus alalunga).|01
0302320100|Atunes de aleta amarilla (rabiles) (Thunnus albacares).|01
0302330100|Listados (bonitos de vientre rayado) (Katsuwonus pelamis).|01
0302340100|Patudos o atunes ojo grande (Thunnus obesus).|01
0302350100|Atunes comunes o de aleta azul, del Atlántico y del Pacífico (Thunnus thynnus, Thunnus orientalis).|01
0302360100|Atunes del sur (Thunnus maccoyii).|01
0302399900|Los demás.|01
0302410100|Arenques (Clupea harengus, Clupea pallasii).|01
0302420100|Anchoas (Engraulis spp.).|01
0302430100|Sardinas (Sardina pilchardus, Sardinops spp.), sardinelas (Sardinella spp.) y espadines (Sprattus sprattus).|01
0302440100|Caballas (Scomber scombrus, Scomber australasicus, Scomber japonicus).|01
0302450100|Jureles (Trachurus spp.).|01
0302460100|Cobias (Rachycentron canadum).|01
0302470100|Peces espada (Xiphias gladius).|01
0302499900|Los demás.|01
0302510100|Bacalaos (Gadus morhua, Gadus ogac, Gadus macrocephalus).|01
0302520100|Eglefinos (Melanogrammus aeglefinus).|01
0302530100|Carboneros (Pollachius virens).|01
0302540100|Merluzas (Merluccius spp., Urophycis spp.).|01
0302550100|Abadejos de Alaska (Theragra chalcogramma).|01
0302560100|Bacaladillas (Micromesistius poutassou, Micromesistius australis).|01
0302599900|Los demás.|01
0302710100|Tilapias (Oreochromis spp.).|01
0302720100|Bagres o peces gato (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.).|01
0302730100|Carpas (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.).|01
0302740100|Anguilas (Anguilla spp.).|01
0302799900|Los demás.|01
0302810100|Cazones y demás escualos.|01
0302820100|Rayas (Rajidae).|01
0302830100|Austromerluzas antárticas y austromerluzas negras (merluzas negras, bacalaos de profundidad, nototenias negras) (Dissostichus spp.).|01
0302840100|Róbalos (Dicentrarchus spp.).|01
0302850100|Sargos (Doradas, Espáridos) (Sparidae).|01
0302890100|Totoabas.|01
0302899900|Los demás.|01
0302910100|Hígados, huevas y lechas.|01
0302920100|Aletas de tiburón.|01
0302990100|De Atunes (del género Thunnus), listados o bonitos de vientre rayado (Euthynnus (Katsuwonus) pelamis).|01
0302990200|De Merluzas (Merluccius spp., Urophycis spp.).|01
0302990300|De Totoabas.|01
0302999900|Los demás.|01
0303110100|Salmones rojos (Oncorhynchus nerka).|01
0303129100|Los demás salmones del Pacífico (Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou y Oncorhynchus rhodurus).|01
0303130100|Salmones del Atlántico (Salmo salar) y salmones del Danubio (Hucho hucho).|01
0303140100|Truchas (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache y Oncorhynchus chrysogaster).|01
0303199900|Los demás.|01
0303230100|Tilapias (Oreochromis spp.).|01
0303240100|Bagres o peces gato (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.).|01
0303250100|Carpas (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.).|01
0303260100|Anguilas (Anguilla spp.).|01
0303299900|Los demás.|01
0303310100|Fletanes (halibut) (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis).|01
0303320100|Sollas (Pleuronectes platessa).|01
0303330100|Lenguados (Solea spp.).|01
0303340100|Rodaballos (turbots) (Psetta maxima).|01
0303399900|Los demás.|01
0303410100|Albacoras o atunes blancos (Thunnus alalunga).|01
0303420100|Atunes de aleta amarilla (rabiles) (Thunnus albacares).|01
0303430100|Listados (bonitos de vientre rayado) (Katsuwonus pelamis).|01
0303440100|Patudos o atunes ojo grande (Thunnus obesus).|01
0303450100|Atunes comunes o de aleta azul, del Atlántico y del Pacífico (Thunnus thynnus, Thunnus orientalis).|01
0303460100|Atunes del sur (Thunnus maccoyii).|01
0303499900|Los demás.|01
0303510100|Arenques (Clupea harengus, Clupea pallasii).|01
0303530100|Sardinas (Sardina pilchardus, Sardinops spp.), sardinelas (Sardinella spp.) y espadines (Sprattus sprattus).|01
0303540100|Caballas (Scomber scombrus, Scomber australasicus, Scomber japonicus).|01
0303550100|Jureles (Trachurus spp.).|01
0303560100|Cobias (Rachycentron canadum).|01
0303570100|Peces espada (Xiphias gladius).|01
0303599900|Los demás.|01
0303630100|Bacalaos (Gadus morhua, Gadus ogac, Gadus macrocephalus).|01
0303640100|Eglefinos (Melanogrammus aeglefinus).|01
0303650100|Carboneros (Pollachius virens).|01
0303660100|Merluzas (Merluccius spp., Urophycis spp.).|01
0303670100|Abadejos de Alaska (Theragra chalcogramma).|01
0303680100|Bacaladillas (Micromesistius poutassou, Micromesistius australis).|01
0303699900|Los demás.|01
0303810100|Cazones y demás escualos.|01
0303820100|Rayas (Rajidae).|01
0303830100|Austromerluzas antárticas y austromerluzas negras (merluzas negras, bacalaos de profundidad, nototenias negras) (Dissostichus spp.).|01
0303840100|Róbalos (Dicentrarchus spp.).|01
0303890100|Totoabas.|01
0303899900|Los demás.|01
0303910100|Hígados, huevas y lechas.|01
0303920100|Aletas de tiburón.|01
0303990100|De Atunes (del género Thunnus), listados o bonitos de vientre rayado (Euthynnus (Katsuwonus) pelamis).|01
0303990200|De Merluzas (Merluccius spp., Urophycis spp.) y de Anguilas.|01
0303990300|De Totoabas.|01
0303999900|Los demás.|01
0304310100|Tilapias (Oreochromis spp.).|01
0304320100|Bagres o peces gato (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.).|01
0304330100|Percas del Nilo (Lates niloticus).|01
0304399900|Los demás.|01
0304410100|Salmones del Pacífico (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou y Oncorhynchus rhodurus), salmones del Atlántico (Salmo salar) y salmones del Danubio (Hucho hucho).|01
0304420100|Truchas (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache y Oncorhynchus chrysogaster).|01
0304430100|Pescados planos (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae y Citharidae).|01
0304440101|De merluza panameña (Merluccius angustimanus) o merluza del Pacífico Norte (Merluccius productus).|01
0304440199|Los demás.|01
0304450100|Peces espada (Xiphias gladius).|01
0304460100|Austromerluzas antárticas y austromerluzas negras (merluzas negras, bacalaos de profundidad, nototenias negras) (Dissostichus spp.).|01
0304470100|Cazones y demás escualos.|01
0304480100|Rayas (Rajidae).|01
0304499901|De atún de aleta azul del Atlántico (Thunnus thynnus), atún de aleta azul del Pacífico (Thunnus orientalis), atún de aleta azul del Sur (Thunnus maccoyii), atún de aleta amarilla (rabiles) (Thunnus albacares), patudos o atunes ojos grandes (Thunnus obesus) o bonito de vientre rayado (Euthynnus (Katsuwonus) pelamis).|01
0304499902|De sardina (Sardina pilchardus, Sardinops spp.), sardinela (Sardinella spp.) o espadín (Sprattus sprattus).|01
0304499903|De anchoas (Engraulis spp.).|01
0304499999|Los demás.|01
0304510100|Tilapias (Oreochromis spp.), bagres o peces gato (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carpas (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), anguilas (Anguilla spp.), percas del Nilo (Lates niloticus) y peces cabeza de serpiente (Channa spp.).|01
0304520101|De salmones del Pacífico (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou y Oncorhynchus rhodurus), salmones del Atlántico (Salmo salar) y salmones del Danubio (Hucho hucho).|01
0304520199|Los demás.|01
0304530101|De merluza panameña (Merluccius angustimanus) o merluza del Pacífico Norte (Merluccius productus).|01
0304530199|Los demás.|01
0304540100|Peces espada (Xiphias gladius).|01
0304550100|Austromerluzas antárticas y austromerluzas negras (merluzas negras, bacalaos de profundidad, nototenias negras) (Dissostichus spp.).|01
0304560100|Cazones y demás escualos.|01
0304570100|Rayas (Rajidae).|01
0304599901|De atún de aleta azul del Atlántico (Thunnus thynnus), atún de aleta azul del Pacífico (Thunnus orientalis), atún de aleta azul del Sur (Thunnus maccoyii), atún de aleta amarilla (rabiles) (Thunnus albacares), patudos o atunes ojos grandes (Thunnus obesus) o bonito de vientre rayado (Euthynnus (Katsuwonus) pelamis).|01
0304599902|De sardina (Sardina pilchardus, Sardinops spp.), sardinela (Sardinella spp.) o espadín (Sprattus sprattus).|01
0304599903|De anchoas (Engraulis spp.).|01
0304599999|Los demás.|01
0304610100|Tilapias (Oreochromis spp.).|01
0304620100|Bagres o peces gato (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.).|01
0304630100|Percas del Nilo (Lates niloticus).|01
0304699900|Los demás.|01
0304710100|Bacalaos (Gadus morhua, Gadus ogac, Gadus macrocephalus).|01
0304720100|Eglefinos (Melanogrammus aeglefinus).|01
0304730100|Carboneros (Pollachius virens).|01
0304740101|De merluza panameña (Merluccius angustimanus) o merluza del Pacífico Norte (Merluccius productus).|01
0304740199|Los demás.|01
0304750100|Abadejos de Alaska (Theragra chalcogramma).|01
0304799900|Los demás.|01
0304810100|Salmones del Pacífico (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou y Oncorhynchus rhodurus), salmones del Atlántico (Salmo salar) y salmones del Danubio (Hucho hucho).|01
0304820100|Truchas (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache y Oncorhynchus chrysogaster).|01
0304830100|Pescados planos (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae y Citharidae).|01
0304840100|Peces espada (Xiphias gladius).|01
0304850100|Austromerluzas antárticas y austromerluzas negras (merluzas negras, bacalaos de profundidad, nototenias negras) (Dissostichus spp.).|01
0304860100|Arenques (Clupea harengus, Clupea pallasii).|01
0304870100|Atunes (del género Thunnus), listados (bonitos de vientre rayado) (Katsuwonus pelamis).|01
0304880100|Cazones, demás escualos y rayas (Rajidae).|01
0304899901|De sardina (Sardina pilchardus, Sardinops spp.), sardinela (Sardinella spp.) o espadín (Sprattus sprattus).|01
0304899902|De anchoas (Engraulis spp.).|01
0304899999|Los demás.|01
0304910100|Peces espada (Xiphias gladius).|01
0304920100|Austromerluzas antárticas y austromerluzas negras (merluzas negras, bacalaos de profundidad, nototenias negras) (Dissostichus spp.).|01
0304930100|Tilapias (Oreochromis spp.), bagres o peces gato (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carpas (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), anguilas (Anguilla spp.), percas del Nilo (Lates niloticus) y peces cabeza de serpiente (Channa spp.).|01
0304940100|Abadejos de Alaska (Theragra chalcogramma).|01
0304950101|De merluza panameña (Merluccius angustimanus) o merluza del Pacífico Norte (Merluccius productus).|01
0304950199|Los demás.|01
0304960100|Cazones y demás escualos.|01
0304970100|Rayas (Rajidae).|01
0304999901|De atún de aleta azul del Atlántico (Thunnus thynnus), atún de aleta azul del Pacífico (Thunnus orientalis), atún de aleta azul del Sur (Thunnus maccoyii), atún de aleta amarilla (rabiles) (Thunnus albacares), patudos o atunes ojos grandes (Thunnus obesus) o bonito de vientre rayado (Euthynnus (Katsuwonus) pelamis).|01
0304999902|De salmones del Pacífico (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou y Oncorhynchus rhodurus), salmones del Atlántico (Salmo salar) y salmones del Danubio (Hucho hucho).|01
0304999903|De sardina (Sardina pilchardus, Sardinops spp.), sardinela (Sardinella spp.) o espadín (Sprattus sprattus).|01
0304999904|De anchoas (Engraulis spp.).|01
0304999999|Los demás.|01
0305200100|Hígados, huevas y lechas, de pescado, secos, ahumados, salados o en salmuera.|01
0305310100|Tilapias (Oreochromis spp.), bagres o peces gato (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carpas (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), anguilas (Anguilla spp.), percas del Nilo (Lates niloticus) y peces cabeza de serpiente (Channa spp.).|01
0305320101|De merluza panameña (Merluccius angustimanus) o merluza del Pacífico Norte (Merluccius productus).|01
0305320199|Los demás.|01
0305399901|De atún de aleta azul del Atlántico (Thunnus thynnus), atún de aleta azul del Pacífico (Thunnus orientalis), atún de aleta azul del Sur (Thunnus maccoyii), atún de aleta amarilla (rabiles) (Thunnus albacares), patudos o atunes ojos grandes (Thunnus obesus) o bonito de vientre rayado (Euthynnus (Katsuwonus) pelamis).|01
0305399902|De salmones del Pacífico (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou y Oncorhynchus rhodurus), salmones del Atlántico (Salmo salar) y salmones del Danubio (Hucho hucho).|01
0305399903|De pez espada (Xiphias gladius).|01
0305399904|De sardina (Sardina pilchardus, Sardinops spp.), sardinela (Sardinella spp.) o espadín (Sprattus sprattus).|01
0305399905|De anchoas (Engraulis spp.).|01
0305399999|Los demás.|01
0305410100|Salmones del Pacífico (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou y Oncorhynchus rhodurus), salmones del Atlántico (Salmo salar) y salmones del Danubio (Hucho hucho).|01
0305420100|Arenques (Clupea harengus, Clupea pallasii).|01
0305430100|Truchas (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache y Oncorhynchus chrysogaster).|01
0305440100|Tilapias (Oreochromis spp.), bagres o peces gato (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carpas (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), anguilas (Anguilla spp.), percas del Nilo (Lates niloticus) y peces cabeza de serpiente (Channa spp.).|01
0305499901|Merluzas ahumadas, excepto lo comprendido en el número de identificación comercial 0305.49.99.02.|01
0305499902|Merluza panameña (Merluccius angustimanus) o merluza del Pacífico Norte (Merluccius productus).|01
0305499903|Atún de aleta azul del Atlántico (Thunnus thynnus), atún de aleta azul del Pacífico (Thunnus orientalis), atún de aleta azul del Sur (Thunnus maccoyii), atún de aleta amarilla (rabiles) (Thunnus albacares), patudos o atunes ojos grandes (Thunnus obesus) o bonito de vientre rayado (Euthynnus (Katsuwonus) pelamis).|01
0305499904|Pez espada (Xiphias gladius).|01
0305499905|Sardina (Sardina pilchardus, Sardinops spp.), sardinela (Sardinella spp.) o espadín (Sprattus sprattus).|01
0305499906|Anchoas (Engraulis spp.).|01
0305499999|Los demás.|01
0305510201|Bacalao de la variedad "ling".|01
0305510299|Los demás.|01
0305520100|Tilapias (Oreochromis spp.), bagres o peces gato (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carpas (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), anguilas (Anguilla spp.), percas del Nilo (Lates niloticus) y peces cabeza de serpiente (Channa spp.).|01
0305530100|Pescados de las familias Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae y Muraenolepididae, excepto los bacalaos (Gadus morhua, Gadus ogac, Gadus macrocephalus).|01
0305540100|Arenques (Clupea harengus, Clupea pallasii), anchoas (Engraulis spp.), sardinas (Sardina pilchardus, Sardinops spp.), sardinelas (Sardinella spp.), espadines (Sprattus sprattus), caballas (Scomber scombrus, Scomber australasicus, Scomber japonicus), caballas de la India (Rastrelliger spp.), carites (Scomberomorus spp.), jureles (Trachurus spp.), pámpanos (Caranx spp.), cobias (Rachycentron canadum), palometones plateados (Pampus spp.), papardas del Pacífico (Cololabis saira), macarelas (Decapterus spp.), capelanes (Mallotus villosus), peces espada (Xiphias gladius), bacoretas orientales (Euthynnus affinis), bonitos (Sarda spp.), agujas, marlines, peces vela o picudos (Istiophoridae).|01
0305599901|Merluzas, excepto lo comprendido en el número de identificación comercial 0305.59.99.02.|01
0305599902|Merluza panameña (Merluccius angustimanus) o merluza del Pacífico Norte (Merluccius productus).|01
0305599903|Atún de aleta azul del Atlántico (Thunnus thynnus), atún de aleta azul del Pacífico (Thunnus orientalis), atún de aleta azul del Sur (Thunnus maccoyii), atún de aleta amarilla (rabiles) (Thunnus albacares), patudos o atunes ojos grandes (Thunnus obesus) o bonito de vientre rayado (Euthynnus (Katsuwonus) pelamis).|01
0305599904|Salmones del Pacífico (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou y Oncorhynchus rhodurus), salmones del Atlántico (Salmo salar) y salmones del Danubio (Hucho hucho).|01
0305599905|Pez espada (Xiphias gladius).|01
0305599906|Sardina (Sardina pilchardus, Sardinops spp.), sardinela (Sardinella spp.) o espadín (Sprattus sprattus).|01
0305599907|Anchoas (Engraulis spp.), excepto boquerón bucanero (Encrasicholina punctife), boquerón aduanero (Encrasicholina heteroloba), boquerón bombra (Stolephous commersonii) o boquerón de Andhra (Stolephous andhraensis).|01
0305599999|Los demás.|01
0305610100|Arenques (Clupea harengus, Clupea pallasii).|01
0305620100|Bacalaos (Gadus morhua, Gadus ogac, Gadus macrocephalus).|01
0305630100|Anchoas (Engraulis spp.).|01
0305640100|Tilapias (Oreochromis spp.), bagres o peces gato (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carpas (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), anguilas (Anguilla spp.), percas del Nilo (Lates niloticus) y peces cabeza de serpiente (Channa spp.).|01
0305699901|Atún de aleta azul del Atlántico (Thunnus thynnus), atún de aleta azul del Pacífico (Thunnus orientalis), atún de aleta azul del Sur (Thunnus maccoyii), atún de aleta amarilla (rabiles) (Thunnus albacares), patudos o atunes ojos grandes (Thunnus obesus) o bonito de vientre rayado (Euthynnus (Katsuwonus) pelamis).|01
