id,code,name
nbs_101052100,1.0105.21.00,Building structure construction services
nbs_101052200,1.0105.22.00,Roofing and covering structure construction services
nbs_101053000,1.0105.30.00,Roofing and covering construction services and waterproofing services
nbs_101054000,1.0105.40.00,Concreting services
nbs_101055000,1.0105.50.00,Steel structure assembly services
nbs_101056000,1.0105.60.00,Masonry services
nbs_101057000,1.0105.70.00,Scaffolding services
nbs_101059000,1.0105.90.00,Specialized construction services not classified under previous subheadings
nbs_10106,1.0106,Installation services
nbs_101061,1.0106.1,Electrical installation services
nbs_101061100,1.0106.11.00,Electrical wiring and component installation services
nbs_101061200,1.0106.12.00,Fire alarm installation services
nbs_101061300,1.0106.13.00,Anti-theft alarm system installation services
nbs_101061400,1.0106.14.00,Residential antenna installation services
nbs_101061900,1.0106.19.00,Electrical installation services not classified under previous subheadings
nbs_101062,1.0106.2,Pipe installation services for water supply and drainage
nbs_101062100,1.0106.21.00,Water supply piping installation services
nbs_101062200,1.0106.22.00,Water drainage piping installation services
nbs_101063,1.0106.3,"Heating, ventilation and air conditioning equipment installation services"
nbs_101063100,1.0106.31.00,Heating equipment installation services
nbs_101063200,1.0106.32.00,Ventilation and air conditioning equipment installation services
nbs_101064000,1.0106.40.00,Gas installation services
nbs_101065000,1.0106.50.00,Insulation installation services
nbs_101066000,1.0106.60.00,"Elevator, walkway and escalator installation services"
nbs_101069000,1.0106.90.00,Installation services not classified under previous subheadings
nbs_10107,1.0107,Finishing services
nbs_101071000,1.0107.10.00,Glazing services
nbs_101072000,1.0107.20.00,Plastering and stucco services
nbs_101073000,1.0107.30.00,Painting services
nbs_101074000,1.0107.40.00,Floor and wall covering services
nbs_101075000,1.0107.50.00,Carpentry and metalwork services
nbs_101076000,1.0107.60.00,Fence and railing installation services
nbs_101079000,1.0107.90.00,Finishing services not classified under previous subheadings
nbs_102,1.02,Intermediation services in the distribution of goods
nbs_102010000,1.0201.00.00,Intermediation services in the distribution of goods
nbs_102020000,1.0202.00.00,Wholesale trade
nbs_102030000,1.0203.00.00,Retail trade
nbs_102040000,1.0204.00.00,Customs clearance services
nbs_102050000,1.0205.00.00,Intermediation services in the commercialization of electrical energy
nbs_103,1.03,Provision of food and beverages and accommodation services
nbs_10301,1.0301,"Provision of food, including meals"
nbs_103011000,1.0301.10.00,Provision of meals accompanied by restaurant services
nbs_103012,1.0301.2,Provision of meals with limited restaurant services
nbs_103012100,1.0301.21.00,Provision of meals through the self-service system
nbs_103012200,1.0301.22.00,Provision of fast food
nbs_103012900,1.0301.29.00,Provision of limited restaurant service meals not classified under previous subheadings
nbs_103013,1.0301.3,"Provision of food, including meals, under contract"
nbs_103013100,1.0301.31.00,Provision of food for events
nbs_103013200,1.0301.32.00,Provision of food for transport operators (commissary or catering)
nbs_103013900,1.0301.39.00,"Provision of food, including meals, under contract not classified under previous subheadings"
nbs_103019000,1.0301.90.00,Power supply not classified under previous subheadings
nbs_103020000,1.0302.00.00,"Provision of beverages in bars, breweries and others"
nbs_10303,1.0303,Accommodation services for visitors
nbs_103031,1.0303.1,Accommodation services in rooms or accommodation units for visitors
nbs_103031100,1.0303.11.00,"Accommodation services in rooms or accommodation units for visitors, with daily cleaning services"
nbs_103031200,1.0303.12.00,"Lodging services in rooms or guest accommodation units, without daily cleaning services"
nbs_103031300,1.0303.13.00,"Accommodation services in rooms or accommodation units for visitors, in shared properties"
nbs_103031400,1.0303.14.00,"Accommodation services in rooms or accommodation units for visitors, in multiple-occupancy rooms"
nbs_103032000,1.0303.20.00,Tourist camping services (camping)
nbs_103039000,1.0303.90.00,Accommodation services for visitors not classified under previous subheadings
nbs_10304,1.0304,"Hosting services, except for visitors"
nbs_103041000,1.0304.10.00,Accommodation services in rooms or accommodation units for students in student residences
nbs_103042000,1.0304.20.00,Lodging services in rooms or accommodation units for workers in hotels or camps
nbs_103049000,1.0304.90.00,"Accommodation services, except for visitors not classified under previous subheadings"
nbs_104,1.04,Passenger transport services
nbs_10401,1.0401,Local passenger transport services
nbs_104011,1.0401.1,Local ground passenger transportation services
nbs_1040111,1.0401.11,Regular local road passenger transport services
nbs_10401111,1.0401.11.1,"Regular local road passenger transport services, except in metropolitan areas"
nbs_104011111,1.0401.11.11,Local road transport services provided exclusively by bus
nbs_104011119,1.0401.11.19,"Regular local road passenger transport services, except in metropolitan areas not classified in previous subitems"
nbs_104011120,1.0401.11.20,Regular local road passenger transport services in metropolitan areas
nbs_1040112,1.0401.12,Special regular local road passenger transport services
nbs_104011210,1.0401.12.10,School transport services
nbs_104011220,1.0401.12.20,Airport shuttle services
nbs_104011290,1.0401.12.90,Special regular local road passenger transport services not classified in previous items
nbs_104011300,1.0401.13.00,Taxi services
nbs_104011400,1.0401.14.00,"Car services with driver, except taxi"
nbs_1040115,1.0401.15,Local road passenger transport services by charter
nbs_104011510,1.0401.15.10,"Continuous, local charter services"
nbs_104011520,1.0401.15.20,"Occasional or tourist charter services, local"
nbs_1040116,1.0401.16,Local passenger transport services by rail vehicles
nbs_104011610,1.0401.16.10,Local rail passenger transport services
nbs_104011620,1.0401.16.20,Local metro (subway) passenger transport services
nbs_104011690,1.0401.16.90,Local passenger transport services by rail vehicles not classified in previous items
nbs_1040117,1.0401.17,Ground transportation services for sightseeing tours
nbs_104011710,1.0401.17.10,Road transport services for sightseeing tours
nbs_104011720,1.0401.17.20,Rail transport services for sightseeing
nbs_104011790,1.0401.17.90,Ground transportation services for sightseeing tours not classified in previous items
nbs_104011900,1.0401.19.00,Local land passenger transport services not classified under previous subheadings
nbs_104012,1.0401.2,Local water passenger transport services
nbs_1040121,1.0401.21,"Local waterway passenger transport services, by inland waterway navigation"
nbs_104012110,1.0401.21.10,"Local waterway passenger transport services, by inland navigation, in crossing vessels"
nbs_104012120,1.0401.21.20,"Local waterway passenger transport services, by inland waterway, on cruise vessels"
nbs_104012190,1.0401.21.90,"Local waterway passenger transport services, by inland navigation not classified in previous items"
nbs_104012200,1.0401.22.00,Local waterway passenger transport services by charter
nbs_104012300,1.0401.23.00,Water transport services for sightseeing tours
nbs_104012900,1.0401.29.00,Local waterway passenger transport services not classified under previous subheadings
nbs_104013000,1.0401.30.00,Local integrated passenger transport services
nbs_104014,1.0401.4,Local air passenger transport services
nbs_104014100,1.0401.41.00,Local Air Taxi Services
nbs_104014200,1.0401.42.00,Local air passenger charter services
nbs_104014300,1.0401.43.00,Air transport services for sightseeing tours
nbs_104014900,1.0401.49.00,Local air passenger transport services not classified under previous subheadings
nbs_104019000,1.0401.90.00,Local passenger transport services not classified under previous subheadings
nbs_10402,1.0402,"National, except local, passenger transport services"
nbs_104021,1.0402.1,"National, except local, land passenger transport services"
nbs_1040211,1.0402.11,"National road transport services, except local, regular passenger transport services"
nbs_104021110,1.0402.11.10,"National road transport services, except local, provided exclusively by bus"
nbs_104021190,1.0402.11.90,"National road transport services, except local, of passengers, not classified not classified in previous sub-items"
nbs_104021200,1.0402.12.00,"Special national road transport services, except local, regular passenger transport services"
nbs_1040213,1.0402.13,"National, except local, passenger road transport services by charter"
nbs_104021310,1.0402.13.10,"Continuous charter services, national, except local"
nbs_104021320,1.0402.13.20,"Occasional or tourist charter services, national, except local"
nbs_104021400,1.0402.14.00,"National, excluding local, passenger rail transport services"
nbs_104021900,1.0402.19.00,"National land transport services, except local, of passengers not classified in previous subheadings"
nbs_104022,1.0402.2,"National, except local, waterway passenger transport services"
nbs_1040221,1.0402.21,"National waterway transport services, except local, of passengers, by inland navigation"
nbs_104022110,1.0402.21.10,"Waterway passenger transport services, by inland navigation, in crossing vessels"
nbs_104022120,1.0402.21.20,"Waterway passenger transport services, by inland navigation, on cruise vessels"
nbs_104022190,1.0402.21.90,"National waterway transport services, except local, of passengers, by inland navigation not classified in previous items"
nbs_104022200,1.0402.22.00,National coastal waterway passenger transport services
nbs_104022300,1.0402.23.00,"National waterway transport services, except local, of passengers by charter"
nbs_104022900,1.0402.29.00,"National waterway transport services, except local, of passengers not classified in previous subheadings"
nbs_104023,1.0402.3,"Domestic, excluding local, passenger air transport services"
nbs_104023100,1.0402.31.00,"National, except local, scheduled passenger air transport services"
nbs_104023200,1.0402.32.00,"National air taxi services, except local"
nbs_104023300,1.0402.33.00,"National, except local, air transport services for passengers, by charter"
nbs_104023900,1.0402.39.00,"Domestic air transport services, except local, of passengers not classified in previous subheadings"
nbs_104029000,1.0402.90.00,"National transport services, except local, of passengers not classified in previous subheadings"
nbs_10403,1.0403,International passenger transport services
nbs_104031,1.0403.1,Regular international land passenger transport services
nbs_1040311,1.0403.11,Regular international road passenger transport services
nbs_104031110,1.0403.11.10,Passenger transport services provided exclusively by bus
nbs_104031190,1.0403.11.90,International road passenger transport services not classified in previous items
nbs_104031200,1.0403.12.00,International road passenger transport services by charter
nbs_1040313,1.0403.13,International passenger transport services by rail vehicles
nbs_104031310,1.0403.13.10,International rail passenger transport services
nbs_104031390,1.0403.13.90,International passenger transport services by rail vehicles not classified in previous items
nbs_104031900,1.0403.19.00,International land passenger transport services not classified under previous subheadings
nbs_104032,1.0403.2,International waterway passenger transport services
nbs_1040321,1.0403.21,"International waterway passenger transport services, by inland navigation"
nbs_104032110,1.0403.21.10,"International waterway passenger transport services, by inland navigation, in crossing vessels"
nbs_104032120,1.0403.21.20,"International waterway passenger transport services, by inland navigation, on cruise vessels"
nbs_104032190,1.0403.21.90,"International waterway passenger transport services, by inland navigation not classified in previous items"
nbs_104032200,1.0403.22.00,International coastal waterway passenger transport services
nbs_104032300,1.0403.23.00,International transoceanic passenger waterway transport services
nbs_104032400,1.0403.24.00,International waterway passenger transport services by charter
nbs_104032900,1.0403.29.00,International waterway passenger transport services not classified under previous subheadings
nbs_104033,1.0403.3,International air passenger transport services
nbs_104033100,1.0403.31.00,International scheduled passenger air transport services
nbs_104033200,1.0403.32.00,International Air Taxi Services
nbs_104033300,1.0403.33.00,International air passenger charter services
nbs_104033900,1.0403.39.00,International air transport services of passengers not classified under previous subheadings
nbs_104039000,1.0403.90.00,International passenger transport services not classified under previous subheadings
nbs_10404,1.0404,Passenger vehicle rental with operator
nbs_104041000,1.0404.10.00,Rental of passenger road vehicles with driver
nbs_104042000,1.0404.20.00,Leasing of passenger vessels with crew
nbs_104043000,1.0404.30.00,Leasing of passenger aircraft with crew
nbs_104050000,1.0405.00.00,Time chartering of passenger vessels
nbs_105,1.05,Cargo transportation services
nbs_10501,1.0501,Ground freight transport services
nbs_105011,1.0501.1,Road freight transport services
nbs_1050111,1.0501.11,Road transport services for bulk cargo
nbs_105011110,1.0501.11.10,Road transport services for solid bulk cargo
nbs_105011120,1.0501.11.20,Road transport services for liquid or liquefied bulk cargo
nbs_105011130,1.0501.11.30,Road transport services for bulk gas cargo
nbs_1050112,1.0501.12,"Road transport services for general cargo, except in containers"
nbs_105011210,1.0501.12.10,"Road transport services for loose, non-unitized cargo"
nbs_105011220,1.0501.12.20,Unitized cargo road transport services
nbs_105011230,1.0501.12.30,Road transport services for refrigerated or air-conditioned cargo
nbs_1050113,1.0501.13,Road transport services for containerized cargo
nbs_105011310,1.0501.13.10,Road freight transport services in refrigerated or air-conditioned containers
nbs_105011320,1.0501.13.20,Road freight transport services in non-refrigerated or air-conditioned containers
nbs_1050114,1.0501.14,Road transport services for special cargo
nbs_105011410,1.0501.14.10,Road transport services for live cargo
nbs_105011420,1.0501.14.20,Road transport services for household removals and furniture and other office items
nbs_105011430,1.0501.14.30,Road transport services for large loads
nbs_105011440,1.0501.14.40,Road vehicle transport services
nbs_10501145,1.0501.14.5,Road transport services for dangerous goods
nbs_105011451,1.0501.14.51,"Road transport services for fuels, lubricants and LPG, including those presented in metal cylinders"
nbs_105011452,1.0501.14.52,"Road transport services for hazardous chemical products, except lubricants and LPG"
nbs_105011459,1.0501.14.59,Road transport services for dangerous products not classified in previous subitems
nbs_105011500,1.0501.15.00,Road transport services for postal cargo and parcels
nbs_105011900,1.0501.19.00,Road freight transport services not classified under previous subheadings
nbs_105012,1.0501.2,Rail freight transport services
nbs_1050121,1.0501.21,Bulk cargo rail transport services
nbs_105012110,1.0501.21.10,Rail transport services for solid bulk cargo
nbs_105012120,1.0501.21.20,Rail transport services for liquid or liquefied bulk cargo
nbs_105012130,1.0501.21.30,Rail transport services for bulk gas cargo
nbs_1050122,1.0501.22,"Rail transport services for general cargo, except in containers"
nbs_105012210,1.0501.22.10,"Rail transport services for loose, non-unitized cargo"
nbs_105012220,1.0501.22.20,Unitized cargo rail transport services
nbs_105012230,1.0501.22.30,Rail transport services for refrigerated or air-conditioned cargo
nbs_1050123,1.0501.23,Rail transport services for containerized cargo
nbs_105012310,1.0501.23.10,Rail freight transport services in refrigerated or air-conditioned containers
nbs_105012320,1.0501.23.20,Rail transport services for cargo in non-refrigerated or air-conditioned containers
nbs_1050124,1.0501.24,Special cargo rail transport services
nbs_105012410,1.0501.24.10,Live cargo rail transport services
nbs_10501242,1.0501.24.2,Rail transport services for dangerous goods
nbs_105012421,1.0501.24.21,"Rail transport services for fuels, lubricants and LPG, including those presented in metal cylinders"
nbs_105012422,1.0501.24.22,"Rail transport services for hazardous chemicals, except lubricants and LPG"
nbs_105012429,1.0501.24.29,Rail transport services for dangerous goods not classified in previous subheadings
nbs_105012500,1.0501.25.00,Rail transport services for goods and valuables
nbs_105012900,1.0501.29.00,Rail freight transport services not classified under previous subheadings
nbs_105013,1.0501.3,Cargo transportation services through pipelines
nbs_105013100,1.0501.31.00,"Oil, natural gas and fuel transportation services through pipelines"
nbs_105013200,1.0501.32.00,Mineral transportation services through pipelines
nbs_105013900,1.0501.39.00,Cargo transportation services through pipelines not classified in previous subheadings
nbs_10502,1.0502,Waterway cargo transportation services
nbs_105021,1.0502.1,Water transport services by inland waterway of cargo
nbs_1050211,1.0502.11,Water transport services by inland navigation of bulk cargo
nbs_105021110,1.0502.11.10,"Water transport services by inland navigation of solid cargo, in bulk"
nbs_105021120,1.0502.11.20,Waterway transport services by inland navigation of liquid or liquefied cargo in bulk
nbs_105021130,1.0502.11.30,Water transport services by inland navigation of bulk gas cargoes
nbs_1050212,1.0502.12,"Water transport services by inland navigation of general cargo, except in containers"
nbs_105021210,1.0502.12.10,"Water transport services by inland navigation of loose, non-unitized cargo"
nbs_105021220,1.0502.12.20,Water transport services by inland navigation of unitized cargo
nbs_105021230,1.0502.12.30,Water transport services by inland navigation of refrigerated or air-conditioned cargo
nbs_1050213,1.0502.13,Waterway transport services by inland navigation of containerized cargo
nbs_105021310,1.0502.13.10,Water transport services by inland navigation of cargo in refrigerated or air-conditioned containers
nbs_105021320,1.0502.13.20,Water transport services by inland navigation of cargo in non-refrigerated or air-conditioned containers
nbs_1050214,1.0502.14,Water transport services by inland navigation of special cargo
nbs_105021410,1.0502.14.10,Water transport services by inland navigation of live cargo
nbs_105021420,1.0502.14.20,Water transport services by inland waterway for household removals and furniture and other office items
nbs_105021430,1.0502.14.30,Water transport services by inland navigation for large cargo
nbs_105021440,1.0502.14.40,Water transport services by inland waterway of vehicles
nbs_10502145,1.0502.14.5,Water transport services for inland waterways of dangerous goods
nbs_105021451,1.0502.14.51,"Waterway transportation services for inland navigation of fuels, lubricants and LPG, including those presented in metal cylinders"
nbs_105021452,1.0502.14.52,"Water transport services by inland navigation of dangerous chemical products, except lubricants and LPG"
nbs_105021459,1.0502.14.59,Water transport services by inland navigation of dangerous products not classified in previous subheadings
nbs_105021490,1.0502.14.90,Water transport services by inland navigation of special cargo not classified in previous subheadings
nbs_105021900,1.0502.19.00,Water transport services by inland waterway of cargo not classified in previous subheadings
nbs_105022,1.0502.2,Coastal waterway cargo transportation services
nbs_1050221,1.0502.21,Coastal waterway transportation services for bulk cargo
nbs_105022110,1.0502.21.10,Coastal waterway transportation services for solid bulk cargo
nbs_105022120,1.0502.21.20,Coastal waterway transportation services for liquid or liquefied cargo in bulk
nbs_105022130,1.0502.21.30,Coastal waterway transportation services for bulk gas cargo
nbs_1050222,1.0502.22,"Coastal waterway transport services for general cargo, except in containers"
nbs_105022210,1.0502.22.10,"Coastal waterway transportation services for loose, non-unitized cargo"
nbs_105022220,1.0502.22.20,Coastal waterway transport services for unitized cargo
nbs_105022230,1.0502.22.30,Coastal waterway transport services for refrigerated or air-conditioned cargo
nbs_1050223,1.0502.23,Coastal waterway transportation services for containerized cargo
nbs_105022310,1.0502.23.10,Coastal waterway transport services for cargo in refrigerated or air-conditioned containers
nbs_105022320,1.0502.23.20,Coastal waterway transport services for containerized cargo not classified under previous subheadings
nbs_1050224,1.0502.24,Coastal waterway transport services for special cargo
nbs_105022410,1.0502.24.10,Coastal waterway transport services for live cargo
nbs_105022420,1.0502.24.20,Coastal water transport services for household removals and furniture and other office items
nbs_105022430,1.0502.24.30,Coastal waterway transport services for large cargo
nbs_105022440,1.0502.24.40,Coastal waterway vehicle transport services
nbs_10502245,1.0502.24.5,Coastal waterway transportation services for dangerous goods
nbs_105022451,1.0502.24.51,"Coastal waterway transportation services for fuels, lubricants and LPG, including those presented in metal cylinders"
nbs_105022452,1.0502.24.52,"Coastal waterway transportation services for hazardous chemicals, except lubricants and LPG"
nbs_105022459,1.0502.24.59,Coastal waterway transport services for dangerous products not classified in previous subheadings
nbs_105022900,1.0502.29.00,Coastal waterway cargo transport services not classified under previous subheadings
nbs_105023,1.0502.3,Transoceanic waterway cargo transportation services
nbs_1050231,1.0502.31,Transoceanic waterway transportation services for bulk cargo
nbs_105023110,1.0502.31.10,Transoceanic waterway transportation services for solid bulk cargo
nbs_105023120,1.0502.31.20,Transoceanic waterway transportation services for liquid or liquefied bulk cargo
nbs_105023130,1.0502.31.30,Transoceanic waterway transportation services for bulk gas cargo
nbs_1050232,1.0502.32,"Transoceanic waterway transport services for general cargo, except in containers"
nbs_105023210,1.0502.32.10,"Transoceanic waterway transportation services for loose, non-unitized cargo"
nbs_105023220,1.0502.32.20,Transoceanic waterway transport services for unitized cargo
nbs_105023230,1.0502.32.30,Transoceanic waterway transport services for refrigerated or air-conditioned cargo
nbs_1050233,1.0502.33,Transoceanic waterway transportation services for containerized cargo
nbs_105023310,1.0502.33.10,Transoceanic waterway transportation services for cargo in refrigerated or air-conditioned containers
nbs_105023320,1.0502.33.20,Transoceanic waterway transportation services for cargo in non-refrigerated or air-conditioned containers
nbs_1050234,1.0502.34,Transoceanic waterway transportation services for special cargo
nbs_105023410,1.0502.34.10,Transoceanic waterway transport services for live cargo
nbs_105023420,1.0502.34.20,Transoceanic waterway transportation services for household removals and furniture and other office items
nbs_105023430,1.0502.34.30,Transoceanic waterway transportation services for large cargo
nbs_105023440,1.0502.34.40,Transoceanic waterway transport services for vehicles
nbs_10502345,1.0502.34.5,Transoceanic waterway transportation services for dangerous goods
nbs_105023451,1.0502.34.51,"Transoceanic waterway transportation services for fuels, lubricants and LPG, including those presented in metal cylinders"
nbs_105023452,1.0502.34.52,"Transoceanic waterway transportation services for hazardous chemical products, except lubricants and LPG"
nbs_105023459,1.0502.34.59,Transoceanic waterway transport services for dangerous products not classified in previous subheadings
nbs_105023900,1.0502.39.00,Transoceanic waterway cargo transportation services not classified under previous subheadings
nbs_10503,1.0503,Air cargo transportation services
nbs_105031,1.0503.1,Air freight services for containerized cargo
nbs_105031100,1.0503.11.00,Air freight services in refrigerated or air-conditioned containers
nbs_105031200,1.0503.12.00,Air freight services in non-refrigerated or air-conditioned containers
nbs_105032,1.0503.2,Special cargo air transport services
nbs_105032100,1.0503.21.00,Air transport services for dangerous goods
nbs_105032200,1.0503.22.00,Air freight services for live cargo
nbs_105032300,1.0503.23.00,Air transport services for machinery and vehicles
nbs_105032400,1.0503.24.00,Air transport services for perishable products
nbs_105032500,1.0503.25.00,Air freight services for fragile cargo
nbs_105032600,1.0503.26.00,Air transport services for controlled cargo
nbs_105032700,1.0503.27.00,Air transport services for valuables
nbs_105032800,1.0503.28.00,"Air transport services for postal cargo, express shipments and similar cargo"
nbs_105032900,1.0503.29.00,Air transport services for special cargo not classified under previous subheadings
nbs_105039000,1.0503.90.00,Air cargo transport services not classified under previous subheadings
nbs_10504,1.0504,Multimodal cargo transportation services
nbs_105041,1.0504.1,Multimodal bulk cargo transportation services
nbs_105041100,1.0504.11.00,Multimodal transportation services for solid bulk cargo
nbs_105041200,1.0504.12.00,Multimodal transportation services for liquid or liquefied bulk cargo
nbs_105041300,1.0504.13.00,Multimodal transportation services for bulk gas cargo
nbs_105042,1.0504.2,"Multimodal transport services for general cargo, except in containers"
nbs_105042100,1.0504.21.00,"Multimodal transportation services for loose, non-unitized cargo"
nbs_105042200,1.0504.22.00,Multimodal unitized cargo transportation services
nbs_105042300,1.0504.23.00,Multimodal transport services for refrigerated or air-conditioned cargo
nbs_105043,1.0504.3,Multimodal containerized cargo transportation services
nbs_105043100,1.0504.31.00,Multimodal cargo transport services in refrigerated or air-conditioned containers
nbs_105043200,1.0504.32.00,Multimodal cargo transport services in non-refrigerated or air-conditioned containers
nbs_105044,1.0504.4,Multimodal transport services for special cargo
nbs_105044100,1.0504.41.00,Multimodal transport services for live cargo
nbs_105044200,1.0504.42.00,Multimodal transportation services for household removals and furniture and other office items
nbs_105044300,1.0504.43.00,Multimodal transportation services for large loads
nbs_105044400,1.0504.44.00,Multimodal vehicle transport services
nbs_1050445,1.0504.45,Multimodal transportation services for dangerous goods
nbs_105044510,1.0504.45.10,"Multimodal transportation services for fuels, lubricants and LPG, including those presented in metal cylinders"
nbs_105044520,1.0504.45.20,"Multimodal transportation services for hazardous chemicals, except lubricants and LPG"
nbs_105044590,1.0504.45.90,Multimodal transport services for dangerous goods not classified in previous subheadings
nbs_105044900,1.0504.49.00,Multimodal transport services for special loads not classified in previous subheadings
nbs_105049000,1.0504.90.00,Multimodal freight transport services not classified under previous subheadings
nbs_10505,1.0505,Cargo vehicle rental with operator
nbs_105051000,1.0505.10.00,Leasing of road cargo vehicles with operator
nbs_105052000,1.0505.20.00,Cargo vessel leasing with crew
nbs_105053000,1.0505.30.00,Leasing of cargo aircraft with crew
nbs_105060000,1.0506.00.00,Time chartering of cargo vessels
nbs_106,1.06,Transport support services
nbs_10601,1.0601,Cargo handling services
nbs_106011000,1.0601.10.00,Container Handling Services
nbs_106019000,1.0601.90.00,Cargo handling services not classified under previous subheadings
nbs_10602,1.0602,Storage services
nbs_106021000,1.0602.10.00,Cold storage services
nbs_106022,1.0602.2,Storage services for dangerous goods
nbs_106022100,1.0602.21.00,Storage services for oil and its derivatives
nbs_106022200,1.0602.22.00,"Fuel, lubricant and LPG storage services, including those presented in metal cylinders"
nbs_106022300,1.0602.23.00,Hazardous Chemical Storage Services
nbs_106022900,1.0602.29.00,Storage services for dangerous products not classified under previous subheadings
nbs_106023,1.0602.3,"Storage services for solid, liquid or liquefied and gaseous bulk"
nbs_106023100,1.0602.31.00,Solid Bulk Storage Services
nbs_106023200,1.0602.32.00,Liquid or liquefied bulk storage services
nbs_106023300,1.0602.33.00,Bulk gas storage services
nbs_106029000,1.0602.90.00,Storage services not classified under previous subheadings
nbs_106030000,1.0603.00.00,Rail transport support services
nbs_10604,1.0604,Road transport support services
nbs_106041000,1.0604.10.00,Bus station services
nbs_106042,1.0604.2,"Highway, bridge and tunnel operation services"
nbs_106042100,1.0604.21.00,Highway operation services
nbs_106042200,1.0604.22.00,Bridge and tunnel operation services
nbs_106043000,1.0604.30.00,Parking services
nbs_106044000,1.0604.40.00,Towing services for private and commercial vehicles
nbs_106049000,1.0604.90.00,Road transport support services not classified under previous subheadings
nbs_10605,1.0605,Water transport support services
nbs_106051000,1.0605.10.00,"Port and canal operation services, except cargo handling"
nbs_106052000,1.0605.20.00,Pilotage and berthing services
nbs_106053000,1.0605.30.00,Boat rescue services
nbs_106054000,1.0605.40.00,Support navigation services
nbs_106059000,1.0605.90.00,Support services for water transport not classified in previous subheadings
nbs_10606,1.0606,Air and aerospace transport support services
nbs_106061,1.0606.1,Air transport support services
nbs_106061100,1.0606.11.00,"Airport operations services, except cargo handling"
nbs_106061200,1.0606.12.00,Air traffic control services
