id,code,name,ncms
nbm_2203000100,2203.00.0100,"CONCENTRADO DE CERVEJA,DE MALTE",22030000
nbm_2203000201,2203.00.0201,"CERVEJA DE MALTE,BAIXA FERMENT.VIDRO RET.CAP<=260ML",22030000
nbm_2203000202,2203.00.0202,"CERVEJA DE MALTE,BAIXA FERMENT.VIDRO RET.260ML<C<=360ML",22030000
nbm_2203000203,2203.00.0203,"CERVEJA DE MALTE,BAIXA FERMENT.VIDRO RET.360ML<C<=660ML",22030000
nbm_2203000299,2203.00.0299,"QQ.OUT.CERVEJA DE MALTE,BAIXA FERMENT.VIDRO RET.C>660ML",22030000
nbm_2203000301,2203.00.0301,"CERVEJA DE MALTE,BAIXA FERMENT.VIDRO N/RET.260<C<=360ML",22030000
nbm_2203000399,2203.00.0399,"QQ.OUT.CERVEJA DE MALTE,BAIXA FERMENT.VIDRO N/RET>360ML",22030000
nbm_2203000401,2203.00.0401,"CERVEJA DE MALTE,ALTA FERMENT.VIDRO RET.CAP<=260ML",22030000
nbm_2203000402,2203.00.0402,"CERVEJA DE MALTE,ALTA FERMENT.VIDRO RET.260ML<C<=360ML",22030000
nbm_2203000403,2203.00.0403,"CERVEJA DE MALTE,ALTA FERMENT.VIDRO RET.360ML<C<=660ML",22030000
nbm_2203000499,2203.00.0499,"QQ.OUT.CERVEJA DE MALTE,ALTA FERMENT.VIDRO RET.C>660ML",22030000
nbm_2203000501,2203.00.0501,"CERVEJA DE MALTE,ALTA FERMENT.VIDRO RET.260ML<C<=360ML",22030000
nbm_2203000599,2203.00.0599,"QQ.OUT.CERVEJA DE MALTE,ALTA FERMENT.VIDRO N/RET.>360ML",22030000
nbm_2203000601,2203.00.0601,"CERVEJA DE MALTE,EM LATAS,260ML<CAP<=360ML",22030000
nbm_2203000699,2203.00.0699,"QQ.OUT.CERVEJA DE MALTE,EM LATAS,CAP>360ML",22030000
nbm_2203000700,2203.00.0700,"CERVEJA DE MALTE,EM BARRIL/RECIPIENTE SEMELHANTE",22030000
nbm_2203009900,2203.00.9900,OUTS.CERVEJAS DE MALTE,22030000
nbm_2204100100,2204.10.0100,CHAMPANHA,22041010
nbm_2204100200,2204.10.0200,VINHO MOSCATEL ESPUMANTE,22041090
nbm_2204100300,2204.10.0300,VINHO DE CAVA,22041090
nbm_2204109900,2204.10.9900,OUTS.VINHOS ESPUMANTES E VINHOS ESPUMOSOS,22041090
nbm_2204210100,2204.21.0100,"VINHO DE MESA,VERDE,EM RECIPIENTE<=2L",22042100
nbm_2204210200,2204.21.0200,"VINHO DE MESA,FRISANTE,EM RECIPIENTE<=2L",22042100
nbm_2204210301,2204.21.0301,"VINHO DE MESA,FINO/NOBRE,RECIP<=180ML",22042100
nbm_2204210302,2204.21.0302,"VINHO DE MESA,FINO/NOBRE,180ML<RECIP<=375ML",22042100
nbm_2204210303,2204.21.0303,"VINHO DE MESA,FINO/NOBRE,375ML<RECIP<=670ML",22042100
nbm_2204210304,2204.21.0304,"VINHO DE MESA,FINO/NOBRE,670ML<RECIP<=1.1L",22042100
nbm_2204210399,2204.21.0399,"QQ.OUT.VINHO DE MESA,FINO/NOBRE,RECIP>1.1L",22042100
nbm_2204210401,2204.21.0401,"VINHO DE MESA,ESPECIAL,RECIP<=180ML",22042100
nbm_2204210402,2204.21.0402,"VINHO DE MESA,ESPECIAL,180ML<RECIP<=375ML",22042100
nbm_2204210403,2204.21.0403,"VINHO DE MESA,ESPECIAL,375ML<RECIP<=670ML",22042100
nbm_2204210404,2204.21.0404,"VINHO DE MESA,ESPECIAL,RECIP>670ML<=1000ML",22042100
nbm_2204210499,2204.21.0499,"QQ.OUT.VINHO DE MESA,ESPECIAL,RECIP>1000ML",22042100
nbm_2204210501,2204.21.0501,"VINHO DE MESA,COMUM,EM RECIP<=180ML",22042100
nbm_2204210502,2204.21.0502,"VINHO DE MESA,COMUM,EM 180ML<RECIP<=375ML",22042100
nbm_2204210503,2204.21.0503,"VINHO DE MESA,COMUM,EM 375ML<RECIP<=670ML",22042100
nbm_2204210504,2204.21.0504,"VINHO DE MESA,COMUM,EM 670ML<RECIP<=1000ML",22042100
nbm_2204210599,2204.21.0599,"QQ.OUT.VINHO DE MESA,COMUM,EM RECIP>1000ML",22042100
nbm_2204210601,2204.21.0601,"VINHO DE SOBREMESA/LICOROSO,DA MADEIRA,RECIP<=2L",22042100
nbm_2204210602,2204.21.0602,"VINHO DE SOBREMESA/LICOROSO,DO PORTO,RECIP<=2L",22042100
nbm_2204210603,2204.21.0603,"VINHO DE SOBREMESA/LICOROSO,DE XEREZ,RECIP<=2L",22042100
nbm_2204210604,2204.21.0604,"VINHO DE SOBREMESA/LICOROSO,DE MALAGA,RECIP<=2L",22042100
nbm_2204210699,2204.21.0699,"QQ.OUT.VINHO DE SOBREMESA/LICOROSO,RECIP<=2L",22042100
nbm_2204210701,2204.21.0701,"MOSTO DE UVA,N/FERMENT.C/ALCOOL,RECIP<=2L",22042100
nbm_2204210702,2204.21.0702,"MOSTO DE UVA,FERMENT.INTERROMP.C/ALCOOL,RECIP<=2L",22042100
nbm_2204219900,2204.21.9900,"OUTS.VINHOS/MOSTOS DE UVAS,EM RECIP<=2L",22042100
nbm_2204300100,2204.30.0100,"MOSTO DE UVAS,FILTRADO DOCE",22043000
nbm_2204309900,2204.30.9900,OUTS.MOSTOS DE UVAS,22043000
nbm_2205100100,2205.10.0100,"VERMUTES,EM RECIPIENTES DE CAPACIDADE <=2L",22051000
nbm_2205100200,2205.10.0200,"QUINADOS,EM RECIPIENTES DE CAPACIDADE <=2L",22051000
nbm_2205100300,2205.10.0300,"GEMADOS,EM RECIPIENTES DE CAPACIDADE<=2L",22051000
nbm_2205100400,2205.10.0400,"MISTELAS COMPOSTAS,EM RECIPIENTES<=2L",22051000
nbm_2205109900,2205.10.9900,OUTS.VINHOS DE UVAS FRESCAS AROMATIZ.EM RECIP<=2L,22051000
nbm_2205900100,2205.90.0100,"VERMUTES,EM RECIPIENTES DE CAPACIDADE > 2L",22059000
nbm_2205900200,2205.90.0200,"QUINADOS,EM RECIPIENTES DE CAPACIDADE > 2L",22059000
nbm_2205900300,2205.90.0300,"GEMADOS,EM RECIPIENTES DE CAPACIDADE> 2L",22059000
nbm_2205900400,2205.90.0400,"MISTELAS COMPOSTAS,EM RECIPIENTES> 2L",22059000
nbm_2205909900,2205.90.9900,OUTS.VINHOS DE UVAS FRESCAS AROMATIZ.EM RECIP> 2L,22059000
nbm_2206000100,2206.00.0100,SIDRA NAO GASEIFICADA,22060010
nbm_2206000200,2206.00.0200,SIDRA GASEIFICADA,22060010
nbm_2206000300,2206.00.0300,PERADA,22060090
nbm_2206000400,2206.00.0400,HIDROMEL,22060090
nbm_2206000500,2206.00.0500,"""VINHO"" DE ARROZ (SAQUE)",22060090
nbm_2206000600,2206.00.0600,"""VINHO"" DE JENIPAPO",22060090
nbm_2206000700,2206.00.0700,"""VINHO"" DE ABACAXI (ANANAS)",22060090
nbm_2206000800,2206.00.0800,"""VINHO"" DE CAJU",22060090
nbm_2206009900,2206.00.9900,OUTS.BEBIDAS FERMENTADAS,22060090
nbm_2208100101,2208.10.0101,DESTILADO ALCOOLICO (UISQUE DE MALTE),21069010
nbm_2208100102,2208.10.0102,DESTILADO ALCOOLICO (UISQUE DE CEREAIS),21069010
nbm_2208100199,2208.10.0199,"QQ.OUT.PREPARACAO ALCOOLICA COMPOSTA,P/ELABORAR UISQUE",21069010
nbm_2208109901,2208.10.9901,"PREPARACAO ALCOOLICA COMPOSTA,DE VINHO",21069010
nbm_2208109902,2208.10.9902,"PREPARACAO ALCOOLICA COMPOSTA,DE BAGACO DE UVA",21069010
nbm_2208109903,2208.10.9903,"PREPARACAO ALCOOLICA COMPOSTA,DE CANA-DE-ACUCAR",21069010
nbm_2208109904,2208.10.9904,"PREPARACAO ALCOOLICA COMPOSTA,DE MELACO",21069010
nbm_2208109905,2208.10.9905,"PREPARACAO ALCOOLICA COMPOSTA,DE FRUTAS",21069010
nbm_2208109999,2208.10.9999,"QQ.OUT.PREPARACAO ALCOOLICA COMPOSTA,P/FABR.DE BEBIDAS",21069010
nbm_2208200100,2208.20.0100,CONHAQUE,22082000
nbm_2208200200,2208.20.0200,BAGACEIRA OU GRASPA,22082000
nbm_2208209900,2208.20.9900,OUTS.AGUARDENTES DE VINHO/DE BAGACO DE UVAS,22082000
nbm_2208300100,2208.30.0100,"UISQUES,EM RECIPIENTES DE CAP<=180ML",22083020
nbm_2208300200,2208.30.0200,"UISQUES,EM RECIPIENTES DE 180ML<CAP<=375ML",22083020
nbm_2208300300,2208.30.0300,"UISQUES,EM RECIPIENTES DE 375ML<CAP<=670ML",22083020
nbm_2208300400,2208.30.0400,"UISQUES,EM RECIPIENTES DE 670ML<CAP<=1000ML",22083020
nbm_2208309900,2208.30.9900,"UISQUES,EM RECIPIENTES DE CAP> 1000ML","22083010,22083020,22083090"
nbm_2208400100,2208.40.0100,RUM,22084000
nbm_2208400200,2208.40.0200,AGUARDENTE DE CANA OU CANINHA,22084000
nbm_2208400300,2208.40.0300,AGUARDENTE DE MELACO OU CACHACA,22084000
nbm_2208409900,2208.40.9900,OUTS.CACHACAS OU CANINHAS,22084000
nbm_2208500100,2208.50.0100,GIM,22085000
nbm_2208500200,2208.50.0200,GENEBRA,22085000
nbm_2208900100,2208.90.0100,"ALCOOL ETILICO N/DESNATURADO,TEOR< 80%VOLUME ALCOOLICO",22089000
nbm_2208900201,2208.90.0201,VODCA,22086000
nbm_2208900202,2208.90.0202,"AGUARDENTE SIMPLES,DE AGAVE/OUTS.PLANTAS (""TEQUILLA"")",22089000
nbm_2208900203,2208.90.0203,"AGUARDENTE SIMPLES,DE FRUTAS (CIDRAS/AMEIXAS/ETC.)",22089000
nbm_2208900299,2208.90.0299,QQ.OUT.AGUARDENTE SIMPLES,22089000
nbm_2208900301,2208.90.0301,"AGUARDENTE COMPOSTO,DE ALCATRAO",22089000
nbm_2208900302,2208.90.0302,"AGUARDENTE COMPOSTO,DE GENGIBRE",22089000
nbm_2208900303,2208.90.0303,"AGUARDENTE COMPOSTO,DE CASCAS/POLPAS/ERVAS/RAIZES",22089000
nbm_2208900304,2208.90.0304,"AGUARDENTE COMPOSTO,DE ESSENCIA NATURAL",22089000
nbm_2208900305,2208.90.0305,"AGUARDENTE COMPOSTO,DE ESSENCIA ARTIFICIAL",22089000
nbm_2208900399,2208.90.0399,QQ.OUT.AGUARDENTE COMPOSTA,22089000
nbm_2208900400,2208.90.0400,LICORES OU CREMES (CURACAO/MARASQUINO/ANISETE/ETC),22087000
nbm_2208900501,2208.90.0501,"APERITIVOS E AMARGOS,DE ALCACHOFRA",22089000
nbm_2208900502,2208.90.0502,"APERITIVOS E AMARGOS,DE MACA",22089000
nbm_2208900599,2208.90.0599,"QQ.OUT.APERITIVO/AMARGOS (""BITTER""/""FERNET""/ETC)",22089000
nbm_2208900600,2208.90.0600,BATIDAS,22089000
nbm_2208909901,2208.90.9901,"""STEINHAGER"" (BEBIDA ALCOOLICA)",22089000
nbm_2208909902,2208.90.9902,PISCO,22082000
nbm_2208909903,2208.90.9903,BEBIDA ALCOOLICA DE JURUBEBA,22089000
nbm_2208909904,2208.90.9904,BEBIDA ALCOOLICA DE GENGIBRE,22089000
nbm_2208909905,2208.90.9905,BEBIDA ALCOOLICA DE OLEO ESSENCIAL DE FRUTAS,22089000
nbm_2208909906,2208.90.9906,"BEBIDA REFRESCANTE DENOMINADA ""COOLER""",22089000
nbm_2208909999,2208.90.9999,QQ.OUT.BEBIDA ALCOOLICA,22089000
nbm_2302400000,2302.40.0000,"SEMEAS/OUTS.RESIDUOS DE OUT.CEREAL,DA PENEIRACAO/ETC.",23024000
nbm_2401100100,2401.10.0100,"FUMO N/DESTALADO,P/CAPA DE CHARUTO (CAPEIRO)","24011010,24011020"
nbm_2401109901,2401.10.9901,"FUMO N/DESTALADO,CURADO EM ESTUFA,""VIRGINIA""",24011030
nbm_2401109902,2401.10.9902,"FUMO N/DESTALADO,CURADO EM GALPAO,""BURLEY""","24011040,24011090"
nbm_2401109999,2401.10.9999,QQ.OUT.FUMO (TABACO) NAO DESTALADO,"24011010,24011020,24011040,24011090"
nbm_2401200100,2401.20.0100,"FUMO DESTALADO,P/CAPA DE CHARUTO (CAPEIRO)","24012010,24012020"
nbm_2401209901,2401.20.9901,"FUMO DESTALADO,CURADO EM ESTUFA,""VIRGINIA""",24012030
nbm_2401209902,2401.20.9902,"FUMO DESTALADO,CURADO EM GALPAO,""BURLEY""",24012040
nbm_2401209999,2401.20.9999,QQ.OUT.FUMO (TABACO) DESTALADO,"24012010,24012020,24012090"
nbm_2401300000,2401.30.0000,DESPERDICIOS DE FUMO (TABACO),24013000
nbm_2402100100,2402.10.0100,CHARUTOS DE FUMO (TABACO),24021000
nbm_2402100200,2402.10.0200,CIGARRILHAS DE FUMO (TABACO),24021000
nbm_2402200100,2402.20.0100,"CIGARROS DE FUMO (TABACO),FEITOS A MAO",24022000
nbm_2402209900,2402.20.9900,"CIGARROS DE FUMO (TABACO),EXC.FEITOS A MAO",24022000
nbm_2402900100,2402.90.0100,CHARUTOS DE SUCEDANEOS DO FUMO,24029000
nbm_2402900200,2402.90.0200,CIGARRILHAS DE SUCEDANEOS DO FUMO,24029000
nbm_2402900301,2402.90.0301,"CIGARROS DE SUCEDANEOS DO FUMO,FEITOS A MAO",24029000
nbm_2402900399,2402.90.0399,"QQ.OUT.CIGARRO DE SUCEDANEOS DO FUMO,EXC.FEITOS A MAO",24029000
nbm_2403910000,2403.91.0000,"FUMO (TABACO) ""HOMOGENEIZADO/RECONSTITUIDO""",24039100
nbm_2403990100,2403.99.0100,"EXTRATOS E MOLHOS,DE FUMO (TABACO)",24039910
nbm_2403990200,2403.99.0200,RAPE,24039990
nbm_2403999900,2403.99.9900,OUTS.PRODUTOS DO FUMO (TABACO),24039990
nbm_2501000101,2501.00.0101,SAIS DE SALINAS E SAIS MARINHOS,"25010011,25010019,25010090"
nbm_2501000103,2501.00.0103,SAIS-GEMAS,"25010019,25010090"
nbm_2501000199,2501.00.0199,QQ.OUT.SAL,"25010019,25010090"
nbm_2501000201,2501.00.0201,"CLORETO DE SODIO PURO,C/TEOR MINIMO DE 99,5% NACL",25010090
nbm_2501000299,2501.00.0299,"QQ.OUT.CLORETO DE SODIO,PURO",25010090
nbm_2501000300,2501.00.0300,AGUA DO MAR,25010090
nbm_2501000400,2501.00.0400,"AGUA-MAE,DE SALINAS",25010090
nbm_2824100000,2824.10.0000,"MONOXIDO DE CHUMBO (LITARGIRIO,MASSICOTE)",28241000
nbm_2833240000,2833.24.0000,SULFATO DE NIQUEL,28332400
nbm_2835240100,2835.24.0100,FOSFATO MONOPOTASSICO (DIIDROGENO-ORTOFOSFATO POTASSIO),28352400
nbm_2835240200,2835.24.0200,FOSFATO DIPOTASSICO (HIDROGENO-ORTOFOSFATO DE POTASSIO),28352400
nbm_2835249900,2835.24.9900,OUTS.FOSFATOS DE POTASSIO,28352400
nbm_2901240100,2901.24.0100,"BUTA-1,3-DIENO",29012410
nbm_2901240200,2901.24.0200,ISOPRENO,29012420
nbm_2902410000,2902.41.0000,O-XILENO,29024100
nbm_2902420000,2902.42.0000,M-XILENO,29024200
nbm_2902430000,2902.43.0000,P-XILENO,29024300
nbm_2902440000,2902.44.0000,MISTURA DE ISOMEROS DO XILENO,29024400
nbm_2909499900,2909.49.9900,OUTS.ETERES-ALCOOIS E DERIVS.HALOGENADOS/SULFONADOS/ETC,"29094922,29094923,29094924,29094929,29094932,29094939,29094941,29094949,29094990"
nbm_2912410100,2912.41.0100,VANILINA (ALDEIDO METILPROTOCATEQUICO) BRUTA,29124100
nbm_2912419900,2912.41.9900,OUTS.VANILILAS (ALDEIDO METILPROTOCATEQUICO),29124100
nbm_2912420000,2912.42.0000,ETILVANILINA (ALDEIDO ETILPROTOCATEQUICO),29124200
nbm_2912490100,2912.49.0100,3-FENOXIBENZALDEIDO,29124910
nbm_2912490200,2912.49.0200,ALDEIDO SALICILICO,29124990
nbm_2912490300,2912.49.0300,ALDEIDO PROTOCATEQUICO,29124990
nbm_2912490400,2912.49.0400,ALDEIDO ANISICO,29124990
nbm_2912490500,2912.49.0500,"3,4,5-TRIMETOXIBENZALDEIDO",29124930
nbm_2912499900,2912.49.9900,OUTS.ALDEIDOS-ETERES/FENOIS E C/OUT.FUNCAO OXIGENADA,"29124920,29124990"
nbm_2915240000,2915.24.0000,ANIDRIDO ACETICO,29152400
nbm_2916120400,2916.12.0400,ACRILATO DE 2-ETILEXILA,29161240
nbm_2921190204,2921.19.0204,DIISOPROPILAMINA,29211924
nbm_2921190299,2921.19.0299,QQ.OUT.N-PROPILAMINA/ISOPROPILAMINA E SEUS SAIS,"29211924,29211929"
nbm_2921420501,2921.42.0501,5-CLORO-2-NITROANILINA,29214241
nbm_2921420502,2921.42.0502,2-CLORO-4-NITROANILINA,29214249
nbm_2921420599,2921.42.0599,QQ.OUT.CLORONITROANILINA E SEUS SAIS,29214249
nbm_2922410100,2922.41.0100,LISINA,29224110
nbm_2922419900,2922.41.9900,"ESTER DA LISINA,E SAIS",29224190
nbm_2922420100,2922.42.0100,ACIDO GLUTAMICO,29224210
nbm_2922420200,2922.42.0200,GLUTAMATO MONOSSODICO,29224220
nbm_2922429900,2922.42.9900,OUTS.SAIS DE ACIDO GLUTAMICO,29224220
nbm_2922490101,2922.49.0101,ACIDO ORTO-AMINOBENZOICO (AC.ANTRANILICO) SEUS SAIS/ETC,"29224300,29224990"
nbm_2922490102,2922.49.0102,ACIDO 5-NITRO-O-AMINOBENZOICO,"29224959,29224990"
nbm_2922490199,2922.49.0199,"QQ.OUT.ACIDO AMINOBENZOICO,SEUS ESTERES E SEUS SAIS","29224959,29224990"
nbm_2922490201,2922.49.0201,ACIDO ETILENODIAMINOTETRACETICO,29224920
nbm_2922490202,2922.49.0202,EDETATO DISSODICO,29224920
nbm_2922490299,2922.49.0299,QQ.OUT.SAL DE ACIDO ETILENODIAMINOTETRACETICO,29224920
nbm_2922490301,2922.49.0301,ACIDO IMINODIACETICO,29224931
nbm_2922490399,2922.49.0399,QQ.OUT.SAL DE ACIDO IMINODIACETICO,29224932
nbm_2922490400,2922.49.0400,CLORAMBUCIL E SEUS SAIS,"29224959,29224990"
nbm_2922490500,2922.49.0500,CLORIDRATO DE TETRACAINA,"29224959,29224990"
nbm_2922490600,2922.49.0600,FENILALANINA E SEUS SAIS,"29224959,29224990"
nbm_2922490700,2922.49.0700,GLICINA E SEUS SAIS,29224910
nbm_2922490800,2922.49.0800,MELFALANO E SEUS SAIS,"29224959,29224990"
nbm_2922490900,2922.49.0900,DICLORIDRATO DE CAMILOFINA,"29224959,29224990"
nbm_2922491001,2922.49.1001,N-FENILGLICINA (ACIDO ANILINOACETICO),"29224959,29224990"
nbm_2922491002,2922.49.1002,N-FENILGLICINATO DE SODIO,"29224959,29224990"
nbm_2922491003,2922.49.1003,N-FENILGLICINATO DE POTASSIO,"29224959,29224990"
nbm_2922491099,2922.49.1099,QQ.OUT.SAL DE N-FENILGLICINA,"29224959,29224990"
nbm_2922491101,2922.49.1101,ALFA-FENILGLICINA (AC.ALFA-AMINOBENZENO-ACETICO) E SAIS,29224951
nbm_2922491102,2922.49.1102,CLORIDRATO DO CLORETO DE ALFA-FENILGLICINA,"29224952,29224959"
nbm_2922491199,2922.49.1199,QQ.OUT.SAL DE ALFA-FENILGLICINA,"29224952,29224959"
nbm_2922491200,2922.49.1200,CLORIDRATO DE AMINEPTINA,"29224959,29224990"
nbm_2922491300,2922.49.1300,BACLOFEN (LIORESAL),"29224959,29224990"
nbm_2922499900,2922.49.9900,"OUTS.AMINOACIDOS,SEUS ESTERES E SEUS SAIS","29224940,29224952,29224959,29224961,29224962,29224963,29224969,29224971,29224979,29224990"
nbm_2924210100,2924.21.0100,"N,N'-DIETILCARBANILIDA (CENTRALITE)","29242119,29242190"
nbm_2924210200,2924.21.0200,DULCINA,29242190
nbm_2924210300,2924.21.0300,HEXANITROCARBANILIDA,29242111
nbm_2924210400,2924.21.0400,DIURON,29242120
nbm_2924219900,2924.21.9900,"OUTS.UREINAS,SEUS DERIVADOS E SEUS SAIS","29242119,29242190"
nbm_2924290100,2924.29.0100,PARACETAMOL (ACETAMINOFEN),29242913
nbm_2924290200,2924.29.0200,ARILIDA/ARILIDA SUBSTITUIDA DO ACIDO HIDROXINAFTOICO,"29242920,29242999"
nbm_2924290300,2924.29.0300,CARBARIL,29242931
nbm_2924290400,2924.29.0400,CLORIDRATO DE PROCAINAMIDA,29242999
nbm_2924290500,2924.29.0500,DIATRIZOATO DE SODIO,29242999
nbm_2924290600,2924.29.0600,DINITOLMIDA,29242999
nbm_2924290700,2924.29.0700,IODAMIDA,"29242945,29242999"
nbm_2924290801,2924.29.0801,IOTALAMATO DE SODIO,29242999
nbm_2924290899,2924.29.0899,"QQ.OUT.ACIDO IOTALAMICO/SAIS,EXC.IOTALAMATO DE SODIO",29242999
nbm_2924290900,2924.29.0900,LIDOCAINA E SEUS SAIS,29242914
nbm_2924291000,2924.29.1000,METOCLOPRAMIDA E SEUS SAIS,29242952
nbm_2924291101,2924.29.1101,METRIZOATO DE CALCIO,29242999
nbm_2924291199,2924.29.1199,"QQ.OUT.ACIDO METRIZOICO/SAIS,EXC.METRIZOATO DE CALCIO",29242999
