id,code,exception,name,tax_ipi_id:id,tax_ii_id:id,uoe_id:id
ncm_11062000,1106.20.00,,"Farinhas, sêmolas e pós, dos legumes de vagem, secos, da posição 07.13, de sagu ou das raízes ou tubérculos da posição 07.14 e dos produtos do Capítulo 8. - De sagu ou das raízes ou tubérculos, da posição 07.14",tax_ipi_0,tax_ii_10,uom.product_uom_kgm
ncm_12019000,1201.90.00,,"Soja, mesmo triturada. - Outras",tax_ipi_nt,tax_ii_8,uom.product_uom_ton
ncm_12040090,1204.00.90,,"Linhaça (sementes de linho), mesmo triturada. Outras",tax_ipi_nt,tax_ii_8,uom.product_uom_kgm
ncm_12074090,1207.40.90,,"Outras sementes e frutos oleaginosos, mesmo triturados. - Sementes de gergelim",tax_ipi_nt,tax_ii_8,uom.product_uom_kgm
ncm_12079990,1207.99.90,,"Outras sementes e frutos oleaginosos, mesmo triturados. - Outros: Outros",tax_ipi_nt,tax_ii_8,uom.product_uom_kgm
ncm_12081000,1208.10.00,,"Farinhas de sementes ou de frutos oleaginosos, exceto farinha de mostarda. - De soja",tax_ipi_0,tax_ii_10,uom.product_uom_kgm
ncm_15131900,1513.19.00,,"Óleos de coco (copra), de amêndoa de palma (palmiste) (coconote) ou de babaçu, e respectivas frações, mesmo refinados, mas não quimicamente modificados. - Óleo de coco (copra) e respectivas frações: Outros",tax_ipi_0,tax_ii_10,uom.product_uom_kgm
ncm_17011400,1701.14.00,,"Açúcares de cana ou de beterraba e sacarose quimicamente pura, no estado sólido. - Açúcares brutos sem adição de aromatizantes ou de corantes: Outros açúcares de cana",tax_ipi_0,tax_ii_16,uom.product_uom_ton
ncm_17029000,1702.90.00,,"Outros açúcares, incluindo a lactose, maltose, glicose e frutose (levulose), quimicamente puras, no estado sólido; xaropes de açúcares, sem adição de aromatizantes ou de corantes; sucedâneos do mel, mesmo misturados com mel natural; açúcares e melaços caramelizados. - Outros, incluindo o açúcar invertido e os outros açúcares e xaropes de açúcares, que contenham, em peso, no estado seco, 50 % de frutose (levulose)",tax_ipi_5,tax_ii_16,uom.product_uom_kgm
ncm_19021100,1902.11.00,,"Massas alimentícias, mesmo cozidas ou recheadas (de carne ou de outras substâncias) ou preparadas de outro modo, tais como espaguete, macarrão, aletria, lasanha, nhoque, ravioli e canelone; cuscuz, mesmo preparado. - Massas alimentícias não cozidas, nem recheadas, nem preparadas de outro modo: Que contenham ovos",tax_ipi_0,tax_ii_16,uom.product_uom_kgm
ncm_19041000,1904.10.00,,"Produtos à base de cereais, obtidos por expansão ou por torrefação (flocos de milho (corn flakes), por exemplo); cereais (exceto milho) em grãos ou sob a forma de flocos ou de outros grãos trabalhados (com exceção da farinha, do grumo e da sêmola), pré- cozidos ou preparados de outro modo, não especificados nem compreendidos noutras posições. - Produtos à base de cereais, obtidos por expansão ou por torrefação",tax_ipi_0,tax_ii_16,uom.product_uom_kgm
ncm_19053100,1905.31.00,,"Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes. - Bolachas e biscoitos, adicionados de edulcorantes; waffles e wafers: Bolachas e biscoitos, adicionados de edulcorantes",tax_ipi_0,tax_ii_18,uom.product_uom_kgm
ncm_19059020,1905.90.20,,"Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes. - Outros",tax_ipi_0,tax_ii_18,uom.product_uom_kgm
ncm_21061000,2106.10.00,,Preparações alimentícias não especificadas nem compreendidas noutras posições. - Concentrados de proteínas e substâncias proteicas texturizadas,tax_ipi_0,tax_ii_14,uom.product_uom_kgm
ncm_21069010,2106.90.10,,Preparações alimentícias não especificadas nem compreendidas noutras posições. - Outras,tax_ipi_0,tax_ii_14,uom.product_uom_kgm
ncm_21069010_01,2106.90.10,01,"Ex 01 - Preparações compostas, não alcoólicas (extratos concentrados ou sabores concentrados), para elaboração de bebida da posição 22.02, com capacidade de diluição superior a 10 partes da bebida para cada parte do concentrado",tax_ipi_4,tax_ii_14,uom.product_uom_kgm
ncm_21069010_02,2106.90.10,02,"Ex 02 - Preparações compostas, não alcoólicas (extratos concentrados ou sabores concentrados), para elaboração de bebida refrigerante do Capítulo 22, com capacidade de diluição de até 10 partes da bebida para cada parte do concentrado",tax_ipi_4,tax_ii_14,uom.product_uom_kgm
ncm_25010090,2501.00.90,,"Sal (incluindo o sal de mesa e o sal desnaturado) e cloreto de sódio puro, mesmo em solução aquosa ou adicionados de agentes antiaglomerantes ou de agentes que assegurem uma boa fluidez; água do mar. Outros",tax_ipi_nt,tax_ii_4,uom.product_uom_kgm
ncm_25010090_01,2501.00.90,01,Ex 01 - Cloreto de sódio puro,tax_ipi_0,tax_ii_4,uom.product_uom_kgm
ncm_30064020,3006.40.20,,Preparações e artigos farmacêuticos indicados na Nota 4 deste Capítulo. - Cimentos e outros produtos para obturação dentária; cimentos para reconstituição óssea,tax_ipi_0,tax_ii_2,uom.product_uom_kgm
ncm_84714900,8471.49.00,,"Máquinas automáticas para processamento de dados e suas unidades; leitores magnéticos ou ópticos, máquinas para registrar dados em suporte sob forma codificada, e máquinas para processamento desses dados, não especificadas nem compreendidas noutras posições. - Outras máquinas automáticas para processamento de dados: Outras, apresentadas sob a forma de sistemas",tax_ipi_15,tax_ii_0,uom.product_uom_unit
ncm_90211010,9021.10.10,,"Artigos e aparelhos ortopédicos, incluindo as cintas e fundas (ligaduras*) médico- cirúrgicas e as muletas; talas, goteiras e outros artigos e aparelhos para fraturas; artigos e aparelhos de prótese; aparelhos para facilitar a audição dos surdos e outros aparelhos para compensar uma deficiência ou uma incapacidade, destinados a serem transportados à mão ou sobre as pessoas ou a serem implantados no organismo. - Artigos e aparelhos ortopédicos ou para fraturas",tax_ipi_0,tax_ii_0,uom.product_uom_kgm
ncm_19051000,1905.10.00,,"Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes. - Pão crocante denominado knäckebrot",tax_ipi_0,tax_ii_18,uom.product_uom_kgm
ncm_19052010,1905.20.10,,"Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes. - Pão de especiarias",tax_ipi_0,tax_ii_18,uom.product_uom_kgm
ncm_19052090,1905.20.90,,"Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes. - Pão de especiarias",tax_ipi_0,tax_ii_18,uom.product_uom_kgm
ncm_19054000,1905.40.00,,"Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes. - Torradas (tostas), pão torrado e produtos semelhantes torrados",tax_ipi_0,tax_ii_18,uom.product_uom_kgm
ncm_19059090,1905.90.90,,"Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes. - Outros",tax_ipi_0,tax_ii_18,uom.product_uom_kgm
ncm_19059090_01,1905.90.90,01,Ex 01 - Pão do tipo comum,tax_ipi_0,tax_ii_18,uom.product_uom_kgm
ncm_20079924,2007.99.24,,"Doces, geleias, marmelades, purês e pastas de fruta, obtidos por cozimento, mesmo com adição de açúcar ou de outros edulcorantes. - Outros: Outros Purês",tax_ipi_0,tax_ii_0,uom.product_uom_kgm
ncm_22030000,2203.00.00,,Cervejas de malte.,tax_ipi_6,tax_ii_20,uom.product_uom_litre
ncm_22030000_01,2203.00.00,01,Ex 01 - Chope,tax_ipi_6,tax_ii_20,uom.product_uom_litre
ncm_22041010,2204.10.10,,"Vinhos de uvas frescas, incluindo os vinhos enriquecidos com álcool; mostos de uvas, excluindo os da posição 20.09. - Vinhos espumantes e vinhos espumosos",tax_ipi_10,tax_ii_20,uom.product_uom_litre
ncm_22041090,2204.10.90,,"Vinhos de uvas frescas, incluindo os vinhos enriquecidos com álcool; mostos de uvas, excluindo os da posição 20.09. - Vinhos espumantes e vinhos espumosos",tax_ipi_10,tax_ii_20,uom.product_uom_litre
ncm_22042100,2204.21.00,,"Vinhos de uvas frescas, incluindo os vinhos enriquecidos com álcool; mostos de uvas, excluindo os da posição 20.09. - Outros vinhos; mostos de uvas cuja fermentação tenha sido impedida ou interrompida por adição de álcool: Em recipientes de capacidade não superior a 2 l",tax_ipi_10,tax_ii_20,uom.product_uom_litre
ncm_22042100_01,2204.21.00,01,"Ex 01 - Vinhos da madeira, do porto e de xerez",tax_ipi_20,tax_ii_20,uom.product_uom_litre
ncm_22042211,2204.22.11,,"Vinhos de uvas frescas, incluindo os vinhos enriquecidos com álcool; mostos de uvas, excluindo os da posição 20.09. - Outros vinhos; mostos de uvas cuja fermentação tenha sido impedida ou interrompida por adição de álcool: Em recipientes de capacidade superior a 2 l, mas não superior a 10 l Vinhos",tax_ipi_10,tax_ii_0,uom.product_uom_litre
ncm_22042211_01,2204.22.11,01,"Ex 01 - Vinhos da madeira, do porto e de xerez",tax_ipi_20,tax_ii_0,uom.product_uom_litre
ncm_22042219,2204.22.19,,"Vinhos de uvas frescas, incluindo os vinhos enriquecidos com álcool; mostos de uvas, excluindo os da posição 20.09. - Outros vinhos; mostos de uvas cuja fermentação tenha sido impedida ou interrompida por adição de álcool: Em recipientes de capacidade superior a 2 l, mas não superior a 10 l Vinhos",tax_ipi_10,tax_ii_0,uom.product_uom_litre
ncm_22042219_01,2204.22.19,01,"Ex 01 - Vinhos da madeira, do porto e de xerez",tax_ipi_20,tax_ii_0,uom.product_uom_litre
ncm_22042220,2204.22.20,,"Vinhos de uvas frescas, incluindo os vinhos enriquecidos com álcool; mostos de uvas, excluindo os da posição 20.09. - Outros vinhos; mostos de uvas cuja fermentação tenha sido impedida ou interrompida por adição de álcool: Em recipientes de capacidade superior a 2 l, mas não superior a 10 l",tax_ipi_10,tax_ii_0,uom.product_uom_litre
ncm_22042910,2204.29.10,,"Vinhos de uvas frescas, incluindo os vinhos enriquecidos com álcool; mostos de uvas, excluindo os da posição 20.09. - Outros vinhos; mostos de uvas cuja fermentação tenha sido impedida ou interrompida por adição de álcool: Outros",tax_ipi_10,tax_ii_0,uom.product_uom_litre
ncm_22042910_01,2204.29.10,01,"Ex 01 - Vinhos da madeira, do porto e de xerez",tax_ipi_20,tax_ii_0,uom.product_uom_litre
ncm_22042920,2204.29.20,,"Vinhos de uvas frescas, incluindo os vinhos enriquecidos com álcool; mostos de uvas, excluindo os da posição 20.09. - Outros vinhos; mostos de uvas cuja fermentação tenha sido impedida ou interrompida por adição de álcool: Outros",tax_ipi_10,tax_ii_20,uom.product_uom_litre
ncm_22043000,2204.30.00,,"Vinhos de uvas frescas, incluindo os vinhos enriquecidos com álcool; mostos de uvas, excluindo os da posição 20.09. - Outros mostos de uvas",tax_ipi_10,tax_ii_20,uom.product_uom_litre
ncm_22051000,2205.10.00,,Vermutes e outros vinhos de uvas frescas aromatizados por plantas ou substâncias aromáticas. - Em recipientes de capacidade não superior a 2 l,tax_ipi_15,tax_ii_20,uom.product_uom_litre
ncm_22059000,2205.90.00,,Vermutes e outros vinhos de uvas frescas aromatizados por plantas ou substâncias aromáticas. - Outros,tax_ipi_15,tax_ii_20,uom.product_uom_litre
ncm_22060010,2206.00.10,,"Outras bebidas fermentadas (por exemplo, sidra, perada, hidromel, saquê); misturas de bebidas fermentadas e misturas de bebidas fermentadas com bebidas não alcoólicas, não especificadas nem compreendidas noutras posições. Sidra",tax_ipi_10,tax_ii_20,uom.product_uom_litre
ncm_22060090,2206.00.90,,"Outras bebidas fermentadas (por exemplo, sidra, perada, hidromel, saquê); misturas de bebidas fermentadas e misturas de bebidas fermentadas com bebidas não alcoólicas, não especificadas nem compreendidas noutras posições. Outras",tax_ipi_10,tax_ii_20,uom.product_uom_litre
ncm_22060090_01,2206.00.90,01,Ex 01 - Com teor alcoólico superior a 14%,tax_ipi_20,tax_ii_20,uom.product_uom_litre
ncm_22082000,2208.20.00,,"Álcool etílico não desnaturado, com um teor alcoólico, em volume, inferior a 80 % vol; aguardentes, licores e outras bebidas espirituosas. - Aguardentes de vinho ou de bagaço de uvas",tax_ipi_30,tax_ii_20,uom.product_uom_litre
ncm_22083010,2208.30.10,,"Álcool etílico não desnaturado, com um teor alcoólico, em volume, inferior a 80 % vol; aguardentes, licores e outras bebidas espirituosas. - Uísques",tax_ipi_30,tax_ii_12,uom.product_uom_litre
ncm_22083020,2208.30.20,,"Álcool etílico não desnaturado, com um teor alcoólico, em volume, inferior a 80 % vol; aguardentes, licores e outras bebidas espirituosas. - Uísques",tax_ipi_30,tax_ii_20,uom.product_uom_litre
ncm_22083090,2208.30.90,,"Álcool etílico não desnaturado, com um teor alcoólico, em volume, inferior a 80 % vol; aguardentes, licores e outras bebidas espirituosas. - Uísques",tax_ipi_30,tax_ii_20,uom.product_uom_litre
ncm_22084000,2208.40.00,,"Álcool etílico não desnaturado, com um teor alcoólico, em volume, inferior a 80 % vol; aguardentes, licores e outras bebidas espirituosas. - Rum e outras aguardentes provenientes da destilação, após fermentação, de produtos da cana-de-açúcar",tax_ipi_25,tax_ii_20,uom.product_uom_litre
ncm_22084000_01,2208.40.00,01,Ex 01 - Rum e outras aguardentes obtidas do melaço da cana,tax_ipi_30,tax_ii_20,uom.product_uom_litre
ncm_22085000,2208.50.00,,"Álcool etílico não desnaturado, com um teor alcoólico, em volume, inferior a 80 % vol; aguardentes, licores e outras bebidas espirituosas. - Gim e genebra",tax_ipi_30,tax_ii_20,uom.product_uom_litre
ncm_22086000,2208.60.00,,"Álcool etílico não desnaturado, com um teor alcoólico, em volume, inferior a 80 % vol; aguardentes, licores e outras bebidas espirituosas. - Vodca",tax_ipi_30,tax_ii_20,uom.product_uom_litre
ncm_22087000,2208.70.00,,"Álcool etílico não desnaturado, com um teor alcoólico, em volume, inferior a 80 % vol; aguardentes, licores e outras bebidas espirituosas. - Licores",tax_ipi_30,tax_ii_20,uom.product_uom_litre
ncm_22089000,2208.90.00,,"Álcool etílico não desnaturado, com um teor alcoólico, em volume, inferior a 80 % vol; aguardentes, licores e outras bebidas espirituosas. - Outros",tax_ipi_30,tax_ii_20,uom.product_uom_litre
ncm_22089000_01,2208.90.00,01,Ex 01 - Álcool etílico,tax_ipi_8,tax_ii_20,uom.product_uom_litre
ncm_22089000_02,2208.90.00,02,Ex 02 - Bebida refrescante com teor alcoólico inferior a 8%,tax_ipi_20,tax_ii_20,uom.product_uom_litre
ncm_23024000,2302.40.00,,"Sêmeas, farelos e outros resíduos, mesmo em pellets, da peneiração, moagem ou de outros tratamentos de cereais ou de leguminosas. - De outros cereais",tax_ipi_0,tax_ii_6,uom.product_uom_kgm
ncm_24011010,2401.10.10,,Tabaco não manufaturado; desperdícios de tabaco. - Tabaco não destalado,tax_ipi_nt,tax_ii_14,uom.product_uom_kgm
ncm_24011020,2401.10.20,,Tabaco não manufaturado; desperdícios de tabaco. - Tabaco não destalado,tax_ipi_nt,tax_ii_14,uom.product_uom_kgm
ncm_24011030,2401.10.30,,Tabaco não manufaturado; desperdícios de tabaco. - Tabaco não destalado,tax_ipi_nt,tax_ii_14,uom.product_uom_kgm
ncm_24011040,2401.10.40,,Tabaco não manufaturado; desperdícios de tabaco. - Tabaco não destalado,tax_ipi_nt,tax_ii_10,uom.product_uom_kgm
ncm_24011090,2401.10.90,,Tabaco não manufaturado; desperdícios de tabaco. - Tabaco não destalado,tax_ipi_nt,tax_ii_14,uom.product_uom_kgm
ncm_24012010,2401.20.10,,Tabaco não manufaturado; desperdícios de tabaco. - Tabaco total ou parcialmente destalado,tax_ipi_30,tax_ii_14,uom.product_uom_kgm
ncm_24012020,2401.20.20,,Tabaco não manufaturado; desperdícios de tabaco. - Tabaco total ou parcialmente destalado,tax_ipi_30,tax_ii_14,uom.product_uom_kgm
ncm_24012030,2401.20.30,,Tabaco não manufaturado; desperdícios de tabaco. - Tabaco total ou parcialmente destalado,tax_ipi_30,tax_ii_14,uom.product_uom_kgm
ncm_24012040,2401.20.40,,Tabaco não manufaturado; desperdícios de tabaco. - Tabaco total ou parcialmente destalado,tax_ipi_30,tax_ii_14,uom.product_uom_kgm
ncm_24012090,2401.20.90,,Tabaco não manufaturado; desperdícios de tabaco. - Tabaco total ou parcialmente destalado,tax_ipi_30,tax_ii_14,uom.product_uom_kgm
ncm_24013000,2401.30.00,,Tabaco não manufaturado; desperdícios de tabaco. - Desperdícios de tabaco,tax_ipi_nt,tax_ii_14,uom.product_uom_kgm
ncm_24021000,2402.10.00,,"Charutos, cigarrilhas e cigarros, de tabaco ou dos seus sucedâneos. - Charutos e cigarrilhas, que contenham tabaco",tax_ipi_30,tax_ii_20,UOM_UN1000
ncm_24021000_01,2402.10.00,01,Ex 01 - Cigarrillhas,tax_ipi_300,tax_ii_20,UOM_UN1000
ncm_24022000,2402.20.00,,"Charutos, cigarrilhas e cigarros, de tabaco ou dos seus sucedâneos. - Cigarros que contenham tabaco",tax_ipi_300,tax_ii_20,UOM_UN1000
ncm_24022000_01,2402.20.00,01,Ex 01 - Feitos à mão,tax_ipi_30,tax_ii_20,UOM_UN1000
ncm_24029000,2402.90.00,,"Charutos, cigarrilhas e cigarros, de tabaco ou dos seus sucedâneos. - Outros",tax_ipi_30,tax_ii_20,UOM_UN1000
ncm_24029000_01,2402.90.00,01,"Ex 01 - Cigarros não contendo fumo (tabaco), exceto os feitos à mão",tax_ipi_300,tax_ii_20,UOM_UN1000
ncm_24031100,2403.11.00,,"Outros produtos de tabaco e seus sucedâneos, manufaturados; tabaco “homogeneizado” ou “reconstituído”; extratos e molhos de tabaco. - Tabaco para fumar, mesmo que contenha sucedâneos de tabaco em qualquer proporção: Tabaco para narguilé (cachimbo de água) mencionado na Nota de subposição 1 do presente Capítulo",tax_ipi_30,tax_ii_20,uom.product_uom_kgm
ncm_24031900,2403.19.00,,"Outros produtos de tabaco e seus sucedâneos, manufaturados; tabaco “homogeneizado” ou “reconstituído”; extratos e molhos de tabaco. - Tabaco para fumar, mesmo que contenha sucedâneos de tabaco em qualquer proporção: Outros",tax_ipi_30,tax_ii_20,uom.product_uom_kgm
ncm_24039100,2403.91.00,,"Outros produtos de tabaco e seus sucedâneos, manufaturados; tabaco “homogeneizado” ou “reconstituído”; extratos e molhos de tabaco. - Outros: Tabaco “homogeneizado” ou “reconstituído”",tax_ipi_30,tax_ii_14,uom.product_uom_kgm
ncm_24039910,2403.99.10,,"Outros produtos de tabaco e seus sucedâneos, manufaturados; tabaco “homogeneizado” ou “reconstituído”; extratos e molhos de tabaco. - Outros: Outros",tax_ipi_30,tax_ii_14,uom.product_uom_kgm
ncm_24039990,2403.99.90,,"Outros produtos de tabaco e seus sucedâneos, manufaturados; tabaco “homogeneizado” ou “reconstituído”; extratos e molhos de tabaco. - Outros: Outros",tax_ipi_30,tax_ii_18,uom.product_uom_kgm
ncm_25241000,2524.10.00,,Amianto. - Crocidolita,tax_ipi_nt,tax_ii_4,uom.product_uom_kgm
ncm_25249000,2524.90.00,,Amianto. - Outros,tax_ipi_nt,tax_ii_4,uom.product_uom_kgm
ncm_27101241,2710.12.41,,"Óleos de petróleo ou de minerais betuminosos, exceto óleos brutos; preparações não especificadas nem compreendidas noutras posições, que contenham, como constituintes básicos, 70 % ou mais, em peso, de óleos de petróleo ou de minerais betuminosos; resíduos de óleos. - Óleos de petróleo ou de minerais betuminosos (exceto óleos brutos) e preparações não especificadas nem compreendidas noutras posições, que contenham, como constituintes básicos, 70 % ou mais, em peso, de óleos de petróleo ou de minerais betuminosos, exceto os que contenham biodiesel e exceto os resíduos de óleos: Óleos leves e preparações Naftas",tax_ipi_nt,tax_ii_0,UOM_M3
ncm_27101249,2710.12.49,,"Óleos de petróleo ou de minerais betuminosos, exceto óleos brutos; preparações não especificadas nem compreendidas noutras posições, que contenham, como constituintes básicos, 70 % ou mais, em peso, de óleos de petróleo ou de minerais betuminosos; resíduos de óleos. - Óleos de petróleo ou de minerais betuminosos (exceto óleos brutos) e preparações não especificadas nem compreendidas noutras posições, que contenham, como constituintes básicos, 70 % ou mais, em peso, de óleos de petróleo ou de minerais betuminosos, exceto os que contenham biodiesel e exceto os resíduos de óleos: Óleos leves e preparações Naftas",tax_ipi_nt,tax_ii_0,UOM_M3
ncm_28241000,2824.10.00,,"Óxidos de chumbo; mínio (zarcão) e mínio-laranja (mine-orange). - Monóxido de chumbo (litargírio, massicote)",tax_ipi_0,tax_ii_10,uom.product_uom_kgm
ncm_28249010,2824.90.10,,Óxidos de chumbo; mínio (zarcão) e mínio-laranja (mine-orange). - Outros,tax_ipi_0,tax_ii_10,uom.product_uom_kgm
ncm_28249090,2824.90.90,,Óxidos de chumbo; mínio (zarcão) e mínio-laranja (mine-orange). - Outros,tax_ipi_0,tax_ii_10,uom.product_uom_kgm
ncm_28332400,2833.24.00,,Sulfatos; alumes; peroxossulfatos (persulfatos). - Outros sulfatos: De níquel,tax_ipi_0,tax_ii_10,uom.product_uom_kgm
ncm_28352400,2835.24.00,,"Fosfinatos (hipofosfitos), fosfonatos (fosfitos) e fosfatos; polifosfatos de constituição química definida ou não. - Fosfatos: De potássio",tax_ipi_0,tax_ii_10,uom.product_uom_kgm
ncm_28521024,2852.10.24,,"Compostos, inorgânicos ou orgânicos, de mercúrio, de constituição química definida ou não, exceto as amálgamas. - De constituição química definida Compostos orgânicos",tax_ipi_0,tax_ii_12,uom.product_uom_kgm
ncm_29012410,2901.24.10,,"Hidrocarbonetos acíclicos. - Não saturados: Buta-1,3-dieno e isopreno",tax_ipi_0,tax_ii_2,uom.product_uom_kgm
ncm_29012420,2901.24.20,,"Hidrocarbonetos acíclicos. - Não saturados: Buta-1,3-dieno e isopreno",tax_ipi_0,tax_ii_2,uom.product_uom_kgm
ncm_29024100,2902.41.00,,Hidrocarbonetos cíclicos. - Xilenos: o-Xileno,tax_ipi_0,tax_ii_4,uom.product_uom_kgm
ncm_29024200,2902.42.00,,Hidrocarbonetos cíclicos. - Xilenos: m-Xileno,tax_ipi_0,tax_ii_2,uom.product_uom_kgm
ncm_29024300,2902.43.00,,Hidrocarbonetos cíclicos. - Xilenos: p-Xileno,tax_ipi_0,tax_ii_4,uom.product_uom_kgm
ncm_29024400,2902.44.00,,Hidrocarbonetos cíclicos. - Xilenos: Mistura de isômeros do xileno,tax_ipi_0,tax_ii_4,uom.product_uom_kgm
