"id","name","code","account_type","tag_ids","reconcile","non_trade","name@nl","name@de"
"0812","Mortgages payable 2","0812","liability_non_current","l10n_nl.account_tag_long_debt","False","","Hypotheken o/g 2","Verbindlichkeiten aus Hypotheken 2"
"0813","Mortgages payable 3","0813","liability_non_current","l10n_nl.account_tag_long_debt","False","","Hypotheken o/g 3","Verbindlichkeiten aus Hypotheken 3"
"0814","Mortgages payable 4","0814","liability_non_current","l10n_nl.account_tag_long_debt","False","","Hypotheken o/g 4","Verbindlichkeiten aus Hypotheken 4"
"0815","Mortgages payable 5","0815","liability_non_current","l10n_nl.account_tag_long_debt","False","","Hypotheken o/g 5","Verbindlichkeiten aus Hypotheken 5"
"0821","Loans payable 1","0821","liability_non_current","l10n_nl.account_tag_long_debt","False","","Leningen o/g 1","Verbindlichkeiten aus Krediten 1"
"0822","Loans payable 2","0822","liability_non_current","l10n_nl.account_tag_long_debt","False","","Leningen o/g 2","Verbindlichkeiten aus Krediten 2"
"0823","Loans payable 3","0823","liability_non_current","l10n_nl.account_tag_long_debt","False","","Leningen o/g 3","Verbindlichkeiten aus Krediten 3"
"0824","Loans payable 4","0824","liability_non_current","l10n_nl.account_tag_long_debt","False","","Leningen o/g 4","Verbindlichkeiten aus Krediten 4"
"0825","Loans payable 5","0825","liability_non_current","l10n_nl.account_tag_long_debt","False","","Leningen o/g 5","Verbindlichkeiten aus Krediten 5"
"1040","Demand items","1040","asset_cash","l10n_nl.account_tag_25","False","","Vraagposten","Bedarfspositionen"
"recv","Debtors","1100","asset_receivable","l10n_nl.account_tag_27","True","","Debiteuren","Debitoren"
"recv_pos","Debtors (PoS)","1101","asset_receivable","l10n_nl.account_tag_27","True","","Debiteuren (PoS)","Debitoren (PoS)"
"1150","Doubtful debtors","1150","asset_current","l10n_nl.account_tag_27","False","","Dubieuze debiteuren","Zweifelhafte Schuldner"
"1160","Provision for doubtful debts","1160","asset_current","l10n_nl.account_tag_27","False","","Voorziening dubieuze debiteuren","Rückstellung für zweifelhafte Forderungen"
"1205","Prepaid expenses","1205",asset_current,"l10n_nl.account_tag_27","False","","Vooruitbetaalde kosten","Aktive Rechnungsabgrenzungsposten"
"1210","Deposit","1210","asset_prepayments","l10n_nl.account_tag_27","False","","Borg","Einzahlung"
"1220","Interest to be received","1220","asset_current","l10n_nl.account_tag_27","False","","Te ontvangen rente","Zu erhaltende Zinsen"
"1230","Sick pay to be received","1230","asset_current","l10n_nl.account_tag_27","False","","Te ontvangen ziekengeld","Zu erhaltendes Krankengeld"
"1250","Still to be invoiced (outgoing stock)","1250","asset_current","l10n_nl.account_tag_27","False","","Nog te factureren (uitgaande voorraad)","Noch zu fakturieren (Lagerabgang)"
"1290","Other short-term receivables","1290","asset_current","l10n_nl.account_tag_27","False","","Overige kortlopende vorderingen","Sonstige kurzfristige Forderungen"
"pay","Creditors","1300","liability_payable","l10n_nl.account_tag_cred","True","","Crediteuren","Gläubiger"
"1350","Payments in transit","1350","liability_current","l10n_nl.account_tag_sh_debt","False","","Betalingen onderweg","Durchlaufende Zahlungen"
"1405","Invoiced amounts in advance","1405","liability_current","l10n_nl.account_tag_sh_debt","False","","Vooruit gefactureerde bedragen","Im Voraus in Rechnung gestellte Beträge"
"1410","Interest to be paid","1410","liability_current","l10n_nl.account_tag_sh_debt","False","","Te betalen rente","Zu zahlende Zinsen"
"1420","Dividends to be paid","1420","liability_current","l10n_nl.account_tag_sh_debt","False","","Te betalen dividend","Auszuschüttende Dividenden"
"1430","Audit fees to be paid","1430","liability_current","l10n_nl.account_tag_sh_debt","False","","Te betalen accountantskosten","Zu zahlende Prüfungsgebühren"
"1440","Telephone charges to be paid","1440","liability_current","l10n_nl.account_tag_sh_debt","False","","Te betalen telefoonkosten","Zu zahlende Telefongebühren"
"1450","Invoices to be received (incoming stock)","1450","liability_current","l10n_nl.account_tag_sh_debt","False","","Nog te ontvangen facturen (inkomende voorraad)","Zu erhaltende Rechnungen (Eingangsbestand)"
"1460","Income tax to be paid","1460","liability_current","l10n_nl.account_tag_sh_debt","False","","Te betalen VPB","Zu zahlende Einkommensteuer"
"1470","Income tax from previous years to be paid","1470","liability_current","l10n_nl.account_tag_sh_debt","False","","Te betalen VPB voorgaande jaren","Zu zahlende Einkommensteuer aus früheren Jahren"
"1480","Dividend tax to be paid","1480","liability_current","l10n_nl.account_tag_sh_debt","False","","Te betalen dividendbelasting","Zu zahlende Dividendensteuer"
"1490","Other current liabilities","1490","liability_current","l10n_nl.account_tag_sh_debt","False","","Overige kortlopende schulden","Sonstige kurzfristige Verbindlichkeiten"
"vat_payable_h","Deferred VAT high rate","1500","liability_current","l10n_nl.account_tag_sh_debt","False","","Af te dragen BTW hoog tarief","Aufgeschobene Mehrwertsteuer hoher Satz"
"vat_payable_l","Deferred VAT low rate","1501","liability_current","l10n_nl.account_tag_sh_debt","False","","Af te dragen BTW laag tarief","Aufgeschobene Mehrwertsteuer niedriger Satz"
"vat_payable_0","Deferred VAT other rates","1502","liability_current","l10n_nl.account_tag_sh_debt","False","","Af te dragen BTW overige tarieven","Aufgeschobene Mehrwertsteuer andere Sätze"
"1503","Deductible VAT on private use","1503","liability_current","l10n_nl.account_tag_sh_debt","False","","Af te dragen BTW privé-gebruik","Abzugsfähige Mehrwertsteuer bei privater Nutzung"
"vat_payable_v","Chargeable reverse charge VAT","1504","liability_current","l10n_nl.account_tag_sh_debt","False","","Af te dragen BTW heffing verlegd","Steuerpflichtige Verlagerung der Steuerschuldnerschaft"
"1505","VAT 0% / not taxed with me","1505","liability_current","l10n_nl.account_tag_sh_debt","False","","BTW 0% / niet bij mij belast","Mehrwertsteuer 0% / bei mir nicht besteuert"
"1507","Installation/tele sales within the EU","1507","liability_current","l10n_nl.account_tag_sh_debt","False","","Installatie/televerkoop binnen de EU","Installation/Telefonverkauf innerhalb der EU"
"1508","Deliveries made to me outside the EU","1508","liability_current","l10n_nl.account_tag_sh_debt","False","","Aan mij verrichte leveringen buiten EU","Lieferungen an mich außerhalb der EU"
"1509","Deliveries within the EU made to me","1509","liability_current","l10n_nl.account_tag_sh_debt","False","","Aan mij verrichte leveringen binnen EU","Lieferungen innerhalb der EU an mich"
"vat_refund_0","Pre-tax other","1510","liability_current","l10n_nl.account_tag_sh_debt","False","","Voorbelasting overige","Sonstige vor Steuern"
"vat_payable_h_non_eu","Deferred VAT high rate outside the EU","1513","liability_current","l10n_nl.account_tag_sh_debt","False","","Af te dragen BTW hoog tarief buiten de EU","Aufgeschobene Mehrwertsteuer hoher Satz außerhalb der EU"
"vat_payable_l_non_eu","Deferred VAT low rate outside the EU","1514","liability_current","l10n_nl.account_tag_sh_debt","False","","Af te dragen BTW laag tarief buiten de EU","Aufgeschobener niedriger Mehrwertsteuersatz außerhalb der EU"
"vat_payable_0_non_eu","Deferred VAT other rates outside the EU","1515","liability_current","l10n_nl.account_tag_sh_debt","False","","Af te dragen BTW overige tarieven buiten de EU","Aufgeschobene Mehrwertsteuer andere Sätze außerhalb der EU"
"vat_payable_h_eu","EU high rate VAT to be paid","1516","liability_current","l10n_nl.account_tag_sh_debt","False","","Af te dragen BTW hoog tarief binnen de EU","Hoher EU-Mehrwertsteuersatz zu entrichten"
"vat_payable_l_eu","EU low rate VAT to be paid","1517","liability_current","l10n_nl.account_tag_sh_debt","False","","Af te dragen BTW laag tarief binnen de EU","Niedriger EU-Mehrwertsteuersatz zu entrichten"
"vat_payable_0_eu","EU other rate VAT to be paid","1518","liability_current","l10n_nl.account_tag_sh_debt","False","","Af te dragen BTW overige tarieven binnen de EU","EU anderer Satz zu zahlende Mehrwertsteuer"
"vat_refund_h","Pre-tax high","1520","liability_current","l10n_nl.account_tag_sh_debt","False","","Voorbelasting hoog","Hoch vor Steuern"
"vat_refund_l","Pre-tax low","1521","liability_current","l10n_nl.account_tag_sh_debt","False","","Voorbelasting laag","Niedrig vor Steuern"
"vat_refund_v","Pre-tax shifted","1522","liability_current","l10n_nl.account_tag_sh_debt","False","","Voorbelasting verlegd","Vor Steuern verschoben"
"vat_refund_0_eu","Pre-tax other within the EU","1523","liability_current","l10n_nl.account_tag_sh_debt","False","","Voorbelasting overige binnen de EU","Sonstige innerhalb der EU vor Steuern"
"vat_refund_h_eu","Pre-tax high within the EU","1524","liability_current","l10n_nl.account_tag_sh_debt","False","","Voorbelasting hoog binnen de EU","Hohe Vorsteuerbeträge innerhalb der EU"
"vat_refund_l_eu","Pre-tax low within the EU","1525","liability_current","l10n_nl.account_tag_sh_debt","False","","Voorbelasting laag binnen de EU","Niedriges Vorsteuerergebnis innerhalb der EU"
"vat_refund_v_eu","Pre-tax carried forward within the EU","1526","liability_current","l10n_nl.account_tag_sh_debt","False","","Voorbelasting verlegd binnen de EU","Vorsteuer-Vortrag innerhalb der EU"
"vat_refund_0_non_eu","Pre-tax other outside EU","1527","liability_current","l10n_nl.account_tag_sh_debt","False","","Voorbelasting overige buiten EU","Sonstige außerhalb der EU vor Steuern"
"vat_refund_h_non_eu","Pre-tax high outside EU","1528","liability_current","l10n_nl.account_tag_sh_debt","False","","Voorbelasting hoog buiten EU","Hoch vor Steuern außerhalb der EU"
"vat_refund_l_non_eu","Pre-tax low outside EU","1529","liability_current","l10n_nl.account_tag_sh_debt","False","","Voorbelasting laag buiten EU","Niedrig vor Steuern außerhalb der EU"
"vat_refund_v_non_eu","Pre-tax carried forward outside EU","1530","liability_current","l10n_nl.account_tag_sh_debt","False","","Voorbelasting verlegd buiten EU","Vorsteuer-Vortrag außerhalb der EU"
"1531","VAT bad debts","1531","liability_current","l10n_nl.account_tag_sh_debt","False","","BTW oninbare vorderingen","Uneinbringliche Forderungen bei der Mehrwertsteuer"
"1532","Small business regulation","1532","liability_current","l10n_nl.account_tag_sh_debt","False","","Kleine ondernemersregeling","Regulierung kleiner Unternehmen"
"vat_refund_v_d_non_eu","Pre-tax reverse charge outside EU services","1535","liability_current","l10n_nl.account_tag_sh_debt","False","","Voorbelasting verlegd buiten EU diensten","Umkehrung der Steuerschuldnerschaft außerhalb der EU Dienstleistungen"
"vat_payable_h_d","Deferred VAT high rate services","1540","liability_current","l10n_nl.account_tag_sh_debt","False","","Af te dragen BTW hoog tarief diensten","Aufgeschobene MwSt. für Dienstleistungen mit hohem Steuersatz"
"vat_payable_l_d","Deferred VAT low rate services","1541","liability_current","l10n_nl.account_tag_sh_debt","False","","Af te dragen BTW laag tarief diensten","Aufgeschobene MwSt. für niedrig besteuerte Dienstleistungen"
"vat_payable_0_d","Deferred VAT other rate services","1542","liability_current","l10n_nl.account_tag_sh_debt","False","","Af te dragen BTW overige tarieven diensten","Aufgeschobene Mehrwertsteuer andere Dienstleistungen"
"vat_payable_v_d","Deferred VAT to be paid on reverse-charge services","1544","liability_current","l10n_nl.account_tag_sh_debt","False","","Af te dragen BTW heffing verlegd diensten","Aufgeschobene Mehrwertsteuer auf Reverse-Charge-Dienstleistungen zu zahlen"
"1550","Sales tax payments/declaration","1550","liability_current","l10n_nl.account_tag_sh_debt","False","","Afdrachten/aangifte omzetbelasting","Umsatzsteuerzahlungen/-erklärung"
"1560","Sales tax supplement","1560","liability_current","l10n_nl.account_tag_sh_debt","False","","Suppletie omzetbelasting","Zuschlag für die Umsatzsteuer"
"vat_refund_0_d","Pre-tax other services","1570","liability_current","l10n_nl.account_tag_sh_debt","False","","Voorbelasting overige diensten","Sonstige Dienstleistungen vor Steuern"
"vat_payable_h_d_non_eu","Deferred VAT high rate outside EU services","1573","liability_current","l10n_nl.account_tag_sh_debt","False","","Af te dragen BTW hoog tarief buiten de EU diensten","Aufgeschobene MwSt. hoher Satz außerhalb der EU Dienstleistungen"
"vat_payable_l_d_non_eu","Deferred VAT low rate outside EU services","1574","liability_current","l10n_nl.account_tag_sh_debt","False","","Af te dragen BTW laag tarief buiten de EU diensten","Aufgeschobener niedriger Mehrwertsteuersatz außerhalb der EU Dienstleistungen"
"vat_payable_0_d_non_eu","Deferred VAT other rates outside EU services","1575","liability_current","l10n_nl.account_tag_sh_debt","False","","Af te dragen BTW overige tarieven buiten de EU diensten","Aufgeschobene Mehrwertsteuer andere Sätze außerhalb der EU Dienstleistungen"
"vat_payable_h_d_eu","Deferred VAT high rate within EU services","1576","liability_current","l10n_nl.account_tag_sh_debt","False","","Af te dragen BTW hoog tarief binnen de EU diensten","Aufgeschobener hoher Mehrwertsteuersatz bei Dienstleistungen in der EU"
"vat_payable_l_d_eu","Deferred VAT low rate within EU services","1577","liability_current","l10n_nl.account_tag_sh_debt","False","","Af te dragen BTW laag tarief binnen de EU diensten","Aufgeschobener niedriger Mehrwertsteuersatz für Dienstleistungen in der EU"
"vat_payable_0_d_eu","Deferred VAT other rate within EU services","1578","liability_current","l10n_nl.account_tag_sh_debt","False","","Af te dragen BTW overige tarief binnen de EU diensten","Aufgeschobene Mehrwertsteuer anderer Satz innerhalb der EU Dienstleistungen"
"vat_refund_h_d","Pre-tax high services","1580","liability_current","l10n_nl.account_tag_sh_debt","False","","Voorbelasting hoog diensten","Hohe Dienstleistungen vor Steuern"
"vat_refund_l_d","Pre-tax low services","1581","liability_current","l10n_nl.account_tag_sh_debt","False","","Voorbelasting laag diensten","Niedrige Dienstleistungen vor Steuern"
"vat_refund_v_d","Pre-tax reverse charge services","1582","liability_current","l10n_nl.account_tag_sh_debt","False","","Voorbelasting verlegd diensten","Reverse-Charge-Dienstleistungen vor Steuern"
"vat_refund_0_d_eu","Pre-tax other intra-EU services","1583","liability_current","l10n_nl.account_tag_sh_debt","False","","Voorbelasting overige binnen de EU diensten","Sonstige Intra-EU-Dienstleistungen vor Steuern"
"vat_refund_h_d_eu","Pre-tax high within EU services","1584","liability_current","l10n_nl.account_tag_sh_debt","False","","Voorbelasting hoog binnen de EU diensten","Hohe Vorsteuerbeträge im EU-Dienstleistungssektor"
"vat_refund_l_d_eu","Pre-tax low within EU services","1585","liability_current","l10n_nl.account_tag_sh_debt","False","","Voorbelasting laag binnen de EU diensten","Niedriges Vorsteuerergebnis bei EU-Dienstleistungen"
"vat_refund_v_d_eu","Pre-tax reverse charge within EU services","1586","liability_current","l10n_nl.account_tag_sh_debt","False","","Voorbelasting verlegd binnen de EU diensten","Verlagerung der Steuerschuldnerschaft innerhalb der EU-Dienstleistungen vor Steuern"
"vat_refund_0_d_non_eu","Pre-tax other non-EU services","1587","liability_current","l10n_nl.account_tag_sh_debt","False","","Voorbelasting overige buiten EU diensten","Sonstige Nicht-EU-Dienstleistungen vor Steuern"
"vat_refund_h_d_non_eu","Pre-tax high outside EU services","1588","liability_current","l10n_nl.account_tag_sh_debt","False","","Voorbelasting hoog buiten EU diensten","Hohe Vorsteuerbeträge für Dienstleistungen außerhalb der EU"
"vat_refund_l_d_non_eu","Pre-tax low outside EU services","1589","liability_current","l10n_nl.account_tag_sh_debt","False","","Voorbelasting laag buiten EU diensten","Niedriges Vorsteuerergebnis außerhalb der EU Dienstleistungen"
"vat_tax_liabilities","VAT tax liabilities","1590","liability_payable","l10n_nl.account_tag_sh_debt","True","True","Belastingschulden btw","Mehrwertsteuerverbindlichkeiten"
"1599","Sales tax liability (end of financial year)","1599","liability_current","l10n_nl.account_tag_sh_debt","False","","Schuld omzetbelasting (einde boekjaar)","Umsatzsteuerschuld (Ende des Haushaltsjahres)"
"1610","Pension premiums","1610","liability_current","l10n_nl.account_tag_sh_debt","False","","Pensioenpremies","Rentenprämien"
"1615","Payment of pension contributions","1615","liability_current","l10n_nl.account_tag_sh_debt","False","","Afdracht pensioenpremies","Zahlung von Rentenbeiträgen"
"1620","Net salaries","1620","liability_current","l10n_nl.account_tag_sh_debt","False","","Netto lonen","Nettogehälter"
"1621","Advance payment of wages","1621","liability_current","l10n_nl.account_tag_sh_debt","False","","Voorschot loon","Lohnvorauszahlung"
"1625","Net wages to be paid","1625","liability_current","l10n_nl.account_tag_sh_debt","False","","Te betalen netto lonen","Zu zahlende Nettolöhne"
"1630","Payroll tax","1630","liability_current","l10n_nl.account_tag_sh_debt","False","","Loonheffing","Lohnsummensteuer"
"1635","Remittance of wage tax","1635","liability_current","l10n_nl.account_tag_sh_debt","False","","Afdracht loonheffing","Abführung der Lohnsteuer"
"1640","Holidays to be paid","1640","liability_current","l10n_nl.account_tag_sh_debt","False","","Te betalen vakantiedagen","Zu bezahlende Feiertage"
"1650","Holiday pay due","1650","liability_current","l10n_nl.account_tag_sh_debt","False","","Te betalen vakantiegeld","Fälliges Urlaubsgeld"
"2010","Opening balance sheet suspense account","2010","liability_current","l10n_nl.account_tag_sh_debt","False","","Tussenrekening beginbalans","Eröffnungsbilanz-Spannungskonto"
"3001","Raw materials 1","3001","asset_current","l10n_nl.account_tag_4","False","","Grondstoffen 1","Rohmaterialien 1"
"3002","Raw materials 2","3002","asset_current","l10n_nl.account_tag_4","False","","Grondstoffen 2","Rohmaterialien 2"
"3100","Excipients 1","3100","asset_current","l10n_nl.account_tag_4","False","","Hulpstoffen 1","Hilfsstoffe 1"
"3110","Excipients 2","3110","asset_current","l10n_nl.account_tag_4","False","","Hulpstoffen 2","Hilfsstoffe 2"
"3200","Stock 1","3200","asset_current","l10n_nl.account_tag_4","False","","Voorraad 1","Lagerbestand 1"
"3210","Stock 2","3210","asset_current","l10n_nl.account_tag_4","False","","Voorraad 2","Lagerbestand 2"
"3300","Packaging material","3300","asset_current","l10n_nl.account_tag_4","False","","Verpakkingsmateriaal","Verpackungsmaterial"
"3310","Packaging","3310","asset_current","l10n_nl.account_tag_4","False","","Emballage","Verpackung"
"4001","Gross wages","4001","expense","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_1","False","","Bruto lonen","Bruttolöhne"
"4002","Bonuses and commissions","4002","expense","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_1","False","","Bonussen en provisies","Boni und Provisionen"
"4003","Holiday allowance","4003","expense","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_1","False","","Vakantietoeslag","Urlaubsgeld"
"4004","Royalty","4004","expense","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_1","False","","Tantièmes","Lizenzgebühren"
"4005","Employee car contribution","4005","expense","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_1","False","","Werknemersbijdrage auto","Beitrag der Mitarbeiter zum Auto"
"4006","Healthcare Insurance Act (SVW) contribution","4006","expense","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_1","False","","Bijdrage zorgverzekeringswet (SVW)","Krankenversicherungsgesetz (SVW) Beitrag"
"4010","Employer's share of payroll taxes","4010","expense","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_1","False","","Werkgeversdeel loonheffingen","Anteil des Arbeitgebers an der Lohnsummensteuer"
"4011","Employer's share of pensions","4011","expense","l10n_nl.account_tag_prev_years_earnings,l10n_nl.account_tag_20","False","","Werkgeversdeel pensioenen","Anteil des Arbeitgebers an den Renten"
