"id","name","code","account_type","chart_template_id/id","tag_ids/id","reconcile",note
"tr139","Şüpheli Diğer Alacaklar Karşılığı(-)",139,"asset_current","l10n_tr.chart_template_common",,"False","Senetli ve senetsiz şüpheli diğer alacakların tahsil edilememe ihtimalinin kuvvetlenmiş olması halinde, bu tür risklerin giderilmesini sağlamak üzere ayrılan karşılıkları kapsar. Teminatlı alacaklarda karşılık, teminatı aşan kısım için kullanılır.\n\nİşleyişi :\n\nHesaplanan karşılık tutarı bu hesaba alacak, ""654. Karşılık Giderleri Hesabı""na borç kaydedilir. Şüpheli alacağın tahsiline bağlı olarak, tahmin olunan zararın kısmen ya da tamamen gerçekleşmemesi halinde; gerçekleşmeyen kısım ""644. Konusu Kalmayan Karşılıklar Hesabı""na alacak kaydolunarak bu hesaba borç yazılır. Şüpheli alacağın tahsilinin imkansız olduğu kesinleştiği takdirde bu hesaba borç, ilgili hesaba da alacak kaydedilir. Gerçekleşen zararın ayrılan k"
"tr150","İlk Madde Malzeme",150,"asset_current","l10n_tr.chart_template_common",,"False","Üretimde veya diğer faaliyetlerde kullanılmak üzere işletmede bulundurulan hammadde, yardımcı madde, işletme malzemesi, ambalaj malzemesi ve diğer malzemelerin izlendiği hesaptır.\n\nİşleyişi :\n\nSatın alındıkları ya da üretildikleri maliyet bedelleri ile bu hesabın borcuna, üretime verildiğinde, tüketildiğinde, satıldığında veya devredildiğinde ise hesabın alacağına kaydedilir."
"tr151","Yarı Mamuller",151,"asset_current","l10n_tr.chart_template_common",,"False","Henüz tam mamul haline gelmemiş ancak direkt ilk madde ve malzeme ile direkt işçilik ve genel üretim giderlerinden belli oranlarda pay almış üretim aşamasındaki mamullerin izlendiği hesaptır.\n\nİşleyişi :\n\nMaliyet dönemi sonunda direkt ilk madde ve malzeme, direkt işçilik ve genel üretim giderleri tutarları kadar bu hesap borçlandırılır. Üretimi tamamlananların maliyet tutarı bu hesabın alacağı karşılığında ilgili stok hesaplarına aktarılır."
"tr152","Mamuller",152,"asset_current","l10n_tr.chart_template_common",,"False","Üretim çalışmaları sonunda elde edilen ve satışa hazır hale gelmiş bulunan mamullerin izlendiği hesaptır.\n\nİşleyişi :\n\nBu hesap, üretimi tamamlanan mamullerin ambarlara alınmasıyla borçlandırılır. Satılması veya herhangi bir nedenle ambardan çekilmesi ile alacaklandırılır."
"tr153","Ticari Mallar",153,"asset_current","l10n_tr.chart_template_common",,"False","Herhangi bir değişikliğe tabi tutulmadan satmak amacı ile işletmeye alınan ticari mallar (emtia) ve benzeri kalemler bu hesapta yer alır.\n\nİşleyişi :\n\nSatın alınan ticari mallar (emtia) maliyet bedeli ile bu hesaba borç, satılması veya herhangi bir nedenle ambardan çekilmesinde ise maliyet bedeli ile alacak kaydedilir."
"tr158","Stok Değer Düşüklüğü Karşılığı(-)",158,"asset_current","l10n_tr.chart_template_common",,"False","Bu hesap, yangın, deprem, su basması gibi doğal afetler ve bozulmak, çürümek, kırılmak, çatlamak, paslanmak, teknolojik gelişmeler ve moda değişiklikleri nedenleriyle stokların fiziki ve ekonomik değerlerinde önemli azalışların ortaya çıkması veya bunların dışında diğer nedenlerle stokların piyasa fiyatlarında düşmelerin meydana gelmesi dolayısıyla, kayıpları karşılamak üzere ayrılan karşılıkların izlendiği hesaptır.\n\nİşleyişi :\n\nStok değer düşüklüğü tespit edildiğinde ""654. Karşılık Giderleri Hesabı""nın borcu karşılığında bu hesaba alacak kaydedilir. Karşılık ayrılan stok kaleminin işletme içinde kullanılması ya da satılması halinde; ilgili stok hesabının alacağı ile karşılaştırılarak daha önce ayrılan karşılık """
"tr159","Verilen Sipariş Avansları",159,"asset_current","l10n_tr.chart_template_common",,"False","Yurt içinden ya da yurt dışından satın alınmak üzere siparişe bağlanan stoklarla ilgili olarak yapılan avans ödemelerinin izlendiği hesaptır.\n\nİşleyişi :\n\nYapılan ödemeler bu hesaba borç, malın teslimi üzerine alacak kaydedilir."
"tr170","Yıllara Yaygın İnşaat Ve Onarım Maliyetleri",170,"expense","l10n_tr.chart_template_common",,"False",""
"tr179","Taşeronlara Verilen Avanslar",179,"expense","l10n_tr.chart_template_common",,"False",""
"tr180","Gelecek Aylara Ait Giderler",180,"expense","l10n_tr.chart_template_common",,"False","Bu hesap, peşin ödenen ve cari dönem içinde ilgili gider hesaplarına kaydedilmemesi gereken, gelecek döneme ait giderleri izlemek için kullanılır.\n\nİşleyişi :\n\nGelecek aylarda ilgili gider ve maliyet hesaplarına borç kaydedilecek peşin olarak ödenen giderler, bu hesabın borcuna kaydedilir. Gelecek aylarda bu hesaba alacak verilmek suretiyle ilgili gider hesabına aktarılır."
"tr181","Gelir Tahakkukları",181,"expense","l10n_tr.chart_template_common",,"False","Üçüncü kişilerden tahsili ya da bunlar hesabına kesin borç kaydı hesap döneminden sonra yapılacak gelirlerin, içinde bulunan döneme ait olan kısımlarının izlendiği hesaptır.\n\nİşleyişi :\n\nDönem sonlarında, döneme ait olarak hesaplanacak tutarlar ilgili hasılat ve gelir hesapları karşılığında bu hesaba borç kaydedilir. Sonraki dönemde, alacakların kesinleşmesiyle hesaptaki tutarlar bu hesabın alacağına karşılık ilgili hesapların borcuna geçirilerek kapatılır."
"tr190","Devreden KDV",190,"expense","l10n_tr.chart_template_common",,"False"," "
"tr191","İndirilecek KDV",191,"asset_current","l10n_tr.chart_template_common",,"False","Her türlü mal ve hizmetin satın alınması sırasında satıcılara ödenen katma değer vergisinin kaydedildiği ve izlendiği hesaptır.\n\nİşleyişi :\n\nMal ve hizmet alımlarında indirilecek katma değer vergisi bu hesaba borç, mevzuat gereği yapılabilecek indirimler ve hesaba yapılan düzeltmeler alacak kaydedilir(1)."
"tr192","Diğer KDV",192,"expense","l10n_tr.chart_template_common",,"False","Teşvikli yatırım mallarının ithalinde ödenmesi gerektiği halde ödenmeyip, fiilen indirilmesinin mümkün olacağı tarihe kadar ertelenen katma değer vergisinin, ertelemenin bir yıl içinde olması halinde kaydedildiği ve izlendiği hesaptır.\n\nİşleyişi :\n\nTeşvikli yatırım mallarının ithalinde, gümrük idareleri tarafından tarh ve tahakkuk ettirilerek ertelenen katma değer vergisi pasifteki ilgili hesabın alacağı mukabili bu hesaba borç kaydedilir."
"tr193","Peşin Ödenen Vergiler Ve Fonlar",193,"expense","l10n_tr.chart_template_common",,"False","Mevzuat gereğince peşin ödenen gelir, kurumlar ve diğer vergiler ile fonların kayıt ve takip edildiği hesaptır(1) .\n\nİşleyişi :\n\nMevzuatın belirlediği dönemler itibariyle peşin ödenen gelir, kurumlar ve diğer vergiler ile fonlar, bu hesaba borç yazılır. Yıl sonunda tahakkuk edecek gelir veya kurumlar vergisi ile fon karşılıklarından yapılacak olan indirimi teminen ""37. Borç ve Gider Karşılıkları"" grubunda bulunan ""371. Dönem Kârının Peşin Ödenen Vergi ve Diğer Yükümlülükleri Hesabı"" borcuna aktarılır. Ancak aktarılacak tutar ""370. Dönem Kârı Vergi ve Diğer Yasal Yükümlülük Karşılıkları Hesabı""nın tutarından fazla olamaz. Aktarılamayan tutar, dönem sonunda bu hesabın bakiyesi olarak kalır."
"tr195","İş Avansları",195,"expense","l10n_tr.chart_template_common",,"False"," "
"tr196","Personel Avansları",196,"expense","l10n_tr.chart_template_common",,"False","Personele, işletme adına yaptırılacak hizmet ve giderleri karşılamak üzere verilen iş avansları, personel ve işçilere maaş, ücret ve yolluklarına mahsuben önceden ödenen avansların izlendiği hesaptır(1).\n\nİşleyişi :\n\nYapılan ödemeler bu hesaba borç; nakden iadeler ile istihkaklardan kesilen tutarlar ve tevdi edilen belgeler tutarı alacak kaydedilir."
"tr197","Sayım Ve Tesellüm Noksanları",197,"expense","l10n_tr.chart_template_common",,"False","Sayımlar sonucunda tespit edilen kasa, stok ve maddi duran varlıklar noksanlarıyla, tesellüm sırasında ortaya çıkan noksanların geçici olarak kayıt ve izleneceği hesaptır.\n\nİşleyişi:\n\nNoksanlığın ortaya çıkması ile hesaba borç, sorumlularından tahsili veya zarar kaydedilmesi halinde ise alacak kaydedilir."
"tr198","Diğer Çeşitli Dönen Varlıklar",198,"expense","l10n_tr.chart_template_common",,"False","Bu hesap grubu içerisinde sayılanların dışında kalan diğer çeşitli dönen varlıkların izlendiği hesaptır."
"tr199","Diğer Dönen Varlıklar Karşılığı(-)",199,"expense","l10n_tr.chart_template_common",,"False","Yıl sonunda ilgili kesin hesaplarına aktarılması imkanı bulunmayan kasa, stok ve maddi duran varlık sayım noksanları tutarının, sayım fazlaları tutarının üstünde olması halinde fark kadar ayrılacak karşılıkları kapsar.\n\nİşleyişi :\n\nAyrılan karşılık tutarı bu hesaba alacak ""654. Karşılık Giderleri Hesabı""na borç kaydedilir, karşılık nedeninin gerçekleşmesi halinde ""197. Sayım ve Tesellüm Noksanları Hesabı""karşılığında bu hesaba borç kaydedilir."
"tr220","Alıcılar",220,"asset_fixed","l10n_tr.chart_template_common",,"False","İşletmenin faaliyet konusunu oluşturan mal ve hizmet satışlarından kaynaklanan senetsiz alacakları ifade eder."
"tr221","Alacak Senetleri",221,"asset_fixed","l10n_tr.chart_template_common",,"False","İşletmenin faaliyet konusunu oluşturan mal ve hizmet satışlarından kaynaklanan senede bağlanmış alacakları ile diğer her türlü senetli alacakları ifade eder."
"tr222","Alacak Senetleri Reeskontu(-)",222,"asset_fixed","l10n_tr.chart_template_common",,"False","Bilanço gününde, senetli alacakların tasarruf değeriyle değerlenmesini sağlamak amacı ile alacak senetleri için ayrılan reeskont tutarlarının izlenmesinde kullanılır. Alacak Senetleri için ayrılan reeskont tutarları, ""Alacak Senetleri"" hesabının altında bir indirim kalemi olarak gösterilir."
"tr224","Kazaqnılmamış Finansal Kiralama Faiz Gelirleri(-)",224,"asset_fixed","l10n_tr.chart_template_common",,"False"," "
"tr226","Verilen Depozito Ve Teminatlar",226,"asset_fixed","l10n_tr.chart_template_common",,"False","İşletmede, üçüncü kişilere karşı bir işin yapılmasının üstlenilmesi ve bir akdin karşılığı olarak, geri alınmak üzere verilen, bir yıldan uzun süreli depozito ve teminat niteliğindeki değerlerin izlendiği hesaptır."
"tr229","Şüpheli Ticari Alacaklar Karşılığı(-)",229,"asset_fixed","l10n_tr.chart_template_common",,"False","Perakende satış yöntemi kullanarak bilanço gününden önceki iki hesap döneminde vadesinde tahsil edilemeyen alacakların ilgili dönemlerdeki toplam vadeli satışlara oranlarının ortalamasının değerleme dönemindeki vadeli satışlara uygulanması suretiyle bulunacak şüpheli alacaklar için ayrılan karşılıkları kapsar. Teminatlı alacaklarda karşılık teminatı aşan kısım için ayrılır. ""129. Şüpheli Ticari Alacaklar Karşılığı Hesabı"" gibi çalışır."
"tr231","Ortaklardan Alacaklar",231,"asset_fixed","l10n_tr.chart_template_common",,"False","İşletmenin, esas faaliyet konusu dışındaki işlemleri dolayısı ile (ödünç verme ve benzer nedenlerle ortaya çıkan) iştiraklerinden olan alacaklarını içerir."
"tr232","İştiraklerden Alacaklar",232,"asset_fixed","l10n_tr.chart_template_common",,"False","İşletmenin, esas faaliyet konusu dışındaki işlemleri dolayısı ile (ödünç verme ve benzer nedenlerle ortaya çıkan) bağlı ortaklıklarından olan alacaklarını kapsar."
"tr233","Bağlı Ortaklıklardan Alacaklar",233,"asset_fixed","l10n_tr.chart_template_common",,"False"," "
"tr235","Personelden Alacaklar",235,"asset_fixed","l10n_tr.chart_template_common",,"False","İşletme topluluğuna dahil personel ve işçinin, işletmeye olan uzun vadeli çeşitli borçlarını kapsar. Bunlara verilen avanslar bu hesapta izlenmez."
"tr236","Diğer Çeşitli Alacaklar",236,"asset_fixed","l10n_tr.chart_template_common",,"False","Ticari olmayan ve yukarıda sayılan hesaplardan herhangi birine dahil edilemeyen alacakların izlendiği hesaptır."
"tr237","Diğer Alacak Senetleri Reeskontu(-)",237,"asset_fixed","l10n_tr.chart_template_common",,"False","Bilanço gününde, diğer alacaklar grubundaki senetli alacakların değerlenmesini sağlamak amacı ile alacak senetleri için ayrılan reeskont tutarlarının izlenmesinde kullanılır."
"tr240","Bağlı Menkul Kıymetler",240,"asset_fixed","l10n_tr.chart_template_common",,"False","İştiraklerdeki sermaye payları hesabında aranan asgari yüzdeleri taşımadığı için iştirakler hesabında izlenemeyen, ancak uzun vadede elde tutulması amaçlanan hisse senetleri ile hisse senetleri dışında kalan ve uzun vadeli amaçlarla veya yasal zorunluluklarla veya paraya dönüşme niteliği kaybolduğu için elde tutulan menkul kıymetler bu hesapta izlenir.\n\nİşleyişi :\n\nBu menkul kıymetler elde edildiğinde veya bu gruba devredilmesi gerektiğinde ""240. Bağlı Menkul Kıymetler Hesabı""na borç; elden çıkarıldığında bu hesaba alacak kaydedilir."
"tr241","Bağlı Menkul Kıymetler Değer Düşüklüğü Karşılığı(-)",241,"asset_fixed","l10n_tr.chart_template_common",,"False","Bağlı menkul kıymetlerin; borsa veya piyasa değerlerinde önemli ölçüde yada sürekli olarak değer azalması olduğu tespit edildiğinde; ortaya çıkacak zararların karşılanması amacı ile ayrılması gereken karşılıkların izlendiği hesaptır.\n\nİşleyişi :\n\nDönen varlıklar grubundaki ""119. Menkul Kıymetler Değer Düşüklüğü Karşılığı Hesabı""nda açıklanmıştır."
"tr242","İştirakler",242,"asset_fixed","l10n_tr.chart_template_common",,"False","İşletmenin, doğrudan veya dolaylı olarak diğer şirketlerin yönetimine ve ortaklık politikalarının belirlenmesine katılmak üzere edindiği hisse senetleri veya ortaklık payları-nın izlendiği hesaptır. İştirakler hesabı, bir ortaklıktaki en fazla % 50 oranında olan sermaye payları veya oy haklarının izlenmesinde kullanılır.\n\nİştirak edilen ortaklıklarda iştirak ilişkisinden bahsedebilmek için sermaye payı dikkate alınmaksızın sahip olunan oy hakkı veya yönetime katılma hakkının en az % 10 oranında bulunması gerekir.\n\nİşleyişi :\n\nİştirak için sermaye taahhüdünde bulunulduğunda veya hisse senedi edinildiğinde hesaba borç, elden çıkarılmalarında alacak kaydedilir."
"tr243","İştiraklere Sermaye Taahhütleri(-)",243,"asset_fixed","l10n_tr.chart_template_common",,"False","İştiraklerle ilgili sermaye taahhütlerinin izlendiği hesaptır.\n\nİşleyişi :\n\nİştirak için sermaye taahhüdünde bulunulduğunda ""242. İştirakler Hesabı""ı karşılığında bu hesaba alacak, taahhüt yerine getirildikçe de hesaba borç kaydedilir."
"tr244","İştirakler Sermaye Payları Değer Düşüklüğü Karşılığı(-)",244,"asset_fixed","l10n_tr.chart_template_common",,"False","İştirak paylarının borsa veya piyasa değerinde sürekli ya da önemli ölçüde meydana gelen değer azalmalarının izlendiği hesaptır.\n\nİşleyişi :\n\nAyrılması kararlaştırılan değer azalma karşılıkları ""654. Karşılık Giderleri Hesabı""na gider kaydı suretiyle bu hesaba alacak; kendisine karşılık ayrılmış olan iştirak payı elden çıkartıldığında veya değer düşüklüğünün gerçekleşmemesi halinde ise ""644. Konusu Kalmayan Karşılıklar Hesabı""na gelir kaydı suretiyle hesaba borç kaydedilir."
"tr245","Bağlı Ortaklıklar",245,"asset_fixed","l10n_tr.chart_template_common",,"False","İşletmenin doğrudan veya dolaylı olarak yüzde 50 oranından fazla sermaye ya da oy hakkına veya en az bu oranda yönetim çoğunluğunu seçme hakkına sahip olduğu iştiraklerin sermaye paylarının izlendiği hesaptır. Bağlı ortaklığın sahipliğinin belirlenmesinde yukarıdaki kıstaslardan, yönetim çoğunluğunu seçme hakkı, esas alınır.\n\nİşleyişi :\n\nBağlı ortaklık için sermaye taahhüdünde bulunulduğunda veya hisse senedi edinildiğinde hesaba borç, ortaklık paylarının elden çıkarılmasıyla alacak kaydedilir."
"tr246","Bağlı Ortaklıklara Sermaye Taahhütleri(-)",246,"asset_fixed","l10n_tr.chart_template_common",,"False","Bağlı ortaklıklarla ilgili sermaye taahhütlerinin izlendiği hesaptır.\n\nİşleyişi :\n\nBağlı ortaklık için sermaye taahhüdünde bulunulduğunda ""245. Bağlı Ortaklıklar Hesabı"" karşılığında bu hesaba alacak, taahhüt yerine getirildikçe de hesaba borç kaydedilir."
"tr247","Bağlı Ortaklıklar Sermaye Payları Değer Düşüklüğü Karşılığı(-)",247,"asset_fixed","l10n_tr.chart_template_common",,"False","Bağlı ortaklığa iştirak paylarının borsa veya piyasa değerinde, sürekli ya da önemli ölçüde meydana gelen değer azalmalarının izlendiği hesaptır.\n\nİşleyişi :\n\nAyrılması kararlaştırılan değer azalma karşılıkları, ""654. Karşılık Giderleri Hesabı""na gider kaydı suretiyle bu hesaba alacak; kendisine karşılık ayrılmış olan bağlı ortaklık sermaye payı elden çıkartıldığında veya değer düşüklüğünün gerçekleşmemesi halinde ise ""644. Konusu Kalmayan Karşılıklar Hesabı""na alacak kaydı suretiyle hesaba borç kaydedilir."
"tr248","Diğer Mali Duran Varlıklar",248,"asset_fixed","l10n_tr.chart_template_common",,"False","Yukarıda belirtilen hesapların hiçbirinin kapsamına girmeyen özellikle kendi bölümlerinde tanımlanmayan diğer mali duran varlıkların izlendiği hesaptır."
"tr249","Diğer Mali Duran Varlıklar Karşılığı(-)",249,"asset_fixed","l10n_tr.chart_template_common",,"False","Diğer mali duran varlıkların değerinde, sürekli ya da önemli ölçüde meydana gelen değer azalmalarının izlendiği hesaptır."
"tr250","Arazi Ve Arsalar",250,"asset_fixed","l10n_tr.chart_template_common",,"False","İşletmeye ait her türlü arazi ve arsaların izlendiği hesaptır."
"tr251","Yer Altı Ve Yer Üstü Düzenleri",251,"asset_fixed","l10n_tr.chart_template_common",,"False","Herhangi bir işin gerçekleşmesini sağlamak veya kolaylaştırmak için; yeraltında veya yerüstünde inşa edilmiş her türlü yol, hark, köprü, tünel, bölme, sarnıç, iskele vb. yapıların izlendiği hesaptır."
"tr252","Binalar",252,"asset_fixed","l10n_tr.chart_template_common",,"False","Bu hesap işletmenin her türlü binaları ve bunların ayrılmaz parçalarının izlendiği hesaptır."
