"id","name","code","account_type","tag_ids","reconcile","name@lt"
"account_account_template_1260","Advance Payments for Long-Term Tangible Assets","1260","asset_fixed","l10n_lt.account_account_tag_a_2_7","False","Sumokėti avansai už ilgalaikį materialųjį turtą"
"account_account_template_166110","Acquisition Cost of Other Non-Equity Securities","166110","asset_non_current","l10n_lt.account_account_tag_a_3_7","False","Kitų ne nuosavybės vertybinių popierių įsigijimo savikaina"
"account_account_template_166119","Value Loss of Other Non-Equity Securities (-)","166119","asset_non_current","l10n_lt.account_account_tag_a_3_7","False","Kitų ne nuosavybės vertybinių popierių vertės sumažėjimas (−)"
"account_account_template_1665","Term Deposits","1665","asset_non_current","l10n_lt.account_account_tag_a_3_7","False","Terminuotieji indėliai"
"account_account_template_16700","Value of Receivable Debts from Customers","16700","asset_non_current","l10n_lt.account_account_tag_a_3_8","False","Gautinų pirkėjų skolų vertė"
"account_account_template_16710","Value of Loans Granted","16710","asset_non_current","l10n_lt.account_account_tag_a_3_8","False","Suteiktų paskolų vertė"
"account_account_template_1672","Receivable Amount of Leasing (Financial Rent) after One Year","1672","asset_non_current","l10n_lt.account_account_tag_a_3_8","False","Po vienų metų gautinos lizingo (finansinės nuomos) sumos"
"account_account_template_16740","Value of Receivables","16740","asset_non_current","l10n_lt.account_account_tag_a_3_8","False","Gautinų sumų vertė"
"account_account_template_1680","Advance Payments for Financial Assets","1680","asset_non_current","l10n_lt.account_account_tag_a_3_9","False","Sumokėti avansai už finansinį turtą"
"account_account_template_1681","Derivative Financial Assets","1681","asset_non_current","l10n_lt.account_account_tag_a_3_9","False","Iš išvestinių finansinių priemonių atsiradęs finansinis turtas"
"account_account_template_171","Deferred Profit Tax Asset","171","asset_non_current","l10n_lt.account_account_tag_a_4_1","False","Atidėtojo pelno mokesčio turtas"
"account_account_template_2010","Acquisition Cost of Raw Materials, Materials and Assembly Parts","2010","asset_current","l10n_lt.account_account_tag_b_1_1","False","Žaliavų, medžiagų ir komplektavimo detalių įsigijimo savikaina"
"account_account_template_2011","Raw Materials, Materials and Assembly Parts in Transit","2011","asset_current","l10n_lt.account_account_tag_b_1_1","True","Žaliavos, medžiagos ir komplektavimo detalės kelyje"
"account_account_template_2012","Raw Materials, Materials and Assembly Parts at Third Parties","2012","asset_current","l10n_lt.account_account_tag_b_1_1","False","Žaliavos, medžiagos ir komplektavimo detalės pas trečiuosius asmenis"
"account_account_template_2019","Value Loss of Raw Materials, Materials and Assembly Parts (-)","2019","asset_current","l10n_lt.account_account_tag_b_1_1","False","Žaliavų, medžiagų ir komplektavimo detalių vertės sumažėjimas (−)"
"account_account_template_20200","Cost of Incomplete Production","20200","asset_current","l10n_lt.account_account_tag_b_1_2","False","Nebaigtos produkcijos savikaina"
"account_account_template_20210","Cost of Executive Works","20210","asset_current","l10n_lt.account_account_tag_b_1_2","False","Vykdomų darbų savikaina"
"account_account_template_2030","Cost of Production","2030","asset_current","l10n_lt.account_account_tag_b_1_3","False","Produkcijos savikaina"
"account_account_template_2035","Production in Transit","2035","asset_current","l10n_lt.account_account_tag_b_1_3","True","Produkcija kelyje"
"account_account_template_2036","Production at Third Parties","2036","asset_current","l10n_lt.account_account_tag_b_1_3","False","Produkcija pas trečiuosius asmenis"
"account_account_template_2039","Value Loss of Production (-)","2039","asset_current","l10n_lt.account_account_tag_b_1_3","False","Produkcijos vertės sumažėjimas (−)"
"account_account_template_2040","Cost of Purchased Goods for Resale","2040","asset_current","l10n_lt.account_account_tag_b_1_4","False","Pirktų prekių, skirtų perparduoti, įsigijimo savikaina"
"account_account_template_2045","Purchased Goods for Resale in Transit","2045","asset_current","l10n_lt.account_account_tag_b_1_4","True","Pirktos prekės, skirtos perparduoti, kelyje"
"account_account_template_2046","Purchased Goods for Resale at Third Parties","2046","asset_current","l10n_lt.account_account_tag_b_1_4","False","Pirktos prekės, skirtos perparduoti, pas trečiuosius asmenis"
"account_account_template_2049","Value Loss of Purchased Goods for Resale (-)","2049","asset_current","l10n_lt.account_account_tag_b_1_4","False","Pirktų prekių, skirtų perparduoti, vertės sumažėjimas (−)"
"account_account_template_2060","Cost of Tangible Assets","2060","asset_current","l10n_lt.account_account_tag_b_1_6","False","Ilgalaikio materialiojo turto, skirto parduoti, savikaina"
"account_account_template_2080","Prepayments to Suppliers","2080","asset_prepayments","l10n_lt.account_account_tag_b_1_7","False","Sumokėti avansai tiekėjams"
"account_account_template_2084","Deposit","2084","asset_prepayments","l10n_lt.account_account_tag_b_1_7","False","Užstatas"
"account_account_template_2410","Value of Debts from Customers","2410","asset_receivable","l10n_lt.account_account_tag_b_2_1","True","Pirkėjų skolų vertė"
"account_account_template_2411","Value of Debts from POS Customers","2411","asset_receivable","l10n_lt.account_account_tag_b_2_1","True",""
"account_account_template_24400","Value of Loans Granted","24400","asset_receivable","l10n_lt.account_account_tag_b_2_4","True","Suteiktų paskolų vertė"
"account_account_template_2441","Receivable Value-Added Tax","2441","asset_current","l10n_lt.account_account_tag_b_2_4","False","Gautinas pridėtinės vertės mokestis"
"account_account_template_2442","Prepaid Profit Tax","2442","asset_receivable","l10n_lt.account_account_tag_b_2_4","True","Iš anksto sumokėtas pelno mokestis"
"account_account_template_2443","Tax Overpayments","2443","asset_receivable","l10n_lt.account_account_tag_b_2_4","True","Mokesčių permokos"
"account_account_template_2444","VSDF (Lithuanian State Social Insurance Fund) Debt to the Company","2444","asset_receivable","l10n_lt.account_account_tag_b_2_4","True","VSDF skola įmonei"
"account_account_template_24450","Value of Receivables from Accountable Persons","24450","asset_receivable","l10n_lt.account_account_tag_b_2_4","True","Iš atskaitingų asmenų gautinų sumų vertė"
"account_account_template_24460","Value of Other Receivable Debts","24460","asset_receivable","l10n_lt.account_account_tag_b_2_4","True","Kitų gautinos skolų vertė"
"account_account_template_24471","Profit paid in Advance to the Owners of the Company","24471","asset_receivable","l10n_lt.account_account_tag_b_2_4","True","Įmonės savininkams avansu išmokėtas pelnas"
"account_account_template_24472","Payed Funds for Personal Use to the Owners of the Company","24472","asset_receivable","l10n_lt.account_account_tag_b_2_4","True","Įmonės savininkų asmeniniams poreikiams išmokėtos lėšos"
"account_account_template_2449","Other Questionable Debts (-)","2449","asset_receivable","l10n_lt.account_account_tag_b_2_4","True","Kitos abejotinos skolos (−)"
"account_account_template_26200","Acquisition Cost of Equity Securities of Other Companies","26200","asset_current","l10n_lt.account_account_tag_b_3_2","False","Kitų įmonių nuosavybės vertybinių popierių įsigijimo savikaina"
"account_account_template_26209","Value Loss of Equity Securities of Other Companies (-)","26209","asset_current","l10n_lt.account_account_tag_b_3_2","False","Kitų įmonių nuosavybės vertybinių popierių vertės sumažėjimas (−)"
"account_account_template_262110","Acquisition Cost of Other Non-Equity Securities","262110","asset_current","l10n_lt.account_account_tag_b_3_2","False","Kitų ne nuosavybės vertybinių popierių įsigijimo savikaina"
"account_account_template_262119","Value Loss of Other Non-Equity Securities (-)","262119","asset_current","l10n_lt.account_account_tag_b_3_2","False","Kitų ne nuosavybės vertybinių popierių vertės sumažėjimas (−)"
"account_account_template_2623","Term Deposits","2623","asset_current","l10n_lt.account_account_tag_b_3_2","False","Terminuotieji indėliai"
"account_account_template_274","Cash Equivalents","274","asset_cash","l10n_lt.account_account_tag_b_4","False","Pinigų ekvivalentai"
"account_account_template_279","Frozen Funds (-)","279","asset_cash","l10n_lt.account_account_tag_b_4","False","Įšaldytos lėšos (−)"
"account_account_template_291","Future Expenses","291","asset_current","l10n_lt.account_account_tag_c_prepayments_accrued_income","False","Ateinančių laikotarpių sąnaudos"
"account_account_template_292","Accumulative Income","292","asset_current","l10n_lt.account_account_tag_c_prepayments_accrued_income","False","Sukauptos pajamos"
"account_account_template_3011","Ordinary Shares","3011","equity","l10n_lt.account_account_tag_d_1_1","False","Paprastosios akcijos"
"account_account_template_3012","Preference Shares","3012","equity","l10n_lt.account_account_tag_d_1_1","False","Privilegijuotosios akcijos"
"account_account_template_302","Subscribed Capital Unpaid (-)","302","equity","l10n_lt.account_account_tag_d_1_2","False","Pasirašytasis neapmokėtas kapitalas (−)"
"account_account_template_303","Own Shares (Yawn) (-)","303","equity","l10n_lt.account_account_tag_d_1_3","False","Savos akcijos (pajai) (−)"
"account_account_template_305","Company Owner’s Capital","305","equity","l10n_lt.account_account_tag_d_1_3","False","Įmonės savininko kapitalas"
"account_account_template_308","Owners’ Contributions","308","equity","l10n_lt.account_account_tag_d_1_3","False","Savininkų įnašai"
"account_account_template_331","Mandatory or Reserve Capital","331","equity","l10n_lt.account_account_tag_d_4_1","False","Privalomasis arba atsargos (rezervinis) kapitalas"
"account_account_template_3411","Acknowledged Net Profit (Loss) of The Accounting Year in The Profit (Loss) Report","3411","equity_unaffected","l10n_lt.account_account_tag_d_5_1","False","Pelno (nuostolių) ataskaitoje pripažintas ataskaitinių metų grynasis pelnas (nuostoliai)"
"account_account_template_3412","Unacknowledged Net Profit (Loss) of The Accounting Year in The Profit (Loss) Report","3412","equity","l10n_lt.account_account_tag_d_5_1","False","Pelno (nuostolių) ataskaitoje nepripažintas ataskaitinių metų pelnas (nuostoliai)"
"account_account_template_3421","Acknowledged Net Profit (Loss) of The Previous Accounting Year in The Profit (Loss) Report","3421","equity","l10n_lt.account_account_tag_d_5_2","False","Pelno (nuostolių) ataskaitoje pripažintas ankstesnių metų pelnas (nuostoliai)"
"account_account_template_3422","Unacknowledged Net Profit (Loss) of The Previous Accounting Year in The Profit (Loss) Report","3422","equity","l10n_lt.account_account_tag_d_5_2","False","Pelno (nuostolių) ataskaitoje nepripažintas ankstesnių metų pelnas (nuostoliai)"
"account_account_template_3424","Profit (Loss) of Material Corrections of The Previous Years","3424","equity","l10n_lt.account_account_tag_d_5_2","False","Ankstesnių metų esminių klaidų taisymo pelnas (nuostoliai)"
"account_account_template_390","Common Summary of Accounts","390","equity","","False","Bendra sąskaitų suvestinė"
"account_account_template_411","Provisions for Pensions and Similar Liabilities","411","liability_non_current","l10n_lt.account_account_tag_f_1","False","Pensijų ir panašių įsipareigojimų atidėjiniai"
"account_account_template_412","Tax Provisions","412","liability_non_current","l10n_lt.account_account_tag_f_2","False","Mokesčių atidėjiniai"
"account_account_template_413","Other Provisions","413","liability_non_current","l10n_lt.account_account_tag_f_3","False","Kiti atidėjiniai"
"account_account_template_4211","Leasing (Financial Rent) or Other Obligations","4211","liability_non_current","l10n_lt.account_account_tag_g_1_1","False","Lizingo (finansinės nuomos) ar panašūs įsipareigojimai"
"account_account_template_4214","Other Debt Obligations","4214","liability_non_current","l10n_lt.account_account_tag_g_1_1","False","Kiti skoliniai įsipareigojimai"
"account_account_template_4220","Long-Term Liabilities under Loan Agreements","4220","liability_non_current","l10n_lt.account_account_tag_g_1_2","False","Ilgalaikiai įsipareigojimai pagal paskolų sutartis"
"account_account_template_4221","Other Obligations","4221","liability_non_current","l10n_lt.account_account_tag_g_1_2","False","Kiti įsipareigojimai"
"account_account_template_4230","Prepayments from Customers","4230","liability_non_current","l10n_lt.account_account_tag_g_1_3","False","Iš pirkėjų gauti avansai"
"account_account_template_4231","Prepayments from Service Receivers","4231","liability_non_current","l10n_lt.account_account_tag_g_1_3","False","Iš paslaugų gavėjų gauti avansai"
"account_account_template_424","Debts to Suppliers","424","liability_non_current","l10n_lt.account_account_tag_g_1_4","False","Skolos tiekėjams"
"account_account_template_428","Other Payables and Long-Term Liabilities","428","liability_non_current","l10n_lt.account_account_tag_g_1_8","False","Kitos mokėtinos sumos ir ilgalaikiai įsipareigojimai"
"account_account_template_4401","Part of Leasing (Financial Rent) or Other Obligations in The Current Year","4401","liability_current","l10n_lt.account_account_tag_g_2_1","False","Lizingo (finansinės nuomos) ar panašių įsipareigojimų einamųjų metų dalis"
"account_account_template_4403","Part of Other Long-Term Debts in The Current Year","4403","liability_current","l10n_lt.account_account_tag_g_2_1","False","Kitų ilgalaikių skolų einamųjų metų dalis"
"account_account_template_4410","Liabilities under Short-Term Loan Agreements","4410","liability_current","l10n_lt.account_account_tag_g_2_2","False","Įsipareigojimai pagal trumpalaikių paskolų sutartis"
"account_account_template_4411","Part of Debts to Credit Institutions in The Current Year","4411","liability_current","l10n_lt.account_account_tag_g_2_2","False","Skolų kredito įstaigoms einamųjų metų dalis"
"account_account_template_4413","Other Obligations (Executables and etc.)","4413","liability_current","l10n_lt.account_account_tag_g_2_2","False","Kiti įsipareigojimai (vykdomieji ir pan.)"
"account_account_template_4420","Prepayments from Customers","4420","liability_current","l10n_lt.account_account_tag_g_2_3","False","Iš pirkėjų gauti avansai"
"account_account_template_4421","Prepayments from Service Receivers","4421","liability_current","l10n_lt.account_account_tag_g_2_3","False","Iš paslaugų gavėjų gauti avansai"
"account_account_template_4430","Debts to Suppliers for Goods and Services","4430","liability_payable","l10n_lt.account_account_tag_g_2_4","True","Skolos tiekėjams už prekes ir paslaugas"
"account_account_template_4431","Other Debts to Suppliers","4431","liability_payable","l10n_lt.account_account_tag_g_2_4","True","Kitos skolos tiekėjams"
"account_account_template_4470","Obligations of Profit Tax","4470","liability_current","l10n_lt.account_account_tag_g_2_8","False","Pelno mokesčio įsipareigojimai"
"account_account_template_4471","Other Obligations","4471","liability_current","l10n_lt.account_account_tag_g_2_8","False","Kiti įsipareigojimai"
"account_account_template_4480","Payable Salary","4480","liability_current","l10n_lt.account_account_tag_g_2_9","False","Mokėtinas darbo užmokestis"
"account_account_template_4481","Payable Personal Income Tax","4481","liability_current","l10n_lt.account_account_tag_g_2_9","False","Mokėtinas gyventojų pajamų mokestis"
"account_account_template_4482","Contributions of Payable Social Security","4482","liability_current","l10n_lt.account_account_tag_g_2_9","False","Mokėtinos socialinio draudimo įmokos"
"account_account_template_4483","Contributions of Payable Guarantee Fund","4483","liability_current","l10n_lt.account_account_tag_g_2_9","False","Mokėtinos garantinio fondo įmokos"
"account_account_template_4485","Leave Liabilities","4485","liability_current","l10n_lt.account_account_tag_g_2_9","False","Atostoginių kaupiniai"
"account_account_template_4486","Contributions of Payable Compulsory Health Insurance","4486","liability_current","l10n_lt.account_account_tag_g_2_9","False","Mokėtinos privalomojo sveikatos draudimo įmokos"
"account_account_template_4490","Payable Dividends","4490","liability_current","l10n_lt.account_account_tag_g_2_10","False","Mokėtini dividendai"
"account_account_template_4491","Payable Bonuses","4491","liability_current","l10n_lt.account_account_tag_g_2_10","False","Mokėtinos tantjemos"
"account_account_template_4492","Payable Value-Added Tax","4492","liability_current","l10n_lt.account_account_tag_g_2_10","False","Mokėtinas pridėtinės vertės mokestis"
"account_account_template_4493","Other Payable Taxes to Budget","4493","liability_current","l10n_lt.account_account_tag_g_2_10","False","Kiti į biudžetą mokėtini mokesčiai"
"account_account_template_4494","Other Payables","4494","liability_current","l10n_lt.account_account_tag_g_2_10","False","Kitos mokėtinos sumos"
"account_account_template_4495","Payables to the Owners of the Company","4495","liability_current","l10n_lt.account_account_tag_g_2_10","False","Įmonės savininkams mokėtinos sumos"
"account_account_template_491","Accumulated Expenses","491","liability_current","l10n_lt.account_account_tag_h_accruals_deferred_income","False","Sukauptos sąnaudos"
"account_account_template_492","Income of Future Periods","492","liability_current","l10n_lt.account_account_tag_h_accruals_deferred_income","False","Ateinančių laikotarpių pajamos"
"account_account_template_5000","Income from Goods Sold","5000","income","l10n_lt.account_account_tag_1_net_turnover","False","Parduotų prekių pajamos"
"account_account_template_5001","Income from Services Sold","5001","income","l10n_lt.account_account_tag_1_net_turnover","False","Suteiktų paslaugų pajamos"
"account_account_template_5003","Income from Production Sold","5003","income","l10n_lt.account_account_tag_1_net_turnover","False","Pagamintos produkcijos pajamos"
"account_account_template_5009","Rounding of Cash Payments (+/-)",5009,"income","l10n_lt.account_account_tag_1_net_turnover","False","Atsiskaitymų grynais pinigais apvalinimas (+/-)"
"account_account_template_509","Discounts, Returns (-)","509","income","l10n_lt.account_account_tag_1_net_turnover","False","Nuolaidos, grąžinimas (−)"
"account_account_template_5400","Profit from Asset Disposition","5400","income_other","l10n_lt.account_account_tag_6_other_operating_results","False","Ilgalaikio turto perleidimo pelnas"
"account_account_template_5401","Other Income","5401","income_other","l10n_lt.account_account_tag_6_other_operating_results","False","Kitos pajamos"
"account_account_template_5600","Income from Other Long-Term Investments and Loan Interests","5600","income_other","l10n_lt.account_account_tag_8_income_other_longterm_investments_loans","False","Kitų ilgalaikių investicijų ir paskolų palūkanų pajamos"
"account_account_template_5802","Income from Other Loan Interests","5802","income_other","l10n_lt.account_account_tag_9_other_interest_similar_income","False","Kitų suteiktų paskolų palūkanų pajamos"
"account_account_template_5803","Positive Currency Exchange Difference","5803","income","l10n_lt.account_account_tag_9_other_interest_similar_income,account.account_tag_financing","False","Teigiama valiutų kursų pokyčio įtaka"
"account_account_template_5804","Income from Fines","5804","income_other","l10n_lt.account_account_tag_9_other_interest_similar_income","False","Baudų ir delspinigių pajamos"
"account_account_template_5809","Profit from Disposition of Investments","5809","income_other","l10n_lt.account_account_tag_9_other_interest_similar_income","False","Investicijų perleidimo pelnas"
"account_account_template_6000","Cost of Goods Sold","6000","expense_direct_cost","l10n_lt.account_account_tag_2_cost_of_sales","False","Parduotų prekių savikaina"
"account_account_template_6001","Cost of Services Sold","6001","expense_direct_cost","l10n_lt.account_account_tag_2_cost_of_sales","False","Suteiktų paslaugų savikaina"
"account_account_template_60030","Cost of Production Sold","60030","expense_direct_cost","l10n_lt.account_account_tag_2_cost_of_sales","False","Parduotos pagamintos produkcijos savikaina"
"account_account_template_60031","Short-Term Production Inventory","60031","expense_direct_cost","l10n_lt.account_account_tag_2_cost_of_sales","False","Mažavertis gamybos inventorius"
"account_account_template_60032","Direct Transport","60032","expense_direct_cost","l10n_lt.account_account_tag_2_cost_of_sales","False","Tiesioginis transportas"
"account_account_template_60033","Direct Commissions","60033","expense_direct_cost","l10n_lt.account_account_tag_2_cost_of_sales","False","Tiesioginiai komisiniai"
"account_account_template_60034","Direct Payroll of Employees Working in Production","60034","expense_direct_cost","l10n_lt.account_account_tag_2_cost_of_sales","False","Tiesioginis gamybos DU"
"account_account_template_60040","Working Tools for Production","60040","expense_direct_cost","l10n_lt.account_account_tag_2_cost_of_sales","False","Gamybos įrankiai ir darbo priemonės"
"account_account_template_60041","Maintenance of Working Tools for Production","60041","expense_direct_cost","l10n_lt.account_account_tag_2_cost_of_sales","False","Gamybos įrangos remontas ir techn. aptarnavimas"
"account_account_template_60042","Maintenance of Production Transport","60042","expense_direct_cost","l10n_lt.account_account_tag_2_cost_of_sales","False","Gamybos transporto remontas ir techn. aptarnavimas"
"account_account_template_60043","Energy Resources","60043","expense_direct_cost","l10n_lt.account_account_tag_2_cost_of_sales","False","Energetiniai resursai"
"account_account_template_60044","Fuel","60044","expense_direct_cost","l10n_lt.account_account_tag_2_cost_of_sales","False","Kuras"
"account_account_template_6005","Increase (Decrease) in Inventories","6005","expense_direct_cost","l10n_lt.account_account_tag_2_cost_of_sales","False","Atsargų padidėjimas (sumažėjimas)"
"account_account_template_609","Discounts, Returns (-)","609","expense_direct_cost","l10n_lt.account_account_tag_2_cost_of_sales","False","Nuolaidos, grąžinimas (−)"
"account_account_template_6202","Cost of Services and Goods Advertising","6202","expense","l10n_lt.account_account_tag_4_selling_expenses","False","Paslaugų ir prekių reklamos sąnaudos"
"account_account_template_6203","Payroll and Other Costs of Employees Working in Sales","6203","expense","l10n_lt.account_account_tag_4_selling_expenses","False","Pardavimo darbuotojų DU ir su juo susijusios sąnaudos"
"account_account_template_6208","Other Costs of Sales","6208","expense","l10n_lt.account_account_tag_4_selling_expenses","False","Kitos pardavimo sąnaudos"
"account_account_template_6209","Discounts Received (-)","6209","expense","l10n_lt.account_account_tag_4_selling_expenses","False","Gautos nuolaidos (−)"
"account_account_template_6300","Rental Costs","6300","expense","l10n_lt.account_account_tag_5_general_administrative_expenses","False","Nuomos sąnaudos"
"account_account_template_6301","Costs of Maintenance and Exploitation","6301","expense","l10n_lt.account_account_tag_5_general_administrative_expenses","False","Remonto ir eksploatacijos sąnaudos"
"account_account_template_6302","Fuel Costs","6302","expense","l10n_lt.account_account_tag_5_general_administrative_expenses","False","Kuro sąnaudos"
"account_account_template_6303","Insurance Costs","6303","expense","l10n_lt.account_account_tag_5_general_administrative_expenses","False","Draudimo sąnaudos"
"account_account_template_6304","Payroll and Other Costs of Employees Working in Administration","6304","expense","l10n_lt.account_account_tag_5_general_administrative_expenses","False","Administracijos darbuotojų DU ir su juo susijusios sąnaudos"
"account_account_template_6306","Depreciation Costs of Long-Term Tangible Assets","6306","expense_depreciation","l10n_lt.account_account_tag_5_general_administrative_expenses","False","Ilgalaikio materialiojo turto vertės nusidėvėjimo sąnaudos"
"account_account_template_6307","Amortization Costs of Intangible Assets Value","6307","expense_depreciation","l10n_lt.account_account_tag_5_general_administrative_expenses","False","Nematerialiojo turto vertės amortizacijos sąnaudos"
"account_account_template_63080","Costs of Real Estate Tax","63080","expense","l10n_lt.account_account_tag_5_general_administrative_expenses","False","Nekilnojamojo turto mokesčio sąnaudos"
"account_account_template_63081","Costs of not Deductible Value-Added Tax","63081","expense","l10n_lt.account_account_tag_5_general_administrative_expenses","False","Neatskaitomo pridėtinės vertės mokesčio sąnaudos"
"account_account_template_63082","Pollution Tax Costs","63082","expense","l10n_lt.account_account_tag_5_general_administrative_expenses","False","Aplinkos teršimo mokesčio sąnaudos"
"account_account_template_63083","Costs of Other Taxes","63083","expense","l10n_lt.account_account_tag_5_general_administrative_expenses","False","Kitų mokesčių sąnaudos"
"account_account_template_63090","Costs of Value Loss of Debts from Customers","63090","expense","l10n_lt.account_account_tag_5_general_administrative_expenses","False","Pirkėjų skolų vertės sumažėjimo sąnaudos"
"account_account_template_63091","Costs of Inventory Value Loss","63091","expense","l10n_lt.account_account_tag_5_general_administrative_expenses","False","Atsargų vertės sumažėjimo sąnaudos"
"account_account_template_63092","Costs of Intangible Assets Value Loss","63092","expense","l10n_lt.account_account_tag_5_general_administrative_expenses","False","Nematerialiojo turto vertės sumažėjimo sąnaudos"
"account_account_template_63093","Costs of Value Loss of Long-Term Tangible Assets","63093","expense","l10n_lt.account_account_tag_5_general_administrative_expenses","False","Ilgalaikio materialiojo turto vertės sumažėjimo sąnaudos"
"account_account_template_63094","Costs of Value Loss of Other Assets","63094","expense","l10n_lt.account_account_tag_5_general_administrative_expenses","False","Kito turto vertės sumažėjimo sąnaudos"
"account_account_template_6310","Provisions Costs","6310","expense","l10n_lt.account_account_tag_5_general_administrative_expenses","False","Atidėjinių sąnaudos"
"account_account_template_6311","Costs of Fines","6311","expense","l10n_lt.account_account_tag_5_general_administrative_expenses","False","Baudų ir delspinigių sąnaudos"
"account_account_template_6319","Rounding of Cash Payments (+/-)",6319,"expense","l10n_lt.account_account_tag_5_general_administrative_expenses","False","Atsiskaitymų grynais pinigais apvalinimas (+/-)"
"account_account_template_63120","Other Costs and Bank Taxes","63120","expense","l10n_lt.account_account_tag_5_general_administrative_expenses","False","Kitos sąnaudos ir banko mokesčiai"
"account_account_template_63121","Representative Costs","63121","expense","l10n_lt.account_account_tag_5_general_administrative_expenses","False","Reprezentacinės sąnaudos"
"account_account_template_63122","Daily Allowance","63122","expense","l10n_lt.account_account_tag_5_general_administrative_expenses","False","Dienpinigiai"
"account_account_template_63123","Support","63123","expense","l10n_lt.account_account_tag_5_general_administrative_expenses","False","Parama"
"account_account_template_6400","Asset Disposition Losses","6400","expense","l10n_lt.account_account_tag_6_other_operating_results","False","Ilgalaikio turto perleidimo nuostoliai"
"account_account_template_6401","Other Costs","6401","expense","l10n_lt.account_account_tag_6_other_operating_results","False","Kitos sąnaudos"
"account_account_template_6701","Costs of Value Loss of Long-Term Financial Assets","6701","expense","l10n_lt.account_account_tag_10_impaired_fin_assets_short_investments","False","Ilgalaikio finansinio turto vertės sumažėjimo sąnaudos"
"account_account_template_6702","Costs of Value Loss of Short-Term Investments","6702","expense","l10n_lt.account_account_tag_10_impaired_fin_assets_short_investments","False","Trumpalaikių investicijų vertės sumažėjimo sąnaudos"
