"id","code_prefix_start","name","name@fr"
"l10n_ca_group_32","32","Retained Earnings/Deficits","Bénéfices non repartis / déficits"
"l10n_ca_group_33","33","Contributed Surplus","Surplus d'apport"
"l10n_ca_group_34","34","Other Surplus","Autres surplus"
"l10n_ca_group_35","35","Non-controlling interests","Intérêts minoritaires"
"l10n_ca_group_36","36","Reserves","Réserves"
"l10n_ca_group_4","4","Revenue","Revenus"
"l10n_ca_group_41","41","Operating Revenue","Revenus d'exploitation"
"l10n_ca_group_411","411","Sales of Goods and Services","Ventes de biens et de services"
"l10n_ca_group_4111","4111","Sales of Goods","Ventes de biens"
"l10n_ca_group_4112","4112","Sales of Services","Ventes de services"
"l10n_ca_group_413","413","Other Operating Revenue","Autres revenus d'exploitation"
"l10n_ca_group_4133","4133","All Other Operating Revenue","Autres revenus d'exploitation"
"l10n_ca_group_42","42","Non-Operating Revenue","Revenus non liés à l'exploitation"
"l10n_ca_group_421","421","Dividends","Dividendes"
"l10n_ca_group_422","422","Interest","Intérêts"
"l10n_ca_group_423","423","Other Non-operating Revenue","Autres revenus non liés à l'exploitation"
"l10n_ca_group_5","5","Expenses","Dépenses"
"l10n_ca_group_51","51","Operating Expenses (Including Cost of Goods Sold)","Dépenses d'exploitation (y compris le coût des biens vendus)"
"l10n_ca_group_511","511","Cost of Goods Sold","Coût des biens vendus"
"l10n_ca_group_5111","5111","Opening Inventories","Stocks d'ouverture"
"l10n_ca_group_51111","51111","Raw Materials and Components, Including Non-returnable Containers and Other Shipping and Packaging Materials","Matières premières et composantes, y compris les emballages à usage unique et autres matériaux d'emballage et d'expédition"
"l10n_ca_group_51112","51112","Goods/Work in Process","Biens en cours de fabrication ou travaux en cours"
"l10n_ca_group_51113","51113","Finished Goods","Produits finis"
"l10n_ca_group_51114","51114","Other Inventories","Autres stocks"
"l10n_ca_group_5112","5112","Purchases and Costs Chargeable to Cost of Sales","Achats et coûts imputables au coût des marchandises vendues"
"l10n_ca_group_51121","51121","Purchases","Achats"
"l10n_ca_group_51122","51122","Costs Chargeable to Cost of Sales","Coûts imputables au coût des marchandises vendues"
"l10n_ca_group_5113","5113","Closing Inventories","Stocks de clôture"
"l10n_ca_group_51131","51131","Raw Materials and Components, Including Non-returnable Containers and Other Shipping and Packaging Materials","Matières premières et composantes, y compris les emballages à usage unique et autres matériaux d'emballage et d'expédition"
"l10n_ca_group_51132","51132","Goods/Work in Process","Biens en cours de fabrication ou travaux en cours"
"l10n_ca_group_51133","51133","Finished Goods","Produits finis"
"l10n_ca_group_51134","51134","Other Inventories","Autres stocks"
"l10n_ca_group_512","512","Operating Expenses Not Included in Cost of Goods Sold","Frais d'exploitation non compris dans le coût des biens vendus"
"l10n_ca_group_5121","5121","Labour Expenses","Frais de main-d'oeuvre"
"l10n_ca_group_5122","5122","Expenses Other than Labour","Charges autres que les frais de main-d'oeuvre"
"l10n_ca_group_52","52","Non-Operating Expenses","Frais non liés à l'exploitation"
"l10n_ca_group_521","521","Interest Expenses","Intérêts débiteurs"
"l10n_ca_group_5211","5211","Interest Expenses on Short-Term Debt","Intérêts débiteurs sur dettes à court terme"
"l10n_ca_group_5212","5212","Interest Expenses on Long-Term Debt","Intérêts débiteurs sur dettes à long terme"
"l10n_ca_group_522","522","Other Non-operating Expenses","Autres frais non liés à l'exploitation"
"l10n_ca_group_6","6","Gains/Losses, Corporate Taxes and Other Items","Gains ou pertes, impôts des sociétés et autres éléments"
"l10n_ca_group_61","61","Gains/Losses","Gains ou pertes"
"l10n_ca_group_611","611","Gains/Losses on the Sale of Assets","Gains ou pertes sur la vente d'actifs"
"l10n_ca_group_612","612","Gains/Losses on the Translation of Foreign Currency","Gains ou pertes sur la conversion de devises"
"l10n_ca_group_613","613","Unrealized Losses on Asset Revaluations (Including Write-downs and Write-offs)","Pertes non réalisées sur la réévaluation d'actif (y compris réductions de valeur et radiations)"
"l10n_ca_group_614","614","Gains on Settlement of Pension Obligation","Gains sur règlement d'obligations au titre de régimes de retraite"
"l10n_ca_group_615","615","Gains/Losses Related to Litigation Settlement","Gains ou pertes liés aux règlement de litiges"
"l10n_ca_group_616","616","Gains/Losses on Derivative Instruments (Including Hedge Revaluations)","Gains ou pertes sur instruments dérivés (y compris les réévaluations d'opérations de couverture)"
"l10n_ca_group_62","62","Corporate Income Tax","Impôts sur les bénéfices des sociétés"
"l10n_ca_group_63","63","Other Items","Autres éléments"
"l10n_ca_group_631","631","Minority Shareholders' Portion of Net Income/Loss of Consolidated Subsidiaries and Affiliates","Part des bénéfices nets/pertes nettes des filiales et des sociétés affiliées consolidées revenant aux actionnaires minoritaires"
"l10n_ca_group_632","632","Net Income/Loss of Unconsolidated Subsidiaries, Affiliates, Partnerships and Joint Ventures (Equity Method)","Bénéfices nets ou pertes nettes des filiales, sociétés affiliées, sociétés de personnes et coentreprises non consolidées (selon la méthode de la comptabilisation à la valeur de consolidation)"
"l10n_ca_group_7","7","Extraordinary Gains/Losses, Non-recurring Items & Adjustments","Gains ou pertes extraordinaires, éléments non récurrents et redressements"
"l10n_ca_group_71","71","Extraordinary Gains/Losses","Gains ou pertes extraordinaires"
"l10n_ca_group_711","711","Extraordinary Items - Gross","Éléments extraordinaires - bruts"
"l10n_ca_group_712","712","Income Tax on Extraordinary Items","Impôts sur les éléments extraordinaires"
"l10n_ca_group_72","72","Non-recurring Items","Éléments non récurrents"
"l10n_ca_group_73","73","Adjustments due to Cumulative Effect of Changes in Accounting Principles","Redressements représentant l'effet cumulatif des changements de principes comptables"
