"id","sequence","description","invoice_label","name","amount","amount_type","children_tax_ids","type_tax_use","tax_group_id","repartition_line_ids/repartition_type","repartition_line_ids/document_type","repartition_line_ids/account_id","repartition_line_ids/tag_ids","description@tr_TR","price_include_override","l10n_tr_tax_withholding_code_id"
"tr_s_wh_20_IMH","1","Construction Works and Engineering-Architecture and Survey-Project Services Performed Along with These Works","-8%","WH 20% (4/10) - İMH","-8.0","percent","","none","tr_tax_group_wh_8","base","invoice","","SAL_20_BASE_4_10","Yapım İşleri İle Bu İşlerle Birlikte İfa Edilen Mühendislik-Mimarlık ve Etüt-Proje Hizmetleri","tax_excluded","l10n_tr_nilvera_einvoice_extended.l10n_tr_nilvera_einvoice_extended_account_tax_code_601"
"","","","","","","","","","","base","refund","","PUR_20_BASE_5_10","",""
"","","","","","","","","","","tax","refund","tr391005","PUR_20_TAX_5_10","",""
"tr_p_wh_20_ITH","6","Purchasing Labor Supply Services","-18%","WH 20% (9/10) - İTH","-18.0","percent","","none","tr_tax_group_wh_18","base","invoice","","PUR_20_BASE_9_10","İşgücü Temin Hizmetleri","tax_excluded","l10n_tr_nilvera_einvoice_extended.l10n_tr_nilvera_einvoice_extended_account_tax_code_606"
"","","","","","","","","","","tax","invoice","tr391005","PUR_20_TAX_9_10","",""
"","","","","","","","","","","base","refund","","PUR_20_BASE_9_10","",""
"","","","","","","","","","","tax","refund","tr391005","PUR_20_TAX_9_10","",""
"tr_p_wh_20_OGH","7","Purchasing Private Security Service","-18%","WH 20% (9/10) - ÖGH","-18.0","percent","","none","tr_tax_group_wh_18","base","invoice","","PUR_20_BASE_9_10","Özel Güvenlik Hizmeti","tax_excluded","l10n_tr_nilvera_einvoice_extended.l10n_tr_nilvera_einvoice_extended_account_tax_code_607"
"","","","","","","","","","","tax","invoice","tr391005","PUR_20_TAX_9_10","",""
"","","","","","","","","","","base","refund","","PUR_20_BASE_9_10","",""
"","","","","","","","","","","tax","refund","tr391005","PUR_20_TAX_9_10","",""
"tr_p_wh_20_YDH","8","Purchasing Building Inspection Services","-18%","WH 20% (9/10) - YDH","-18.0","percent","","none","tr_tax_group_wh_18","base","invoice","","PUR_20_BASE_9_10","Yapı Denetim Hizmetleri","tax_excluded","l10n_tr_nilvera_einvoice_extended.l10n_tr_nilvera_einvoice_extended_account_tax_code_608"
"","","","","","","","","","","tax","invoice","tr391005","PUR_20_TAX_9_10","",""
"","","","","","","","","","","base","refund","","PUR_20_BASE_9_10","",""
"","","","","","","","","","","tax","refund","tr391005","PUR_20_TAX_9_10","",""
"tr_p_wh_20_FTKI","9","Purchasing Textile and Garment Works, Bag and Shoe Sewing Works and Intermediary Services for These Works","-14%","WH 20% (7/10) - FTKİ","-14.0","percent","","none","tr_tax_group_wh_14","base","invoice","","PUR_20_BASE_7_10","Fason Olarak Yaptırılan Tekstil ve Konfeksiyon İşleri, Çanta ve Ayakkabı Dikim İşleri ve Bu İşlere Aracılık Hizmetleri","tax_excluded","l10n_tr_nilvera_einvoice_extended.l10n_tr_nilvera_einvoice_extended_account_tax_code_609"
"","","","","","","","","","","tax","invoice","tr391005","PUR_20_TAX_7_10","",""
"","","","","","","","","","","base","refund","","PUR_20_BASE_7_10","",""
"","","","","","","","","","","tax","refund","tr391005","PUR_20_TAX_7_10","",""
"tr_p_wh_20_TMH","10","Purchasing Customer Finding / Taking Services to Tourist Shops","-18%","WH 20% (9/10) - TMH","-18.0","percent","","none","tr_tax_group_wh_18","base","invoice","","PUR_20_BASE_9_10","Turistik Mağazalara Verilen Müşteri Bulma / Götürme Hizmetleri","tax_excluded","l10n_tr_nilvera_einvoice_extended.l10n_tr_nilvera_einvoice_extended_account_tax_code_610"
"","","","","","","","","","","tax","invoice","tr391005","PUR_20_TAX_9_10","",""
"","","","","","","","","","","base","refund","","PUR_20_BASE_9_10","",""
"","","","","","","","","","","tax","refund","tr391005","PUR_20_TAX_9_10","",""
"tr_p_wh_20_SKGI","11","Purchasing Transactions Subject to Broadcasting, Advertising and Naming Rights Revenues of Sports Clubs","-18%","WH 20% (9/10) - SKGİ","-18.0","percent","","none","tr_tax_group_wh_18","base","invoice","","PUR_20_BASE_9_10","Spor Kulüplerinin Yayın, Reklam ve İsim Hakkı Gelirlerine Konu İşlemleri","tax_excluded","l10n_tr_nilvera_einvoice_extended.l10n_tr_nilvera_einvoice_extended_account_tax_code_611"
"","","","","","","","","","","tax","invoice","tr391005","PUR_20_TAX_9_10","",""
"","","","","","","","","","","base","refund","","PUR_20_BASE_9_10","",""
"","","","","","","","","","","tax","refund","tr391005","PUR_20_TAX_9_10","",""
"tr_p_wh_20_TH","12","Purchasing Cleaning Service","-18%","WH 20% (9/10) - TH","-18.0","percent","","none","tr_tax_group_wh_18","base","invoice","","PUR_20_BASE_9_10","Temizlik Hizmeti","tax_excluded","l10n_tr_nilvera_einvoice_extended.l10n_tr_nilvera_einvoice_extended_account_tax_code_612"
"","","","","","","","","","","tax","invoice","tr391005","PUR_20_TAX_9_10","",""
"","","","","","","","","","","base","refund","","PUR_20_BASE_9_10","",""
"","","","","","","","","","","tax","refund","tr391005","PUR_20_TAX_9_10","",""
"tr_p_wh_20_CBH","13","Purchasing Environmental and Garden Maintenance Services","-18%","WH 20% (9/10) - ÇBH","-18.0","percent","","none","tr_tax_group_wh_18","base","invoice","","PUR_20_BASE_9_10","Çevre ve Bahçe Bakım Hizmetleri","tax_excluded","l10n_tr_nilvera_einvoice_extended.l10n_tr_nilvera_einvoice_extended_account_tax_code_613"
"","","","","","","","","","","tax","invoice","tr391005","PUR_20_TAX_9_10","",""
"","","","","","","","","","","base","refund","","PUR_20_BASE_9_10","",""
"","","","","","","","","","","tax","refund","tr391005","PUR_20_TAX_9_10","",""
"tr_p_wh_20_STH","14","Purchasing Shuttle Transportation Service","-10%","WH 20% (5/10) - STH","-10.0","percent","","none","tr_tax_group_wh_10","base","invoice","","PUR_20_BASE_5_10","Servis Taşımacılığı Hizmeti","tax_excluded","l10n_tr_nilvera_einvoice_extended.l10n_tr_nilvera_einvoice_extended_account_tax_code_614"
"","","","","","","","","","","tax","invoice","tr391005","PUR_20_TAX_5_10","",""
"","","","","","","","","","","base","refund","","PUR_20_BASE_5_10","",""
"","","","","","","","","","","tax","refund","tr391005","PUR_20_TAX_5_10","",""
"tr_p_wh_20_BBH","15","Purchasing All Kinds of Printing and Printing Services","-14%","WH 20% (7/10) - BBH","-14.0","percent","","none","tr_tax_group_wh_14","base","invoice","","PUR_20_BASE_7_10","Her Türlü Baskı ve Basım Hizmetleri","tax_excluded","l10n_tr_nilvera_einvoice_extended.l10n_tr_nilvera_einvoice_extended_account_tax_code_615"
"","","","","","","","","","","tax","invoice","tr391005","PUR_20_TAX_7_10","",""
"","","","","","","","","","","base","refund","","PUR_20_BASE_7_10","",""
"","","","","","","","","","","tax","refund","tr391005","PUR_20_TAX_7_10","",""
"tr_p_wh_20_DH","16","Purchasing Other Services","-10%","WH 20% (5/10) - DH","-10.0","percent","","none","tr_tax_group_wh_10","base","invoice","","PUR_20_BASE_5_10","Diğer Hizmetler","tax_excluded","l10n_tr_nilvera_einvoice_extended.l10n_tr_nilvera_einvoice_extended_account_tax_code_616"
"","","","","","","","","","","tax","invoice","tr391005","PUR_20_TAX_5_10","",""
"","","","","","","","","","","base","refund","","PUR_20_BASE_5_10","",""
"","","","","","","","","","","tax","refund","tr391005","PUR_20_TAX_5_10","",""
"tr_p_wh_20_HMK","17","Purchasing Ingot Deliveries Obtained from Scrap Metal","-14%","WH 20% (7/10) - HMK","-14.0","percent","","none","tr_tax_group_wh_14","base","invoice","","PUR_20_BASE_7_10","Hurda Metalden Elde Edilen Külçe Teslimleri","tax_excluded","l10n_tr_nilvera_einvoice_extended.l10n_tr_nilvera_einvoice_extended_account_tax_code_617"
"","","","","","","","","","","tax","invoice","tr391005","PUR_20_TAX_7_10","",""
"","","","","","","","","","","base","refund","","PUR_20_BASE_7_10","",""
"","","","","","","","","","","tax","refund","tr391005","PUR_20_TAX_7_10","",""
"tr_p_wh_20_DMK","18","Purchasing Delivery of Copper, Zinc, Iron-Steel, Aluminum and Lead Ingots Other Than Those Obtained from Scrap Metal","-14%","WH 20% (7/10) - DMK","-14.0","percent","","none","tr_tax_group_wh_14","base","invoice","","PUR_20_BASE_7_10","Hurda Metalden Elde Edilenler Dışındaki Bakır, Çinko, Demir-Çelik, Alüminyum ve Kurşun Külçe Teslimi","tax_excluded","l10n_tr_nilvera_einvoice_extended.l10n_tr_nilvera_einvoice_extended_account_tax_code_618"
"","","","","","","","","","","tax","invoice","tr391005","PUR_20_TAX_7_10","",""
"","","","","","","","","","","base","refund","","PUR_20_BASE_7_10","",""
"","","","","","","","","","","tax","refund","tr391005","PUR_20_TAX_7_10","",""
"tr_p_wh_20_MUT","19","Purchasing Delivery of Copper, Zinc and Aluminum Products","-14%","WH 20% (7/10) - MÜT","-14.0","percent","","none","tr_tax_group_wh_14","base","invoice","","PUR_20_BASE_7_10","Bakır, Çinko ve Alüminyum Ürünlerinin Teslimi","tax_excluded","l10n_tr_nilvera_einvoice_extended.l10n_tr_nilvera_einvoice_extended_account_tax_code_619"
"","","","","","","","","","","tax","invoice","tr391005","PUR_20_TAX_7_10","",""
"","","","","","","","","","","base","refund","","PUR_20_BASE_7_10","",""
"","","","","","","","","","","tax","refund","tr391005","PUR_20_TAX_7_10","",""
"tr_p_wh_20_VHT","20","Purchasing Scrap and Waste Delivery of Those Who Waive the Exception","-14%","WH 20% (7/10) - VHT","-14.0","percent","","none","tr_tax_group_wh_14","base","invoice","","PUR_20_BASE_7_10","İstisnadan Vazgeçenlerin Hurda ve Atık Teslimi","tax_excluded","l10n_tr_nilvera_einvoice_extended.l10n_tr_nilvera_einvoice_extended_account_tax_code_620"
"","","","","","","","","","","tax","invoice","tr391005","PUR_20_TAX_7_10","",""
"","","","","","","","","","","base","refund","","PUR_20_BASE_7_10","",""
"","","","","","","","","","","tax","refund","tr391005","PUR_20_TAX_7_10","",""
"tr_p_wh_20_DLDT","21","Purchasing Delivery of Raw Materials Obtained from Metal, Plastic, Rubber, Paper and Glass Scrap and Wastel","-18%","WH 20% (9/10) - DLDT","-18.0","percent","","none","tr_tax_group_wh_18","base","invoice","","PUR_20_BASE_9_10","Metal, Plastik, Lastik, Kauçuk, Kağıt ve Cam Hurda ve Atıklardan Elde Edilen Hammadde Teslimi","tax_excluded","l10n_tr_nilvera_einvoice_extended.l10n_tr_nilvera_einvoice_extended_account_tax_code_621"
"","","","","","","","","","","tax","invoice","tr391005","PUR_20_TAX_9_10","",""
"","","","","","","","","","","base","refund","","PUR_20_BASE_9_10","",""
"","","","","","","","","","","tax","refund","tr391005","PUR_20_TAX_9_10","",""
"tr_p_wh_20_OUT","22","Purchasing Cotton, Mohair, Wool and Fleece, Raw Hide and Skin Deliveries","-18%","WH 20% (9/10) - OÜT","-18.0","percent","","none","tr_tax_group_wh_18","base","invoice","","PUR_20_BASE_9_10","Pamuk, Tiftik, Yün ve Yapağı İle Ham Post ve Deri Teslimleri","tax_excluded","l10n_tr_nilvera_einvoice_extended.l10n_tr_nilvera_einvoice_extended_account_tax_code_622"
"","","","","","","","","","","tax","invoice","tr391005","PUR_20_TAX_9_10","",""
"","","","","","","","","","","base","refund","","PUR_20_BASE_9_10","",""
"","","","","","","","","","","tax","refund","tr391005","PUR_20_TAX_9_10","",""
"tr_p_wh_20_AUT","23","Purchasing Delivery of Wood and Forest Products","-10%","WH 20% (5/10) - AÜT","-10.0","percent","","none","tr_tax_group_wh_10","base","invoice","","PUR_20_BASE_5_10","Ağaç ve Orman Ürünleri Teslimi","tax_excluded","l10n_tr_nilvera_einvoice_extended.l10n_tr_nilvera_einvoice_extended_account_tax_code_623"
"","","","","","","","","","","tax","invoice","tr391005","PUR_20_TAX_5_10","",""
"","","","","","","","","","","base","refund","","PUR_20_BASE_5_10","",""
"","","","","","","","","","","tax","refund","tr391005","PUR_20_TAX_5_10","",""
"tr_p_wh_20_YTH","24","Purchasing Freight Transport Service","-4.00%","WH 20% (2/10) - YTH","-4.0","percent","","none","tr_tax_group_wh_4","base","invoice","","PUR_20_BASE_2_10","Yük Taşımacılığı Hizmeti","tax_excluded","l10n_tr_nilvera_einvoice_extended.l10n_tr_nilvera_einvoice_extended_account_tax_code_624"
"","","","","","","","","","","tax","invoice","tr391005","PUR_20_TAX_2_10","",""
"","","","","","","","","","","base","refund","","PUR_20_BASE_2_10","",""
"","","","","","","","","","","tax","refund","tr391005","PUR_20_TAX_2_10","",""
"tr_p_wh_20_TRH","25","Purchasing Commercial Advertising Services","-6%","WH 20% (3/10) - TRH","-6.0","percent","","none","tr_tax_group_wh_6","base","invoice","","PUR_20_BASE_3_10","Ticari Reklam Hizmetleri","tax_excluded","l10n_tr_nilvera_einvoice_extended.l10n_tr_nilvera_einvoice_extended_account_tax_code_625"
"","","","","","","","","","","tax","invoice","tr391005","PUR_20_TAX_3_10","",""
"","","","","","","","","","","base","refund","","PUR_20_BASE_10_10","",""
"","","","","","","","","","","tax","refund","tr391005","PUR_20_TAX_3_10","",""
"tr_p_wh_20_DT","26","Purchasing Other Submissions","-4%","WH 20% (2/10) - DT","-4.0","percent","","none","tr_tax_group_wh_4","base","invoice","","PUR_20_BASE_2_10","Diğer Teslimler","tax_excluded","l10n_tr_nilvera_einvoice_extended.l10n_tr_nilvera_einvoice_extended_account_tax_code_626"
"","","","","","","","","","","tax","invoice","tr391005","PUR_20_TAX_2_10","",""
"","","","","","","","","","","base","refund","","PUR_20_BASE_2_10","",""
"","","","","","","","","","","tax","refund","tr391005","PUR_20_TAX_2_10","",""
"tr_p_wh_20_DCUT","27","Purchasing Delivery of Iron and Steel Products","-10%","WH 20% (5/10) - DÇÜT","-10.0","percent","","none","tr_tax_group_wh_10","base","invoice","","PUR_20_BASE_5_10","Demir-Çelik Ürünlerinin Teslimi","tax_excluded","l10n_tr_nilvera_einvoice_extended.l10n_tr_nilvera_einvoice_extended_account_tax_code_627"
"","","","","","","","","","","tax","invoice","tr391005","PUR_20_TAX_5_10","",""
"","","","","","","","","","","base","refund","","PUR_20_BASE_5_10","",""
"","","","","","","","","","","tax","refund","tr391005","PUR_20_TAX_5_10","",""
"tr_p_vat_wh_20_IMH","55","Purchase Construction Works and Engineering-Architecture and Survey-Project Services Performed Along with These Works","","WH 20% (4/10) - İMH","0.0","group","tr_p_wh_20_IMH,tr_p_20","purchase","tr_tax_group_kdv_20","","","","","Stopajlı Satın Alma KDVsi (4/10) Yapım İşleri İle Bu İşlerle Birlikte İfa Edilen Mühendislik-Mimarlık ve Etüt-Proje Hizmetleri","",""
"tr_p_vat_wh_20_PDH","56","Purchase Survey, Plan-Project, Consultancy, Audit and Similar Services","","WH 20% (9/10) - PDH","0.0","group","tr_p_wh_20_PDH,tr_p_20","purchase","tr_tax_group_kdv_20","","","","","Etüt, Plan-Proje, Danışmanlık, Denetim ve Benzeri Hizmetler","",""
"tr_p_vat_wh_20_MEBH","57","Purchase Renovation, Maintenance and Repair Services for Machinery, Equipment, Fixed Assets and Vehicles","","WH 20% (7/10) - MEBH","0.0","group","tr_p_wh_20_MEBH,tr_p_20","purchase","tr_tax_group_kdv_20","","","","","Makine, Teçhizat, Demirbaş ve Taşıtlara Ait Tadil, Bakım, Onarım Hizmetleri","",""
"tr_p_vat_wh_20_YSH","58","Purchase Food Service","","WH 20% (5/10) - YSH","0.0","group","tr_p_wh_20_YSH,tr_p_20","purchase","tr_tax_group_kdv_20","","","","","Yemek Servis Hizmeti","",""
"tr_p_vat_wh_20_OH","59","Purchase Organization Service","","WH 20% (5/10) - OH","0.0","group","tr_p_wh_20_OH,tr_p_20","purchase","tr_tax_group_kdv_20","","","","","Organizasyon Hizmeti","",""
"tr_p_vat_wh_20_ITH","60","Purchase Labor Supply Services","","WH 20% (9/10) - İTH","0.0","group","tr_p_wh_20_ITH,tr_p_20","purchase","tr_tax_group_kdv_20","","","","","İşgücü Temin Hizmetleri","",""
"tr_p_vat_wh_20_OGH","61","Purchase Private Security Service","","WH 20% (9/10) - ÖGH","0.0","group","tr_p_wh_20_OGH,tr_p_20","purchase","tr_tax_group_kdv_20","","","","","Özel Güvenlik Hizmeti","",""
"tr_p_vat_wh_20_YDH","62","Purchase Building Inspection Services","","WH 20% (9/10) - YDH","0.0","group","tr_p_wh_20_YDH,tr_p_20","purchase","tr_tax_group_kdv_20","","","","","Yapı Denetim Hizmetleri","",""
"tr_p_vat_wh_20_FTKI","63","Purchase Textile and Garment Works, Bag and Shoe Sewing Works and Intermediary Services for These Works","","WH 20% (7/10) - FTKİ","0.0","group","tr_p_wh_20_FTKI,tr_p_20","purchase","tr_tax_group_kdv_20","","","","","Fason Olarak Yaptırılan Tekstil ve Konfeksiyon İşleri, Çanta ve Ayakkabı Dikim İşleri ve Bu İşlere Aracılık Hizmetleri","",""
"tr_p_vat_wh_20_TMH","64","Purchase Customer Finding / Taking Services to Tourist Shops","","WH 20% (9/10) - TMH","0.0","group","tr_p_wh_20_TMH,tr_p_20","purchase","tr_tax_group_kdv_20","","","","","Turistik Mağazalara Verilen Müşteri Bulma / Götürme Hizmetleri","",""
"tr_p_vat_wh_20_SKGI","65","Purchase Transactions Subject to Broadcasting, Advertising and Naming Rights Revenues of Sports Clubs","","WH 20% (9/10) - SKGİ","0.0","group","tr_p_wh_20_SKGI,tr_p_20","purchase","tr_tax_group_kdv_20","","","","","Spor Kulüplerinin Yayın, Reklam ve İsim Hakkı Gelirlerine Konu İşlemleri","",""
"tr_p_vat_wh_20_TH","66","Purchase Cleaning Service","","WH 20% (9/10) - TH","0.0","group","tr_p_wh_20_TH,tr_p_20","purchase","tr_tax_group_kdv_20","","","","","Temizlik Hizmeti","",""
"tr_p_vat_wh_20_CBH","67","Purchase Environmental and Garden Maintenance Services","","WH 20% (9/10) - ÇBH","0.0","group","tr_p_wh_20_CBH,tr_p_20","purchase","tr_tax_group_kdv_20","","","","","Çevre ve Bahçe Bakım Hizmetleri","",""
"tr_p_vat_wh_20_STH","68","Purchase Shuttle Transportation Service","","WH 20% (5/10) - STH","0.0","group","tr_p_wh_20_STH,tr_p_20","purchase","tr_tax_group_kdv_20","","","","","Servis Taşımacılığı Hizmeti","",""
"tr_p_vat_wh_20_BBH","69","Purchase All Kinds of Printing and Printing Services","","WH 20% (7/10) - BBH","0.0","group","tr_p_wh_20_BBH,tr_p_20","purchase","tr_tax_group_kdv_20","","","","","Her Türlü Baskı ve Basım Hizmetleri","",""
"tr_p_vat_wh_20_DH","70","Purchase Other Services","","WH 20% (5/10) - DH","0.0","group","tr_p_wh_20_DH,tr_p_20","purchase","tr_tax_group_kdv_20","","","","","Diğer Hizmetler","",""
"tr_p_vat_wh_20_HMK","71","Purchase Ingot Deliveries Obtained from Scrap Metal","","WH 20% (7/10) - HMK","0.0","group","tr_p_wh_20_HMK,tr_p_20","purchase","tr_tax_group_kdv_20","","","","","Hurda Metalden Elde Edilen Külçe Teslimleri","",""
"tr_p_vat_wh_20_DMK","72","Purchase Delivery of Copper, Zinc, Iron-Steel, Aluminum and Lead Ingots Other Than Those Obtained from Scrap Metal","","WH 20% (7/10) - DMK","0.0","group","tr_p_wh_20_DMK,tr_p_20","purchase","tr_tax_group_kdv_20","","","","","Hurda Metalden Elde Edilenler Dışındaki Bakır, Çinko, Demir-Çelik, Alüminyum ve Kurşun Külçe Teslimi","",""
"tr_p_vat_wh_20_MUT","73","Purchase Delivery of Copper, Zinc and Aluminum Products","","WH 20% (7/10) - MÜT","0.0","group","tr_p_wh_20_MUT,tr_p_20","purchase","tr_tax_group_kdv_20","","","","","Bakır, Çinko ve Alüminyum Ürünlerinin Teslimi","",""
"tr_p_vat_wh_20_VHT","74","Purchase Scrap and Waste Delivery of Those Who Waive the Exception","","WH 20% (7/10) - VHT","0.0","group","tr_p_wh_20_VHT,tr_p_20","purchase","tr_tax_group_kdv_20","","","","","İstisnadan Vazgeçenlerin Hurda ve Atık Teslimi","",""
"tr_p_vat_wh_20_DLDT","75","Purchase Delivery of Raw Materials Obtained from Metal, Plastic, Rubber, Paper and Glass Scrap and Waste","","WH 20% (9/10) - DLDT","0.0","group","tr_p_wh_20_DLDT,tr_p_20","purchase","tr_tax_group_kdv_20","","","","","Metal, Plastik, Lastik, Kauçuk, Kağıt ve Cam Hurda ve Atıklardan Elde Edilen Hammadde Teslimi","",""
"tr_p_vat_wh_20_OUT","76","Purchase Cotton, Mohair, Wool and Fleece, Raw Hide and Skin Deliveries","","WH 20% (9/10) - OÜT","0.0","group","tr_p_wh_20_OUT,tr_p_20","purchase","tr_tax_group_kdv_20","","","","","Pamuk, Tiftik, Yün ve Yapağı İle Ham Post ve Deri Teslimleri","",""
"tr_p_vat_wh_20_AUT","77","Purchase Delivery of Wood and Forest Products","","WH 20% (5/10) - AÜT","0.0","group","tr_p_wh_20_AUT,tr_p_20","purchase","tr_tax_group_kdv_20","","","","","Ağaç ve Orman Ürünleri Teslimi","",""
"tr_p_vat_wh_20_YTH","78","Purchase Freight Transport Service","","WH 20% (2/10) - YTH","0.0","group","tr_p_wh_20_YTH,tr_p_20","purchase","tr_tax_group_kdv_20","","","","","Yük Taşımacılığı Hizmeti","",""
"tr_p_vat_wh_20_TRH","79","Purchase Commercial Advertising Services","","WH 20% (3/10) - TRH","0.0","group","tr_p_wh_20_TRH,tr_p_20","purchase","tr_tax_group_kdv_20","","","","","Ticari Reklam Hizmetleri","",""
"tr_p_vat_wh_20_DT","80","Purchase Other Submissions","","WH 20% (2/10) - DT","0.0","group","tr_p_wh_20_DT,tr_p_20","purchase","tr_tax_group_kdv_20","","","","","Diğer Teslimler","",""
"tr_p_vat_wh_20_DCUT","81","Purchase Delivery of Iron and Steel Products","","WH 20% (5/10) - DÇÜT","0.0","group","tr_p_wh_20_DCUT,tr_p_20","purchase","tr_tax_group_kdv_20","","","","","Demir-Çelik Ürünlerinin Teslimi","",""
