"id","name","code","account_type","reconcile","non_trade","name@ar","description","description@ar","tax_ids","depreciation_model_id","parent_id","active"
"sa_account_103018","Shipment Other Charges","120303","asset_current","False","","رسوم الشحن الأخرى","","","","","sa_account_120000",""
"sa_account_103020","Items Delivered to Customs","120304","asset_current","False","","العناصر التي تم تسليمها إلى الجمارك على قاعدة مؤقتة","","","","","sa_account_120000",""
"sa_account_103019","Handling Difference in Inventory","120400","asset_current","False","","التعامل مع الفرق في المخزون","","","","","sa_account_120000",""
"sa_account_130000","Prepayments","130000","asset_prepayments","False","","","","","","","","False"
"sa_account_130100","Prepaid Insurance","130100","asset_prepayments","False","","","","","","","sa_account_130000",""
"sa_account_104021","Prepaid Medical Insurance","130101","asset_prepayments","False","","التأمين الطبي المدفوع مسبقًا","","","","","sa_account_130000",""
"sa_account_104022","Prepaid Life Insurance","130102","asset_prepayments","False","","تأمين الحياة المدفوع مسبقًا","","","","","sa_account_130000",""
"sa_account_104024","Prepaid Other Insurance","130103","asset_prepayments","False","","تأمينات أخرى مدفوعة مسبقًا","","","","","sa_account_130000",""
"sa_account_130104","Prepaid Shipping Insurance","130104","asset_prepayments","False","","","","","","","sa_account_130000",""
"sa_account_104023","Prepaid Office Rent","130200","asset_prepayments","False","","إيجار مكتب مدفوع مسبقًا","","","","","sa_account_130000",""
"sa_account_104025","Prepaid License Fees","130300","asset_prepayments","False","","رسوم الترخيص المدفوعة مسبقًا","","","","","sa_account_130000",""
"sa_account_104026","Prepaid Maintenance","130400","asset_prepayments","False","","الصيانة المدفوعة مسبقًا","","","","","sa_account_130000",""
"sa_account_104027","Prepaid Site Hosting Fees","130500","asset_prepayments","False","","رسوم استضافة الموقع المدفوعة مسبقًا","","","","","sa_account_130000",""
"sa_account_104028","Prepaid Employees Housing","130600","asset_prepayments","False","","سكن الموظفين المدفوع مسبقًا","","","","","sa_account_130000",""
"sa_account_104029","Prepaid Schooling Fees","130700","asset_prepayments","False","","رسوم دراسية مدفوعة مسبقًا","","","","","sa_account_130000",""
"sa_account_104030","Prepaid Consultancy Fees","130800","asset_prepayments","False","","رسوم الاستشارة المدفوعة مسبقًا","","","","","sa_account_130000",""
"sa_account_104031","Prepaid Legal Fees","130900","asset_prepayments","False","","الرسوم القانونية المدفوعة مسبقًا","","","","","sa_account_130000",""
"sa_account_104032","Prepaid Sponsorship Fees","131000","asset_prepayments","False","","رسوم الرعاية المدفوعة مسبقًا","","","","","sa_account_130000",""
"sa_account_104033","Prepaid Advertisement Expenses","131100","asset_prepayments","False","","مصاريف الإعلان المدفوعة مسبقًا","","","","","sa_account_130000",""
"sa_account_104034","Prepaid Bank Guarantee","131200","asset_prepayments","False","","ضمان بنكي مدفوع مسبقًا","","","","","sa_account_130000",""
"sa_account_104035","Other Prepayments","131300","asset_prepayments","False","","مدفوعات مسبقة أخرى","","","","","sa_account_130000",""
"sa_account_104036","Prepaid Finance charge for Loans","131400","asset_prepayments","False","","رسوم التمويل المدفوعة مسبقًا للقروض","","","","","sa_account_130000",""
"sa_account_104020","Prepaid Expenses","131500","asset_prepayments","False","","مصروف مدفوع مسبقًا","","","","","sa_account_130000",""
"sa_account_140000","Short-Term Deposits","140000","asset_current","False","","","","","","","","False"
"sa_account_104037","Deposit - Office Rent","140100","asset_current","False","","وديعة - إيجار مكتب","","","","","sa_account_140000",""
"sa_account_104038","Deposits - Customs","140200","asset_current","False","","الودائع - الجمارك","","","","","sa_account_140000",""
"sa_account_104039","Deposit to Immigration (Visa)","140300","asset_current","False","","إيداع في دائرة الهجرة (فيزا)","","","","","sa_account_140000",""
"sa_account_104040","Deposit Others","140400","asset_current","False","","إيداع الآخرين","","","","","sa_account_140000",""
"sa_account_150000","Receivables","150000","asset_receivable","True","","","","","","","","False"
"sa_account_102011","Accounts Receivable","150100","asset_receivable","True","","الحسابات المستحقة","","","","","sa_account_150000",""
"sa_account_102012","Accounts Receivable (PoS)","150200","asset_receivable","True","","حسابات القبض (PoS)","","","","","sa_account_150000",""
"sa_account_102013","Post Dated Cheques Received","150300","asset_current","False","","تم استلام الشيكات المؤرخة لاحقًا","","","","","sa_account_150000",""
"sa_account_102014","Other Receivable","150400","asset_current","False","","مستحقات أخرى","","","","","sa_account_150000",""
"account_journal_payment_debit_account_id","Outstanding Receipts","150800","asset_current","True","","","","","","","sa_account_150000",""
"account_journal_payment_credit_account_id","Outstanding Payments","150900","asset_current","True","","","","","","","sa_account_150000",""
"sa_account_100103","VAT Receivable","151000","asset_receivable","True","True","ضريبة القيمة المضافة المدينة","","","","","sa_account_150000",""
"sa_account_102010","Withholding Receivable","151010","asset_receivable","True","True","ضريبة مستقطعة المدينة","","","","","sa_account_150000",""
"sa_account_104041","VAT Input","151100","asset_current","False","","مدخلات ضريبة القيمة المضافة","","","","","sa_account_150000",""
"sa_account_104043","Recoverable VAT Input - Reverse Charge","151102","asset_current","False","","مدخلات ضريبة القيمة المضافة","","","","","sa_account_150000",""
"sa_account_102015","Other Debtors","151200","asset_current","False","","المدينون الآخرون","","","","","sa_account_150000",""
"sa_account_160000","Cash & Cash Equivalents","160000","asset_cash","True","","","","","","","","False"
"sa_account_160100","Main Bank Account","160100","asset_cash","True","","","","","","","sa_account_160000",""
"sa_account_160101","Cash at Bank - Main SAR Operating Account","160101","asset_cash","True","","","","","","","sa_account_160000",""
"sa_account_160102","Cash at Bank - Main Foreign Currency Account","160102","asset_cash","True","","","","","","","sa_account_160000",""
"sa_account_160103","Bank Suspense Account","160103","asset_current","False","","","","","","","sa_account_160000",""
"sa_account_160200","Main Credit Card","160200","liability_credit_card","False","","","","","","","sa_account_160000",""
"sa_account_201032","Payment Gateway Credit Card","160300","liability_credit_card","False","","بطاقات الائتمان Gateway","","","","","sa_account_160000",""
"sa_account_160400","Payment Provider Account / Digital Wallet","160400","liability_credit_card","False","","","","","","","sa_account_160000",""
"sa_account_201033","Manual Visa & Master Cards","160500","liability_credit_card","False","","فيزا وماستر بطاقات","","","","","sa_account_160000",""
"sa_account_160600","Stripe Issuing","160600","asset_cash","False","","","","","","","sa_account_160000",""
"sa_account_170101","Funds in Transit","170101","asset_current","True","","","","","","","",""
"sa_account_200000","Non-current Liabilities","200000","liability_non_current","False","","","","","","","","False"
"sa_account_200100","Long-term Loans and Debts","200100","liability_non_current","False","","","","","","","sa_account_200000",""
"sa_account_200101","Vehicle Loans","200101","liability_non_current","False","","","","","","","sa_account_200000",""
"sa_account_210000","Tax & Statutory Liabilities and Provisions","210000","liability_current","False","","","","","","","","False"
"sa_account_201004","Accrued - Salaries","210100","liability_current","False","","المستحقات - الرواتب","","","","","sa_account_210000",""
"sa_account_201007","Accrued - Commissions","210101","liability_current","False","","المستحقات - العمولات","","","","","sa_account_210000",""
"sa_account_201009","Accrued - Staff Bonus","210102","liability_current","False","","مكافأة الموظفين المستحقة","","","","","sa_account_210000",""
"sa_account_201008","Accrued Salaries Increment","210103","liability_current","False","","زيادة الرواتب المستحقة","","","","","sa_account_210000",""
"sa_account_201010","Accrued Other Personnel Cost","210104","liability_current","False","","تكاليف الموظفين الأخرى المستحقة","","","","","sa_account_210000",""
"sa_account_201015","Accrued - Office Rent","210200","liability_current","False","","المستحق - إيجار المكتب","","","","","sa_account_210000",""
"sa_account_201011","Accrued - Utilities","210300","liability_current","False","","المستحقات - المرافق","","","","","sa_account_210000",""
"sa_account_201014","Accrued - Audit and Professional Fees","210400","liability_current","False","","المستحقات - رسوم التدقيق","","","","","sa_account_210000",""
"sa_account_201012","Accrued - Telephone","210500","liability_current","False","","المستحقات - الهاتف","","","","","sa_account_210000",""
"sa_account_201013","Accrued - Sponsorship","210600","liability_current","False","","مستحقات - رعاية","","","","","sa_account_210000",""
"sa_account_201016","Accrued Others","210700","liability_current","False","","مستحقات أخرى","","","","","sa_account_210000",""
"sa_account_210800","Accrued Customs Duties","210800","liability_current","False","","","","","","","sa_account_210000",""
"sa_account_201020","Withholding Tax Payable","210810","liability_current","False","","ضريبة الاستقطاع المستحقة","","","","","sa_account_210000",""
"sa_account_201035","Outstanding Withholding","210820","liability_current","True","","ضريبة مستقطعة مستحقة","","","","","sa_account_210000",""
"sa_account_201030","Base Tax Received","210830","liability_current","False","","ضريبة القيمة المضافة المستحقة","","","","","sa_account_210000",""
"sa_account_201019","ZAKAT Provision","210900","liability_current","False","","أحكام الزكاة","","","","","sa_account_210000",""
"sa_account_201002","Payables","220000","liability_payable","True","","مستحقات الدفع","","","","","",""
"sa_account_201006","Leave Days Provision","220100","liability_current","False","","أحكام أيام الإجازة","","","","","sa_account_201002",""
"sa_account_201005","Leave Tickets Provision","220101","liability_current","False","","توفير تذاكر المغادرة","","","","","sa_account_201002",""
"sa_account_202001","End of Service Provision","220102","liability_non_current","False","","أحكام نهاية الخدمة","","","","","sa_account_201002",""
"sa_account_201022","GOSI Employee Payable","220103","liability_payable","True","","القيمة المستحقة للتأمينات الإجتماعية","","","","","sa_account_201002",""
"sa_account_201017","VAT Output","220200","liability_current","False","","مخرجات ضريبة القيمة المضافة","","","","","sa_account_201002",""
"sa_account_220201","VAT Output - Postponed Payment","220201","liability_current","False","","","","","","","sa_account_201002",""
"sa_account_201018","Deferred income","230000","liability_current","False","","الدخل المؤجل","","","","","",""
"sa_account_230101","Non-trade Payables","230101","liability_payable","True","","","","","","","sa_account_201018",""
"sa_account_201003","Credit Notes to Customers","230102","liability_current","False","","مذكرات الائتمان للعملاء","","","","","sa_account_201018",""
"sa_account_202003","VAT Payable","230200","liability_payable","True","True","ضريبة القيمة المضافة المستحقة","","","","","sa_account_201018",""
"sa_account_240000","Accrued Expenses","240000","liability_current","False","","","","","","","","False"
"sa_account_240200","Deferred Revenues - Other","240200","liability_current","False","","","","","","","sa_account_240000",""
"sa_account_400000","Cost of Goods Sold","400000","expense_direct_cost","False","","","","","","","","False"
"sa_account_400001","Cost of Goods Sold in Trading","400100","expense_direct_cost","False","","تكلفة البضائع المباعة في التداول","Expenses for purchasing goods held for resale in trading activities.","نفقات شراء البضائع المحتفظ بها لإعادة بيعها في الأنشطة التجارية.","","","sa_account_400000",""
"sa_account_400002","Cost Of Goods Sold I/C Sales","400200","expense_direct_cost","False","","تكلفة البضائع المباعة I/C المبيعات","Expenses for goods sold through intercompany transactions.","نفقات البضائع المباعة من خلال المعاملات بين الشركات.","","","sa_account_400000",""
"sa_account_400063","Raw materials","400400","expense","False","","مواد خام","All goods purchased as raw materials used by your activity","كافة السلع التي تم شراؤها كمواد خام المستخدمة في أنشطتك","","","sa_account_400000",""
"sa_account_400064","Consumables","400500","expense","False","","المواد الاستهلاكية","Consumables bought and used in the context of your activity","المواد الاستهلاكية التي تم شراؤها واستخدامها في سياق نشاطك","","","sa_account_400000",""
"sa_account_400065","Studies & works","400600","expense","False","","الدراسات والأعمال","Compensation and fees paid to other parties","التعويضات والرسوم المدفوعة لأطراف أخرى","","","sa_account_400000",""
"sa_account_400066","General subcontracting","400700","expense","False","","المقاولات العامة من الباطن","Compensation and fees with other partners that act as subcontractors or consultants for your activity","التعويضات والرسوم مع الشركاء الآخرين الذين يعملون كمتعاقدين من الباطن أو مستشارين لنشاطك","","","sa_account_400000",""
"sa_account_400070","Goods for resale","400800","expense","False","","بضائع لإعادة البيع","Goods you buy to resale later, as part of your activity","البضائع التي تشتريها لإعادة بيعها لاحقًا، كجزء من نشاطك","","","sa_account_400000",""
"sa_account_410000","Personnel Costs","410000","expense","False","","","","","","","","False"
"sa_account_400003","Basic Salary","410100","expense","False","","الراتب الأساسي","Fixed monthly compensation paid to employees as part of their employment contract","تعويض شهري ثابت يُدفع للموظفين كجزء من عقد عملهم","","","sa_account_410000",""
"sa_account_400004","Housing Allowance","410200","expense","False","","بدل السكن","Fixed monthly amount provided to employees to cover housing or rental expenses as part of their total compensation package.","مبلغ شهري ثابت يتم تقديمه للموظفين لتغطية نفقات السكن أو الإيجار كجزء من حزمة التعويضات الإجمالية الخاصة بهم.","","","sa_account_410000",""
"sa_account_400005","Transportation Allowance","410300","expense","False","","بدل النقل","Fixed monthly amount provided to employees to cover commuting expenses between their residence and workplace.","مبلغ شهري ثابت يتم تقديمه للموظفين لتغطية نفقات التنقل بين مكان إقامتهم ومكان عملهم.","","","sa_account_410000",""
"sa_account_400012","Staff Other Allowances","410400","expense","False","","بدلات أخرى للموظفين","Compensation costs for employees and manual workers employed by the company","تكاليف التعويض للموظفين والعمال اليدويين العاملين لدى الشركة","","","sa_account_410000",""
"sa_account_400011","Sales Commission","410500","expense","False","","عمولة المبيعات","Commission paid to employees based on achieved sales targets.","يتم دفع العمولة للموظفين على أساس أهداف المبيعات المحققة.","","","sa_account_410000",""
"sa_account_400091","Employee Other Benefits","410600","expense","False","","مصروفات الموظفين الأخرى","Expenses incurred on behalf of employees that are not part of regular compensation or allowances.","المصروفات التي يتم تكبدها نيابةً عن الموظفين والتي لا تُعد جزءًا من التعويضات أو البدلات العادية.","","","sa_account_410000",""
"sa_account_400007","Leave Salary","410700","expense","False","","راتب الإجازة","The salary paid to an employee during their approved leave period, such as annual or earned leave","الراتب المدفوع للموظف خلال فترة إجازته المعتمدة، مثل الإجازة السنوية أو المستحقة","","","sa_account_410000",""
"sa_account_400006","Leave Ticket","410800","expense","False","","تذكرة المغادرة","An allowance or reimbursement provided to employees to cover travel expenses for annual leave","بدل أو تعويض يُقدم للموظفين لتغطية نفقات السفر للإجازة السنوية","","","sa_account_410000",""
"sa_account_400061","Social Security","410900","expense","False","","الضمان الاجتماعي","All fees related to pension plans and social security contributions","جميع الرسوم المتعلقة بخطة مَعاش ومساهمات الضمان الاجتماعي.","","","sa_account_410000",""
"sa_account_400010","Life Insurance","411000","expense","False","","تأمين على الحياة","Cost of providing life insurance coverage to employees.","تكلفة توفير تغطية التأمين على الحياة للموظفين.","","","sa_account_410000",""
"sa_account_400009","Medical Insurance","411100","expense","False","","التأمين الطبي","Cost of providing health insurance to employees and their dependents.","تكلفة توفير التأمين الصحي للموظفين وأفراد أسرهم.","","","sa_account_410000",""
"sa_account_411200","Hiring & Mobilization","411200","expense","False","","","","","","","sa_account_410000",""
"sa_account_400014","Visa Expenses","411300","expense","False","","نفقات التأشيرة","Costs related to employee visa processing and renewals","التكاليف المتعلقة بمعالجة تأشيرات الموظفين وتجديدها","","","sa_account_410000",""
"sa_account_400030","Sponsorship Fees","411400","expense","False","","رسوم الرعاية","Costs related to sponsoring events, organizations, or individuals for promotional purposes.","التكاليف المتعلقة برعاية الأحداث أو المنظمات أو الأفراد لأغراض ترويجية.","","","sa_account_410000",""
"sa_account_400013","Uniform","411500","expense","False","","زي مُوحد","Cost of uniforms provided to employees for work purposes.","نفقات زي الموظفين والملابس ذات الصلة.","","","sa_account_410000",""
"sa_account_400041","Staff Development & Training","411600","expense","False","","تمرين","Training fees not including food and drinks","رسوم التدريب لا تشمل الطعام والمشروبات","","","sa_account_410000",""
"sa_account_400015","Personnel Cost Others","411700","expense","False","","تكاليف الموظفين الآخرين","Company's personel costs excluding compensations, contributions and vouchers","تكاليف الموظفين للشركة باستثناء التعويضات والمساهمات والقسائم","","","sa_account_410000",""
"sa_account_400008","End Of Service Indemnity","411900","expense","False","","تعويض نهاية الخدمة","The lump-sum amount paid to an employee upon termination of service","المبلغ الإجمالي المدفوع للموظف عند انتهاء الخدمة","","","sa_account_410000",""
"sa_account_400090","Salary Deductions","412000","expense","False","","خصومات الرواتب","Deductions applied to employee salaries due to absence, penalties, or authorized adjustments.","الخصومات المطبقة على رواتب الموظفين بسبب الغياب أو الجزاءات أو التعديلات المصرح بها.","","","sa_account_410000",""
"sa_account_420000","Administrative costs","420000","expense","False","","","","","","","","False"
"sa_account_400016","Office Rent","420100","expense","False","","إيجار المكتب","Rental fees related to your workplace","رسوم الإيجار المتعلقة بمكان عملك","","","sa_account_420000",""
"sa_account_400075","Office Supplies","420200","expense","False","","اللوازم المكتبية","Various supplies bought for your workplace or office, like pencils, paper etc","اللوازم المتنوعة التي تم شراؤها لمكان عملك أو مكتبك، مثل أقلام الرصاص والورق وما إلى ذلك","","","sa_account_420000",""
"sa_account_400076","Office services","420300","expense","False","","خدمات المكتب","All expenses made for your office or workplace that are not material goods","جميع النفقات التي تم إنفاقها على مكتبك أو مكان عملك والتي ليست سلعًا مادية","","","sa_account_420000",""
"sa_account_101060","Customs","420400","expense","False","","ضريبة القيمة المضافة المدفوعة للجمارك","","","","","sa_account_420000",""
"sa_account_400017","Warehouse Rent","420500","expense","False","","إيجار المستودع","Rental expenses for warehouse facilities used for storage.","تكاليف إيجار المرافق المستودعية المستخدمة للتخزين.","","","sa_account_420000",""
"sa_account_400018","Water & Electricity","420600","expense","False","","المياه والكهرباء","Bills from your water and energy suppliers","الفواتير من موردي المياه والطاقة لديك","","","sa_account_420000",""
"sa_account_400019","Other Utility Charges","420700","expense","False","","رسوم المرافق الأخرى","Expenses for additional utilities such as gas, sewage, or waste disposal.","تكاليف المرافق الإضافية مثل الغاز أو الصرف الصحي أو التخلص من النفايات.","","","sa_account_420000",""
"sa_account_400020","Telephone","420800","expense","False","","الهاتف والإنترنت","Internet or phone bills incurred.","فواتير الإنترنت أو الهاتف المستحقة","","","sa_account_420000",""
"sa_account_400023","Others - Communication","420900","expense","False","","آخرون - التواصل","Expenses for communication services not classified elsewhere (messaging apps, conferencing tools)","نفقات خدمات الاتصالات غير المصنفة في مكان آخر (تطبيقات المراسلة وأدوات المؤتمرات)","","","sa_account_420000",""
"sa_account_421000","Website Hosting Fees","421000","expense","False","","","","","","","sa_account_420000",""
"sa_account_400042","Maintenance","421100","expense","False","","صيانة","Expenses for upkeep and repairs of equipment and facilities.","مصاريف صيانة وإصلاح المعدات والمرافق.","","","sa_account_420000",""
"sa_account_400043","Security & Guard","421200","expense","False","","الأمن والحراسة","Expenses related to security services and guarding premises.","النفقات المتعلقة بخدمات الأمن وحراسة الأماكن.","","","sa_account_420000",""
"sa_account_400078","Software","421300","expense","False","","برمجة","Licenses or computer services (like repairs or upgrades)","التراخيص أو خدمات الكمبيوتر (مثل الإصلاحات أو الترقيات)","","","sa_account_420000",""
"sa_account_400044","Cleaning","421400","expense","False","","تنظيف","Expenses for cleaning services and supplies for office or premises.","مصاريف خدمات التنظيف ولوازمها للمكاتب أو المباني.","","","sa_account_420000",""
"sa_account_400047","Kitchen and Buffet Expenses","421500","expense","False","","مصاريف المطبخ والبوفيه","Costs for pantry supplies, kitchen items, and buffet services.","تكاليف لوازم المخزن وأدوات المطبخ وخدمات البوفيه.","","","sa_account_420000",""
"sa_account_400087","Bar & Restaurant","421600","expense","False","","بار ومطعم","Expenses incurred when eating or drinking at bars or restaurants","النفقات المتكبدة عند تناول الطعام أو الشراب في الحانات أو المطاعم","","","sa_account_420000",""
"sa_account_400045","Subscriptions","421700","expense","False","","الاشتراكات","Fees for magazines, software, or professional memberships.","رسوم المجلات، أو البرامج، أو العضويات المهنية.","","","sa_account_420000",""
"sa_account_400050","Others - Office Various Expenses","421800","expense","False","","آخرون - مصاريف مكتبية متنوعة","Expenses related to the maintenance of your worplace, like repair or cleaning fees","الخدمات المتعلقة بصيانة مكان عملك، مثل رسوم الإصلاح أو التنظيف","","","sa_account_420000",""
"sa_account_400029","Audit Fees","421900","expense","False","","رسوم التدقيق","Bills from your accountant or accounting firm","الفواتير من المحاسب الخاص بك أو شركة المحاسبة","","","sa_account_420000",""
"sa_account_400031","Legal fees","422000","expense","False","","الرسوم القانونية","Bills from lawyers, fees paid to the justice system","فواتير المحامين والرسوم المدفوعة لنظام العدالة","","","sa_account_420000",""
"sa_account_400079","Administration fees","422100","expense","False","","رسوم الإدارة","Services incurred for the administration of your business (excluding supplies)","الخدمات المتكبدة لإدارة عملك (باستثناء الإمدادات)","","","sa_account_420000",""
"sa_account_400080","Membership fees","422200","expense","False","","رسوم العضوية","Subscriptions to clubs and associations related to your business","الاشتراكات في الأندية والجمعيات ذات الصلة بعملك","","","sa_account_420000",""
"sa_account_400032","Trade License Fees","422300","expense","False","","رسوم الترخيص التجاري","Government fees paid to obtain or renew the company's trade license to legally operate.","الرسوم الحكومية المدفوعة للحصول على أو تجديد الترخيص التجاري للشركة للعمل بشكل قانوني.","","","sa_account_420000",""
"sa_account_400033","Others - Professional Fees","422400","expense","False","","آخرون - الرسوم المهنية","Fees paid to external professionals for legal, consulting, or advisory services not classified elsewhere.","الرسوم المدفوعة للمتخصصين الخارجيين مقابل الخدمات القانونية أو الاستشارية أو الاستشارية غير المصنفة في مكان آخر.","","","sa_account_420000",""
"sa_account_400067","Consultancy Fees","422500","expense","False","","رسوم الاستشارات","Fees paid to external consultants for professional advisory services","الرسوم المدفوعة للمستشارين الخارجيين مقابل الخدمات الاستشارية المهنية","","","sa_account_420000",""
"sa_account_400024","Air tickets","422600","expense","False","","تذاكر الطيران","All expenses related to travel by plane","جميع النفقات المتعلقة بالسفر بالطائرة","","","sa_account_420000",""
"sa_account_400025","Hotel","422700","expense","False","","الفندق","Hotel or B&B bills incurred during business trips","فواتير الفنادق أو المبيت والإفطار المتكبدة أثناء رحلات العمل","","","sa_account_420000",""
"sa_account_400085","Public Transportation","422800","expense","False","","المواصلات العامة","Travel expenses done using public transportation (metro, bus, tramways, ...)","مصاريف السفر التي تتم باستخدام وسائل النقل العام (المترو، الحافلة، الترام، ...)","","","sa_account_420000",""
"sa_account_400026","Meals","422900","expense","False","","الوجبات","Food or drinks incurred outside of bars or restaurants, like receptions, canteen and food delivery, etc","الأطعمة والمشروبات التي يتم تناولها خارج الحانات أو المطاعم، مثل حفلات الاستقبال والكافتيريا وتوصيل الطعام، وما إلى ذلك","","","sa_account_420000",""
"sa_account_400027","Per Diem","423100","expense","False","","بدل يومي","Daily allowance paid to employees for meals and incidental expenses during business travel.","بدل يومي يُدفع للموظفين مقابل الوجبات والنفقات الطارئة أثناء السفر للعمل.","","","sa_account_420000",""
"sa_account_423200","Management & Administrative Training","423200","expense","False","","","","","","","sa_account_420000",""
"sa_account_400048","Vehicle Expenses","423300","expense","False","","مصاريف السيارة","Expenses made for the repair and maintenance of a vehicle","النفقات التي تم تكبدها لإصلاح وصيانة المركبة","","","sa_account_420000",""
"sa_account_400074","Vehicle rent","423310","expense","False","","تأجير المركبات","Rental of cars, including shared services, but excluding leasing","تأجير السيارات، بما في ذلك الخدمات المشتركة، باستثناء التأجير طويل الأجل ","","","sa_account_420000",""
"sa_account_400077","Fuel","423320","expense","False","","وقود","All fuel expenses for a car","جميع تكاليف الوقود للسيارة","","","sa_account_420000",""
"sa_account_400049","Convoyance Expenses","423400","expense","False","","نفقات المرافقة","Travel reimbursements for staff using personal transport for business purposes.","تعويضات السفر للموظفين الذين يستخدمون وسائل النقل الشخصية لأغراض العمل.","","","sa_account_420000",""
"sa_account_400040","Insurance","423500","expense","False","","تأمين","Covers premiums paid for general business insurance policies.","يغطي أقساط التأمين المدفوعة لسياسات التأمين التجارية العامة.","","","sa_account_420000",""
"sa_account_400081","Fire insurance","423510","expense","False","","تأمين ضد الحريق","Fees related to insurance to protect your property (building and content) against fire or other natural catastrophies","الرسوم المتعلقة بالتأمين لحماية ممتلكاتك (المبنى والمحتويات) ضد الحرائق أو الكوارث الطبيعية الأخرى","","","sa_account_420000",""
"sa_account_400082","Professional insurance","423520","expense","False","","التأمين المهني","All fees related to insurance taken in the context of your business","جميع الرسوم المتعلقة بالتأمين المتخذة في سياق عملك","","","sa_account_420000",""
"sa_account_400083","Legal protection insurance","423530","expense","False","","تأمين الحماية القانونية","Insurance against legal costs incurred in the context of your activity","التأمين ضد التكاليف القانونية المتكبدة في سياق نشاطك","","","sa_account_420000",""
"sa_account_400084","Professional Liability insurance","423540","expense","False","","تأمين المسؤولية المهنية","Insurance for damage caused to third parties","التأمين ضد الأضرار التي تلحق بالغير","","","sa_account_420000",""
