id,code_prefix_start,code_prefix_end,name,chart_template_id/id
account_group_221,221,,"Land, fixtures and fitting-outs and buildings",l10n_lu.lu_2011_chart_1
account_group_2211,2211,,"Land",l10n_lu.lu_2011_chart_1
account_group_22111,22111,,"Land in Luxembourg",l10n_lu.lu_2011_chart_1
account_group_221111,221111,,"Developed land",l10n_lu.lu_2011_chart_1
account_group_221112,221112,,"Property rights and similar",l10n_lu.lu_2011_chart_1
account_group_221118,221118,,"Other land",l10n_lu.lu_2011_chart_1
account_group_22112,22112,,"Land in foreign countries",l10n_lu.lu_2011_chart_1
account_group_2212,2212,,"Fixtures and fittings-out of land",l10n_lu.lu_2011_chart_1
account_group_22121,22121,,"Fixtures and fitting-outs of land in Luxembourg",l10n_lu.lu_2011_chart_1
account_group_22122,22122,,"Fixtures and fitting-outs of land in foreign countries",l10n_lu.lu_2011_chart_1
account_group_2213,2213,,"Buildings",l10n_lu.lu_2011_chart_1
account_group_22131,22131,,"Buildings in Luxembourg",l10n_lu.lu_2011_chart_1
account_group_221311,221311,,"Residential buildings",l10n_lu.lu_2011_chart_1
account_group_221312,221312,,"Non-residential buildings",l10n_lu.lu_2011_chart_1
account_group_221313,221313,,"Mixed-use buildings",l10n_lu.lu_2011_chart_1
account_group_221318,221318,,"Other buildings",l10n_lu.lu_2011_chart_1
account_group_22132,22132,,"Buildings in foreign countries",l10n_lu.lu_2011_chart_1
account_group_2214,2214,,"Fixtures and fitting-outs of buildings",l10n_lu.lu_2011_chart_1
account_group_22141,22141,,"Fixtures and fitting-outs of buildings in Luxembourg",l10n_lu.lu_2011_chart_1
account_group_22142,22142,,"Fixtures and fitting-outs of buildings in foreign countries",l10n_lu.lu_2011_chart_1
account_group_2215,2215,,"Investment properties",l10n_lu.lu_2011_chart_1
account_group_22151,22151,,"Investment properties in Luxembourg",l10n_lu.lu_2011_chart_1
account_group_22152,22152,,"Investment properties in foreign countries",l10n_lu.lu_2011_chart_1
account_group_222,222,,"Plant and machinery",l10n_lu.lu_2011_chart_1
account_group_2221,2221,,"Plant",l10n_lu.lu_2011_chart_1
account_group_2222,2222,,"Machinery",l10n_lu.lu_2011_chart_1
account_group_223,223,,"Other fixtures and fittings, tools and equipment (including rolling stock)",l10n_lu.lu_2011_chart_1
account_group_2231,2231,,"Transportation and handling equipment",l10n_lu.lu_2011_chart_1
account_group_2232,2232,,"Motor vehicles",l10n_lu.lu_2011_chart_1
account_group_2233,2233,,"Tools",l10n_lu.lu_2011_chart_1
account_group_2234,2234,,"Furniture",l10n_lu.lu_2011_chart_1
account_group_2235,2235,,"Computer equipment",l10n_lu.lu_2011_chart_1
account_group_2236,2236,,"Livestock",l10n_lu.lu_2011_chart_1
account_group_2237,2237,,"Returnable packaging",l10n_lu.lu_2011_chart_1
account_group_2238,2238,,"Other fixtures",l10n_lu.lu_2011_chart_1
account_group_224,224,,"Down payments and tangible fixed assets under development",l10n_lu.lu_2011_chart_1
account_group_2241,2241,,"Land, fitting-outs and buildings",l10n_lu.lu_2011_chart_1
account_group_22411,22411,,"Land, fitting-outs and buildings in Luxembourg",l10n_lu.lu_2011_chart_1
account_group_22412,22412,,"Land, fitting-outs and buildings in foreign countries",l10n_lu.lu_2011_chart_1
account_group_2242,2242,,"Plant and machinery",l10n_lu.lu_2011_chart_1
account_group_2243,2243,,"Other fixtures and fittings, tools and equipment (including rolling stock)",l10n_lu.lu_2011_chart_1
account_group_23,23,,"Financial fixed assets",l10n_lu.lu_2011_chart_1
account_group_231,231,,"Shares in affiliated undertakings",l10n_lu.lu_2011_chart_1
account_group_232,232,,"Amounts owed by affiliated undertakings",l10n_lu.lu_2011_chart_1
account_group_233,233,,"Participating interests",l10n_lu.lu_2011_chart_1
account_group_234,234,,"Amounts owed by undertakings with which the undertaking is linked by virtue of participating interests",l10n_lu.lu_2011_chart_1
account_group_235,235,,"Securities held as fixed assets",l10n_lu.lu_2011_chart_1
account_group_2351,2351,,"Securities held as fixed assets (equity right)",l10n_lu.lu_2011_chart_1
account_group_23511,23511,,"Shares or corporate units",l10n_lu.lu_2011_chart_1
account_group_235111,235111,,"Listed shares",l10n_lu.lu_2011_chart_1
account_group_235112,235112,,"Unlisted shares",l10n_lu.lu_2011_chart_1
account_group_23518,23518,,"Other securities held as fixed assets (equity right)",l10n_lu.lu_2011_chart_1
account_group_2352,2352,,"Securities held as fixed assets (creditor's right)",l10n_lu.lu_2011_chart_1
account_group_23521,23521,,"Debentures",l10n_lu.lu_2011_chart_1
account_group_23528,23528,,"Other securities held as fixed assets (creditor's right)",l10n_lu.lu_2011_chart_1
account_group_2353,2353,,"Shares of collective investment funds",l10n_lu.lu_2011_chart_1
account_group_2358,2358,,"Other securities held as fixed assets",l10n_lu.lu_2011_chart_1
account_group_236,236,,"Loans, deposits and claims held as fixed assets",l10n_lu.lu_2011_chart_1
account_group_2361,2361,,"Loans",l10n_lu.lu_2011_chart_1
account_group_2362,2362,,"Deposits and guarantees paid",l10n_lu.lu_2011_chart_1
account_group_2363,2363,,"Long-term receivables",l10n_lu.lu_2011_chart_1
account_group_3,3,,"INVENTORIES ACCOUNTS",l10n_lu.lu_2011_chart_1
account_group_30,30,,"Inventories of raw materials and consumables",l10n_lu.lu_2011_chart_1
account_group_301,301,,"Inventories of raw materials",l10n_lu.lu_2011_chart_1
account_group_303,303,,"Inventories of consumable materials and supplies",l10n_lu.lu_2011_chart_1
account_group_304,304,,"Inventories of packaging",l10n_lu.lu_2011_chart_1
account_group_31,31,,"Inventories of work and contracts in progress",l10n_lu.lu_2011_chart_1
account_group_311,311,,"Inventories of work in progress",l10n_lu.lu_2011_chart_1
account_group_312,312,,"Contracts in progress - goods",l10n_lu.lu_2011_chart_1
account_group_313,313,,"Contracts in progress - services",l10n_lu.lu_2011_chart_1
account_group_314,314,,"Buildings under construction",l10n_lu.lu_2011_chart_1
account_group_315,315,,"Down payments received on inventories of work and on contracts in progress",l10n_lu.lu_2011_chart_1
account_group_32,32,,"Inventories of goods",l10n_lu.lu_2011_chart_1
account_group_321,321,,"Inventories of finished goods",l10n_lu.lu_2011_chart_1
account_group_322,322,,"Inventories of semi-finished goods",l10n_lu.lu_2011_chart_1
account_group_323,323,,"Inventories of residual goods (waste, rejected and recuperable material)",l10n_lu.lu_2011_chart_1
account_group_36,36,,"Inventories of merchandises and other goods for resale",l10n_lu.lu_2011_chart_1
account_group_361,361,,"Inventories of merchandise",l10n_lu.lu_2011_chart_1
account_group_362,362,,"Inventories of land for resale",l10n_lu.lu_2011_chart_1
account_group_3621,3621,,"Inventories of land for resale in Luxembourg",l10n_lu.lu_2011_chart_1
account_group_3622,3622,,"Inventories of land for resale in foreign countries",l10n_lu.lu_2011_chart_1
account_group_363,363,,"Inventories of buildings for resale",l10n_lu.lu_2011_chart_1
account_group_3631,3631,,"Inventories of buildings for resale in Luxembourg",l10n_lu.lu_2011_chart_1
account_group_3632,3632,,"Inventories of buildings for resale in foreign countries",l10n_lu.lu_2011_chart_1
account_group_37,37,,"Down payments on account on inventories",l10n_lu.lu_2011_chart_1
account_group_4,4,,"DEBTORS AND CREDITORS",l10n_lu.lu_2011_chart_1
account_group_40,40,,"Trade receivables (Receivables from sales and rendering of services)",l10n_lu.lu_2011_chart_1
account_group_401,401,,"Trade receivables due and payable within one year",l10n_lu.lu_2011_chart_1
account_group_4011,4011,,"Customers",l10n_lu.lu_2011_chart_1
account_group_4012,4012,,"Customers - Receivable bills of exchange",l10n_lu.lu_2011_chart_1
account_group_4013,4013,,"Doubtful or disputed customers",l10n_lu.lu_2011_chart_1
account_group_4014,4014,,"Customers - Unbilled sales",l10n_lu.lu_2011_chart_1
account_group_4015,4015,,"Customers with a credit balance",l10n_lu.lu_2011_chart_1
account_group_4019,4019,,"Value adjustments",l10n_lu.lu_2011_chart_1
account_group_402,402,,"Trade receivables due and payable after more than one year",l10n_lu.lu_2011_chart_1
account_group_4021,4021,,"Customers",l10n_lu.lu_2011_chart_1
account_group_4025,4025,,"Customers with creditor balance",l10n_lu.lu_2011_chart_1
account_group_4029,4029,,"Value adjustments",l10n_lu.lu_2011_chart_1
account_group_41,41,,"Amounts owed by affiliated undertakings and by undertakings with which the undertaking is linked by virtue of participating interests",l10n_lu.lu_2011_chart_1
account_group_411,411,,"Amounts owed by affiliated undertakings",l10n_lu.lu_2011_chart_1
account_group_4111,4111,,"Amounts owed by affiliated undertakings receivable within one year",l10n_lu.lu_2011_chart_1
account_group_41111,41111,,"Trade receivables",l10n_lu.lu_2011_chart_1
account_group_41112,41112,,"Loans and advances",l10n_lu.lu_2011_chart_1
account_group_41118,41118,,"Other receivables",l10n_lu.lu_2011_chart_1
account_group_41119,41119,,"Value adjustments",l10n_lu.lu_2011_chart_1
account_group_4112,4112,,"Amounts owed by affiliated undertakings receivable after more than one year",l10n_lu.lu_2011_chart_1
account_group_41121,41121,,"Trade receivables",l10n_lu.lu_2011_chart_1
account_group_41122,41122,,"Loans and advances",l10n_lu.lu_2011_chart_1
account_group_41128,41128,,"Other receivables",l10n_lu.lu_2011_chart_1
account_group_41129,41129,,"Value adjustments",l10n_lu.lu_2011_chart_1
account_group_412,412,,"Amounts owed by undertakings with which the undertaking is linked by virtue of participating interests",l10n_lu.lu_2011_chart_1
account_group_4121,4121,,"Amounts owed by undertakings with which the undertaking is linked by virtue of participating interests receivable within one year",l10n_lu.lu_2011_chart_1
account_group_41211,41211,,"Trade receivables",l10n_lu.lu_2011_chart_1
account_group_41212,41212,,"Loans and advances",l10n_lu.lu_2011_chart_1
account_group_41218,41218,,"Other receivables",l10n_lu.lu_2011_chart_1
account_group_41219,41219,,"Value adjustments",l10n_lu.lu_2011_chart_1
account_group_4122,4122,,"Amounts receivable after more than one year",l10n_lu.lu_2011_chart_1
account_group_41221,41221,,"Trade receivables",l10n_lu.lu_2011_chart_1
account_group_41222,41222,,"Loans and advances",l10n_lu.lu_2011_chart_1
account_group_41228,41228,,"Other receivables",l10n_lu.lu_2011_chart_1
account_group_41229,41229,,"Value adjustments",l10n_lu.lu_2011_chart_1
account_group_42,42,,"Other receivables",l10n_lu.lu_2011_chart_1
account_group_421,421,,"Other receivables within one year",l10n_lu.lu_2011_chart_1
account_group_4211,4211,,"Staff - Advances and down payments",l10n_lu.lu_2011_chart_1
account_group_42111,42111,,"Advances and down payments",l10n_lu.lu_2011_chart_1
account_group_42119,42119,,"Value adjustments",l10n_lu.lu_2011_chart_1
account_group_4212,4212,,"Amounts owed by partners and shareholders (others than from affiliated undertakings)",l10n_lu.lu_2011_chart_1
account_group_4213,4213,,"State - Subsidies to be received",l10n_lu.lu_2011_chart_1
account_group_42131,42131,,"Investment subsidies",l10n_lu.lu_2011_chart_1
account_group_42132,42132,,"Operating subsidies",l10n_lu.lu_2011_chart_1
account_group_42138,42138,,"Other subsidies",l10n_lu.lu_2011_chart_1
account_group_4214,4214,,"Direct Tax Authority (ACD)",l10n_lu.lu_2011_chart_1
account_group_42141,42141,,"Corporate income tax",l10n_lu.lu_2011_chart_1
account_group_42142,42142,,"Municipal business tax",l10n_lu.lu_2011_chart_1
account_group_42143,42143,,"Net wealth tax",l10n_lu.lu_2011_chart_1
account_group_42144,42144,,"Withholding tax on wages and salaries",l10n_lu.lu_2011_chart_1
account_group_42145,42145,,"Withholding tax on financial investment income",l10n_lu.lu_2011_chart_1
account_group_42146,42146,,"Withholding tax on director's fees",l10n_lu.lu_2011_chart_1
account_group_42148,42148,,"ACD - Other amounts receivable",l10n_lu.lu_2011_chart_1
account_group_4215,4215,,"Customs and Excise Authority (ADA)",l10n_lu.lu_2011_chart_1
account_group_4216,4216,,"Indirect Tax Authority (AED)",l10n_lu.lu_2011_chart_1
account_group_42161,42161,,"Value-added tax (VAT)",l10n_lu.lu_2011_chart_1
account_group_421611,421611,,"VAT paid and recoverable",l10n_lu.lu_2011_chart_1
account_group_421612,421612,,"VAT receivable",l10n_lu.lu_2011_chart_1
account_group_421613,421613,,"VAT down payments made",l10n_lu.lu_2011_chart_1
account_group_421618,421618,,"VAT - Other receivables",l10n_lu.lu_2011_chart_1
account_group_42162,42162,,"Indirect taxes",l10n_lu.lu_2011_chart_1
account_group_421621,421621,,"Registration duties",l10n_lu.lu_2011_chart_1
account_group_421622,421622,,"Subscription tax",l10n_lu.lu_2011_chart_1
account_group_421628,421628,,"Other indirect taxes",l10n_lu.lu_2011_chart_1
account_group_42168,42168,,"Other receivables",l10n_lu.lu_2011_chart_1
account_group_4217,4217,,"Amounts owed by the Social Security and other social bodies",l10n_lu.lu_2011_chart_1
account_group_42171,42171,,"Joint Social Security Centre (CCSS)",l10n_lu.lu_2011_chart_1
account_group_42172,42172,,"Foreign social security offices",l10n_lu.lu_2011_chart_1
account_group_42178,42178,,"Other social bodies",l10n_lu.lu_2011_chart_1
account_group_4218,4218,,"Miscellaneous receivables",l10n_lu.lu_2011_chart_1
account_group_42181,42181,,"Foreign taxes",l10n_lu.lu_2011_chart_1
account_group_421811,421811,,"Foreign VAT",l10n_lu.lu_2011_chart_1
account_group_421818,421818,,"Other foreign taxes",l10n_lu.lu_2011_chart_1
account_group_42187,42187,,"Derivative financial instruments",l10n_lu.lu_2011_chart_1
account_group_42188,42188,,"Other miscellaneous receivables",l10n_lu.lu_2011_chart_1
account_group_42189,42189,,"Value adjustments",l10n_lu.lu_2011_chart_1
account_group_422,422,,"Other receivables after one year",l10n_lu.lu_2011_chart_1
account_group_4221,4221,,"Staff - advances and down payments",l10n_lu.lu_2011_chart_1
account_group_4222,4222,,"Amounts owed by partners and shareholders (others than from affiliated undertakings)",l10n_lu.lu_2011_chart_1
account_group_4223,4223,,"State - Subsidies to be received",l10n_lu.lu_2011_chart_1
account_group_42231,42231,,"Investment subsidies",l10n_lu.lu_2011_chart_1
account_group_42232,42232,,"Operating subsidies",l10n_lu.lu_2011_chart_1
account_group_42238,42238,,"Other subsidies",l10n_lu.lu_2011_chart_1
account_group_4228,4228,,"Miscellaneous receivables",l10n_lu.lu_2011_chart_1
account_group_42287,42287,,"Derivative financial instruments",l10n_lu.lu_2011_chart_1
account_group_42288,42288,,"Other miscellaneous receivables",l10n_lu.lu_2011_chart_1
account_group_42289,42289,,"Value adjustments",l10n_lu.lu_2011_chart_1
account_group_43,43,,"Down payments received on orders as far as they are not deducted distinctly from inventories",l10n_lu.lu_2011_chart_1
account_group_431,431,,"Down payments received within one year",l10n_lu.lu_2011_chart_1
account_group_4311,4311,,"Down payments received on orders",l10n_lu.lu_2011_chart_1
account_group_4312,4312,,"Inventories of work and contracts in progress less down payments received",l10n_lu.lu_2011_chart_1
account_group_432,432,,"Down payments received after more than one year",l10n_lu.lu_2011_chart_1
account_group_4321,4321,,"Down payments received on orders",l10n_lu.lu_2011_chart_1
account_group_4322,4322,,"Inventories of work and contracts in progress less down payments received",l10n_lu.lu_2011_chart_1
account_group_44,44,,"Trade payables and bills of exchange",l10n_lu.lu_2011_chart_1
account_group_441,441,,"Trade payables",l10n_lu.lu_2011_chart_1
account_group_4411,4411,,"Trade payables within one year",l10n_lu.lu_2011_chart_1
account_group_44111,44111,,"Suppliers",l10n_lu.lu_2011_chart_1
account_group_44112,44112,,"Suppliers - invoices not yet received",l10n_lu.lu_2011_chart_1
account_group_44113,44113,,"Suppliers with a debit balance",l10n_lu.lu_2011_chart_1
account_group_4412,4412,,"Trade payables after more than one year",l10n_lu.lu_2011_chart_1
account_group_44121,44121,,"Suppliers",l10n_lu.lu_2011_chart_1
account_group_44123,44123,,"Suppliers with a debit balance",l10n_lu.lu_2011_chart_1
account_group_442,442,,"Bills of exchange payable",l10n_lu.lu_2011_chart_1
account_group_4421,4421,,"Bills of exchange payable within one year",l10n_lu.lu_2011_chart_1
account_group_4422,4422,,"Bills of exchange payable after more than one year",l10n_lu.lu_2011_chart_1
account_group_45,45,,"Amounts payable to affiliated undertakings and to undertakings with which the undertaking is linked by virtue of participating interests",l10n_lu.lu_2011_chart_1
account_group_451,451,,"Amounts payable to affiliated undertakings",l10n_lu.lu_2011_chart_1
account_group_4511,4511,,"Amounts payable to affiliated undertakings within one year",l10n_lu.lu_2011_chart_1
account_group_45111,45111,,"Purchases and services",l10n_lu.lu_2011_chart_1
account_group_45112,45112,,"Loans and advances",l10n_lu.lu_2011_chart_1
account_group_45118,45118,,"Other payables",l10n_lu.lu_2011_chart_1
account_group_4512,4512,,"Amounts payable to affiliated undertakings after more than one year",l10n_lu.lu_2011_chart_1
account_group_45121,45121,,"Purchases and services",l10n_lu.lu_2011_chart_1
account_group_45122,45122,,"Loans and advances",l10n_lu.lu_2011_chart_1
account_group_45128,45128,,"Other payables",l10n_lu.lu_2011_chart_1
account_group_452,452,,"Amounts payable to undertakings with which the undertaking is linked by virtue of participating interests",l10n_lu.lu_2011_chart_1
account_group_4521,4521,,"Amounts payable to undertakings with which the undertaking is linked by virtue of participating interests within one year",l10n_lu.lu_2011_chart_1
account_group_45211,45211,,"Purchases and services",l10n_lu.lu_2011_chart_1
account_group_45212,45212,,"Loans and advances",l10n_lu.lu_2011_chart_1
account_group_45218,45218,,"Other payables",l10n_lu.lu_2011_chart_1
account_group_4522,4522,,"Amounts payable to undertakings with which the undertaking is linked by virtue of participating interests payable after more than one year",l10n_lu.lu_2011_chart_1
account_group_45221,45221,,"Purchases and services",l10n_lu.lu_2011_chart_1
account_group_45222,45222,,"Loans and advances",l10n_lu.lu_2011_chart_1
account_group_45228,45228,,"Other payables",l10n_lu.lu_2011_chart_1
account_group_46,46,,"Tax and social security debts",l10n_lu.lu_2011_chart_1
account_group_461,461,,"Tax debts",l10n_lu.lu_2011_chart_1
account_group_4611,4611,,"Municipal authorities",l10n_lu.lu_2011_chart_1
account_group_4612,4612,,"Direct Tax Authority (ACD)",l10n_lu.lu_2011_chart_1
account_group_46121,46121,,"Corporate income tax (CIT)",l10n_lu.lu_2011_chart_1
account_group_461211,461211,,"Corporate income tax - Tax accrual",l10n_lu.lu_2011_chart_1
account_group_461212,461212,,"CIT - Tax payable",l10n_lu.lu_2011_chart_1
account_group_46122,46122,,"Municipal business tax (MBT)",l10n_lu.lu_2011_chart_1
account_group_461221,461221,,"MBT - Tax accrual",l10n_lu.lu_2011_chart_1
account_group_461222,461222,,"MBT - Tax payable",l10n_lu.lu_2011_chart_1
account_group_46123,46123,,"Net wealth tax (NWT)",l10n_lu.lu_2011_chart_1
account_group_461231,461231,,"NWT - Tax accrual",l10n_lu.lu_2011_chart_1
account_group_461232,461232,,"NWT - Tax payable",l10n_lu.lu_2011_chart_1
account_group_46124,46124,,"Withholding tax on wages and salaries",l10n_lu.lu_2011_chart_1
account_group_46125,46125,,"Withholding tax on financial investment income",l10n_lu.lu_2011_chart_1
account_group_46126,46126,,"Withholding tax on director's fees",l10n_lu.lu_2011_chart_1
account_group_46128,46128,,"ACD - Other amounts payable",l10n_lu.lu_2011_chart_1
account_group_4613,4613,,"Customs and Excise Authority (ADA)",l10n_lu.lu_2011_chart_1
account_group_4614,4614,,"Indirect tax authorities (AED)",l10n_lu.lu_2011_chart_1
account_group_46141,46141,,"Value-added tax (VAT)",l10n_lu.lu_2011_chart_1
account_group_461411,461411,,"VAT received",l10n_lu.lu_2011_chart_1
account_group_461412,461412,,"VAT payable",l10n_lu.lu_2011_chart_1
account_group_461413,461413,,"VAT down payments received",l10n_lu.lu_2011_chart_1
account_group_461418,461418,,"VAT - Other payables",l10n_lu.lu_2011_chart_1
account_group_46142,46142,,"Indirect taxes",l10n_lu.lu_2011_chart_1
account_group_461421,461421,,"Registration duties",l10n_lu.lu_2011_chart_1
account_group_461422,461422,,"Subscription tax",l10n_lu.lu_2011_chart_1
account_group_461428,461428,,"Other indirect taxes",l10n_lu.lu_2011_chart_1
account_group_46148,46148,,"AED - Other debts",l10n_lu.lu_2011_chart_1
account_group_4615,4615,,"Foreign tax authorities",l10n_lu.lu_2011_chart_1
account_group_46151,46151,,"Foreign VAT",l10n_lu.lu_2011_chart_1
