id,position_id:id,tax_src_id:id,tax_dest_id:id
fiscal_position_tax_template_LU_92,account_fiscal_position_template_LU_IC,lu_2015_tax_FB-PA-14,lu_2015_tax_FB-IC-14
fiscal_position_tax_template_LU_179,account_fiscal_position_template_LU_IC,lu_2015_tax_FB-PA-13,lu_2015_tax_FB-IC-13
fiscal_position_tax_template_LU_93,account_fiscal_position_template_LU_IC,lu_2015_tax_FB-PA-8,lu_2015_tax_FB-IC-8
fiscal_position_tax_template_LU_180,account_fiscal_position_template_LU_IC,lu_2015_tax_FB-PA-7,lu_2015_tax_FB-IC-7
fiscal_position_tax_template_LU_14,account_fiscal_position_template_LU_IC,lu_2011_tax_FB-PA-3,lu_2011_tax_FB-IC-3
fiscal_position_tax_template_LU_15,account_fiscal_position_template_LU_IC,lu_2011_tax_FB-PA-0,lu_2011_tax_FB-IC-0
fiscal_position_tax_template_LU_94,account_fiscal_position_template_LU_IC,lu_2015_tax_FP-PA-17,lu_2015_tax_FP-IC-17
fiscal_position_tax_template_LU_151,account_fiscal_position_template_LU_IC,lu_2015_tax_FP-PA-16,lu_2015_tax_FP-IC-16
fiscal_position_tax_template_LU_95,account_fiscal_position_template_LU_IC,lu_2015_tax_FP-PA-14,lu_2015_tax_FP-IC-14
fiscal_position_tax_template_LU_152,account_fiscal_position_template_LU_IC,lu_2015_tax_FP-PA-13,lu_2015_tax_FP-IC-13
fiscal_position_tax_template_LU_96,account_fiscal_position_template_LU_IC,lu_2015_tax_FP-PA-8,lu_2015_tax_FP-IC-8
fiscal_position_tax_template_LU_153,account_fiscal_position_template_LU_IC,lu_2015_tax_FP-PA-7,lu_2015_tax_FP-IC-7
fiscal_position_tax_template_LU_19,account_fiscal_position_template_LU_IC,lu_2011_tax_FP-PA-3,lu_2011_tax_FP-IC-3
fiscal_position_tax_template_LU_20,account_fiscal_position_template_LU_IC,lu_2011_tax_FP-PA-0,lu_2011_tax_FP-IC-0
fiscal_position_tax_template_LU_97,account_fiscal_position_template_LU_IC,lu_2015_tax_IB-PA-17,lu_2015_tax_IB-IC-17
fiscal_position_tax_template_LU_154,account_fiscal_position_template_LU_IC,lu_2015_tax_IB-PA-16,lu_2015_tax_IB-IC-16
fiscal_position_tax_template_LU_98,account_fiscal_position_template_LU_IC,lu_2015_tax_IB-PA-14,lu_2015_tax_IB-IC-14
fiscal_position_tax_template_LU_155,account_fiscal_position_template_LU_IC,lu_2015_tax_IB-PA-13,lu_2015_tax_IB-IC-13
fiscal_position_tax_template_LU_99,account_fiscal_position_template_LU_IC,lu_2015_tax_IB-PA-8,lu_2015_tax_IB-IC-8
fiscal_position_tax_template_LU_156,account_fiscal_position_template_LU_IC,lu_2015_tax_IB-PA-7,lu_2015_tax_IB-IC-7
fiscal_position_tax_template_LU_24,account_fiscal_position_template_LU_IC,lu_2011_tax_IB-PA-3,lu_2011_tax_IB-IC-3
fiscal_position_tax_template_LU_25,account_fiscal_position_template_LU_IC,lu_2011_tax_IB-PA-0,lu_2011_tax_IB-IC-0
fiscal_position_tax_template_LU_100,account_fiscal_position_template_LU_IC,lu_2015_tax_IP-PA-17,lu_2015_tax_IP-IC-17
fiscal_position_tax_template_LU_163,account_fiscal_position_template_LU_IC,lu_2015_tax_IP-PA-16,lu_2015_tax_IP-IC-16
fiscal_position_tax_template_LU_101,account_fiscal_position_template_LU_IC,lu_2015_tax_IP-PA-14,lu_2015_tax_IP-IC-14
fiscal_position_tax_template_LU_164,account_fiscal_position_template_LU_IC,lu_2015_tax_IP-PA-13,lu_2015_tax_IP-IC-13
fiscal_position_tax_template_LU_102,account_fiscal_position_template_LU_IC,lu_2015_tax_IP-PA-8,lu_2015_tax_IP-IC-8
fiscal_position_tax_template_LU_165,account_fiscal_position_template_LU_IC,lu_2015_tax_IP-PA-7,lu_2015_tax_IP-IC-7
fiscal_position_tax_template_LU_29,account_fiscal_position_template_LU_IC,lu_2011_tax_IP-PA-3,lu_2011_tax_IP-IC-3
fiscal_position_tax_template_LU_30,account_fiscal_position_template_LU_IC,lu_2011_tax_IP-PA-0,lu_2011_tax_IP-IC-0
fiscal_position_tax_template_LU_103,account_fiscal_position_template_LU_IC,lu_2015_tax_AB-PA-17,lu_2015_tax_AB-IC-17
fiscal_position_tax_template_LU_133,account_fiscal_position_template_LU_IC,lu_2015_tax_AB-PA-16,lu_2015_tax_AB-IC-16
fiscal_position_tax_template_LU_104,account_fiscal_position_template_LU_IC,lu_2015_tax_AB-PA-14,lu_2015_tax_AB-IC-14
fiscal_position_tax_template_LU_134,account_fiscal_position_template_LU_IC,lu_2015_tax_AB-PA-13,lu_2015_tax_AB-IC-13
fiscal_position_tax_template_LU_105,account_fiscal_position_template_LU_IC,lu_2015_tax_AB-PA-8,lu_2015_tax_AB-IC-8
fiscal_position_tax_template_LU_135,account_fiscal_position_template_LU_IC,lu_2015_tax_AB-PA-7,lu_2015_tax_AB-IC-7
fiscal_position_tax_template_LU_35,account_fiscal_position_template_LU_IC,lu_2011_tax_AB-PA-3,lu_2011_tax_AB-IC-3
fiscal_position_tax_template_LU_36,account_fiscal_position_template_LU_IC,lu_2011_tax_AB-PA-0,lu_2011_tax_AB-IC-0
fiscal_position_tax_template_LU_106,account_fiscal_position_template_LU_IC,lu_2015_tax_AP-PA-17,lu_2015_tax_AP-IC-17
fiscal_position_tax_template_LU_142,account_fiscal_position_template_LU_IC,lu_2015_tax_AP-PA-16,lu_2015_tax_AP-IC-16
fiscal_position_tax_template_LU_107,account_fiscal_position_template_LU_IC,lu_2015_tax_AP-PA-14,lu_2015_tax_AP-IC-14
fiscal_position_tax_template_LU_143,account_fiscal_position_template_LU_IC,lu_2015_tax_AP-PA-13,lu_2015_tax_AP-IC-13
fiscal_position_tax_template_LU_108,account_fiscal_position_template_LU_IC,lu_2015_tax_AP-PA-8,lu_2015_tax_AP-IC-8
fiscal_position_tax_template_LU_144,account_fiscal_position_template_LU_IC,lu_2015_tax_AP-PA-7,lu_2015_tax_AP-IC-7
fiscal_position_tax_template_LU_41,account_fiscal_position_template_LU_IC,lu_2011_tax_AP-PA-3,lu_2011_tax_AP-IC-3
fiscal_position_tax_template_LU_42,account_fiscal_position_template_LU_IC,lu_2011_tax_AP-PA-0,lu_2011_tax_AP-IC-0
fiscal_position_tax_template_LU_109,account_fiscal_position_template_LU_EC,lu_2015_tax_VB-PA-17,lu_2011_tax_VB-EC-0
fiscal_position_tax_template_LU_166,account_fiscal_position_template_LU_EC,lu_2015_tax_VB-PA-16,lu_2011_tax_VB-EC-0
fiscal_position_tax_template_LU_110,account_fiscal_position_template_LU_EC,lu_2015_tax_VB-PA-14,lu_2011_tax_VB-EC-0
fiscal_position_tax_template_LU_167,account_fiscal_position_template_LU_EC,lu_2015_tax_VB-PA-13,lu_2011_tax_VB-EC-0
fiscal_position_tax_template_LU_111,account_fiscal_position_template_LU_EC,lu_2015_tax_VB-PA-8,lu_2011_tax_VB-EC-0
fiscal_position_tax_template_LU_168,account_fiscal_position_template_LU_EC,lu_2015_tax_VB-PA-7,lu_2011_tax_VB-EC-0
fiscal_position_tax_template_LU_46,account_fiscal_position_template_LU_EC,lu_2011_tax_VB-PA-3,lu_2011_tax_VB-EC-0
fiscal_position_tax_template_LU_47,account_fiscal_position_template_LU_EC,lu_2011_tax_VB-PA-0,lu_2011_tax_VB-EC-0
fiscal_position_tax_template_LU_112,account_fiscal_position_template_LU_EC,lu_2015_tax_VP-PA-17,lu_2011_tax_VP-EC-0
fiscal_position_tax_template_LU_175,account_fiscal_position_template_LU_EC,lu_2015_tax_VP-PA-16,lu_2011_tax_VP-EC-0
fiscal_position_tax_template_LU_113,account_fiscal_position_template_LU_EC,lu_2015_tax_VP-PA-14,lu_2011_tax_VP-EC-0
fiscal_position_tax_template_LU_176,account_fiscal_position_template_LU_EC,lu_2015_tax_VP-PA-13,lu_2011_tax_VP-EC-0
fiscal_position_tax_template_LU_114,account_fiscal_position_template_LU_EC,lu_2015_tax_VP-PA-8,lu_2011_tax_VP-EC-0
fiscal_position_tax_template_LU_177,account_fiscal_position_template_LU_EC,lu_2015_tax_VP-PA-7,lu_2011_tax_VP-EC-0
fiscal_position_tax_template_LU_51,account_fiscal_position_template_LU_EC,lu_2011_tax_VP-PA-3,lu_2011_tax_VP-EC-0
fiscal_position_tax_template_LU_52,account_fiscal_position_template_LU_EC,lu_2011_tax_VP-PA-0,lu_2011_tax_VP-EC-0
fiscal_position_tax_template_LU_115,account_fiscal_position_template_LU_EC,lu_2015_tax_FB-PA-17,lu_2015_tax_FB-EC-17
fiscal_position_tax_template_LU_145,account_fiscal_position_template_LU_EC,lu_2015_tax_FB-PA-16,lu_2015_tax_FB-EC-16
fiscal_position_tax_template_LU_116,account_fiscal_position_template_LU_EC,lu_2015_tax_FB-PA-14,lu_2015_tax_FB-EC-14
fiscal_position_tax_template_LU_146,account_fiscal_position_template_LU_EC,lu_2015_tax_FB-PA-13,lu_2015_tax_FB-EC-13
fiscal_position_tax_template_LU_117,account_fiscal_position_template_LU_EC,lu_2015_tax_FB-PA-8,lu_2015_tax_FB-EC-8
fiscal_position_tax_template_LU_147,account_fiscal_position_template_LU_EC,lu_2015_tax_FB-PA-7,lu_2015_tax_FB-EC-7
fiscal_position_tax_template_LU_56,account_fiscal_position_template_LU_EC,lu_2011_tax_FB-PA-3,lu_2011_tax_FB-EC-3
fiscal_position_tax_template_LU_57,account_fiscal_position_template_LU_EC,lu_2011_tax_FB-PA-0,lu_2011_tax_FB-EC-0
fiscal_position_tax_template_LU_118,account_fiscal_position_template_LU_EC,lu_2015_tax_FP-PA-17,lu_2015_tax_FP-EC-17
fiscal_position_tax_template_LU_148,account_fiscal_position_template_LU_EC,lu_2015_tax_FP-PA-16,lu_2015_tax_FP-EC-16
fiscal_position_tax_template_LU_119,account_fiscal_position_template_LU_EC,lu_2015_tax_FP-PA-14,lu_2015_tax_FP-EC-14
fiscal_position_tax_template_LU_149,account_fiscal_position_template_LU_EC,lu_2015_tax_FP-PA-13,lu_2015_tax_FP-EC-13
fiscal_position_tax_template_LU_120,account_fiscal_position_template_LU_EC,lu_2015_tax_FP-PA-8,lu_2015_tax_FP-EC-8
fiscal_position_tax_template_LU_150,account_fiscal_position_template_LU_EC,lu_2015_tax_FP-PA-7,lu_2015_tax_FP-EC-7
fiscal_position_tax_template_LU_61,account_fiscal_position_template_LU_EC,lu_2011_tax_FP-PA-3,lu_2011_tax_FP-EC-3
fiscal_position_tax_template_LU_62,account_fiscal_position_template_LU_EC,lu_2011_tax_FP-PA-0,lu_2011_tax_FP-EC-0
fiscal_position_tax_template_LU_121,account_fiscal_position_template_LU_EC,lu_2015_tax_IB-PA-17,lu_2015_tax_IB-EC-17
fiscal_position_tax_template_LU_157,account_fiscal_position_template_LU_EC,lu_2015_tax_IB-PA-16,lu_2015_tax_IB-EC-16
fiscal_position_tax_template_LU_122,account_fiscal_position_template_LU_EC,lu_2015_tax_IB-PA-14,lu_2015_tax_IB-EC-14
fiscal_position_tax_template_LU_158,account_fiscal_position_template_LU_EC,lu_2015_tax_IB-PA-13,lu_2015_tax_IB-EC-13
fiscal_position_tax_template_LU_123,account_fiscal_position_template_LU_EC,lu_2015_tax_IB-PA-8,lu_2015_tax_IB-EC-8
fiscal_position_tax_template_LU_159,account_fiscal_position_template_LU_EC,lu_2015_tax_IB-PA-7,lu_2015_tax_IB-EC-7
fiscal_position_tax_template_LU_66,account_fiscal_position_template_LU_EC,lu_2011_tax_IB-PA-3,lu_2011_tax_IB-EC-3
fiscal_position_tax_template_LU_67,account_fiscal_position_template_LU_EC,lu_2011_tax_IB-PA-0,lu_2011_tax_IB-EC-0
fiscal_position_tax_template_LU_124,account_fiscal_position_template_LU_EC,lu_2015_tax_IP-PA-17,lu_2015_tax_IP-EC-17
fiscal_position_tax_template_LU_160,account_fiscal_position_template_LU_EC,lu_2015_tax_IP-PA-16,lu_2015_tax_IP-EC-16
fiscal_position_tax_template_LU_125,account_fiscal_position_template_LU_EC,lu_2015_tax_IP-PA-14,lu_2015_tax_IP-EC-14
fiscal_position_tax_template_LU_161,account_fiscal_position_template_LU_EC,lu_2015_tax_IP-PA-13,lu_2015_tax_IP-EC-13
fiscal_position_tax_template_LU_126,account_fiscal_position_template_LU_EC,lu_2015_tax_IP-PA-8,lu_2015_tax_IP-EC-8
fiscal_position_tax_template_LU_162,account_fiscal_position_template_LU_EC,lu_2015_tax_IP-PA-7,lu_2015_tax_IP-EC-7
fiscal_position_tax_template_LU_71,account_fiscal_position_template_LU_EC,lu_2011_tax_IP-PA-3,lu_2011_tax_IP-EC-3
fiscal_position_tax_template_LU_72,account_fiscal_position_template_LU_EC,lu_2011_tax_IP-PA-0,lu_2011_tax_IP-EC-0
fiscal_position_tax_template_LU_127,account_fiscal_position_template_LU_EC,lu_2015_tax_AB-PA-17,lu_2015_tax_AB-EC-17
fiscal_position_tax_template_LU_136,account_fiscal_position_template_LU_EC,lu_2015_tax_AB-PA-16,lu_2015_tax_AB-EC-16
fiscal_position_tax_template_LU_128,account_fiscal_position_template_LU_EC,lu_2015_tax_AB-PA-14,lu_2015_tax_AB-EC-14
fiscal_position_tax_template_LU_137,account_fiscal_position_template_LU_EC,lu_2015_tax_AB-PA-13,lu_2015_tax_AB-EC-13
fiscal_position_tax_template_LU_129,account_fiscal_position_template_LU_EC,lu_2015_tax_AB-PA-8,lu_2015_tax_AB-EC-8
fiscal_position_tax_template_LU_138,account_fiscal_position_template_LU_EC,lu_2015_tax_AB-PA-7,lu_2015_tax_AB-EC-7
fiscal_position_tax_template_LU_77,account_fiscal_position_template_LU_EC,lu_2011_tax_AB-PA-3,lu_2011_tax_AB-EC-3
fiscal_position_tax_template_LU_78,account_fiscal_position_template_LU_EC,lu_2011_tax_AB-PA-0,lu_2011_tax_AB-EC-0
fiscal_position_tax_template_LU_130,account_fiscal_position_template_LU_EC,lu_2015_tax_AP-PA-17,lu_2015_tax_AP-EC-17
fiscal_position_tax_template_LU_139,account_fiscal_position_template_LU_EC,lu_2015_tax_AP-PA-16,lu_2015_tax_AP-EC-16
fiscal_position_tax_template_LU_131,account_fiscal_position_template_LU_EC,lu_2015_tax_AP-PA-14,lu_2015_tax_AP-EC-14
fiscal_position_tax_template_LU_140,account_fiscal_position_template_LU_EC,lu_2015_tax_AP-PA-13,lu_2015_tax_AP-EC-13
fiscal_position_tax_template_LU_132,account_fiscal_position_template_LU_EC,lu_2015_tax_AP-PA-8,lu_2015_tax_AP-EC-8
fiscal_position_tax_template_LU_141,account_fiscal_position_template_LU_EC,lu_2015_tax_AP-PA-7,lu_2015_tax_AP-EC-7
fiscal_position_tax_template_LU_83,account_fiscal_position_template_LU_EC,lu_2011_tax_AP-PA-3,lu_2011_tax_AP-EC-3
fiscal_position_tax_template_LU_84,account_fiscal_position_template_LU_EC,lu_2011_tax_AP-PA-0,lu_2011_tax_AP-EC-0
