"id","name","code","account_type","chart_template_id/id","tag_ids/id","reconcile"
"pcg_20121","Frais de prospection","201210","asset_fixed","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_20122","Frais de publicité","201220","asset_fixed","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_2013","Frais d'augmentation de capital et d'opérations diverses (fusions, scissions, transformations)","201300","asset_fixed","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_203","Frais de développement","203000","asset_fixed","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_205","Concessions et droits similaires, brevets, licences, marques, procédés, logiciels, droits et valeurs similaires","205000","asset_fixed","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_206","Droit au bail","206000","asset_fixed","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_207","Fonds commercial","207000","asset_fixed","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_208","Autres immobilisations incorporelles","208000","asset_fixed","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_2111","Terrains nus","211100","asset_fixed","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_2112","Terrains aménagés","211200","asset_fixed","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_2113","Sous-sols et sur-sols","211300","asset_fixed","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_2114","Terrains de carrières (Tréfonds)","211400","asset_fixed","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_2115","Terrains bâtis","211500","asset_fixed","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_212","Immobilisations corporelles - Agencements et aménagements de terrains (même ventilation que celle du compte 211)","212000","asset_fixed","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_2131","Bâtiments","213100","asset_fixed","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_2135","Immobilisations corporelles - Installations générales, agencements, aménagements des constructions (même ventilation que celle du compte 2131)","213500","asset_fixed","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_2138_account","Ouvrages d'infrastructure","213800","asset_fixed","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_214","Immobilisations corporelles - Constructions sur sol d'autrui (même ventilation que celle du compte 213)","214000","asset_fixed","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_21511","Installations complexes spécialisées sur sol propre","215110","asset_fixed","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_21514","Installations complexes spécialisées sur sol d'autrui","215140","asset_fixed","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_21531","Installations à caractère spécifique sur sol propre","215310","asset_fixed","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_21534","Installations à caractère spécifique sur sol d'autrui","215340","asset_fixed","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_2154","Matériels industriels","215400","asset_fixed","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_2155","Outillage industriel","215500","asset_fixed","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_2157","Agencements et aménagements des matériels et outillage industriels","215700","asset_fixed","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_2181","Installations générales agencements aménagements divers","218100","asset_fixed","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_2182","Matériel de transport","218200","asset_fixed","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_2183","Matériel de bureau et matériel informatique","218300","asset_fixed","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_2184","Mobilier","218400","asset_fixed","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_2185","Cheptel","218500","asset_fixed","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_2186","Emballages récupérables","218600","asset_fixed","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_2187","Mali de fusions sur actifs corporels","218700","asset_fixed","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_22","Immobilisations mises en concession","220000","asset_fixed","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_231_account","Immobilisations corporelles en cours","231000","asset_fixed","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_232","Immobilisations incorporelles en cours","232000","asset_fixed","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_237","Avances et acomptes versés sur commandes d'immobilisations incorporelles","237000","asset_fixed","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_238_account","Avances et acomptes versés sur commandes d'immobilisations corporelles","238000","asset_fixed","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_2611","Titres de participation - Actions","261100","asset_fixed","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_2618","Autres titres de participation","261800","asset_fixed","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_262","Titres évalués par équivalence","262000","asset_fixed","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_266","Autres formes de participation","266000","asset_fixed","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_2661","Droits représentatifs d’actifs nets remis en fiducie","266100","asset_fixed","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_2671","Créances rattachées à des participations - groupe","267100","asset_fixed","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_2674","Créances rattachées à des participations - hors groupe","267400","asset_fixed","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_2675","Versements représentatifs d'apports non capitalisés - appel de fonds","267500","asset_fixed","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_2676","Avances consolidables","267600","asset_fixed","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_2677","Autres créances rattachées à des participations","267700","asset_fixed","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_2678","Créances rattachées à des participations - Intérêts courus","267800","asset_fixed","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_2681","Créances rattachées à des sociétés en participation - Principal","268100","asset_fixed","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_2688","Créances rattachées à des sociétés en participation - Intérêts courus","268800","asset_fixed","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_269","Versements restant à effectuer sur titres de participation non libérés","269000","asset_fixed","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_2711","Actions","271100","asset_fixed","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_2718","Autres titres","271800","asset_fixed","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_2721","Obligations","272100","asset_fixed","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_2722","Bons","272200","asset_fixed","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_273","Titres immobilisés de l'activité de portefeuille","273000","asset_fixed","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_2741","Prêts participatifs","274100","asset_fixed","l10n_fr.l10n_fr_pcg_chart_template","","True"
"pcg_2742","Prêts aux associés","274200","asset_fixed","l10n_fr.l10n_fr_pcg_chart_template","","True"
"pcg_2743","Prêts au personnel","274300","asset_fixed","l10n_fr.l10n_fr_pcg_chart_template","","True"
"pcg_2748","Autres prêts","274800","asset_fixed","l10n_fr.l10n_fr_pcg_chart_template","","True"
"pcg_2751","Dépôts","275100","asset_fixed","l10n_fr.l10n_fr_pcg_chart_template","","True"
"pcg_2755","Cautionnements","275500","asset_fixed","l10n_fr.l10n_fr_pcg_chart_template","","True"
"pcg_2761","Créances diverses","276100","asset_fixed","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_27682","Intérêts courus sur titres immobilisés (droits de créance)","276820","asset_fixed","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_27684","Intérêts courus sur prêts","276840","asset_fixed","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_27685","Intérêts courus sur dépôts et cautionnements","276850","asset_fixed","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_27688","Intérêts courus sur créances diverses","276880","asset_fixed","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_2771","Actions propres ou parts propres","277100","asset_fixed","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_2772","Actions propres ou parts propres en voie d'annulation","277200","asset_fixed","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_278","Mali de fusion sur actifs financiers","278000","asset_fixed","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_279","Versements restant à effectuer sur titres immobilisés non libérés","279000","asset_fixed","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_2801","Frais d'établissement (même ventilation que celle du compte 201)","280100","asset_fixed","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_2803","Frais de développement","280300","asset_fixed","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_2805","Concessions et droits similaires, brevets, licences, logiciels, droits et valeurs similaires","280500","asset_fixed","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_2806","Droit du bail","280600","asset_fixed","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_2807","Fonds commercial","280700","asset_fixed","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_2808","Autres immobilisations incorporelles","280800","asset_fixed","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_28081","Amortissements du mali de fusion sur actifs incorporels","280810","asset_fixed","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_2812","Agencements aménagements de terrains (même ventilation que celle du compte 212)","281200","asset_fixed","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_2813","Constructions (même ventilation que celle du compte 213)","281300","asset_fixed","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_2814","Constructions sur sol d'autrui (même ventilation que celle du compte 214)","281400","asset_fixed","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_2815","Installations matériel et outillage industriels (même ventilation que celle du compte 215)","281500","asset_fixed","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_2818","Autres immobilisations corporelles (même ventilation que celle du compte 218)","281800","asset_fixed","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_28187","Amortissement du mali de fusion sur actifs corporels","281870","asset_fixed","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_282","Amortissements des immobilisations mises en concession","282000","asset_fixed","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_2901","Frais d’établissement","290100","asset_fixed","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_2903","Frais de développement","290300","asset_fixed","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_2905","Marques, procédés, droits et valeurs similaires","290500","asset_fixed","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_2906","Droit au bail","290600","asset_fixed","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_2907","Fonds commercial","290700","asset_fixed","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_2908","Dépréciations des autres immobilisations incorporelles","290800","asset_fixed","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_29081","Dépréciation du mali de fusion sur actifs incorporels","290810","asset_fixed","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_29187","Dépréciation du mali de fusion sur actifs corporels","291870","asset_fixed","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_292","Dépréciations des immobilisations mises en concession","292000","asset_fixed","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_2931","Dépréciations des immobilisations corporelles en cours","293100","asset_fixed","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_2932","Dépréciations des immobilisations incorporelles en cours","293200","asset_fixed","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_2961","Provisions pour dépréciation des titres de participation","296100","asset_fixed","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_2962","Titres évalués par équivalence","296200","asset_fixed","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_2966","Provisions pour dépréciation des autres formes de participation","296600","asset_fixed","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_2967","Provisions pour dépréciation des créances rattachées à des participations (même ventilation que celle du compte 267)","296700","asset_fixed","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_2968","Provisions pour dépréciation des créances rattachées à des sociétés en participation (même ventilation que celle du compte 268)","296800","asset_fixed","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_2971","Provisions pour dépréciation des titres immobilisés autres que les titres immobilisés de l'activité de portefeuille - droit de propriété (ventilation : 271)","297100","asset_fixed","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_2972","Provisions pour dépréciation des titres immobilisés - droit de créance (même ventilation que celle du compte 272)","297200","asset_fixed","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_2973","Provisions pour dépréciation des titres immobilisés de l'activité de portefeuille","297300","asset_fixed","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_2974","Provisions pour dépréciation des prêts (même ventilation que celle du compte 274)","297400","asset_fixed","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_2975","Provisions pour dépréciation des dépôts et cautionnements versés (même ventilation que celle du compte 275)","297500","asset_fixed","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_2976","Provisions pour dépréciation des autres créances immobilisées (même ventilation que celle du compte 276)","297600","asset_fixed","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_29787","Dépréciation du mali de fusion sur actifs financiers","297870","asset_fixed","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_31_account","Matières premières et fournitures","310000","asset_current","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_321_account","Matières consommables","321000","asset_current","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_3221","Combustibles","322100","asset_current","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_3222","Produits d'entretien","322200","asset_current","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_3223","Fournitures d'atelier et d usine","322300","asset_current","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_3224","Fournitures de magasin","322400","asset_current","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_3225","Fournitures de bureau","322500","asset_current","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_3261","Emballages perdus","326100","asset_current","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_3265","Emballages récupérables non identifiables","326500","asset_current","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_3267","Emballages à usage mixte","326700","asset_current","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_331_account","Produits en cours","331000","asset_current","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_335_account","Travaux en cours","335000","asset_current","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_341_account","Études en cours","341000","asset_current","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_345_account","Prestations de services en cours","345000","asset_current","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_351_account","Produits intermédiaires","351000","asset_current","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_355_account","Produits finis","355000","asset_current","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_3581","Déchets","358100","asset_current","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_3585","Rebuts","358500","asset_current","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_3586","Matières de récupération","358600","asset_current","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_36","Stocks provenant d'immobilisations","360000","asset_current","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_37_account","Stocks de marchandises","370000","asset_current","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_38","Stocks en voie d'acheminement","380000","asset_current","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_391_account","Dépréciations des matières premières et fournitures","391000","asset_current","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_392_account","Dépréciations des autres approvisionnements","39200","asset_current","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_393_account","Dépréciations des en-cours de production de biens","393000","asset_current","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_394_account","Dépréciations des en-cours de production de services","394000","asset_current","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_395_account","Dépréciations des stocks de produits","395000","asset_current","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_397_account","Dépréciations des stocks de marchandises","397000","asset_current","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_400","Fournisseurs et comptes rattachés","400000","liability_payable","l10n_fr.l10n_fr_pcg_chart_template","","True"
"fr_pcg_pay","Fournisseurs - Achats de biens et prestations de services","401100","liability_payable","l10n_fr.l10n_fr_pcg_chart_template","","True"
"pcg_4017","Fournisseurs - Retenues de garantie","401700","liability_payable","l10n_fr.l10n_fr_pcg_chart_template","","True"
"pcg_403","Fournisseurs - Effets à payer","403000","liability_payable","l10n_fr.l10n_fr_pcg_chart_template","","True"
"pcg_4041","Fournisseurs - Achats d'immobilisations","404100","liability_payable","l10n_fr.l10n_fr_pcg_chart_template","","True"
"pcg_4047","Fournisseurs d'immobilisations - Retenues de garantie","404700","liability_payable","l10n_fr.l10n_fr_pcg_chart_template","","True"
"pcg_405","Fournisseurs d'immobilisations - Effets à payer","405000","liability_payable","l10n_fr.l10n_fr_pcg_chart_template","","True"
"pcg_4081","Factures non parvenues - Fournisseurs","408100","liability_current","l10n_fr.l10n_fr_pcg_chart_template","","True"
"pcg_4084","Factures non parvenues - Fournisseurs d'immobilisations","408400","liability_current","l10n_fr.l10n_fr_pcg_chart_template","","True"
"pcg_4088","Factures non parvenues - Fournisseurs - Intérêts courus","408800","liability_current","l10n_fr.l10n_fr_pcg_chart_template","","True"
"pcg_4091","Fournisseurs  avance et acomptes versés sur commandes","409100","liability_current","l10n_fr.l10n_fr_pcg_chart_template","","False"
"pcg_4096","Fournisseurs débiteurs - Créances pour emballages et matériel à rendre","409600","asset_current","l10n_fr.l10n_fr_pcg_chart_template","","True"
"pcg_40971","Fournisseurs débiteurs - Autres avoirs des fournisseurs d'exploitation","409710","asset_current","l10n_fr.l10n_fr_pcg_chart_template","","True"
"pcg_40974","Fournisseurs débiteurs - Autres avoirs des fournisseurs d'immobilisations","409740","asset_current","l10n_fr.l10n_fr_pcg_chart_template","","True"
"pcg_4098","Fournisseurs débiteurs - Rabais, remises, ristournes à obtenir et autres avoirs non encore reçus","409800","asset_current","l10n_fr.l10n_fr_pcg_chart_template","","True"
