id,country_id:id,state_id:id,name
city_br_042,base.br,base.state_br_rj,Campos dos Goytacazes
city_br_043,base.br,base.state_br_rj,Belford Roxo
city_br_044,base.br,base.state_br_rj,Niterói
city_br_045,base.br,base.state_br_sp,São José do Rio Preto
city_br_046,base.br,base.state_br_pa,Ananindeua
city_br_047,base.br,base.state_br_es,Vila Velha
city_br_048,base.br,base.state_br_rs,Caxias do Sul
city_br_049,base.br,base.state_br_ro,Porto Velho
city_br_050,base.br,base.state_br_sp,Mogi das Cruzes
city_br_051,base.br,base.state_br_sp,Jundiaí
city_br_052,base.br,base.state_br_ap,Macapá
city_br_053,base.br,base.state_br_rj,São João de Meriti
city_br_054,base.br,base.state_br_sp,Piracicaba
city_br_055,base.br,base.state_br_pb,Campina Grande
city_br_056,base.br,base.state_br_sp,Santos
city_br_057,base.br,base.state_br_sp,Mauá
city_br_058,base.br,base.state_br_mg,Montes Claros
city_br_059,base.br,base.state_br_rr,Boa Vista
city_br_060,base.br,base.state_br_mg,Betim
city_br_061,base.br,base.state_br_pr,Maringá
city_br_062,base.br,base.state_br_go,Anápolis
city_br_063,base.br,base.state_br_sp,Diadema
city_br_064,base.br,base.state_br_sp,Carapicuíba
city_br_065,base.br,base.state_br_pe,Petrolina
city_br_066,base.br,base.state_br_sp,Bauru
city_br_067,base.br,base.state_br_pe,Caruaru
city_br_068,base.br,base.state_br_ba,Vitória da Conquista
city_br_069,base.br,base.state_br_sp,Itaquaquecetuba
city_br_070,base.br,base.state_br_ac,Rio Branco
city_br_071,base.br,base.state_br_sc,Blumenau
city_br_072,base.br,base.state_br_pr,Ponta Grossa
city_br_073,base.br,base.state_br_ce,Caucaia
city_br_074,base.br,base.state_br_es,Cariacica
city_br_075,base.br,base.state_br_sp,Franca
city_br_076,base.br,base.state_br_pe,Olinda
city_br_077,base.br,base.state_br_sp,Praia Grande
city_br_078,base.br,base.state_br_pr,Cascavel
city_br_079,base.br,base.state_br_rs,Canoas
city_br_080,base.br,base.state_br_pe,Paulista
city_br_081,base.br,base.state_br_mg,Uberaba
city_br_082,base.br,base.state_br_pa,Santarém
city_br_083,base.br,base.state_br_sp,São Vicente
city_br_084,base.br,base.state_br_mg,Ribeirão das Neves
city_br_085,base.br,base.state_br_pr,São José dos Pinhais
city_br_086,base.br,base.state_br_rs,Pelotas
city_br_087,base.br,base.state_br_es,Vitória
city_br_088,base.br,base.state_br_sp,Barueri
city_br_089,base.br,base.state_br_sp,Taubaté
city_br_090,base.br,base.state_br_sp,Suzano
city_br_091,base.br,base.state_br_to,Palmas
city_br_092,base.br,base.state_br_ba,Camaçari
city_br_093,base.br,base.state_br_mt,Várzea Grande
city_br_094,base.br,base.state_br_sp,Limeira
city_br_095,base.br,base.state_br_sp,Guarujá
city_br_096,base.br,base.state_br_ce,Juazeiro do Norte
city_br_097,base.br,base.state_br_pr,Foz do Iguaçu
city_br_098,base.br,base.state_br_sp,Sumaré
city_br_099,base.br,base.state_br_rj,Petrópolis
city_br_100,base.br,base.state_br_sp,Cotia
city_br_101,base.br,base.state_br_sp,Taboão da Serra
city_br_102,base.br,base.state_br_ma,Imperatriz
city_br_103,base.br,base.state_br_rs,Santa Maria
city_br_104,base.br,base.state_br_sc,São José
city_br_105,base.br,base.state_br_pa,Marabá
city_br_106,base.br,base.state_br_pa,Parauapebas
city_br_107,base.br,base.state_br_rs,Gravataí
city_br_108,base.br,base.state_br_rn,Mossoró
city_br_109,base.br,base.state_br_sc,Itajaí
city_br_110,base.br,base.state_br_rj,Volta Redonda
city_br_111,base.br,base.state_br_mg,Governador Valadares
city_br_112,base.br,base.state_br_sp,Indaiatuba
city_br_113,base.br,base.state_br_sp,São Carlos
city_br_114,base.br,base.state_br_sc,Chapecó
city_br_115,base.br,base.state_br_rn,Parnamirim
city_br_116,base.br,base.state_br_sp,Embu das Artes
city_br_117,base.br,base.state_br_rj,Macaé
city_br_118,base.br,base.state_br_mt,Rondonópolis
city_br_119,base.br,base.state_br_ma,São José de Ribamar
city_br_120,base.br,base.state_br_ms,Dourados
city_br_121,base.br,base.state_br_sp,Araraquara
city_br_122,base.br,base.state_br_sp,Jacareí
city_br_123,base.br,base.state_br_sp,Marília
city_br_124,base.br,base.state_br_sp,Americana
city_br_125,base.br,base.state_br_sp,Hortolândia
city_br_126,base.br,base.state_br_ba,Juazeiro
city_br_127,base.br,base.state_br_al,Arapiraca
city_br_128,base.br,base.state_br_ce,Maracanaú
city_br_129,base.br,base.state_br_sp,Itapevi
city_br_130,base.br,base.state_br_pr,Colombo
city_br_131,base.br,base.state_br_mg,Divinópolis
city_br_132,base.br,base.state_br_rj,Magé
city_br_133,base.br,base.state_br_rs,Novo Hamburgo
city_br_134,base.br,base.state_br_mg,Ipatinga
city_br_135,base.br,base.state_br_mg,Sete Lagoas
city_br_136,base.br,base.state_br_go,Rio Verde
city_br_137,base.br,base.state_br_go,Águas Lindas de Goiás
city_br_138,base.br,base.state_br_sp,Presidente Prudente
city_br_139,base.br,base.state_br_rj,Itaboraí
city_br_140,base.br,base.state_br_rs,Viamão
city_br_141,base.br,base.state_br_sc,Palhoça
city_br_142,base.br,base.state_br_rj,Cabo Frio
city_br_143,base.br,base.state_br_mg,Santa Luzia
city_br_144,base.br,base.state_br_rs,São Leopoldo
city_br_145,base.br,base.state_br_sc,Criciúma
city_br_146,base.br,base.state_br_go,Luziânia
city_br_147,base.br,base.state_br_rs,Passo Fundo
city_br_148,base.br,base.state_br_ba,Lauro de Freitas
city_br_149,base.br,base.state_br_pe,Cabo de Santo Agostinho
city_br_150,base.br,base.state_br_ce,Sobral
city_br_151,base.br,base.state_br_sp,Rio Claro
city_br_152,base.br,base.state_br_sp,Araçatuba
city_br_153,base.br,base.state_br_go,Valparaíso de Goiás
city_br_154,base.br,base.state_br_rj,Maricá
city_br_155,base.br,base.state_br_mt,Sinop
city_br_156,base.br,base.state_br_se,Nossa Senhora do Socorro
city_br_157,base.br,base.state_br_pa,Castanhal
city_br_158,base.br,base.state_br_rs,Rio Grande
city_br_159,base.br,base.state_br_rj,Nova Friburgo
city_br_160,base.br,base.state_br_rs,Alvorada
city_br_161,base.br,base.state_br_ba,Itabuna
city_br_162,base.br,base.state_br_es,Cachoeiro de Itapemirim
city_br_163,base.br,base.state_br_sp,Santa Bárbara d'Oeste
city_br_164,base.br,base.state_br_sc,Jaraguá do Sul
city_br_165,base.br,base.state_br_pr,Guarapuava
city_br_166,base.br,base.state_br_sp,Ferraz de Vasconcelos
city_br_167,base.br,base.state_br_ba,Ilhéus
city_br_168,base.br,base.state_br_sp,Bragança Paulista
city_br_169,base.br,base.state_br_ma,Timon
city_br_170,base.br,base.state_br_to,Araguaína
city_br_171,base.br,base.state_br_mg,Ibirité
city_br_172,base.br,base.state_br_rj,Barra Mansa
city_br_173,base.br,base.state_br_sp,Itu
city_br_174,base.br,base.state_br_ba,Porto Seguro
city_br_175,base.br,base.state_br_rj,Angra dos Reis
city_br_176,base.br,base.state_br_rj,Mesquita
city_br_177,base.br,base.state_br_es,Linhares
city_br_178,base.br,base.state_br_sp,São Caetano do Sul
city_br_179,base.br,base.state_br_sp,Pindamonhangaba
city_br_180,base.br,base.state_br_sp,Francisco Morato
city_br_181,base.br,base.state_br_rj,Teresópolis
city_br_182,base.br,base.state_br_sc,Lages
city_br_183,base.br,base.state_br_mg,Poços de Caldas
city_br_184,base.br,base.state_br_pi,Parnaíba
city_br_185,base.br,base.state_br_ba,Barreiras
city_br_186,base.br,base.state_br_mg,Patos de Minas
city_br_187,base.br,base.state_br_ba,Jequié
city_br_188,base.br,base.state_br_sp,Atibaia
city_br_189,base.br,base.state_br_sp,Itapecerica da Serra
city_br_190,base.br,base.state_br_pa,Abaetetuba
city_br_191,base.br,base.state_br_sp,Itapetininga
city_br_192,base.br,base.state_br_ma,Caxias
city_br_193,base.br,base.state_br_rj,Rio das Ostras
city_br_194,base.br,base.state_br_go,Senador Canedo
city_br_195,base.br,base.state_br_sp,Santana de Parnaíba
city_br_196,base.br,base.state_br_sp,Mogi Guaçu
city_br_197,base.br,base.state_br_mg,Pouso Alegre
city_br_198,base.br,base.state_br_pr,Araucária
city_br_199,base.br,base.state_br_ba,Alagoinhas
city_br_200,base.br,base.state_br_pr,Toledo
city_br_201,base.br,base.state_br_pb,Santa Rita
city_br_202,base.br,base.state_br_pr,Fazenda Rio Grande
city_br_203,base.br,base.state_br_pe,Camaragibe
city_br_204,base.br,base.state_br_rj,Nilópolis
city_br_205,base.br,base.state_br_pr,Paranaguá
city_br_206,base.br,base.state_br_ma,Paço do Lumiar
city_br_207,base.br,base.state_br_ba,Teixeira de Freitas
city_br_208,base.br,base.state_br_sp,Botucatu
city_br_209,base.br,base.state_br_sp,Franco da Rocha
city_br_210,base.br,base.state_br_pe,Garanhuns
city_br_211,base.br,base.state_br_go,Trindade
city_br_212,base.br,base.state_br_sc,Brusque
city_br_213,base.br,base.state_br_rj,Queimados
city_br_214,base.br,base.state_br_sc,Balneário Camboriú
city_br_215,base.br,base.state_br_mg,Teófilo Otoni
city_br_216,base.br,base.state_br_mg,Varginha
city_br_217,base.br,base.state_br_pr,Campo Largo
city_br_218,base.br,base.state_br_rs,Cachoeirinha
city_br_219,base.br,base.state_br_sp,Caraguatatuba
city_br_220,base.br,base.state_br_sp,Salto
city_br_221,base.br,base.state_br_pa,Cametá
city_br_222,base.br,base.state_br_pe,Vitória de Santo Antão
city_br_223,base.br,base.state_br_sp,Jaú
city_br_224,base.br,base.state_br_rs,Santa Cruz do Sul
city_br_225,base.br,base.state_br_ms,Três Lagoas
city_br_226,base.br,base.state_br_rs,Sapucaia do Sul
city_br_227,base.br,base.state_br_mg,Conselheiro Lafaiete
city_br_228,base.br,base.state_br_ce,Itapipoca
city_br_229,base.br,base.state_br_ce,Crato
city_br_230,base.br,base.state_br_sp,Araras
city_br_231,base.br,base.state_br_pr,Apucarana
city_br_232,base.br,base.state_br_rj,Araruama
city_br_233,base.br,base.state_br_rj,Resende
city_br_234,base.br,base.state_br_mg,Sabará
city_br_235,base.br,base.state_br_mg,Vespasiano
city_br_236,base.br,base.state_br_sp,Votorantim
city_br_237,base.br,base.state_br_pr,Pinhais
city_br_238,base.br,base.state_br_sp,Sertãozinho
city_br_239,base.br,base.state_br_pa,Barcarena
city_br_240,base.br,base.state_br_sp,Valinhos
city_br_241,base.br,base.state_br_pa,Altamira
city_br_242,base.br,base.state_br_mg,Barbacena
city_br_243,base.br,base.state_br_es,Guarapari
city_br_244,base.br,base.state_br_ro,Ji-Paraná
city_br_245,base.br,base.state_br_sp,Tatuí
city_br_246,base.br,base.state_br_es,São Mateus
city_br_247,base.br,base.state_br_pa,Itaituba
city_br_248,base.br,base.state_br_rs,Bento Gonçalves
city_br_249,base.br,base.state_br_pa,Bragança
city_br_250,base.br,base.state_br_sp,Barretos
city_br_251,base.br,base.state_br_sp,Itatiba
city_br_252,base.br,base.state_br_es,Colatina
city_br_253,base.br,base.state_br_pr,Almirante Tamandaré
city_br_254,base.br,base.state_br_pr,Arapongas
city_br_255,base.br,base.state_br_sp,Birigui
city_br_256,base.br,base.state_br_pr,Piraquara
city_br_257,base.br,base.state_br_pr,Sarandi
city_br_258,base.br,base.state_br_sp,Jandira
city_br_259,base.br,base.state_br_sp,Guaratinguetá
city_br_260,base.br,base.state_br_rs,Bagé
city_br_261,base.br,base.state_br_mg,Araguari
city_br_262,base.br,base.state_br_rs,Uruguaiana
city_br_263,base.br,base.state_br_pr,Umuarama
city_br_264,base.br,base.state_br_rj,Itaguaí
city_br_265,base.br,base.state_br_rn,São Gonçalo do Amarante
city_br_266,base.br,base.state_br_sp,Catanduva
city_br_267,base.br,base.state_br_sp,Várzea Paulista
city_br_268,base.br,base.state_br_go,Formosa
city_br_269,base.br,base.state_br_sp,Ribeirão Pires
city_br_270,base.br,base.state_br_pe,Igarassu
city_br_271,base.br,base.state_br_ba,Simões Filho
city_br_272,base.br,base.state_br_go,Catalão
city_br_273,base.br,base.state_br_ma,Codó
city_br_274,base.br,base.state_br_ba,Eunápolis
city_br_275,base.br,base.state_br_mg,Itabira
city_br_276,base.br,base.state_br_ba,Paulo Afonso
city_br_277,base.br,base.state_br_sp,Itanhaém
city_br_278,base.br,base.state_br_sp,Cubatão
city_br_279,base.br,base.state_br_mg,Passos
city_br_280,base.br,base.state_br_mg,Nova Lima
city_br_281,base.br,base.state_br_mg,Araxá
city_br_282,base.br,base.state_br_pe,São Lourenço da Mata
city_br_283,base.br,base.state_br_mt,Sorriso
city_br_284,base.br,base.state_br_sp,Paulínia
city_br_285,base.br,base.state_br_pa,Marituba
city_br_286,base.br,base.state_br_sc,Tubarão
city_br_287,base.br,base.state_br_go,Itumbiara
city_br_288,base.br,base.state_br_ba,Luís Eduardo Magalhães
city_br_289,base.br,base.state_br_ap,Santana
city_br_290,base.br,base.state_br_pr,Cambé
city_br_291,base.br,base.state_br_pa,Breves
city_br_292,base.br,base.state_br_ma,Açailândia
city_br_293,base.br,base.state_br_mt,Tangará da Serra
city_br_294,base.br,base.state_br_go,Jataí
city_br_295,base.br,base.state_br_rs,Erechim
city_br_296,base.br,base.state_br_mg,Nova Serrana
city_br_297,base.br,base.state_br_pa,Paragominas
city_br_298,base.br,base.state_br_ce,Maranguape
city_br_299,base.br,base.state_br_go,Planaltina
city_br_300,base.br,base.state_br_mg,Lavras
city_br_301,base.br,base.state_br_mg,Coronel Fabriciano
city_br_302,base.br,base.state_br_mg,Muriaé
city_br_303,base.br,base.state_br_rj,São Pedro da Aldeia
city_br_304,base.br,base.state_br_sp,Ourinhos
city_br_305,base.br,base.state_br_go,Novo Gama
city_br_306,base.br,base.state_br_sp,Poá
city_br_307,base.br,base.state_br_ma,Bacabal
city_br_308,base.br,base.state_br_am,Itacoatiara
city_br_309,base.br,base.state_br_se,Itabaiana
city_br_310,base.br,base.state_br_mg,Ubá
city_br_311,base.br,base.state_br_pb,Patos
city_br_312,base.br,base.state_br_sc,Camboriú
city_br_313,base.br,base.state_br_ba,Santo Antônio de Jesus
city_br_314,base.br,base.state_br_mg,Ituiutaba
city_br_315,base.br,base.state_br_am,Manacapuru
city_br_316,base.br,base.state_br_ma,Balsas
city_br_317,base.br,base.state_br_se,Lagarto
city_br_318,base.br,base.state_br_sp,Assis
city_br_319,base.br,base.state_br_rj,Itaperuna
