"id","name","name@es","name@ca","code","account_type","reconcile"
"account_public_company_1005","Other returns","Otras devoluciones","Altres devolucions","1005","equity","False"
"account_common_110","Reserves","Reservas","Reserves","110","equity","False"
"account_public_company_130","Grants for financing non-financial fixed assets and assets held for sale","Subvenciones para la financiación del inmovilizado no financiero y de activos en estado de venta","Subvencions per al finançament de l'immobilitzat no financer i d'actius en estat de venda","130","equity","False"
"account_common_131","Grants for financing current assets and expenses","Subvenciones para la financiación de activos corrientes y gastos","Subvencions per al finançament d'actius corrents i despeses","131","equity","False"
"account_public_company_132","Grants for financing financial operations","Subvenciones para la financiación de operaciones financieras","Subvencions per al finançament d'operacions financeres","132","equity","False"
"account_public_company_133","Valuation adjustments on available-for-sale financial assets","Ajustes por valoración en activos financieros disponibles para la venta","Ajustos per valoració en actius financers disponibles per a la venda","133","equity","False"
"account_public_company_134","Valuation adjustments on hedging instruments","Ajustes por valoración de instrumentos de cobertura","Ajustos per valoració d'instruments de cobertura","134","equity","False"
"account_public_company_136","Valuation adjustments on non-financial fixed assets","Ajustes por valoración del inmovilizado no financiero","Ajustos per valoració de l'immobilitzat no financer","136","equity","False"
"account_public_company_148","Long-term provision for transfers and grants","Provisión a largo plazo para transferencias y subvenciones","Provisió a llarg termini per a transferències i subvencions","148","equity","False"
"account_public_company_149","Other long-term provisions","Otras provisiones a largo plazo","Altres provisions a llarg termini","149","equity","False"
"account_common_150","Long-term debentures and bonds","Obligaciones y bonos a largo plazo","Obligacions i bons a llarg termini","150","liability_non_current","False"
"account_public_company_155","Debts represented by other long-term negotiable securities","Deudas representadas en otros valores negociables a largo plazo","Deutes representats en altres valors negociables a llarg termini","155","liability_non_current","False"
"account_public_company_1560","Long-term interest on loans and other similar issues","Intereses a largo plazo de empréstitos y otras emisiones análogas","Interessos a llarg termini d'emprèstits i altres emissions anàlogues","156","liability_non_current","False"
"account_public_company_1565","Long-term interest on other negotiable securities","Intereses a largo plazo de otros valores negociableso","Interessos a llarg termini d'altres valors negociables","1565","liability_non_current","False"
"account_public_company_160","Long-term debts with group, multi-group and associated credit entities","Deudas a largo plazo con entidades de crédito del grupo, multigrupo y asociadas","Deutes a llarg termini amb entitats de crèdit del grup, multigrup i associades","160","liability_non_current","False"
"account_public_company_161","Long-term fixed asset suppliers, group, multi-group and associated entities","Proveedores de inmovilizado a largo plazo, entidades del grupo, multigrupo y asociadas","Proveïdors d'immobilitzat a llarg termini, entitats del grup, multigrup i associades","161","liability_non_current","False"
"account_public_company_162","Long-term finance lease creditors, group, multi-group and associated entities","Acreedores por arrendamiento financiero a largo plazo, entidades del grupo, multigrupo y asociadas","Creditors per arrendament financer a llarg termini, entitats del grup, multigrup i associades","162","liability_non_current","False"
"account_public_company_163","Other long-term debts with group, multi-group and associated entities","Otras deudas a largo plazo con entidades del grupo, multigrupo y asociadas","Altres deutes a llarg termini amb entitats del grup, multigrup i associades","163","liability_non_current","False"
"account_public_company_164","Long-term interest on debts with group, multi-group and associated entities","Intereses a largo plazo de deudas con entidades del grupo, multigrupo y asociadas","Interessos a llarg termini de deutes amb entitats del grup, multigrup i associades","164","liability_non_current","False"
"account_public_company_165","Long-term debts convertible into grants with group, multi-group and associated entities","Deudas a largo plazo transformables en subvenciones con entidades del grupo, multigrupo y asociadass","Deutes a llarg termini transformables en subvencions amb entitats del grup, multigrup i associades","165","liability_non_current","False"
"account_public_company_166","Long-term debts with group, multi-group and associated entities represented by negotiable securities","Deudas a largo plazo con entidades del grupo, multigrupo y asociadas representadas en valores negociables","Deutes a llarg termini amb entitats del grup, multigrup i associades representats en valors negociables","166","liability_non_current","False"
"account_public_company_167","Long-term guarantees received from group, multi-group and associated entities","Fianzas recibidas a largo plazo de entidades del grupo, multigrupo y asociadass","Fiances rebudes a llarg termini d'entitats del grup, multigrup i associades","167","liability_non_current","False"
"account_public_company_168","Long-term deposits received from group, multi-group and associated entities","Depósitos recibidos a largo plazo de entidades del grupo, multigrupo y asociadas","Dipòsits rebuts a llarg termini d'entitats del grup, multigrup i associades","168","liability_non_current","False"
"account_public_company_171","Long-term debts","Deudas a largo plazo","Deutes a llarg termini","171","liability_non_current","False"
"account_common_176","Liabilities from long-term financial derivatives designated as hedging instruments","Pasivos por derivados financieros a largo plazo designados instrumentos de cobertura","Passius per derivats financers a llarg termini designats instruments de cobertura","1760","liability_non_current","False"
"account_public_company_1761","Liabilities from other long-term financial derivatives","Pasivos por otros derivados financieros a largo plazo","Passius per altres derivats financers a llarg termini","1761","liability_non_current","False"
"account_common_177","Long-term interest on debts with credit entities","Intereses a largo plazo de deudas con entidades de crédito","Interessos a llarg termini de deutes amb entitats de crèdit","177","liability_non_current","False"
"account_common_178","Long-term interest on other debts","Intereses a largo plazo de otras deudas","Interessos a llarg termini d'altres deutes","178","liability_non_current","False"
"account_public_company_207","Investments in assets used under lease or ceded","Inversiones sobre activos utilizados en régimen de arrendamiento o cedidos","Inversions sobre actius utilitzats en règim d'arrendament o cedits","207","asset_non_current","False"
"account_public_company_208","Advances for intangible assets","Anticipos para inmovilizaciones intangibles","Bestretes per a immobilitzacions intangibles","208","asset_non_current","False"
"account_common_212","Infrastructure","Infraestructuras","Infraestructures","212","asset_non_current","False"
"account_common_213","Historical heritage assets","Bienes del patrimonio histórico","Béns del patrimoni històric","213","asset_non_current","False"
"account_common_230","Adaptation of land and natural assets. Tangible fixed assets","Adaptación de terrenos y bienes naturales. Inmovilizado material","Adaptació de terrenys i béns naturals. Immobilitzat material","2300","asset_non_current","False"
"account_public_company_2301","Adaptation of land and natural assets. Real estate investments","Adaptación de terrenos y bienes naturales. Inversiones inmobiliarias","Adaptació de terrenys i béns naturals. Inversions immobiliàries","2301","asset_non_current","False"
"account_common_231","Construction in progress. Tangible fixed assets","Construcciones en curso. Inmovilizado material","Construccions en curs. Immobilitzat material","2310","asset_non_current","False"
"account_public_company_2311","Construction in progress. Real estate investments","Construcciones en curso. Inversiones inmobiliarias","Construccions en curs. Inversions immobiliàries","2311","asset_non_current","False"
"account_common_232","Infrastructure in progress","Infraestructuras en curso","Infraestructures en curs","232","asset_non_current","False"
"account_common_233","Historical heritage assets in progress","Bienes del patrimonio histórico en curso","Béns del patrimoni històric en curs","233","asset_non_current","False"
"account_public_company_234","Machinery and tooling under assembly","Maquinaria y utillaje en montaje","Maquinària i utillatge en muntatge","234","asset_non_current","False"
"account_public_company_235","Technical installations and other installations under assembly","Instalaciones técnicas y otras instalaciones en montaje","Instal.lacions tècniques i altres instal.lacions en muntatge","235","asset_non_current","False"
"account_common_239","Advances for tangible fixed assets","Anticipos para inmovilizaciones materiales","Bestretes per a immobilitzacions materials","2390","asset_non_current","False"
"account_public_company_2391","Advances for real estate investments","Anticipos para inversiones inmobiliarias","Bestretes per a inversions immobiliàries","2391","asset_non_current","False"
"account_public_company_2400","Long-term equity investments in Public Law entities","Participaciones a largo plazo en entidades de Derecho Público","Participacions a llarg termini en entitats de Dret Públic","2400","asset_non_current","False"
"account_public_company_2401","Long-term equity investments in group companies","Participaciones a largo plazo en sociedades del grupo","Participacions a llarg termini en societats del grup","2401","asset_non_current","False"
"account_public_company_2402","Long-term equity investments in jointly controlled entities","Participaciones a largo plazo en sociedades controladas conjuntamente","Participacions a llarg termini en societats controlades conjuntament","2402","asset_non_current","False"
"account_public_company_2403","Long-term equity investments in associated companies","Participaciones a largo plazo en sociedades asociadas","Participacions a llarg termini en societats associades","2403","asset_non_current","False"
"account_public_company_2410","Long-term debt securities of group, multi-group and associated entities held to maturity","Valores representativos de deuda a largo plazo de entidades del grupo, multigrupo y asociadas mantenidos a vencimiento","Valors representatius de deute a llarg termini d'entitats del grup, multigrup i associades mantinguts a venciment","2410","asset_non_current","False"
"account_public_company_2411","Long-term debt securities of group, multi-group and associated entities available for sale","Valores representativos de deuda a largo plazo de entidades del grupo, multigrupo y asociadas disponibles para la venta","Valors representatius de deute a llarg termini d'entitats del grup, multigrup i associades disponibles per a la venda","2411","asset_non_current","False"
"account_public_company_242","Long-term loans to group, multi-group and associated entities","Créditos a largo plazo a entidades del grupo, multigrupo y asociadas","Crèdits a llarg termini a entitats del grup, multigrup i associades","242","asset_non_current","False"
"account_public_company_245","Long-term interest on financial investments in group, multi-group and associated entities","Intereses a largo plazo de inversiones financieras en entidades del grupo, multigrupo y asociadas","Interessos a llarg termini d'inversions financeres en entitats del grup, multigrup i associades","245","asset_non_current","False"
"account_public_company_246","Long-term guarantees constituted in group, multi-group and associated entities","Fianzas constituidas a largo plazo en entidades del grupo, multigrupo y asociadas","Fiances constituïdes a llarg termini en entitats del grup, multigrup i associades","246","asset_non_current","False"
"account_public_company_247","Long-term deposits constituted in group, multi-group and associated entities","Depósitos constituidos a largo plazo en entidades del grupo, multigrupo y asociadas","Dipòsits constituïts a llarg termini en entitats del grup, multigrup i associades","247","asset_non_current","False"
"account_public_company_248","Outstanding disbursements on long-term equity investments in group, multi-group and associated entities","Desembolsos pendientes sobre participaciones a largo plazo en entidades del grupo, multigrupo y asociadas","Desemborsaments pendents sobre participacions a llarg termini en entitats del grup, multigrup i associades","248","asset_non_current","False"
"account_common_251","Long-term debt securities held to maturity","Valores representativos de deuda a largo plazo mantenidos a vencimiento","Valors representatius de deute a llarg termini mantinguts a venciment","2510","asset_non_current","False"
"account_public_company_2511","Long-term debt securities available for sale","Valores representativos de deuda a largo plazo disponibles para la venta","Valors representativos de deute a llarg termini disponibles per a la venda","2511","asset_non_current","False"
"account_common_252","Long-term credits for disposal of fixed assets","Créditos a largo plazo por enajenación de inmovilizado","Crèdits a llarg termini per alienació d'immobilitzat","2520","asset_non_current","False"
"account_public_company_2521","Long-term debtors for deferral and spotting","Deudores a largo plazo por aplazamiento y fraccionamiento","Deutors a llarg termini per ajornament i fraccionament","2521","asset_non_current","False"
"account_public_company_2529","Other long-term credits","Otros créditos a largo plazo","Altres crèdits a llarg termini","2529","asset_non_current","False"
"account_common_253","Assets from long-term financial derivatives designated as hedging instruments","Activos por derivados financieros a largo plazo designados instrumentos de cobertura","Actius per derivats financers a llarg termini designats instruments de cobertura","2530","asset_non_current","False"
"account_public_company_2531","Assets from other long-term financial derivatives","Activos por otros derivados financieros a largo plazo","Actius per altres derivats financers a llarg termini","2531","asset_non_current","False"
"account_public_company_256","Long-term interest on debt securities","Intereses a largo plazo de valores representativos de deuda","Interessos a llarg termini de valors representatius de deute","256","asset_non_current","False"
"account_public_company_257","Long-term interest on credits","Intereses a largo plazo de créditos","Interessos a llarg termini de crèdits","257","asset_non_current","False"
"account_public_company_2807","Accumulated amortization of investments in assets used under lease or ceded","Amortización acumulada de inversiones sobre activos utilizados en régimen de arrendamiento o cedidos","Amortització acumulada d'inversions sobre actius utilitzats en règim d'arrendament o cedits","2807","asset_non_current","False"
"account_public_company_2809","Accumulated amortization of other intangible assets","Amortización acumulada de otro inmovilizado intangible","Amortització acumulada d'altre immobilitzat intangible","2809","asset_non_current","False"
"account_public_company_2810","Accumulated amortization of land and natural assets","Amortización acumulada de terrenos y bienes naturales","Amortització acumulada de terrenys i béns naturals","2810","asset_non_current","False"
"account_common_2812","Accumulated amortization of infrastructure","Amortización acumulada de infraestructuras","Amortització acumulada d'infraestructures","2812","asset_non_current","False"
"account_common_2813","Accumulated amortization of historical heritage assets","Amortización acumulada de bienes del patrimonio histórico","Amortització acumulada de béns del patrimoni històric","2813","asset_non_current","False"
"account_common_282","Accumulated amortization of investments in land","Amortización acumulada de inversiones en terrenos","Amortització acumulada d'inversions en terrenys","2820","asset_non_current","False"
"account_public_company_2821","Accumulated amortization of investments in constructions","Amortización acumulada de inversiones en construcciones","Amortització acumulada d'inversions en construccions","2821","asset_non_current","False"
"account_public_company_2907","Impairment of investments in assets used under lease or ceded","Deterioro de valor de inversiones sobre activos utilizados en régimen de arrendamiento o cedidos","Deteriorament de valor d'inversions sobre actius utilitzats en règim d'arrendament o cedits","2907","asset_non_current","False"
"account_public_company_2909","Impairment of other intangible assets","Deterioro de valor de otro inmovilizado intangible","Deteriorament de valor d'altre immobilitzat intangible","2909","asset_non_current","False"
"account_common_2912","Impairment of infrastructure","Deterioro de valor de infraestructuras","Deteriorament de valor d'infraestructures","2912","asset_non_current","False"
"account_common_2913","Impairment of historical heritage assets","Deterioro de valor de bienes del patrimonio histórico","Deteriorament de valor de béns del patrimoni històric","2913","asset_non_current","False"
"account_public_company_2930","Impairment of long-term equity investments in public group, multi-group and associated entities","Deterioro de valor de participaciones a largo plazo en entidades públicas del grupo, multigrupo y asociadas","Deteriorament de valor de participacions a llarg termini en entitats públiques del grup, multigrup i associades","2930","asset_non_current","False"
"account_public_company_2931","Impairment of long-term equity investments in group, multi-group and associated companies","Deterioro de valor de participaciones a largo plazo en sociedades del grupo, multigrupo y asociadas","Deteriorament de valor de participacions a llarg termini en societats del grup, multigrup i associades","2931","asset_non_current","False"
"account_public_company_2940","Impairment of securities held to maturity","Deterioro de valor de valores mantenidos al vencimiento","Deteriorament de valor de valors mantinguts al venciment","2940","asset_non_current","False"
"account_public_company_2941","Impairment of securities available for sale","Deterioro de valor de valores disponibles para la venta","Deteriorament de valor de valors disponibles per a la venda","2941","asset_non_current","False"
"account_public_company_295","Impairment of long-term credits to group, multi-group and associated entities","Deterioro de valor de créditos a largo plazo a entidades del grupo, multigrupo y asociadas","Deteriorament de valor de crèdits a llarg termini a entitats del grup, multigrup i associades","295","asset_non_current","False"
"account_public_company_296","Impairment of long-term equity investments","Deterioro de valor de participaciones en el patrimonio neto a largo plazo","Deteriorament de valor de participacions en el patrimoni net a llarg termini","296","asset_non_current","False"
"account_common_297","Impairment of securities held to maturity","Deterioro de valor de valores mantenidos al vencimiento","Deteriorament de valor de valors mantinguts al venciment","2970","asset_non_current","False"
"account_public_company_2971","Impairment of securities available for sale","Deterioro de valor de valores disponibles para la venta","Deteriorament de valor de valors disponibles per a la venda","2971","asset_non_current","False"
"account_public_company_2990","Impairment due to ceded usufruct of investments in land","Deterioro de valor por usufructo cedido de inversiones en terrenos","Deteriorament de valor per usdefruit cedit d'inversions en terrenys","2990","asset_non_current","False"
"account_public_company_2991","Impairment due to ceded usufruct of constructions","Deterioro de valor por usufructo cedido de construcciones","Deteriorament de valor per usdefruit cedit de construccions","2991","asset_non_current","False"
"account_public_company_2992","Impairment due to ceded usufruct of infrastructure","Deterioro de valor por usufructo cedido de infraestructuras","Deteriorament de valor per usdefruit cedit d'infraestructures","2992","asset_non_current","False"
"account_public_company_2993","Impairment due to ceded usufruct of historical heritage assets","Deterioro de valor por usufructo cedido de bienes del patrimonio histórico","Deteriorament de valor per usdefruit cedit de béns del patrimoni històric","2993","asset_non_current","False"
"account_public_company_2999","Impairment due to ceded usufruct of other tangible fixed assets","Deterioro de valor por usufructo cedido de otro inmovilizado material","Deteriorament de valor per usdefruit cedit d'altre immobilitzat material","2999","asset_non_current","False"
"account_public_company_370","Assets constructed or acquired for other entities","Activos construidos o adquiridos para otras entidades","Actius construïts o adquirits per a altres entitats","370","asset_current","False"
"account_public_company_380","Assets held for sale","Activos en estado de venta","Actius en estat de venda","380","asset_current","False"
"account_public_company_381","Real estate investments held for sale","Inversiones inmobiliarias en estado de venta","Inversions immobiliàries en estat de venda","381","asset_current","False"
"account_public_company_397","Impairment of assets constructed or acquired for other entities","Deterioro de valor de activos construidos o adquiridos para otras entidades","Deteriorament de valor d'actius construïts o adquirits per a altres entitats","397","asset_current","False"
"account_public_company_398","Impairment of assets held for sale","Deterioro de valor de activos en estado de venta","Deteriorament de valor d'actius en estat de venda","398","asset_current","False"
"account_common_4000","Management operations","Operaciones de gestión","Operacions de gestió","4000","liability_payable","True"
"account_public_company_4001","Other accounts payable","Otras cuentas a pagar","Altres comptes a pagar","4001","liability_payable","True"
"account_public_company_4002","Debts with group, multi-group and associated entities","Deudas con entidades del grupo, multigrupo y asociadas","Deutes amb entitats del grup, multigrup i associades","4002","liability_payable","True"
"account_public_company_4003","Other debts","Otras deudas","Altres deutes","4003","liability_payable","True"
"account_common_401","Management operations","Operaciones de gestión","Operacions de gestió","4010","liability_payable","True"
"account_public_company_4011","Other accounts payable","Otras cuentas a pagar","Altres comptes a pagar","4011","liability_payable","True"
"account_public_company_4012","Debts with group, multi-group and associated entities","Deudas con entidades del grupo, multigrupo y asociadas","Deutes amb entitats del grup, multigrup i associades","4012","liability_payable","True"
"account_public_company_4013","Other debts","Otras deudas","Altres deutes","4013","liability_payable","True"
"account_common_405","Creditors for commercial operations. Current budget","Acreedores por operaciones comerciales. Presupuesto corriente","Creditors per operacions comercials. Pressupost corrent","405","liability_payable","True"
"account_common_406","Creditors for commercial operations. Closed budget","Acreedores por operaciones comerciales. Presupuesto cerrado","Creditors per operacions comercials. Pressupost tancat","406","liability_payable","True"
"account_common_4100","Creditors for Input VAT","Acreedores por IVA soportado","Creditors per IVA suportat","410","liability_payable","True"
"account_common_411","(Suppressed)","(Suprimida)","(Suprimida)","411","liability_payable","True"
"account_public_company_412","Creditors for recognized obligations. Treasury Advances","Acreedores por obligaciones reconocidas. Anticipos de Tesorería","Creditors per obligacions reconegudes. Bestretes de Tresoreria","412","liability_payable","True"
"account_public_company_413","Creditors for accrued operations","Acreedores por operaciones devengadas","Creditors per operacions meritades","413","liability_payable","True"
"account_public_company_416","Advances for assets constructed or acquired for other entities","Anticipos para activos construidos o adquiridos para otras entidades","Bestretes per a actius construïts o adquirits per a altres entitats","416","liability_payable","True"
"account_public_company_417","Advances for service provision","Anticipos de prestación de servicios","Bestretes de prestació de serveis","417","liability_payable","True"
"account_public_company_418","Creditors for return of income and other reductions","Acreedores por devolución de ingresos y otras minoraciones","Creditors per devolució d'ingressos i altres minoracions","418","liability_payable","True"
"account_common_419","Creditors for firm payments pending","Acreedores por pagos en firme pendientes de realizar","Creditors per pagaments en ferm pendents de realitzar","4190","liability_payable","True"
"account_public_company_4199","Other non-budgetary creditors","Otros acreedores no presupuestarios","Altres creditors no pressupostaris","4199","liability_payable","True"
"account_common_4300","Management operations","Operaciones de gestión","Operacions de gestió","4300","asset_receivable","True"
"account_common_4301","Other accounts receivable","Otras cuentas a cobrar","Altres comptes a cobrar","4301","asset_receivable","True"
"account_public_company_4302","Financial investments in group, multi-group or associated entities","Inversiones financieras en entidades del grupo, multigrupo o asociadas","Inversions financeres en entitats del grup, multigrup o associades","4302","asset_receivable","True"
"account_public_company_4303","Other financial investments","Otras inversiones financieras","Altres inversions financeres","4303","asset_receivable","True"
"account_common_4310","Management operations","Operaciones de gestión","Operacions de gestió","4310","asset_receivable","True"
"account_common_4311","Other accounts receivable","Otras cuentas a cobrar","Altres comptes a cobrar","4311","asset_receivable","True"
"account_common_4312","Financial investments in group, multi-group and associated entities","Inversiones financieras en entidades del grupo, multigrupo y asociadas","Inversions financeres en entitats del grup, multigrup i associades","4312","asset_receivable","True"
"account_common_4313","Other financial investments","Otras inversiones financieras","Altres inversions financeres","4313","asset_receivable","True"
"account_common_4330","Due to cancellation of settlements","Por anulación de liquidaciones","Per anul·lació de liquidacions","4330","asset_receivable","True"
"account_common_4331","Due to deferral and spotting","Por aplazamiento y fraccionamiento","Per ajornament i fraccionament","4331","asset_receivable","True"
"account_common_4339","Due to return of income","Por devolución de ingresos","Per devolució d'ingressos","4339","asset_receivable","True"
"account_common_434","Due to cancellation of settlements","Por anulación de liquidaciones","Per anul·lació de liquidacions","4340","asset_receivable","True"
"account_public_company_4342","Due to deferral and spotting","Por aplazamiento y fraccionamiento","Per ajornament i fraccionament","4342","asset_receivable","True"
"account_common_435","Debtors for commercial operations. Current budget","Deudores por operaciones comerciales. Presupuesto corriente","Deutors per operacions comercials. Pressupost corrent","435","asset_receivable","True"
"account_common_436","Debtors for commercial operations. Closed budgets","Deudores por operaciones comerciales. Presupuestos cerrados","Deutors per operacions comercials. Pressupostos tancats","436","asset_receivable","True"
"account_common_437","Return of income","Devolución de ingresos","Devolució d'ingressos","437","asset_receivable","True"
"account_common_438","Due to collections in kind","Por cobros en especie","Per cobraments en espècie","4380","asset_receivable","True"
"account_common_4381","Due to insolvencies and other causes","Por insolvencias y otras causas","Per insolvències i altres causes","4381","asset_receivable","True"
"account_public_company_4390","Due to collections in kind","Por cobros en especie","Per cobraments en espècie","4390","asset_receivable","True"
"account_public_company_4391","Due to insolvencies and other causes","Por insolvencias y otras causas","Per insolvències i altres causes","4391","asset_receivable","True"
"account_public_company_4392","Due to prescription","Por prescripción","Per prescripció","4392","asset_receivable","True"
"account_common_4400","Debtors for Output VAT","Deudores por IVA repercutido","Deutors per IVA repercutit","440","asset_receivable","True"
"account_common_4410","Debtors for accrued income","Deudores por ingresos devengados","Deutors per ingressos meritats","441","asset_receivable","True"
"account_public_company_442","Debtors for collection service","Deudores por servicio de recaudación","Deutors per servei de recaptació","442","asset_receivable","True"
"account_public_company_4430","Management operations","Operaciones de gestión","Operacions de gestió","4430","asset_receivable","True"
"account_public_company_4431","Other accounts receivable","Otras cuentas a cobrar","Altres comptes a cobrar","4431","asset_receivable","True"
"account_public_company_4432","Financial investments in group, multi-group and associated entities","Inversiones financieras en entidades del grupo, multigrupo y asociadas","Inversions financeres en entitats del grup, multigrup i associades","4432","asset_receivable","True"
"account_public_company_4433","Other financial investments","Otras inversiones financieras","Altres inversions financeres","4433","asset_receivable","True"
"account_public_company_445","Accrued taxes pending settlement","Impuestos devengados pendientes de liquidar","Impostos meritats pendents de liquidar","445","asset_receivable","True"
"account_common_446","Debtors for assets constructed or acquired for other entities pending budget imputation","Deudores por activos construidos o adquiridos para otras entidades pendientes de imputar al presupuesto","Deutors per actius construïts o adquirits per a altres entitats pendents d'imputar al pressupost","446","asset_receivable","True"
"account_public_company_447","Debtors for funds to be justified","Deudores por provisiones de fondos a justificar","Deutors per provisions de fons a justificar","447","asset_receivable","True"
"account_common_449","Other non-budgetary debtors","Otros deudores no presupuestarios","Altres deutors no pressupostaris","449","asset_receivable","True"
"account_public_company_450","Debtors for recognized rights of resources from other public entities","Deudores por derechos reconocidos de recursos de otros entes públicos","Deutors per drets reconeguts de recursos d'altres ens públics","450","asset_receivable","True"
"account_public_company_4510","Due to cancellation of settlements","Por anulación de liquidaciones","Per anul·lació de liquidacions","4510","liability_payable","True"
"account_public_company_4519","Due to return of income","Por devolución de ingresos","Per devolució d'ingressos","4519","liability_payable","True"
"account_public_company_452","Public entities, for rights to collect","Entes públicos, por derechos a cobrar","Ens públics, per drets a cobrar","452","liability_payable","True"
"account_public_company_453","Public entities, for income pending settlement","Entes públicos, por ingresos pendientes de liquidar","Ens públics, per ingressos pendents de liquidar","453","liability_payable","True"
"account_public_company_454","Return of income from resources of other public entities","Devolución de ingresos por recursos de otros entes públicos","Devolució d'ingressos per recursos d'altres ens públics","454","liability_payable","True"
"account_public_company_455","Public entities, for return of income pending payment","Entes públicos, por devolución de ingresos pendientes de pago","Ens públics, per devolució d'ingressos pendents de pagament","455","liability_payable","True"
"account_public_company_456","Public entities, current account cash","Entes públicos, c/c. efectivo","Ens públics, c/c. efectiu","456","liability_payable","True"
"account_public_company_457","Creditors for return of income from resources of other entities","Acreedores por devolución de ingresos por recursos de otros entes","Creditors per devolució d'ingressos per recursos d'altres ens","457","liability_payable","True"
"account_public_company_4580","Due to collections in kind","Por cobros en especie","Per cobraments en espècie","4580","liability_payable","True"
"account_public_company_4581","Due to insolvencies and other causes","Por insolvencias y otras causas","Per insolvències i altres causes","4581","liability_payable","True"
"account_public_company_4582","Due to prescription","Por prescripción","Per prescripció","4582","liability_payable","True"
"account_public_company_4707","Public Treasury, debtor for IGIC","Hacienda Pública, deudor por IGIC","Hisenda Pública, deutor per IGIC","4707","liability_payable","True"
"account_common_4709","Public Treasury, debtor for other concepts","Hacienda Pública, deudor por otros conceptos","Hisenda Pública, deutor per altres conceptes","4709","asset_current","False"
"account_common_471","Social Security","Seguridad Social","Seguretat Social","4710","asset_current","False"
"account_public_company_4711","MUFACE","MUFACE","MUFACE","4711","asset_current","False"
"account_public_company_4712","MUGEJU","MUGEJU","MUGEJU","4712","asset_current","False"
"account_public_company_4713","ISFAS","ISFAS","ISFAS","4713","asset_current","False"
"account_public_company_4719","Other Social Security agencies, debtors","Otros organismos de Previsión Social, deudores","Altres organismes de Previsió Social, deutors","4719","asset_current","False"
"account_common_472","Input VAT","IVA soportado","IVA suportat","4720","asset_current","False"
"account_public_company_4721","Input IGIC","IGIC soportado","IGIC suportat","4721","asset_current","False"
