"id","code_prefix_start","name","name@es","name@ca"
"account_group_1144","1144","Reserves for own shares accepted as collateral","Reservas por acciones propias aceptadas en garantía","Reserves per accions pròpies acceptades en garantia"
"account_group_115","115","Reserves for actuarial gains and losses and other adjustments","Reservas por pérdidas y ganancias actuariales y otros ajustes","Reserves per pèrdues i guanys actuarials i altres ajustos"
"account_group_118","118","Contributions from equity holders or owners","Aportaciones de socios o propietarios","Aportacions de socis o propietaris"
"account_group_119","119","Differences on translation of capital to euros","Diferencias por ajuste del capital a euros","Diferències per ajust del capital a euros"
"account_group_12","12","Profit/loss pending distribution or application","Resultados pendientes de aplicación","RESULTATS PENDENTS D’ APLICACIÓ"
"account_group_120","120","Retained earnings","Remanente","Romanent"
"account_group_121","121","Prior periods' losses","Resultados negativos de ejercicios anteriores","Resultats negatius d’exercicis anteriors"
"account_group_129","129","Profit/loss for the period","Resultado del ejercicio","Resultat de l’exercici"
"account_group_13","13","Grants, donations and valuation adjustments","Subvenciones, donaciones y ajustes por cambios de valor","SUBVENCIONS, DONACIONS I AJUSTOS PER CANVIS DE VALOR"
"account_group_130","130","Government capital grants","Subvenciones oficiales de capital","Subvencions oficials de capital"
"account_group_131","131","Capital donations and bequests","Donaciones y legados de capital","Donacions i llegats de capital"
"account_group_132","132","Other grants, donations and bequests","Otras subvenciones, donaciones y legados","Altres subvencions, donacions i llegats"
"account_group_133","133","Valuation adjustments to available-for-sale financial assets","Ajustes por valoración en activos financieros disponibles para la venta","Ajustos per valoració en actius financers a valor raonable amb canvis en el patrimoni net"
"account_group_134","134","Hedging transactions","Operaciones de cobertura","Operacions de cobertura"
"account_group_1340","1340","Cash flow hedges","Cobertura de flujos de efectivo","Cobertura de fluxos d’efectiu"
"account_group_1341","1341","Hedges of a net investment in a foreign operation","Cobertura de una inversión neta en un negocio en el extranjero","Cobertura d’una inversió neta en un negoci a l’estranger"
"account_group_135","135","Translation differences","Diferencias de conversión","Diferències de conversió"
"account_group_136","136","Valuation adjustments to non-current assets and disposal groups held for sale","Ajustes por valoración en activos no corrientes y grupos enajenables de elementos, mantenidos para la venta","Ajustos per valoració en actius no corrents i grups alienables d’elements, mantinguts per a la venda"
"account_group_137","137","Deferred tax income","Ingresos fiscales a distribuir en varios ejercicios","Ingressos fiscals a distribuir en diversos exercicis"
"account_group_1370","1370","Deferred tax income on permanent differences","Ingresos fiscales por diferencias permanentes a distribuir en varios ejercicios","Ingressos fiscals per diferències permanents a distribuir en diversos exercicis"
"account_group_1371","1371","Deferred tax income for tax deductions and tax credits","Ingresos fiscales por deducciones y bonificaciones a distribuir en varios ejercicios","Ingressos fiscals per deduccions i bonificacions a distribuir en diversos exercicis"
"account_group_14","14","Provisions","Provisiones","PROVISIONS"
"account_group_140","140","Provisions for long-term employee benefits","Provisión por retribuciones a largo plazo al personal","Provisió per retribucions a llarg termini al personal"
"account_group_141","141","Provisions for taxes","Provisión para impuestos","Provisió per a impostos"
"account_group_142","142","Provisions for other liabilities","Provisión para otras responsabilidades","Provisió per a altres responsabilitats"
"account_group_143","143","Provisions for dismantlement, removal or restoration of fixed assets","Provisión por desmantelamiento, retiro o rehabilitación del inmovilizado","Provisió per desmantellament, retirament o rehabilitació de l’immobilitzat"
"account_group_145","145","Provisions for environmental actions","Provisión para actuaciones medioambientales","Provisió per a actuacions mediambientals"
"account_group_146","146","Provisions for restructuring costs","Provisión para reestructuraciones","Provisió per a reestructuracions"
"account_group_147","147","Provisions for share-based payment transactions","Provisión por transacciones con pagos basados en instrumentos de patrimonio","Provisió per transaccions amb pagaments basats en instruments de patrimoni"
"account_group_15","15","Non-current payables of a special nature","Deudas a largo plazo con características especiales","DEUTES A LLARG TERMINI AMB CARACTERÍSTIQUES ESPECIALS"
"account_group_150","150","Non-current liability-classified shares or equity holdings","Acciones o participaciones a largo plazo consideradas como pasivos financieros","Accions o participacions a llarg termini considerades passius financers"
"account_group_153","153","Liability-classified uncalled share capital or equity holdings","Desembolsos no exigidos por acciones o participaciones consideradas como pasivos financieros","Desemborsaments no exigits per accions o participacions considerades passius financers"
"account_group_1533","1533","Uncalled share capital or equity holdings, group companies","Desembolsos no exigidos, empresas del grupo","Desemborsaments no exigits, empreses del grup"
"account_group_1534","1534","Uncalled share capital or equity holdings, associates","Desembolsos no exigidos, empresas asociadas","Desemborsaments no exigits, empreses associades"
"account_group_1535","1535","Uncalled share capital or equity holdings, other related parties","Desembolsos no exigidos, otras partes vinculadas","Desemborsaments no exigits, altres parts vinculades"
"account_group_1536","1536","Other uncalled share capital or equity holdings","Otros desembolsos no exigidos","Altres desemborsaments no exigits"
"account_group_154","154","Liability-classified uncalled non-monetary contributions of shares or equity holdings","Aportaciones no dinerarias pendientes por acciones o participaciones consideradas como pasivos financieros","Aportacions no dineràries pendents per accions o participacions considerades passius financers"
"account_group_1543","1543","Uncalled non-monetary contributions, group companies","Aportaciones no dinerarias pendientes, empresas del grupo","Aportacions no dineràries pendents, empreses del grup"
"account_group_1544","1544","Uncalled non-monetary contributions, associates","Aportaciones no dinerarias pendientes, empresas asociadas","Aportacions no dineràries pendents, empreses associades"
"account_group_1545","1545","Uncalled non-monetary contributions, other related parties","Aportaciones no dinerarias pendientes, otras partes vinculadas","Aportacions no dineràries pendents, altres parts vinculades"
"account_group_1546","1546","Other uncalled non-monetary contributions","Otras aportaciones no dinerarias pendientes","Altres aportacions no dineràries pendents"
"account_group_16","16","Non-current payables to related parties","Deudas a largo plazo con partes vinculadas","DEUTES A LLARG TERMINI AMB PARTS VINCULADES"
"account_group_160","160","Non-current debt with related financial institutions","Deudas a largo plazo con entidades de crédito vinculadas","Deutes a llarg termini amb entitats de crèdit vinculades"
"account_group_1603","1603","Non-current debt with financial institutions, group companies","Deudas a largo plazo con entidades de crédito, empresas del grupo","Deutes a llarg termini amb entitats de crèdit, empreses del grup"
"account_group_1604","1604","Non-current debt with financial institutions, associates","Deudas a largo plazo con entidades de crédito, empresas asociadas","Deutes a llarg termini amb entitats de crèdit, empreses associades"
"account_group_1605","1605","Non-current debt with other related financial institutions","Deudas a largo plazo con otras entidades de crédito vinculadas","Deutes a llarg termini amb altres entitats de crèdit vinculades"
"account_group_161","161","Non-current payables to suppliers of fixed assets, related parties","Proveedores de inmovilizado a largo plazo, partes vinculadas","Proveïdors d’immobilitzat a llarg termini, parts vinculades"
"account_group_1613","1613","Non-current payables to suppliers of fixed assets, group companies","Proveedores de inmovilizado a largo plazo, empresas del grupo","Proveïdors d’immobilitzat a llarg termini, empreses del grup"
"account_group_1614","1614","Non-current payables to suppliers of fixed assets, associates","Proveedores de inmovilizado a largo plazo, empresas asociadas","Proveïdors d’immobilitzat a llarg termini, empreses associades"
"account_group_1615","1615","Non-current payables to suppliers of fixed assets, other related parties","Proveedores de inmovilizado a largo plazo, otras partes vinculadas","Proveïdors d’immobilitzat a llarg termini, altres parts vinculades"
"account_group_162","162","Non-current finance lease payables, related parties","Acreedores por arrendamiento financiero a largo plazo, partes vinculadas","Creditors per arrendament financer a llarg termini, parts vinculades"
"account_group_1623","1623","Non-current finance lease payables, group companies","Acreedores por arrendamiento financiero a largo plazo, empresas de grupo","Creditors per arrendament financer a llarg termini, empreses de grup"
"account_group_1624","1624","Non-current finance lease payables, associates","Acreedores por arrendamiento financiero a largo plazo, empresas asociadas","Creditors per arrendament financer a llarg termini, empreses associades"
"account_group_1625","1625","Non-current finance lease payables, other related parties","Acreedores por arrendamiento financiero a largo plazo, otras partes vinculadas.","Creditors per arrendament financer a llarg termini, altres parts vinculades."
"account_group_163","163","Other non-current payables to related parties","Otras deudas a largo plazo con partes vinculadas","Altres deutes a llarg termini amb parts vinculades"
"account_group_1633","1633","Other non-current payables, group companies","Otras deudas a largo plazo, empresas del grupo","Altres deutes a llarg termini, empreses del grup"
"account_group_1634","1634","Other non-current payables, associates","Otras deudas a largo plazo, empresas asociadas","Altres deutes a llarg termini, empreses associades"
"account_group_1635","1635","Other non-current payables, other related parties","Otras deudas a largo plazo, con otras partes vinculadas","Altres deutes a llarg termini, amb altres parts vinculades"
"account_group_17","17","Non-current payables for loeans, debentures and other","Deudas a largo plazo por préstamos recibidos, empréstitos y otros conceptos","DEUTES A LLARG TERMINI PER PRÉSTECS REBUTS, EMPRÈSTITS I ALTRES CONCEPTES"
"account_group_170","170","Non-current debt with financial institutions","Deudas a largo plazo con entidades de crédito","Deutes a llarg termini amb entitats de crèdit"
"account_group_171","171","Non-current payables","Deudas a largo plazo","Deutes a llarg termini"
"account_group_172","172","Non-current payables convertible into grants, donations and bequests","Deudas a largo plazo transformables en subvenciones, donaciones y legados","Deutes a llarg termini transformables en subvencions, donacions i llegats"
"account_group_173","173","Non-current payables to suppliers of fixed assets","Proveedores de inmovilizado a largo plazo","Proveïdors d’immobilitzat a llarg termini"
"account_group_174","174","Non-current finance lease payables","Acreedores por arrendamiento financiero a largo plazo","Creditors per arrendament financer a llarg termini"
"account_group_175","175","Non-current bills payable","Efectos a pagar a largo plazo","Efectes a pagar a llarg termini"
"account_group_176","176","Non-current liabilities arising from derivative financial instruments","Pasivos por derivados financieros a largo plazo","Passius per derivats financers a llarg termini"
"account_group_1760","1760","Liabilities arising from derivative financial instrument","Pasivos por derivados financieros","Passius per derivats financers a llarg termini"
"account_group_1765","1765","Non-current liabilities arising from derivative financial instruments, trading portfolio","Pasivos por derivados financieros a largo plazo, cartera de negociación","Passius per derivats financers a llarg termini, cartera de negociació"
"account_group_1768","1768","Non-current liabilities arising from derivative financial instruments, hedging instruments","Pasivos por derivados financieros a largo plazo, instrumentos de cobertura","Passius per derivats financers a llarg termini, instruments de cobertura"
"account_group_177","177","Bonds and obligations","Obligaciones y bonos","Obligacions i bons"
"account_group_178","178","Convertible bonds and obligations","Obligaciones y bonos convertibles","Obligacions i bons convertibles"
"account_group_179","179","Other marketable securities","Deudas representadas en otros valores negociables","Deutes representats en altres valors negociables"
"account_group_18","18","Non-current guarantees, deposits and other liabilities","Pasivos por fianzas, garantías y otros conceptos a largo plazo","PASSIUS PER FIANCES, GARANTIES I ALTRES CONCEPTES A LLARG TERMINI"
"account_group_180","180","Non-current guarantees received","Fianzas recibidas a largo plazo","Fiances rebudes a llarg termini"
"account_group_181","181","Advances of long-term sales","Anticipos recibidos por ventas o prestaciones de servicios a largo plazo","Avançaments rebuts per vendes o prestacions de serveis a llarg termini"
"account_group_185","185","Non-current deposits received","Depósitos recibidos a largo plazo","Dipòsits rebuts a llarg termini"
"account_group_189","189","Non-current financial guarantees","Garantías financieras a largo plazo","Garanties financeres a llarg termini"
"account_group_19","19","Temporary financing","Situaciones transitorias de financiación","SITUACIONS TRANSITÒRIES DE FINANÇAMENT"
"account_group_190","190","Shares or equity holdings issued","Acciones o participaciones emitidas","Accions o participacions emeses"
"account_group_192","192","Subscribed shares","Suscriptores de acciones","Subscriptors d’accions"
"account_group_194","194","Issued capital pending registration","Capital emitido pendiente de inscripción","Capital emès pendent d’inscripció"
"account_group_195","195","Liability-classified shares or equity holdings issued","Acciones o participaciones emitidas consideradas como pasivos financieros","Accions o participacions emeses considerades passius financers"
"account_group_197","197","Liability-classified subscribed shares","Suscriptores de acciones consideradas como pasivos financieros","Subscriptors d’accions considerades passius financers"
"account_group_199","199","Liability-classified shares or equity holdings issued pending registration","Acciones o participaciones emitidas consideradas como pasivos financieros pendientes de inscripción.","Accions o participacions emeses considerades passius financers pendents d’inscripció"
"account_group_2","2","Non-current assets","Activo no corriente","ACTIU NO CORRENT"
"account_group_20","20","Intangible assets","Inmovilizaciones intangibles","IMMOBILITZACIONS INTANGIBLES"
"account_group_200","200","Research","Investigación","Recerca"
"account_group_201","201","Development","Desarrollo","Desenvolupament"
"account_group_202","202","Administrative concessions","Concesiones administrativas","Concessions administratives"
"account_group_203","203","Industrial property","Propiedad industrial","Propietat industrial"
"account_group_204","204","Goodwill","Fondo de comercio","Fons de comerç"
"account_group_205","205","Leaseholds","Derechos de traspaso","Drets de traspàs"
"account_group_206","206","Computer software","Aplicaciones informáticas","Aplicacions informàtiques"
"account_group_207","207","Rights over transferred assets in use","Derechos sobre activos cedidos en uso","Drets sobre actius cedits en ús"
"account_group_209","209","Advances for intangible assets","Anticipos para inmovilizaciones intangibles","Avançaments per a immobilitzacions intangibles"
"account_group_21","21","Property, plant and equipment","Inmovilizaciones materiales","IMMOBILITZACIONS MATERIALS"
"account_group_210","210","Land and natural resources","Terrenos y bienes naturales","Terrenys i béns naturals"
"account_group_211","211","Buildings","Construcciones","Construccions"
"account_group_212","212","Technical installations","Instalaciones técnicas","Instal·lacions tècniques"
"account_group_213","213","Machinery","Maquinaria","Maquinària"
"account_group_214","214","Equipment","Utillaje","Utillatge"
"account_group_215","215","Other installations","Otras instalaciones","Altres instal·lacions"
"account_group_216","216","Furniture","Mobiliario","Mobiliari"
"account_group_217","217","Information technology equipment","Equipos para procesos de información","Equips per a processos d’informació"
"account_group_218","218","Motor vehicles","Elementos de transporte","Elements de transport"
"account_group_219","219","Other property, plant and equipment","Otro inmovilizado material","Altre immobilitzat material"
"account_group_22","22","Investment property","Inversiones inmobiliarias","INVERSIONS IMMOBILIÀRIES"
"account_group_220","220","Investments in land and natural resources","Inversiones en terrenos y bienes naturales","Inversions en terrenys i béns naturals"
"account_group_221","221","Investments in buildings","Inversiones en construcciones","Inversions en construccions"
"account_group_23","23","Property, plant and equipment under construction","Inmovilizaciones materiales en curso","IMMOBILITZACIONS MATERIALS EN CURS"
"account_group_230","230","Preparation of land and natural resources","Adaptación de terrenos y bienes naturales","Adaptació de terrenys i béns naturals"
"account_group_231","231","Buildings under construction","Construcciones en curso","Construccions en curs"
"account_group_232","232","Technical installations under assembly","Instalaciones técnicas en montaje","Instal·lacions tècniques en muntatge"
"account_group_233","233","Machinery under assembly","Maquinaria en montaje","Maquinària en muntatge"
"account_group_237","237","Information technology equipment under assembly","Equipos para procesos de información en montaje","Equips per a processos d’informació en muntatge"
"account_group_239","239","Advances for property, plant and equipment","Anticipos para inmovilizaciones materiales","Avançaments per a immobilitzacions materials"
"account_group_24","24","Non-current investments in related parties","Inversiones financieras a largo plazo en partes vinculadas","INVERSIONS FINANCERES A LLARG TERMINI EN PARTS VINCULADES"
"account_group_240","240","Non-current investments in related parties","Participaciones a largo plazo en partes vinculadas","Participacions a llarg termini en parts vinculades"
"account_group_2403","2403","Non-current investments in group companies","Participaciones a largo plazo en empresas del grupo","Participacions a llarg termini en empreses del grup"
"account_group_2404","2404","Non-current investments in associates","Participaciones a largo plazo en empresas asociadas","Participacions a llarg termini en empreses associades"
"account_group_2405","2405","Non-current investments in other related parties","Participaciones a largo plazo en otras partes vinculadas","Participacions a llarg termini en altres parts vinculades"
"account_group_241","241","Non-current debt securities of related parties","Valores representativos de deuda a largo plazo de partes vinculadas","Valors representatius de deute a llarg termini de parts vinculades"
"account_group_2413","2413","Non-current debt securities of group companies","Valores representativos de deuda a largo plazo de empresas del grupo","Valors representatius de deute a llarg termini d’empreses del grup"
"account_group_2414","2414","Non-current debt securities of associates","Valores representativos de deuda a largo plazo de empresas asociadas","Valors representatius de deute a llarg termini d’empreses associades"
"account_group_2415","2415","Non-current debt securities of other related parties","Valores representativos de deuda a largo plazo de otras partes vinculadas","Valors representatius de deute a llarg termini d’altres parts vinculades"
"account_group_242","242","Non-current loans to related parties","Créditos a largo plazo a partes vinculadas","Crèdits a llarg termini a parts vinculades"
"account_group_2423","2423","Non-current loans to group companies","Créditos a largo plazo a empresas del grupo","Crèdits a llarg termini a empreses del grup"
"account_group_2424","2424","Non-current loans to associates","Créditos a largo plazo a empresas asociadas","Crèdits a llarg termini a empreses associades"
"account_group_2425","2425","Non-current loans to other related parties","Créditos a largo plazo a otras partes vinculadas","Crèdits a llarg termini a altres parts vinculades"
"account_group_249","249","Non-current uncalled equity holdings in related parties","Desembolsos pendientes sobre participaciones a largo plazo en partes vinculadas","Desemborsaments pendents sobre participacions a llarg termini en parts vinculades"
"account_group_2493","2493","Non-current uncalled equity holdings in group companies","Desembolsos pendientes sobre participaciones a largo plazo en empresas del grupo.","Desemborsaments pendents sobre participacions a llarg termini en empreses del grup"
"account_group_2494","2494","Non-current uncalled equity holdings in associates","Desembolsos pendientes sobre participaciones a largo plazo en empresas asociadas.","Desemborsaments pendents sobre participacions a llarg termini en empreses associades"
"account_group_2495","2495","Non-current uncalled equity holdings in other related parties","Desembolsos pendientes sobre participaciones a largo plazo en otras partes vinculadas","Desemborsaments pendents sobre participacions a llarg termini en altres parts vinculades"
"account_group_25","25","Other non-current investments","Otras inversiones financieras a largo plazo","ALTRES INVERSIONS FINANCERES A LLARG TERMINI"
"account_group_250","250","Non-current investments in equity instruments","Inversiones financieras a largo plazo en instrumentos de patrimonio","Inversions financeres a llarg termini en instruments de patrimoni"
"account_group_251","251","Non-current debt securities","Valores representativos de deuda a largo plazo","Valors representatius de deute a llarg termini"
"account_group_252","252","Non-current loans","Créditos a largo plazo","Crèdits a llarg termini"
"account_group_253","253","Non-current loans for disposal of fixed assets","Créditos a largo plazo por enajenación de inmovilizado","Crèdits a llarg termini per alienació d’immobilitzat"
"account_group_254","254","Non-current loans to personnel","Créditos a largo plazo al personal","Crèdits a llarg termini al personal"
"account_group_255","255","Non-current assets arising from derivative financial instruments","Activos por derivados financieros a largo plazo","Actius per derivats financers a llarg termini"
"account_group_2550","2550","Non-current assets arising from derivative financial instruments, trading portfolio","Activos por derivados financieros a largo plazo, cartera de negociación","Actius per derivats financers a llarg termini, cartera de negociació"
"account_group_2553","2553","Non-current assets arising from derivative financial instruments, hedging instruments","Activos por derivados financieros a largo plazo, instrumentos de cobertura","Actius per derivats financers a llarg termini, instruments de cobertura"
"account_group_257","257","Reimbursement rights of insurance contracts for long-term employee benefits","Derechos de reembolso derivados de contratos de seguro relativos a retribuciones a largo plazo al personal","Drets de reemborsament derivats de contractes d’assegurança relatius a retribucions a llarg termini al personal"
"account_group_258","258","Non-current deposits","Imposiciones a largo plazo","Imposicions a llarg termini"
"account_group_259","259","Non-current uncalled equity holdings","Desembolsos pendientes sobre participaciones en el patrimonio neto a largo plazo","Desemborsaments pendents sobre participacions en el patrimoni net a llarg termini"
"account_group_26","26","Non-current guarantees and deposits extended","Fianzas y depósitos constituidos a largo plazo","FIANCES I DIPÒSITS CONSTITUÏTS A LLARG TERMINI"
"account_group_260","260","Non-current guarantees extended","Fianzas constituidas a largo plazo","Fiances constituïdes a llarg termini"
"account_group_265","265","Non-current deposits extended","Depósitos constituidos a largo plazo","Dipòsits constituïts a llarg termini"
"account_group_28","28","Accumulated amortisation and depreciation","Amortización acumulada del inmovilizado","AMORTITZACIÓ ACUMULADA DE L’IMMOBILITZAT"
"account_group_280","280","Accumulated amortisation of intangible assets","Amortización acumulada del inmovilizado intangible","Amortització acumulada de l’immobilitzat intangible"
"account_group_2800","2800","Accumulated amortisation of research","Amortización acumulada de investigación","Amortització acumulada de recerca"
"account_group_2801","2801","Accumulated amortisation of development","Amortización acumulada de desarrollo","Amortització acumulada de desenvolupament"
"account_group_2802","2802","Accumulated amortisation of administrative concessions","Amortización acumulada de concesiones administrativas","Amortització acumulada de concessions administratives"
"account_group_2803","2803","Accumulated amortisation of industrial property","Amortización acumulada de propiedad industrial","Amortització acumulada de propietat industrial"
"account_group_2805","2805","Accumulated amortisation of leaseholds","Amortización acumulada de derechos de traspaso","Amortització acumulada de drets de traspàs"
"account_group_2806","2806","Accumulated amortisation of computer software","Amortización acumulada de aplicaciones informáticas","Amortització acumulada d’aplicacions informàtiques"
"account_group_281","281","Accumulated depreciation of property, plant and equipment","Amortización acumulada del inmovilizado material","Amortització acumulada de l’immobilitzat material"
"account_group_2811","2811","Accumulated depreciation of buildings","Amortización acumulada de construcciones","Amortització acumulada de construccions"
"account_group_2812","2812","Accumulated depreciation of technical installations","Amortización acumulada de instalaciones técnicas","Amortització acumulada d’instal·lacions tècniques"
"account_group_2813","2813","Accumulated depreciation of machinery","Amortización acumulada de maquinaria","Amortització acumulada de maquinària"
"account_group_2814","2814","Accumulated depreciation of equipment","Amortización acumulada de utillaje","Amortització acumulada d’utillatge"
"account_group_2815","2815","Accumulated depreciation of other installations","Amortización acumulada de otras instalaciones","Amortització acumulada d’altres instal·lacions"
"account_group_2816","2816","Accumulated depreciation of furniture","Amortización acumulada de mobiliario","Amortització acumulada de mobiliari"
"account_group_2817","2817","Accumulated depreciation of information technology equipment","Amortización acumulada de equipos para procesos de información","Amortització acumulada d’equips per a processos d’informació"
"account_group_2818","2818","Accumulated depreciation of motor vehicles","Amortización acumulada de elementos de transporte","Amortització acumulada d’elements de transport"
"account_group_2819","2819","Accumulated depreciation of other property, plant and equipment","Amortización acumulada de otro inmovilizado material","Amortització acumulada d’un altre immobilitzat material"
"account_group_282","282","Accumulated depreciation of investment property","Amortización acumulada de las inversiones inmobiliarias","Amortització acumulada de les inversions immobiliàries"
"account_group_283","283","Cession of use without counterpart","Cesiones de uso sin contraprestación","Cessions d’ús sense contraprestació"
"account_group_29","29","Impairment of non-current assets","Deterioro de valor de activos no corrientes","DETERIORAMENT DE VALOR D’ACTIUS NO CORRENTS"
"account_group_290","290","Impairment of intangible assets","Deterioro de valor del inmovilizado intangible","Deteriorament de valor de l’immobilitzat intangible"
"account_group_2900","2900","Impairment of research","Deterioro de valor de investigación","Deteriorament de valor de recerca"
"account_group_2901","2901","Impairment of development","Deterioro del valor de desarrollo","Deteriorament del valor de desenvolupament"
"account_group_2902","2902","Impairment of administrative concessions","Deterioro de valor de concesiones administrativas","Deteriorament de valor de concessions administratives"
"account_group_2903","2903","Impairment of industrial property","Deterioro de valor de propiedad industrial","Deteriorament de valor de propietat industrial"
"account_group_2905","2905","Impairment of leaseholds","Deterioro de valor de derechos de traspaso","Deteriorament de valor de drets de traspàs"
"account_group_2906","2906","Impairment of computer software","Deterioro de valor de aplicaciones informáticas","Deteriorament de valor d’aplicacions informàtiques"
"account_group_291","291","Impairment of property, plant and equipment","Deterioro de valor del inmovilizado material","Deteriorament de valor de l’immobilitzat material"
"account_group_2910","2910","Impairment of land and natural resources","Deterioro de valor de terrenos y bienes naturales","Deteriorament de valor de terrenys i béns naturals"
"account_group_2911","2911","Impairment of buildings","Deterioro de valor de construcciones","Deteriorament de valor de construccions"
"account_group_2912","2912","Impairment of technical installations","Deterioro de valor de instalaciones técnicas","Deteriorament de valor d’instal·lacions tècniques"
"account_group_2913","2913","Impairment of machinery","Deterioro de valor de maquinaria","Deteriorament de valor de maquinària"
"account_group_2914","2914","Impairment of equipment","Deterioro de valor de utillaje","Deteriorament de valor d’utillatge"
"account_group_2915","2915","Impairment of other installations","Deterioro de valor de otras instalaciones","Deteriorament de valor d’altres instal·lacions"
"account_group_2916","2916","Impairment of furniture","Deterioro de valor de mobiliario","Deteriorament de valor de mobiliari"
"account_group_2917","2917","Impairment of information technology equipment","Deterioro de valor de equipos para procesos de información","Deteriorament de valor d’equips per a processos d’informació"
"account_group_2918","2918","Impairment of motor vehicles","Deterioro de valor de elementos de transporte","Deteriorament de valor d’elements de transport"
"account_group_2919","2919","Impairment of other property, plant and equipment","Deterioro de valor de otro inmovilizado material","Deteriorament de valor d’un altre immobilitzat material"
"account_group_292","292","Impairment of investment property","Deterioro de valor de las inversiones inmobiliarias","Deteriorament de valor de les inversions immobiliàries"
"account_group_2920","2920","Impairment of land and natural resources","Deterioro de valor de los terrenos y bienes naturales","Deteriorament de valor dels terrenys i béns naturals"
"account_group_2921","2921","Impairment of buildings","Deterioro de valor de construcciones","Deteriorament de valor de construccions"
"account_group_293","293","Impairment of non-current investments in related parties","Deterioro de valor de participaciones a largo plazo en partes vinculadas","Deteriorament de valor de participacions a llarg termini"
"account_group_2933","2933","Impairment of non-current investments in group companies","Deterioro de valor de participaciones a largo plazo en empresas del grupo","Deteriorament de valor de participacions a llarg termini en empreses del grup"
"account_group_2934","2934","Impairment of non-current investments in associates","Deterioro de valor de participaciones a largo plazo en empresas asociadas","Deteriorament de valor de participacions a llarg termini en empreses associades"
"account_group_294","294","Impairment of non-current debt securities of related parties","Deterioro de valor de valores representativos de deuda a largo plazo de partes vinculadas","Deteriorament de valor de valors representatius de deute a llarg termini de parts vinculades"
"account_group_2943","2943","Impairment of non-current debt securities of group companies","Deterioro de valor de valores representativos de deuda a largo plazo de empresas del grupo","Deteriorament de valor de valors representatius de deute a llarg termini d’empreses del grup"
"account_group_2944","2944","Impairment of non-current debt securities of associates","Deterioro de valor de valores representativos de deuda a largo plazo de empresas asociadas","Deteriorament de valor de valors representatius de deute a llarg termini d’empreses associades"
"account_group_2945","2945","Impairment of non-current debt securities of other related parties","Deterioro de valor de valores representativos de deuda a largo plazo de otras partes vinculadas","Deteriorament de valor de valors representatius de deute a llarg termini d’altres parts vinculades"
"account_group_295","295","Impairment of non-current loans to related parties","Deterioro de valor de créditos a largo plazo a partes vinculadas","Deteriorament de valor de crèdits a llarg termini a parts vinculades"
"account_group_2953","2953","Impairment of non-current loans to group companies","Deterioro de valor de créditos a largo plazo a empresas del grupo","Deteriorament de valor de crèdits a llarg termini a empreses del grup"
