"id","name","name@es","name@ca","code","account_type","reconcile"
"account_assoc_4480","Sponsors","Patrocinadores","Patrocinadors","4480","asset_receivable","True"
"account_assoc_4482","Affiliates","Afiliados","Afiliats","4482","asset_receivable","True"
"account_assoc_4489","Other debtors","Otros deudores","Altres deutors","4489","asset_receivable","True"
"account_assoc_464","Deliveries for expenses to be justified","Entregas para gastos a justificar","Lliuraments per a despeses a justificar","464","asset_receivable","True"
"account_assoc_4707","Public Treasury, debt for subsidies received as collaborating entity (art. 12 Subsidies law)","Hacienda Pública, deudora por colaboración en la entrega y distribución de subvenciones (art.12 Ley de Subvenciones)","Hisenda pública, deutora per col·laboració  en el lliurament i distribució de subvencions (art.12 Llei de subvencions)","4707","asset_receivable","True"
"account_assoc_4757","Public Treasury, credit for subsidies received as collaborating entity (art. 12 Subsidies law)","Hacienda Pública, acreedora por subvenciones recibidas en concepto de entidad colaboradora (art.12 Ley de Subvencioens)","Hisenda pública, creditora per subvencions rebudes en concepte d’entitat col·laboradora (art.12 Llei de subvencions)","4757","asset_receivable","True"
"account_common_mainland_490","Loss of value of credit for activity operations","Deterioro de valor de créditos por operaciones de la actividad","Deteriorament de valor de crèdits per operacions comercials","","",""
"account_common_mainland_551","Current account with employers and others","Cuenta corriente con patronos y otros","Compte corrent amb socis i administradors","","",""
"account_assoc_5935","Loss of value of short-term interests in other related parties","Deterioro de valor de participaciones a corto plazo en otras partes vinculadas","Deteriorament de valor de participacions a curt termini en altres parts vinculades","5935","asset_current","False"
"account_assoc_596","Loss of value of short-term shares","Deterioro de valor de participaciones a corto plazo","Deteriorament de valor de participacions a curt termini","596","asset_current","False"
"account_assoc_6501","Individual financial aid","Ayudas monetarias individuales","Ajudes monetàries individuals","6501","expense","False"
"account_assoc_6502","Entities financial aid","Ayudas monetarias a entidades","Ajudes monetàries a entitats","6502","expense","False"
"account_assoc_6503","Other entities or center financial aid","Ayudas monetarias realizadas a través de otras entidades o centros","Ajudes monetàries realitzades a través d’altres entitats o centres","6503","expense","False"
"account_assoc_6504","International cooperation financial aid","Ayudas monetarias de cooperación internacional","Ajudes monetàries de cooperació internacional","6504","expense","False"
"account_common_mainland_6511","Individual non-monetary aid","Ayudas no monetarias individuales","Pèrdua suportada (partícip o associat no gestor)","","",""
"account_assoc_6512","Entities financial aid","Ayudas no monetarias a entidades","Ajudes no monetàries a entitats","6512","expense","False"
"account_assoc_6513","Other entities or center financial aid","Ayudas no monetarias realizadas a través de otras entidades o centros","Ajudes no monetàries realitzades a través d’altres entitats o centres","6513","expense","False"
"account_assoc_6514","International cooperation financial aid","Ayudas no monetarias de cooperación internacional","Ajudes no monetàries de cooperació internacional","6514","expense","False"
"account_assoc_653","Compensation of expenses for collaboration benefits","Compensación de gastos por prestaciones de colaboración","Compensació de despeses per prestacions de col·laboració","653","expense","False"
"account_assoc_654","Reimbursement of expenses to the government","Reembolsos de gastos al órgano de gobierno","Reemborsaments de despeses a l’òrgan de govern","654","expense","False"
"account_assoc_655","Credit loss from uncollectible activity","Pérdidas de créditos derivados de la actividad incobrables","Pèrdues de crèdits incobrables derivats de l’activitat","655","expense","False"
"account_assoc_6560","Transferred profit","Beneficio transferido (gestor)","Benefici transferit (gestor)","6560","expense","False"
"account_assoc_6561","Supported loss","Pérdida soportada(partícipe o asociado no gestor)","Pèrdues suportades (partícip o associat no gestor)","6561","expense","False"
"account_assoc_658","Reimbursement of subsidies, donations and legacies received, related to the entity's own activity","Reintegro de subvenciones, donaciones y legados recibidos, afectos a la actividad propia de la entidad","Reintegrament de subvencions, donacions i llegats rebut, afectes a l’activitat pròpia de l’entitat","658","expense","False"
"account_assoc_6711","Losses on historical heritage assets","Pérdidas procedentes de bienes del Patrimonio Histórico","Pèrdues procedents de béns del Patrimoni Històric","6711","expense","False"
"account_assoc_6911","Impairment losses on historical heritage assets","Pérdidas por deterioro de bienes del Patrimonio Histórico","Pèrdues per deteriorament de béns del Patrimoni Històric","6911","expense","False"
"account_assoc_720","Associate and affiliates dues","Cuotas de asociados y afiliados","Quotes d’associats i afiliats","720","income","False"
"account_assoc_721","Users quotas","Cuotas de usuarios","Quotes d’usuaris","721","income","False"
"account_assoc_722","Fundraising promotions","Promociones de captación de recursos","Promocions per a captació de recursos","722","income","False"
"account_assoc_7230","Sponsorship","Patrocinio","Patrocini","7230","income","False"
"account_assoc_7231","Advertising sponsorship","Patrocinio publicitario","Patrocini publicitari","7231","income","False"
"account_assoc_7233","Business collaborations","Colaboraciones empresariales","Col·laboracions empresarials","7233","income","False"
"account_assoc_728","Income from reimbursement of aid and allowances","Ingresos por reintegro de ayudas y asignaciones","Ingressos per reintegrament d’ajudes i assignacions","728","income","False"
"account_assoc_7962","Reversal of impairment of non-current investments, other related parties","Reversión del deterioro de participaciones en instrumentos de patrimonio neto a largo plazo, otras partes vinculadas","Reversió del deteriorament de participacions en instruments de patrimoni net a llarg termini, altres parts vinculades","7962","income","False"
"account_assoc_7963","Reversal of impairment of non-current investments, other other companies","Reversión del deterioro de participaciones en instrumentos de patrimonio neto a largo plazo, otras empresas","Reversió del deteriorament de participacions en instruments de patrimoni net a llarg termini, altres empreses","7963","income","False"
