"id","sequence","name","name@es","name@ca","auto_apply","vat_required","country_id","country_group_id","tax_ids/tax_src_id","tax_ids/tax_dest_id","account_ids/account_src_id","account_ids/account_dest_id"
"","","","","","","","","","account_tax_template_p_iva21_bc","account_tax_template_p_iva21_bc","",""
"","","","","","","","","","account_tax_template_p_iva21_bc","account_tax_template_p_irpf9","",""
"","","","","","","","","","account_tax_template_p_iva21_sc","account_tax_template_p_iva21_sc","",""
"","","","","","","","","","account_tax_template_p_iva21_sc","account_tax_template_p_irpf9","",""
"","","","","","","","","","account_tax_template_p_iva10_bc","account_tax_template_p_iva10_bc","",""
"","","","","","","","","","account_tax_template_p_iva10_bc","account_tax_template_p_irpf9","",""
"","","","","","","","","","account_tax_template_p_iva10_sc","account_tax_template_p_iva10_sc","",""
"","","","","","","","","","account_tax_template_p_iva10_sc","account_tax_template_p_irpf9","",""
"","","","","","","","","","account_tax_template_p_iva4_bc","account_tax_template_p_iva4_bc","",""
"","","","","","","","","","account_tax_template_p_iva4_bc","account_tax_template_p_irpf9","",""
"","","","","","","","","","account_tax_template_p_iva4_sc","account_tax_template_p_iva4_sc","",""
"","","","","","","","","","account_tax_template_p_iva4_sc","account_tax_template_p_irpf9","",""
"","","","","","","","","","account_tax_template_p_iva0_bc","account_tax_template_p_iva0_bc","",""
"","","","","","","","","","account_tax_template_p_iva0_bc","account_tax_template_p_irpf9","",""
"","","","","","","","","","account_tax_template_p_iva0_ns_b","account_tax_template_p_iva0_ns_b","",""
"","","","","","","","","","account_tax_template_p_iva0_ns_b","account_tax_template_p_irpf9","",""
"","","","","","","","","","account_tax_template_p_iva0_ns","account_tax_template_p_iva0_ns","",""
"","","","","","","","","","account_tax_template_p_iva0_ns","account_tax_template_p_irpf9","",""
"fp_irpf15","","Personal income tax withholding 15%","Retención IRPF 15%","Retenció IRPF 15%","","","","","account_tax_template_s_iva21b","account_tax_template_s_iva21b","",""
"","","","","","","","","","account_tax_template_s_iva21b","account_tax_template_s_irpf15","",""
"","","","","","","","","","account_tax_template_s_iva21isp","account_tax_template_s_iva21isp","",""
"","","","","","","","","","account_tax_template_s_iva21isp","account_tax_template_s_irpf15","",""
"","","","","","","","","","account_tax_template_s_iva21s","account_tax_template_s_iva21s","",""
"","","","","","","","","","account_tax_template_s_iva21s","account_tax_template_s_irpf15","",""
"","","","","","","","","","account_tax_template_s_iva10b","account_tax_template_s_iva10b","",""
"","","","","","","","","","account_tax_template_s_iva10b","account_tax_template_s_irpf15","",""
"","","","","","","","","","account_tax_template_s_iva10s","account_tax_template_s_iva10s","",""
"","","","","","","","","","account_tax_template_s_iva10s","account_tax_template_s_irpf15","",""
"","","","","","","","","","account_tax_template_s_iva4b","account_tax_template_s_iva4b","",""
"","","","","","","","","","account_tax_template_s_iva4b","account_tax_template_s_irpf15","",""
"","","","","","","","","","account_tax_template_s_iva4s","account_tax_template_s_iva4s","",""
"","","","","","","","","","account_tax_template_s_iva4s","account_tax_template_s_irpf15","",""
"","","","","","","","","","account_tax_template_s_iva0","account_tax_template_s_iva0","",""
"","","","","","","","","","account_tax_template_s_iva0","account_tax_template_s_irpf15","",""
"","","","","","","","","","account_tax_template_s_iva0_ns","account_tax_template_s_iva0_ns","",""
"","","","","","","","","","account_tax_template_s_iva0_ns","account_tax_template_s_irpf15","",""
"","","","","","","","","","account_tax_template_p_iva21_bc","account_tax_template_p_iva21_bc","",""
"","","","","","","","","","account_tax_template_p_iva21_bc","account_tax_template_p_irpf15","",""
"","","","","","","","","","account_tax_template_p_iva21_sc","account_tax_template_p_iva21_sc","",""
"","","","","","","","","","account_tax_template_p_iva21_sc","account_tax_template_p_irpf15","",""
"","","","","","","","","","account_tax_template_p_iva10_bc","account_tax_template_p_iva10_bc","",""
"","","","","","","","","","account_tax_template_p_iva10_bc","account_tax_template_p_irpf15","",""
"","","","","","","","","","account_tax_template_p_iva10_sc","account_tax_template_p_iva10_sc","",""
"","","","","","","","","","account_tax_template_p_iva10_sc","account_tax_template_p_irpf15","",""
"","","","","","","","","","account_tax_template_p_iva4_bc","account_tax_template_p_iva4_bc","",""
"","","","","","","","","","account_tax_template_p_iva4_bc","account_tax_template_p_irpf15","",""
"","","","","","","","","","account_tax_template_p_iva4_sc","account_tax_template_p_iva4_sc","",""
"","","","","","","","","","account_tax_template_p_iva4_sc","account_tax_template_p_irpf15","",""
"","","","","","","","","","account_tax_template_p_iva0_bc","account_tax_template_p_iva0_bc","",""
"","","","","","","","","","account_tax_template_p_iva0_bc","account_tax_template_p_irpf15","",""
"","","","","","","","","","account_tax_template_p_iva0_ns_b","account_tax_template_p_iva0_ns_b","",""
"","","","","","","","","","account_tax_template_p_iva0_ns_b","account_tax_template_p_irpf15","",""
"","","","","","","","","","account_tax_template_p_iva0_ns","account_tax_template_p_iva0_ns","",""
"","","","","","","","","","account_tax_template_p_iva0_ns","account_tax_template_p_irpf15","",""
"fp_irpf18","","Personal income tax withholding 18%","Retención IRPF 18%","Retenció IRPF 18%","","","","","account_tax_template_s_iva21b","account_tax_template_s_iva21b","",""
"","","","","","","","","","account_tax_template_s_iva21b","account_tax_template_s_irpf18","",""
"","","","","","","","","","account_tax_template_s_iva21isp","account_tax_template_s_iva21isp","",""
"","","","","","","","","","account_tax_template_s_iva21isp","account_tax_template_s_irpf18","",""
"","","","","","","","","","account_tax_template_s_iva21s","account_tax_template_s_iva21s","",""
"","","","","","","","","","account_tax_template_s_iva21s","account_tax_template_s_irpf18","",""
"","","","","","","","","","account_tax_template_s_iva10b","account_tax_template_s_iva10b","",""
"","","","","","","","","","account_tax_template_s_iva10b","account_tax_template_s_irpf18","",""
"","","","","","","","","","account_tax_template_s_iva10s","account_tax_template_s_iva10s","",""
"","","","","","","","","","account_tax_template_s_iva10s","account_tax_template_s_irpf18","",""
"","","","","","","","","","account_tax_template_s_iva4b","account_tax_template_s_iva4b","",""
"","","","","","","","","","account_tax_template_s_iva4b","account_tax_template_s_irpf18","",""
"","","","","","","","","","account_tax_template_s_iva4s","account_tax_template_s_iva4s","",""
"","","","","","","","","","account_tax_template_s_iva4s","account_tax_template_s_irpf18","",""
"","","","","","","","","","account_tax_template_s_iva0","account_tax_template_s_iva0","",""
"","","","","","","","","","account_tax_template_s_iva0","account_tax_template_s_irpf18","",""
"","","","","","","","","","account_tax_template_s_iva0_ns","account_tax_template_s_iva0_ns","",""
"","","","","","","","","","account_tax_template_s_iva0_ns","account_tax_template_s_irpf18","",""
"","","","","","","","","","account_tax_template_p_iva21_bc","account_tax_template_p_iva21_bc","",""
"","","","","","","","","","account_tax_template_p_iva21_bc","account_tax_template_p_irpf18","",""
"","","","","","","","","","account_tax_template_p_iva21_sc","account_tax_template_p_iva21_sc","",""
"","","","","","","","","","account_tax_template_p_iva21_sc","account_tax_template_p_irpf18","",""
"","","","","","","","","","account_tax_template_p_iva10_bc","account_tax_template_p_iva10_bc","",""
"","","","","","","","","","account_tax_template_p_iva10_bc","account_tax_template_p_irpf18","",""
"","","","","","","","","","account_tax_template_p_iva10_sc","account_tax_template_p_iva10_sc","",""
"","","","","","","","","","account_tax_template_p_iva10_sc","account_tax_template_p_irpf18","",""
"","","","","","","","","","account_tax_template_p_iva4_bc","account_tax_template_p_iva4_bc","",""
"","","","","","","","","","account_tax_template_p_iva4_bc","account_tax_template_p_irpf18","",""
"","","","","","","","","","account_tax_template_p_iva4_sc","account_tax_template_p_iva4_sc","",""
"","","","","","","","","","account_tax_template_p_iva4_sc","account_tax_template_p_irpf18","",""
"","","","","","","","","","account_tax_template_p_iva0_bc","account_tax_template_p_iva0_bc","",""
"","","","","","","","","","account_tax_template_p_iva0_bc","account_tax_template_p_irpf18","",""
"","","","","","","","","","account_tax_template_p_iva0_ns_b","account_tax_template_p_iva0_ns_b","",""
"","","","","","","","","","account_tax_template_p_iva0_ns_b","account_tax_template_p_irpf18","",""
"","","","","","","","","","account_tax_template_p_iva0_ns","account_tax_template_p_iva0_ns","",""
"","","","","","","","","","account_tax_template_p_iva0_ns","account_tax_template_p_irpf18","",""
"fp_irpf19","","Personal income tax withholding 19%","Retención IRPF 19%","Retenció IRPF 19%","","","","","account_tax_template_s_iva21b","account_tax_template_s_iva21b","",""
"","","","","","","","","","account_tax_template_s_iva21b","account_tax_template_s_irpf19","",""
"","","","","","","","","","account_tax_template_s_iva21isp","account_tax_template_s_iva21isp","",""
"","","","","","","","","","account_tax_template_s_iva21isp","account_tax_template_s_irpf19","",""
"","","","","","","","","","account_tax_template_s_iva21s","account_tax_template_s_iva21s","",""
"","","","","","","","","","account_tax_template_s_iva21s","account_tax_template_s_irpf19","",""
"","","","","","","","","","account_tax_template_s_iva10b","account_tax_template_s_iva10b","",""
"","","","","","","","","","account_tax_template_s_iva10b","account_tax_template_s_irpf19","",""
"","","","","","","","","","account_tax_template_s_iva10s","account_tax_template_s_iva10s","",""
"","","","","","","","","","account_tax_template_s_iva10s","account_tax_template_s_irpf19","",""
"","","","","","","","","","account_tax_template_s_iva4b","account_tax_template_s_iva4b","",""
"","","","","","","","","","account_tax_template_s_iva4b","account_tax_template_s_irpf19","",""
"","","","","","","","","","account_tax_template_s_iva4s","account_tax_template_s_iva4s","",""
"","","","","","","","","","account_tax_template_s_iva4s","account_tax_template_s_irpf19","",""
"","","","","","","","","","account_tax_template_s_iva0","account_tax_template_s_iva0","",""
"","","","","","","","","","account_tax_template_s_iva0","account_tax_template_s_irpf19","",""
"","","","","","","","","","account_tax_template_s_iva0_ns","account_tax_template_s_iva0_ns","",""
"","","","","","","","","","account_tax_template_s_iva0_ns","account_tax_template_s_irpf19","",""
"","","","","","","","","","account_tax_template_p_iva21_bc","account_tax_template_p_iva21_bc","",""
"","","","","","","","","","account_tax_template_p_iva21_bc","account_tax_template_p_irpf19","",""
"","","","","","","","","","account_tax_template_p_iva21_sc","account_tax_template_p_iva21_sc","",""
"","","","","","","","","","account_tax_template_p_iva21_sc","account_tax_template_p_irpf19","",""
"","","","","","","","","","account_tax_template_p_iva10_bc","account_tax_template_p_iva10_bc","",""
"","","","","","","","","","account_tax_template_p_iva10_bc","account_tax_template_p_irpf19","",""
"","","","","","","","","","account_tax_template_p_iva10_sc","account_tax_template_p_iva10_sc","",""
"","","","","","","","","","account_tax_template_p_iva10_sc","account_tax_template_p_irpf19","",""
"","","","","","","","","","account_tax_template_p_iva4_bc","account_tax_template_p_iva4_bc","",""
"","","","","","","","","","account_tax_template_p_iva4_bc","account_tax_template_p_irpf19","",""
"","","","","","","","","","account_tax_template_p_iva4_sc","account_tax_template_p_iva4_sc","",""
"","","","","","","","","","account_tax_template_p_iva4_sc","account_tax_template_p_irpf19","",""
"","","","","","","","","","account_tax_template_p_iva0_bc","account_tax_template_p_iva0_bc","",""
"","","","","","","","","","account_tax_template_p_iva0_bc","account_tax_template_p_irpf19","",""
"","","","","","","","","","account_tax_template_p_iva0_ns_b","account_tax_template_p_iva0_ns_b","",""
"","","","","","","","","","account_tax_template_p_iva0_ns_b","account_tax_template_p_irpf19","",""
"","","","","","","","","","account_tax_template_p_iva0_ns","account_tax_template_p_iva0_ns","",""
"","","","","","","","","","account_tax_template_p_iva0_ns","account_tax_template_p_irpf19","",""
"fp_irpf19a","","Retention 19% leases","Retención 19% arrendamientos","Retenció 19% arrendaments","","","","","account_tax_template_s_iva21b","account_tax_template_s_iva21b","",""
"","","","","","","","","","account_tax_template_s_iva21b","account_tax_template_s_irpf19a","",""
"","","","","","","","","","account_tax_template_s_iva21s","account_tax_template_s_iva21s","",""
"","","","","","","","","","account_tax_template_s_iva21s","account_tax_template_s_irpf19a","",""
"","","","","","","","","","account_tax_template_s_iva21isp","account_tax_template_s_iva21isp","",""
"","","","","","","","","","account_tax_template_s_iva21isp","account_tax_template_s_irpf19a","",""
"","","","","","","","","","account_tax_template_s_iva10b","account_tax_template_s_iva10b","",""
"","","","","","","","","","account_tax_template_s_iva10b","account_tax_template_s_irpf19a","",""
"","","","","","","","","","account_tax_template_s_iva10s","account_tax_template_s_iva10s","",""
"","","","","","","","","","account_tax_template_s_iva10s","account_tax_template_s_irpf19a","",""
"","","","","","","","","","account_tax_template_s_iva4b","account_tax_template_s_iva4b","",""
"","","","","","","","","","account_tax_template_s_iva4b","account_tax_template_s_irpf19a","",""
"","","","","","","","","","account_tax_template_s_iva4s","account_tax_template_s_iva4s","",""
"","","","","","","","","","account_tax_template_s_iva4s","account_tax_template_s_irpf19a","",""
"","","","","","","","","","account_tax_template_p_iva21_bc","account_tax_template_p_iva21_bc","",""
"","","","","","","","","","account_tax_template_p_iva21_bc","account_tax_template_p_irpf19a","",""
"","","","","","","","","","account_tax_template_p_iva21_sc","account_tax_template_p_iva21_sc","",""
"","","","","","","","","","account_tax_template_p_iva21_sc","account_tax_template_p_irpf19a","",""
"","","","","","","","","","account_tax_template_p_iva10_bc","account_tax_template_p_iva10_bc","",""
"","","","","","","","","","account_tax_template_p_iva10_bc","account_tax_template_p_irpf19a","",""
"","","","","","","","","","account_tax_template_p_iva10_sc","account_tax_template_p_iva10_sc","",""
"","","","","","","","","","account_tax_template_p_iva10_sc","account_tax_template_p_irpf19a","",""
"","","","","","","","","","account_tax_template_p_iva4_bc","account_tax_template_p_iva4_bc","",""
"","","","","","","","","","account_tax_template_p_iva4_bc","account_tax_template_p_irpf19a","",""
"","","","","","","","","","account_tax_template_p_iva4_sc","account_tax_template_p_iva4_sc","",""
"","","","","","","","","","account_tax_template_p_iva4_sc","account_tax_template_p_irpf19a","",""
"","","","","","","","","","account_tax_template_s_iva0","account_tax_template_s_iva0","",""
"","","","","","","","","","account_tax_template_s_iva0","account_tax_template_s_irpf19a","",""
"","","","","","","","","","account_tax_template_p_iva0_bc","account_tax_template_p_iva0_bc","",""
"","","","","","","","","","account_tax_template_p_iva0_bc","account_tax_template_p_irpf19a","",""
"fp_irpf195a","","Withholding 19.5% leases","Retención 19,5% arrendamientos","Retenció 19,5% arrendaments","","","","","account_tax_template_s_iva21b","account_tax_template_s_iva21b","",""
"","","","","","","","","","account_tax_template_s_iva21b","account_tax_template_s_irpf195a","",""
"","","","","","","","","","account_tax_template_s_iva21s","account_tax_template_s_iva21s","",""
"","","","","","","","","","account_tax_template_s_iva21s","account_tax_template_s_irpf195a","",""
"","","","","","","","","","account_tax_template_s_iva21isp","account_tax_template_s_iva21isp","",""
"","","","","","","","","","account_tax_template_s_iva21isp","account_tax_template_s_irpf195a","",""
"","","","","","","","","","account_tax_template_s_iva10b","account_tax_template_s_iva10b","",""
"","","","","","","","","","account_tax_template_s_iva10b","account_tax_template_s_irpf195a","",""
"","","","","","","","","","account_tax_template_s_iva10s","account_tax_template_s_iva10s","",""
"","","","","","","","","","account_tax_template_s_iva10s","account_tax_template_s_irpf195a","",""
"","","","","","","","","","account_tax_template_s_iva4b","account_tax_template_s_iva4b","",""
"","","","","","","","","","account_tax_template_s_iva4b","account_tax_template_s_irpf195a","",""
"","","","","","","","","","account_tax_template_s_iva4s","account_tax_template_s_iva4s","",""
"","","","","","","","","","account_tax_template_s_iva4s","account_tax_template_s_irpf195a","",""
"","","","","","","","","","account_tax_template_p_iva21_bc","account_tax_template_p_iva21_bc","",""
"","","","","","","","","","account_tax_template_p_iva21_bc","account_tax_template_p_irpf195a","",""
"","","","","","","","","","account_tax_template_p_iva21_sc","account_tax_template_p_iva21_sc","",""
"","","","","","","","","","account_tax_template_p_iva21_sc","account_tax_template_p_irpf195a","",""
"","","","","","","","","","account_tax_template_p_iva10_bc","account_tax_template_p_iva10_bc","",""
"","","","","","","","","","account_tax_template_p_iva10_bc","account_tax_template_p_irpf195a","",""
"","","","","","","","","","account_tax_template_p_iva10_sc","account_tax_template_p_iva10_sc","",""
"","","","","","","","","","account_tax_template_p_iva10_sc","account_tax_template_p_irpf195a","",""
"","","","","","","","","","account_tax_template_p_iva4_bc","account_tax_template_p_iva4_bc","",""
"","","","","","","","","","account_tax_template_p_iva4_bc","account_tax_template_p_irpf195a","",""
"","","","","","","","","","account_tax_template_p_iva4_sc","account_tax_template_p_iva4_sc","",""
"","","","","","","","","","account_tax_template_p_iva4_sc","account_tax_template_p_irpf195a","",""
"","","","","","","","","","account_tax_template_s_iva0","account_tax_template_s_iva0","",""
"","","","","","","","","","account_tax_template_s_iva0","account_tax_template_s_irpf195a","",""
"","","","","","","","","","account_tax_template_p_iva0_bc","account_tax_template_p_iva0_bc","",""
"","","","","","","","","","account_tax_template_p_iva0_bc","account_tax_template_p_irpf195a","",""
"fp_irpf20","","Personal income tax withholding 20%","Retención IRPF 20%","Retenció IRPF 20%","","","","","account_tax_template_s_iva21b","account_tax_template_s_iva21b","",""
"","","","","","","","","","account_tax_template_s_iva21b","account_tax_template_s_irpf20","",""
"","","","","","","","","","account_tax_template_s_iva21isp","account_tax_template_s_iva21isp","",""
"","","","","","","","","","account_tax_template_s_iva21isp","account_tax_template_s_irpf20","",""
"","","","","","","","","","account_tax_template_s_iva21s","account_tax_template_s_iva21s","",""
"","","","","","","","","","account_tax_template_s_iva21s","account_tax_template_s_irpf20","",""
"","","","","","","","","","account_tax_template_s_iva10b","account_tax_template_s_iva10b","",""
"","","","","","","","","","account_tax_template_s_iva10b","account_tax_template_s_irpf20","",""
"","","","","","","","","","account_tax_template_s_iva10s","account_tax_template_s_iva10s","",""
"","","","","","","","","","account_tax_template_s_iva10s","account_tax_template_s_irpf20","",""
"","","","","","","","","","account_tax_template_s_iva4b","account_tax_template_s_iva4b","",""
"","","","","","","","","","account_tax_template_s_iva4b","account_tax_template_s_irpf20","",""
"","","","","","","","","","account_tax_template_s_iva4s","account_tax_template_s_iva4s","",""
"","","","","","","","","","account_tax_template_s_iva4s","account_tax_template_s_irpf20","",""
"","","","","","","","","","account_tax_template_s_iva0","account_tax_template_s_iva0","",""
"","","","","","","","","","account_tax_template_s_iva0","account_tax_template_s_irpf20","",""
"","","","","","","","","","account_tax_template_s_iva0_ns","account_tax_template_s_iva0_ns","",""
"","","","","","","","","","account_tax_template_s_iva0_ns","account_tax_template_s_irpf20","",""
"","","","","","","","","","account_tax_template_p_iva21_bc","account_tax_template_p_iva21_bc","",""
"","","","","","","","","","account_tax_template_p_iva21_bc","account_tax_template_p_irpf20","",""
"","","","","","","","","","account_tax_template_p_iva21_sc","account_tax_template_p_iva21_sc","",""
"","","","","","","","","","account_tax_template_p_iva21_sc","account_tax_template_p_irpf20","",""
"","","","","","","","","","account_tax_template_p_iva10_bc","account_tax_template_p_iva10_bc","",""
"","","","","","","","","","account_tax_template_p_iva10_bc","account_tax_template_p_irpf20","",""
"","","","","","","","","","account_tax_template_p_iva10_sc","account_tax_template_p_iva10_sc","",""
"","","","","","","","","","account_tax_template_p_iva10_sc","account_tax_template_p_irpf20","",""
"","","","","","","","","","account_tax_template_p_iva4_bc","account_tax_template_p_iva4_bc","",""
"","","","","","","","","","account_tax_template_p_iva4_bc","account_tax_template_p_irpf20","",""
"","","","","","","","","","account_tax_template_p_iva4_sc","account_tax_template_p_iva4_sc","",""
"","","","","","","","","","account_tax_template_p_iva4_sc","account_tax_template_p_irpf20","",""
"","","","","","","","","","account_tax_template_p_iva0_bc","account_tax_template_p_iva0_bc","",""
"","","","","","","","","","account_tax_template_p_iva0_bc","account_tax_template_p_irpf20","",""
"","","","","","","","","","account_tax_template_p_iva0_ns_b","account_tax_template_p_iva0_ns_b","",""
"","","","","","","","","","account_tax_template_p_iva0_ns_b","account_tax_template_p_irpf20","",""
"","","","","","","","","","account_tax_template_p_iva0_ns","account_tax_template_p_iva0_ns","",""
"","","","","","","","","","account_tax_template_p_iva0_ns","account_tax_template_p_irpf20","",""
"fp_irpf24","","Personal income tax withholding 24%","Retención IRPF 24%","Retenció IRPF 24%","","","","","account_tax_template_s_iva21b","account_tax_template_s_iva21b","",""
"","","","","","","","","","account_tax_template_s_iva21b","account_tax_template_s_irpf24","",""
"","","","","","","","","","account_tax_template_s_iva21isp","account_tax_template_s_iva21isp","",""
"","","","","","","","","","account_tax_template_s_iva21isp","account_tax_template_s_irpf24","",""
"","","","","","","","","","account_tax_template_s_iva21s","account_tax_template_s_iva21s","",""
"","","","","","","","","","account_tax_template_s_iva21s","account_tax_template_s_irpf24","",""
"","","","","","","","","","account_tax_template_s_iva10b","account_tax_template_s_iva10b","",""
"","","","","","","","","","account_tax_template_s_iva10b","account_tax_template_s_irpf24","",""
"","","","","","","","","","account_tax_template_s_iva10s","account_tax_template_s_iva10s","",""
"","","","","","","","","","account_tax_template_s_iva10s","account_tax_template_s_irpf24","",""
"","","","","","","","","","account_tax_template_s_iva4b","account_tax_template_s_iva4b","",""
"","","","","","","","","","account_tax_template_s_iva4b","account_tax_template_s_irpf24","",""
"","","","","","","","","","account_tax_template_s_iva4s","account_tax_template_s_iva4s","",""
"","","","","","","","","","account_tax_template_s_iva4s","account_tax_template_s_irpf24","",""
"","","","","","","","","","account_tax_template_s_iva0","account_tax_template_s_iva0","",""
"","","","","","","","","","account_tax_template_s_iva0","account_tax_template_s_irpf24","",""
"","","","","","","","","","account_tax_template_s_iva0_ns","account_tax_template_s_iva0_ns","",""
"","","","","","","","","","account_tax_template_s_iva0_ns","account_tax_template_s_irpf24","",""
"","","","","","","","","","account_tax_template_p_iva21_bc","account_tax_template_p_iva21_bc","",""
"","","","","","","","","","account_tax_template_p_iva21_bc","account_tax_template_p_irpf24","",""
"","","","","","","","","","account_tax_template_p_iva21_sc","account_tax_template_p_iva21_sc","",""
"","","","","","","","","","account_tax_template_p_iva21_sc","account_tax_template_p_irpf24","",""
"","","","","","","","","","account_tax_template_p_iva10_bc","account_tax_template_p_iva10_bc","",""
"","","","","","","","","","account_tax_template_p_iva10_bc","account_tax_template_p_irpf24","",""
"","","","","","","","","","account_tax_template_p_iva10_sc","account_tax_template_p_iva10_sc","",""
"","","","","","","","","","account_tax_template_p_iva10_sc","account_tax_template_p_irpf24","",""
"","","","","","","","","","account_tax_template_p_iva4_bc","account_tax_template_p_iva4_bc","",""
"","","","","","","","","","account_tax_template_p_iva4_bc","account_tax_template_p_irpf24","",""
"","","","","","","","","","account_tax_template_p_iva4_sc","account_tax_template_p_iva4_sc","",""
"","","","","","","","","","account_tax_template_p_iva4_sc","account_tax_template_p_irpf24","",""
"","","","","","","","","","account_tax_template_p_iva0_bc","account_tax_template_p_iva0_bc","",""
"","","","","","","","","","account_tax_template_p_iva0_bc","account_tax_template_p_irpf24","",""
"","","","","","","","","","account_tax_template_p_iva0_ns_b","account_tax_template_p_iva0_ns_b","",""
"","","","","","","","","","account_tax_template_p_iva0_ns_b","account_tax_template_p_irpf24","",""
"","","","","","","","","","account_tax_template_p_iva0_ns","account_tax_template_p_iva0_ns","",""
"","","","","","","","","","account_tax_template_p_iva0_ns","account_tax_template_p_irpf24","",""
"fp_irpf20a","","Withholding 19% leases","Retención 20% arrendamientos","Retenció 20% arrendaments","","","","","account_tax_template_s_iva21b","account_tax_template_s_iva21b","",""
"","","","","","","","","","account_tax_template_s_iva21b","account_tax_template_s_irpf20a","",""
"","","","","","","","","","account_tax_template_s_iva21s","account_tax_template_s_iva21s","",""
"","","","","","","","","","account_tax_template_s_iva21s","account_tax_template_s_irpf20a","",""
"","","","","","","","","","account_tax_template_s_iva21isp","account_tax_template_s_iva21isp","",""
"","","","","","","","","","account_tax_template_s_iva21isp","account_tax_template_s_irpf20a","",""
"","","","","","","","","","account_tax_template_s_iva10b","account_tax_template_s_iva10b","",""
"","","","","","","","","","account_tax_template_s_iva10b","account_tax_template_s_irpf20a","",""
"","","","","","","","","","account_tax_template_s_iva10s","account_tax_template_s_iva10s","",""
"","","","","","","","","","account_tax_template_s_iva10s","account_tax_template_s_irpf20a","",""
"","","","","","","","","","account_tax_template_s_iva4b","account_tax_template_s_iva4b","",""
"","","","","","","","","","account_tax_template_s_iva4b","account_tax_template_s_irpf20a","",""
"","","","","","","","","","account_tax_template_s_iva4s","account_tax_template_s_iva4s","",""
"","","","","","","","","","account_tax_template_s_iva4s","account_tax_template_s_irpf20a","",""
"","","","","","","","","","account_tax_template_p_iva21_bc","account_tax_template_p_iva21_bc","",""
"","","","","","","","","","account_tax_template_p_iva21_bc","account_tax_template_p_irpf20a","",""
"","","","","","","","","","account_tax_template_p_iva21_sc","account_tax_template_p_iva21_sc","",""
"","","","","","","","","","account_tax_template_p_iva21_sc","account_tax_template_p_irpf20a","",""
"","","","","","","","","","account_tax_template_p_iva10_bc","account_tax_template_p_iva10_bc","",""
"","","","","","","","","","account_tax_template_p_iva10_bc","account_tax_template_p_irpf20a","",""
"","","","","","","","","","account_tax_template_p_iva10_sc","account_tax_template_p_iva10_sc","",""
"","","","","","","","","","account_tax_template_p_iva10_sc","account_tax_template_p_irpf20a","",""
"","","","","","","","","","account_tax_template_p_iva4_bc","account_tax_template_p_iva4_bc","",""
"","","","","","","","","","account_tax_template_p_iva4_bc","account_tax_template_p_irpf20a","",""
"","","","","","","","","","account_tax_template_p_iva4_sc","account_tax_template_p_iva4_sc","",""
"","","","","","","","","","account_tax_template_p_iva4_sc","account_tax_template_p_irpf20a","",""
"","","","","","","","","","account_tax_template_s_iva0","account_tax_template_s_iva0","",""
"","","","","","","","","","account_tax_template_s_iva0","account_tax_template_s_irpf20a","",""
"","","","","","","","","","account_tax_template_p_iva0_bc","account_tax_template_p_iva0_bc","",""
"","","","","","","","","","account_tax_template_p_iva0_bc","account_tax_template_p_irpf20a","",""
"fp_irpf21","","Personal tax income withholding 21%","Retención IRPF 21%","Retenció IRPF 21%","","","","","account_tax_template_s_iva21b","account_tax_template_s_iva21b","",""
"","","","","","","","","","account_tax_template_s_iva21b","account_tax_template_s_irpf21","",""
"","","","","","","","","","account_tax_template_s_iva21isp","account_tax_template_s_iva21isp","",""
"","","","","","","","","","account_tax_template_s_iva21isp","account_tax_template_s_irpf21","",""
"","","","","","","","","","account_tax_template_s_iva21s","account_tax_template_s_iva21s","",""
"","","","","","","","","","account_tax_template_s_iva21s","account_tax_template_s_irpf21","",""
"","","","","","","","","","account_tax_template_s_iva10b","account_tax_template_s_iva10b","",""
"","","","","","","","","","account_tax_template_s_iva10b","account_tax_template_s_irpf21","",""
"","","","","","","","","","account_tax_template_s_iva10s","account_tax_template_s_iva10s","",""
"","","","","","","","","","account_tax_template_s_iva10s","account_tax_template_s_irpf21","",""
"","","","","","","","","","account_tax_template_s_iva4b","account_tax_template_s_iva4b","",""
"","","","","","","","","","account_tax_template_s_iva4b","account_tax_template_s_irpf21","",""
"","","","","","","","","","account_tax_template_s_iva4s","account_tax_template_s_iva4s","",""
"","","","","","","","","","account_tax_template_s_iva4s","account_tax_template_s_irpf21","",""
"","","","","","","","","","account_tax_template_s_iva0","account_tax_template_s_iva0","",""
"","","","","","","","","","account_tax_template_s_iva0","account_tax_template_s_irpf21","",""
"","","","","","","","","","account_tax_template_s_iva0_ns","account_tax_template_s_iva0_ns","",""
"","","","","","","","","","account_tax_template_s_iva0_ns","account_tax_template_s_irpf21","",""
"","","","","","","","","","account_tax_template_p_iva21_bc","account_tax_template_p_iva21_bc","",""
"","","","","","","","","","account_tax_template_p_iva21_bc","account_tax_template_p_irpf21p","",""
"","","","","","","","","","account_tax_template_p_iva21_sc","account_tax_template_p_iva21_sc","",""
"","","","","","","","","","account_tax_template_p_iva21_sc","account_tax_template_p_irpf21p","",""
"","","","","","","","","","account_tax_template_p_iva10_bc","account_tax_template_p_iva10_bc","",""
"","","","","","","","","","account_tax_template_p_iva10_bc","account_tax_template_p_irpf21p","",""
"","","","","","","","","","account_tax_template_p_iva10_sc","account_tax_template_p_iva10_sc","",""
"","","","","","","","","","account_tax_template_p_iva10_sc","account_tax_template_p_irpf21p","",""
"","","","","","","","","","account_tax_template_p_iva4_bc","account_tax_template_p_iva4_bc","",""
