"id","code","name","account_type","account_class"
"0300","0300","Betriebs- und Geschäftsgebäude auf eigenem Grund","1","0"
"0301","0301","Betriebs- und Geschäftsgebäude auf eigenem Grund ig. Erwerb","1","0"
"0310","0310","Wohn- und Sozialgebäude auf eigenem Grund","1","0"
"0311","0311","Wohn- und Sozialgebäude auf eigenem Grund ig. Erwerb","1","0"
"0320","0320","Betriebs- und Geschäftsgebäude auf fremden Grund","1","0"
"0321","0321","Betriebs- und Geschäftsgebäude auf fremden Grund ig. Erwerb","1","0"
"0330","0330","Wohn- und Sozialgebäude auf fremden Grund","1","0"
"0331","0331","Wohn- und Sozialgebäude auf fremden Grund ig. Erwerb","1","0"
"0340","0340","Grundstückseinrichtungen auf eigenem Grund","1","0"
"0341","0341","Grundstückseinrichtungen auf eigenem Grund ig. Erwerb","1","0"
"0349","0349","Kumulierte Abschreibungen für Gebäude auf eigenem Grund","1","0"
"0350","0350","Grundstückseinrichtungen auf fremden Grund","1","0"
"0351","0351","Grundstückseinrichtungen auf fremden Grund ig. Erwerb","1","0"
"0359","0359","Kumulierte Abschreibungen für Gebäude auf fremden Grund","1","0"
"0360","0360","Bauliche Investitionen in fremden Betriebsgebäuden","1","0"
"0361","0361","Bauliche Investitionen in fremden Betriebsgebäuden ig. Erwerb","1","0"
"0370","0370","Bauliche Investitionen in fremden Wohngebäuden","1","0"
"0371","0371","Bauliche Investitionen in fremden Wohngebäuden ig. Erwerb","1","0"
"0379","0379","Kumulierte Abschreibungen für Einbauten in fremden Gebäuden","1","0"
"0400","0400","Fertigungsmaschinen","1","0"
"0401","0401","Fertigungsmaschinen ig. Erwerb","1","0"
"0410","0410","Antriebsmaschinen","1","0"
"0411","0411","Antriebsmaschinen ig. Erwerb","1","0"
"0420","0420","Energieversorgungsanlagen","1","0"
"0421","0421","Energieversorgungsanlagen ig. Erwerb","1","0"
"0430","0430","Transportanlagen","1","0"
"0431","0431","Transportanlagen ig. Erwerb","1","0"
"0439","0439","Kumulierte Abschreibungen für technische Anlagen","1","0"
"0440","0440","Sonstige Maschinen und maschinelle Anlagen","1","0"
"0441","0441","Sonstige Maschinen und maschinelle Anlagen ig. Erwerb","1","0"
"0500","0500","Maschinenwerkzeuge","1","0"
"0501","0501","Maschinenwerkzeuge ig. Erwerb","1","0"
"0510","0510","Allgemeine Werkzeuge und Handwerkzeuge","1","0"
"0511","0511","Allgemeine Werkzeuge und Handwerkzeuge ig. Erwerb","1","0"
"0520","0520","Vorrichtungen, Formen, Modelle","1","0"
"0521","0521","Vorrichtungen, Formen, Modelle ig. Erwerb","1","0"
"0530","0530","Andere Erzeugungshilfsmittel","1","0"
"0531","0531","Andere Erzeugungshilfsmittel ig. Erwerb","1","0"
"0540","0540","Hebezeuge und Montageanlagen","1","0"
"0541","0541","Hebezeuge und Montageanlagen ig. Erwerb","1","0"
"0550","0550","Geringwertige Vermögensgegenstände (GWG), soweit im Erzeugungsprozess verwendet (Maschinen)","1","0"
"0551","0551","Geringwertige Vermögensgegenstände (GWG), soweit im Erzeugungsprozess verwendet (Maschinen) ig. Erwerb","1","0"
"0555","0555","Festwert Maschinen","1","0"
"0556","0556","Festwert Maschinen ig. Erwerb","1","0"
"0559","0559","Kumulierte Abschreibungen für Maschinen","1","0"
"0600","0600","Beheizungs- und Beleuchtungsanlagen","1","0"
"0601","0601","Beheizungs- und Beleuchtungsanlagen ig. Erwerb","1","0"
"0605","0605","Betriebs- und Geschäftsausstattung","1","0"
"0606","0606","Betriebs- und Geschäftsausstattung ig. Erwerb","1","0"
"0610","0610","Nachrichten- und Kontrollanlagen","1","0"
"0611","0611","Nachrichten- und Kontrollanlagen ig. Erwerb","1","0"
"0612","0612","Andere Anlagen","1","0"
"0613","0613","Andere Anlagen ig. Erwerb","1","0"
"0620","0620","Büromaschinen, EDV-Anlagen","1","0"
"0621","0621","Büromaschinen, EDV-Anlagen ig. Erwerb","1","0"
"0630","0630","PKW","1","0"
"0631","0631","PKW ig. Erwerb","1","0"
"0640","0640","LKW","1","0"
"0641","0641","LKW ig. Erwerb","1","0"
"0650","0650","Andere Beförderungsmittel","1","0"
"0651","0651","Andere Beförderungsmittel ig. Erwerb","1","0"
"0655","0655","Kumulierte Abschreibungen Fuhrpark","1","0"
"0659","0659","Kumulierte Abschreibungen andere Anlagen","1","0"
"0660","0660","Andere Betriebs- und Geschäftsausstattung","1","0"
"0661","0661","Andere Betriebs- und Geschäftsausstattung ig. Erwerb","1","0"
"0670","0670","Gebinde","1","0"
"0671","0671","Gebinde ig. Erwerb","1","0"
"0680","0680","Geringwertige Vermögensgegenstände (GWG), soweit nicht im Erzeugungsprozess verwendet (Betriebs- und Geschäftsausstattung)","1","0"
"0681","0681","Geringwertige Vermögensgegenstände (GWG), soweit nicht im Erzeugungsprozess verwendet (Betriebs- und Geschäftsausstattung) ig. Erwerb","1","0"
"0685","0685","Festwert Betriebs- und Geschäftsausstattung","1","0"
"0686","0686","Festwert Betriebs- und Geschäftsausstattung ig. Erwerb","1","0"
"0689","0689","Kumulierte Abschreibungen Betriebs- und Geschäftsausstattung","1","0"
"0700","0700","Anzahlungen für Sachanlagen 20 %","1","0"
"0701","0701","Anzahlungen für Sachanlagen 10 %","1","0"
"0702","0702","Anzahlungen für Sachanlagen 0 %","1","0"
"0710","0710","Anlagen in Bau","1","0"
"0711","0711","Anlagen in Bau ig. Erwerb","1","0"
"0780","0780","Umgründungsmehrwert (Sachanlagen)","1","0"
"0781","0781","Kumulierte Abschreibungen für Umgründungsmehrwert (Sach-Anlagevermögen)","1","0"
"0800","0800","Anteile an verbundenen Unternehmen","1","0"
"0810","0810","Beteiligungen an Gemeinschaftsunternehmen, Kapitalgesellschaften","1","0"
"0820","0820","Beteiligungen an angeschlossenen (assoziierten) Unternehmen, Personengesellschaften","1","0"
"0830","0830","Sonstige Beteiligungen","1","0"
"0840","0840","Ausleihungen an verbundene Unternehmen","1","0"
"0850","0850","Ausleihungen an Unternehmen mit denen ein Beteiligungsverhältnis besteht","1","0"
"0860","0860","Sonstige Ausleihungen","1","0"
"0862","0862","Ausleihungen an Gesellschafter","1","0"
"0867","0867","Darlehen","1","0"
"0870","0870","Anteile an Kapitalgesellschaften ohne Beteiligungscharakter","1","0"
"0880","0880","Anteile an Personengesellschaften ohne Beteiligungscharakter","1","0"
"0900","0900","Genossenschaftsanteile ohne Beteiligungscharakter","1","0"
"0910","0910","Anteile an Investmentfonds","1","0"
"0920","0920","Festverzinsliche Wertpapiere des Anlagevermögens","1","0"
"0940","0940","Sonstige Finanzanlagen, Wertrechte","1","0"
"0950","0950","Umgründungsmehrwert (Finanzanlagen)","1","0"
"0959","0959","Kumulierte Abschreibungen für Umgründungsmehrwert (Fin.-Anlagevermögen)","1","0"
"0980","0980","geleistete Anzahlungen für Finanzanlagen","1","0"
"0990","0990","Kumulierte Anzahlungen","1","0"
"0995","0995","Eigene Anteile","1","0"
"0996","0996","Anteile an herrschenden Unternehmen","1","0"
"0997","0997","Anteile an assoziierten Unternehmen","1","0"
"1000","1000","Bezugsverrechnung","1","1"
"1001","1001","Bezugsverrechnung ig. Erwerb","1","1"
"1100","1100","Rohstoffe","1","1"
"1101","1101","Rohstoffe ig. Erwerb","1","1"
"1200","1200","Bezogene Teile","1","1"
"1201","1201","Bezogene Teile ig. Erwerb","1","1"
"1300","1300","Hilfsstoffe","1","1"
"1301","1301","Hilfsstoffe ig. Erwerb","1","1"
"1350","1350","Betriebsstoffe","1","1"
"1351","1351","Betriebsstoffe ig. Erwerb","1","1"
"1360","1360","Heizmaterialvorrat","1","1"
"1361","1361","Heizmaterialvorrat ig. Erwerb","1","1"
"1400","1400","Unfertige Erzeugnisse","1","1"
"1401","1401","Unfertige Erzeugnisse ig. Erwerb","1","1"
"1500","1500","Fertige Erzeugnisse","1","1"
"1501","1501","Fertige Erzeugnisse ig. Erwerb","1","1"
"1600","1600","Waren","1","1"
"1601","1601","Waren ig. Erwerb","1","1"
"1700","1700","Noch nicht abrechenbare Leistungen","1","1"
"1800","1800","Geleistete Anzahlungen auf Vorräte 20 %","1","1"
"1801","1801","Geleistete Anzahlungen auf Vorräte 10 %","1","1"
"1803","1803","Geleistete Anzahlungen auf Vorräte 0 %","1","1"
"1910","1910","Wertberichtigung Rohstoffe","1","1"
"1920","1920","Wertberichtigung Hilfsstoffe","1","1"
"1930","1930","Wertberichtigung Betriebstoffe","1","1"
"1940","1940","Wertberichtigung unfertige Erzeugnisse","1","1"
"1950","1950","Wertberichtigung fertige Erzeugnisse","1","1"
"1960","1960","Wertberichtigung Waren","1","1"
"1970","1970","Wertberichtigung noch nicht abrechenbare Leistungen","1","1"
"2000","2000","Forderungen aus Lieferungen und Leistungen Inland","1","2"
"2080","2080","Einzelwertberichtigungen zu Forderungen aus Lieferungen und Leistungen Inland","1","2"
"2090","2090","Pauschalwertberichtigungen zu Forderungen aus Lieferungen und Leistungen Inland","1","2"
"2100","2100","Forderungen aus Lieferungen und Leistungen Währungsunion","1","2"
"2130","2130","Einzelwertberichtigungen zu Forderungen aus Lieferungen und Leistungen Währungsunion","1","2"
"2140","2140","Pauschalwertberichtigungen aus Lieferungen und Leistungen Währungsunion","1","2"
"2150","2150","Forderungen aus Lieferungen und Leistungen sonstiges Ausland","1","2"
"2180","2180","Einzelwertberichtigungen zu Forderungen aus Lieferungen und Leistungen sonstiges Ausland","1","2"
"2190","2190","Pauschalwertberichtigung zu Forderungen aus Lieferungen und Leistungen sonstiges Ausland","1","2"
"2200","2200","Forderungen gegenüber verbundene Unternehmen","1","2"
"2201","2201","Andere Forderungen gegenüber verbundenen Unternehmen","1","2"
"2230","2230","Einzelwertberichtigungen zu Forderungen gegenüber verbundenen Unternehmen","1","2"
"2240","2240","Pauschalwertberichtigungen zu Forderungen gegenüber verbundenen Unternehmen","1","2"
"2250","2250","Forderungen gegen Unternehmen mit denen ein Beteiligungsverhältnis besteht","1","2"
"2251","2251","Andere Forderungen gegen Unternehmen mit denen ein Beteiligungsverhältnis besteht","1","2"
"2280","2280","Einzelwertberichtigungen zu Forderungen gegenüber Unternehmen mit denen ein Beteiligungsverhältnis besteht","1","2"
"2290","2290","Pauschalwertberichtigungen zu Forderung gegenüber Unternehmen mit denen ein Beteiligungsverhältnis besteht","1","2"
"2291","2291","Übrige geleistete Anzahlungen 20 %","1","2"
"2292","2292","Übrige geleistete Anzahlungen 10 %","1","2"
"2293","2293","Übrige geleistete Anzahlungen 0 %","1","2"
"2294","2294","Geleistete Anzahlungen Bau § 19 Abs. 1a","1","2"
"2295","2295","Lohn- und Gehaltsvorschüsse","1","2"
"2300","2300","Sonstige Forderungen und Vermögensgegenstände","1","2"
"2310","2310","Forderungen aus Anlagenabgängen","1","2"
"2320","2320","Forderungen an Finanzanlagenabgängen","1","2"
"2330","2330","Sonstige Forderungen Ertragssteuerverrechnung","1","2"
"2340","2340","Forderungen aus außerordentlichen Erträgen","1","2"
"2350","2350","Gewährte Zuschüsse","1","2"
"2470","2470","Eingeforderte, aber noch nicht eingezahlte Einlagen","1","2"
"2480","2480","Einzelwertberichtigung zu sonstigen Forderungen und Vermögensgegenstände","1","2"
"2490","2490","Pauschalwertberichtigung zu sonstigen Forderungen und Vermögensgegenstände","1","2"
"2500","2500","Vorsteuer, Forderungen aus der Abgabenverrechnung","1","2"
"2501","2501","Vorsteuer aus ig. Erwerb","1","2"
"2502","2502","Vorsteuer § 19/Art 19 (Reverse Charge)","1","2"
"2504","2504","Vorsteuer aus Bauleistungen § 19 Abs. 1a","1","2"
"2505","2505","Vorsteuer § 19 Abs. 1b","1","2"
"2506","2506","Vorsteuer § 19 Abs. 1c","1","2"
"2507","2507","Vorsteuer § 19 Abs. 1d","1","2"
"2509","2509","EUSt (Abgabenart EU) Forderung","1","2"
"2510","2510","Einfuhrumsatzsteuer","1","2"
"2511","2511","Vorsteuer Deutschland","1","2"
"2512","2512","Vorsteuer Italien","1","2"
"2513","2513","Vorsteuer Frankreich","1","2"
"2515","2515","VSt-Evidenzkonto für geleistete Anzahlungen","1","2"
"2517","2517","Vorsteuerberichtigung gem. § 16","1","2"
"2518","2518","Vorsteuer übrige EU-Länder","1","2"
"2519","2519","Noch nicht fällige EUSt, Vorsteuer","1","2"
"2520","2520","Noch nicht verrechenbare Vorsteuer","1","2"
"2530","2530","VSt Pauschalierung gem. § 14 Abs.1 Z 1 (Basispauschalierung)","1","2"
"2531","2531","VSt pauschal ermittelt: Drogisten, Verordnung BGBl. II Nr. 229/1999","1","2"
"2532","2532","VSt pauschal: Bestimmte Gruppen von Unternehmern, Verordnung BGBl. Nr. 627/1983","1","2"
"2533","2533","VSt pauschal: Gaststätten- und Beherbergungswesen Verordnung BGBl. II Nr. 227/1999","1","2"
"2534","2534","VSt pauschal: Lebensmitteleinzel- od. Gemischtwarenhändler, Verordnung BGBl. II Nr. 228/1999","1","2"
"2535","2535","VSt pauschal: Handelsvertreter, Verordnung BGBl. II Nr. 95/2000","1","2"
"2536","2536","VSt pauschal: Künstler und Schriftsteller, Verordnung BGBl. II Nr. 417/2000","1","2"
"2537","2537","VSt Gebäude","1","2"
"2538","2538","VSt Kfz","1","2"
"2540","2540","Vorsteuern § 12/16 bzw. Lieferung neuer Fahrzeuge Art. 2","1","2"
"2541","2541","Davon gem. § 12 Abs. 3 in Verbindung mit Abs. 4 und 5","1","2"
"2542","2542","Vorsteuerberichtigung gem. § 12 Abs. 10 und 11","1","2"
"2543","2543","Sonstige Berichtigungen","1","2"
"2560","2560","Vorauszahlung Körperschaftsteuer","1","2"
"2565","2565","Aktivierung Körperschaftsteuer","1","2"
"2570","2570","Forderungen gegenüber Mitglieder (Verein)","1","2"
"2573","2573","Gesellschafterdarlehen","1","2"
"2575","2575","Verrechnungskonto Gesellschafter","1","2"
"2577","2577","Dienstnehmerdarlehen","1","2"
"2580","2580","Kostenvorschüsse","1","2"
"2582","2582","Darlehensforderungen","1","2"
"2584","2584","Kautionen","1","2"
"2586","2586","Leasing, Depotzahlungen","1","2"
"2590","2590","Versicherungsaktivierungen","1","2"
"2600","2600","Eigene Anteile","1","2"
"2601","2601","Anteile an herrschenden Unternehmen","1","2"
"2602","2602","Wertberichtigung eigene Anteile","1","2"
"2610","2610","Anteile an verbundenen Unternehmen","1","2"
"2612","2612","Wertberichtigung Anteile an verbundene Unternehmen","1","2"
"2620","2620","Sonstige Anteile","1","2"
"2630","2630","Sonstige Wertpapiere","1","2"
"2680","2680","Besitzwechsel, soweit dem Unternehmen nicht die der Ausstellung zugrunde liegenden Forderungen zustehen","1","2"
"2690","2690","Wertberichtigungen Wertpapiere des Umlaufvermögens","1","2"
"2700","2700","Kassa","1","2"
"2730","2730","Postwertzeichen","1","2"
"2740","2740","Stempelmarken","1","2"
"2750","2750","Kassenbestände in Fremdwährung","1","2"
"2780","2780","Schecks in Inlandswährung","1","2"
"2790","2790","Schecks in Fremdwährung","1","2"
"2800","2800","Guthaben bei Kreditinstituten (Bankguthaben)","1","2"
"2880","2880","Telebanking Verrechnungskonto","1","2"
"2885","2885","Schwebende Geldbewegungen","1","2"
"2890","2890","Wertberichtigung","1","2"
"2900","2900","Aktive Rechnungsabgrenzungsposten","1","2"
"2940","2940","Aktivposten Leasing KFZ","1","2"
"2950","2950","Disagio","1","2"
"2960","2960","Unterschiedsbetrag zur gebotenen Pensionsrückstellung","1","2"
"2970","2970","Unterschiedsbetrag gem. Abschnitt XII Pensionskassengesetz","1","2"
"2980","2980","Steuerabgrenzung","1","2"
"2990","2990","Eventualforderungen","1","2"
"2999","2999","Eventualforderungen (Schattenkonto)","1","2"
"3000","3000","Rückstellung für Abfertigungen","2","3"
"3010","3010","Rückstellung für Pensionen","2","3"
"3020","3020","Rückstellung für Körperschaftsteuer","2","3"
"3030","3030","Rückstellung für latente Steuern § 198 Abs. 9 HGB","2","3"
"3035","3035","Rückstellung für sonstige Steuern","2","3"
"3040","3040","Rückstellungen für Sonstiges","2","3"
"3041","3041","Rückstellung für nicht konsumierte Urlaube","2","3"
"3042","3042","Rückstellung für Sonderzahlungen","2","3"
"3043","3043","Rückstellung für Jubiläumsgelder","2","3"
"3044","3044","Rückstellung für Prämien","2","3"
"3050","3050","Rückstellung für Beratungskosten","2","3"
"3051","3051","Rückstellung für Wirtschaftstreuhänder-Honorar","2","3"
"3052","3052","Rückstellung für Prozesskosten","2","3"
"3060","3060","Rückstellung für Produkthaftung","2","3"
"3061","3061","Rückstellung für Gewährleistungen","2","3"
"3070","3070","Rückstellung für Wechselobligo","2","3"
"3071","3071","Rückstellung für Bürgschaften","2","3"
"3080","3080","Rückstellung für drohende Verluste schwebende Gelder","2","3"
"3085","3085","Rückstellung für Erlösminderungen","2","3"
"3090","3090","Sonstige Rückstellungen außerordentlicher Aufwand","2","3"
"3100","3100","Anleihen (einschließlich konvertibler)","2","3"
"3105","3105","Anleihen (konvertibeler)","2","3"
"3110","3110","Verbindlichkeiten gegenüber Kreditinstituten (Bankverbindlichkeiten)","2","3"
"3180","3180","Verbindlichkeiten gegenüber Finanzinstituten","2","3"
"3200","3200","Erhaltene Anzahlungen auf Bestellungen 20 %","2","3"
"3201","3201","Erhaltene Anzahlungen auf Bestellungen 10 %","2","3"
"3202","3202","Erhaltene Anzahlungen auf Bestellungen 0 %","2","3"
"3203","3203","Erhaltene Anzahlungen auf Bestellungen § 19 Abs.1a","2","3"
"3204","3204","Erhaltene Anzahlungen auf Bestellungen ig. Lieferung","2","3"
"3205","3205","Anzahlungen nicht von Vorräten absetzbar § 225 Abs. 6 UGB","2","3"
"3210","3210","Umsatzsteuerevidenzkonto für erhaltene Anzahlungen","2","3"
"3300","3300","Lieferverbindlichkeiten Inland","2","3"
"3360","3360","Lieferverbindlichkeiten EU","2","3"
"3370","3370","Lieferverbindlichkeiten sonstiges Ausland","2","3"
"3380","3380","Wechselverbindlichkeiten","2","3"
"3390","3390","Verbindlichkeiten Werkverträge","2","3"
"3400","3400","Verbindlichkeiten gegenüber verbundenen Unternehmen","2","3"
"3401","3401","Finanzverbindlichkeiten gegenüber verbundenen Unternehmen","2","3"
"3440","3440","Verbindlichkeiten gegenüber Unternehmen mit Beteiligung","2","3"
"3441","3441","Finanzverbindlichkeiten gegenüber Unternehmen mit Beteiligung","2","3"
"3450","3450","Verbindlichkeiten Zweckbindung (Verein)","2","3"
"3455","3455","Nachrangiges Genussrechtskapital (Verbindlichkeiten)","2","3"
"3460","3460","Verbindlichkeiten aus Anlagenzugang","2","3"
"3470","3470","Verbindlichkeiten aus außerordentlichem Aufwand","2","3"
"3480","3480","Verbindlichkeiten gegenüber Gesellschaftern","2","3"
"3481","3481","Gesellschafterdarlehen","2","3"
"3485","3485","Verrechnung Kommanditisten","2","3"
"3486","3486","Verrechnung Kommanditisten cash-wirksam","2","3"
"3490","3490","Einlagen stiller Gesellschafter","2","3"
"3491","3491","Gewinnanteil stille Gesellschafter","2","3"
"3492","3492","Verlustanteil stille Gesellschafter","2","3"
"3493","3493","Entnahmen stille Gesellschafter","2","3"
"3495","3495","Verbindlichkeiten gegenüber Mitgliedern (Verein)","2","3"
"3500","3500","Umsatzsteuer, Verbindlichkeiten aus Steuern","2","3"
"3501","3501","Umsatzsteuer aus ig. Erwerb","2","3"
"3502","3502","USt § 19/Art 19 (Reverse Charge)","2","3"
"3503","3503","USt aus im Inland steuerpflichtigen EU-Lieferungen","2","3"
"3504","3504","Umsatzsteuer Bauleistungen § 19 Abs. 1a","2","3"
"3505","3505","Umsatzsteuer § 19 Abs. 1b","2","3"
"3506","3506","Umsatzsteuer § 19 Abs. 1c","2","3"
"3507","3507","Umsatzsteuer § 19 Abs. 1d","2","3"
"3509","3509","EUSt (Abgabenart EU) Verbindlichkeiten","2","3"
"3510","3510","Noch nicht geschuldete USt","2","3"
"3511","3511","Umsatzsteuer in anderem EU-Land","2","3"
"3516","3516","Steuerschuld gem. §11 Abs. 12 und 14, § 16 Abs. 2, Art. 7 Abs. 4","2","3"
"3517","3517","Umsatzsteuerberichtigung § 16","2","3"
"3520","3520","Umsatzsteuer-Zahllast","2","3"
"3530","3530","Verrechnung Finanzamt","2","3"
"3540","3540","Verrechnung Lohnsteuer","2","3"
"3541","3541","Verrechnung Dienstgeberbeitrag","2","3"
"3542","3542","Verrechnung Dienstgeberzuschlag","2","3"
"3550","3550","Verrechnung Kommunalsteuer","2","3"
"3551","3551","Verrechnung Wiener Dienstgeberabgabe","2","3"
"3554","3554","Verrechnung Gewerkschaftsbeitrag","2","3"
"3556","3556","Verrechnung Betriebsratsumlage","2","3"
"3560","3560","Sonstige kurzfristige Steuern","2","3"
"3590","3590","Körperschaftsteuer","2","3"
"3600","3600","Verbindlichkeiten im Rahmen der sozialen Sicherheit","2","3"
"3610","3610","Arbeitsstiftungen","2","3"
"3620","3620","Pensions- und Unterstützungskassen","2","3"
"3630","3630","Übrige Verbindlichkeiten im Rahmen der sozialen Sicherheit","2","3"
"3640","3640","Verrechnung Löhne und Gehälter","2","3"
"3650","3650","Verrechnung Bauarbeiter Urlaubskassa BUAK","2","3"
"3700","3700","Übrige sonstige Verbindlichkeiten","2","3"
"3750","3750","Darlehen","2","3"
"3760","3760","Kautionen","2","3"
"3800","3800","Gewinnausschüttung","2","3"
"3900","3900","Passive Rechnungsabgrenzungsposten","2","3"
"3990","3990","Eventualverbindlichkeiten","2","3"
"3999","3999","Eventualverbindlichkeiten (Schattenkonto)","2","3"
"4000","4000","Erlöse 20 %","4","4"
"4010","4010","Erlöse 10 %","4","4"
"4012","4012","Erlöse 12 %","4","4"
"4014","4014","Erlöse 14 %","4","4"
"4016","4016","Erlöse 16 % für Jungholz und Mittelberg","4","4"
"4019","4019","Erlöse 19 % für Jungholz und Mittelberg","4","4"
"4030","4030","Erlöse 10 % Zusatzsteuer für pauschalierte land- und forstwirtschaftliche Betriebe","4","4"
"4031","4031","Erlöse 8 % Zusatzsteuer für pauschalierte land- und forstwirtschaftliche Betriebe","4","4"
"4050","4050","Erlöse 0 % Ausfuhrlieferungen","4","4"
"4052","4052","Erlöse 0 % Lohnveredelung","4","4"
"4054","4054","Erlöse 0 % Personenbeförderung","4","4"
"4060","4060","Erlöse 0 % Grundstücksumsätze","4","4"
"4062","4062","Erlöse 0 % Kleinunternehmer","4","4"
"4064","4064","Übrige steuerfreie Umsätze ohne VSt-Abzug","4","4"
"4066","4066","Erlöse § 19 Abs. 1b","4","4"
"4068","4068","Erlöse § 19 Abs. 1c Gas/Elektrizitätslieferung","4","4"
"4069","4069","Erlöse § 19 Abs. 1d (Schrott, Abfallstoffe)","4","4"
"4070","4070","Erlöse Bauleistungen 0% § 19 Abs.1a","4","4"
"4080","4080","Erlöse Teilrechnungen noch nicht fällige USt","4","4"
"4084","4084","Erlöse Teilrechnungen § 19 Abs. 1a ohne USt","4","4"
"4090","4090","Leistungen gem. § 109a USt-befreit","4","4"
"4092","4092","Leistungen gem. § 109a 20%","4","4"
"4095","4095","Honorare 20%","4","4"
"4096","4096","Honorare 0 %","4","4"
"4098","4098","Hausapotheke 20 %","4","4"
"4100","4100","Erlöse ig. Lieferungen (steuerfrei)","4","4"
"4110","4110","Erlöse ig. Lieferung Dreiecksgeschäfte","4","4"
"4111","4111","Erlöse grenzüberschreitende Dienstleistungen","4","4"
"4120","4120","Erlöse ig. Lieferung Neufahrzeuge Art. 6 Abs. 1","4","4"
"4200","4200","Erlöse steuerpflichtig in anderem EU-Land","4","4"
"4210","4210","Nicht steuerbare Auslandsumsätze","4","4"
"4290","4290","Erlöse 20 % werbeabgabepflichtig 5 %","4","4"
"4310","4310","Beherbergungserlöse (Gastronomie)","4","4"
"4350","4350","Mitgliedsbeiträge (Verein)","4","4"
"4352","4352","Spenden (Verein)","4","4"
"4353","4353","Gewidmete Spenden (Verein)","4","4"
"4354","4354","Sonstige Vermögenserwerbe (Verein)","4","4"
"4356","4356","Öffentliche Zuschüsse (Verein)","4","4"
"4358","4358","Sonstige Erlöse (Verein)","4","4"
"4360","4360","Bildung Ausgleichsposten (Verein)","4","4"
"4362","4362","Auflösung Ausgleichsposten (Verein)","4","4"
"4364","4364","Umwidmung zweckgebundener Verpflichtungen (Verein)","4","4"
"4400","4400","Kundenskonto 20 %","4","4"
"4401","4401","Kundenskonto 10 %","4","4"
"4402","4402","Kundenskonto 12 %","4","4"
"4403","4403","Kundenskonto 14 %","4","4"
"4416","4416","Kundenskonto 16 %","4","4"
"4419","4419","Kundenskonto 19 %","4","4"
"4420","4420","Kundenskonto 0 %","4","4"
"4421","4421","Kundenskonto 0 % Teilrechnungen","4","4"
"4422","4422","Kundenskonto Bauleistungen § 19 1a","4","4"
"4423","4423","Kundenskonto ig. Lieferungen","4","4"
"4424","4424","Kundenskonto ig. Lieferung Dreiecksgeschäft","4","4"
"4425","4425","Kundenskonto grenzüberschreitende Dienstleistung","4","4"
"4430","4430","Kundenskonto steuerpflichtig in anderem EU-Land","4","4"
"4449","4449","Kundenskonto nicht steuerbarer Auslandsumsatz","4","4"
"4450","4450","Kundenskonto 0 % Ausfuhrlieferung","4","4"
"4451","4451","Kundenskonto 0 % Lohnveredelung","4","4"
"4452","4452","Kundenskonto 0 % Personenbeförderung","4","4"
