"id","code","uom_code","name"
"tariff_fraction_0207549100","0207549100","01","Los demás, frescos o refrigerados."
"tariff_fraction_0207550100","0207550100","01","Hígados."
"tariff_fraction_0207559900","0207559900","01","Los demás."
"tariff_fraction_0207600300","0207600300","01","De pintada."
"tariff_fraction_0208100100","0208100100","01","De conejo o liebre."
"tariff_fraction_0208300100","0208300100","01","De primates."
"tariff_fraction_0208400100","0208400100","01","De ballenas, delfines y marsopas (mamíferos del orden Cetacea); de manatíes y dugones o dugongos (mamíferos del orden Sirenia); de otarios y focas, leones marinos y morsas (mamíferos del suborden Pinnipedia)."
"tariff_fraction_0208500100","0208500100","01","De reptiles (incluidas las serpientes y tortugas de mar)."
"tariff_fraction_0208600100","0208600100","01","De camellos y demás camélidos (Camelidae)."
"tariff_fraction_0208909900","0208909900","01","Los demás."
"tariff_fraction_0209100100","0209100100","01","De cerdo."
"tariff_fraction_0209900100","0209900100","01","De gallo, gallina o pavo (gallipavo)."
"tariff_fraction_0209909900","0209909900","01","Los demás."
"tariff_fraction_0210110100","0210110100","01","Jamones, paletas, y sus trozos, sin deshuesar."
"tariff_fraction_0210120100","0210120100","01","Tocino entreverado de panza (panceta) y sus trozos."
"tariff_fraction_0210199900","0210199900","01","Las demás."
"tariff_fraction_0210200100","0210200100","01","Carne de la especie bovina."
"tariff_fraction_0210910100","0210910100","01","De primates."
"tariff_fraction_0210920100","0210920100","01","De ballenas, delfines y marsopas (mamíferos del orden Cetacea); de manatíes y dugones o dugongos (mamíferos del orden Sirenia); de otarios y focas, leones marinos y morsas (mamíferos del suborden Pinnipedia)."
"tariff_fraction_0210930100","0210930100","01","De reptiles (incluidas las serpientes y tortugas de mar)."
"tariff_fraction_0210990200","0210990200","01","Pieles de cerdo ahumadas, enteras o en recortes."
"tariff_fraction_0210999900","0210999900","01","Los demás."
"tariff_fraction_0301110100","0301110100","07","De agua dulce."
"tariff_fraction_0301199900","0301199900","07","Los demás."
"tariff_fraction_0301910100","0301910100","07","Truchas (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache y Oncorhynchus chrysogaster)."
"tariff_fraction_0301920100","0301920100","07","Anguilas (Anguilla spp.)."
"tariff_fraction_0301930100","0301930100","07","Carpas (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.)."
"tariff_fraction_0301940100","0301940100","07","Atunes comunes o de aleta azul, del Atlántico y del Pacífico (Thunnus thynnus, Thunnus orientalis)."
"tariff_fraction_0301950100","0301950100","07","Atunes del sur (Thunnus maccoyii)."
"tariff_fraction_0301999900","0301999900","07","Los demás."
"tariff_fraction_0302110100","0302110100","01","Truchas (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache y Oncorhynchus chrysogaster)."
"tariff_fraction_0302130100","0302130100","01","Salmones del Pacífico (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou y Oncorhynchus rhodurus)."
"tariff_fraction_0302140100","0302140100","01","Salmones del Atlántico (Salmo salar) y salmones del Danubio (Hucho hucho)."
"tariff_fraction_0302199900","0302199900","01","Los demás."
"tariff_fraction_0302210100","0302210100","01","Fletanes (halibut) (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis)."
"tariff_fraction_0302220100","0302220100","01","Sollas (Pleuronectes platessa)."
"tariff_fraction_0302230100","0302230100","01","Lenguados (Solea spp.)."
"tariff_fraction_0302240100","0302240100","01","Rodaballos (turbots) (Psetta maxima)."
"tariff_fraction_0302299900","0302299900","01","Los demás."
"tariff_fraction_0302310100","0302310100","01","Albacoras o atunes blancos (Thunnus alalunga)."
"tariff_fraction_0302320100","0302320100","01","Atunes de aleta amarilla (rabiles) (Thunnus albacares)."
"tariff_fraction_0302330100","0302330100","01","Listados (bonitos de vientre rayado) (Katsuwonus pelamis)."
"tariff_fraction_0302340100","0302340100","01","Patudos o atunes ojo grande (Thunnus obesus)."
"tariff_fraction_0302350100","0302350100","01","Atunes comunes o de aleta azul, del Atlántico y del Pacífico (Thunnus thynnus, Thunnus orientalis)."
"tariff_fraction_0302360100","0302360100","01","Atunes del sur (Thunnus maccoyii)."
"tariff_fraction_0302399900","0302399900","01","Los demás."
"tariff_fraction_0302410100","0302410100","01","Arenques (Clupea harengus, Clupea pallasii)."
"tariff_fraction_0302420100","0302420100","01","Anchoas (Engraulis spp.)."
"tariff_fraction_0302430100","0302430100","01","Sardinas (Sardina pilchardus, Sardinops spp.), sardinelas (Sardinella spp.) y espadines (Sprattus sprattus)."
"tariff_fraction_0302440100","0302440100","01","Caballas (Scomber scombrus, Scomber australasicus, Scomber japonicus)."
"tariff_fraction_0302450100","0302450100","01","Jureles (Trachurus spp.)."
"tariff_fraction_0302460100","0302460100","01","Cobias (Rachycentron canadum)."
"tariff_fraction_0302470100","0302470100","01","Peces espada (Xiphias gladius)."
"tariff_fraction_0302499900","0302499900","01","Los demás."
"tariff_fraction_0302510100","0302510100","01","Bacalaos (Gadus morhua, Gadus ogac, Gadus macrocephalus)."
"tariff_fraction_0302520100","0302520100","01","Eglefinos (Melanogrammus aeglefinus)."
"tariff_fraction_0302530100","0302530100","01","Carboneros (Pollachius virens)."
"tariff_fraction_0302540100","0302540100","01","Merluzas (Merluccius spp., Urophycis spp.)."
"tariff_fraction_0302550100","0302550100","01","Abadejos de Alaska (Theragra chalcogramma)."
"tariff_fraction_0302560100","0302560100","01","Bacaladillas (Micromesistius poutassou, Micromesistius australis)."
"tariff_fraction_0302599900","0302599900","01","Los demás."
"tariff_fraction_0302710100","0302710100","01","Tilapias (Oreochromis spp.)."
"tariff_fraction_0302720100","0302720100","01","Bagres o peces gato (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)."
"tariff_fraction_0302730100","0302730100","01","Carpas (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.)."
"tariff_fraction_0302740100","0302740100","01","Anguilas (Anguilla spp.)."
"tariff_fraction_0302799900","0302799900","01","Los demás."
"tariff_fraction_0302810100","0302810100","01","Cazones y demás escualos."
"tariff_fraction_0302820100","0302820100","01","Rayas (Rajidae)."
"tariff_fraction_0302830100","0302830100","01","Austromerluzas antárticas y austromerluzas negras (merluzas negras, bacalaos de profundidad, nototenias negras) (Dissostichus spp.)."
"tariff_fraction_0302840100","0302840100","01","Róbalos (Dicentrarchus spp.)."
"tariff_fraction_0302850100","0302850100","01","Sargos (Doradas, Espáridos) (Sparidae)."
"tariff_fraction_0302890100","0302890100","01","Totoabas."
"tariff_fraction_0302899900","0302899900","01","Los demás."
"tariff_fraction_0302910100","0302910100","01","Hígados, huevas y lechas."
"tariff_fraction_0302920100","0302920100","01","Aletas de tiburón."
"tariff_fraction_0302990100","0302990100","01","De Atunes (del género Thunnus), listados o bonitos de vientre rayado (Euthynnus (Katsuwonus) pelamis)."
"tariff_fraction_0302990200","0302990200","01","De Merluzas (Merluccius spp., Urophycis spp.)."
"tariff_fraction_0302990300","0302990300","01","De Totoabas."
"tariff_fraction_0302999900","0302999900","01","Los demás."
"tariff_fraction_0303110100","0303110100","01","Salmones rojos (Oncorhynchus nerka)."
"tariff_fraction_0303129100","0303129100","01","Los demás salmones del Pacífico (Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou y Oncorhynchus rhodurus)."
"tariff_fraction_0303130100","0303130100","01","Salmones del Atlántico (Salmo salar) y salmones del Danubio (Hucho hucho)."
"tariff_fraction_0303140100","0303140100","01","Truchas (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache y Oncorhynchus chrysogaster)."
"tariff_fraction_0303199900","0303199900","01","Los demás."
"tariff_fraction_0303230100","0303230100","01","Tilapias (Oreochromis spp.)."
"tariff_fraction_0303240100","0303240100","01","Bagres o peces gato (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)."
"tariff_fraction_0303250100","0303250100","01","Carpas (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.)."
"tariff_fraction_0303260100","0303260100","01","Anguilas (Anguilla spp.)."
"tariff_fraction_0303299900","0303299900","01","Los demás."
"tariff_fraction_0303310100","0303310100","01","Fletanes (halibut) (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis)."
"tariff_fraction_0303320100","0303320100","01","Sollas (Pleuronectes platessa)."
"tariff_fraction_0303330100","0303330100","01","Lenguados (Solea spp.)."
"tariff_fraction_0303340100","0303340100","01","Rodaballos (turbots) (Psetta maxima)."
"tariff_fraction_0303399900","0303399900","01","Los demás."
"tariff_fraction_0303410100","0303410100","01","Albacoras o atunes blancos (Thunnus alalunga)."
"tariff_fraction_0303420100","0303420100","01","Atunes de aleta amarilla (rabiles) (Thunnus albacares)."
"tariff_fraction_0303430100","0303430100","01","Listados (bonitos de vientre rayado) (Katsuwonus pelamis)."
"tariff_fraction_0303440100","0303440100","01","Patudos o atunes ojo grande (Thunnus obesus)."
"tariff_fraction_0303450100","0303450100","01","Atunes comunes o de aleta azul, del Atlántico y del Pacífico (Thunnus thynnus, Thunnus orientalis)."
"tariff_fraction_0303460100","0303460100","01","Atunes del sur (Thunnus maccoyii)."
"tariff_fraction_0303499900","0303499900","01","Los demás."
"tariff_fraction_0303510100","0303510100","01","Arenques (Clupea harengus, Clupea pallasii)."
"tariff_fraction_0303530100","0303530100","01","Sardinas (Sardina pilchardus, Sardinops spp.), sardinelas (Sardinella spp.) y espadines (Sprattus sprattus)."
"tariff_fraction_0303540100","0303540100","01","Caballas (Scomber scombrus, Scomber australasicus, Scomber japonicus)."
"tariff_fraction_0303550100","0303550100","01","Jureles (Trachurus spp.)."
"tariff_fraction_0303560100","0303560100","01","Cobias (Rachycentron canadum)."
"tariff_fraction_0303570100","0303570100","01","Peces espada (Xiphias gladius)."
"tariff_fraction_0303599900","0303599900","01","Los demás."
"tariff_fraction_0303630100","0303630100","01","Bacalaos (Gadus morhua, Gadus ogac, Gadus macrocephalus)."
"tariff_fraction_0303640100","0303640100","01","Eglefinos (Melanogrammus aeglefinus)."
"tariff_fraction_0303650100","0303650100","01","Carboneros (Pollachius virens)."
"tariff_fraction_0303660100","0303660100","01","Merluzas (Merluccius spp., Urophycis spp.)."
"tariff_fraction_0303670100","0303670100","01","Abadejos de Alaska (Theragra chalcogramma)."
"tariff_fraction_0303680100","0303680100","01","Bacaladillas (Micromesistius poutassou, Micromesistius australis)."
"tariff_fraction_0303699900","0303699900","01","Los demás."
"tariff_fraction_0303810100","0303810100","01","Cazones y demás escualos."
"tariff_fraction_0303820100","0303820100","01","Rayas (Rajidae)."
"tariff_fraction_0303830100","0303830100","01","Austromerluzas antárticas y austromerluzas negras (merluzas negras, bacalaos de profundidad, nototenias negras) (Dissostichus spp.)."
"tariff_fraction_0303840100","0303840100","01","Róbalos (Dicentrarchus spp.)."
"tariff_fraction_0303890100","0303890100","01","Totoabas."
"tariff_fraction_0303899900","0303899900","01","Los demás."
"tariff_fraction_0303910100","0303910100","01","Hígados, huevas y lechas."
"tariff_fraction_0303920100","0303920100","01","Aletas de tiburón."
"tariff_fraction_0303990100","0303990100","01","De Atunes (del género Thunnus), listados o bonitos de vientre rayado (Euthynnus (Katsuwonus) pelamis)."
"tariff_fraction_0303990200","0303990200","01","De Merluzas (Merluccius spp., Urophycis spp.) y de Anguilas."
"tariff_fraction_0303990300","0303990300","01","De Totoabas."
"tariff_fraction_0303999900","0303999900","01","Los demás."
"tariff_fraction_0304310100","0304310100","01","Tilapias (Oreochromis spp.)."
"tariff_fraction_0304320100","0304320100","01","Bagres o peces gato (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)."
"tariff_fraction_0304330100","0304330100","01","Percas del Nilo (Lates niloticus)."
"tariff_fraction_0304399900","0304399900","01","Los demás."
"tariff_fraction_0304410100","0304410100","01","Salmones del Pacífico (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou y Oncorhynchus rhodurus), salmones del Atlántico (Salmo salar) y salmones del Danubio (Hucho hucho)."
"tariff_fraction_0304420100","0304420100","01","Truchas (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache y Oncorhynchus chrysogaster)."
"tariff_fraction_0304430100","0304430100","01","Pescados planos (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae y Citharidae)."
"tariff_fraction_0304440101","0304440101","01","De merluza panameña (Merluccius angustimanus) o merluza del Pacífico Norte (Merluccius productus)."
"tariff_fraction_0304440199","0304440199","01","Los demás."
"tariff_fraction_0304450100","0304450100","01","Peces espada (Xiphias gladius)."
"tariff_fraction_0304460100","0304460100","01","Austromerluzas antárticas y austromerluzas negras (merluzas negras, bacalaos de profundidad, nototenias negras) (Dissostichus spp.)."
"tariff_fraction_0304470100","0304470100","01","Cazones y demás escualos."
"tariff_fraction_0304480100","0304480100","01","Rayas (Rajidae)."
"tariff_fraction_0304499901","0304499901","01","De atún de aleta azul del Atlántico (Thunnus thynnus), atún de aleta azul del Pacífico (Thunnus orientalis), atún de aleta azul del Sur (Thunnus maccoyii), atún de aleta amarilla (rabiles) (Thunnus albacares), patudos o atunes ojos grandes (Thunnus obesus) o bonito de vientre rayado (Euthynnus (Katsuwonus) pelamis)."
"tariff_fraction_0304499902","0304499902","01","De sardina (Sardina pilchardus, Sardinops spp.), sardinela (Sardinella spp.) o espadín (Sprattus sprattus)."
"tariff_fraction_0304499903","0304499903","01","De anchoas (Engraulis spp.)."
"tariff_fraction_0304499999","0304499999","01","Los demás."
"tariff_fraction_0304510100","0304510100","01","Tilapias (Oreochromis spp.), bagres o peces gato (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carpas (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), anguilas (Anguilla spp.), percas del Nilo (Lates niloticus) y peces cabeza de serpiente (Channa spp.)."
"tariff_fraction_0304520101","0304520101","01","De salmones del Pacífico (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou y Oncorhynchus rhodurus), salmones del Atlántico (Salmo salar) y salmones del Danubio (Hucho hucho)."
"tariff_fraction_0304520199","0304520199","01","Los demás."
"tariff_fraction_0304530101","0304530101","01","De merluza panameña (Merluccius angustimanus) o merluza del Pacífico Norte (Merluccius productus)."
"tariff_fraction_0304530199","0304530199","01","Los demás."
"tariff_fraction_0304540100","0304540100","01","Peces espada (Xiphias gladius)."
"tariff_fraction_0304550100","0304550100","01","Austromerluzas antárticas y austromerluzas negras (merluzas negras, bacalaos de profundidad, nototenias negras) (Dissostichus spp.)."
"tariff_fraction_0304560100","0304560100","01","Cazones y demás escualos."
"tariff_fraction_0304570100","0304570100","01","Rayas (Rajidae)."
"tariff_fraction_0304599901","0304599901","01","De atún de aleta azul del Atlántico (Thunnus thynnus), atún de aleta azul del Pacífico (Thunnus orientalis), atún de aleta azul del Sur (Thunnus maccoyii), atún de aleta amarilla (rabiles) (Thunnus albacares), patudos o atunes ojos grandes (Thunnus obesus) o bonito de vientre rayado (Euthynnus (Katsuwonus) pelamis)."
"tariff_fraction_0304599902","0304599902","01","De sardina (Sardina pilchardus, Sardinops spp.), sardinela (Sardinella spp.) o espadín (Sprattus sprattus)."
"tariff_fraction_0304599903","0304599903","01","De anchoas (Engraulis spp.)."
"tariff_fraction_0304599999","0304599999","01","Los demás."
"tariff_fraction_0304610100","0304610100","01","Tilapias (Oreochromis spp.)."
"tariff_fraction_0304620100","0304620100","01","Bagres o peces gato (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)."
"tariff_fraction_0304630100","0304630100","01","Percas del Nilo (Lates niloticus)."
"tariff_fraction_0304699900","0304699900","01","Los demás."
"tariff_fraction_0304710100","0304710100","01","Bacalaos (Gadus morhua, Gadus ogac, Gadus macrocephalus)."
"tariff_fraction_0304720100","0304720100","01","Eglefinos (Melanogrammus aeglefinus)."
"tariff_fraction_0304730100","0304730100","01","Carboneros (Pollachius virens)."
"tariff_fraction_0304740101","0304740101","01","De merluza panameña (Merluccius angustimanus) o merluza del Pacífico Norte (Merluccius productus)."
"tariff_fraction_0304740199","0304740199","01","Los demás."
"tariff_fraction_0304750100","0304750100","01","Abadejos de Alaska (Theragra chalcogramma)."
"tariff_fraction_0304799900","0304799900","01","Los demás."
"tariff_fraction_0304810100","0304810100","01","Salmones del Pacífico (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou y Oncorhynchus rhodurus), salmones del Atlántico (Salmo salar) y salmones del Danubio (Hucho hucho)."
"tariff_fraction_0304820100","0304820100","01","Truchas (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache y Oncorhynchus chrysogaster)."
"tariff_fraction_0304830100","0304830100","01","Pescados planos (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae y Citharidae)."
"tariff_fraction_0304840100","0304840100","01","Peces espada (Xiphias gladius)."
"tariff_fraction_0304850100","0304850100","01","Austromerluzas antárticas y austromerluzas negras (merluzas negras, bacalaos de profundidad, nototenias negras) (Dissostichus spp.)."
"tariff_fraction_0304860100","0304860100","01","Arenques (Clupea harengus, Clupea pallasii)."
"tariff_fraction_0304870100","0304870100","01","Atunes (del género Thunnus), listados (bonitos de vientre rayado) (Katsuwonus pelamis)."
"tariff_fraction_0304880100","0304880100","01","Cazones, demás escualos y rayas (Rajidae)."
"tariff_fraction_0304899901","0304899901","01","De sardina (Sardina pilchardus, Sardinops spp.), sardinela (Sardinella spp.) o espadín (Sprattus sprattus)."
"tariff_fraction_0304899902","0304899902","01","De anchoas (Engraulis spp.)."
"tariff_fraction_0304899999","0304899999","01","Los demás."
"tariff_fraction_0304910100","0304910100","01","Peces espada (Xiphias gladius)."
