id,code_prefix_start,name,chart_template_id/id
chart_group_37,37,Biological assets,l10n_pt.pt_chart_template
chart_group_371,371,Consumables,l10n_pt.pt_chart_template
chart_group_372,372,Of production,l10n_pt.pt_chart_template
chart_group_378,378,Accumulated depreciation,l10n_pt.pt_chart_template
chart_group_379,379,Accumulated impairment losses,l10n_pt.pt_chart_template
chart_group_39,39,Down payments on account of purchases,l10n_pt.pt_chart_template
chart_group_4,4,Investment,l10n_pt.pt_chart_template
chart_group_41,41,Financial investments,l10n_pt.pt_chart_template
chart_group_411,411,Investments in subsidiaries,l10n_pt.pt_chart_template
chart_group_4111,4111,Capital participations - Equivalence method,l10n_pt.pt_chart_template
chart_group_412,412,Investments in associates,l10n_pt.pt_chart_template
chart_group_4121,4121,Capital participations - Equivalence method,l10n_pt.pt_chart_template
chart_group_413,413,Investments in jointly controlled entities,l10n_pt.pt_chart_template
chart_group_414,414,Investments in other companies,l10n_pt.pt_chart_template
chart_group_415,415,Other financial investments,l10n_pt.pt_chart_template
chart_group_418,418,Accumulated amortization,l10n_pt.pt_chart_template
chart_group_4181,4181,Capital participations - Equivalence method,l10n_pt.pt_chart_template
chart_group_41813,41813,Investments in jointly controlled entities,l10n_pt.pt_chart_template
chart_group_419,419,Accumulated impairment losses,l10n_pt.pt_chart_template
chart_group_4191,4191,Investments in subsidiaries,l10n_pt.pt_chart_template
chart_group_41911,41911,Capital participations - Equivalence method,l10n_pt.pt_chart_template
chart_group_4192,4192,Investments in associates,l10n_pt.pt_chart_template
chart_group_41921,41921,Capital participations - Equivalence method,l10n_pt.pt_chart_template
chart_group_4193,4193,Investments in jointly controlled entities,l10n_pt.pt_chart_template
chart_group_41931,41931,Capital participations - Equivalence method,l10n_pt.pt_chart_template
chart_group_4194,4194,Investments in other companies,l10n_pt.pt_chart_template
chart_group_4195,4195,Other financial investments,l10n_pt.pt_chart_template
chart_group_42,42,Investment properties,l10n_pt.pt_chart_template
chart_group_428,428,Accumulated depreciation,l10n_pt.pt_chart_template
chart_group_429,429,Accumulated impairment losses,l10n_pt.pt_chart_template
chart_group_43,43,Tangible fixed assets,l10n_pt.pt_chart_template
chart_group_438,438,Accumulated depreciation,l10n_pt.pt_chart_template
chart_group_439,439,Accumulated impairment losses,l10n_pt.pt_chart_template
chart_group_44,44,Intangible assets,l10n_pt.pt_chart_template
chart_group_448,448,Accumulated amortization,l10n_pt.pt_chart_template
chart_group_449,449,Accumulated impairment losses,l10n_pt.pt_chart_template
chart_group_45,45,Ongoing investments,l10n_pt.pt_chart_template
chart_group_455,455,Advances on account of investments,l10n_pt.pt_chart_template
chart_group_459,459,Accumulated impairment losses,l10n_pt.pt_chart_template
chart_group_4595,4595,Advances on account of investments,l10n_pt.pt_chart_template
chart_group_46,46,Non-current assets held for sale,l10n_pt.pt_chart_template
chart_group_469,469,Accumulated impairment losses,l10n_pt.pt_chart_template
chart_group_5,5,"Capital, reserves and retained earnings",l10n_pt.pt_chart_template
chart_group_52,52,Own shares,l10n_pt.pt_chart_template
chart_group_55,55,Reserves,l10n_pt.pt_chart_template
chart_group_57,57,Adjustments in financial assets,l10n_pt.pt_chart_template
chart_group_571,571,Related to the equivalence method,l10n_pt.pt_chart_template
chart_group_581,581,Reevaluations resulting from legal diplomas,l10n_pt.pt_chart_template
chart_group_589,589,Other surplus,l10n_pt.pt_chart_template
chart_group_59,59,Other variations in equity,l10n_pt.pt_chart_template
chart_group_593,593,Subsidies,l10n_pt.pt_chart_template
chart_group_6,6,Expenses,l10n_pt.pt_chart_template
chart_group_61,61,Cost of goods sold and materials consumed,l10n_pt.pt_chart_template
chart_group_62,62,Supplies and external services,l10n_pt.pt_chart_template
chart_group_622,622,Specialized services,l10n_pt.pt_chart_template
chart_group_623,623,Materials,l10n_pt.pt_chart_template
chart_group_624,624,Energy and fluids,l10n_pt.pt_chart_template
chart_group_625,625,"Travel, accommodation and transportation",l10n_pt.pt_chart_template
chart_group_626,626,Miscellaneous services,l10n_pt.pt_chart_template
chart_group_63,63,Staff spending,l10n_pt.pt_chart_template
chart_group_633,633,Post-employment benefits,l10n_pt.pt_chart_template
chart_group_64,64,Depreciation and amortization expenses,l10n_pt.pt_chart_template
chart_group_641,641,Investment properties,l10n_pt.pt_chart_template
chart_group_642,642,Tangible fixed assets,l10n_pt.pt_chart_template
chart_group_643,643,Intangible assets,l10n_pt.pt_chart_template
chart_group_65,65,Impairment losses,l10n_pt.pt_chart_template
chart_group_651,651,In debt receivable,l10n_pt.pt_chart_template
chart_group_652,652,In inventory,l10n_pt.pt_chart_template
chart_group_653,653,In financial investments,l10n_pt.pt_chart_template
chart_group_654,654,In investment properties,l10n_pt.pt_chart_template
chart_group_655,655,In tangible fixed assets,l10n_pt.pt_chart_template
chart_group_656,656,In intangible assets,l10n_pt.pt_chart_template
chart_group_657,657,In investments in progress,l10n_pt.pt_chart_template
chart_group_6575,6575,Advances on account of investments,l10n_pt.pt_chart_template
chart_group_658,658,In non-current assets held for sale,l10n_pt.pt_chart_template
chart_group_66,66,Losses due to reductions in fair value,l10n_pt.pt_chart_template
chart_group_663,663,In investment properties,l10n_pt.pt_chart_template
chart_group_664,664,In biological assets,l10n_pt.pt_chart_template
chart_group_67,67,Provisions of the period,l10n_pt.pt_chart_template
chart_group_68,68,Other expenses,l10n_pt.pt_chart_template
chart_group_681,681,Taxes,l10n_pt.pt_chart_template
chart_group_684,684,Inventory losses,l10n_pt.pt_chart_template
chart_group_686,686,Expenses on remaining financial investments,l10n_pt.pt_chart_template
chart_group_687,687,Expenses on non-financial investments,l10n_pt.pt_chart_template
chart_group_688,688,Others,l10n_pt.pt_chart_template
chart_group_69,69,Financing expenses,l10n_pt.pt_chart_template
chart_group_691,691,Supported interests,l10n_pt.pt_chart_template
chart_group_692,692,Unfavorable exchange rate differences,l10n_pt.pt_chart_template
chart_group_698,698,Other financing expenses,l10n_pt.pt_chart_template
chart_group_7,7,Income,l10n_pt.pt_chart_template
chart_group_71,71,Sales,l10n_pt.pt_chart_template
chart_group_72,72,Services,l10n_pt.pt_chart_template
chart_group_73,73,Variations in production inventories,l10n_pt.pt_chart_template
chart_group_74,74,Work for the entity itself,l10n_pt.pt_chart_template
chart_group_75,75,Exploration subsidies,l10n_pt.pt_chart_template
chart_group_76,76,Reversals,l10n_pt.pt_chart_template
chart_group_761,761,Depreciation and amortization,l10n_pt.pt_chart_template
chart_group_7611,7611,Investment properties,l10n_pt.pt_chart_template
chart_group_7612,7612,Tangible fixed assets,l10n_pt.pt_chart_template
chart_group_7613,7613,Intangible assets,l10n_pt.pt_chart_template
chart_group_7614,7614,Biological assets,l10n_pt.pt_chart_template
chart_group_7615,7615,Financial investments,l10n_pt.pt_chart_template
chart_group_762,762,Impairment losses,l10n_pt.pt_chart_template
chart_group_7621,7621,In debt receivable,l10n_pt.pt_chart_template
chart_group_7622,7622,In inventory,l10n_pt.pt_chart_template
chart_group_7623,7623,In financial investments,l10n_pt.pt_chart_template
chart_group_7624,7624,In investment properties,l10n_pt.pt_chart_template
chart_group_7625,7625,In tangible fixed assets,l10n_pt.pt_chart_template
chart_group_7626,7626,In intangible assets,l10n_pt.pt_chart_template
chart_group_7627,7627,In investements in progress,l10n_pt.pt_chart_template
chart_group_76275,76275,Advances on account of investments,l10n_pt.pt_chart_template
chart_group_7628,7628,In non-current assets held for sale,l10n_pt.pt_chart_template
chart_group_763,763,Provisions,l10n_pt.pt_chart_template
chart_group_77,77,Gains for fair value increases,l10n_pt.pt_chart_template
chart_group_772,772,In financial investments,l10n_pt.pt_chart_template
chart_group_773,773,In investment properties,l10n_pt.pt_chart_template
chart_group_774,774,In biological assets,l10n_pt.pt_chart_template
chart_group_78,78,Other income,l10n_pt.pt_chart_template
chart_group_781,781,Supplementary income,l10n_pt.pt_chart_template
chart_group_784,784,Inventory gains,l10n_pt.pt_chart_template
chart_group_786,786,Income in the remaining financial assets,l10n_pt.pt_chart_template
chart_group_787,787,Income in non-financial investments,l10n_pt.pt_chart_template
chart_group_788,788,Others,l10n_pt.pt_chart_template
chart_group_79,79,"Interest, dividends and other similar income",l10n_pt.pt_chart_template
chart_group_791,791,Interest obtained,l10n_pt.pt_chart_template
chart_group_792,792,Dividends obtained,l10n_pt.pt_chart_template
chart_group_8,8,Results,l10n_pt.pt_chart_template
chart_group_81,81,Net result of the period,l10n_pt.pt_chart_template
chart_group_812,812,Tax over the period's income,l10n_pt.pt_chart_template
chart_group_89,89,Early dividends,l10n_pt.pt_chart_template
