id,code_prefix_start,code_prefix_end,name,chart_template_id/id
be_group_5190,5190,,"Actions et parts",l10n_be.l10nbe_chart_template
be_group_5191,5191,,"Placements de trésorerie autres que placements à revenu fixe",l10n_be.l10nbe_chart_template
be_group_52,52,,"Titres à revenu fixe",l10n_be.l10nbe_chart_template
be_group_520,520,,"Valeur d'acquisition",l10n_be.l10nbe_chart_template
be_group_529,529,,"Réductions de valeur actées (–)",l10n_be.l10nbe_chart_template
be_group_53,53,,"Dépôts à terme",l10n_be.l10nbe_chart_template
be_group_530,530,,"De plus d'un an",l10n_be.l10nbe_chart_template
be_group_531,531,,"De plus d'un mois et à un an au plus",l10n_be.l10nbe_chart_template
be_group_532,532,,"D'un mois au plus",l10n_be.l10nbe_chart_template
be_group_539,539,,"Réductions de valeur actées (–)",l10n_be.l10nbe_chart_template
be_group_54,54,,"Valeurs échues à l'encaissement",l10n_be.l10nbe_chart_template
be_group_55,55,,"Etablissements de crédit",l10n_be.l10nbe_chart_template
be_group_550,550,559,"Comptes ouverts auprès des divers établissements, à subdiviser en :",l10n_be.l10nbe_chart_template
be_group_56,56,,"Office des chèques postaux",l10n_be.l10nbe_chart_template
be_group_560,560,,"Compte courant",l10n_be.l10nbe_chart_template
be_group_561,561,,"Chèques émis (–)",l10n_be.l10nbe_chart_template
be_group_57,57,,"Caisses",l10n_be.l10nbe_chart_template
be_group_570,570,577,"Caisses-espèces",l10n_be.l10nbe_chart_template
be_group_578,578,,"Caisses-timbres",l10n_be.l10nbe_chart_template
be_group_58,58,,"Virements internes",l10n_be.l10nbe_chart_template
be_group_6,6,,"Charges",l10n_be.l10nbe_chart_template
be_group_60,60,,"Approvisionnements et marchandises",l10n_be.l10nbe_chart_template
be_group_600,600,,"Achats de matières premières",l10n_be.l10nbe_chart_template
be_group_601,601,,"Achats de fournitures",l10n_be.l10nbe_chart_template
be_group_602,602,,"Achats de services, travaux et études",l10n_be.l10nbe_chart_template
be_group_603,603,,"Sous-traitances générales",l10n_be.l10nbe_chart_template
be_group_604,604,,"Achats de marchandises",l10n_be.l10nbe_chart_template
be_group_605,605,,"Achats d'immeubles destinés à la vente",l10n_be.l10nbe_chart_template
be_group_608,608,,"Remises, ristournes et rabais obtenus (–)",l10n_be.l10nbe_chart_template
be_group_609,609,,"Variations des stocks",l10n_be.l10nbe_chart_template
be_group_61,61,,"Services et biens divers",l10n_be.l10nbe_chart_template
be_group_617,617,,"Personnel intérimaire et personnes mises à la disposition de l'entreprise",l10n_be.l10nbe_chart_template
be_group_618,618,,"Rémunérations, primes pour assurances extralégales, pensions de retraite et de survie des administrateurs, gérants et associés actifs qui ne sont pas attribuées en vertu d'un contrat de travail",l10n_be.l10nbe_chart_template
be_group_62,62,,"Rémunérations, charges sociales et pensions",l10n_be.l10nbe_chart_template
be_group_620,620,,"Rémunérations et avantages sociaux directs",l10n_be.l10nbe_chart_template
be_group_621,621,,"Cotisations patronales d'assurances sociales",l10n_be.l10nbe_chart_template
be_group_622,622,,"Primes patronales pour assurances extra-légales",l10n_be.l10nbe_chart_template
be_group_623,623,,"Autres frais de personnel",l10n_be.l10nbe_chart_template
be_group_624,624,,"Pensions de retraite et de survie",l10n_be.l10nbe_chart_template
be_group_63,63,,"Amortissements, réductions de valeur et provisions pour risques et charges",l10n_be.l10nbe_chart_template
be_group_630,630,,"Dotations aux amortissements et aux réductions de valeur sur immobilisations",l10n_be.l10nbe_chart_template
be_group_631,631,,"Réductions de valeur sur stocks",l10n_be.l10nbe_chart_template
be_group_632,632,,"Réductions de valeur sur commandes en cours",l10n_be.l10nbe_chart_template
be_group_633,633,,"Réductions de valeur sur créances commerciales à plus d'un an",l10n_be.l10nbe_chart_template
be_group_634,634,,"Réductions de valeur sur créances commerciales à un an au plus",l10n_be.l10nbe_chart_template
be_group_635,635,,"Provisions pour pensions et obligations similaires",l10n_be.l10nbe_chart_template
be_group_636,636,,"Provisions pour grosses réparations et gros entretien",l10n_be.l10nbe_chart_template
be_group_637,637,,"Provisions pour obligations environnementales",l10n_be.l10nbe_chart_template
be_group_638,638,,"Provisions pour autres risques et charges",l10n_be.l10nbe_chart_template
be_group_64,64,,"Autres charges d'exploitation",l10n_be.l10nbe_chart_template
be_group_640,640,,"Charges fiscales d'exploitation",l10n_be.l10nbe_chart_template
be_group_641,641,,"Moins-values sur réalisations courantes d'immobilisations corporelles",l10n_be.l10nbe_chart_template
be_group_642,642,,"Moins-values sur réalisations de créances commerciales",l10n_be.l10nbe_chart_template
be_group_643,643,648,"Charges d'exploitation diverses",l10n_be.l10nbe_chart_template
be_group_649,649,,"Charges d'exploitation portées à l'actif au titre de frais de restructuration (–)",l10n_be.l10nbe_chart_template
be_group_65,65,,"Charges financières",l10n_be.l10nbe_chart_template
be_group_650,650,,"Charges des dettes",l10n_be.l10nbe_chart_template
be_group_651,651,,"Réductions de valeur sur actifs circulants",l10n_be.l10nbe_chart_template
be_group_652,652,,"Moins-values sur réalisation d'actifs circulants",l10n_be.l10nbe_chart_template
be_group_653,653,,"Charges d'escompte de créances",l10n_be.l10nbe_chart_template
be_group_654,654,,"Différences de change",l10n_be.l10nbe_chart_template
be_group_655,655,,"Ecarts de conversion des devises",l10n_be.l10nbe_chart_template
be_group_656,656,,"Provisions à caractère financier",l10n_be.l10nbe_chart_template
be_group_657,657,658,"Charges financières diverses",l10n_be.l10nbe_chart_template
be_group_659,659,,"Charges financières portées à l'actif au titre de frais de restructuration",l10n_be.l10nbe_chart_template
be_group_66,66,,"Charges d'exploitation ou financières non récurrentes",l10n_be.l10nbe_chart_template
be_group_660,660,,"Amortissements et réductions de valeur non récurrents (dotations)",l10n_be.l10nbe_chart_template
be_group_661,661,,"Réductions de valeur sur immobilisations financières (dotations)",l10n_be.l10nbe_chart_template
be_group_662,662,,"Provisions pour risques et charges non récurrents",l10n_be.l10nbe_chart_template
be_group_663,663,,"Moins-values sur réalisation d'actifs immobilisés",l10n_be.l10nbe_chart_template
be_group_664,664,667,"Autres charges d'exploitation non récurrentes",l10n_be.l10nbe_chart_template
be_group_668,668,,"Autres charges financières non récurrentes",l10n_be.l10nbe_chart_template
be_group_669,669,,"Charges portées à l'actif au titre de frais de restructuration (-)",l10n_be.l10nbe_chart_template
be_group_67,67,,"Impôts sur le résultat",l10n_be.l10nbe_chart_template
be_group_670,670,,"Impôts belges sur le résultat de l'exercice",l10n_be.l10nbe_chart_template
be_group_671,671,,"Impôts belges sur le résultat d'exercices antérieurs",l10n_be.l10nbe_chart_template
be_group_672,672,,"Impôts étrangers sur le résultat de l'exercice",l10n_be.l10nbe_chart_template
be_group_673,673,,"Impôts étrangers sur le résultat d'exercices antérieurs",l10n_be.l10nbe_chart_template
be_group_68,68,,"Transferts aux impôts différés et aux réserves immunisées",l10n_be.l10nbe_chart_template
be_group_680,680,,"Transferts aux impôts différés",l10n_be.l10nbe_chart_template
be_group_689,689,,"Transferts aux réserves immunisées",l10n_be.l10nbe_chart_template
be_group_69,69,,"Affectations et prélèvements",l10n_be.l10nbe_chart_template
be_group_690,690,,"Perte reportée de l'exercice précédent",l10n_be.l10nbe_chart_template
be_group_691,691,,"Affectations au capital et à la prime d'émission",l10n_be.l10nbe_chart_template
be_group_692,692,,"Dotation aux réserves",l10n_be.l10nbe_chart_template
be_group_693,693,,"Bénéfice à reporter",l10n_be.l10nbe_chart_template
be_group_694,694,,"Rémunération du capital",l10n_be.l10nbe_chart_template
be_group_695,695,,"Administrateurs ou gérants",l10n_be.l10nbe_chart_template
be_group_696,696,,"Employés",l10n_be.l10nbe_chart_template
be_group_697,697,,"Autres applications",l10n_be.l10nbe_chart_template
be_group_7,7,,"Produits",l10n_be.l10nbe_chart_template
be_group_70,70,,"Chiffre d'affaires",l10n_be.l10nbe_chart_template
be_group_700,700,707,"Ventes et prestations de services",l10n_be.l10nbe_chart_template
be_group_708,708,,"Remises, ristournes et rabais accordés (–)",l10n_be.l10nbe_chart_template
be_group_71,71,,"Variation des stocks et des commandes en cours d'exécution",l10n_be.l10nbe_chart_template
be_group_712,712,,"Des en-cours de fabrication",l10n_be.l10nbe_chart_template
be_group_713,713,,"Des produits finis",l10n_be.l10nbe_chart_template
be_group_715,715,,"Des immeubles construits destinés à la vente",l10n_be.l10nbe_chart_template
be_group_717,717,,"Des commandes en cours d'exécution",l10n_be.l10nbe_chart_template
be_group_72,72,,"Production immobilisée",l10n_be.l10nbe_chart_template
be_group_74,74,,"Autres produits d'exploitation",l10n_be.l10nbe_chart_template
be_group_740,740,,"Subsides d'exploitation et montants compensatoires",l10n_be.l10nbe_chart_template
be_group_741,741,,"Plus-values sur réalisations courantes d'immobilisations corporelles",l10n_be.l10nbe_chart_template
be_group_742,742,,"Plus-values sur réalisation de créances commerciales",l10n_be.l10nbe_chart_template
be_group_743,743,749,"Produits d'exploitation divers",l10n_be.l10nbe_chart_template
be_group_75,75,,"Produits financiers",l10n_be.l10nbe_chart_template
be_group_750,750,,"Produits des immobilisations financières",l10n_be.l10nbe_chart_template
be_group_751,751,,"Produits des actifs circulants",l10n_be.l10nbe_chart_template
be_group_752,752,,"Plus-values sur réalisation d'actifs circulants",l10n_be.l10nbe_chart_template
be_group_753,753,,"Subsides en capital et en intérêts",l10n_be.l10nbe_chart_template
be_group_754,754,,"Différences de change",l10n_be.l10nbe_chart_template
be_group_755,755,,"Écart de conversion des devises",l10n_be.l10nbe_chart_template
be_group_756,756,759,"Produits financiers divers",l10n_be.l10nbe_chart_template
be_group_76,76,,"Produits d'exploitation ou financiers non récurrents",l10n_be.l10nbe_chart_template
be_group_760,760,,"Reprises d'amortissements et de réductions de valeur",l10n_be.l10nbe_chart_template
be_group_761,761,,"Reprises de réductions de valeur sur immobilisations financières",l10n_be.l10nbe_chart_template
be_group_762,762,,"Reprises de provisions pour risques et charges non récurrents",l10n_be.l10nbe_chart_template
be_group_763,763,,"Plus-values sur réalisation d'actifs immobilisés",l10n_be.l10nbe_chart_template
be_group_764,764,768,"Autres produits d'exploitation non récurrents",l10n_be.l10nbe_chart_template
be_group_769,769,,"Autres produits financiers non récurrents",l10n_be.l10nbe_chart_template
be_group_77,77,,"Régularisations d'impôts et reprises de provisions fiscales",l10n_be.l10nbe_chart_template
be_group_771,771,,"Impôts belges sur le résultat",l10n_be.l10nbe_chart_template
be_group_773,773,,"Impôts étrangers sur le résultat",l10n_be.l10nbe_chart_template
be_group_78,78,,"Prélèvements sur les réserves immunisées et les impôts différés",l10n_be.l10nbe_chart_template
be_group_780,780,,"Prélèvements sur les impôts différés",l10n_be.l10nbe_chart_template
be_group_789,789,,"Prélèvements sur les réserves immunisées",l10n_be.l10nbe_chart_template
be_group_79,79,,"Affectations et prélèvements",l10n_be.l10nbe_chart_template
be_group_790,790,,"Bénéfice reporté de l'exercice précédent",l10n_be.l10nbe_chart_template
be_group_791,791,,"Prélèvement sur le capital et les primes d'émission",l10n_be.l10nbe_chart_template
be_group_792,792,,"Prélèvement sur les réserves",l10n_be.l10nbe_chart_template
be_group_793,793,,"Perte à reporter",l10n_be.l10nbe_chart_template
be_group_794,794,,"Intervention d'associés (ou du propriétaire) dans la perte",l10n_be.l10nbe_chart_template
be_group_0,0,,"Droits et engagements hors bilan",l10n_be.l10nbe_chart_template
be_group_00,00,,"Garanties constituées par des tiers pour compte de l'entreprise",l10n_be.l10nbe_chart_template
be_group_000,000,,"Créanciers de l'entreprise, bénéficiaires de garanties de tiers",l10n_be.l10nbe_chart_template
be_group_001,001,,"Tiers constituants de garanties pour compte de l'entreprise",l10n_be.l10nbe_chart_template
be_group_01,01,,"Garanties personnelles constituées pour compte de tiers",l10n_be.l10nbe_chart_template
be_group_010,010,,"Débiteurs pour engagements sur effets en circulation",l10n_be.l10nbe_chart_template
be_group_011,011,,"Créanciers d'engagements sur effets en circulation",l10n_be.l10nbe_chart_template
be_group_012,012,,"Débiteurs pour autres garanties personnelles",l10n_be.l10nbe_chart_template
be_group_013,013,,"Créanciers d'autres garanties personnelles",l10n_be.l10nbe_chart_template
be_group_02,02,,"Garanties réelles constituées sur avoirs propres",l10n_be.l10nbe_chart_template
be_group_020,020,,"Créanciers de l'entreprise, bénéficiaires de garanties réelles",l10n_be.l10nbe_chart_template
be_group_021,021,,"Garanties réelles constituées pour compte propre",l10n_be.l10nbe_chart_template
be_group_022,022,,"Créanciers de tiers, bénéficiaires de garanties réelles",l10n_be.l10nbe_chart_template
be_group_023,023,,"Garanties réelles constituées pour compte de tiers",l10n_be.l10nbe_chart_template
be_group_03,03,,"Garanties reçues",l10n_be.l10nbe_chart_template
be_group_030,030,,"Dépôts statutaires",l10n_be.l10nbe_chart_template
be_group_031,031,,"Déposants statutaires",l10n_be.l10nbe_chart_template
be_group_032,032,,"Garanties reçues",l10n_be.l10nbe_chart_template
be_group_033,033,,"Constituants de garanties",l10n_be.l10nbe_chart_template
be_group_04,04,,"Biens et valeurs détenus par des tiers en leur nom mais aux risques et profits de l'entreprise",l10n_be.l10nbe_chart_template
be_group_040,040,,"Tiers, détenteurs en leur nom mais aux risques et profits de l'entreprise de biens et de valeurs",l10n_be.l10nbe_chart_template
be_group_041,041,,"Biens et valeurs détenus par des tiers en leur nom mais aux risques et profits de l'entreprise",l10n_be.l10nbe_chart_template
be_group_05,05,,"Engagements d'acquisition et de cession d'immobilisations",l10n_be.l10nbe_chart_template
be_group_050,050,,"Engagements d'acquisition",l10n_be.l10nbe_chart_template
be_group_051,051,,"Créanciers d'engagements d'acquisition",l10n_be.l10nbe_chart_template
be_group_052,052,,"Débiteurs pour engagements de cession",l10n_be.l10nbe_chart_template
be_group_053,053,,"Engagements de cession",l10n_be.l10nbe_chart_template
be_group_06,06,,"Marchés à terme",l10n_be.l10nbe_chart_template
be_group_060,060,,"Marchandises achetées à terme - à recevoir",l10n_be.l10nbe_chart_template
be_group_061,061,,"Créanciers pour marchandises achetées à terme",l10n_be.l10nbe_chart_template
be_group_062,062,,"Débiteurs pour marchandises vendues à terme",l10n_be.l10nbe_chart_template
be_group_063,063,,"Marchandises vendues à terme - à livrer",l10n_be.l10nbe_chart_template
be_group_064,064,,"Devises achetées à terme - à recevoir",l10n_be.l10nbe_chart_template
be_group_065,065,,"Créanciers pour devises achetées à terme",l10n_be.l10nbe_chart_template
be_group_066,066,,"Débiteurs pour devises vendues à terme",l10n_be.l10nbe_chart_template
be_group_067,067,,"Devises vendues à terme - à livrer",l10n_be.l10nbe_chart_template
be_group_07,07,,"Biens et valeurs de tiers détenus par l'entreprise",l10n_be.l10nbe_chart_template
be_group_070,070,,"Droits d'usage à long terme",l10n_be.l10nbe_chart_template
be_group_071,071,,"Créanciers de loyers et redevances",l10n_be.l10nbe_chart_template
be_group_072,072,,"Biens et valeurs de tiers reçus en dépôt, en consignation ou à façon",l10n_be.l10nbe_chart_template
be_group_073,073,,"Commettants et déposants de biens et de valeurs",l10n_be.l10nbe_chart_template
be_group_074,074,,"Biens et valeurs détenus pour compte ou aux risques et profits de tiers",l10n_be.l10nbe_chart_template
be_group_075,075,,"Créanciers de biens et valeurs détenus pour compte de tiers ou à leurs risques et profits",l10n_be.l10nbe_chart_template
be_group_09,09,,"Droits et engagements divers",l10n_be.l10nbe_chart_template
