id,name,code,user_type_id/id,chart_template_id/id,reconcile
l10n_ph_110505,"Accum Depreciation-Furniture, Fixtures and Equipment",110505,account.data_account_type_fixed_assets,l10n_ph_chart_template,False
l10n_ph_110506,Accum Depreciation-Vehicles,110506,account.data_account_type_fixed_assets,l10n_ph_chart_template,False
l10n_ph_110507,Accum Depreciation-Computers,110507,account.data_account_type_fixed_assets,l10n_ph_chart_template,False
l10n_ph_200000,Accounts Payable,200000,account.data_account_type_payable,l10n_ph_chart_template,True
l10n_ph_200200,Dividends Payable - Common Shares,200200,account.data_account_type_current_liabilities,l10n_ph_chart_template,False
l10n_ph_200201,Unearned Revenue,200201,account.data_account_type_current_liabilities,l10n_ph_chart_template,False
l10n_ph_200202,Customer Deposits Received,200202,account.data_account_type_current_liabilities,l10n_ph_chart_template,False
l10n_ph_200300,Output VAT 12% - Actual,200300,account.data_account_type_current_liabilities,l10n_ph_chart_template,False
l10n_ph_200301,Deferred Output VAT 12% - Actual,200301,account.data_account_type_current_liabilities,l10n_ph_chart_template,False
l10n_ph_200302,Tax Payable-Withholding Tax Compensation,200302,account.data_account_type_current_liabilities,l10n_ph_chart_template,False
l10n_ph_200303,Tax Pay-Withholding Tax Source,200303,account.data_account_type_current_liabilities,l10n_ph_chart_template,False
l10n_ph_200304,Deferred Tax Pay-Withholding Tax Source,200304,account.data_account_type_current_liabilities,l10n_ph_chart_template,False
l10n_ph_200305,Taxes Payable-Final Withholding Tax,200305,account.data_account_type_current_liabilities,l10n_ph_chart_template,False
l10n_ph_200306,Tax Payable-Withholding Tax at Source (Accrual),200306,account.data_account_type_current_liabilities,l10n_ph_chart_template,False
l10n_ph_200307,Income Tax Payable,200307,account.data_account_type_current_liabilities,l10n_ph_chart_template,False
l10n_ph_200308,Accrued Fringe Benefit Tax,200308,account.data_account_type_current_liabilities,l10n_ph_chart_template,False
l10n_ph_200400,Other Non-current Liability,200400,account.data_account_type_non_current_liabilities,l10n_ph_chart_template,False
l10n_ph_300000,Capital Stock,300000,account.data_account_type_equity,l10n_ph_chart_template,False
l10n_ph_300001,Additional Paid in Capital,300001,account.data_account_type_equity,l10n_ph_chart_template,False
l10n_ph_300002,Retained Earnings,300002,account.data_account_type_equity,l10n_ph_chart_template,False
l10n_ph_430400,Sales/Revenues,430400,account.data_account_type_revenue,l10n_ph_chart_template,False
l10n_ph_510000,Cost of Goods Sold,510000,account.data_account_type_direct_costs,l10n_ph_chart_template,False
l10n_ph_511100,COGS - Purchases,511100,account.data_account_type_direct_costs,l10n_ph_chart_template,False
l10n_ph_511600,COGS - Freight Costs,511600,account.data_account_type_direct_costs,l10n_ph_chart_template,False
l10n_ph_511700,COGS - Direct Labor,511700,account.data_account_type_direct_costs,l10n_ph_chart_template,False
l10n_ph_511800,COGS - Factory/Processing Overhead,511800,account.data_account_type_direct_costs,l10n_ph_chart_template,False
l10n_ph_620000,Admin Expense,620000,account.data_account_type_expenses,l10n_ph_chart_template,False
l10n_ph_620001,Marketing Expense,620001,account.data_account_type_expenses,l10n_ph_chart_template,False
l10n_ph_620100,Lease-Corporate Offices,620100,account.data_account_type_expenses,l10n_ph_chart_template,False
l10n_ph_621000,Insurance Expenses,621000,account.data_account_type_expenses,l10n_ph_chart_template,False
l10n_ph_622000,Repairs & Maintenance,622000,account.data_account_type_expenses,l10n_ph_chart_template,False
l10n_ph_623000,Salaries & Wages,623000,account.data_account_type_expenses,l10n_ph_chart_template,False
l10n_ph_623001,Overtime Pay,623001,account.data_account_type_expenses,l10n_ph_chart_template,False
l10n_ph_623002,SSS Contribution,623002,account.data_account_type_expenses,l10n_ph_chart_template,False
l10n_ph_623003,HDMF Contribution,623003,account.data_account_type_expenses,l10n_ph_chart_template,False
l10n_ph_623004,PHIC Contribution,623004,account.data_account_type_expenses,l10n_ph_chart_template,False
l10n_ph_623005,Meal Allowance,623005,account.data_account_type_expenses,l10n_ph_chart_template,False
l10n_ph_623006,Other Allowance,623006,account.data_account_type_expenses,l10n_ph_chart_template,False
l10n_ph_623007,13th Month Pay,623007,account.data_account_type_expenses,l10n_ph_chart_template,False
l10n_ph_623008,Retirement Expenses,623008,account.data_account_type_expenses,l10n_ph_chart_template,False
l10n_ph_623009,Training and Webinar,623009,account.data_account_type_expenses,l10n_ph_chart_template,False
l10n_ph_623014,Sick Leave Expenses,623014,account.data_account_type_expenses,l10n_ph_chart_template,False
l10n_ph_623015,Vacation Leave Expenses,623015,account.data_account_type_expenses,l10n_ph_chart_template,False
l10n_ph_624000,Taxes and Licenses,624000,account.data_account_type_expenses,l10n_ph_chart_template,False
l10n_ph_625000,Utilities Expenses,625000,account.data_account_type_expenses,l10n_ph_chart_template,False
l10n_ph_626000,Security Services,626000,account.data_account_type_expenses,l10n_ph_chart_template,False
l10n_ph_626001,Professional Fees,626001,account.data_account_type_expenses,l10n_ph_chart_template,False
l10n_ph_627000,Travel and Transportation,627000,account.data_account_type_expenses,l10n_ph_chart_template,False
l10n_ph_628000,Advertising and Promotion,628000,account.data_account_type_expenses,l10n_ph_chart_template,False
l10n_ph_629000,Depreciation Expense,629000,account.data_account_type_depreciation,l10n_ph_chart_template,False
l10n_ph_632000,Commission Expense,632000,account.data_account_type_expenses,l10n_ph_chart_template,False
l10n_ph_633000,Supplies Expenses,633000,account.data_account_type_expenses,l10n_ph_chart_template,False
l10n_ph_634000,Miscellaneous Expenses,634000,account.data_account_type_expenses,l10n_ph_chart_template,False
l10n_ph_634001,Bank Fees,634001,account.data_account_type_expenses,l10n_ph_chart_template,False
l10n_ph_635000,Prov DA-Billed Accts,635000,account.data_account_type_expenses,l10n_ph_chart_template,False
l10n_ph_635001,Prov-Probable Expenses,635001,account.data_account_type_expenses,l10n_ph_chart_template,False
l10n_ph_635002,Prov for Inc Tax - Creditable,635002,account.data_account_type_expenses,l10n_ph_chart_template,False
l10n_ph_635003,Provision for Tax - Final,635003,account.data_account_type_expenses,l10n_ph_chart_template,False
l10n_ph_710100,Forex Gain,710100,account.data_account_type_other_income,l10n_ph_chart_template,False
l10n_ph_710101,Forex Loss,710101,account.data_account_type_expenses,l10n_ph_chart_template,False
l10n_ph_710102,Cash Difference Gain,710102,account.data_account_type_other_income,l10n_ph_chart_template,False
l10n_ph_710103,Cash Difference Loss,710103,account.data_account_type_expenses,l10n_ph_chart_template,False
l10n_ph_710200,Gain/Loss- Sale FA,710200,account.data_account_type_expenses,l10n_ph_chart_template,False
l10n_ph_710201,Loss on FA Disposal,710201,account.data_account_type_expenses,l10n_ph_chart_template,False
l10n_ph_710300,Interest Inc-Savings,710300,account.data_account_type_other_income,l10n_ph_chart_template,False
l10n_ph_710301,Interest Income-Savings Local,710301,account.data_account_type_other_income,l10n_ph_chart_template,False
l10n_ph_710400,Other Income,710400,account.data_account_type_other_income,l10n_ph_chart_template,False
l10n_ph_710500,Interest Expense-Suppliers' Credit Local,710500,account.data_account_type_other_income,l10n_ph_chart_template,False
l10n_ph_999999,Undistributed Profits/Losses,999999,account.data_unaffected_earnings,l10n_ph_chart_template,False
