"id","name","code","account_type","reconcile","name@fr"
"syscebnl_2472","Fixtures and fittings for biological assets",2472,"asset_fixed","False","Agencements et aménagements des actifs biologiques"
"syscebnl_2478","Other fixtures and fittings, equipment and biological assets",2478,"asset_fixed","False","Autres agencements, aménagements du matériel et des actifs biologiques"
"syscebnl_2481","Collections and works of art",2481,"asset_fixed","False","Collections et œuvres d'art"
"syscebnl_2488","Various equipment and furniture",2488,"asset_fixed","False","Divers matériels et mobiliers"
"syscebnl_2491","Industrial and commercial machinery and equipment in progress",2491,"asset_fixed","False","Matériel et outillage industriel et commercial en cours"
"syscebnl_2492","Agricultural machinery and equipment in progress",2492,"asset_fixed","False","Matériel et outillage agricole en cours"
"syscebnl_2493","Recyclable and identifiable packaging materials in progress",2493,"asset_fixed","False","Matériel d'emballage récupérable et identifiable en cours"
"syscebnl_2494","Office equipment and furniture in progress",2494,"asset_fixed","False","Matériel et mobilier de bureau en cours"
"syscebnl_2495","Transport equipment in progress",2495,"asset_fixed","False","Matériel de transport en cours"
"syscebnl_2496","Biological assets in progress",2496,"asset_fixed","False","Actifs biologiques en cours"
"syscebnl_2497","Fixtures and fittings for equipment and biological assets in progress",2497,"asset_fixed","False","Agencements et aménagements du matériel et des actifs biologiques en cours"
"syscebnl_2498","Other biological materials and assets in progress",2498,"asset_fixed","False","Autres matériels et actifs biologiques en cours"
"syscebnl_251","Advances and deposits paid on intangible assets",251,"asset_non_current","False","Avances et acomptes versés sur immobilisations incorporelles"
"syscebnl_252","Advances and deposits paid on property, plant and equipment",252,"asset_fixed","False","Avances et acomptes versés sur immobilisations corporelles"
"syscebnl_261","Equity interests",261,"asset_non_current","False","Titres de participation"
"syscebnl_265","Shareholdings in professional bodies",265,"asset_non_current","False","Participations dans des organismes professionnels"
"syscebnl_266","Shares in economic interest groups (E.I.G.)",266,"asset_non_current","False","Parts dans des groupements d'intérêt économique (G.L.E.)"
"syscebnl_268","Other equity interests",268,"asset_non_current","False","Autres titres de participation"
"syscebnl_2711","Equity loans",2711,"asset_non_current","False","Prêts participatifs"
"syscebnl_2713","Participative loans",2713,"asset_non_current","False","Billets de fonds"
"syscebnl_2715","Loaned securities",2715,"asset_non_current","False","Titres prétés"
"syscebnl_2718","Other loans and receivables",2718,"asset_non_current","False","Autres prêts et créances"
"syscebnl_2721","Employee home loans",2721,"asset_non_current","False","Prêts immobiliers au personnel"
"syscebnl_2722","Employee equipment and installation loans",2722,"asset_non_current","False","Prêts mobiliers et d'installation au personnel"
"syscebnl_2728","Other employee loans",2728,"asset_non_current","False","Autres prêts au personnel"
"syscebnl_2731","Holdbacks",2731,"asset_non_current","False","Retenues de garantie"
"syscebnl_2733","Regulated fund",2733,"asset_non_current","False","Fonds réglementé"
"syscebnl_2738","Other receivables from the State",2738,"asset_non_current","False","Autres créances sur l'Etat"
"syscebnl_2741","Long-term portfolio investments (T.I.A.P.)",2741,"asset_non_current","False","Titres immobilisés de l'activité de portefeuille (T.I.A.P.)"
"syscebnl_2742","Equity securities",2742,"asset_non_current","False","Titres participatifs"
"syscebnl_2743","Investment certificates",2743,"asset_non_current","False","Certificats d'investissement"
"syscebnl_2744","Mutual fund units (F.C.P.)",2744,"asset_non_current","False","Parts de fonds commun de placement (F.C.P.)"
"syscebnl_2745","Bonds",2745,"asset_non_current","False","Obligations"
"syscebnl_2748","Other long-term investments",2748,"asset_non_current","False","Autres titres immobilisés"
"syscebnl_2751","Deposits for advance rents",2751,"asset_non_current","False","Dépôts pour loyers d'avance"
"syscebnl_2752","Electricity deposits",2752,"asset_non_current","False","Dépôts pour l'électricité"
"syscebnl_2753","Water deposits",2753,"asset_non_current","False","Dépôts pour l'eau"
"syscebnl_2754","Gas deposits",2754,"asset_non_current","False","Dépôts pour le gaz"
"syscebnl_2755","Deposits for telephone, fax",2755,"asset_non_current","False","Dépôts pour le téléphone, la télécopie"
"syscebnl_2758","Other deposits and guarantees",2758,"asset_non_current","False","Autres dépôts et cautionnement"
"syscebnl_2761","Loans and receivables",2761,"asset_non_current","False","Prêts et créances"
"syscebnl_2762","Employee loans",2762,"asset_non_current","False","Prêts au personnel"
"syscebnl_2763","Receivables from the State",2763,"asset_non_current","False","Créances sur l'Etat"
"syscebnl_2764","Long-term investments",2764,"asset_non_current","False","Titres immobilisés"
"syscebnl_2765","Deposits and guarantees paid",2765,"asset_non_current","False","Dépôts et cautionnements versés"
"syscebnl_2768","Miscellaneous financial assets",2768,"asset_non_current","False","Immobilisations financières diverses"
"syscebnl_2781","Miscellaneous receivables",2781,"asset_non_current","False","Créances diverses"
"syscebnl_2784","Term deposits and similar transactions",2784,"asset_non_current","False","Banques dépôts à terme et opérations assimilées"
"syscebnl_2785","Gold and precious metals",2785,"asset_non_current","False","Or et métaux précieux"
"syscebnl_2788","Other long-term investments",2788,"asset_non_current","False","Autres immobilisations financières"
"syscebnl_280","Depreciation of temporary usufruct",280,"asset_non_current","False","Amortissements d'usufruit temporaire"
"syscebnl_2812","Depreciation of patents, licenses, concessions and similar rights",2812,"asset_non_current","False","Amortissements des brevets, licences, concessions et droits similaires"
"syscebnl_2813","Depreciation of software and websites",2813,"asset_non_current","False","Amortissements des logiciels et sites internet"
"syscebnl_2814","Depreciation of brands",2814,"asset_non_current","False","Amortissements des marques"
"syscebnl_2817","Depreciation of player transfer compensation",2817,"asset_non_current","False","Amortissements des Indemnités de transfert aux joueurs"
"syscebnl_2818","Depreciation of other intangible assets and rights",2818,"asset_non_current","False","Amortissements des autres droits et valeurs incorporels"
"syscebnl_282","Depreciation of land",282,"asset_fixed","False","Amortissements des terrains"
"syscebnl_2824","Depreciation of land reclamation work",2824,"asset_fixed","False","Amortissements des travaux de mise en valeur des terrains"
"syscebnl_2831","Depreciation of industrial, agricultural, administrative, commercial, religious and other buildings on own land",2831,"asset_fixed","False","Amortissements des bâtiments industriels, agricoles, administratifs, commerciaux, religieux et autres sur sol propre"
"syscebnl_2832","Depreciation of industrial, agricultural, administrative, commercial, religious and other buildings on third-party land",2832,"asset_fixed","False","Amortissements des bâtiments industriels, agricoles, administratifs, commerciaux,religieux et autres sur sol d'autrui"
"syscebnl_2833","Depreciation of infrastructure works",2833,"asset_fixed","False","Amortissements des ouvrages d'infrastructure"
"syscebnl_2834","Depreciation of fixtures, fittings and technical installations",2834,"asset_fixed","False","Amortissements des aménagements, agencements et installations techniques"
"syscebnl_2835","Depreciation of office fittings",2835,"asset_fixed","False","Amortissements des aménagements de bureaux"
"syscebnl_2838","Depreciation of other fixtures and fittings",2838,"asset_fixed","False","Amortissements des autres installations et agencements"
"syscebnl_2841","Depreciation of industrial and commercial machinery and equipment",2841,"asset_fixed","False","Amortissements du matériel et de l'outillage industriel et commercial"
"syscebnl_2842","Depreciation of farm machinery and equipment",2842,"asset_fixed","False","Amortissements du matériel et de l'outillage agricole"
"syscebnl_2843","Depreciation of recoverable and identifiable packaging materials",2843,"asset_fixed","False","Amortissements du matériel d'emballage récupérable et identifiable"
"syscebnl_2844","Depreciation of equipment and furniture",2844,"asset_fixed","False","Amortissements du matériel et du mobilier"
"syscebnl_2845","Depreciation of transport equipment",2845,"asset_fixed","False","Amortissements du matériel de transport"
"syscebnl_2846","Depreciation of biological assets",2846,"asset_fixed","False","Amortissements des actifs biologiques"
"syscebnl_2847","Depreciation of fixtures and fittings, equipment and biological assets",2847,"asset_fixed","False","Amortissements des agencements et aménagements du matériel et des actifs biologiques"
"syscebnl_2848","Depreciation of other equipment",2848,"asset_fixed","False","Amortissements des autres matériels"
"syscebnl_2901","Impairment of temporary usufruct",2901,"asset_non_current","False","Dépréciations d'usufruit temporaire"
"syscebnl_2902","Impairment of assets held for sale arising from gifts and bequests not yet received",2902,"asset_non_current","False","Dépréciations des immobilisations destinées à la vente provenant de dons et legs non encore reçus"
"syscebnl_2912","Impairment of patents, licenses, concessions and similar rights",2912,"asset_non_current","False","Dépréciations des brevets, licences, concessions et droits similaires"
"syscebnl_2913","Impairment of software and websites",2913,"asset_non_current","False","Dépréciations des logiciels et sites internet"
"syscebnl_2914","Impairment of brands",2914,"asset_non_current","False","Dépréciations des marques"
"syscebnl_2918","Impairment of other intangible assets and rights",2918,"asset_non_current","False","Dépréciations des autres droits et valeurs incorporels"
"syscebnl_2919","Impairment of intangible assets in progress",2919,"asset_non_current","False","Dépréciations des immobilisations incorporelles en cours"
"syscebnl_2921","Depreciation of agricultural and forest land",2921,"asset_fixed","False","Dépréciations des terrains agricoles et forestiers"
"syscebnl_2922","Impairment of bare land",2922,"asset_fixed","False","Dépréciations des terrains nus"
"syscebnl_2923","Impairment of built-up land",2923,"asset_fixed","False","Dépréciations des terrains bâtis"
"syscebnl_2924","Depreciation of land development work",2924,"asset_fixed","False","Dépréciations des travaux de mise en valeur des terrains"
"syscebnl_2926","Impairment of developed land",2926,"asset_fixed","False","Dépréciations des terrains aménagés"
"syscebnl_2928","Impairment of other land",2928,"asset_fixed","False","Dépréciations des autres terrains"
"syscebnl_2929","Impairment of land in progress",2929,"asset_fixed","False","Dépréciations des aménagements de terrains en cours"
"syscebnl_2931","Depreciation of industrial, agricultural, administrative, commercial, religious and other buildings on own land",2931,"asset_fixed","False","Dépréciations des bâtiments industriels, agricoles, administratifs, commerciaux, religieux et autres sur sol propre"
"syscebnl_2932","Depreciation of industrial, agricultural, administrative, commercial, religious and other buildings on third-party land",2932,"asset_fixed","False","Dépréciations des bâtiments industriels, agricoles, administratifs, commerciaux,religieux et autres sur sol d'autrui"
"syscebnl_2933","Impairment of infrastructure structures",2933,"asset_fixed","False","Dépréciations des ouvrages d'infrastructures"
"syscebnl_2934","Impairment of fixtures, fittings and technical installations",2934,"asset_fixed","False","Dépréciations des aménagements, agencements et installations techniques"
"syscebnl_2935","Impairment of office fixtures and fittings",2935,"asset_fixed","False","Dépréciations des aménagements de bureaux"
"syscebnl_2938","Impairment of other fixtures and fittings",2938,"asset_fixed","False","Dépréciations des autres installations et agencements"
"syscebnl_2939","Impairment of buildings and installations in progress",2939,"asset_fixed","False","Dépréciations des bâtiments et installations en cours"
"syscebnl_2941","Impairment of industrial and commercial machinery and equipment",2941,"asset_fixed","False","Dépréciations du matériel et de l'outillage industriel et commercial"
"syscebnl_2942","Depreciation of farm machinery and equipment",2942,"asset_fixed","False","Dépréciations du matériel et de l'outillage agricole"
"syscebnl_2943","Impairment of agricultural machinery and equipment Impairment of recoverable and identifiable packaging materials",2943,"asset_fixed","False","Dépréciations du matériel et de l'outillage agricole Dépréciations du matériel d'emballage récupérable et identifiable"
