"id","note","code","name","reconcile","user_type_id:id","chart_template_id:id"
"ru_acc_01_09","    Субсчет 01.09 ""Выбытие основных средств"" предназначен для учета выбытия объектов основных средств (продажи, списания, частичной ликвидации, передачи безвозмездно и др.). В дебет этого субсчета переносится стоимость выбывающего объекта с субсчета 01.01 ""Основные средства в организации"", а в кредит - сумма накопленной амортизации с субсчета 02.01 ""Амортизация основных средств, учитываемых на счете 01"". По окончании процедуры выбытия остаточная стоимость объекта списывается на счет 91 ""Прочие доходы и расходы"", субсчет 91.02 ""Прочие расходы"".     Аналитический учет ведется по отдельным инвентарным объектам основных средств (субконто ""Основные средства""). Каждый инвентарный объект основных средств - элемент справочника ""Основные средства"".","01.09","Выбытие основных средств","True","account.data_account_type_expenses","l10n_ru_account_chart_template"
"ru_acc_010","    Счет 010 ""Износ основных средств"" предназначен для обобщения информации о движении сумм износа по объектам жилищного фонда, объектам внешнего благоустройства, и другим аналогичным объектам (лесного хозяйства, дорожного хозяйства, специализированным сооружениям судоходной обстановки и т.п.), а также у некоммерческих организаций по объектам основных средств. Начисление износа по указанным объектам производится в конце года по установленным нормам амортизационных отчислений.     При выбытии отдельных объектов (включая продажу, безвозмездную передачу и т.п.) сумма износа по ним списывается со счета 010 ""Износ основных средств"".     Аналитический учет ведется по каждому объекту (субконто ""Основные средства""). Каждый объект - элемент справочника ""Основные средства"".","010","Износ основных средств","True","account.data_account_type_expenses","l10n_ru_account_chart_template"
"ru_acc_011","    Счет 011 ""Основные средства, сданные в аренду"" предназначен для обобщения информации о наличии и движении объектов основных средств, сданных в аренду, если по условиям договора аренды имущество должно учитываться на балансе арендатора (нанимателя).     Основные средства, сданные в аренду, учитываются на счете 011 ""Основные средства, сданные в аренду"" в оценке, указанной в договорах аренды.     Аналитический учет ведется по арендаторам (субконто ""Контрагенты"") и каждому объекту основных средств, сданных в аренду (субконто ""Основные средства""). Каждый арендатор - элемент справочника ""Контрагенты"". Каждый объект - элемент справочника ""Основные средства"".","011","Основные средства, сданные в аренду","True","account.data_account_type_expenses","l10n_ru_account_chart_template"
"ru_acc_02","    Счет 02 ""Амортизация основных средств"" предназначен для обобщения информации об амортизации, накопленной за время эксплуатации объектов основных средств, а также доходных вложений в материальные ценности.     Аналитический учет ведется по отдельным инвентарным объектам основных средств (субконто ""Основные средства""). Каждый инвентарный объект основных средств или доходных вложений в материальные ценности - элемент справочника ""Основные средства"".","02","Амортизация основных средств","True","account.data_account_type_expenses","l10n_ru_account_chart_template"
"ru_acc_02_01","    Субсчет 02.01 ""Амортизация основных средств, учитываемых на счете 01"" предназначен для обобщения информации об амортизации основных средств, принадлежащих предприятию на правах собственности и учитываемых на счете 01 ""Основные средства"".     Аналитический учет ведется по отдельным инвентарным объектам основных средств (субконто ""Основные средства""). Каждый инвентарный объект основных средств - элемент справочника ""Основные средства"".","02.01","Амортизация основных средств, учитываемых на счете 01","True","account.data_account_type_expenses","l10n_ru_account_chart_template"
"ru_acc_02_02","    Субсчет 02.02 ""Амортизация основных средств, учитываемых на счете 03"" "" предназначен для обобщения информации об амортизации доходных вложений в материальные ценности.     Аналитический учет ведется по отдельным инвентарным объектам доходных вложений в материальные ценности (субконто ""Основные средства""). Каждый инвентарный объект - элемент справочника ""Основные средства"".","02.02","Амортизация основных средств, учитываемых на счете 03","True","account.data_account_type_expenses","l10n_ru_account_chart_template"
"ru_acc_03","    Счет 03 ""Доходные вложения в материальные ценности"" предназначен для обобщения информации о наличии и движении вложений организации в часть имущества, здания, помещения, оборудование и другие ценности, имеющие материально-вещественную форму (далее - материальные ценности), предоставляемые организацией за плату во временное пользование (временное владение и пользование) с целью получения дохода.     Аналитический учет в целом по счету ведется по отдельным объектам доходных вложений в материальные ценности (субконто ""Основные средства"") и арендаторам (субконто ""Контрагенты""). Каждый инвентарный объект - элемент справочника ""Основные средства"". Каждый арендатор - элемент справочника ""Контрагенты"".","03","Доходные вложения в материальные ценности","True","account.data_account_type_expenses","l10n_ru_account_chart_template"
"ru_acc_03_01","    Субсчет 03.01 ""Материальные ценности в организации"" предназначен для учета материальных ценностей"" (главным образом, предметов проката), находящихся на складе организации в периоды до передачи во временное пользование очередному арендатору.     Аналитический учет ведется по отдельным объектам доходных вложений в материальные ценности (субконто ""Основные средства""). Каждый инвентарный объект - элемент справочника ""Основные средства"".","03.01","Материальные ценности в организации","True","account.data_account_type_expenses","l10n_ru_account_chart_template"
"ru_acc_03_02","    Субсчет 03.02 ""Материальные ценности, предоставленные во временное владение и пользование"" предназначен для обобщения информации о наличии и движении вложений организации в часть имущества, здания, помещения, оборудование и другие материальные ценности, предоставленные организацией за плату во временное владение и пользование с целью получения дохода.     Аналитический учет ведется по инвентарным объектам материальных ценностей (субконто ""Основные средства"") и арендаторам (субконто ""Контрагенты""). Каждый инвентарный объект - элемент справочника ""Основные средства"". Каждый арендатор - элемент справочника ""Контрагенты"".","03.02","Материальные ценности предоставленные во временное владение и пользование","True","account.data_account_type_expenses","l10n_ru_account_chart_template"
"ru_acc_03_03","    Субсчет 03.03 ""Материальные ценности, предоставленные во временное пользование"" предназначен для обобщения информации о наличии и движении вложений организации в материальные ценности, предоставленные организацией за плату во временное пользование с целью получения дохода.     Аналитический учет ведется по инвентарным объектам материальных ценностей (субконто ""Основные средства"") и арендаторам (субконто ""Контрагенты""). Каждый инвентарный объект - элемент справочника ""Основные средства"". Каждый арендатор - элемент справочника ""Контрагенты"".","03.03","Материальные ценности предоставленные во временное пользование","True","account.data_account_type_expenses","l10n_ru_account_chart_template"
"ru_acc_03_04","    Субсчет 03.04 ""Прочие доходные вложения"" предназначен для обобщения информации о наличии и движении прочих доходных вложений организации с целью получения дохода.     Аналитический учет ведется по инвентарным объектам материальных ценностей (субконто ""Основные средства"") и арендаторам (субконто ""Контрагенты""). Каждый инвентарный объект - элемент справочника ""Основные средства"". Каждый арендатор - элемент справочника ""Контрагенты"".","03.04","Прочие доходные вложения","True","account.data_account_type_expenses","l10n_ru_account_chart_template"
"ru_acc_03_09","    Субсчет 03.09 ""Выбытие материальных ценностей"" предназначен для учета выбытия (продажи, списания, частичной ликвидации, передачи безвозмездно и др.) материальных ценностей, учитываемых на счете 03 ""Доходные вложения в материальные ценности"". В дебет этого субсчета переносится стоимость выбывающего объекта с субсчетов 03.01 - 03.04, а в кредит - сумма накопленной амортизации со счета 02 ""Амортизация основных средств"", субсчет 02.02 ""Амортизация основных средств, учитываемых на счете 03"". По окончании процедуры выбытия остаточная стоимость объекта списывается с субсчета 03.09 ""Выбытие материальных ценностей"" на счет 91 ""Прочие доходы и расходы"", субсчет 91.02 ""Прочие расходы"".     Аналитический учет ведется по инвентарным объектам материальных ценностей (субконто ""Основные средства""). Каждый инвентарный объект - элемент справочника ""Основные средства"".","03.09","Выбытие материальных ценностей","True","account.data_account_type_expenses","l10n_ru_account_chart_template"
"ru_acc_04","    Счет 04 ""Нематериальные активы"" предназначен для обобщения информации о наличии и движении нематериальных активов организации, а также о расходах организации на научно-исследовательские, опытно-конструкторские и технологические работы.     Расходы организации на научно-исследовательские, опытно-конструкторские и технологические работы, результаты которых используются для производственных либо управленческих нужд организации, учитываются на счете 04 ""Нематериальные активы"" обособленно.     Аналитический учет ведется по отдельным объектам нематериальных активов, а также по видам расходов на научно-исследовательские, опытно-конструкторские и технологические работы (субконто ""Нематериальные активы""). Каждый объект нематериальных активов и вид расходов на научно-исследовательские, опытно-конструкторские и технологические работы - элемент справочника ""Нематериальные активы и расходы на НИОКР"".","04","Нематериальные активы","True","account.data_account_type_expenses","l10n_ru_account_chart_template"
"ru_acc_04_01","    Субсчет 04.01 ""Нематериальные активы"" предназначен для обобщения информации о наличии и движении нематериальных активов организации.     Аналитический учет ведется по отдельным объектам нематериальных активов (субконто ""Нематериальные активы""). Каждый объект нематериальных активов - элемент справочника ""Нематериальные активы и расходы на НИОКР"".","04.01","Нематериальные активы организации","True","account.data_account_type_expenses","l10n_ru_account_chart_template"
"ru_acc_04_02","    Субсчет 04.02 "" Расходы на научно-исследовательские, опытно-конструкторские  и  технологические  работы"" предназначен для обобщения информации о расходах организации на научно-исследовательские, опытно-конструкторские и технологические работы, результаты которых используются для производственных либо управленческих нужд организации.     Аналитический учет ведется по отдельным видам расходов на научно-исследовательские, опытно-конструкторские и технологические работы (субконто ""Нематериальные активы""). Каждый вид расходов - элемент справочника ""Нематериальные активы и расходы на НИОКР"".","04.02","Расходы на научно-исследовательские, опытно-конструкторские и технологические работы","True","account.data_account_type_expenses","l10n_ru_account_chart_template"
"ru_acc_05","    Счет 05 ""Амортизация нематериальных активов"" предназначен для обобщения информации об амортизации, накопленной за время использования объектов нематериальных активов организации (за исключением объектов, по которым амортизационные отчисления списываются непосредственно в кредит счета 04 ""Нематериальные активы"").     Аналитический учет ведется по отдельным объектам нематериальных активов (субконто ""Нематериальные активы""). Каждый объект нематериальных активов - элемент справочника ""Нематериальные активы и расходы на НИОКР"".","05","Амортизация нематериальных активов","True","account.data_account_type_expenses","l10n_ru_account_chart_template"
"ru_acc_07","    Счет 07 ""Оборудование к установке"" предназначен для обобщения информации о наличии и движении технологического, энергетического и производственного оборудования (включая оборудование для мастерских, опытных установок и лабораторий), требующего монтажа и предназначенного для установки в строящихся (реконструируемых) объектах. Этот счет используется организациями-застройщиками.     Аналитический учет по счету 07 ""Оборудование к установке"" ведется по видам оборудования (субконто ""Номенклатура""), местам его хранения (субконто ""Склады"") и партиям (субконто ""Партии""). Каждый вид оборудования к установке - элемент справочника ""Номенклатура"". Каждое место хранения - элемент справочника ""Склады (места хранения)"".     Для ведения аналитического учета по субконто ""Склады"" и ""Партии"" следует выполнить соответствующие настройки параметров учета (меню ""Предприятие"" - ""Настройка параметров учета"" - ""Запасы""). ","07","Оборудование к установке","True","account.data_account_type_expenses","l10n_ru_account_chart_template"
"ru_acc_08","    Счет 08 ""Вложения во внеоборотные активы"" предназначен для обобщения информации о затратах организации в объекты, которые впоследствии будут приняты к бухгалтерскому учету в качестве основных средств, земельных участков и объектов природопользования, нематериальных активов, а также о затратах организации по формированию основного стада продуктивного и рабочего скота (кроме птицы, пушных зверей, кроликов, семей пчел, служебных собак, подопытных животных, которые учитываются в составе средств в обороте).     Аналитический учет организован на субсчетах и в целом по счету не ведется.","08","Вложения во внеоборотные активы","True","account.data_account_type_expenses","l10n_ru_account_chart_template"
