"id","parent_id","active","name","code","account_type","reconcile","non_trade","name@ar"
"om_account_100416","om_group_06","True","Prepaid Expenses","100416","asset_current","False","","المصروفات المدفوعة مقدما"
"om_account_100501","om_group_07","True","Handling Difference in Inventory","100501","asset_current","False","","التعامل مع الفرق في المخزون"
"om_account_100502","om_group_07","True","Inventory Valuation","100502","asset_current","False","","تقييم المخزون"
"om_account_100503","om_group_07","True","Stock Incoming","100503","asset_current","False","","المخزون الوارد"
"om_account_100504","om_group_07","True","Stock Outgoing","100504","asset_current","False","","المخزون الصادر"
"om_account_100505","om_group_07","True","Work in Progress (Inventory)","100505","asset_current","False","","العمل قيد التنفيذ (المخزون)"
"om_account_100601","om_group_08","True","Accumulated Depreciation of Motor Vehicles","100601","asset_fixed","False","","حساب الإهلاك للمركبات"
"om_account_100602","om_group_08","True","Amortisation on Leasehold Improvement","100602","asset_fixed","False","","الاستهلاك عند تحسين العقارات المستأجرة"
"om_account_100603","om_group_08","True","Leasehold Improvement","100603","asset_fixed","False","","تحسين العقارات المستأجرة"
"om_account_100604","om_group_08","True","Furniture and Equipment","100604","asset_fixed","False","","الأثاث والمعدات"
"om_account_100605","om_group_08","True","Computer Hardware & Software","100605","asset_fixed","False","","أجهزة وبرامج الحاسوب"
"om_account_100606","om_group_08","True","Accumulated Depreciation of Furniture & Office Equipment","100606","asset_fixed","False","","حساب الإهلاك للأثاث والأدوات المكتبية"
"om_account_100607","om_group_08","True","Accumulated Depreciation of Computer Hardware & Software","100607","asset_fixed","False","","حساب الإهلاك لبرامج وأجهزة الحاسوب"
"om_account_100701","om_group_09","True","Registration of Trademarks","100701","asset_current","False","","تسجيل العلامات التجارية"
"om_account_100801","om_group_10","True","Right of use Asset (IFRS 16)","100801","asset_fixed","False","","حق استخدام الأصل (IFRS 16)"
"om_account_100802","om_group_10","True","Accumulated Depreciation Right of use Asset (IFRS 16)","100802","asset_fixed","False","","حق استخدام الأصل للإهلاك المتراكم (IFRS 16)"
"om_account_200101","om_group_11","True","Payables","200101","liability_payable","True","","المبالغ مستحقة الدفع"
"om_account_200102","om_group_11","True","Trade Payables","200102","liability_payable","True","","الذمم التجارية الدائنة"
"om_account_200103","om_group_11","True","Employees Payables","200103","liability_payable","True","","المبالغ المستحقة للموظفين"
"om_account_200104","om_group_11","True","Credit Notes to Customers","200104","liability_current","False","","الإشعارات الدائنة للعملاء"
"om_account_200201","om_group_12","True","Accrued - Salaries","200201","liability_current","False","","مستحق - المرتبات"
"om_account_200202","om_group_12","True","Accrued - Commissions","200202","liability_current","False","","مستحق - العمولات"
"om_account_200203","om_group_12","True","Accrued - Staff Bonus","200203","liability_current","False","","مكافآت الموظفين المستحقة"
"om_account_200204","om_group_12","True","Accrued Other Personnel Cost","200204","liability_current","False","","تكاليف الموظفين الآخرين المستحقة"
"om_account_200205","om_group_12","True","Accrued - Sponsorship","200205","liability_current","False","","مستحق - الكفالة"
"om_account_200301","om_group_13","True","Accrued - Utilities","200301","liability_current","False","","مستحق - المرافق"
"om_account_200302","om_group_13","True","Accrued - Telephone","200302","liability_current","False","","مستحق - الهاتف"
"om_account_200303","om_group_13","True","Accrued - Audit Fees","200303","liability_current","False","","مستحق - رسوم التدقيق"
"om_account_200304","om_group_13","True","Accrued - Office Rent","200304","liability_current","False","","مستحق - إيجار المكتب"
"om_account_200305","om_group_13","True","Accrued Others","200305","liability_current","False","","المستحقات الأخرى"
"om_account_200306","om_group_13","True","Accrued Oman Customs","200306","liability_current","False","","جمارك عمان المستحقة"
"om_account_200401","om_group_14","True","Deferred income","200401","liability_current","False","","الدخل المؤجل"
"om_account_200501","om_group_15","True","Leave Tickets Provision","200501","liability_non_current","False","","حكم تذاكر الطيران"
"om_account_200502","om_group_15","True","Leave Days Provision","200502","liability_non_current","False","","حكم أيام الإجازة"
"om_account_200503","om_group_15","True","End of Service Provision","200503","liability_non_current","False","","حكم نهاية الخدمة"
"om_account_200504","om_group_15","True","Income Tax Provision","200504","liability_non_current","False","","حكم ضريبة الدخل"
"om_account_200901","om_group_16","True","VAT Input","200901","asset_current","False","","مدخلات ضريبة القيمة المضافة"
"om_account_200902","om_group_16","True","VAT Output","200902","liability_current","False","","مخرجات ضريبة القيمة المضافة"
"om_account_200903","om_group_16","True","VAT Receivable","200903","asset_receivable","True","True","ضريبة القيمة المضافة مستحقة الدفع"
"om_account_200904","om_group_16","True","VAT Payable","200904","liability_payable","True","True","ضريبة القيمة المضافة المستحقة"
"om_account_200905","om_group_16","True","Tax Payable","200905","liability_current","False","","الضريبة المستحقة"
"om_account_200906","om_group_16","True","Tax Receivable","200906","asset_current","False","","ضريبة مستحقة القبض"
"om_account_200907","om_group_16","True","Recoverable VAT Input - Reverse Charge","200907","asset_current","False","","مدخلات ضريبة القيمة المضافة القابلة للاسترداد - الرسوم العكسية"
"om_account_200908","om_group_16","True","VAT Input - Postponed Payment","200908","liability_current","False","","مدخلات ضريبة القيمة المضافة المؤجلة"
"om_account_200909","om_group_16","True","Recoverable VAT Input - Postponed Payment","200909","asset_current","False","","مدخلات ضريبة القيمة المضافة المؤجلة القابلة للاسترداد "
"om_account_300100","","True","Retained Earnings","300100","equity","False","","الأرباح المستبقاة"
"om_account_300101","","True","Undistributed Profits/Losses","300101","equity_unaffected","False","","الأرباح/الخسائر غير الموزعة"
"om_account_400100","om_group_17","True","Income Clearing Account","400100","income","False","","حساب مقاصة الدخل"
"om_account_400101","om_group_17","True","Sales Account","400101","income","False","","حساب المبيعات"
"om_account_400102","om_group_17","True","Sales of I/C","400102","income","False","","المبيعات بين الشركات التابعة"
"om_account_400103","om_group_17","True","Sales from Other Region","400103","income","False","","المبيعات من منطقة أخرى"
"om_account_400104","om_group_17","True","Management Consultancy Fees","400104","income","False","","رسوم الاستشارة الإدارية"
"om_account_400105","om_group_17","True","Advertising Income","400105","income","False","","دخل الإعلان"
"om_account_400201","om_group_18","True","Other Income","400201","income_other","False","","دخل آخر"
"om_account_400301","om_group_19","True","Gain on Difference on Exchange","400301","income_other","False","","أرباح فرق صرف العملة"
"om_account_400302","om_group_19","True","Cash Difference Gain","400302","income_other","False","","أرباح فرق النقد"
"om_account_400303","om_group_19","True","Excess In Till","400303","income_other","False","","الفائض في صندوق النقود"
"om_account_400304","om_group_19","True","Cash Discount Gain","400304","income_other","False","","مكاسب الخصم النقدي"
"om_account_500101","om_group_20","True","Cost of Goods Sold in Trading","500101","expense_direct_cost","False","","تكاليف البضائع المباعة في التجارة"
"om_account_500102","om_group_20","True","Cost Of Goods Sold I/C Sales","500102","expense_direct_cost","False","","تكاليف البضائع المباعة - المبيعات بين الشركات التابعة"
"om_account_500200","om_group_21","True","Expense Clearing Account","500200","expense","False","","حساب مقاصة النفقات"
"om_account_500201","om_group_21","True","Medical Insurance","500201","expense","False","","التأمين الصحي"
"om_account_500202","om_group_21","True","End of Service Indemnity","500202","expense","False","","تعويض نهاية الخدمة"
"om_account_500203","om_group_21","True","Sponsorship Fees","500203","expense","False","","رسوم الكفالة"
"om_account_500301","om_group_22","True","Basic Salary","500301","expense","False","","الراتب الأساسي"
"om_account_500302","om_group_22","True","Housing Allowance","500302","expense","False","","بدل السكن"
"om_account_500303","om_group_22","True","Transportation Allowance","500303","expense","False","","بدل المواصلات"
"om_account_500304","om_group_22","True","Leave Ticket","500304","expense","False","","تذكرة الطيران"
"om_account_500305","om_group_22","True","Leave Salary","500305","expense","False","","راتب الإجازة"
"om_account_500306","om_group_22","True","Sales Commission","500306","expense","False","","عمولة المبيعات"
"om_account_500307","om_group_22","True","Visa Expenses","500307","expense","False","","نفقات الفيزا"
"om_account_500308","om_group_22","True","Staff Other Allowances","500308","expense","False","","نفقات الموظفين الأخرى"
"om_account_500309","om_group_22","True","Air tickets","500309","expense","False","","تذاكر الطيران"
"om_account_500401","om_group_23","True","Office Rent","500401","expense","False","","إيجار المكتب"
"om_account_500402","om_group_23","True","Warehouse Rent","500402","expense","False","","إيجار المستودع"
"om_account_500403","om_group_23","True","Water & Electricity","500403","expense","False","","الماء والكهرباء"
"om_account_500404","om_group_23","True","Other Utility Charges","500404","expense","False","","رسوم المرافق الأخرى"
"om_account_500501","om_group_24","True","Audit Fees","500501","expense","False","","رسوم التدقيق"
"om_account_500502","om_group_24","True","Legal fees","500502","expense","False","","الرسوم القانونية"
"om_account_500503","om_group_24","True","Trade License Fees","500503","expense","False","","رسوم الرخصة التجارية"
"om_account_500504","om_group_24","True","Others - Professional Fees","500504","expense","False","","غير ذلك - الرسوم المهنية"
"om_account_500505","om_group_24","True","Insurance","500505","expense","False","","التأمين"
"om_account_500506","om_group_24","True","Previous Year Adjustments Account","500506","expense","False","","حساب تعديلات العام الماضي"
"om_account_500601","om_group_25","True","Credit Card Charges","500601","expense","False","","رسوم البطاقة الائتمانية"
"om_account_500602","om_group_25","True","Other Bank Charges","500602","expense","False","","الرسوم البنكية الأخرى"
"om_account_500603","om_group_25","True","Bank Finance & Loan Charges","500603","expense","False","","رسوم القروض والتمويل البنكي"
"om_account_500651","om_group_26","True","Income Tax Expense","500651","expense","False","","نفقات ضريبة الدخل"
"om_account_500701","om_group_27","True","Other - Advertising Expenses","500701","expense","False","","غير ذلك - نفقات الإعلان"
"om_account_500702","om_group_27","True","Training","500702","expense","False","","التدريب"
"om_account_500703","om_group_27","True","Consultancy Fees","500703","expense","False","","الرسوم الاستشارية"
"om_account_500801","om_group_28","True","Amortisation on Leasehold Improvement","500801","expense_depreciation","False","","الاستهلاك عند تحسين العقارات المستأجرة"
"om_account_500802","om_group_28","True","Vehicle Expenses","500802","expense_depreciation","False","","نفقات المركبات"
"om_account_500803","om_group_28","True","Depreciation of Motor Vehicles","500803","expense_depreciation","False","","إهلاك المركبات"
"om_account_500804","om_group_28","True","Depreciation of Furniture & Office Equipment","500804","expense_depreciation","False","","إهلاك الأثاث والمعدات المكتبية"
"om_account_500805","om_group_28","True","Depreciation of Computer Hard & Soft","500805","expense_depreciation","False","","إهلاك أجهزة وبرامج الحاسوب"
"om_account_500851","om_group_29","True","Depreciation on Right of use Asset (IFRS 16)","500851","expense_depreciation","False","","إهلاك حق استخدام الأصل (IFRS 16)"
"om_account_500901","om_group_30","True","Loss on Fixed Assets Disposal","500901","expense","False","","خسائر التصرف في الأصول الثابتة"
"om_account_500902","om_group_30","True","Cash Shortage","500902","expense","False","","القصور النقدي"
"om_account_500903","om_group_30","True","Loss on Difference on Exchange","500903","expense","False","","حسائر فرق صرف العملة"
"om_account_500904","om_group_30","True","Write Off Receivables & Payables","500904","expense","False","","شطب الحسابات المدينة والدائنة"
"om_account_500905","om_group_30","True","Write Off Inventory","500905","expense","False","","شطب المخزون"
"om_account_500906","om_group_30","True","Others - Provision & Write Off","500906","expense","False","","غير ذلك - المَحافظ والتعديلات"
"om_account_500907","om_group_30","True","Others","500907","expense","False","","غير ذلك"
"om_account_500908","om_group_30","True","Other Non-Operating Expenses","500908","expense","False","","النفقات الأخرى غير التشغيلية"
"om_account_500909","om_group_30","True","Cash Difference Loss","500909","expense","False","","خسائر فريق النقد"
"om_account_501101","om_group_31","True","Telephone","501101","expense","False","","الهاتف"
"om_account_501102","om_group_31","True","Others - Communication","501102","expense","False","","غير ذلك - التواصل"
"om_account_501103","om_group_31","True","Maintenance","501103","expense","False","","الصيانة"
"om_account_501104","om_group_31","True","Security & Guard","501104","expense","False","","الأمن والحراسة"
"om_account_501105","om_group_31","True","Cleaning","501105","expense","False","","التنظيف"
"om_account_501106","om_group_31","True","Others - Office Various Expenses","501106","expense","False","","غير ذلك - نفقات المكتب المختلفة"
"om_account_501107","om_group_31","True","Cash Discount Loss","501107","expense","False","","خسارة الخصم النقدي"
