id,name,type_tax_use,amount_type,sequence,amount,description,l10n_ec_code_base,l10n_ec_code_applied,tax_group_id,l10n_ec_code_ats,repartition_line_ids/factor_percent,repartition_line_ids/repartition_type,repartition_line_ids/document_type,repartition_line_ids/tag_ids,repartition_line_ids/account_id,name@es,description@es,"invoice_label",active
tax_vat_15_411_goods,"VAT 15% (411, Goods)",sale,percent,5,15,VAT 15%,411,421,tax_group_vat_15,"",100,base,invoice,+401 (Reporte 104)||+411 (Reporte 104),"","IVA 15% (411, Bienes)",IVA 15%,"IVA 15%","True"
tax_vat_444_zero_vat,"VAT 0% (444, Reimbursement)",sale,percent,130,0,VAT 0%,444,454,tax_group_vat0,"","",base,invoice,+434 (Reporte 104)||+444 (Reporte 104),"","IVA 0% (444, Reembolsos)",IVA 0%,"IVA 0%","True"
"","","","","","","","","","","","",tax,invoice,+454 (Reporte 104),ec_other_downpayments,"","",""
"","","","","","","","","","","","",base,refund,-444 (Reporte 104),"","","",""
"","","","","","","","","","","","",tax,refund,-454 (Reporte 104),ec_other_downpayments,"","",""
tax_vat_444_not_charged_vat,"VAT 0% Non-Subject (444, Reimbursement)",sale,percent,140,0,VAT 0%,444,454,tax_group_vat_not_charged,"","",base,invoice,+434 (Reporte 104)||+444 (Reporte 104),"","No Objeto IVA 0% (444, Reembolsos)",IVA 0%,"IVA 0%","True"
"","","","","","","","","","","","",tax,invoice,+454 (Reporte 104),ec_other_downpayments,"","",""
"","","","","","","","","","","","",base,refund,-444 (Reporte 104),"","","",""
"","","","","","","","","","","","",tax,refund,-454 (Reporte 104),ec_other_downpayments,"","",""
tax_vat_444_not_exempt_vat,"VAT 0% Exempt (444, Reimbursement)",sale,percent,150,0,VAT EXEMPT,444,454,tax_group_vat_exempt,"","",base,invoice,+434 (Reporte 104)||+444 (Reporte 104),"","Exento IVA 0% (444, Reembolsos)",IVA EXENTO,"IVA EXENTO","True"
"","","","","","","","","","","","",tax,invoice,+454 (Reporte 104),ec_other_downpayments,"","",""
"","","","","","","","","","","","",base,refund,-444 (Reporte 104),"","","",""
"","","","","","","","","","","","",tax,refund,-454 (Reporte 104),ec_other_downpayments,"","",""
tax_vat_15_510_sup_01,"VAT 15% (510, 01 VAT Credit)",purchase,percent,5,15,VAT 15%,510,520,tax_group_vat_15,"",100,base,invoice,+500 (Reporte 104)||+510 (Reporte 104),"","IVA 15% (510, 01 Crédito IVA)",IVA 15%,"IVA 15%","True"
"","","","","","","","","","","",100,tax,invoice,+520 (Reporte 104),ec_purchase_vat,"","",""
"","","","","","","","","","","",100,base,refund,-510 (Reporte 104),"","","",""
"","","","","","","","","","","",100,tax,refund,-520 (Reporte 104),ec_purchase_vat,"","",""
tax_vat_15_510_sup_05,"VAT 15% (510, 05 Settlement Trip Expense IR)",purchase,percent,5,15,VAT 15%,510,520,tax_group_vat_15,"",100,base,invoice,+500 (Reporte 104)||+510 (Reporte 104),"","IVA 15% (510, 05 Liq. Viaje Gasto IR)",IVA 15%,"IVA 15%","True"
"","","","","","","","","","","",100,tax,invoice,+520 (Reporte 104),ec_purchase_vat,"","",""
"","","","","","","","","","","",100,base,refund,-510 (Reporte 104),"","","",""
"","","","","","","","","","","",100,tax,refund,-520 (Reporte 104),ec_purchase_vat,"","",""
tax_vat_15_510_sup_06,"VAT 15% (510, 06 Inventory VAT Credit)",purchase,percent,5,15,VAT 15%,510,520,tax_group_vat_15,"",100,base,invoice,+500 (Reporte 104)||+510 (Reporte 104),"","IVA 15% (510, 06 Inventario Crédito IVA)",IVA 15%,"IVA 15%","True"
"","","","","","","","","","","",100,tax,invoice,+520 (Reporte 104),ec_purchase_vat,"","",""
"","","","","","","","","","","",100,base,refund,-510 (Reporte 104),"","","",""
"","","","","","","","","","","",100,tax,refund,-520 (Reporte 104),ec_purchase_vat,"","",""
tax_vat_15_510_sup_15,"VAT 15% (510, 15 Digital Services)",purchase,percent,5,15,VAT 15%,510,520,tax_group_vat_15,"",100,base,invoice,+500 (Reporte 104)||+510 (Reporte 104),"","IVA 15% (510, 15 Servicios Digitales)",IVA 15%,"IVA 15%","True"
"","","","","","","","","","","",100,tax,invoice,+520 (Reporte 104),ec_purchase_vat,"","",""
"","","","","","","","","","","",100,base,refund,-510 (Reporte 104),"","","",""
"","","","","","","","","","","",100,tax,refund,-520 (Reporte 104),ec_purchase_vat,"","",""
tax_vat_15_511_sup_03,"VAT 15% (511, 03 VAT Credit Assets)",purchase,percent,6,15,VAT 15%,511,521,tax_group_vat_15,"","",base,invoice,+501 (Reporte 104)||+511 (Reporte 104),"","IVA 15% (511, 03 Activos Crédito IVA)",IVA 15%,"IVA 15%","True"
"","","","","","","","","","","","",tax,invoice,+521 (Reporte 104),ec_purchase_vat_assets,"","",""
"","","","","","","","","","","","",base,refund,-511 (Reporte 104),"","","",""
"","","","","","","","","","","","",tax,refund,-521 (Reporte 104),ec_purchase_vat_assets,"","",""
tax_vat_15_512_sup_04,"VAT 15% (512, 04 Assets IR Cost)",purchase,percent,6,15,VAT 15%,512,522,tax_group_vat_15,"","",base,invoice,+502 (Reporte 104)||+512 (Reporte 104),"","IVA 15% (512, 04 Activos Costo IR)",IVA 15%,"IVA 15%","True"
"","","","","","","","","","","","",tax,invoice,+522 (Reporte 104),"","","",""
"","","","","","","","","","","","",base,refund,-512 (Reporte 104),"","","",""
"","","","","","","","","","","","",tax,refund,-522 (Reporte 104),"","","",""
tax_vat_15_512_sup_05,"VAT 15% (512, 05 Settlement Trip Expense IR)",purchase,percent,6,15,VAT 15%,512,522,tax_group_vat_15,"","",base,invoice,+502 (Reporte 104)||+512 (Reporte 104),"","IVA 15% (512, 05 Liq. Viaje Gasto IR)",IVA 15%,"IVA 15%","True"
"","","","","","","","","","","","",tax,invoice,+522 (Reporte 104),"","","",""
"","","","","","","","","","","","",base,refund,-512 (Reporte 104),"","","",""
"","","","","","","","","","","","",tax,refund,-522 (Reporte 104),"","","",""
tax_vat_15_512_sup_07,"VAT 15% (512, 07 Inventory Cost IR)",purchase,percent,6,15,VAT 15%,512,522,tax_group_vat_15,"",100,base,invoice,+502 (Reporte 104)||+512 (Reporte 104),"","IVA 15% (512, 07 Inventario Costo IR)",IVA 15%,"IVA 15%","True"
"","","","","","","","","","","",100,tax,invoice,+522 (Reporte 104),"","","",""
"","","","","","","","","","","",100,base,refund,-512 (Reporte 104),"","","",""
"","","","","","","","","","","",100,tax,refund,-522 (Reporte 104),"","","",""
tax_vat_15_513_sup_01,"VAT 15% (513, 01 VAT Credit)",purchase,percent,6,15,VAT 15%,513,523,tax_group_vat_15,"","",base,invoice,+503 (Reporte 104)||+513 (Reporte 104),"","IVA 15% (513, 01 Crédito IVA)",IVA 15%,"IVA 15%","True"
"","","","","","","","","","","","",tax,invoice,+523 (Reporte 104),ec_purchase_vat_service_imports,"","",""
"","","","","","","","","","","","",base,refund,-513 (Reporte 104),"","","",""
"","","","","","","","","","","","",tax,refund,-523 (Reporte 104),ec_purchase_vat_service_imports,"","",""
tax_vat_15_514_sup_06,"VAT 15% (514, 06 Inventory VAT Credit)",purchase,percent,6,15,VAT 15%,514,524,tax_group_vat_15,"","",base,invoice,+504 (Reporte 104)||+514 (Reporte 104),"","IVA 15% (514, 06 Inventario Crédito IVA)",IVA 15%,"IVA 15%","True"
"","","","","","","","","","","","",tax,invoice,+524 (Reporte 104),ec_purchase_vat_goods_imports,"","",""
"","","","","","","","","","","","",base,refund,-514 (Reporte 104),"","","",""
"","","","","","","","","","","","",tax,refund,-524 (Reporte 104),ec_purchase_vat_goods_imports,"","",""
tax_vat_15_515_sup_03,"VAT 15% (515, 03 VAT Credit Assets)",purchase,percent,6,15,VAT 15%,515,525,tax_group_vat_15,"","",base,invoice,+505 (Reporte 104)||+515 (Reporte 104),"","IVA 15% (515, 03 Activos Crédito IVA)",IVA 15%,"IVA 15%","True"
"","","","","","","","","","","","",tax,invoice,+525 (Reporte 104),ec_purchase_vat_assets_imports,"","",""
"","","","","","","","","","","","",base,refund,-515 (Reporte 104),"","","",""
"","","","","","","","","","","","",tax,refund,-525 (Reporte 104),ec_purchase_vat_assets_imports,"","",""
tax_vat_510_sup_01,"VAT 12% (510, 01 VAT Credit)",purchase,percent,11,12,VAT 12%,510,520,tax_group_vat_12,"",100,base,invoice,+500 (Reporte 104)||+510 (Reporte 104),"","IVA 12% (510, 01 Crédito IVA)",IVA 12%,"IVA 12%","False"
"","","","","","","","","","","",100,tax,invoice,+520 (Reporte 104),ec_purchase_vat,"","",""
"","","","","","","","","","","",100,base,refund,-510 (Reporte 104),"","","",""
"","","","","","","","","","","",100,tax,refund,-520 (Reporte 104),ec_purchase_vat,"","",""
tax_vat_510_sup_05,"VAT 12% (510, 05 Settlement Trip Expense IR)",purchase,percent,11,12,VAT 12%,510,520,tax_group_vat_12,"",100,base,invoice,+500 (Reporte 104)||+510 (Reporte 104),"","IVA 12% (510, 05 Liq. Viaje Gasto IR)",IVA 12%,"IVA 12%","False"
"","","","","","","","","","","",100,tax,invoice,+520 (Reporte 104),ec_purchase_vat,"","",""
"","","","","","","","","","","",100,base,refund,-510 (Reporte 104),"","","",""
"","","","","","","","","","","",100,tax,refund,-520 (Reporte 104),ec_purchase_vat,"","",""
tax_vat_510_sup_06,"VAT 12% (510, 06 Inventory VAT Credit)",purchase,percent,11,12,VAT 12%,510,520,tax_group_vat_12,"",100,base,invoice,+500 (Reporte 104)||+510 (Reporte 104),"","IVA 12% (510, 06 Inventario Crédito IVA)",IVA 12%,"IVA 12%","False"
"","","","","","","","","","","",100,tax,invoice,+520 (Reporte 104),ec_purchase_vat,"","",""
"","","","","","","","","","","",100,base,refund,-510 (Reporte 104),"","","",""
"","","","","","","","","","","",100,tax,refund,-520 (Reporte 104),ec_purchase_vat,"","",""
tax_vat_510_sup_15,"VAT 12% (510, 15 Digital Services)",purchase,percent,11,12,VAT 12%,510,520,tax_group_vat_12,"",100,base,invoice,+500 (Reporte 104)||+510 (Reporte 104),"","IVA 12% (510, 15 Servicios Digitales)",IVA 12%,"IVA 12%","False"
"","","","","","","","","","","",100,tax,invoice,+520 (Reporte 104),ec_purchase_vat,"","",""
"","","","","","","","","","","",100,base,refund,-510 (Reporte 104),"","","",""
"","","","","","","","","","","",100,tax,refund,-520 (Reporte 104),ec_purchase_vat,"","",""
tax_vat_511_sup_03,"VAT 12% (511, 03 VAT Credit Assets)",purchase,percent,12,12,VAT 12%,511,521,tax_group_vat_12,"","",base,invoice,+501 (Reporte 104)||+511 (Reporte 104),"","IVA 12% (511, 03 Activos Crédito IVA)",IVA 12%,"IVA 12%","False"
"","","","","","","","","","","","",tax,invoice,+521 (Reporte 104),ec_purchase_vat_assets,"","",""
"","","","","","","","","","","","",base,refund,-511 (Reporte 104),"","","",""
"","","","","","","","","","","","",tax,refund,-521 (Reporte 104),ec_purchase_vat_assets,"","",""
tax_vat_512_sup_04,"VAT 12% (512, 04 Assets IR Cost)",purchase,percent,12,12,VAT 12%,512,522,tax_group_vat_12,"","",base,invoice,+502 (Reporte 104)||+512 (Reporte 104),"","IVA 12% (512, 04 Activos Costo IR)",IVA 12%,"IVA 12%","False"
"","","","","","","","","","","","",tax,invoice,+522 (Reporte 104),"","","",""
"","","","","","","","","","","","",base,refund,-512 (Reporte 104),"","","",""
"","","","","","","","","","","","",tax,refund,-522 (Reporte 104),"","","",""
tax_vat_512_sup_05,"VAT 12% (512, 05 Settlement Trip Expense IR)",purchase,percent,12,12,VAT 12%,512,522,tax_group_vat_12,"","",base,invoice,+502 (Reporte 104)||+512 (Reporte 104),"","IVA 12% (512, 05 Liq. Viaje Gasto IR)",IVA 12%,"IVA 12%","False"
"","","","","","","","","","","","",tax,invoice,+522 (Reporte 104),"","","",""
"","","","","","","","","","","","",base,refund,-512 (Reporte 104),"","","",""
"","","","","","","","","","","","",tax,refund,-522 (Reporte 104),"","","",""
tax_vat_512_sup_07,"VAT 12% (512, 07 Inventory Cost IR)",purchase,percent,12,12,VAT 12%,512,522,tax_group_vat_12,"",100,base,invoice,+502 (Reporte 104)||+512 (Reporte 104),"","IVA 12% (512, 07 Inventario Costo IR)",IVA 12%,"IVA 12%","False"
"","","","","","","","","","","",100,tax,invoice,+522 (Reporte 104),"","","",""
"","","","","","","","","","","",100,base,refund,-512 (Reporte 104),"","","",""
"","","","","","","","","","","",100,tax,refund,-522 (Reporte 104),"","","",""
tax_vat_513_sup_01,"VAT 12% (513, 01 VAT Credit)",purchase,percent,12,12,VAT 12%,513,523,tax_group_vat_12,"","",base,invoice,+503 (Reporte 104)||+513 (Reporte 104),"","IVA 12% (513, 01 Crédito IVA)",IVA 12%,"IVA 12%","False"
"","","","","","","","","","","","",tax,invoice,+523 (Reporte 104),ec_purchase_vat_service_imports,"","",""
"","","","","","","","","","","","",base,refund,-513 (Reporte 104),"","","",""
"","","","","","","","","","","","",tax,refund,-523 (Reporte 104),ec_purchase_vat_service_imports,"","",""
tax_vat_514_sup_06,"VAT 12% (514, 06 Inventory VAT Credit)",purchase,percent,12,12,VAT 12%,514,524,tax_group_vat_12,"","",base,invoice,+504 (Reporte 104)||+514 (Reporte 104),"","IVA 12% (514, 06 Inventario Crédito IVA)",IVA 12%,"IVA 12%","False"
"","","","","","","","","","","","",tax,invoice,+524 (Reporte 104),ec_purchase_vat_goods_imports,"","",""
"","","","","","","","","","","","",base,refund,-514 (Reporte 104),"","","",""
"","","","","","","","","","","","",tax,refund,-524 (Reporte 104),ec_purchase_vat_goods_imports,"","",""
tax_vat_515_sup_03,"VAT 12% (515, 03 VAT Credit Assets)",purchase,percent,12,12,VAT 12%,515,525,tax_group_vat_12,"","",base,invoice,+505 (Reporte 104)||+515 (Reporte 104),"","IVA 12% (515, 03 Activos Crédito IVA)",IVA 12%,"IVA 12%","False"
"","","","","","","","","","","","",tax,invoice,+525 (Reporte 104),ec_purchase_vat_assets_imports,"","",""
"","","","","","","","","","","","",base,refund,-515 (Reporte 104),"","","",""
"","","","","","","","","","","","",tax,refund,-525 (Reporte 104),ec_purchase_vat_assets_imports,"","",""
tax_vat_05_510_sup_01,"VAT 5% (510, 01 VAT Credit)",purchase,percent,13,5,VAT 5%,510,520,tax_group_vat_05,"",100,base,invoice,+500 (Reporte 104)||+510 (Reporte 104),"","IVA 5% (510, 01 Crédito IVA)",IVA 5%,"IVA 5%","True"
"","","","","","","","","","","",100,tax,invoice,+520 (Reporte 104),ec_purchase_vat,"","",""
"","","","","","","","","","","",100,base,refund,-510 (Reporte 104),"","","",""
"","","","","","","","","","","",100,tax,refund,-520 (Reporte 104),ec_purchase_vat,"","",""
tax_vat_05_510_sup_05,"VAT 5% (510, 05 Settlement Trip Expense IR)",purchase,percent,13,5,VAT 5%,510,520,tax_group_vat_05,"",100,base,invoice,+500 (Reporte 104)||+510 (Reporte 104),"","IVA 5% (510, 05 Liq. Viaje Gasto IR)",IVA 5%,"IVA 5%","True"
"","","","","","","","","","","",100,tax,invoice,+520 (Reporte 104),ec_purchase_vat,"","",""
"","","","","","","","","","","",100,base,refund,-510 (Reporte 104),"","","",""
"","","","","","","","","","","",100,tax,refund,-520 (Reporte 104),ec_purchase_vat,"","",""
tax_vat_05_510_sup_06,"VAT 5% (510, 06 Inventory VAT Credit)",purchase,percent,13,5,VAT 5%,510,520,tax_group_vat_05,"",100,base,invoice,+500 (Reporte 104)||+510 (Reporte 104),"","IVA 5% (510, 06 Inventario Crédito IVA)",IVA 5%,"IVA 5%","True"
"","","","","","","","","","","",100,tax,invoice,+520 (Reporte 104),ec_purchase_vat,"","",""
"","","","","","","","","","","",100,base,refund,-510 (Reporte 104),"","","",""
"","","","","","","","","","","",100,tax,refund,-520 (Reporte 104),ec_purchase_vat,"","",""
tax_vat_05_510_sup_15,"VAT 5% (510, 15 Digital Services)",purchase,percent,13,5,VAT 5%,510,520,tax_group_vat_05,"",100,base,invoice,+500 (Reporte 104)||+510 (Reporte 104),"","IVA 5% (510, 15 Servicios Digitales)",IVA 5%,"IVA 5%","True"
"","","","","","","","","","","",100,tax,invoice,+520 (Reporte 104),ec_purchase_vat,"","",""
"","","","","","","","","","","",100,base,refund,-510 (Reporte 104),"","","",""
"","","","","","","","","","","",100,tax,refund,-520 (Reporte 104),ec_purchase_vat,"","",""
tax_vat_05_511_sup_03,"VAT 5% (511, 03 VAT Credit Assets)",purchase,percent,14,5,VAT 5%,511,521,tax_group_vat_05,"","",base,invoice,+501 (Reporte 104)||+511 (Reporte 104),"","IVA 5% (511, 03 Activos Crédito IVA)",IVA 5%,"IVA 5%","True"
"","","","","","","","","","","","",tax,invoice,+521 (Reporte 104),ec_purchase_vat_assets,"","",""
"","","","","","","","","","","","",base,refund,-511 (Reporte 104),"","","",""
"","","","","","","","","","","","",tax,refund,-521 (Reporte 104),ec_purchase_vat_assets,"","",""
tax_vat_05_512_sup_04,"VAT 5% (512, 04 Assets IR Cost)",purchase,percent,14,5,VAT 5%,512,522,tax_group_vat_05,"","",base,invoice,+502 (Reporte 104)||+512 (Reporte 104),"","IVA 5% (512, 04 Activos Costo IR)",IVA 5%,"IVA 5%","True"
"","","","","","","","","","","","",tax,invoice,+522 (Reporte 104),"","","",""
"","","","","","","","","","","","",base,refund,-512 (Reporte 104),"","","",""
"","","","","","","","","","","","",tax,refund,-522 (Reporte 104),"","","",""
tax_vat_05_512_sup_05,"VAT 5% (512, 05 Settlement Trip Expense IR)",purchase,percent,14,5,VAT 5%,512,522,tax_group_vat_05,"","",base,invoice,+502 (Reporte 104)||+512 (Reporte 104),"","IVA 5% (512, 05 Liq. Viaje Gasto IR)",IVA 5%,"IVA 5%","True"
"","","","","","","","","","","","",tax,invoice,+522 (Reporte 104),"","","",""
