id,name,code,user_type_id/id,chart_template_id/id,tag_ids/id,reconcile
l10n_my_5206,Printing & Stationery,5206,account.data_account_type_expenses,l10n_my.l10n_my_chart_template,account.account_tag_operating,False
l10n_my_5207,Rent & Rates,5207,account.data_account_type_expenses,l10n_my.l10n_my_chart_template,account.account_tag_operating,False
l10n_my_5208,Sundry Expenses,5208,account.data_account_type_expenses,l10n_my.l10n_my_chart_template,account.account_tag_operating,False
l10n_my_5209,Telecommunication Expenses,5209,account.data_account_type_expenses,l10n_my.l10n_my_chart_template,account.account_tag_operating,False
l10n_my_5210,Traffic Fees,5210,account.data_account_type_expenses,l10n_my.l10n_my_chart_template,account.account_tag_operating,False
l10n_my_5211,IT Expenses,5211,account.data_account_type_expenses,l10n_my.l10n_my_chart_template,account.account_tag_operating,False
l10n_my_5214,Insurance,5214,account.data_account_type_expenses,l10n_my.l10n_my_chart_template,account.account_tag_operating,False
l10n_my_5215,Sales Commission,5215,account.data_account_type_expenses,l10n_my.l10n_my_chart_template,account.account_tag_operating,False
l10n_my_5216,Overseas Traveling,5216,account.data_account_type_expenses,l10n_my.l10n_my_chart_template,account.account_tag_operating,False
l10n_my_5218,Wages & Salaries,5218,account.data_account_type_expenses,l10n_my.l10n_my_chart_template,account.account_tag_operating,False
l10n_my_52181,KWSP Contribution,52181,account.data_account_type_expenses,l10n_my.l10n_my_chart_template,account.account_tag_operating,False
l10n_my_52182,PCB Contribution,52182,account.data_account_type_expenses,l10n_my.l10n_my_chart_template,account.account_tag_operating,False
l10n_my_52183,EIS Contribution,52183,account.data_account_type_expenses,l10n_my.l10n_my_chart_template,account.account_tag_operating,False
l10n_my_5219,Bonus Payment,5219,account.data_account_type_expenses,l10n_my.l10n_my_chart_template,account.account_tag_operating,False
l10n_my_5221,SST,5221,account.data_account_type_expenses,l10n_my.l10n_my_chart_template,account.account_tag_operating,False
l10n_my_5222,Local Delivery,5222,account.data_account_type_expenses,l10n_my.l10n_my_chart_template,account.account_tag_operating,False
l10n_my_5223,Management Fees,5223,account.data_account_type_expenses,l10n_my.l10n_my_chart_template,account.account_tag_operating,False
l10n_my_5224,Depreciation,5224,account.data_account_type_expenses,l10n_my.l10n_my_chart_template,account.account_tag_operating,False
l10n_my_5225,Audit Fees,5225,account.data_account_type_expenses,l10n_my.l10n_my_chart_template,account.account_tag_operating,False
l10n_my_5226,Bad Debts,5226,account.data_account_type_expenses,l10n_my.l10n_my_chart_template,account.account_tag_operating,False
l10n_my_5228,Legal & Professional Fees,5228,account.data_account_type_expenses,l10n_my.l10n_my_chart_template,account.account_tag_operating,False
l10n_my_5229,Dividend,5229,account.data_account_type_expenses,l10n_my.l10n_my_chart_template,account.account_tag_operating,False
l10n_my_5231,Disposal,5231,account.data_account_type_expenses,l10n_my.l10n_my_chart_template,account.account_tag_operating,False
l10n_my_5234,Repair and Maintenance,5234,account.data_account_type_expenses,l10n_my.l10n_my_chart_template,account.account_tag_operating,False
l10n_my_5235,Advertising,5235,account.data_account_type_expenses,l10n_my.l10n_my_chart_template,account.account_tag_operating,False
l10n_my_5240,Foreign Exchange Loss,5240,account.data_account_type_expenses,l10n_my.l10n_my_chart_template,account.account_tag_operating,False
