"id","code_prefix_start","code_prefix_end","name","chart_template_id/id"
"l10n_hu_group_38","38","","Funds","l10n_hu.hungarian_chart_template"
"l10n_hu_group_39","39","","Active definitions","l10n_hu.hungarian_chart_template"
"l10n_hu_group_4","4","","Sources","l10n_hu.hungarian_chart_template"
"l10n_hu_group_41","41","","Equity","l10n_hu.hungarian_chart_template"
"l10n_hu_group_42","42","","Provisions","l10n_hu.hungarian_chart_template"
"l10n_hu_group_43","43","","Subsequent liabilities","l10n_hu.hungarian_chart_template"
"l10n_hu_group_44","44","","Long-term liabilities","l10n_hu.hungarian_chart_template"
"l10n_hu_group_45-47","45","47","Short-term liabilities","l10n_hu.hungarian_chart_template"
"l10n_hu_group_48","48","","Liabilities","l10n_hu.hungarian_chart_template"
"l10n_hu_group_5","5","","Costs","l10n_hu.hungarian_chart_template"
"l10n_hu_group_51","51","","Material cost","l10n_hu.hungarian_chart_template"
"l10n_hu_group_52","52","","Costs of services used","l10n_hu.hungarian_chart_template"
"l10n_hu_group_53","53","","Costs of other services","l10n_hu.hungarian_chart_template"
"l10n_hu_group_54","54","","Wage cost","l10n_hu.hungarian_chart_template"
"l10n_hu_group_55","55","","Other personal payments","l10n_hu.hungarian_chart_template"
"l10n_hu_group_56","56","","Contributions","l10n_hu.hungarian_chart_template"
"l10n_hu_group_57","57","","Description of impairment","l10n_hu.hungarian_chart_template"
"l10n_hu_group_58","58","","Own work capitalized value","l10n_hu.hungarian_chart_template"
"l10n_hu_group_59","59","","Non-cost transfer account","l10n_hu.hungarian_chart_template"
"l10n_hu_group_6","6","","Costs, overall costs","l10n_hu.hungarian_chart_template"
"l10n_hu_group_61","61","","Costs of repair-maintenance plants","l10n_hu.hungarian_chart_template"
"l10n_hu_group_62","62","","Costs of establishments (units)","l10n_hu.hungarian_chart_template"
"l10n_hu_group_63","63","","Machinery costs","l10n_hu.hungarian_chart_template"
"l10n_hu_group_64-65","64","65","Overall costs of operating management","l10n_hu.hungarian_chart_template"
"l10n_hu_group_66","66","","Overall costs of central management","l10n_hu.hungarian_chart_template"
"l10n_hu_group_67","67","","Sales and distribution costs","l10n_hu.hungarian_chart_template"
"l10n_hu_group_68","68","","Allocated other overall costs","l10n_hu.hungarian_chart_template"
"l10n_hu_group_69","69","","Cost positions transfer of cost types","l10n_hu.hungarian_chart_template"
"l10n_hu_group_7","7","","Costs of activities","l10n_hu.hungarian_chart_template"
"l10n_hu_group_71-74","71","74","Costs of activities","l10n_hu.hungarian_chart_template"
"l10n_hu_group_75","75","","Costs of the service","l10n_hu.hungarian_chart_template"
"l10n_hu_group_76","76","","Production costs of centers","l10n_hu.hungarian_chart_template"
"l10n_hu_group_77-78","77","78","Marketing costs","l10n_hu.hungarian_chart_template"
"l10n_hu_group_79","79","","Transfer of costs of activities","l10n_hu.hungarian_chart_template"
"l10n_hu_group_8","8","","Accounted costs of sales and expenses","l10n_hu.hungarian_chart_template"
"l10n_hu_group_81","81","","Material expenses","l10n_hu.hungarian_chart_template"
"l10n_hu_group_82","82","","Personnel expenses","l10n_hu.hungarian_chart_template"
"l10n_hu_group_83","83","","Description of impairment","l10n_hu.hungarian_chart_template"
"l10n_hu_group_85","85","","Indirect costs of sale","l10n_hu.hungarian_chart_template"
"l10n_hu_group_86","86","","Other expenses","l10n_hu.hungarian_chart_template"
"l10n_hu_group_87","87","","Expenditure on financial operations","l10n_hu.hungarian_chart_template"
"l10n_hu_group_89","89","","Taxes on profit","l10n_hu.hungarian_chart_template"
"l10n_hu_group_9","9","","Sales revenue and revenue","l10n_hu.hungarian_chart_template"
"l10n_hu_group_91-92","91","92","Turnover of domestic sales","l10n_hu.hungarian_chart_template"
"l10n_hu_group_93-94","93","94","Export sales revenue","l10n_hu.hungarian_chart_template"
"l10n_hu_group_96","96","","Other revenues","l10n_hu.hungarian_chart_template"
"l10n_hu_group_97","97","","Revenue from financial operations","l10n_hu.hungarian_chart_template"
"l10n_hu_group_0","0","","Registration accounts","l10n_hu.hungarian_chart_template"
