# generated from https://data.rtr.at/api/v1/tables/plz.json
# version 37355 published 2023-08-07T22:11:00+02:00
2392 location="Sulz im Wienerwald" region="Niederösterreich"
2393 location="Sittendorf" region="Niederösterreich"
2401 location="Fischamend" region="Niederösterreich"
2402 location="Maria Ellend" region="Niederösterreich"
2403 location="Regelsbrunn" region="Niederösterreich"
2404 location="Petronell" region="Niederösterreich"
2405 location="Bad Deutsch Altenburg" region="Niederösterreich"
2410 location="Hainburg an der Donau" region="Niederösterreich"
2412 location="Wolfsthal" region="Niederösterreich"
2413 location="Berg" region="Niederösterreich"
2413 location="Berg" region="Niederösterreich"
2421 location="Kittsee" region="Burgenland"
2422 location="Pama" region="Burgenland"
2423 location="Deutsch Jahrndorf" region="Burgenland"
2424 location="Zurndorf" region="Burgenland"
2425 location="Nickelsdorf" region="Burgenland"
2431 location="Kleinneusiedl" region="Niederösterreich"
2432 location="Schwadorf" region="Niederösterreich"
2433 location="Margarethen am Moos" region="Niederösterreich"
2434 location="Götzendorf an der Leitha" region="Niederösterreich"
2435 location="Ebergassing" region="Niederösterreich"
2440 location="Gramatneusiedl" region="Niederösterreich"
2440 location="Gramatneusiedl" region="Niederösterreich"
2441 location="Mitterndorf an der Fischa" region="Niederösterreich"
2441 location="Mitterndorf an der Fischa" region="Niederösterreich"
2442 location="Unterwaltersdorf" region="Niederösterreich"
2443 location="Deutsch-Brodersdorf" region="Niederösterreich"
2443 location="Deutsch-Brodersdorf" region="Niederösterreich"
2444 location="Seibersdorf" region="Niederösterreich"
2451 location="Hof am Leithaberge" region="Niederösterreich"
2452 location="Mannersdorf am Leithagebirge" region="Niederösterreich"
2452 location="Mannersdorf am Leithagebirge" region="Niederösterreich"
2453 location="Sommerein" region="Niederösterreich"
2454 location="Trautmannsdorf an der Leitha" region="Niederösterreich"
2460 location="Bruck an der Leitha" region="Niederösterreich"
2460 location="Bruck an der Leitha" region="Niederösterreich"
2462 location="Wilfleinsdorf" region="Niederösterreich"
2462 location="Wilfleinsdorf" region="Niederösterreich"
2463 location="Stixneusiedl" region="Niederösterreich"
2464 location="Göttlesbrunn" region="Niederösterreich"
2465 location="Höflein" region="Niederösterreich"
2471 location="Rohrau" region="Niederösterreich"
2471 location="Rohrau" region="Niederösterreich"
2472 location="Prellenkirchen" region="Niederösterreich"
2473 location="Potzneusiedl" region="Burgenland"
2473 location="Potzneusiedl" region="Burgenland"
2474 location="Gattendorf" region="Burgenland"
2475 location="Neudorf" region="Burgenland"
2481 location="Achau" region="Niederösterreich"
2482 location="Münchendorf" region="Niederösterreich"
2483 location="Ebreichsdorf" region="Niederösterreich"
2485 location="Wampersdorf" region="Niederösterreich"
2485 location="Wampersdorf" region="Niederösterreich"
2486 location="Pottendorf" region="Niederösterreich"
2490 location="Ebenfurth" region="Niederösterreich"
2491 location="Neufeld an der Leitha" region="Burgenland"
2491 location="Neufeld an der Leitha" region="Burgenland"
2492 location="Eggendorf" region="Niederösterreich"
2493 location="Lichtenwörth-Nadelburg" region="Niederösterreich"
2500 location="Baden" region="Niederösterreich"
2504 location="Sooß" region="Niederösterreich"
2511 location="Pfaffstätten" region="Niederösterreich"
2512 location="Tribuswinkel" region="Niederösterreich"
2514 location="Traiskirchen" region="Niederösterreich"
2521 location="Trumau" region="Niederösterreich"
2522 location="Oberwaltersdorf" region="Niederösterreich"
2523 location="Tattendorf" region="Niederösterreich"
2524 location="Teesdorf" region="Niederösterreich"
2525 location="Günselsdorf" region="Niederösterreich"
2531 location="Gaaden" region="Niederösterreich"
2532 location="Heiligenkreuz im Wienerwald" region="Niederösterreich"
2533 location="Klausen-Leopoldsdorf" region="Niederösterreich"
2533 location="Klausen-Leopoldsdorf" region="Niederösterreich"
2534 location="Alland" region="Niederösterreich"
2540 location="Bad Vöslau" region="Niederösterreich"
2542 location="Kottingbrunn" region="Niederösterreich"
2544 location="Leobersdorf" region="Niederösterreich"
2551 location="Enzesfeld-Lindabrunn" region="Niederösterreich"
2552 location="Hirtenberg" region="Niederösterreich"
2560 location="Berndorf" region="Niederösterreich"
2561 location="Hernstein" region="Niederösterreich"
2563 location="Pottenstein" region="Niederösterreich"
2564 location="Weissenbach an der Triesting" region="Niederösterreich"
2565 location="Neuhaus" region="Niederösterreich"
2571 location="Altenmarkt-Thenneberg" region="Niederösterreich"
2572 location="Kaumberg" region="Niederösterreich"
2572 location="Kaumberg" region="Niederösterreich"
2601 location="Sollenau" region="Niederösterreich"
2602 location="Blumau-Neurißhof" region="Niederösterreich"
2602 location="Blumau-Neurißhof" region="Niederösterreich"
2603 location="Felixdorf" region="Niederösterreich"
2604 location="Theresienfeld" region="Niederösterreich"
2620 location="Neunkirchen" region="Niederösterreich"
2624 location="Breitenau" region="Niederösterreich"
2625 location="Schwarzau am Steinfelde" region="Niederösterreich"
2630 location="Ternitz" region="Niederösterreich"
2631 location="Sieding-Stixenstein" region="Niederösterreich"
2632 location="Wimpassing im Schwarzatale" region="Niederösterreich"
2640 location="Gloggnitz" region="Niederösterreich"
2641 location="Schottwien" region="Niederösterreich"
2650 location="Payerbach" region="Niederösterreich"
2651 location="Reichenau an der Rax" region="Niederösterreich"
2654 location="Prein an der Rax" region="Niederösterreich"
2654 location="Prein an der Rax" region="Niederösterreich"
2661 location="Naßwald" region="Niederösterreich"
2662 location="Schwarzau im Gebirge" region="Niederösterreich"
2663 location="Rohr im Gebirge" region="Niederösterreich"
2663 location="Rohr im Gebirge" region="Niederösterreich"
2671 location="Küb" region="Niederösterreich"
2673 location="Breitenstein" region="Niederösterreich"
2680 location="Semmering" region="Niederösterreich"
2680 location="Semmering" region="Niederösterreich"
2700 location="Wiener Neustadt" region="Niederösterreich"
2700 location="Wiener Neustadt" region="Niederösterreich"
2721 location="Bad Fischau" region="Niederösterreich"
2722 location="Winzendorf" region="Niederösterreich"
2723 location="Muthmannsdorf" region="Niederösterreich"
2724 location="Hohe Wand-Stollhof" region="Niederösterreich"
2724 location="Hohe Wand-Stollhof" region="Niederösterreich"
2731 location="St. Egyden am Steinfeld" region="Niederösterreich"
2732 location="Willendorf" region="Niederösterreich"
2733 location="Grünbach am Schneeberg" region="Niederösterreich"
2734 location="Puchberg am Schneeberg" region="Niederösterreich"
2751 location="Steinabrückl" region="Niederösterreich"
2751 location="Steinabrückl" region="Niederösterreich"
2752 location="Wöllersdorf" region="Niederösterreich"
2752 location="Wöllersdorf" region="Niederösterreich"
2753 location="Markt Piesting" region="Niederösterreich"
2754 location="Waldegg" region="Niederösterreich"
2755 location="Oed" region="Niederösterreich"
2761 location="Miesenbach" region="Niederösterreich"
2761 location="Miesenbach" region="Niederösterreich"
2763 location="Pernitz" region="Niederösterreich"
2770 location="Gutenstein" region="Niederösterreich"
2801 location="Katzelsdorf" region="Niederösterreich"
2802 location="Hochwolkersdorf" region="Niederösterreich"
2803 location="Schwarzenbach" region="Niederösterreich"
2811 location="Wiesmath" region="Niederösterreich"
2812 location="Hollenthon" region="Niederösterreich"
2812 location="Hollenthon" region="Niederösterreich"
2813 location="Lichtenegg" region="Niederösterreich"
2813 location="Lichtenegg" region="Niederösterreich"
2821 location="Lanzenkirchen" region="Niederösterreich"
2822 location="Bad Erlach" region="Niederösterreich"
2822 location="Bad Erlach" region="Niederösterreich"
2823 location="Pitten" region="Niederösterreich"
2823 location="Pitten" region="Niederösterreich"
2824 location="Seebenstein" region="Niederösterreich"
2831 location="Warth" region="Niederösterreich"
2832 location="Thernberg" region="Niederösterreich"
2833 location="Bromberg" region="Niederösterreich"
2833 location="Bromberg" region="Niederösterreich"
2840 location="Grimmenstein" region="Niederösterreich"
2842 location="Edlitz" region="Niederösterreich"
2842 location="Edlitz" region="Niederösterreich"
2851 location="Krumbach" region="Niederösterreich"
2851 location="Krumbach" region="Niederösterreich"
2852 location="Hochneukirchen" region="Niederösterreich"
2852 location="Hochneukirchen" region="Niederösterreich"
2852 location="Hochneukirchen" region="Niederösterreich"
2852 location="Hochneukirchen" region="Niederösterreich"
2853 location="Bad Schönau" region="Niederösterreich"
2860 location="Kirchschlag in der Buckligen Welt" region="Niederösterreich"
2870 location="Aspang" region="Niederösterreich"
2870 location="Aspang" region="Niederösterreich"
2871 location="Zöbern" region="Niederösterreich"
2871 location="Zöbern" region="Niederösterreich"
2871 location="Zöbern" region="Niederösterreich"
2872 location="Mönichkirchen" region="Niederösterreich"
2872 location="Mönichkirchen" region="Niederösterreich"
2873 location="Feistritz am Wechsel" region="Niederösterreich"
2880 location="Kirchberg am Wechsel" region="Niederösterreich"
2881 location="Trattenbach" region="Niederösterreich"
3001 location="Mauerbach" region="Niederösterreich"
3001 location="Mauerbach" region="Niederösterreich"
3002 location="Purkersdorf" region="Niederösterreich"
3003 location="Gablitz" region="Niederösterreich"
3004 location="Ried am Riederberg" region="Niederösterreich"
3004 location="Ried am Riederberg" region="Niederösterreich"
3011 location="Untertullnerbach" region="Niederösterreich"
3012 location="Wolfsgraben" region="Niederösterreich"
3013 location="Tullnerbach-Lawies" region="Niederösterreich"
3021 location="Pressbaum" region="Niederösterreich"
3031 location="Rekawinkel" region="Niederösterreich"
3032 location="Eichgraben" region="Niederösterreich"
3033 location="Altlengbach" region="Niederösterreich"
3033 location="Altlengbach" region="Niederösterreich"
3034 location="Maria Anzbach" region="Niederösterreich"
3040 location="Neulengbach" region="Niederösterreich"
3041 location="Asperhofen" region="Niederösterreich"
3042 location="Würmla" region="Niederösterreich"
3051 location="St. Christophen" region="Niederösterreich"
3052 location="Innermanzing" region="Niederösterreich"
3053 location="Laaben" region="Niederösterreich"
3053 location="Laaben" region="Niederösterreich"
3061 location="Ollersbach" region="Niederösterreich"
3062 location="Kirchstetten" region="Niederösterreich"
3071 location="Böheimkirchen" region="Niederösterreich"
3072 location="Kasten bei Böheimkirchen" region="Niederösterreich"
3073 location="Stössing" region="Niederösterreich"
3074 location="Michelbach" region="Niederösterreich"
3100 location="St. Pölten" region="Niederösterreich"
3104 location="St. Pölten-Harland" region="Niederösterreich"
3104 location="St. Pölten-Harland" region="Niederösterreich"
3105 location="St. Pölten-Radlberg" region="Niederösterreich"
3107 location="St. Pölten-Traisenpark" region="Niederösterreich"
3110 location="Neidling" region="Niederösterreich"
3121 location="Karlstetten" region="Niederösterreich"
3122 location="Gansbach" region="Niederösterreich"
3122 location="Gansbach" region="Niederösterreich"
3122 location="Gansbach" region="Niederösterreich"
3123 location="Obritzberg" region="Niederösterreich"
3124 location="Oberwölbling" region="Niederösterreich"
3125 location="Statzendorf" region="Niederösterreich"
3130 location="Herzogenburg" region="Niederösterreich"
3131 location="Getzersdorf" region="Niederösterreich"
3133 location="Traismauer" region="Niederösterreich"
3134 location="Nußdorf" region="Niederösterreich"
3140 location="Pottenbrunn" region="Niederösterreich"
3140 location="Pottenbrunn" region="Niederösterreich"
3141 location="Kapelln" region="Niederösterreich"
3142 location="Perschling" region="Niederösterreich"
3143 location="Pyhra" region="Niederösterreich"
3144 location="Wald" region="Niederösterreich"
3150 location="Wilhelmsburg" region="Niederösterreich"
3150 location="Wilhelmsburg" region="Niederösterreich"
3151 location="St. Georgen am Steinfelde" region="Niederösterreich"
3153 location="Eschenau" region="Niederösterreich"
3160 location="Traisen" region="Niederösterreich"
3161 location="St. Veit an der Gölsen" region="Niederösterreich"
3162 location="Rainfeld" region="Niederösterreich"
3163 location="Rohrbach" region="Niederösterreich"
3170 location="Hainfeld" region="Niederösterreich"
3171 location="Kleinzell-Salzerbad" region="Niederösterreich"
3172 location="Ramsau" region="Niederösterreich"
3180 location="Lilienfeld" region="Niederösterreich"
3183 location="Freiland" region="Niederösterreich"
3184 location="Türnitz" region="Niederösterreich"
3192 location="Hohenberg" region="Niederösterreich"
3193 location="St. Aegyd am Neuwalde" region="Niederösterreich"
3195 location="Kernhof" region="Niederösterreich"
3200 location="Ober-Grafendorf" region="Niederösterreich"
3202 location="Hofstetten" region="Niederösterreich"
3203 location="Rabenstein an der Pielach" region="Niederösterreich"
3203 location="Rabenstein an der Pielach" region="Niederösterreich"
3204 location="Kirchberg an der Pielach" region="Niederösterreich"
3204 location="Kirchberg an der Pielach" region="Niederösterreich"
3205 location="Weinburg" region="Niederösterreich"
3211 location="Loich" region="Niederösterreich"
3212 location="Schwarzenbach an der Pielach" region="Niederösterreich"
3213 location="Frankenfels" region="Niederösterreich"
3213 location="Frankenfels" region="Niederösterreich"
3214 location="Puchenstuben" region="Niederösterreich"
3214 location="Puchenstuben" region="Niederösterreich"
3221 location="Gösing an der Mariazellerbahn" region="Niederösterreich"
3222 location="Annaberg" region="Niederösterreich"
3223 location="Wienerbruck" region="Niederösterreich"
3223 location="Wienerbruck" region="Niederösterreich"
3224 location="Mitterbach" region="Niederösterreich"
3231 location="St. Margarethen an der Sierning" region="Niederösterreich"
3232 location="Bischofstetten" region="Niederösterreich"
3233 location="Kilb" region="Niederösterreich"
3233 location="Kilb" region="Niederösterreich"
3240 location="Mank" region="Niederösterreich"
3241 location="Kirnberg an der Mank" region="Niederösterreich"
3241 location="Kirnberg an der Mank" region="Niederösterreich"
3242 location="Texing" region="Niederösterreich"
3242 location="Texing" region="Niederösterreich"
3243 location="St. Leonhard am Forst" region="Niederösterreich"
3244 location="Ruprechtshofen" region="Niederösterreich"
3250 location="Wieselburg" region="Niederösterreich"
3251 location="Purgstall" region="Niederösterreich"
3252 location="Petzenkirchen" region="Niederösterreich"
3252 location="Petzenkirchen" region="Niederösterreich"
3253 location="Erlauf" region="Niederösterreich"
3254 location="Bergland" region="Niederösterreich"
3261 location="Steinakirchen am Forst" region="Niederösterreich"
3262 location="Wang" region="Niederösterreich"
3263 location="Randegg" region="Niederösterreich"
3263 location="Randegg" region="Niederösterreich"
3264 location="Gresten" region="Niederösterreich"
3270 location="Scheibbs" region="Niederösterreich"
3281 location="Oberndorf an der Melk" region="Niederösterreich"
3282 location="St. Georgen an der Leys" region="Niederösterreich"
3283 location="St. Anton an der Jeßnitz" region="Niederösterreich"
3291 location="Kienberg" region="Niederösterreich"
3292 location="Gaming" region="Niederösterreich"
3293 location="Lunz am See" region="Niederösterreich"
3294 location="Langau" region="Niederösterreich"
3294 location="Langau" region="Niederösterreich"
3295 location="Lackenhof" region="Niederösterreich"
3300 location="Amstetten" region="Niederösterreich"
3304 location="St. Georgen am Ybbsfelde" region="Niederösterreich"
3311 location="Zeillern" region="Niederösterreich"
3312 location="Oed" region="Niederösterreich"
3313 location="Wallsee" region="Niederösterreich"
3314 location="Strengberg" region="Niederösterreich"
3321 location="Ardagger" region="Niederösterreich"
3322 location="Viehdorf" region="Niederösterreich"
3323 location="Neustadtl an der Donau" region="Niederösterreich"
3324 location="Euratsfeld" region="Niederösterreich"
3325 location="Ferschnitz" region="Niederösterreich"
3325 location="Ferschnitz" region="Niederösterreich"
3331 location="Kematen" region="Niederösterreich"
3332 location="Rosenau am Sonntagberg" region="Niederösterreich"
3333 location="Böhlerwerk" region="Niederösterreich"
3334 location="Gaflenz" region="Oberösterreich"
3335 location="Weyer" region="Oberösterreich"
3340 location="Waidhofen an der Ybbs" region="Niederösterreich"
3340 location="Waidhofen an der Ybbs" region="Niederösterreich"
3340 location="Waidhofen an der Ybbs" region="Niederösterreich"
3341 location="Ybbsitz" region="Niederösterreich"
3341 location="Ybbsitz" region="Niederösterreich"
3342 location="Opponitz" region="Niederösterreich"
3343 location="Hollenstein an der Ybbs" region="Niederösterreich"
3344 location="St. Georgen am Reith" region="Niederösterreich"
3345 location="Göstling an der Ybbs" region="Niederösterreich"
3350 location="Haag" region="Niederösterreich"
3351 location="Weistrach" region="Niederösterreich"
3352 location="St. Peter in der Au" region="Niederösterreich"
3353 location="Seitenstetten" region="Niederösterreich"
3354 location="Wolfsbach" region="Niederösterreich"
3355 location="Ertl" region="Niederösterreich"
3361 location="Aschbach Markt" region="Niederösterreich"
3362 location="Mauer-Öhling" region="Niederösterreich"
3363 location="Ulmerfeld-Hausmening" region="Niederösterreich"
3364 location="Neuhofen an der Ybbs" region="Niederösterreich"
3364 location="Neuhofen an der Ybbs" region="Niederösterreich"
3365 location="Allhartsberg" region="Niederösterreich"
3370 location="Ybbs an der Donau" region="Niederösterreich"
3371 location="Neumarkt an der Ybbs" region="Niederösterreich"
3371 location="Neumarkt an der Ybbs" region="Niederösterreich"
3372 location="Blindenmarkt" region="Niederösterreich"
3372 location="Blindenmarkt" region="Niederösterreich"
3373 location="Kemmelbach" region="Niederösterreich"
3373 location="Kemmelbach" region="Niederösterreich"
3374 location="Säusenstein" region="Niederösterreich"
3375 location="Krummnußbaum" region="Niederösterreich"
3376 location="St. Martin-Karlsbach" region="Niederösterreich"
3380 location="Pöchlarn" region="Niederösterreich"
3381 location="Golling" region="Niederösterreich"
3382 location="Loosdorf" region="Niederösterreich"
3383 location="Hürm" region="Niederösterreich"
3384 location="Groß Sierning" region="Niederösterreich"
3385 location="Prinzersdorf" region="Niederösterreich"
3385 location="Prinzersdorf" region="Niederösterreich"
3386 location="Hafnerbach" region="Niederösterreich"
3390 location="Melk" region="Niederösterreich"
3392 location="Schönbühel an der Donau" region="Niederösterreich"
3393 location="Matzleinsdorf" region="Niederösterreich"
3394 location="Schönbühel-Aggsbach" region="Niederösterreich"
3400 location="Klosterneuburg" region="Niederösterreich"
3400 location="Klosterneuburg" region="Niederösterreich"
3413 location="Hintersdorf" region="Niederösterreich"
3420 location="Kritzendorf" region="Niederösterreich"
3421 location="Höflein an der Donau" region="Niederösterreich"
3422 location="Greifenstein" region="Niederösterreich"
3423 location="St. Andrä-Wördern" region="Niederösterreich"
3424 location="Zeiselmauer" region="Niederösterreich"
3425 location="Langenlebarn" region="Niederösterreich"
3426 location="Muckendorf-Wipfing" region="Niederösterreich"
3430 location="Tulln an der Donau" region="Niederösterreich"
3430 location="Tulln an der Donau" region="Niederösterreich"
3433 location="Königstetten" region="Niederösterreich"
3434 location="Tulbing" region="Niederösterreich"
3435 location="Zwentendorf an der Donau" region="Niederösterreich"
3441 location="Judenau" region="Niederösterreich"
3442 location="Langenrohr" region="Niederösterreich"
3443 location="Sieghartskirchen" region="Niederösterreich"
3443 location="Sieghartskirchen" region="Niederösterreich"
3451 location="Michelhausen" region="Niederösterreich"
3451 location="Michelhausen" region="Niederösterreich"
3452 location="Atzenbrugg" region="Niederösterreich"
3454 location="Sitzenberg-Reidling" region="Niederösterreich"
3454 location="Sitzenberg-Reidling" region="Niederösterreich"
3462 location="Absdorf" region="Niederösterreich"
3463 location="Stetteldorf am Wagram" region="Niederösterreich"
3464 location="Hausleiten" region="Niederösterreich"
