"id","parent_id","active","name","code","account_type","reconcile","non_trade","description","depreciation_model_id"
"l10n_pk_1250500","l10n_pk_group_125","True","Liquidity Transfer","1250500","asset_current","True","False","",""
"l10n_pk_2110100","l10n_pk_group_211","True","Payable to Suppliers","2110100","liability_payable","True","False","",""
"l10n_pk_2110200","l10n_pk_group_211","True","Salaries Payable","2110200","liability_current","True","False","",""
"l10n_pk_2110300","l10n_pk_group_211","True","Accrued Expenses","2110300","liability_current","False","False","",""
"l10n_pk_2110400","l10n_pk_group_211","True","Mark-up accrued","2110400","liability_current","True","False","",""
"l10n_pk_2110500","l10n_pk_group_211","True","Deferred revenue","2110500","liability_current","False","False","",""
"l10n_pk_2110600","l10n_pk_group_211","True","Point of Sales Rs.1 Fee","2110600","liability_current","True","True","",""
"l10n_pk_2110700","l10n_pk_group_211","True","Sales Tax Received","2110700","liability_current","False","False","",""
"l10n_pk_2110800","l10n_pk_group_211","True","Sales Tax Payable","2110800","liability_payable","True","True","",""
"l10n_pk_2111100","l10n_pk_group_211","True","Sales Withholding Tax Payable","2111100","liability_payable","True","True","",""
"l10n_pk_2111300","l10n_pk_group_211","True","Further Tax Received","2111300","liability_current","False","False","",""
"l10n_pk_2111400","l10n_pk_group_211","True","Further Tax Payable","2111400","liability_payable","True","True","",""
"l10n_pk_2111600","l10n_pk_group_211","True","Income tax Withholding Payable","2111600","liability_payable","True","True","",""
"l10n_pk_2120100","l10n_pk_group_212","True","Current Portion of Long Term Liabilities","2120100","liability_current","False","False","",""
"l10n_pk_2130100","l10n_pk_group_213","True","Provision for Employee Benefit","2130100","liability_current","False","False","",""
"l10n_pk_2130200","l10n_pk_group_213","True","Other Provision","2130200","liability_current","False","False","",""
"l10n_pk_2140100","l10n_pk_group_214","True","Unpaid Dividend","2140100","liability_current","False","False","",""
"l10n_pk_2150100","l10n_pk_group_215","True","Unclaimed Dividend","2150100","liability_current","False","False","",""
"l10n_pk_2160100","l10n_pk_group_216","True","Income tax liability","2160100","liability_current","False","True","",""
"l10n_pk_2210100","l10n_pk_group_221","True","Long-term Borrowings","2210100","liability_non_current","False","False","",""
"l10n_pk_2210200","l10n_pk_group_221","True","Liabilities Against Assets Subject to Finance Lease","2210200","liability_non_current","False","False","",""
"l10n_pk_2220100","l10n_pk_group_222","True","Deferred Tax","2220100","liability_non_current","False","False","",""
"l10n_pk_2230100","l10n_pk_group_223","True","Employee benefit","2230100","liability_non_current","False","False","",""
"l10n_pk_2240100","l10n_pk_group_224","True","Provision for warranties","2240100","liability_non_current","False","False","",""
"l10n_pk_3110100","l10n_pk_group_311","True","Issued, subscribed and paid up capital","3110100","equity","False","False","",""
"l10n_pk_3110200","l10n_pk_group_311","True","Discount on issue of shares","3110200","equity","False","False","",""
"l10n_pk_3120100","l10n_pk_group_312","True","Revaluation Surplus on Property and Equipment","3120100","equity","False","False","",""
"l10n_pk_3130100","l10n_pk_group_313","True","Undistributed Profits/Losses","3130100","equity_unaffected","False","False","",""
"l10n_pk_4110100","l10n_pk_group_4","True","Sales Income","4110100","income","False","False","",""
"l10n_pk_4110200","l10n_pk_group_4","True","Export Sales","4110200","income","False","False","",""
"l10n_pk_4110300","l10n_pk_group_4","True","Trade Discount","4110300","income","False","False","",""
"l10n_pk_5110100","l10n_pk_group_5","True","Cost of Goods Sold","5110100","expense_direct_cost","False","False","Expenses representing the direct cost of goods sold during the period.",""
"l10n_pk_5110200","l10n_pk_group_5","True","Carriage Inwards","5110200","expense_direct_cost","False","False","Costs for transporting goods purchased to the company's premises.",""
"l10n_pk_6110100","l10n_pk_group_611","True","Purchases","6110100","expense","False","False","Expenses for purchasing goods or materials for resale or production.",""
"l10n_pk_6110200","l10n_pk_group_611","True","Other Staff Benefits","6110200","expense","False","False","Company's personel costs excluding compensations, contributions and vouchers",""
"l10n_pk_6110300","l10n_pk_group_611","True","Salary and Wages","6110300","expense","False","False","Expenses for salaries, wages, and related employee compensation.",""
"l10n_pk_6110400","l10n_pk_group_611","True","Rent Rates and Taxes","6110400","expense","False","False","Rental fees related to your workplace",""
"l10n_pk_6110500","l10n_pk_group_611","True","Traveling and Conveyance","6110500","expense","False","False","Expenses incurred during business trips (Excluding Flights, Hotels, Daily expenses, public transportation)",""
"l10n_pk_6110600","l10n_pk_group_611","True","Vehicle Running Expenses","6110600","expense","False","False","Expenses made for the repair and maintenance of a vehicle",""
"l10n_pk_6110700","l10n_pk_group_611","True","Telephone and Internet","6110700","expense","False","False","Internet or phone bills incurred",""
"l10n_pk_6110800","l10n_pk_group_611","True","Electricity Fitting","6110800","expense","False","False","Costs for installing or maintaining electrical fittings and systems.",""
"l10n_pk_6110900","l10n_pk_group_611","True","Printing and Stationery","6110900","expense","False","False","Expenses for office stationery, printed materials, and supplies.",""
"l10n_pk_6111000","l10n_pk_group_611","True","Fee and Subscription","6111000","expense","False","False","Subscriptions to clubs and associations related to your business",""
"l10n_pk_6111100","l10n_pk_group_611","True","Legal and Professional Charges","6111100","expense","False","False","Bills from lawyers, fees paid to the justice system",""
"l10n_pk_6111200","l10n_pk_group_611","True","Office Consumables and Supplies","6111200","expense","False","False","Various supplies bought for your workplace or office, like pencils, paper etc",""
"l10n_pk_6111300","l10n_pk_group_611","True","Entertainment Expenses","6111300","expense","False","False","Expenses for business-related entertainment and hospitality.",""
"l10n_pk_6111400","l10n_pk_group_611","True","Repair and maintenance","6111400","expense","False","False","Services related to the maintenance of your worplace, like repair or cleaning fees",""
"l10n_pk_6111500","l10n_pk_group_611","True","Postage Expenses","6111500","expense","False","False","Costs for mailing, courier, and postal services.",""
"l10n_pk_6111600","l10n_pk_group_611","True","Canteen Expenses","6111600","expense","False","False","Expenses for providing meals or refreshments to employees.",""
"l10n_pk_6111700","l10n_pk_group_611","True","Bad Debts Written Off","6111700","expense","False","False","Losses from customer receivables determined to be uncollectible.",""
"l10n_pk_6111800","l10n_pk_group_611","True","Charity and Donations","6111800","expense","False","False","Expenses for charitable contributions and donations made by the company.",""
"l10n_pk_6111900","l10n_pk_group_611","True","Insurance","6111900","expense","False","False","Expenses for insurance premiums covering business operations or assets.",""
"l10n_pk_6112000","l10n_pk_group_611","True","Misc Expenses","6112000","expense","False","False","Expenses for minor or infrequent costs not classified elsewhere.",""
"l10n_pk_6112100","l10n_pk_group_611","True","Auditor's Remuneration","6112100","expense","False","False","Bills from your accountant or accounting firm",""
"l10n_pk_6112200","l10n_pk_group_611","True","Electricity Expenses","6112200","expense","False","False","Bills from your water and energy suppliers",""
"l10n_pk_6112300","l10n_pk_group_611","True","Raw Materials","6112300","expense","False","False","All goods purchased as raw materials used by your activity",""
"l10n_pk_6112400","l10n_pk_group_611","True","Consumables","6112400","expense","False","False","Consumables bought and used in the context of your activity",""
"l10n_pk_6112500","l10n_pk_group_611","True","Studies & Works","6112500","expense","False","False","Compensation and fees paid to other parties",""
"l10n_pk_6112600","l10n_pk_group_611","True","General Subcontracting","6112600","expense","False","False","Compensation and fees with other partners that act as subcontractors or consultants for your activity",""
"l10n_pk_6112700","l10n_pk_group_611","True","Goods for Resale","6112700","expense","False","False","Goods you buy to resale later, as part of your activity",""
"l10n_pk_6112800","l10n_pk_group_611","True","Vehicle Rent","6112800","expense","False","False","Rental of cars, including shared services, but excluding leasing",""
"l10n_pk_6112900","l10n_pk_group_611","True","Office Services","6112900","expense","False","False","All expenses made for your office or workplace that are not material goods",""
"l10n_pk_6113000","l10n_pk_group_611","True","Fuel","6113000","expense","False","False","All fuel expenses for a car",""
"l10n_pk_6113100","l10n_pk_group_611","True","Software","6113100","expense","False","False","Licenses or computer services (like repairs or upgrades)",""
"l10n_pk_6113200","l10n_pk_group_611","True","Administration Fees","6113200","expense","False","False","Services incurred for the administration of your business (excluding supplies)",""
"l10n_pk_6113300","l10n_pk_group_611","True","Fire Insurance","6113300","expense","False","False","Fees related to insurance to protect your property (building and content) against fire or other natural catastrophies",""
"l10n_pk_6113400","l10n_pk_group_611","True","Professional Insurance","6113400","expense","False","False","All fees related to insurance taken in the context of your business",""
"l10n_pk_6113500","l10n_pk_group_611","True","Legal Protection Insurance","6113500","expense","False","False","Insurance against legal costs incurred in the context of your activity",""
"l10n_pk_6113600","l10n_pk_group_611","True","Professional Liability Insurance","6113600","expense","False","False","Insurance for damage caused to third parties",""
"l10n_pk_6113700","l10n_pk_group_611","True","Flights","6113700","expense","False","False","All expenses related to travel by plane",""
"l10n_pk_6113800","l10n_pk_group_611","True","Hotels","6113800","expense","False","False","Hotel or B&B bills incurred during business trips",""
"l10n_pk_6113900","l10n_pk_group_611","True","Public Transportation","6113900","expense","False","False","Travel expenses done using public transportation (metro, bus, tramways, ...)",""
"l10n_pk_6114000","l10n_pk_group_611","True","Business Gift","6114000","expense","False","False","Business gifts to clients over 16,000+ PKR",""
"l10n_pk_6114100","l10n_pk_group_611","True","Employee Compensation","6114100","expense","False","False","Compensation costs for employees and manual workers employed by the company",""
"l10n_pk_6114200","l10n_pk_group_611","True","Bar & Restaurant","6114200","expense","False","False","Expenses incurred when eating or drinking at bars or restaurants",""
"l10n_pk_6114300","l10n_pk_group_611","True","Food: Reception & Delivery","6114300","expense","False","False","Food or drinks incurred outside of bars or restaurants, like receptions, canteen and food delivery, etc",""
"l10n_pk_6114400","l10n_pk_group_611","True","Training & Documentation","6114400","expense","False","False","Training fees not including food and drinks",""
"l10n_pk_6114500","l10n_pk_group_611","True","Social Security","6114500","expense","False","False","All fees related to pension plans and social security contributions",""
"l10n_pk_6114600","l10n_pk_group_611","True","Property Tax","6114600","expense","False","False","Local taxes that have to paid due to the ownership of property",""
"l10n_pk_6114700","l10n_pk_group_611","True","Import Fees","6114700","expense","False","False","Customs fees incurred while importing goods from outside of the European Union",""
"l10n_pk_6210100","l10n_pk_group_621","True","Advertisement and Marketing","6210100","expense","False","False","Publicity fees for your activity, including promotional material",""
"l10n_pk_6210200","l10n_pk_group_621","True","Sample Expense","6210200","expense","False","False","Expenses for products or samples distributed for marketing or promotion.",""
"l10n_pk_6210300","l10n_pk_group_621","True","Commission on Sales","6210300","expense","False","False","Expenses for sales commissions paid to agents or representatives.",""
"l10n_pk_6210400","l10n_pk_group_621","True","Freight Outward","6210400","expense","False","False","Costs for delivering goods sold to customers.",""
"l10n_pk_6310100","l10n_pk_group_631","True","Bank Charges and Commission","6310100","expense","False","False","Nasty charges and interests from your bank",""
"l10n_pk_6310200","l10n_pk_group_631","True","Foreign Exchange Difference Loss","6310200","expense","False","False","Gains or losses from currency exchange rate fluctuations.",""
"l10n_pk_6410100","l10n_pk_group_641","True","Income Tax Expense","6410100","expense","False","False","Taxes levied on the company's taxable income.",""
"l10n_pk_7110100","l10n_pk_group_7","True","Misc Income","7110100","income_other","False","False","",""
"l10n_pk_7110200","l10n_pk_group_7","True","Bank Profit","7110200","income_other","False","False","",""
"l10n_pk_7110300","l10n_pk_group_7","True","Cash Discount Gain","7110300","income_other","False","False","",""
"l10n_pk_7110400","l10n_pk_group_7","True","Cash Difference Gain","7110400","income_other","False","False","",""
"l10n_pk_7110500","l10n_pk_group_7","True","Employee Fine","7110500","income_other","False","False","",""
"l10n_pk_7110600","l10n_pk_group_7","True","Foreign Exchange Difference Gain","7110600","income_other","False","False","",""
"l10n_pk_8110300","l10n_pk_group_811","True","Depreciation of Installations","8110300","expense_depreciation","False","False","Expenses for depreciating installation-related assets over their useful life.",""
"l10n_pk_8110500","l10n_pk_group_811","True","Depreciation of Furniture & Fixture","8110500","expense_depreciation","False","False","Expenses for depreciating office furniture and equipment over their useful life.",""
"l10n_pk_8110700","l10n_pk_group_811","True","Depreciation Buildings","8110700","expense_depreciation","False","False","",""
"l10n_pk_8110900","l10n_pk_group_811","True","Depreciation of Plant and Machinery","8110900","expense_depreciation","False","False","Expenses for depreciating machinery and tools over their useful life.",""
"l10n_pk_8111300","l10n_pk_group_811","True","Depreciation - IT Equipment","8111300","expense_depreciation","False","False","Expenses for depreciating computer hardware and software over their useful life.",""
"l10n_pk_8111400","l10n_pk_group_811","True","Depreciation - Tools and Equipment","8111400","expense_depreciation","False","False","",""
"l10n_pk_8111500","l10n_pk_group_811","True","Depreciation of Motor Vehicles","8111500","expense_depreciation","False","False","Expenses for depreciating motor vehicles over their useful life.",""
"l10n_pk_8111700","l10n_pk_group_811","True","Depreciation of Vehicle Accessories","8111700","expense_depreciation","False","False","Expenses for depreciating vehicle accessories over their useful life.",""
"l10n_pk_8120100","l10n_pk_group_812","True","Amortization - Software and ERP System","8120100","expense_depreciation","False","False","",""
"l10n_pk_8130100","l10n_pk_group_813","True","Cash Discount Loss","8130100","expense_other","False","False","Reductions in revenue from discounts granted for early payments.",""
"l10n_pk_8130200","l10n_pk_group_813","True","Cash Difference Loss","8130200","expense_other","False","False","Losses from cash count differences and unexplained variances.",""
"account_journal_payment_debit_account_id","l10n_pk_group_125","True","Outstanding Receipts","1250200","asset_current","True","False","",""
"account_journal_payment_credit_account_id","l10n_pk_group_125","True","Outstanding Payments","1250300","asset_current","True","False","",""
