id,name,chart_template_id/id,code,user_type_id/id,reconcile
egy_account_104028,Prepaid Employees Housing,l10n_eg.egypt_chart_template_standard,104028,account.data_account_type_current_assets,False
egy_account_104029,Prepaid Schooling Fees,l10n_eg.egypt_chart_template_standard,104029,account.data_account_type_current_assets,False
egy_account_104030,Prepaid Consultancy Fees,l10n_eg.egypt_chart_template_standard,104030,account.data_account_type_current_assets,False
egy_account_104031,Prepaid Legal Fees,l10n_eg.egypt_chart_template_standard,104031,account.data_account_type_current_assets,False
egy_account_104033,PrePaid Advertisement Expenses,l10n_eg.egypt_chart_template_standard,104033,account.data_account_type_current_assets,False
egy_account_104034,Prepaid Bank Guarantee,l10n_eg.egypt_chart_template_standard,104034,account.data_account_type_current_assets,False
egy_account_104035,Other Prepayments,l10n_eg.egypt_chart_template_standard,104035,account.data_account_type_current_assets,False
egy_account_104036,Prepaid Finance charge for Loans,l10n_eg.egypt_chart_template_standard,104036,account.data_account_type_current_assets,False
egy_account_104037,Deposit - Office Rent,l10n_eg.egypt_chart_template_standard,104037,account.data_account_type_current_assets,False
egy_account_104038,Deposits - Customs,l10n_eg.egypt_chart_template_standard,104038,account.data_account_type_current_assets,False
egy_account_104040,Deposit Others,l10n_eg.egypt_chart_template_standard,104040,account.data_account_type_current_assets,False
egy_account_104041,VAT Input,l10n_eg.egypt_chart_template_standard,104041,account.data_account_type_current_assets,False
egy_account_104042,WH tax Advance with Customers - On behalf of my company,l10n_eg.egypt_chart_template_standard,104042,account.data_account_type_current_assets,False
egy_account_105003,Outstanding Payments,l10n_eg.egypt_chart_template_standard,105003,account.data_account_type_current_assets,False
egy_account_106001,Leasehold Improvement,l10n_eg.egypt_chart_template_standard,106001,account.data_account_type_current_assets,False
egy_account_106002,Furniture and Equipment,l10n_eg.egypt_chart_template_standard,106002,account.data_account_type_fixed_assets,False
egy_account_106003,Computer Hardware & Software,l10n_eg.egypt_chart_template_standard,106003,account.data_account_type_fixed_assets,False
egy_account_106004,Motor Vehicles,l10n_eg.egypt_chart_template_standard,106004,account.data_account_type_fixed_assets,False
egy_account_106006,Amortisation on Leasehold Improvement,l10n_eg.egypt_chart_template_standard,106006,account.data_account_type_current_assets,False
egy_account_106007,Acc.Deprn.of Furniture & Office Equipment,l10n_eg.egypt_chart_template_standard,106007,account.data_account_type_current_assets,False
egy_account_106008,Acc. Deprn.Computer Hardware & Software,l10n_eg.egypt_chart_template_standard,106008,account.data_account_type_current_assets,False
egy_account_106009,Acc. Depreciation of Motor Vehicles,l10n_eg.egypt_chart_template_standard,106009,account.data_account_type_current_assets,False
egy_account_106010,Registration of Trademarks,l10n_eg.egypt_chart_template_standard,106010,account.data_account_type_current_assets,False
egy_account_106011,Computer Card Renewal,l10n_eg.egypt_chart_template_standard,106011,account.data_account_type_current_assets,False
egy_account_201001,Bank Suspense Account,l10n_eg.egypt_chart_template_standard,201001,account.data_account_type_current_liabilities,False
egy_account_201002,Payables,l10n_eg.egypt_chart_template_standard,201002,account.data_account_type_payable,True
egy_account_201003,Credit Notes to Customers,l10n_eg.egypt_chart_template_standard,201003,account.data_account_type_current_liabilities,False
egy_account_201004,Accrued - Salaries,l10n_eg.egypt_chart_template_standard,201004,account.data_account_type_current_liabilities,False
egy_account_201005,Leave Tickets Provision,l10n_eg.egypt_chart_template_standard,201005,account.data_account_type_current_liabilities,False
egy_account_201006,Leave Days Provision,l10n_eg.egypt_chart_template_standard,201006,account.data_account_type_current_liabilities,False
egy_account_201007,Accrued - Commissions,l10n_eg.egypt_chart_template_standard,201007,account.data_account_type_current_liabilities,False
egy_account_201008,Accrued Salaries Increment,l10n_eg.egypt_chart_template_standard,201008,account.data_account_type_current_liabilities,False
egy_account_201009,Accrued-Staff Bonus,l10n_eg.egypt_chart_template_standard,201009,account.data_account_type_current_liabilities,False
egy_account_201010,Accrued Other Personnel Cost,l10n_eg.egypt_chart_template_standard,201010,account.data_account_type_current_liabilities,False
egy_account_201011,Accrued - Utilities,l10n_eg.egypt_chart_template_standard,201011,account.data_account_type_current_liabilities,False
egy_account_201012,Accrued - Telephone,l10n_eg.egypt_chart_template_standard,201012,account.data_account_type_current_liabilities,False
egy_account_201013,Accrued - Sponsorship,l10n_eg.egypt_chart_template_standard,201013,account.data_account_type_current_liabilities,False
egy_account_201014,Accrued - Audit Fees,l10n_eg.egypt_chart_template_standard,201014,account.data_account_type_current_liabilities,False
egy_account_201015,Accrued - Office Rent,l10n_eg.egypt_chart_template_standard,201015,account.data_account_type_current_liabilities,False
egy_account_201016,Accrued Others,l10n_eg.egypt_chart_template_standard,201016,account.data_account_type_current_liabilities,False
egy_account_201017,VAT Output,l10n_eg.egypt_chart_template_standard,201017,account.data_account_type_current_liabilities,False
egy_account_201018,Deferred income,l10n_eg.egypt_chart_template_standard,201018,account.data_account_type_current_liabilities,False
egy_account_201020,WHTax Payable - On behalf of suppliers,l10n_eg.egypt_chart_template_standard,201020,account.data_account_type_current_liabilities,False
egy_account_201021,Legal Reserve,l10n_eg.egypt_chart_template_standard,201021,account.data_account_type_current_liabilities,False
egy_account_201022,Taxes Provision,l10n_eg.egypt_chart_template_standard,201022,account.data_account_type_current_liabilities,False
egy_account_201023,Customer Provision,l10n_eg.egypt_chart_template_standard,201023,account.data_account_type_current_liabilities,False
egy_account_201024,Schedule Tax collected & payable,l10n_eg.egypt_chart_template_standard,201024,account.data_account_type_current_liabilities,False
egy_account_201025,Stamp Tax payable,l10n_eg.egypt_chart_template_standard,201025,account.data_account_type_current_liabilities,False
egy_account_201026,Social Contribution - Payable to authorities,l10n_eg.egypt_chart_template_standard,201026,account.data_account_type_current_liabilities,False
egy_account_201027,Income Tax payable to Authority - Deducted from employee's salaries,l10n_eg.egypt_chart_template_standard,201027,account.data_account_type_current_liabilities,False
egy_account_202001,End of Service Provision,l10n_eg.egypt_chart_template_standard,202001,account.data_account_type_non_current_liabilities,False
egy_account_202002,Reservations,l10n_eg.egypt_chart_template_standard,202002,account.data_account_type_non_current_liabilities,False
egy_account_202003,VAT Payable,l10n_eg.egypt_chart_template_standard,202003,account.data_account_type_non_current_liabilities,False
egy_account_400001,Cost of Goods Sold in Trading,l10n_eg.egypt_chart_template_standard,400001,account.data_account_type_direct_costs,False
egy_account_400002,Cost Of Goods Sold I/C Sales,l10n_eg.egypt_chart_template_standard,400002,account.data_account_type_direct_costs,False
egy_account_400003,Basic Salary,l10n_eg.egypt_chart_template_standard,400003,account.data_account_type_expenses,False
egy_account_400004,Housing Allowance,l10n_eg.egypt_chart_template_standard,400004,account.data_account_type_expenses,False
egy_account_400005,Transportation Allowance,l10n_eg.egypt_chart_template_standard,400005,account.data_account_type_expenses,False
egy_account_400006,Leave Ticket,l10n_eg.egypt_chart_template_standard,400006,account.data_account_type_expenses,False
egy_account_400007,Leave Salary,l10n_eg.egypt_chart_template_standard,400007,account.data_account_type_expenses,False
egy_account_400008,End Of Service Indemnity,l10n_eg.egypt_chart_template_standard,400008,account.data_account_type_expenses,False
egy_account_400009,Medical Insurance,l10n_eg.egypt_chart_template_standard,400009,account.data_account_type_expenses,False
egy_account_400010,Life Insurance,l10n_eg.egypt_chart_template_standard,400010,account.data_account_type_expenses,False
egy_account_400011,Sales Commission,l10n_eg.egypt_chart_template_standard,400011,account.data_account_type_expenses,False
egy_account_400012,Staff Other Allowances,l10n_eg.egypt_chart_template_standard,400012,account.data_account_type_expenses,False
egy_account_400013,Uniform,l10n_eg.egypt_chart_template_standard,400013,account.data_account_type_expenses,False
egy_account_400014,Visa Expenses,l10n_eg.egypt_chart_template_standard,400014,account.data_account_type_expenses,False
egy_account_400015,Personnel Cost Others,l10n_eg.egypt_chart_template_standard,400015,account.data_account_type_expenses,False
egy_account_400016,Office Rent,l10n_eg.egypt_chart_template_standard,400016,account.data_account_type_expenses,False
egy_account_400017,Warehouse Rent,l10n_eg.egypt_chart_template_standard,400017,account.data_account_type_expenses,False
egy_account_400018,Water & Electricity,l10n_eg.egypt_chart_template_standard,400018,account.data_account_type_expenses,False
egy_account_400019,Other Utility Cahrges,l10n_eg.egypt_chart_template_standard,400019,account.data_account_type_expenses,False
egy_account_400020,Telephone,l10n_eg.egypt_chart_template_standard,400020,account.data_account_type_expenses,False
egy_account_400021,Courrier,l10n_eg.egypt_chart_template_standard,400021,account.data_account_type_expenses,False
egy_account_400022,Web Site Hosting Fees,l10n_eg.egypt_chart_template_standard,400022,account.data_account_type_expenses,False
egy_account_400023,Others - Communication,l10n_eg.egypt_chart_template_standard,400023,account.data_account_type_expenses,False
egy_account_400024,Air tickets,l10n_eg.egypt_chart_template_standard,400024,account.data_account_type_expenses,False
egy_account_400025,Hotel,l10n_eg.egypt_chart_template_standard,400025,account.data_account_type_expenses,False
egy_account_400026,Meals,l10n_eg.egypt_chart_template_standard,400026,account.data_account_type_expenses,False
egy_account_400027,Per Diem,l10n_eg.egypt_chart_template_standard,400027,account.data_account_type_expenses,False
egy_account_400028,Others,l10n_eg.egypt_chart_template_standard,400028,account.data_account_type_expenses,False
egy_account_400029,Audit Fees,l10n_eg.egypt_chart_template_standard,400029,account.data_account_type_expenses,False
egy_account_400031,Legal fees,l10n_eg.egypt_chart_template_standard,400031,account.data_account_type_expenses,False
egy_account_400032,Trade License Fees,l10n_eg.egypt_chart_template_standard,400032,account.data_account_type_expenses,False
egy_account_400033,Others - Professional Fees,l10n_eg.egypt_chart_template_standard,400033,account.data_account_type_expenses,False
egy_account_400034,Other - Advertising Expenses,l10n_eg.egypt_chart_template_standard,400034,account.data_account_type_expenses,False
egy_account_400035,Write Off Receivables & Payables,l10n_eg.egypt_chart_template_standard,400035,account.data_account_type_expenses,False
egy_account_400036,Write Off Inventory,l10n_eg.egypt_chart_template_standard,400036,account.data_account_type_expenses,False
egy_account_400037,Amortisation of Preoperating Expenses,l10n_eg.egypt_chart_template_standard,400037,account.data_account_type_expenses,False
egy_account_400038,Cash Shortage,l10n_eg.egypt_chart_template_standard,400038,account.data_account_type_expenses,False
egy_account_400039,Others - Provision & Write off,l10n_eg.egypt_chart_template_standard,400039,account.data_account_type_expenses,False
egy_account_400040,Insurance,l10n_eg.egypt_chart_template_standard,400040,account.data_account_type_expenses,False
egy_account_400041,Training,l10n_eg.egypt_chart_template_standard,400041,account.data_account_type_expenses,False
egy_account_400042,Maintenance,l10n_eg.egypt_chart_template_standard,400042,account.data_account_type_expenses,False
egy_account_400043,Security & Guard,l10n_eg.egypt_chart_template_standard,400043,account.data_account_type_expenses,False
egy_account_400044,Cleaning,l10n_eg.egypt_chart_template_standard,400044,account.data_account_type_expenses,False
egy_account_400045,Subscriptions,l10n_eg.egypt_chart_template_standard,400045,account.data_account_type_expenses,False
egy_account_400046,Gifts & Donations,l10n_eg.egypt_chart_template_standard,400046,account.data_account_type_expenses,False
egy_account_400047,Kitchen and Buffet Expenses,l10n_eg.egypt_chart_template_standard,400047,account.data_account_type_expenses,False
egy_account_400048,Vehicle Expenses,l10n_eg.egypt_chart_template_standard,400048,account.data_account_type_expenses,False
egy_account_400049,Convoyance Expenses,l10n_eg.egypt_chart_template_standard,400049,account.data_account_type_expenses,False
egy_account_400050,Others - Office Various Expenses,l10n_eg.egypt_chart_template_standard,400050,account.data_account_type_expenses,False
egy_account_400051,Other Bank Charges,l10n_eg.egypt_chart_template_standard,400051,account.data_account_type_expenses,False
egy_account_400052,Loss On Fixed Assets Disposal,l10n_eg.egypt_chart_template_standard,400052,account.data_account_type_expenses,False
egy_account_400053,Loss on Difference on Exchange,l10n_eg.egypt_chart_template_standard,400053,account.data_account_type_expenses,False
egy_account_400054,Disposal of Business Branch,l10n_eg.egypt_chart_template_standard,400054,account.data_account_type_expenses,False
egy_account_400055,Income Tax,l10n_eg.egypt_chart_template_standard,400055,account.data_account_type_expenses,False
egy_account_400056,Previous Year Adjustments Account,l10n_eg.egypt_chart_template_standard,400056,account.data_account_type_expenses,False
egy_account_400057,Other Non Operating Expenses,l10n_eg.egypt_chart_template_standard,400057,account.data_account_type_expenses,False
egy_account_400058,Credit Card Charges,l10n_eg.egypt_chart_template_standard,400058,account.data_account_type_expenses,False
egy_account_400059,Bank Finance & Loan Charges,l10n_eg.egypt_chart_template_standard,400059,account.data_account_type_expenses,False
egy_account_400060,Air Miles Card Charges,l10n_eg.egypt_chart_template_standard,400060,account.data_account_type_expenses,False
egy_account_400061,Credit Card Swipe Charges,l10n_eg.egypt_chart_template_standard,400061,account.data_account_type_expenses,False
egy_account_400062,PayPal Charges,l10n_eg.egypt_chart_template_standard,400062,account.data_account_type_expenses,False
egy_account_400063,Amortization on Leasehold Improvement,l10n_eg.egypt_chart_template_standard,400063,account.data_account_type_expenses,False
egy_account_400064,Depreciation Of Furniture & Office Equipment,l10n_eg.egypt_chart_template_standard,400064,account.data_account_type_expenses,False
egy_account_400065,Depreciation Of Computer Hard & Soft,l10n_eg.egypt_chart_template_standard,400065,account.data_account_type_expenses,False
egy_account_400066,Depreciation Of Motor Vehicles,l10n_eg.egypt_chart_template_standard,400066,account.data_account_type_expenses,False
egy_account_400067,Consultancy Fees,l10n_eg.egypt_chart_template_standard,400067,account.data_account_type_expenses,False
egy_account_400068,Provision for Doubtful Debts,l10n_eg.egypt_chart_template_standard,400068,account.data_account_type_expenses,False
egy_account_400069,Closing Account,l10n_eg.egypt_chart_template_standard,400069,account.data_account_type_expenses,False
egy_account_400070,Depreciation on right of use asset (IFRS 16),l10n_eg.egypt_chart_template_standard,400070,account.data_account_type_expenses,False
egy_account_400072,Interest Expense,l10n_eg.egypt_chart_template_standard,400072,account.data_account_type_expenses,False
egy_account_400074,Bad Debts,l10n_eg.egypt_chart_template_standard,400074,account.data_account_type_expenses,False
egy_account_400075,Schedule Tax Expense,l10n_eg.egypt_chart_template_standard,400075,account.data_account_type_expenses,False
egy_account_400076,WH Tax Expense,l10n_eg.egypt_chart_template_standard,400076,account.data_account_type_expenses,False
egy_account_400077,Stamp tax expense,l10n_eg.egypt_chart_template_standard,400077,account.data_account_type_expenses,False
egy_account_400078,Social Contibution - Company portion expense,l10n_eg.egypt_chart_template_standard,400078,account.data_account_type_expenses,False
egy_account_500001,Sales Account,l10n_eg.egypt_chart_template_standard,500001,account.data_account_type_revenue,False
egy_account_500002,Sales of I/C,l10n_eg.egypt_chart_template_standard,500002,account.data_account_type_revenue,False
egy_account_500003,Management Consultancy Fees,l10n_eg.egypt_chart_template_standard,500003,account.data_account_type_revenue,False
egy_account_500004,Sales from Other Region,l10n_eg.egypt_chart_template_standard,500004,account.data_account_type_revenue,False
egy_account_500005,Advertising Income,l10n_eg.egypt_chart_template_standard,500005,account.data_account_type_revenue,False
egy_account_500006,Branding Income,l10n_eg.egypt_chart_template_standard,500006,account.data_account_type_revenue,False
egy_account_500007,Space Rental Income,l10n_eg.egypt_chart_template_standard,500007,account.data_account_type_revenue,False
egy_account_500008,Service Income,l10n_eg.egypt_chart_template_standard,500008,account.data_account_type_revenue,False
egy_account_500009,Interest Revenue,l10n_eg.egypt_chart_template_standard,500009,account.data_account_type_revenue,False
egy_account_500010,Capital Gain,l10n_eg.egypt_chart_template_standard,500010,account.data_account_type_revenue,False
egy_account_500011,Gain On Difference Of Exchange,l10n_eg.egypt_chart_template_standard,500011,account.data_account_type_revenue,False
egy_account_500013,Other Income,l10n_eg.egypt_chart_template_standard,500013,account.data_account_type_revenue,False
egy_account_999001,Cash Difference Loss,l10n_eg.egypt_chart_template_standard,999001,account.data_account_type_expenses,False
egy_account_999002,Cash Difference Gain,l10n_eg.egypt_chart_template_standard,999002,account.data_account_type_revenue,False
egy_account_999999,Undistributed Profits/Losses,l10n_eg.egypt_chart_template_standard,999999,account.data_unaffected_earnings,False
