"id","code","name","account_type","tag_ids","reconcile","name@nb_NO"
"chart2442","2442","Uninvoiced goods received","liability_current","","False","Ikke fakturerte mottatte varer"
"chart2460","2460","Accounts payable to companies in the same group","liability_payable","","True","Leverandørgjeld til selskap i samme konsern"
"chart2490","2490","Accrued living debt, goods received","liability_current","","False","Påløpt lev.gjeld, mottatte varer"
"chart2491","2491","Bills of exchange","liability_current","","False","Vekselgjeld"
"chart2500","2500","Deferred tax payable, not offset","liability_current","","False","Avsatt betalbar skatt, ikke utlignet"
"chart2510","2510","Payable tax, offset","liability_current","","False","Betalbar skatt, utlignet"
"chart2530","2530","Tax refund according to the Tax Act §31 subsection 5","liability_current","","False","Refusjon skatt etter Skatteloven §31 5. ledd"
"chart2540","2540","Advance tax","liability_current","","False","Forhåndsskatt"
"chart2600","2600","Advance payments","liability_current","","False","Forskuddstrekk"
"chart2610","2610","Additional features","liability_current","","False","Påleggstrekk"
"chart2620","2620","Contribution deduction","liability_current","","False","Bidragstrekk"
"chart2630","2630","Social security benefits","liability_current","","False","Trygdetrekk"
"chart2640","2640","Insurance coverage","liability_current","","False","Forsikringstrekk"
"chart2650","2650","Union dues deducted","liability_current","","False","Trukket fagforeningskontigent"
"chart2690","2690","Second move","liability_current","","False","Andre trekk"
"chart2700","2700","Output VAT","liability_current","","False","Utgående merverdiavgift"
"chart2701","2701","Outbound VAT high rate","liability_current","","False","Utgående merverdiavgift høy sats"
"chart2702","2702","Outgoing VAT buy earn. from abroad","liability_current","","False","Utgående merverdiavgift kjøp tjen. fra utlandet"
"chart2703","2703","Outgoing value added tax medium rate","liability_current","","False","Utgående merverdiavgift middels sats"
"chart2704","2704","Outbound VAT low rate","liability_current","","False","Utgående merverdiavgift lav sats"
"chart2710","2710","Input VAT","liability_current","","False","Inngående merverdiavgift"
"chart2711","2711","Input VAT high rate","liability_current","","False","Inngående merverdiavgift høy sats"
"chart2712","2712","Incoming VAT buy earn. from abroad","liability_current","","False","Inngående merverdiavgift kjøp tjen. fra utlandet"
"chart2713","2713","Input VAT medium rate","liability_current","","False","Inngående merverdiavgift middels sats"
"chart2714","2714","Input VAT low rate","liability_current","","False","Inngående merverdiavgift lav sats"
"chart2727","2727","Output VAT, buy goods from abroad, high rate","liability_current","","False","Utgående mva, kjøp varer fra utlandet, høy sats"
"chart2728","2728","Outbound VAT, buy goods from abroad, medium rate","liability_current","","False","Utgående mva, kjøp varer fra utlandet, middels sats"
"chart2740","2740","Settlement Account VAT","liability_current","","False","Oppgjørskonto merverdiavgift"
"chart2741","2741","Input VAT, buy goods from abroad, high rate","liability_current","","False","Inngående mva, kjøp varer fra utlandet, høy sats"
"chart2742","2742","Input VAT, buy goods from abroad, medium rate","liability_current","","False","Inngående mva, kjøp varer fra utlandet, middels sats"
"chart2745","2745","Basis outgoing VAT purchase of services abroad","liability_current","","False","Grunnlag utgående mva kjøp av tjenester utland"
"chart2746","2746","Offsetting account basis for purchase of services abroad","liability_current","","False","Motkonto grunnlag kjøp av tjenester utland"
"chart2761","2761","Basic import goods, high rate","liability_current","","False","Grunnlag innførsel varer, høy sats"
"chart2762","2762","Counter account basis import goods, high rate","liability_current","","False","Motkonto grunnlag innførsel varer, høy sats"
"chart2763","2763","Basic import goods, medium rate","liability_current","","False","Grunnlag innførsel varer, middels sats"
"chart2764","2764","Counter account basis import goods, medium rate","liability_current","","False","Motkonto grunnlag innførsel varer, middels sats"
"chart2765","2765","Basic import goods, no VAT","liability_current","","False","Grunnlag innførsel varer, ingen mva"
"chart2766","2766","Counter account basis import goods, no VAT","liability_current","","False","Motkonto grunnlag innførsel varer, ingen mva"
"chart2770","2770","Obliged employer's tax","liability_current","","False","Skyldig arbeidsgiveravgift"
"chart2780","2780","Accrued employer's tax","liability_current","","False","Påløpt arbeidsgiveravgift"
"chart2781","2781","Employer's tax accrued on holidays","liability_current","","False","Arb.giv.avg. pål. feriep."
"chart2785","2785","Accrued employer contribution holiday pay","liability_current","","False","Påløpt arbeidsgiveravgift ferielønn"
"chart2790","2790","Others public charges","liability_current","","False","Andre offentlige avgifter"
"chart2800","2800","Allocated dividend","liability_current","","False","Avsatt utbytte"
"chart2900","2900","Advance from customers","liability_current","","False","Forskudd fra kunder"
"chart2902","2902","Advance customer gift cards","liability_current","","False","Forskudd kunder gavekort"
"chart2903","2903","Advance customer allowance","liability_current","","False","Forskudd kunder tilgodelapp"
"chart2910","2910","Debt to employees and owners","liability_current","","False","Gjeld til ansatte og eiere"
"chart2920","2920","Debt to companies in the same group","liability_current","","False","Gjeld til selskap i samme konsern"
"chart2930","2930","Payment","liability_current","","False","Lønn"
"chart2940","2940","Vacation money","liability_current","","False","Feriepenger"
"chart2950","2950","Accrued interest","liability_current","","False","Påløpte renter"
"chart2960","2960","Accrued costs and advance payment. deposit","liability_current","","False","Påløpte kostn. og forskuddsbet. inskudd"
"chart2970","2970","Unearned income, provision","liability_current","","False","Uopptjent inntekt , avsetning"
"chart2980","2980","Provisions and liabilities","liability_current","","False","Avsetninger og forpliktelser"
"chart2990","2990","Other short-term debt","liability_current","","False","Annen kortsiktig gjeld"
"chart3000","3000","Revenue from sales of merchandise tax pl. high rate","income","account.account_tag_operating","False","Salgsinntekt handelsvarer avgiftspl. høy sats"
"chart3010","3010","Sales revenue own. goods tax pl. high rate","income","account.account_tag_operating","False","Salgsinntekt egentilv. varer avgiftspl. høy sats"
"chart3020","3020","Sales revenue services taxable high rate","income","","False","Salgsinntekt tjenester avgiftspl. høy sats"
"chart3030","3030","Sales revenue of merchandise excl. tax. medium rate","income","","False","Salgsinntekt handelsvarer avgiftpl. middels sats"
"chart3035","3035","Raw materials and purchased semi-finished products","income","","False","Råvarer og innkjøpte halvfabrikata"
"chart3040","3040","Sales revenue own. goods tax plus medium rate","income","","False","Salgsinntekt egentilv. varer avgiftpl middels sats"
"chart3050","3050","Sales income services taxable low rate","income","","False","Salgsinntekter tjenester avgiftspl. lav sats"
"chart3060","3060","Withdrawal of goods subject to tax at a high rate","income","","False","Uttak av varer avgiftspliktig høy sats"
"chart3061","3061","Withdrawal of goods, subject to tax, high rate","income","","False","Uttak av varer, avgiftspliktig, høy sats"
"chart3062","3062","Withdrawal of goods, deposit required, medium rate","income","","False","Uttak av varer, avg.pliktig, middels sats"
"chart3063","3063","Withdrawal of goods subject to tax medium rate","income","","False","Uttak av varer avgiftspliktig middels sats"
"chart3070","3070","Withdrawal of services subject to tax at a high rate","income","","False","Uttak av tjenester avgiftspliktig høy sats"
"chart3071","3071","Withdrawal of services, chargeable, high rate","income","","False","Uttak av tjenester, avgiftspliktig, høy sats"
"chart3074","3074","Withdrawal of services subject to tax at a low rate","income","","False","Uttak av tjenester avgiftspliktig lav sats"
"chart3080","3080","Discounts and other sales income, taxable","income","","False","Rabatter og annen salgsinntektsred., avgiftspl."
"chart3090","3090","Refundable expenses at the buyer's expense, taxable","income","","False","Refunderbare utlegg for kjøpers regning, avgiftspl"
"chart3095","3095","Uninvoiced turnover","income","","False","Ikke fakturert omsetning"
"chart3096","3096","Invoiced but not delivered","income","","False","Fakturert men ikke levert"
"chart3100","3100","Revenue from the sale of merchandise tax-free","income","account.account_tag_operating","False","Salgsinntekt handelsvarer avgiftsfri"
"chart3105","3105","Sales revenue merchandise, export, tax-free","income","","False","Salgsinntekt handelsvarer, utførsel, avgiftsfri"
"chart3110","3110","Sales revenue self-made goods tax-free","income","account.account_tag_operating","False","Salgsinntekt egentilvirkede varer avgiftsfri"
"chart3120","3120","Sales revenue services tax-free","income","account.account_tag_operating","False","Salgsinntekt tjenester avgiftsfri"
"chart3125","3125","Sales revenue services, export, duty-free","income","","False","Salgsinntekt tjenester, utførsel, avgiftsfri"
"chart3160","3160","Withdrawal of goods free of charge","income","account.account_tag_operating","False","Uttak av varer avgiftsfritt"
"chart3170","3170","Withdrawal of services, free of charge","income","","False","Uttak av tjenester, avgiftsfritt"
"chart3180","3180","Discounts and others sales revenue reduction tax-free","income","","False","Rabatter og andre salgsinntektsreduksjon avgiftsfri"
"chart3190","3190","Refundable outlays at the buyer's expense, free of charge","income","","False","Refunderbare utlegg for kjøpers regning, avg.fri"
"chart3200","3200","Sales revenue merchandise goods outside the ag. area","income","","False","Salgsinntekt handelsvarervarer utenfor avg.omr"
"chart3210","3210","Sales income of self-made goods outside the ag. area","income","","False","Salgsinntekt egentilvirkede varer utenfor avg.omr"
"chart3220","3220","Sales revenue from services outside the avg. area","income","","False","Salgsinntekt tjenester utenfor avg.omr"
"chart3260","3260","Withdrawal of goods outside the tax area","income","","False","Uttak av varer utenfor avgiftsområdet"
"chart3280","3280","Discounts and other sales revenue reduction","income","","False","Rabatter og annen salgsinntektsreduksjon"
"chart3281","3281","Cash discount, given to the customer","income","","False","Kasserabatt, git kunde"
"chart3300","3300","Special publicly. dept. manufactured/sold goods","income","","False","Spes. offent. avg. tilvirk./solgte varer"
"chart3301","3301","Special off. dept. add./sold goods freely","income","","False","Spesiell off. avg. tilv./solgte varer fritt"
"chart3302","3302","Environmental tax for added/sold goods subject to tax","income","","False","Miljø avgift for tilv./solgte varer avgiftspliktig"
"chart3303","3303","Environmental tax for added/sold goods tax-free","income","","False","Miljø avgift for tilv./solgte varer avgiftsfritt"
"chart3400","3400","Special publicly. dept. manufactured/sold goods","income","","False","Spes. offent. avg. tilvirk./solgte varer"
"chart3440","3440","Special public subsidies for services","income","","False","Spes. offentlige tilskudd for tjenester"
"chart3500","3500","Unearned income guarantee","income","","False","Uopptjente inntekter garanti"
"chart3510","3510","Unearned income service","income","","False","Uopptjente inntekter service"
"chart3600","3600","Rental income real estate","income","","False","Leieinntekter fast eiendom"
"chart3610","3610","Rental income others fixed assets","income","","False","Leieinntekter andre varige driftsmidler"
"chart3620","3620","Others rental income","income","","False","Andre leieinntekter"
"chart3700","3700","Commission income","income","","False","Provisjonsinntekter"
"chart3800","3800","Gain on disposal of fixed assets","income","","False","Gevinst ved avgang av anleggsmidler"
"chart3900","3900","Others operating-related income, taxable","income","","False","Andre driftsrelaterte inntekter, avgiftspliktig"
"chart3910","3910","Outbound postage, subject to tax","income","","False","Utgående porto, avgiftspliktig"
"chart3920","3920","Outgoing fees, taxable","income","","False","Utgående gebyrer, avgiftspliktig"
"chart3950","3950","Other operating income, tax-free","income","","False","Annen driftsrelatert inntekt, avgiftsfritt"
"chart3960","3960","Outbound postage, free of charge","income","","False","Utgående porto, avgiftsfritt"
"chart3970","3970","Outgoing fees, tax-free","income","","False","Utgående gebyrer, avgiftsfritt"
"chart4000","4000","Purchase of raw materials and semi-finished products at a high rate","expense","","False","Innkjøp av råvarer og halvfabrikata høy sats"
"chart4030","4030","Purchase of raw materials and semi-finished products medium rate","expense","","False","Innkjøp av råvarer og halvfabrikata middels sats"
"chart4035","4035","Purchase of goods and semi-finished products, low tax rate","expense","","False","Innkjøp varer og halvfabrikata, lav avgiftssats"
"chart4060","4060","Freight, customs and shipping","expense","","False","Frakt, toll og spedisjon"
"chart4070","4070","Purchase price reduction","expense","","False","Innkjøpsprisreduksjon"
"chart4090","4090","Inventory change","expense","","False","Beholdningsendring"
"chart4100","4100","Purchasing goods under production at a high rate","expense","","False","Innkjøp varer under tilvirkning høy sats"
"chart4130","4130","Purchasing goods under production medium rate","expense","","False","Innkjøp varer under tilvirkning middels sats"
"chart4160","4160","Freight, customs and shipping","expense","","False","Frakt, toll og spedisjon"
"chart4170","4170","Purchase price reduction","expense","","False","Innkjøpsprisreduksjon"
"chart4190","4190","Inventory change","expense","","False","Beholdningsendring"
"chart4200","4200","Purchase ready-made self-made goods at a high rate","expense","","False","Innkjøp ferdig egentilvirkede varer høy sats"
"chart4230","4230","Purchase ready-made self-made goods at a medium rate","expense","","False","Innkjøp ferdig egentilvirkede varer middels sats"
"chart4260","4260","Freight, customs and shipping","expense","","False","Frakt, toll og spedisjon"
"chart4270","4270","Purchase price reduction, subject to tax","expense","","False","Innkjøpsprisreduksjon, avgiftspliktig"
"chart4290","4290","Inventory change","expense","","False","Beholdningsendring"
"chart4300","4300","Purchasing goods for resale at a high rate","expense","","False","Innkjøp varer for videresalg høy sats"
"chart4330","4330","Purchase goods for resale medium rate","expense","","False","Innkjøp varer for videresalg middels sats"
"chart4360","4360","Freight, duty, etc. relating to the purchase of goods for resale","expense","","False","Frakt, toll m.m. vedr. innkjøp av varer for videresalg"
"chart4370","4370","Discounts, etc. regarding the purchase of goods for resale","expense","","False","Rabatter m.m. vedr. innkjøp av varer for videresalg"
"chart4380","4380","Cost of goods","expense","","False","Varekostnad"
"chart4390","4390","Inventory change goods for resale","expense","","False","Beholdningsendring varer for videresalg"
"chart4400","4400","Free Purchase","expense","","False","Fritt Kjøp"
"chart4470","4470","Purchase price reductions, free","expense","","False","Innkjøpsprisreduksjoner, fritt"
"chart4500","4500","Foreign trade and subcontracting","expense","","False","Fremmedytelser og underentreprise"
"chart4590","4590","Inventory change","expense","","False","Beholdningsendring"
"chart4600","4600","Packaging materials","expense","","False","Emballasjematerialer"
"chart4690","4690","Inventory change 2","expense","","False","Beholdningsendring 2"
"chart4800","4800","Exp. fee required, purchase of goods","expense","","False","Eksp. gebyr pliktig, vareinnkjøp"
"chart4810","4810","Freight and postage payable, goods purchased","expense","","False","Frakt og porto pliktig, vareinnkjøp"
"chart4860","4860","Exp. free of charge, purchase of goods","expense","","False","Eksp. gebyr fritt, vareinnkjøp"
"chart4900","4900","Other accruals","expense","","False","Annen periodisering"
"chart4910","4910","Adjustment of stock","expense","","False","Justering av lager"
"chart4990","4990","Inventory change","expense","","False","Beholdningsendring"
"chart5000","5000","Salary to employees","expense","","False","Lønn til ansatte"
"chart5005","5005","Agreed tariff allowances","expense","","False","Avtalte tariffgodtgjørelser"
"chart5090","5090","Salary accrual account","expense","","False","Periodiseringskonto lønn"
"chart5091","5091","Accrued, unpaid wages","expense","","False","Påløpt, ikke utbetalt lønn"
"chart5092","5092","Vacation money","expense","","False","Feriepenger"
"chart5099","5099","Others salary postings","expense","","False","Andre lønnsposteringer"
"chart5100","5100","Salary to employees, hourly employees","expense","","False","Lønn til ansatte, timeansatte"
"chart5105","5105","Agreed collective benefits, hourly employees","expense","","False","Avtalte tariffgodtgjørelser, timeansatte"
"chart5180","5180","Holiday pay calculated","expense","","False","Feriepenger beregnet"
"chart5182","5182","Employer's tax accrued holiday pay","expense","","False","Arbeidsgiveravgift påløpte feriepenger"
"chart5191","5191","Accrued, not paid salary hourly employees","expense","","False","Påløpt, ikke utbetalt lønn timeansatte"
"chart5192","5192","Holiday pay, hourly employees","expense","","False","Feriepenger, timeaansatte"
"chart5199","5199","Others salary postings, hourly employees","expense","","False","Andre lønnsposteringer, timeansatte"
"chart5200","5200","Free car","expense","","False","Fri bil"
"chart5210","5210","Free telephone","expense","","False","Fri telefon"
"chart5220","5220","Free newspaper","expense","","False","Fri avis"
"chart5230","5230","Free lodging and accommodation","expense","","False","Fri losji og bolig"
"chart5240","5240","Interest advantage","expense","","False","Rentefordel"
"chart5251","5251","Group life insurance","expense","","False","Gruppelivsforsikring"
"chart5252","5252","Accident insurance","expense","","False","Ulykkesforsikring"
"chart5260","5260","Dirt surcharge","expense","","False","Smusstillegg"
"chart5280","5280","Others benefits in employment","expense","","False","Andre fordeler i arbeidsforhold"
"chart5290","5290","Counter account for group 52","expense","","False","Motkonto for gruppe 52"
"chart5300","5300","Royalties","expense","","False","Tantieme"
"chart5330","5330","Approved to the board and company assembly","expense","","False","Godtgj. til styre- og bedriftsforsamling"
"chart5390","5390","Other compulsory remuneration","expense","","False","Annen oppgavepliktig godtgjørelse"
"chart5395","5395","Other compulsory remuneration, tax-free","expense","","False","Annen oppgavepliktig godtgjørelse, trekkfri"
"chart5400","5400","Employer's tax","expense","","False","Arbeidsgiveravgift"
"chart5405","5405","Employer tax on accrued holiday pay","expense","","False","Arbeidsgiveravgift av påløpte feriepenger"
"chart5411","5411","Employer's tax accrued on holidays","expense","","False","Arb.giv.avg. pål. feriep."
"chart5420","5420","Reportable pension costs","expense","","False","Innberetningspliktige pensjonskostnader"
"chart5430","5430","Premium pension scheme","expense","","False","Premie pensjonsordning"
"chart5500","5500","Others cost allowances","expense","","False","Andre kostnadsgodtgjørelser"
"chart5510","5510","Overtime food by bill","expense","","False","Overtidsmat etter regning"
"chart5520","5520","Canteen costs","expense","","False","Kantinekostnader"
"chart5600","5600","Work compensation for owners in DLS","expense","","False","Arbeidsgodtgjørelse til eiere i DLS"
"chart5700","5700","Apprentice allowance","expense","","False","Lærlingtilskudd"
