"id","code","name","account_type","tag_ids","reconcile","name@de","name@fr"
"lu_2011_account_106241","106241","Private furniture","equity","","False","Privates Mobiliar","Mobilier privé"
"lu_2011_account_106242","106242","Private car","equity","","False","Privates Fahrzeug","Voiture privée"
"lu_2011_account_106243","106243","Private shares / bonds","equity","","False","Private Wertpapiere / Aktien","Titres privés"
"lu_2011_account_106244","106244","Private buildings","equity","","False","Private Gebäude","Immeubles privés"
"lu_2011_account_106248","106248","Other disposals","equity","","False","Sonstige Übertragungen","Autres cessions"
"lu_2011_account_10625","10625","Received rents","equity","","False","Mieteinnahmen","Loyers encaissés"
"lu_2011_account_10626","10626","Received wages or pensions","equity","","False","Eingenommene Löhne oder Renten","Salaires ou rentes touchés"
"lu_2011_account_10627","10627","Received child benefit","equity","","False","Erhaltene Familienzulagen","Allocations familiales reçues"
"lu_2011_account_106281","106281","Income tax","equity","","False","Einkommenssteuer","Impôt sur le revenu (IRPP)"
"lu_2011_account_106284","106284","Municipal business tax (MBT)","equity","","False","Gewerbesteuer","Impôt commercial communal (ICC)"
"lu_2011_account_106288","106288","Other tax refunds","equity","","False","Sonstige Steuerrückzahlungen","Autres remboursements d’impôts"
"lu_2011_account_10629","10629","Business share in private expenses","equity","","False","Gewerblicher Anteil an privaten Ausgaben","Quote-part professionnelle de frais privés"
"lu_2011_account_111","111","Share premium","equity","","False","Ausgabeagio","Primes d'émission"
"lu_2011_account_112","112","Merger premium","equity","","False","Agio bei Verschmelzungen","Primes de fusion"
"lu_2011_account_113","113","Contribution premium","equity","","False","Agio bei Einlagen","Primes d'apport"
"lu_2011_account_114","114","Premiums on conversion of bonds into shares","equity","","False","Agio bei der Umwandlung von Anleihen in Aktien","Primes de conversion d'obligations en actions"
"lu_2011_account_115","115","Capital contribution without issue of shares","equity","","False","Kapitaleinlagen ohne Ausgabe von Anteilen","Apport en capitaux propres non rémunéré par des  titres"
"lu_2011_account_122","122","Reserves in application of the equity method","equity","","False","Rücklagen durch Anwendung der Kapitalanteilsmethode","Réserves de mise en équivalence"
"lu_2011_account_123","123","Temporarily not taxable currency translation adjustments","equity","","False","Rücklagen aus der Währungsumrechnung (unversteuert)","Plus-values sur écarts de conversion immunisées"
"lu_2011_account_128","128","Other revaluation reserves","equity","","False","Sonstige Neubewertungsrücklagen","Autres réserves de réévaluation"
"lu_2011_account_131","131","Legal reserve","equity","","False","Gesetzliche Rücklage","Réserve légale"
"lu_2011_account_132","132","Reserves for own shares or own corporate units","equity","","False","Rücklagen für eigene Aktien oder eigene Anteile","Réserve pour actions propres ou parts propres"
"lu_2011_account_133","133","Reserves provided for by the articles of association","equity","","False","Satzungsmäßige Rücklagen","Réserves statutaires"
"lu_2011_account_1381","1381","Other reserves available for distribution","equity","","False","Sonstige freie Rücklagen","Autres réserves disponibles"
"lu_2020_account_13821","13821","Reserve for net wealth tax (NWT)","equity","","False","Vermögensteuerrücklage","Réserve pour l'impôt sur la fortune (IF)"
"lu_2020_account_13822","13822","Reserves in application of fair value","equity","","False","Rücklagen durch Anwendung des beizulegenden Zeitwerts (Fair Value)","Réserves en application de la juste valeur"
"lu_2020_account_138231","138231","Temporarily not taxable capital gains to reinvest","equity","","False","Sonderposten mit Rücklageanteil, zur Wiederanlage bestimmt","Plus-values immunisées à réinvestir"
"lu_2020_account_138232","138232","Temporarily not taxable capital gains reinvested","equity","","False","Sonderposten mit Rücklageanteil, wiederangelegt","Plus-values immunisées réinvesties"
"lu_2020_account_13828","13828","Reserves not available for distribution not mentioned above","equity","","False","Gebundene Rücklagen welche nicht oben aufgelistet wurden","Réserves non disponibles non visées ci-dessus"
"lu_2020_account_1411","1411","Results brought forward in the process of assignment","equity","","False","Ergebnisvorträge in Zuweisung","Résultats reportés en instance d'affectation"
"lu_2020_account_1412","1412","Results brought forward (assigned)","equity","","False","Ergebnisvorträge (zugewiesen)","Résultats reportés (affectés)"
"lu_2011_account_142","142","Result for the financial year","equity_unaffected","","False","Ergebnis des Geschäftsjahres","Résultat de l'exercice"
"lu_2011_account_15","15","Interim dividends","equity","","False","Vorabdividenden","Acomptes sur dividendes"
"lu_2020_account_1611","1611","Development costs","equity","","False","Entwicklungskosten","Frais de développement"
"lu_2020_account_16121","16121","Acquired against payment (except Goodwill)","equity","","False","Entgeltlich erworben (Firmenwert nicht inbegriffen)","Acquis à titre onéreux"
"lu_2020_account_16122","16122","Created by the undertaking itself","equity","","False","Vom Unternehmen selbst erstellt","Créés par l'entreprise elle-même"
"lu_2020_account_1613","1613","Goodwill acquired for consideration","equity","","False","Geschäfts- oder Firmenwert, soweit er entgeltlich erworben wurde","Fonds de commerce, dans la mesure où il a été acquis à titre onéreux"
"lu_2020_account_1621","1621","Subsidies on land, fitting-outs and buildings","equity","","False","Investitionszuschüsse auf Grundstücke, Erschließungen und Bauten","Subventions sur terrains, aménagements et constructions"
"lu_2020_account_1622","1622","Subsidies on plant and machinery","equity","","False","Investitionszuschüsse auf Ttechnische Anlagen und Maschinen","Subventions sur installations techniques et machines"
"lu_2020_account_1623","1623","Subsidies on other fixtures, fittings, tools and equipment (including rolling stock)","equity","","False","Investitionszuschüsse auf sonstige Anlagen, Betriebs- und Geschäftsausstattung (Fuhrpark inbegriffen)","Subventions sur autres installations, outillage et mobilier (y compris matériel roulant)"
"lu_2011_account_168","168","Other capital investment subsidies","equity","","False","Sonstige Kapitalsubventionen","Autres subventions d'investissement en capital"
"lu_2011_account_181","181","Provisions for pensions and similar obligations","liability_non_current","","False","Rückstellungen für Pensionen und ähnliche Verpflichtungen","Provisions pour pensions et obligations similaires"
"lu_2020_account_182","182","Provisions for taxation","liability_non_current","","False","Steuerrückstellungen","Provisions pour impôts"
"lu_2011_account_183","183","Deferred tax provisions","liability_non_current","","False","Rückstellungen für latente Steuern","Provisions pour impôts différés"
"lu_2011_account_1881","1881","Operating provisions","liability_non_current","","False","Betriebliche Rückstellungen","Provisions d'exploitation"
"lu_2011_account_1882","1882","Financial provisions","liability_non_current","","False","Finanzielle Rückstellungen","Provisions financières"
"lu_2020_account_1921","1921","Due and payable within one year","liability_current","","False","Mit einer Restlaufzeit von bis zu einem Jahr","Dont la durée résiduelle est inférieure ou égale à un an"
"lu_2020_account_1922","1922","Due and payable after more than one year","liability_non_current","","False","Mit einer Restlaufzeit von mehr als einem Jahr","Dont la durée résiduelle est supérieure à un an"
"lu_2020_account_1931","1931","Due and payable within one year","liability_current","","False","Mit einer Restlaufzeit von bis zu einem Jahr","Dont la durée résiduelle est inférieure ou égale à un an"
"lu_2020_account_1932","1932","Due and payable after more than one year","liability_non_current","","False","Mit einer Restlaufzeit von mehr als einem Jahr","Dont la durée résiduelle est supérieure à un an"
"lu_2020_account_1941","1941","Due and payable within one year","liability_current","","False","Mit einer Restlaufzeit von bis zu einem Jahr","Dont la durée résiduelle est inférieure ou égale à un an"
"lu_2020_account_1942","1942","Due and payable after more than one year","liability_non_current","","False","Mit einer Restlaufzeit von mehr als einem Jahr","Dont la durée résiduelle est supérieure à un an"
"lu_2011_account_201","201","Set-up and start-up costs","asset_fixed","","False","Gründungs- und Einrichtungskosten","Frais de constitution et de premier établissement"
"lu_2011_account_203","203","Expenses for increases in capital and for various operations (merger, demerger, change of legal form)","asset_fixed","","False","Kosten für Kapitalerhöhung und für verschiedene umwandlugsrechtliche Vorgänge (Verschmelzungen, Spaltungen, Formwechsel)","Frais d'augmentation de capital et d'opérations diverses (fusions, scissions, transformations)"
"lu_2011_account_204","204","Loan issuances expenses","asset_fixed","","False","Emissionskosten von Anleihen","Frais d'émission d'emprunts"
"lu_2011_account_208","208","Other similar expenses","asset_fixed","","False","Sonstige ähnliche Kosten","Autres frais assimilés"
"lu_2011_account_211","211","Development costs","asset_fixed","","False","Entwicklungskosten","Frais de développement"
"lu_2011_account_21211","21211","Concessions","asset_fixed","","False","Konzessionen",""
"lu_2011_account_21212","21212","Patents","asset_fixed","","False","Patente","Brevets"
"lu_2011_account_21213","21213","Software licences","asset_fixed","","False","Software- und Softwarepaketlizenzen","Licences informatiques"
"lu_2011_account_21214","21214","Trademarks and franchises","asset_fixed","","False","Warenzeichen und Verkaufskonzession / Alleinverkaufsrecht","Marques et franchises"
"lu_2011_account_212151","212151","Copyrights and reproduction rights","asset_fixed","","False","Urheber- und Reproduktionsrechte","Droits d'auteur et de reproduction"
"lu_2011_account_212152","212152","Greenhouse gas and similar emission quotas","asset_fixed","","False","Kontigente für Treibhausgasemissionen und ähnliche","Quotas d'émission de gaz à effet de serre et assimilés"
"lu_2011_account_212158","212158","Other similar rights and assets acquired for consideration","asset_fixed","","False","Sonstige entgeltlich erworbene Rechte und Werte","Autres droits et valeurs similaires acquis à titre onéreux"
"lu_2011_account_21221","21221","Concessions","asset_fixed","","False","Konzessionen",""
"lu_2011_account_21222","21222","Patents","asset_fixed","","False","Patente","Brevets"
"lu_2011_account_21223","21223","Software licences","asset_fixed","","False","Software- und Softwarepaketlizenzen","Licences informatiques"
"lu_2011_account_21224","21224","Trademarks and franchises","asset_fixed","","False","Warenzeichen und Verkaufskonzession / Alleinverkaufsrecht","Marques et franchises"
"lu_2011_account_212251","212251","Copyrights and reproduction rights","asset_fixed","","False","Urheber- und Reproduktionsrechte","Droits d'auteur et de reproduction"
"lu_2011_account_212258","212258","Other similar rights and assets created by the undertaking itself","asset_fixed","","False","Sonstige vergleichbare vom Unternehmen selbst erstellte Rechte und Werte","Autres droits et valeurs similaires créés par l'entreprise elle-même"
"lu_2011_account_213","213","Goodwill acquired for consideration","asset_fixed","","False","Geschäfts- oder Firmenwert, soweit er entgeltlich erworben wurde","Fonds de commerce, dans la mesure où il a été acquis à titre onéreux"
"lu_2020_account_214","214","Down payments and intangible fixed assets under development","asset_fixed","","False","Geleistete Anzahlungen und immaterielle Vermögensgegenstände in Entwicklung","Acomptes versés et immobilisations incorporelles en cours"
"lu_2020_account_221111","221111","Developed land","asset_fixed","","False","Bebaute Grundstücke","Terrains bâtis"
"lu_2020_account_221112","221112","Property rights and similar","asset_fixed","","False","Immobilien- / Eigentumsrechte auf Sachanlagen und ähnliche","Droits immobiliers et assimilés"
"lu_2020_account_221118","221118","Other land","asset_fixed","","False","Sonstige Grundstücke","Autres terrains"
"lu_2011_account_22112","22112","Land in foreign countries","asset_fixed","","False","Grundstücke im Ausland","Terrains à l'étranger"
"lu_2011_account_22121","22121","Fixtures and fitting-outs of land in Luxembourg","asset_fixed","","False","Erschließung von Grundstücken in Luxembourg","Agencements et aménagements de terrains au Luxembourg"
"lu_2011_account_22122","22122","Fixtures and fitting-outs of land in foreign countries","asset_fixed","","False","Erschließung von Grundstücken im Ausland","Agencements et aménagements de terrains à l'étranger"
"lu_2020_account_221311","221311","Residential buildings","asset_fixed","","False","Wohngebäude","Constructions / Bâtiments résidentiels"
"lu_2020_account_221312","221312","Non-residential buildings","asset_fixed","","False","Zweckbauten","Constructions / Bâtiments non résidentiels"
"lu_2020_account_221313","221313","Mixed-use buildings","asset_fixed","","False","Mischnutzungsbauten","Constructions / Bâtiments à usage mixte"
"lu_2020_account_221318","221318","Other buildings","asset_fixed","","False","Sonstige Bauten / Gebäude","Autres constructions / bâtiments"
"lu_2011_account_22132","22132","Buildings in foreign countries","asset_fixed","","False","Bauten / Gebäude im Ausland","Constructions / Bâtiments à l'étranger"
"lu_2020_account_22141","22141","Fixtures and fitting-outs of buildings in Luxembourg","asset_fixed","","False","Einrichtung von Bauten / Gebäuden in Luxemburg","Agencements et aménagements de constructions / bâtiments au Luxembourg"
"lu_2020_account_22142","22142","Fixtures and fitting-outs of buildings in foreign countries","asset_fixed","","False","Einrichtung von Bauten / Gebäuden im Ausland","Agencements et aménagements de constructions / bâtiments à l'étranger"
"lu_2020_account_22151","22151","Investment properties in Luxembourg","asset_fixed","","False","Anlageimmobilien in Luxembourg","Immeubles de placement au Luxembourg"
"lu_2020_account_22152","22152","Investment properties in foreign countries","asset_fixed","","False","Anlageimmobilien im Ausland","Immeubles de placement à l'étranger"
"lu_2011_account_2221","2221","Plant","asset_fixed","","False","Technische Anlagen","Installations techniques"
"lu_2011_account_2222","2222","Machinery","asset_fixed","","False","Maschinen","Machines"
"lu_2011_account_2231","2231","Transportation and handling equipment","asset_fixed","","False","Transport- und Wartungsmittel","Equipement de transport et de manutention"
"lu_2011_account_2232","2232","Motor vehicles","asset_fixed","","False","Transportfahrzeuge","Véhicules de transport"
"lu_2011_account_2233","2233","Tools","asset_fixed","","False","Werkzeuge","Outillage"
"lu_2011_account_2234","2234","Furniture","asset_fixed","","False","Mobiliar","Mobilier"
"lu_2011_account_2235","2235","Computer equipment","asset_fixed","","False","IT-Ausstattung","Matériel informatique"
"lu_2011_account_2236","2236","Livestock","asset_fixed","","False","Viehbestand","Cheptel"
"lu_2011_account_2237","2237","Returnable packaging","asset_fixed","","False","Wiederverwendbare Verpackungen","Emballages récupérables"
"lu_2011_account_2238","2238","Other fixtures","asset_fixed","","False","Sonstige Anlagen","Autres installations"
"lu_2011_account_22411","22411","Land, fitting-outs and buildings in Luxembourg","asset_fixed","","False","Grundstücke, Erschließungen, Einrichtungen und Bauten in Luxemburg","Terrains, aménagements et constructions au Luxembourg"
"lu_2011_account_22412","22412","Land, fitting-outs and buildings in foreign countries","asset_fixed","","False","Grundstücke, Erschließungen, Einrichtungen und Bauten im Ausland","Terrains, aménagements et constructions à l'étranger"
"lu_2011_account_2242","2242","Plant and machinery","asset_fixed","","False","Technische Anlagen und Maschinen","Installations techniques et machines"
"lu_2011_account_2243","2243","Other fixtures and fittings, tools and equipment (including rolling stock)","asset_fixed","","False","Sonstige Anlagen, Betriebs- und Geschäftsausstattung (Fuhrpark inbegriffen)","Autres installations, outillage et mobilier (y compris matériel roulant)"
"lu_2011_account_231","231","Shares in affiliated undertakings","asset_fixed","","False","Anteile an verbundenen Unternehmen","Parts dans des entreprises liées"
"lu_2011_account_232","232","Amounts owed by affiliated undertakings","asset_fixed","","False","Forderungen gegen verbundene Unternehmen","Créances sur des entreprises liées"
"lu_2011_account_233","233","Participating interests","asset_fixed","","False","Anteile","Participations"
"lu_2011_account_234","234","Amounts owed by undertakings with which the undertaking is linked by virtue of participating interests","asset_fixed","","False","Forderungen gegen Unternehmen, mit denen ein Beteiligungsverhältnis besteht","Créances sur des entreprises avec lesquelles l'entreprise a un lien de participation"
"lu_2020_account_235111","235111","Listed shares","asset_fixed","","False","Notierte Aktien","Actions cotées"
"lu_2020_account_235112","235112","Unlisted shares","asset_fixed","","False","Nicht notierte Aktien","Actions non cotées"
"lu_2011_account_23518","23518","Other securities held as fixed assets (equity right)","asset_fixed","","False","Sonstige Wertpapiere des Anlagevermögens (Eigentumsrecht)","Autres titres immobilisés (droit de propriété)"
"lu_2011_account_23521","23521","Debentures","asset_fixed","","False","Anleihen","Obligations"
"lu_2011_account_23528","23528","Other securities held as fixed assets (creditor's right)","asset_fixed","","False","Sonstige Wertpapiere des Anlagevermögens (Forderungsrecht)","Autres titres immobilisés (droit de créance)"
"lu_2020_account_2353","2353","Shares of collective investment funds","asset_fixed","","False","OPC Anteile","Parts d'OPC"
"lu_2011_account_2358","2358","Other securities held as fixed assets","asset_fixed","","False","Sonstige Wertpapiere des Anlagevermögens","Autres titres ayant le caractère d'immobilisations"
"lu_2020_account_2361","2361","Loans","asset_fixed","","False","Ausleihungen","Prêts"
"lu_2020_account_2362","2362","Deposits and guarantees paid","asset_fixed","","False","Geleistete Hinterlegungen und Kautionen","Dépôts et cautionnements versés"
"lu_2011_account_2363","2363","Long-term receivables","asset_fixed","","False","Forderungen","Créances immobilisées"
"lu_2011_account_301","301","Inventories of raw materials","asset_current","","False","Vorräte an Rohstoffen","Stocks de matières premières"
"lu_2020_account_303","303","Inventories of consumable materials and supplies","asset_current","","False","Vorräte an Hilfs-und Betriebsstoffen","Stocks de matières et fournitures consommables"
"lu_2020_account_304","304","Inventories of packaging","asset_current","","False","Vorräte an Verpackungen","Stocks d'emballages"
"lu_2011_account_311","311","Inventories of work in progress","asset_current","","False","Vorräte an unfertigen Erzeugnissen","Stocks de produits en cours de fabrication"
"lu_2011_account_312","312","Contracts in progress - goods","asset_current","","False","In Arbeit befindlichen Aufträge - Waren","Commandes en cours – produits"
"lu_2011_account_313","313","Contracts in progress - services","asset_current","","False","In Arbeit befindlichen Aufträge - Dienstleistungen","Commandes en cours – prestations de services"
"lu_2011_account_314","314","Buildings under construction","asset_current","","False","Im Bau befindliche Bauten / Gebäude","Immeubles en construction"
"lu_2011_account_321","321","Inventories of finished goods","asset_current","","False","Vorräte an fertigen Erzeugnissen","Stocks de produits finis"
"lu_2011_account_322","322","Inventories of semi-finished goods","asset_current","","False","Vorräte an Zwischenprodukten","Stocks de produits intermédiaires"
"lu_2020_account_323","323","Inventories of residual goods (waste, rejected and recuperable material)","asset_current","","False","Vorräte an Restprodukten","Stocks de produits résiduels (déchets, rebuts, matières de récupération)"
"lu_2020_account_361","361","Inventories of merchandise","asset_current","","False","Vorräte an Waren","Stocks de marchandises"
"lu_2020_account_3621","3621","Inventories of land for resale in Luxembourg","asset_current","","False","Vorräte an, zum Verkauf bestimmten, Grundstücken in Luxemburg","Stocks de terrains au Luxembourg"
"lu_2020_account_3622","3622","Inventories of land for resale in foreign countries","asset_current","","False","Vorräte an, zum Verkauf bestimmten, Grundstücken im Ausland","Stocks de terrains à l'étranger"
"lu_2020_account_3631","3631","Inventories of buildings for resale in Luxembourg","asset_current","","False","Vorräte an, zum Verkauf bestimmten, Bauten / Gebäuden in Luxemburg","Stocks d'immeubles au Luxembourg"
"lu_2020_account_3632","3632","Inventories of buildings for resale in foreign countries","asset_current","","False","Vorräte an, zum Verkauf bestimmten, Bauten / Gebäuden im Ausland","Stocks d'immeubles à l'étranger"
"lu_2020_account_37","37","Down payments on account on inventories","asset_current","","False","Geleistete Anzahlungen auf Vorräte","Acomptes versés sur stocks"
"lu_2011_account_4011","4011","Customers","asset_receivable","","True","Kunden","Clients"
"lu_2011_account_40111","40111","Customers (PoS)","asset_receivable","","True","Kunden (POS)","Clients (POS)"
"lu_2011_account_4012","4012","Customers - Receivable bills of exchange","asset_current","","True","Kunden - Einzutreibende Wechsel (Besitzwechsel)","Clients – Effets à recevoir"
"lu_2011_account_4013","4013","Doubtful or disputed customers","asset_current","","True","Zweifelhafte oder strittige Kunden","Clients douteux ou litigieux"
"lu_2011_account_4014","4014","Customers - Unbilled sales","asset_current","","True","Noch auszustellende Rechnungen","Clients – Factures à établir"
"lu_2011_account_4015","4015","Customers with a credit balance","liability_current","","True","Kunden - Kreditorische Debitoren","Clients créditeurs"
"lu_2011_account_4019","4019","Value adjustments","asset_current","","False","Wertberichtigungen","Corrections de valeur"
"lu_2011_account_4021","4021","Customers","asset_receivable","","True","Kunden","Clients"
"lu_2011_account_4025","4025","Customers with creditor balance","asset_current","","True","Kreditorische Debitoren","Clients créditeurs"
"lu_2011_account_4029","4029","Value adjustments","asset_current","","False","Wertberichtigungen","Corrections de valeur"
"lu_2011_account_41111","41111","Trade receivables","asset_current","","False","Verkäufe und Dienstleistungen","Ventes et prestations de services"
"lu_2011_account_41112","41112","Loans and advances","asset_current","","False","Ausleihungen und geleistete Anzahlungen","Prêts et avances"
"lu_2011_account_41118","41118","Other receivables","asset_current","","False","Sonstige Forderungen","Autres créances"
"lu_2011_account_41119","41119","Value adjustments","asset_current","","False","Wertberichtigungen","Corrections de valeur"
"lu_2011_account_41121","41121","Trade receivables","asset_current","","False","Verkäufe und Dienstleistungen","Ventes et prestations de services"
"lu_2011_account_41122","41122","Loans and advances","asset_current","","False","Ausleihungen und geleistete Anzahlungen","Prêts et avances"
"lu_2011_account_41128","41128","Other receivables","asset_current","","False","Sonstige Forderungen","Autres créances"
"lu_2011_account_41129","41129","Value adjustments","asset_current","","False","Wertberichtigungen","Corrections de valeur"
"lu_2011_account_41211","41211","Trade receivables","asset_current","","False","Verkäufe und Dienstleistungen","Ventes et prestations de services"
"lu_2011_account_41212","41212","Loans and advances","asset_current","","False","Ausleihungen und geleistete Anzahlungen","Prêts et avances"
"lu_2011_account_41218","41218","Other receivables","asset_current","","False","Sonstige Forderungen","Autres créances"
"lu_2011_account_41219","41219","Value adjustments","asset_current","","False","Wertberichtigungen","Corrections de valeur"
"lu_2011_account_41221","41221","Trade receivables","asset_current","","False","Verkäufe und Dienstleistungen","Ventes et prestations de services"
"lu_2011_account_41222","41222","Loans and advances","asset_current","","False","Ausleihungen und geleistete Anzahlungen","Prêts et avances"
"lu_2011_account_41228","41228","Other receivables","asset_current","","False","Sonstige Forderungen","Autres créances"
"lu_2011_account_41229","41229","Value adjustments","asset_current","","False","Wertberichtigungen","Corrections de valeur"
"lu_2011_account_42111","42111","Advances and down payments","asset_current","","False","Vorschüsse und geleistete Anzahlungen","Avances et acomptes"
"lu_2011_account_42119","42119","Value adjustments","asset_current","","False","Wertberichtigungen","Corrections de valeur"
"lu_2020_account_4212","4212","Amounts owed by partners and shareholders (others than from affiliated undertakings)","asset_current","","False","Forderungen gegen Gesellschafter und Aktionäre (andere als von verbundenen Unternehmen)","Créances sur associés ou actionnaires (autres qu'entreprises liées)"
"lu_2011_account_42131","42131","Investment subsidies","asset_current","","False","Investitionszuschüsse","Subventions d'investissement"
"lu_2011_account_42132","42132","Operating subsidies","asset_current","","False","Betriebszuschüsse","Subventions d'exploitation"
"lu_2011_account_42138","42138","Other subsidies","asset_current","","False","Sonstige Zuschüsse","Autres subventions"
"lu_2020_account_42141","42141","Corporate income tax","asset_current","","False","Körperschaftssteuer","Impôt sur le revenu des collectivités (IRC)"
"lu_2020_account_42142","42142","Municipal business tax","asset_current","","False","Gewerbesteuer","Impôt commercial communal (ICC)"
"lu_2020_account_42143","42143","Net wealth tax","asset_current","","False","Vermögensteuer","Impôt sur la fortune (IF)"
"lu_2020_account_42144","42144","Withholding tax on wages and salaries","asset_current","","False","Einbehaltene Steuer auf Gehälter und Löhne","Retenue d'impôt sur traitements et salaires (RTS)"
"lu_2020_account_42145","42145","Withholding tax on financial investment income","asset_current","","False","Einbehaltene Kapitalertragsteuer","Retenue d'impôt sur revenus de capitaux mobiliers"
"lu_2020_account_42146","42146","Withholding tax on director's fees","asset_current","","False","Einbehaltene Steuer auf Tantiemen","Retenue d'impôt sur les tantièmes"
"lu_2020_account_42148","42148","ACD - Other amounts receivable","asset_current","","False","ACD - Sonstige Verbindlichkeiten","ACD – Autres créances"
"lu_2011_account_4215","4215","Customs and Excise Authority (ADA)","asset_current","","False","Zoll- und Verbrauchssteuerverwaltung (ADA)","Administration des Douanes et Accises (ADA)"
"lu_2020_account_421611","421611","VAT paid and recoverable","asset_current","","False","Vorsteuer","TVA en amont"
"lu_2011_account_421612","421612","VAT receivable","asset_current","","False","Zu erhaltende MwSt","TVA à recevoir"
