"id","name","code","account_type","tag_ids","reconcile","name@ru"
"kz3310","Payables to suppliers and contractors","3310","liability_payable","","True","Краткосрочная кредиторская задолженность поставщикам и подрядчикам"
"kz3320","Short-term accounts payable to subsidiaries","3320","liability_payable","","True","Краткосрочная кредиторская задолженность дочерним организациям"
"kz3330","Short-term accounts payable to associates and joint ventures","3330","liability_payable","","True","Краткосрочная кредиторская задолженность ассоциированным и совместным организациям"
"kz3340","Short-term accounts payable to affiliates and subsidiaries","3340","liability_payable","","True","Краткосрочная кредиторская задолженность филиалам и структурным подразделениям"
"kz3350","Short-term accounts payable to employees","3350","liability_payable","","True","Краткосрочная задолженность по оплате труда"
"kz3360","Short-term payables for leases","3360","liability_payable","","True","Краткосрочная задолженность по аренде"
"kz3370","Current portion of long-term accounts payable","3370","liability_payable","","True","Текущая часть долгосрочной кредиторской задолженности"
"kz3380","Other short-term accounts payable","3380","liability_payable","","True","Прочая краткосрочная кредиторская задолженность"
"kz3400","Short-term estimated liabilities","3400","liability_current","","False","Краткосрочные оценочные обязательства"
"kz3410","Short-term warranty obligations","3410","liability_current","","False","Краткосрочные гарантийные обязательства"
"kz3420","Short-term liabilities on legal claims","3420","liability_current","","False","Краткосрочные обязательства по юридическим претензиям"
"kz3430","Short-term estimated liabilities on employee benefits","3430","liability_current","","False","Краткосрочные оценочные обязательства по вознаграждениям работникам"
"kz3440","Other current estimated liabilities","3440","liability_current","","False","Прочие краткосрочные оценочные обязательства"
"kz3500","Other current liabilities","3500","liability_current","","False","Прочие краткосрочные обязательства"
"kz3510","Short-term advances received","3510","liability_current","","False","Краткосрочные авансы полученные"
"kz3520","Deferred income","3520","liability_current","","False","Доходы будущих периодов"
"kz3530","Liabilities of the disposal group held for sale","3530","liability_current","","False","Обязательства группы на выбытие, предназначенной для продажи"
"kz3540","Short-term contractual liabilities","3540","liability_current","","False","Краткосрочные обязательства по договорам"
"kz3550","Debt component of a compound short-term financial instrument","3550","liability_current","","False","Долговой компонент комбинированного краткосрочного финансового инструмента"
"kz3560","Other current liabilities","3560","liability_current","","False","Прочие краткосрочные обязательства"
"kz3570","Government grants","3570","liability_current","","False","Государственные субсидии"
"kz4000","Long-term financial liabilities","4000","liability_non_current","","False","Долгосрочные финансовые обязательства"
"kz4010","Non-current financial liabilities measured at amortized cost","4010","liability_non_current","","False","Долгосрочные финансовые обязательства, оцениваемые по амортизированной стоимости"
"kz4020","Long-term financial liabilities at fair value through profit or loss","4020","liability_non_current","","False","Долгосрочные финансовые обязательства, оцениваемые по справедливой стоимости через прибыль или убыток"
"kz4030","Derivative financial instruments","4030","liability_non_current","","False","Производные финансовые инструменты"
"kz4040","Long-term dividend and participant return obligations","4040","liability_non_current","","False","Долгосрочная задолженность по дивидендам и доходам участников"
"kz4050","Long-term benefits payable","4050","liability_non_current","","False","Долгосрочные вознаграждения к выплате"
"kz4060","Other non-current financial liabilities","4060","liability_non_current","","False","Прочие долгосрочные финансовые обязательства"
"kz4100","Long-term accounts payable","4100","liability_non_current","","False","Долгосрочная кредиторская задолженность"
"kz4110","Long-term accounts payable to suppliers and contractors","4110","liability_non_current","","False","Долгосрочная кредиторская задолженность поставщикам и подрядчикам"
"kz4120","Long-term accounts payable to subsidiaries","4120","liability_non_current","","False","Долгосрочная кредиторская задолженность дочерним организациям"
"kz4130","Long-term accounts payable to associates and joint ventures","4130","liability_non_current","","False","Долгосрочная кредиторская задолженность ассоциированным и совместным организациям"
"kz4140","Long-term accounts payable to branches and subsidiaries","4140","liability_non_current","","False","Долгосрочная кредиторская задолженность филиалам и структурным подразделениям"
"kz4150","Long-term accounts payable - lease","4150","liability_non_current","","False","Долгосрочная задолженность по аренде"
"kz4160","Other long-term accounts payable","4160","liability_non_current","","False","Прочая долгосрочная кредиторская задолженность"
"kz4164","Long-term accounts payable to employees","4164","liability_non_current","","False","Долгосрочная задолженность по депонированной заработной плате"
"kz4200","Long-term estimated liabilities","4200","liability_non_current","","False","Долгосрочные оценочные обязательства"
"kz4210","Long-term warranty liabilities","4210","liability_non_current","","False","Долгосрочные гарантийные обязательства"
"kz4220","Long-term estimated liabilities for legal claims","4220","liability_non_current","","False","Долгосрочные оценочные обязательства по юридическим претензиям"
"kz4230","Non-current estimated liabilities for employee benefits","4230","liability_non_current","","False","Долгосрочные оценочные обязательства по вознаграждениям работникам"
"kz4240","Other non-current estimated liabilities","4240","liability_non_current","","False","Прочие долгосрочные оценочные обязательства"
"kz4300","Deferred tax liabilities","4300","liability_non_current","","False","Отложенные налоговые обязательства"
"kz4310","Deferred corporate income tax liabilities","4310","liability_non_current","","False","Отложенные налоговые обязательства по корпоративному подоходному налогу"
"kz4400","Other non-current liabilities","4400","liability_non_current","","False","Прочие долгосрочные обязательства"
"kz4410","Long-term advances received","4410","liability_non_current","","False","Долгосрочные авансы полученные"
"kz4420","Deferred income","4420","liability_non_current","","False","Доходы будущих периодов"
"kz4430","Long-term contractual liabilities","4430","liability_non_current","","False","Долгосрочные обязательства по договорам"
"kz4440","Debt component of a compounded long-term financial instrument","4440","liability_non_current","","False","Долговой компонент комбинированного долгосрочного финансового инструмента"
"kz4450","Other non-current liabilities","4450","liability_non_current","","False","Прочие долгосрочные обязательства"
"kz4460","Government grants","4460","liability_non_current","","False","Государственные субсидии"
"kz5000","Share capital","5000","equity","","False","Уставный капитал"
"kz5010","Preferred stock","5010","equity","","False","Привилегированные акции"
"kz5020","Common stock","5020","equity","","False","Простые акции"
"kz5030","Deposits and shares","5030","equity","","False","Вклады и паи"
"kz5100","Unpaid equity","5100","equity","","False","Неоплаченный капитал"
"kz5110","Unpaid equity","5110","equity","","False","Неоплаченный капитал"
"kz5200","Treasury equity instruments","5200","equity","","False","Выкупленные собственные долевые инструменты"
"kz5210","Treasury equity instruments","5210","equity","","False","Выкупленные собственные долевые инструменты"
"kz5300","Share premium","5300","equity","","False","Эмиссионный доход"
"kz5310","Share premium","5310","equity","","False","Эмиссионный доход"
"kz5400","Additional paid-in capital","5400","equity","","False","Дополнительно оплаченный капитал"
"kz5410","Additional paid-in capital from transactions with the parent company","5410","equity","","False","Дополнительно оплаченный капитал по безвозмездным операциям с основной организацией"
"kz5420","Additional paid-in capital from other transactions","5420","equity","","False","Дополнительно оплаченный капитал по прочим операциям"
"kz5500","Reserves","5500","equity","","False","Резервы"
"kz5510","Reserve capital as set forth in the constitutional documents","5510","equity","","False","Резервный капитал, установленный учредительными документами"
"kz5520","Reserve for revaluation of fixed assets","5520","equity","","False","Резерв на переоценку основных средств"
"kz5530","Reserve for reassessment of intangible assets","5530","equity","","False","Резерв на переоценку нематериальных активов"
"kz5540","Reserve for revaluation of financial assets accounted at fair value through other comprehensive income","5540","equity","","False","Резерв на переоценку финансовых активов, учитываемых по справедливой стоимости через прочий совокупный доход"
"kz5550","Reserve for losses on financial assets","5550","equity","","False","Резерв под убытки по финансовым активам"
"kz5560","Foreign currency translation reserve for foreign operations","5560","equity","","False","Резерв на пересчет иностранной валюты по зарубежной деятельности"
"kz5570","Other reserves","5570","equity","","False","Прочие резервы"
"kz5600","Retained earnings (uncovered loss)","5600","equity","","False","Нераспределенная прибыль (непокрытый убыток)"
"kz5610","Retained earnings (uncovered loss) for the reporting year","5610","equity","","False","Нераспределенная прибыль (непокрытый убыток) отчетного года"
"kz5620","Retained earnings (uncovered loss) of previous years","5620","equity","","False","Нераспределенная прибыль (непокрытый убыток) предыдущих лет"
"kz5700","Total profit (final loss)","5700","equity","","False","Итоговая прибыль (итоговый убыток)"
"kz5710","Total profit (final loss)","5710","equity","","False","Итоговая прибыль (итоговый убыток)"
"kz6000","Income from sales of products and services","6000","income","","False","Доход от реализации продукции и оказания услуг"
"kz6010","Income from sales of products and services","6010","income","","False","Доход от реализации продукции и оказания услуг"
"kz6020","Returns on products sold","6020","income","","False","Возврат проданной продукции"
"kz6030","Discounts on prices and sales","6030","income","","False","Скидки с цены и продаж"
"kz6100","Income from financing","6100","income","","False","Доход от финансирования"
"kz6110","Compensation income","6110","income","","False","Доходы по вознаграждениям"
"kz6120","Dividend income","6120","income","","False","Доходы по дивидендам"
"kz6130","Income from finance leases","6130","income","","False","Доходы от финансовой аренды"
"kz6140","Income from operations with real estate investments","6140","income","","False","Доходы от операций с инвестициями в недвижимость"
"kz6150","Income from changes in fair value of financial instruments","6150","income","","False","Доходы от изменения справедливой стоимости финансовых инструментов"
"kz6160","Other income from financing","6160","income","","False","Прочие доходы от финансирования"
"kz6200","Other income","6200","income","","False","Прочие доходы"
"kz6210","Income from disposal of assets","6210","income","","False","Доходы от выбытия активов"
"kz6220","Income from gratuitously received assets","6220","income","","False","Доходы от безвозмездно полученных активов"
"kz6230","Income from government grants","6230","income","","False","Доходы от государственных субсидий"
"kz6240","Income from reversal of impairment loss on nonfinancial assets","6240","income","","False","Доходы от восстановления убытка от обесценения по нефинансовым активам"
"kz6250","Foreign exchange income","6250","income","","False","Доходы от курсовой разницы"
"kz6260","Income from operating leases","6260","income","","False","Доходы от операционной аренды"
"kz6270","Income from changes in fair value of biological assets","6270","income","","False","Доходы от изменения справедливой стоимости биологических активов"
"kz6280","Gains from reversal of impairment losses on financial assets","6280","income","","False","Доходы от восстановления убытка от обесценения по финансовым активам"
"kz6290","Other income","6290","income_other","","False","Прочие доходы"
"kz6291","Cash Discount Gain","6291","income_other","","False","Прибыль от дисконтирования денежных средств"
"kz6300","Income related to discontinued operations","6300","income","","False","Доходы, связанные с прекращаемой деятельностью"
"kz6310","Income attributable to discontinued operations","6310","income","","False","Доходы, связанные с прекращаемой деятельностью"
"kz6400","Share of profit of equity-accounted entities","6400","income","","False","Доля прибыли организаций, учитываемых по методу долевого участия"
"kz6410","Share of profit of associates","6410","income","","False","Доля прибыли ассоциированных организаций"
"kz6420","Share of profit of joint ventures","6420","income","","False","Доля прибыли совместных организаций"
"kz7000","Cost of products sold and services rendered","7000","expense_direct_cost","","False","Себестоимость реализованной продукции и оказанных услуг"
"kz7010","Cost of products sold and services rendered","7010","expense_direct_cost","","False","Себестоимость реализованной продукции и оказанных услуг"
"kz7100","Expenses on sales of products and provision of services","7100","expense_direct_cost","","False","Расходы по реализации продукции и оказанию услуг"
"kz7110","Expenses on sales of products and provision of services","7110","expense_direct_cost","","False","Расходы по реализации продукции и оказанию услуг"
"kz7200","Administrative expenses","7200","expense","","False","Административные расходы"
"kz7210","Administrative expenses","7210","expense","","False","Административные расходы"
"kz7300","Expenses on financing","7300","expense","","False","Расходы на финансирование"
"kz7310","Expenses for remuneration","7310","expense","","False","Расходы по вознаграждениям"
"kz7320","Interest expense on finance leases","7320","expense","","False","Расходы на выплату процентов по финансовой аренде"
"kz7330","Expenses from changes in the fair value of financial instruments","7330","expense","","False","Расходы от изменения справедливой стоимости финансовых инструментов"
"kz7340","Other finance costs","7340","expense","","False","Прочие расходы на финансирование"
"kz7400","Other expenses","7400","expense","","False","Прочие расходы"
"kz7410","Expenses from disposal of assets","7410","expense","","False","Расходы по выбытию активов"
"kz7420","Expenses from impairment of nonfinancial assets","7420","expense","","False","Расходы от обесценения нефинансовых активов"
"kz7430","Expenses from exchange rate differences","7430","expense","","False","Расходы по курсовой разнице"
"kz7440","Expenses from impairment of accounts receivable","7440","expense","","False","Расходы по обесценению дебиторской задолженности"
"kz7450","Expenses from operating leases","7450","expense","","False","Расходы по операционной аренде"
"kz7460","Expenses from changes in fair value of biological assets","7460","expense","","False","Расходы от изменения справедливой стоимости биологических активов"
"kz7470","Expenses from impairment of financial instruments","7470","expense","","False","Расходы от обесценения финансовых инструментов"
"kz7480","Other expenses","7480","expense","","False","Прочие расходы"
"kz7481","Cash Discount Loss","7481","expense","","False","Убыток от дисконтирования денежных средств"
"kz7500","Costs related to discontinued operations","7500","expense","","False","Расходы, связанные с прекращаемой деятельностью"
"kz7510","Costs related to discontinued operations","7510","expense","","False","Расходы, связанные с прекращаемой деятельностью"
"kz7600","Share of loss of equity-accounted entities","7600","expense","","False","Доля в убытке организаций, учитываемых методом долевого участия"
"kz7610","Share of loss of equity-accounted investees","7610","expense","","False","Доля в убытке ассоциированных организациях"
"kz7620","Share of loss of joint ventures","7620","expense","","False","Доля в убытке совместных организациях"
"kz7700","Corporate income tax expense","7700","expense","","False","Расходы по корпоративному подоходному налогу"
"kz7710","Income tax expense","7710","expense","","False","Расходы по корпоративному подоходному налогу"
"kz8100","Core production","8100","expense","","False","Основное производство"
"kz8110","Core production","8110","expense","","False","Основное производство"
"kz8200","Semifinished goods of own production","8200","expense","","False","Полуфабрикаты собственного производства"
"kz8210","Semifinished goods of own production","8210","expense","","False","Полуфабрикаты собственного производства"
"kz8300","Auxiliary production","8300","expense","","False","Вспомогательные производства"
"kz8310","Auxiliary production","8310","expense","","False","Вспомогательные производства"
"kz8400","Overhead costs","8400","expense","","False","Накладные расходы"
"kz8410","Overhead costs","8410","expense","","False","Накладные расходы"
"l10nkz_chart_template_liquidity_transfer","Cash in transit","1020","asset_current","","True","Денежные средства в пути"
