id,name,code,user_type_id/id,chart_template_id/id,tag_ids/id,reconcile
rs_050,"Receivables from parent and dependent legal entities",050,account.data_account_type_non_current_assets,l10n_rs.l10n_rs_chart_template,,False
rs_051,"Receivables from other related parties",051,account.data_account_type_non_current_assets,l10n_rs.l10n_rs_chart_template,,False
rs_052,"Receivables based on sales on commodity credit",052,account.data_account_type_non_current_assets,l10n_rs.l10n_rs_chart_template,,False
rs_053,"Receivables for sale under financial lease agreements",053,account.data_account_type_non_current_assets,l10n_rs.l10n_rs_chart_template,,False
rs_054,"Receivables based on warranty",054,account.data_account_type_non_current_assets,l10n_rs.l10n_rs_chart_template,,False
rs_055,"Contested and doubtful receivables",055,account.data_account_type_non_current_assets,l10n_rs.l10n_rs_chart_template,,False
rs_056,"Other long term receivables",056,account.data_account_type_non_current_assets,l10n_rs.l10n_rs_chart_template,,False
rs_059,"Provisions of long term receivables",059,account.data_account_type_non_current_assets,l10n_rs.l10n_rs_chart_template,,False
rs_100,"Material purchase costs calculation",100,account.data_account_type_current_assets,l10n_rs.l10n_rs_chart_template,,False
rs_101,"Raw materials",101,account.data_account_type_current_assets,l10n_rs.l10n_rs_chart_template,,False
rs_102,"Spare parts",102,account.data_account_type_current_assets,l10n_rs.l10n_rs_chart_template,,False
rs_103,"Tools and inventories",103,account.data_account_type_current_assets,l10n_rs.l10n_rs_chart_template,,False
rs_104,"Raw materials, spare parts, tools and inventories being processed, finished off and handled",104,account.data_account_type_current_assets,l10n_rs.l10n_rs_chart_template,,False
rs_109,"Provisions for material",109,account.data_account_type_current_assets,l10n_rs.l10n_rs_chart_template,,False
rs_110,"Work in progress",110,account.data_account_type_current_assets,l10n_rs.l10n_rs_chart_template,,False
rs_111,"Services in progress",111,account.data_account_type_current_assets,l10n_rs.l10n_rs_chart_template,,False
rs_120,"Finished products",120,account.data_account_type_current_assets,l10n_rs.l10n_rs_chart_template,,False
rs_130,"Merchandise cost accounting",130,account.data_account_type_current_assets,l10n_rs.l10n_rs_chart_template,,False
rs_131,"Merchandise in warehouse",131,account.data_account_type_current_assets,l10n_rs.l10n_rs_chart_template,,False
rs_132,"Wholesale merchandise",132,account.data_account_type_current_assets,l10n_rs.l10n_rs_chart_template,,False
rs_133,"Merchandise in storehouse, depot and other legal entities' shops",133,account.data_account_type_current_assets,l10n_rs.l10n_rs_chart_template,,False
rs_134,"Merchandise in retail sale",134,account.data_account_type_current_assets,l10n_rs.l10n_rs_chart_template,,False
rs_135,"Merchandise being processed, finished off and handled",135,account.data_account_type_current_assets,l10n_rs.l10n_rs_chart_template,,False
rs_136,"Merchandise in transit",136,account.data_account_type_current_assets,l10n_rs.l10n_rs_chart_template,,False
rs_137,"Merchandise in transport",137,account.data_account_type_current_assets,l10n_rs.l10n_rs_chart_template,,False
rs_139,"Provisions for merchandise",139,account.data_account_type_current_assets,l10n_rs.l10n_rs_chart_template,,False
rs_140,"Intangible assets for trading",140,account.data_account_type_non_current_assets,l10n_rs.l10n_rs_chart_template,,False
rs_141,"Land held for trading",141,account.data_account_type_non_current_assets,l10n_rs.l10n_rs_chart_template,,False
rs_142,"Buildings held for trading",142,account.data_account_type_non_current_assets,l10n_rs.l10n_rs_chart_template,,False
rs_143,"Investment property for trading",143,account.data_account_type_non_current_assets,l10n_rs.l10n_rs_chart_template,,False
rs_144,"Other property held for trading",144,account.data_account_type_non_current_assets,l10n_rs.l10n_rs_chart_template,,False
rs_145,"Installations and equipment for trading",145,account.data_account_type_non_current_assets,l10n_rs.l10n_rs_chart_template,,False
rs_146,"Natural assets for trading",146,account.data_account_type_non_current_assets,l10n_rs.l10n_rs_chart_template,,False
rs_147,"Assets of suspended business",147,account.data_account_type_current_assets,l10n_rs.l10n_rs_chart_template,,False
rs_149,"Provisions for assets held for trading",149,account.data_account_type_current_assets,l10n_rs.l10n_rs_chart_template,,False
rs_150,"Domestic advances paid for raw material, spare parts and inventories",150,account.data_account_type_prepayments,l10n_rs.l10n_rs_chart_template,,False
rs_151,"Foreign advances paid for raw material, spare parts and inventories",151,account.data_account_type_prepayments,l10n_rs.l10n_rs_chart_template,,False
rs_152,"Domestic advances paid for merchandise",152,account.data_account_type_prepayments,l10n_rs.l10n_rs_chart_template,,False
rs_153,"Foreign advances paid for merchandise",153,account.data_account_type_prepayments,l10n_rs.l10n_rs_chart_template,,False
rs_154,"Domestic advances paid for services",154,account.data_account_type_prepayments,l10n_rs.l10n_rs_chart_template,,False
rs_155,"Foreign advances paid for services",155,account.data_account_type_prepayments,l10n_rs.l10n_rs_chart_template,,False
rs_159,"Provisions for advances paid",159,account.data_account_type_current_assets,l10n_rs.l10n_rs_chart_template,,False
rs_200,"Domestic trade receivables - parent companies and subsidiaries",200,account.data_account_type_receivable,l10n_rs.l10n_rs_chart_template,,True
rs_201,"Foreign trade receivables - parent companies and subsidiaries",201,account.data_account_type_receivable,l10n_rs.l10n_rs_chart_template,,True
rs_202,"Domestic trade receivables - other associated entities",202,account.data_account_type_receivable,l10n_rs.l10n_rs_chart_template,,True
rs_203,"Foreign trade receivables - other associated entities",203,account.data_account_type_receivable,l10n_rs.l10n_rs_chart_template,,True
rs_204,"Trade receivables - domestic third party",204,account.data_account_type_receivable,l10n_rs.l10n_rs_chart_template,,True
rs_205,"Trade receivables - foreign third party",205,account.data_account_type_receivable,l10n_rs.l10n_rs_chart_template,,True
rs_206,"Other trade receivables",206,account.data_account_type_receivable,l10n_rs.l10n_rs_chart_template,,True
rs_209,"Provisions for trade receivables",209,account.data_account_type_current_assets,l10n_rs.l10n_rs_chart_template,,False
rs_210,"Receivables from exporters",210,account.data_account_type_current_assets,l10n_rs.l10n_rs_chart_template,,False
rs_211,"Receivables due from import on behalf of other entities",211,account.data_account_type_current_assets,l10n_rs.l10n_rs_chart_template,,False
rs_212,"Receivables from sales on commission and consignment",212,account.data_account_type_current_assets,l10n_rs.l10n_rs_chart_template,,False
rs_218,"Other receivables from specific business operations",218,account.data_account_type_current_assets,l10n_rs.l10n_rs_chart_template,,False
rs_219,"Provisions for receivables from specific business operations",219,account.data_account_type_current_assets,l10n_rs.l10n_rs_chart_template,,False
rs_220,"Receivables for interest and dividends",220,account.data_account_type_current_assets,l10n_rs.l10n_rs_chart_template,,False
rs_221,"Receivables from employees",221,account.data_account_type_current_assets,l10n_rs.l10n_rs_chart_template,,False
rs_222,"Receivables from state authorities and organizations",222,account.data_account_type_current_assets,l10n_rs.l10n_rs_chart_template,,False
rs_223,"Receivables for prepaid income tax",223,account.data_account_type_current_assets,l10n_rs.l10n_rs_chart_template,,False
rs_224,"Receivables for other taxes and contributions prepaid",224,account.data_account_type_current_assets,l10n_rs.l10n_rs_chart_template,,False
rs_225,"Receivables for compensation of salaries that are refunded",225,account.data_account_type_current_assets,l10n_rs.l10n_rs_chart_template,,False
rs_226,"Receivables based on damages",226,account.data_account_type_current_assets,l10n_rs.l10n_rs_chart_template,,False
rs_228,"Other short term receivables",228,account.data_account_type_current_assets,l10n_rs.l10n_rs_chart_template,,False
rs_229,"Provisions for other receivables",229,account.data_account_type_current_assets,l10n_rs.l10n_rs_chart_template,,False
rs_230,"Short-term loans and investments in parent companies and subsidiaries",230,account.data_account_type_current_assets,l10n_rs.l10n_rs_chart_template,,False
rs_231,"Short-term loans and investments in other associated companies",231,account.data_account_type_current_assets,l10n_rs.l10n_rs_chart_template,,False
rs_232,"Short term loans - domestic",232,account.data_account_type_current_assets,l10n_rs.l10n_rs_chart_template,,False
rs_233,"Short term loans - foreign",233,account.data_account_type_current_assets,l10n_rs.l10n_rs_chart_template,,False
rs_234,"Current portions of long term loan due within one year",234,account.data_account_type_current_assets,l10n_rs.l10n_rs_chart_template,,False
rs_235,"Current portions of securities held to maturity - a part that reaches one year",235,account.data_account_type_current_assets,l10n_rs.l10n_rs_chart_template,,False
rs_236,"Financial assets that are measured at fair value through the Income statement",236,account.data_account_type_current_assets,l10n_rs.l10n_rs_chart_template,,False
rs_237,"Bought up own shares for trading",237,account.data_account_type_current_assets,l10n_rs.l10n_rs_chart_template,,False
rs_238,"Other short-term investments",238,account.data_account_type_current_assets,l10n_rs.l10n_rs_chart_template,,False
rs_239,"Provisions for short - term investments",239,account.data_account_type_current_assets,l10n_rs.l10n_rs_chart_template,,False
rs_240,"Securities - cash equivalents",240,account.data_account_type_current_assets,l10n_rs.l10n_rs_chart_template,,False
rs_241,"Current (business) accounts",241,account.data_account_type_liquidity,l10n_rs.l10n_rs_chart_template,,False
rs_242,"Cash allocated for payments and open letters of credit",242,account.data_account_type_liquidity,l10n_rs.l10n_rs_chart_template,,False
rs_243,"Cash in hand",243,account.data_account_type_liquidity,l10n_rs.l10n_rs_chart_template,,False
rs_244,"Foreign exchange account",244,account.data_account_type_liquidity,l10n_rs.l10n_rs_chart_template,,False
rs_245,"Foreign currency letters of credit",245,account.data_account_type_liquidity,l10n_rs.l10n_rs_chart_template,,False
rs_246,"Foreign currency - cash in hand",246,account.data_account_type_liquidity,l10n_rs.l10n_rs_chart_template,,False
rs_248,"Other cash and cash equivalents",248,account.data_account_type_liquidity,l10n_rs.l10n_rs_chart_template,,False
rs_249,"Blocked bank accounts",249,account.data_account_type_liquidity,l10n_rs.l10n_rs_chart_template,,False
rs_270,"VAT in incoming invoices - general tax rate (except advances paid)",270,account.data_account_type_current_assets,l10n_rs.l10n_rs_chart_template,,False
rs_271,"VAT in incoming invoices - specific tax rate (except advances paid)",271,account.data_account_type_current_assets,l10n_rs.l10n_rs_chart_template,,False
rs_272,"VAT in advances paid - general tax rate",272,account.data_account_type_current_assets,l10n_rs.l10n_rs_chart_template,,False
rs_273,"VAT in advances paid - specific tax rate",273,account.data_account_type_current_assets,l10n_rs.l10n_rs_chart_template,,False
rs_274,"VAT paid for import of goods - general tax rate",274,account.data_account_type_current_assets,l10n_rs.l10n_rs_chart_template,,False
rs_275,"VAT paid for import of goods - specific tax rate",275,account.data_account_type_current_assets,l10n_rs.l10n_rs_chart_template,,False
rs_276,"VAT on services rendered by foreign suppliers",276,account.data_account_type_current_assets,l10n_rs.l10n_rs_chart_template,,False
rs_277,"VAT returned to foreign customers",277,account.data_account_type_current_assets,l10n_rs.l10n_rs_chart_template,,False
rs_278,"VAT reimbursement paid to farmers",278,account.data_account_type_current_assets,l10n_rs.l10n_rs_chart_template,,False
rs_279,"Receivables for prepaid VAT",279,account.data_account_type_current_assets,l10n_rs.l10n_rs_chart_template,,False
rs_280,"Prepaid costs",280,account.data_account_type_prepayments,l10n_rs.l10n_rs_chart_template,,False
rs_281,"Accrued income (un-invoiced income)",281,account.data_account_type_current_assets,l10n_rs.l10n_rs_chart_template,,False
rs_282,"Deferred costs based on obligations",282,account.data_account_type_current_assets,l10n_rs.l10n_rs_chart_template,,False
rs_288,"Deferred tax assets",288,account.data_account_type_current_assets,l10n_rs.l10n_rs_chart_template,,False
rs_289,"Other accruals",289,account.data_account_type_current_assets,l10n_rs.l10n_rs_chart_template,,False
rs_300,"Share capital",300,account.data_account_type_equity,l10n_rs.l10n_rs_chart_template,,False
rs_301,"Stakes in limited liability companies",301,account.data_account_type_equity,l10n_rs.l10n_rs_chart_template,,False
rs_302,"Participating interests",302,account.data_account_type_equity,l10n_rs.l10n_rs_chart_template,,False
rs_303,"State owned capital",303,account.data_account_type_equity,l10n_rs.l10n_rs_chart_template,,False
rs_304,"Socially owned capital",304,account.data_account_type_equity,l10n_rs.l10n_rs_chart_template,,False
rs_305,"Stakes in co-operatives",305,account.data_account_type_equity,l10n_rs.l10n_rs_chart_template,,False
rs_306,"Share issuing premiums",306,account.data_account_type_equity,l10n_rs.l10n_rs_chart_template,,False
rs_309,"Other capital",309,account.data_account_type_equity,l10n_rs.l10n_rs_chart_template,,False
rs_310,"Subscribed share capital unpaid",310,account.data_account_type_equity,l10n_rs.l10n_rs_chart_template,,False
rs_311,"Subscribed stakes unpaid",311,account.data_account_type_equity,l10n_rs.l10n_rs_chart_template,,False
rs_321,"Legal reserves",321,account.data_account_type_equity,l10n_rs.l10n_rs_chart_template,,False
rs_322,"Statutory and other reserves",322,account.data_account_type_equity,l10n_rs.l10n_rs_chart_template,,False
rs_330,"Effect of restatement of capital based on the revaluation of intangible assets, property, plant and equipment",330,account.data_account_type_equity,l10n_rs.l10n_rs_chart_template,,False
rs_331,"Actuarial gains or losses on planned benefit plans",331,account.data_account_type_equity,l10n_rs.l10n_rs_chart_template,,False
rs_332,"Gains or losses on investments in equity instruments",332,account.data_account_type_equity,l10n_rs.l10n_rs_chart_template,,False
rs_333,"Gains or losses on the basis of the share in other comprehensive income or loss of associates",333,account.data_account_type_equity,l10n_rs.l10n_rs_chart_template,,False
rs_334,"Gains or losses arising from the calculations of financial statements of foreign operations",334,account.data_account_type_equity,l10n_rs.l10n_rs_chart_template,,False
rs_335,"Gains or losses on instruments for the protection of net investments in foreign operations",335,account.data_account_type_equity,l10n_rs.l10n_rs_chart_template,,False
rs_336,"Gains or losses arising from hedging instruments of cash flow",336,account.data_account_type_equity,l10n_rs.l10n_rs_chart_template,,False
rs_337,"Gains or losses on securities available for trading",337,account.data_account_type_equity,l10n_rs.l10n_rs_chart_template,,False
rs_340,"Retained profit from previous years",340,account.data_account_type_equity,l10n_rs.l10n_rs_chart_template,,False
rs_341,"Retained profit from current year",341,account.data_unaffected_earnings,l10n_rs.l10n_rs_chart_template,,False
rs_350,"Previous year's losses",350,account.data_account_type_equity,l10n_rs.l10n_rs_chart_template,,False
rs_351,"Current year loss",351,account.data_account_type_equity,l10n_rs.l10n_rs_chart_template,,False
rs_400,"Provisions for costs incurred during the warranty period",400,account.data_account_type_non_current_liabilities,l10n_rs.l10n_rs_chart_template,,False
rs_401,"Provisions for the recovery of natural resources",401,account.data_account_type_non_current_liabilities,l10n_rs.l10n_rs_chart_template,,False
rs_402,"Provisions for retained deposits and caution money",402,account.data_account_type_non_current_liabilities,l10n_rs.l10n_rs_chart_template,,False
rs_403,"Provisions for restructuring costs",403,account.data_account_type_non_current_liabilities,l10n_rs.l10n_rs_chart_template,,False
rs_404,"Provisions for contribution and other employee benefits",404,account.data_account_type_non_current_liabilities,l10n_rs.l10n_rs_chart_template,,False
rs_405,"Provision for court costs",405,account.data_account_type_non_current_liabilities,l10n_rs.l10n_rs_chart_template,,False
rs_409,"Other long-term provisions",409,account.data_account_type_non_current_liabilities,l10n_rs.l10n_rs_chart_template,,False
rs_410,"Liabilities which can be converted into capital",410,account.data_account_type_non_current_liabilities,l10n_rs.l10n_rs_chart_template,,False
rs_411,"Liabilities to parent companies and subsidiaries",411,account.data_account_type_non_current_liabilities,l10n_rs.l10n_rs_chart_template,,False
rs_412,"Liabilities to other associated companies",412,account.data_account_type_non_current_liabilities,l10n_rs.l10n_rs_chart_template,,False
rs_413,"Liabilities for long-term securities",413,account.data_account_type_non_current_liabilities,l10n_rs.l10n_rs_chart_template,,False
rs_414,"Long-term loans - domestic",414,account.data_account_type_non_current_liabilities,l10n_rs.l10n_rs_chart_template,,False
rs_415,"Long-term loans - foreign",415,account.data_account_type_non_current_liabilities,l10n_rs.l10n_rs_chart_template,,False
rs_416,"Liabilities based on financial leasing",416,account.data_account_type_non_current_liabilities,l10n_rs.l10n_rs_chart_template,,False
rs_419,"Other long-term liabilities",419,account.data_account_type_non_current_liabilities,l10n_rs.l10n_rs_chart_template,,False
rs_420,"Short-term loans from parent companies and subsidiaries",420,account.data_account_type_current_liabilities,l10n_rs.l10n_rs_chart_template,,False
rs_421,"Short-term loans from other associated companies",421,account.data_account_type_current_liabilities,l10n_rs.l10n_rs_chart_template,,False
rs_422,"Short term loans - domestic",422,account.data_account_type_current_liabilities,l10n_rs.l10n_rs_chart_template,,False
rs_423,"Short term loans - foreign",423,account.data_account_type_current_liabilities,l10n_rs.l10n_rs_chart_template,,False
rs_424,"Current portion of long-term loans",424,account.data_account_type_current_liabilities,l10n_rs.l10n_rs_chart_template,,False
rs_425,"Current portion of other long-term liabilities",425,account.data_account_type_current_liabilities,l10n_rs.l10n_rs_chart_template,,False
rs_426,"Liabilities for short-term securities",426,account.data_account_type_current_liabilities,l10n_rs.l10n_rs_chart_template,,False
rs_427,"Liabilities based on fixed assets and assets of suspended business for trading",427,account.data_account_type_current_liabilities,l10n_rs.l10n_rs_chart_template,,False
rs_429,"Other short-term financial liabilities",429,account.data_account_type_current_liabilities,l10n_rs.l10n_rs_chart_template,,False
rs_430,"Received advances, deposits and caution money",430,account.data_account_type_current_liabilities,l10n_rs.l10n_rs_chart_template,,False
rs_431,"Domestic trade payables - parent companies and subsidiaries",431,account.data_account_type_payable,l10n_rs.l10n_rs_chart_template,,True
rs_432,"Foreign trade payables - parent companies and subsidiaries",432,account.data_account_type_payable,l10n_rs.l10n_rs_chart_template,,True
rs_433,"Domestic trade payables - other associated companies",433,account.data_account_type_payable,l10n_rs.l10n_rs_chart_template,,True
rs_434,"Foreign trade payables - other associated companies",434,account.data_account_type_payable,l10n_rs.l10n_rs_chart_template,,True
rs_435,"Trade payables - domestic",435,account.data_account_type_payable,l10n_rs.l10n_rs_chart_template,,True
rs_436,"Trade payables - foreign",436,account.data_account_type_payable,l10n_rs.l10n_rs_chart_template,,True
rs_439,"Other liabilities from business operations",439,account.data_account_type_current_liabilities,l10n_rs.l10n_rs_chart_template,,False
rs_440,"Liabilities to importers",440,account.data_account_type_current_liabilities,l10n_rs.l10n_rs_chart_template,,False
rs_441,"Liabilities due to exporters made on behalf of third parties",441,account.data_account_type_current_liabilities,l10n_rs.l10n_rs_chart_template,,False
rs_442,"Liabilities for sale on commission and consignment",442,account.data_account_type_current_liabilities,l10n_rs.l10n_rs_chart_template,,False
rs_449,"Other liabilities from specific business operations",449,account.data_account_type_current_liabilities,l10n_rs.l10n_rs_chart_template,,False
rs_450,"Liabilities for net salaries and fringe benefits, except refundable fringe benefits",450,account.data_account_type_current_liabilities,l10n_rs.l10n_rs_chart_template,,False
rs_451,"Liabilities for taxes on salaries and fringe benefits charged to employees",451,account.data_account_type_current_liabilities,l10n_rs.l10n_rs_chart_template,,False
rs_452,"Liabilities for contributions on salaries and fringe benefits charged to employees",452,account.data_account_type_current_liabilities,l10n_rs.l10n_rs_chart_template,,False
rs_453,"Liabilities for taxes and contributions on salaries and fringe benefits charged to employer",453,account.data_account_type_current_liabilities,l10n_rs.l10n_rs_chart_template,,False
rs_454,"Liabilities for refundable net fringe benefits",454,account.data_account_type_current_liabilities,l10n_rs.l10n_rs_chart_template,,False
rs_455,"Liabilities for taxes and contributions on refundable fringe benefits charged to employees",455,account.data_account_type_current_liabilities,l10n_rs.l10n_rs_chart_template,,False
rs_456,"Liabilities for taxes and contributions on refundable fringe benefits charged to employer",456,account.data_account_type_current_liabilities,l10n_rs.l10n_rs_chart_template,,False
rs_460,"Liabilities for interests and finance costs",460,account.data_account_type_current_liabilities,l10n_rs.l10n_rs_chart_template,,False
rs_461,"Liabilities for dividends",461,account.data_account_type_current_liabilities,l10n_rs.l10n_rs_chart_template,,False
rs_462,"Liabilities for share in the profit",462,account.data_account_type_current_liabilities,l10n_rs.l10n_rs_chart_template,,False
rs_463,"Liabilities to employees",463,account.data_account_type_current_liabilities,l10n_rs.l10n_rs_chart_template,,False
rs_464,"Liabilities to members of Management Board and Supervisory Board",464,account.data_account_type_current_liabilities,l10n_rs.l10n_rs_chart_template,,False
rs_465,"Liabilities to individuals for contracted fees",465,account.data_account_type_current_liabilities,l10n_rs.l10n_rs_chart_template,,False
rs_466,"Liabilities for net income of sole traders who obtain advances during the year",466,account.data_account_type_current_liabilities,l10n_rs.l10n_rs_chart_template,,False
rs_467,"Liabilities for short-term provisions",467,account.data_account_type_current_liabilities,l10n_rs.l10n_rs_chart_template,,False
rs_469,"Other liabilities",469,account.data_account_type_current_liabilities,l10n_rs.l10n_rs_chart_template,,False
rs_470,"Liabilities for VAT in outgoing invoices - general tax rate (except advances received)",470,account.data_account_type_current_liabilities,l10n_rs.l10n_rs_chart_template,,False
rs_471,"Liabilities for VAT in outgoing invoices - specific tax rate (except advances received)",471,account.data_account_type_current_liabilities,l10n_rs.l10n_rs_chart_template,,False
rs_472,"Liabilities for VAT in advances received - general tax rate",472,account.data_account_type_current_liabilities,l10n_rs.l10n_rs_chart_template,,False
rs_473,"Liabilities for VAT in advances received - specific tax rate",473,account.data_account_type_current_liabilities,l10n_rs.l10n_rs_chart_template,,False
rs_474,"Liabilities for VAT on internal consumption - general tax rate",474,account.data_account_type_current_liabilities,l10n_rs.l10n_rs_chart_template,,False
rs_475,"Liabilities for VAT on internal consumption - specific tax rate",475,account.data_account_type_current_liabilities,l10n_rs.l10n_rs_chart_template,,False
rs_476,"Liabilities for VAT on sales for cash",476,account.data_account_type_current_liabilities,l10n_rs.l10n_rs_chart_template,,False
rs_479,"Liabilities for VAT on difference between calculated VAT and previous taxes",479,account.data_account_type_current_liabilities,l10n_rs.l10n_rs_chart_template,,False
rs_480,"Liabilities for excise duties",480,account.data_account_type_current_liabilities,l10n_rs.l10n_rs_chart_template,,False
rs_481,"Liabilities for income tax",481,account.data_account_type_current_liabilities,l10n_rs.l10n_rs_chart_template,,False
rs_482,"Liabilities for taxes, customs, and other duties charged to costs",482,account.data_account_type_current_liabilities,l10n_rs.l10n_rs_chart_template,,False
rs_483,"Liabilities for contributions charged to costs",483,account.data_account_type_current_liabilities,l10n_rs.l10n_rs_chart_template,,False
rs_489,"Other liabilities for taxes, contributions and other duties",489,account.data_account_type_current_liabilities,l10n_rs.l10n_rs_chart_template,,False
rs_490,"Accrued expenses",490,account.data_account_type_current_liabilities,l10n_rs.l10n_rs_chart_template,,False
rs_491,"Revenue charged in advance",491,account.data_account_type_current_liabilities,l10n_rs.l10n_rs_chart_template,,False
rs_494,"Accrued direct purchase costs",494,account.data_account_type_current_liabilities,l10n_rs.l10n_rs_chart_template,,False
rs_495,"Donations received",495,account.data_account_type_current_liabilities,l10n_rs.l10n_rs_chart_template,,False
rs_496,"Accrued income from receivables",496,account.data_account_type_current_liabilities,l10n_rs.l10n_rs_chart_template,,False
rs_498,"Deferred tax liabilities",498,account.data_account_type_current_liabilities,l10n_rs.l10n_rs_chart_template,,False
rs_499,"Other accruals and deferred income",499,account.data_account_type_current_liabilities,l10n_rs.l10n_rs_chart_template,,False
rs_500,"Purchases of merchandises (goods for resale)",500,account.data_account_type_expenses,l10n_rs.l10n_rs_chart_template,,False
rs_501,"Cost of merchandise sold",501,account.data_account_type_expenses,l10n_rs.l10n_rs_chart_template,,False
rs_502,"Cost of sold assets held for trading",502,account.data_account_type_expenses,l10n_rs.l10n_rs_chart_template,,False
rs_503,"Cost of other assets held for trading",503,account.data_account_type_expenses,l10n_rs.l10n_rs_chart_template,,False
rs_510,"Costs material",510,account.data_account_type_expenses,l10n_rs.l10n_rs_chart_template,,False
rs_511,"Costs of raw material",511,account.data_account_type_expenses,l10n_rs.l10n_rs_chart_template,,False
rs_512,"Costs of other material (overhead)",512,account.data_account_type_expenses,l10n_rs.l10n_rs_chart_template,,False
rs_513,"Costs of fuel and energy",513,account.data_account_type_expenses,l10n_rs.l10n_rs_chart_template,,False
rs_514,"Costs of spare parts",514,account.data_account_type_expenses,l10n_rs.l10n_rs_chart_template,,False
rs_515,"Costs of One-time write-off for tools and inventory",515,account.data_account_type_expenses,l10n_rs.l10n_rs_chart_template,,False
