"id","name","code","account_type","chart_template_id/id","reconcile"
"account_assoc_654","Reembolsos de gastos al órgano de gobierno","654","expense","l10n_es.account_chart_template_assoc","False"
"account_assoc_655","Pérdidas de créditos derivados de la actividad incobrables","655","expense","l10n_es.account_chart_template_assoc","False"
"account_assoc_6560","Beneficio transferido (gestor)","6560","expense","l10n_es.account_chart_template_assoc","False"
"account_assoc_6561","Pérdida soportada(partícipe o asociado no gestor)","6561","expense","l10n_es.account_chart_template_assoc","False"
"account_assoc_658","Reintegro de subvenciones, donaciones y legados recibidos, afectos a la actividad propia de la entidad ","658","expense","l10n_es.account_chart_template_assoc","False"
"account_assoc_663","Pérdidas por valoración de instrumentos financieros por su valor razonable","663","expense","l10n_es.account_chart_template_assoc","False"
"account_assoc_6710","Pérdidas procedentes del inmovilizado material","6710","expense","l10n_es.account_chart_template_assoc","False"
"account_assoc_6711","Pérdidas procedentes de bienes del Patrimonio Histórico","6711","expense","l10n_es.account_chart_template_assoc","False"
"account_assoc_6910","Pérdidas por deterioro del inmovilizado material","6910","expense","l10n_es.account_chart_template_assoc","False"
"account_assoc_6911","Pérdidas por deterioro de bienes del Patrimonio Histórico","6911","expense","l10n_es.account_chart_template_assoc","False"
"account_assoc_694","Pérdidas por deterioro de créditos por operaciones de la actividad","694","expense","l10n_es.account_chart_template_assoc","False"
"account_assoc_720","Cuotas de asociados y afiliados","720","income","l10n_es.account_chart_template_assoc","False"
"account_assoc_721","Cuotas de usuarios","721","income","l10n_es.account_chart_template_assoc","False"
"account_assoc_722","Promociones de captación de recursos","722","income","l10n_es.account_chart_template_assoc","False"
"account_assoc_7230","Patrocinio","7230","income","l10n_es.account_chart_template_assoc","False"
"account_assoc_7231","Patrocinio publicitario","7231","income","l10n_es.account_chart_template_assoc","False"
"account_assoc_7233","Colaboraciones empresariales","7233","income","l10n_es.account_chart_template_assoc","False"
"account_assoc_728","Ingresos por reintegro de ayudas y asignaciones","728","income","l10n_es.account_chart_template_assoc","False"
"account_assoc_763","Beneficios por valoración de instrumentos financieros por su valor razonable","763","income","l10n_es.account_chart_template_assoc","False"
"account_assoc_791","Reversión del deterioro del inmovilizado material y de bienes del Patrimonio Histórico","791","income","l10n_es.account_chart_template_assoc","False"
"account_assoc_794","Reversión del deterioro de créditos por operaciones de la actividad","794","income","l10n_es.account_chart_template_assoc","False"
"account_assoc_7962","Reversión del deterioro de participaciones en instrumentos de patrimonio neto a largo plazo, otras partes vinculadas","7962","income","l10n_es.account_chart_template_assoc","False"
"account_assoc_7963","Reversión del deterioro de participaciones en instrumentos de patrimonio neto a largo plazo, otras empresas","7963","income","l10n_es.account_chart_template_assoc","False"
