"id",name,reveal_id
"crm_reveal_industry_107","Political Organization","107"
"crm_reveal_industry_108","Pornography","108"
"crm_reveal_industry_109","Primary & Secondary Education","109"
"crm_reveal_industry_110","Printing","110"
"crm_reveal_industry_111","Public Relations","111"
"crm_reveal_industry_112","Publishing","112"
"crm_reveal_industry_113","Ranching","113"
"crm_reveal_industry_114","Real Estate","114"
"crm_reveal_industry_115","Religion","115"
"crm_reveal_industry_116","Renewables & Environment","116"
"crm_reveal_industry_117","Restaurants","117"
"crm_reveal_industry_118","Retail","118"
"crm_reveal_industry_119","Sanitization Services","119"
"crm_reveal_industry_120","Scientific & Academic Research","120"
"crm_reveal_industry_121","Security","121"
"crm_reveal_industry_122","Services","122"
"crm_reveal_industry_123","Shipbuilding","123"
"crm_reveal_industry_124","Shipping & Logistics","124"
"crm_reveal_industry_125","Society","125"
"crm_reveal_industry_126","Sporting Goods","126"
"crm_reveal_industry_127","Sports & Fitness","127"
"crm_reveal_industry_128","Stores","128"
"crm_reveal_industry_129","Talent Agencies","129"
"crm_reveal_industry_130","Technology","130"
"crm_reveal_industry_131","Telecommunications","131"
"crm_reveal_industry_132","Textiles","132"
"crm_reveal_industry_133","Tobacco","133"
"crm_reveal_industry_134","Tools","134"
"crm_reveal_industry_135","Translation","135"
"crm_reveal_industry_136","Transportation","136"
"crm_reveal_industry_137","Travel & Leisure","137"
"crm_reveal_industry_138","Utilities","138"
"crm_reveal_industry_139","Venture Capital","139"
"crm_reveal_industry_140","Veterinary","140"
"crm_reveal_industry_141","Video Games","141"
"crm_reveal_industry_142","Warehousing","142"
"crm_reveal_industry_143","Web Services & Apps","143"
"crm_reveal_industry_144","Wholesale","144"
"crm_reveal_industry_145","Financials","145"
"crm_reveal_industry_146","Industrials","146"
"crm_reveal_industry_147","Information Technology","147"
"crm_reveal_industry_148","Materials","148"
"crm_reveal_industry_149","Telecommunication Services","149"
"crm_reveal_industry_150","Consumer Services","150"
"crm_reveal_industry_151","Diversified Consumer Services","151"
"crm_reveal_industry_152","Retailing","152"
"crm_reveal_industry_153","Food & Staples Retailing","153"
"crm_reveal_industry_154","Food, Beverage & Tobacco","154"
"crm_reveal_industry_155","Household & Personal Products","155"
"crm_reveal_industry_156","Energy Equipment & Services","156"
"crm_reveal_industry_157","Banks","157"
"crm_reveal_industry_158","Diversified Financial Services","158"
"crm_reveal_industry_159","Diversified Financials","159"
"crm_reveal_industry_160","Health Care Equipment & Services","160"
"crm_reveal_industry_161","Pharmaceuticals, Biotechnology & Life Sciences","161"
"crm_reveal_industry_162","Capital Goods","162"
"crm_reveal_industry_163","Commercial & Professional Services","163"
"crm_reveal_industry_164","Semiconductors & Semiconductor Equipment","164"
"crm_reveal_industry_165","Software & Services","165"
"crm_reveal_industry_166","Technology Hardware & Equipment","166"
"crm_reveal_industry_167","Construction Materials","167"
"crm_reveal_industry_168","Independent Power and Renewable Electricity Producers","168"
"crm_reveal_industry_169","Hotels, Restaurants & Leisure","169"
"crm_reveal_industry_170","Education Services","170"
"crm_reveal_industry_171","Specialized Consumer Services","171"
"crm_reveal_industry_172","Distributors","172"
"crm_reveal_industry_173","Specialty Retail","173"
"crm_reveal_industry_174","Food Products","174"
"crm_reveal_industry_175","Personal Products","175"
"crm_reveal_industry_176","Gas Utilities","176"
"crm_reveal_industry_177","Capital Markets","177"
"crm_reveal_industry_178","Health Care Equipment & Supplies","178"
"crm_reveal_industry_179","Health Care Providers & Services","179"
"crm_reveal_industry_180","Life Sciences Tools & Services","180"
"crm_reveal_industry_181","Commercial Services & Supplies","181"
"crm_reveal_industry_182","Construction & Engineering","182"
"crm_reveal_industry_183","Electrical Equipment","183"
"crm_reveal_industry_184","Industrial Conglomerates","184"
"crm_reveal_industry_185","Trading Companies & Distributors","185"
"crm_reveal_industry_186","Professional Services","186"
"crm_reveal_industry_187","Air Freight & Logistics","187"
"crm_reveal_industry_188","Marine","188"
"crm_reveal_industry_189","Road & Rail","189"
"crm_reveal_industry_190","Internet Software & Services","190"
"crm_reveal_industry_191","IT Services","191"
"crm_reveal_industry_192","Software","192"
"crm_reveal_industry_193","Communications Equipment","193"
"crm_reveal_industry_194","Electronic Equipment, Instruments & Components","194"
"crm_reveal_industry_195","Technology Hardware, Storage & Peripherals","195"
"crm_reveal_industry_196","Containers & Packaging","196"
"crm_reveal_industry_197","Metals & Mining","197"
"crm_reveal_industry_198","Paper & Forest Products","198"
"crm_reveal_industry_199","Diversified Telecommunication Services","199"
"crm_reveal_industry_200","Wireless Telecommunication Services","200"
"crm_reveal_industry_201","Renewable Electricity","201"
"crm_reveal_industry_202","Electric Utilities","202"
"crm_reveal_industry_203","Casinos & Gaming","203"
"crm_reveal_industry_204","Leisure Facilities","204"
"crm_reveal_industry_205","Advertising","205"
"crm_reveal_industry_206","Movies & Entertainment","206"
"crm_reveal_industry_207","Home Improvement Retail","207"
"crm_reveal_industry_208","Homefurnishing Retail","208"
"crm_reveal_industry_209","Food Retail","209"
"crm_reveal_industry_210","Agricultural Products","210"
"crm_reveal_industry_211","Packaged Foods & Meats","211"
"crm_reveal_industry_212","Asset Management & Custody Banks","212"
"crm_reveal_industry_213","Diversified Capital Markets","213"
"crm_reveal_industry_214","Investment Banking & Brokerage","214"
"crm_reveal_industry_215","Health Care Services","215"
"crm_reveal_industry_216","Commercial Printing","216"
"crm_reveal_industry_217","Industrial Machinery","217"
"crm_reveal_industry_218","Consulting","218"
"crm_reveal_industry_219","Human Resource & Employment Services","219"
"crm_reveal_industry_220","Research & Consulting Services","220"
"crm_reveal_industry_221","Semiconductors","221"
"crm_reveal_industry_222","Data Processing & Outsourced Services","222"
"crm_reveal_industry_223","Graphic Design","223"
"crm_reveal_industry_224","Computer Networking","224"
"crm_reveal_industry_225","Commodity Chemicals","225"
"crm_reveal_industry_226","Gold","226"
"crm_reveal_industry_227","Paper Products","227"
"crm_reveal_industry_228","Integrated Telecommunication Services","228"
"crm_reveal_industry_229","Renewable Energy","229"
"crm_reveal_industry_230","B2B","230"
"crm_reveal_industry_231","B2C","231"
"crm_reveal_industry_232","E-Commerce","232"
"crm_reveal_industry_233","Enterprise","233"
"crm_reveal_industry_234","ISP","234"
"crm_reveal_industry_235","Marketplace","235"
"crm_reveal_industry_236","Mobile","236"
"crm_reveal_industry_237","SAAS","237"
