"id","name","code","account_type","reconcile","name@es"
"account_activa_account_1127002","MARKETING COMPANY M321,C.A.","1127002","asset_fixed","True","COMERCIALIZADORA M321,C.A."
"account_activa_account_1127003","AMD COMPUTER SHOP, C.A.","1127003","asset_fixed","True","TIENDA DE INFORMÁTICA AMD, C.A."
"account_activa_account_1127004","MARKETING COMPANY JGV 3000, C.A.","1127004","asset_fixed","True","COMERCIALIZADORA JGV 3000, C.A."
"account_activa_account_1127005","MARKETING COMPANY LVG ELECTRONIC, C.A.","1127005","asset_fixed","True","COMERCIALIZADORA LVG ELECTRONIC, C.A."
"account_activa_account_1128001","ACCOUNTS PAYABLE PARTNERS","1128001","liability_payable","True","CUENTAS POR PAGAR SOCIOS"
"account_activa_account_1129001","ADVANCE TO SUPPLIERS","1129001","asset_current","True","ADELANTO A PROVEEDORES"
"account_activa_account_1129002","GOVERNMENTAL BODIES","1129002","asset_current","True","ENTES GUBERNAMENTALES"
"account_activa_account_1129004","VARIOUS DEPOSITS","1129004","asset_current","True","DEPOSITOS VARIOS"
"account_activa_account_1129005","INSURANCE CLAIM","1129005","asset_current","True","RECLAMO AL SEGURO"
"account_activa_account_1129009","OTHER ACCOUNTS RECEIVABLE OTHER ACCOUNTS RECEIVABLE","1129009","asset_receivable","True","OTRAS CUENTAS X COBRAR OTROS DEUDORES"
"account_activa_account_1131001","ENDING INVENTORY","1131001","asset_current","True","INVENTARIO FINAL"
"account_activa_account_1131002","INVENTORIES OF DOMESTIC MERCHANDISE","1131002","asset_current","True","INVENTARIOS DE MERCANCIA NACIONAL"
"account_activa_account_1131003","MERCHANDISE INVENTORY VALUE UPDATE","1131003","asset_current","True","INVENTARIOS DE MERCANCIA EXTERIOR"
"account_activa_account_1131009","MERCHANDISE INVENTORY VALUE UPDATE","1131009","asset_current","True","INVENTARIOS DE MERCANCIA EXTERIOR"
"account_activa_account_1134001","GOODS IN TRANSIT","1134001","asset_current","True","MERCANCIA EN TRANSITOS"
"account_activa_account_1141001","ADVERTISING","1141001","asset_current","True","PUBLICIDAD"
"account_activa_account_1141002","PREPAID INSURANCE","1141002","asset_current","True","SEGURO PREPAGADOS"
"account_activa_account_1141003","H.C.M. INSURANCE","1141003","asset_current","True","SEGURO H.C.M."
"account_activa_account_1141004","RENTALS","1141004","asset_current","True","ALQUILERES"
"account_activa_account_1151001","I.S.L.R. ESTIMATED STATEMENT","1151001","asset_current","True","I.S.L.R. DECLARACION ESTIMADAS"
"account_activa_account_1151002","I.S.L.R. WITHHELD","1151002","asset_current","True","I.S.L.R. RETENIDO"
"account_activa_account_1151003","V.A.T. WITHHELD","1151003","asset_current","True","I.V.A. RETENIDO"
"account_activa_account_1151004","V.A.T. TAX CREDIT","1151004","asset_current","True","I.V.A. CREDITO FISCAL"
"account_activa_account_1151005","ESTIMATED MUNICIPAL PATENT","1151005","asset_current","True","PATENTE  MUNICIPAL ESTIMADA"
"account_activa_account_1151006","V.A.T. IMPORT TAX CREDIT","1151006","asset_current","True","I.V.A. CREDITO FISCAL IMPORTACION"
"account_activa_account_1211001","LAND ORIGINAL COST","1211001","asset_current","True","TERRENO COSTO ORIGINAL"
"account_activa_account_1211005","REAL ESTATE ORIGINAL COST","1211005","asset_current","True","INMUEBLES COSTO ORIGINAL"
"account_activa_account_1211007","MACHINERY AND EQUIPMENT ORIGINAL COST","1211007","asset_current","True","MAQUINARIAS Y EQUIPOS COSTO ORIGINAL"
"account_activa_account_1211009","VEHICLES ORIGINAL COST","1211009","asset_current","True","VEHICULOS COSTO ORIGINAL"
"account_activa_account_1211011","FURNITURE AND FIXTURES ORIGINAL COST","1211011","asset_current","True","MUEBLES Y ENSERES COSTO ORIGINAL"
"account_activa_account_1211013","LICENSE & SOFTWARE ORIGINAL COST","1211013","asset_current","True","LICENCIA & SOFWARE COSTO ORIGINAL"
"account_activa_account_1212001","ORIGINAL COST LAND","1212001","asset_current","True","TERRENOS COSTO ORIGINAL"
"account_activa_account_1212006","REAL ESTATE ORIGINAL COST","1212006","asset_current","True","INMUEBLES COSTO ORIGINAL"
"account_activa_account_1212007","MACHINERY AND EQUIPMENT ORIGINAL COST","1212007","asset_current","True","MAQUINARIAS Y EQUIPOS COSTO ORIGINAL"
"account_activa_account_1212009","VEHICLES ORIGINAL COST","1212009","asset_current","True","VEHICULOS COSTO ORIGINAL"
"account_activa_account_1212011","FURNITURE AND FIXTURES ORIGINAL COST","1212011","asset_current","True","MUEBLES Y ENSERES COSTO ORIGINAL"
"account_activa_account_1212015","IMPROVEMENTS TO PROPERTY ORIGINAL COST","1212015","asset_current","True","MEJORAS A PROPIEDAD COSTO ORIGINAL"
"account_activa_account_1221001","PERMANENT INVESTMENTS","1221001","asset_current","True","INVERSIONES PERMANENTES"
"account_activa_account_1221003","BONUS SECURITIES","1221003","asset_current","True","BONOS TITULOS"
"account_activa_account_1221004","BOND INVESTMENTS M.N.","1221004","asset_current","True","INVERSIONES EN BONOS M.N."
"account_activa_account_1251001","DEFERRED TAXES I.S.L.R.","1251001","asset_current","True","IMPUESTOS DIFERIDOS I.S.L.R."
"account_activa_account_1271001","BRAND NAME","1271001","asset_current","True","MARCA DE FABRICA"
"account_activa_account_1271002","FORMATION EXPENSES","1271002","asset_current","True","GASTOS DE CONSTITUCION"
"account_activa_account_1271005","OTHER ACCOUNTS RECEIVABLE","1271005","asset_receivable","True","OTRAS CUENTAS POR COBRAR"
"account_activa_account_1291001","SUPPLIER GUARANTEE DEPOSITS","1291001","asset_current","True","DEPOSITOS GARANTIA PROVEEDORES"
"account_activa_account_1291002","DEPOSITS GUARANTEED BY BANKS","1291002","asset_current","True","DEPOSITOS GARANTIA BANCOS"
"account_activa_account_1291004","SECURITY DEPOSITS FOR LEASE OF PREMISES","1291004","asset_current","True","DEPOSITOS GARANTIA ARRENDAMIENTO LOCAL"
"account_activa_account_2121001","T.W.C. COMPUTER, INC.","2121001","asset_current","True","T.W.C. COMPUTADORA, INC."
"account_activa_account_2121002","STARREC GROUP USA,INC","2121002","asset_current","True","STARREC GROUP USA,INC"
"account_activa_account_2121003","MICROCOMPUTING 11C","2121003","asset_current","True","MICRO INFORMATICA 11C"
"account_activa_account_2122001","ACCOUNTS PAYABLE SUPPLIERS","2122001","liability_payable","True","CUENTAS POR PAGAR PROVEEDORES"
"account_activa_account_2123001","AMD COMPUTER ACCESSORIES,C.A.","2123001","asset_current","True","ACCESORIOS AMD COMPUTADORAS,C.A."
"account_activa_account_2123002","MARKETING COMPANY M321,C.A.","2123002","asset_current","True","COMERCIALIZADORA M321,C.A."
"account_activa_account_2123003","AMD COMPUTER SHOP, C.A.","2123003","asset_current","True","TIENDA DE INFORMÁTICA AMD, C.A."
"account_activa_account_2123004","MARKETING COMPANY JGV 3000, C.A.","2123004","asset_current","True","COMERCIALIZADORA JGV 3000, C.A."
"account_activa_account_2123005","MARKETING COMPANY LVG ELECTRONIC, C.A.","2123005","asset_current","True","COMERCIALIZADORA LVG ELECTRONIC, C.A."
"account_activa_account_2124001","ACCOUNTS PAYABLE PARTNERS","2124001","liability_payable","True","CUENTAS POR PAGAR SOCIOS"
"account_activa_account_2151001","DIVIDEND PAYABLE OUTSTANDING","2151001","liability_payable","True","DIVIDENDO POR PAGAR VIGENTES"
"account_activa_account_2151002","UNCOLLECTED DIVIDENDS RECEIVABLE","2151002","asset_receivable","True","DIVDENDO POR COBRAR NO COBRADOS"
"account_activa_account_2161005","TRUST FUND","2161005","asset_current","True","FONDO FIDEICOMISO"
"account_activa_account_2161006","SAVINGS FUND","2161006","asset_current","True","FONDO DE AHORRO"
"account_activa_account_2161007","I.V.S.S. EMPLOYEE CONTRIBUTIONS","2161007","asset_current","True","I.V.S.S APORTES EMPLEADOS"
"account_activa_account_2161008","F.A.O.V. EMPLOYEE CONTRIBUTIONS","2161008","asset_current","True","F.A.O.V APORTES EMPLEADOS"
"account_activa_account_2161009","I.N.C.E.S EMPLOYEE CONTRIBUTIONS","2161009","asset_current","True","I.N.C.E.S APORTES EMPLEADOS"
"account_activa_account_2171001","I.V.S.S. COMPANY CONTRIBUTION","2171001","asset_current","True","I.V.S.S APORTE EMPRESA"
"account_activa_account_2171002","F.A.O.V. CONTRIBUTION COMPANY","2171002","asset_current","True","F.A.O.V. APORTE EMPRESA"
"account_activa_account_2171003","I.N.C.E.S. COMPANY CONTRIBUTION","2171003","asset_current","True","I.N.C.E.S APORTE EMPRESA"
"account_activa_account_2172001","I.S.L.R. WITHHOLDINGS FOR EMPLOYEES","2172001","asset_current","True","RETENCIONES I.S.L.R. EMPLEADOS"
"account_activa_account_2172002","I.S.L.R. WITHHOLDINGS SUPPLIERS","2172002","asset_current","True","RETENCIONES I.S.L.R. PROVEEDORES"
"account_activa_account_2172003","V.A.T. TAX DEBIT","2172003","asset_current","True","I.V.A DEBITO FISCAL"
"account_activa_account_2172004","V.A.T. WITHHELD ON PURCHASES","2172004","asset_current","True","I.V.A.RETENIDO EN COMPRAS"
"account_activa_account_2173001","WAGE GARNISHMENT","2173001","asset_current","True","EMBARGO DE SUELDO"
"account_activa_account_2173002","TRUST LOANS","2173002","asset_current","True","PRESTAMOS SOBRE FIDEICOMISO"
"account_activa_account_2173003","TRADE UNIONS","2173003","asset_current","True","SINDICATOS"
"account_activa_account_2175001","HOLIDAYS","2175001","asset_current","True","VACACIONES"
"account_activa_account_2175002","UTILITIES","2175002","asset_current","True","UTILIDADES"
"account_activa_account_2175003","SOCIAL BENEFITS","2175003","asset_current","True","PRESTACIONES SOCIALES"
"account_activa_account_2175004","INTEREST ON SOCIAL BENEFITS","2175004","asset_current","True","INTERESES S/PRESTACIONES SOCIALES"
"account_activa_account_2175005","SINGLE ACCIDENTAL BONUS","2175005","asset_current","True","BONIFICACION ACCIDENTAL UNICA"
"account_activa_account_2175006","VACATION BONUS","2175006","asset_current","True","BONO VACACIONAL"
"account_activa_account_2175007","L.O.P.T.I.","2175007","asset_current","True","L.O.P.T.I."
"account_activa_account_2175008","INSURANCE POLICY PAYABLE","2175008","liability_payable","True","POLIZA DE SEGURO POR PAGAR"
"account_activa_account_2175009","ADVERTISING AND PUBLICITY","2175009","asset_current","True","PUBLICIDAD Y PROPAGANDA"
"account_activa_account_2175010","COMMISSIONS","2175010","asset_current","True","COMISIONES"
"account_activa_account_2175011","RENTALS","2175011","asset_current","True","ALQUILERES"
"account_activa_account_2175012","CORPORATE CARD","2175012","asset_current","True","TARJETA CORPORATIVA"
"account_activa_account_2175015","MARKETING CONFERENCE","2175015","asset_current","True","CONVESION DE COMERCIALIZACION"
"account_activa_account_2175017","PAYROLL PAYABLE","2175017","liability_payable","True","NOMINA POR PAGAR"
"account_activa_account_2175018","TAXES PAYABLE","2175018","liability_payable","True","IMPUESTOS POR PAGAR"
"account_activa_account_2175019","FEEDING PROGRAM","2175019","asset_current","True","PROGRAMA DE ALIMENTACION"
"account_activa_account_2175020","ADVANCE PAYMENT OF CUSTOMERS","2175020","asset_current","True","ADELANTO DE CLIENTES"
"account_activa_account_2181001","OPERATING RESERVES","2181001","asset_current","True","RESERVAS OPERATIVAS"
"account_activa_account_2181002","FINANCIAL RESERVES","2181002","asset_current","True","RESERVAS FINANCIERAS"
"account_activa_account_2181003","TAX RESERVES","2181003","asset_current","True","RESERVAS FISCALES"
"account_activa_account_2191001","I.S.L.R. ACCRUED EXPENSES","2191001","asset_current","True","I.S.L.R. ACUMULADOS GASTOS"
"account_activa_account_2191002","ESTIMATED STATEMENT","2191002","asset_current","True","DECLARACION ESTIMADAS"
"account_activa_account_2191003","INITIAL ADJUSTMENT FOR INFLATION","2191003","asset_current","True","RAR AJUSTE INICIAL POR INFLACION"
"account_activa_account_2201111","SHORT-TERM LIABILITIES","2201111","asset_current","True","PASIVOS A  CORTO PLAZO"
"account_activa_account_2511001","LONG-TERM FINANCIAL LIABILITIES","2511001","asset_current","True","PASIVOS FINANCIEROS A LARGO PLAZO"
"account_activa_account_2521001","STRAIGHTFORWARD CLAIMS","2521001","asset_current","True","INDEMNIZACIONES SENCILLAS"
"account_activa_account_2521002","DOUBLE INDEMNITIES","2521002","asset_current","True","INDEMNIZACIONES DOBLES"
"account_activa_account_2581001","INTERCOMPANY LIABILITIES","2581001","asset_current","True","PASIVOS INTERCOMPAÑIAS"
"account_activa_account_2591001","OTHER LONG-TERM LIABILITIES","2591001","asset_current","True","OTROS PASIVOS A LARGO PLAZO"
"account_activa_account_3111001","PAID-UP CAPITAL STOCK","3111001","asset_current","True","CAPITAL SOCIAL PAGADO"
"account_activa_account_3111002","VALUE UPDATE","3111002","asset_current","True","ACTUALIZACION DEL VALOR"
"account_activa_account_3111003","CAPITAL SUBSCRIBED BY COPBAR","3111003","asset_current","True","CAPITAL SUSCRITO POR COPBAR"
"account_activa_account_3131001","TREASURY STOCK","3131001","asset_current","True","ACCIONES EN TESORERIA"
"account_activa_account_3131002","VALUE UPDATE","3131002","asset_current","True","ACTUALIZACION DEL VALOR"
"account_activa_account_3211001","RETAINED EARNINGS","3211001","asset_current","True","UTILIDADES NO DISTRIBUIDAS"
"account_activa_account_3211002","PROFIT FOR THE YEAR","3211002","asset_current","True","UTILIDADES DEL EJERCICIO"
"account_activa_account_3212001","REI-ACCUMULATED","3212001","asset_current","True","REI-ACUMULADOS"
"account_activa_account_3212002","REI-EXERCISE","3212002","asset_current","True","REI-EJERCICIO"
"account_activa_account_3212003","ADJUSTMENT FOR INFLATION","3212003","asset_current","True","REAJUSTE POR INFLACION"
"account_activa_account_3212004","EQUITY UPDATE","3212004","asset_current","True","ACTUALIZACION DEL PATRIMONIO"
"account_activa_account_3212005","TAX EXCLUSIONS","3212005","asset_current","True","EXCLUSIONES FISCALES"
"account_activa_account_3221001","RETAM-ACTIVES","3221001","asset_current","True","RETAM-ACTIVOS"
"account_activa_account_3221002","RETAM INVESTMENTS","3221002","asset_current","True","RETAM INVERSIONES"
"account_activa_account_3221003","RETAM-INVENTORIES","3221003","asset_current","True","RETAM-INVENTARIOS"
"account_activa_account_3311001","ORIGINAL VALUE LEGAL RESERVE","3311001","asset_current","True","VALOR ORIGINAL RESERVA LEGAL"
"account_activa_account_3311002","VALUE UPDATE","3311002","asset_current","True","ACTUALIZACION DEL VALOR"
"account_activa_account_3391001","ORIGINAL VALUE","3391001","asset_current","True","VALOR ORIGINAL"
"account_activa_account_3391002","VALUE UPDATE","3391002","asset_current","True","ACTUALIZACION DEL VALOR"
"account_activa_account_3911002","REI EXERCISE","3911002","asset_current","True","REI EJERCICIO"
"account_activa_account_4111001","LETTERS OF CREDIT","4111001","asset_current","True","CARTAS DE CREDITOS"
"account_activa_account_4111002","GOODS ON CONSIGNMENT","4111002","asset_current","True","MERCANCIAS EN CONSIGNACION"
"account_activa_account_4511002","GOODS ON CONSIGNMENT FOR PURCHASE","4511002","asset_current","True","MERCANCIA EN CONSIGNACION P. COMPRA"
"account_activa_account_5111001","DOMESTIC WHOLESALE SALES","5111001","income","True","VENTAS NACIONALES AL MAYOR"
"account_activa_account_5111002","DOMESTIC RETAIL SALES","5111002","asset_current","True","VENTAS NACIONALES AL DETAL"
"account_activa_account_5111003","EXPORT SALES","5111003","asset_current","True","VENTAS EXPORTACION"
"account_activa_account_5111004","REAL ESTATE SALES","5111004","asset_current","True","VENTAS INMUEBLES"
"account_activa_account_5112001","SERVICE REVENUES","5112001","income","True","INGRESOS POR SERVICIOS"
"account_activa_account_5114001","SALES DISCOUNTS","5114001","asset_current","True","DESCUENTOS EN VENTAS"
"account_activa_account_5114002","SALES RETURNS","5114002","asset_current","True","DEVOLUCIONES EN VENTAS"
"account_activa_account_6111001","COST OF SALES","6111001","asset_current","True","COSTO DE VENTAS"
"account_activa_account_7111001","LOCAL DISTRIBUTION AND DELIVERY","7111001","asset_current","True","DISTRIBUCION Y REPARTO LOCALES"
"account_activa_account_7111002","PROMOTIONS","7111002","asset_current","True","PROMOCIONES"
"account_activa_account_7111003","REGIONAL ACTIVITIES","7111003","asset_current","True","ACTIVIDADES REGIONALES"
"account_activa_account_7111004","SPECIAL EVENTS","7111004","asset_current","True","EVENTOS ESPECIALES"
"account_activa_account_7111005","PROMOTIONAL MATERIALS","7111005","asset_current","True","MATERIALES PROMOCIONALES"
"account_activa_account_7111006","ADVERTISING","7111006","asset_current","True","PUBLICIDAD"
"account_activa_account_7111007","MEDIA","7111007","asset_current","True","MEDIOS"
"account_activa_account_7111008","P.O.P. MATERIAL PRODUCTION","7111008","asset_current","True","PRODUCCION MATERIAL P.O.P."
"account_activa_account_7111009","DOMESTIC UNCOLLECTIBLE ACCOUNTS","7111009","asset_current","True","CUENTAS INCOBRABLES NACIONALES"
"account_activa_account_7111010","TRANSPORTATION AND FREIGHT","7111010","asset_current","True","TRANSPORTE Y FLETES"
"account_activa_account_7111011","PATENT INDUSTRY AND COMMERCE","7111011","asset_current","True","PATENTE INDUSTRIA Y COMERCIO"
"account_activa_account_7131001","EMPLOYEE SALARIES","7131001","asset_current","True","SUELDOS EMPLEADOS"
"account_activa_account_7131002","MANAGEMENT SALARIES","7131002","asset_current","True","SUELDOS DIRECTIVOS"
"account_activa_account_7131003","OVERTIME","7131003","asset_current","True","HORAS EXTRAS"
"account_activa_account_7131004","OVERTIME","7131004","asset_current","True","HORAS EXTRAS"
"account_activa_account_7131005","COMMISSION TO PERSONNEL","7131005","asset_current","True","COMISION AL PERSONAL"
"account_activa_account_7131006","TRANSPORTATION AND FOOD","7131006","asset_current","True","TRANSPORTE Y ALIMENTACION"
"account_activa_account_7131007","EMPLOYEE FEEDING PROGRAM","7131007","asset_current","True","PROGRAMA DE ALIMENTACION EMPLEADOS"
"account_activa_account_7131008","UNIFORM BENEFITS","7131008","asset_current","True","BENEFICIOS UNIFORMES"
"account_activa_account_7131009","DINING BENEFITS","7131009","asset_current","True","BENEFICIOS COMEDOR"
"account_activa_account_7131010","BENEFITS MEDICAL SERVICES","7131010","asset_current","True","BENEFICIOS SERVICIOS MEDICOS"
"account_activa_account_7131012","BENEFITS TRAINING-COURSES","7131012","asset_current","True","BENEFICIOS ADIESTRAMIENTOS-CURSOS"
"account_activa_account_7131013","BENEFITS SCHOLARSHIPS","7131013","asset_current","True","BENEFICIOS BECAS"
"account_activa_account_7131016","SOCIAL BENEFITS","7131016","asset_current","True","PRESTACIONES SOCIALES"
"account_activa_account_7131017","INTEREST ON SOCIAL BENEFITS","7131017","asset_current","True","INTERESES S/PRESTACIONES SOCIALES"
"account_activa_account_7131018","UTILITIES","7131018","asset_current","True","UTILIDADES"
"account_activa_account_7131019","HOLIDAYS","7131019","asset_current","True","VACACIONES"
"account_activa_account_7131020","VACATION BONUS","7131020","asset_current","True","BONO VACACIONAL"
"account_activa_account_7131021","CONTRIBUTIONS I.V.S.S.","7131021","asset_current","True","CONTRIBUCIONES I.V.S.S."
"account_activa_account_7131022","F.A.O.V. CONTRIBUTIONS","7131022","asset_current","True","CONTRIBUCIONES F.A.O.V."
"account_activa_account_7131023","I.N.C.E.S. CONTRIBUTIONS","7131023","asset_current","True",""
"account_activa_account_7131024","TRAINEE PERSONNEL EXPENSES","7131024","asset_current","True","GASTOS PERSONAL PASANTE"
"account_activa_account_7131025","SPECIAL SINGLE BONUS","7131025","asset_current","True","BONIFICACION UNICA ESPECIAL"
"account_activa_account_7131026","LOPCYMAT","7131026","asset_current","True","LOPCYMAT"
"account_activa_account_7131027","LOCTI","7131027","asset_current","True","LOCTI"
"account_activa_account_7131028","H.C.M. INSURANCE","7131028","asset_current","True","SEGURO H.C.M."
"account_activa_account_7131030","TRAVEL AND REPRESENTATION EXPENSES","7131030","asset_current","True","VIATICOS Y GASTOS DE REPRESENTACION"
"account_activa_account_7131033","PERFORMANCE BONUS","7131033","asset_current","True","PRIMA POR RENDIMIENTO"
"account_activa_account_7131035","EXPENSES FOR CONTRACTED PERSONNEL","7131035","asset_current","True","GASTOS PERSONAL CONTRATADO"
"account_activa_account_7131036","PERSONNEL EXPENSES TRANSFERRED","7131036","asset_current","True","GASTOS DE PERSONAL TRANSFERIDOS"
"account_activa_account_7151001","OFFICE EQUIPMENT SUPPLIES","7151001","expense","True","SUMINISTROS DE EQUIPOS DE OFICINA"
"account_activa_account_7151002","REPAIRS","7151002","asset_current","True","REPAROS"
"account_activa_account_7151003","MAINTENANCE","7151003","asset_current","True","MANTENIMIENTOS"
"account_activa_account_7151004","FUELS AND LUBRICANTS","7151004","asset_current","True","COMBUSTIBLES Y LUBRICANTES"
"account_activa_account_7151005","OFFICE SUPPLIES","7151005","asset_current","True","ARTICULOS DE OFICINA"
"account_activa_account_7151006","CLEANING TOOLS","7151006","asset_current","True","UTILES DE LIMPIEZA"
"account_activa_account_7151007","PROFESSIONAL FEES","7151007","asset_current","True","HONORARIOS PROFESIONALES"
"account_activa_account_7151009","PUBLIC SERVICES","7151009","asset_current","True","SERVICIOS PUBLICOS"
"account_activa_account_7151010","ELECTRIC POWER","7151010","asset_current","True","ENERGIA ELECTRICA"
"account_activa_account_7151012","TELEPHONES AND TELEGRAPHS","7151012","asset_current","True","TELEFONOS Y TELEGRAFOS"
"account_activa_account_7151013","DRINKING WATER AND REFRESHMENTS","7151013","asset_current","True","AGUA POTABLE Y REFRIGERIO"
"account_activa_account_7151014","URBAN SEWERAGE","7151014","asset_current","True","ASEO URBANO"
"account_activa_account_7151015","PHOTOCOPY","7151015","asset_current","True","FOTOCOPIADO"
"account_activa_account_7151016","CLEANING AND SANITATION","7151016","asset_current","True","ASEO Y LIMPIEZA"
"account_activa_account_7151017","DEDUCTIBLE LOCAL AND INTERNATIONAL AIRFARES","7151017","asset_current","True","PASAJES LOCALES Y EXT.DEDUCIBLES"
"account_activa_account_7151018","NON-DEDUCTIBLE FOREIGN AIRFARE","7151018","asset_current","True","PASAJE EXTERIOR NO DEDUCIBLE"
"account_activa_account_7151019","DEDUCTIBLE TRAVEL EXPENSES","7151019","asset_current","True","VIATICOS DEDUCIBLES"
"account_activa_account_7151020","NONDEDUCTIBLE TRAVEL EXPENSES","7151020","asset_current","True","VIATICOS NO DEDUCIBLES"
"account_activa_account_7151021","REPRESENTATION EXPENSES","7151021","asset_current","True","GASTOS DE REPRESENTACION"
"account_activa_account_7151022","HOSTING","7151022","asset_current","True","HOSPEDAJE"
"account_activa_account_7151023","EQUIPMENT AND DEPOSITIVE EVENTS","7151023","asset_current","True","EQUIPOS Y EVENTOS DEPOSRTIVOS"
"account_activa_account_7151024","MARKETING CONVENTION","7151024","asset_current","True","CONVENSION  DE COMERCIALIZACION"
"account_activa_account_7151025","GIFTS","7151025","asset_current","True","OBSEQUIOS"
"account_activa_account_7151026","RENTAL OF PREMISES","7151026","asset_current","True","ALQUILER DE LOCALES"
"account_activa_account_7151027","BREAKDOWNS-PRODUCTS","7151027","asset_current","True","AVERIAS-PRODUCTOS"
"account_activa_account_7151028","ADJUSTMENT OF DONATED INVENTORIES","7151028","asset_current","True","AJUSTE DE INVENTARIOS DONADOS"
"account_activa_account_7151029","ADJUSTMENT OF OBSOLETE INVENTORIES","7151029","asset_current","True","AJUSTE DE INVENTARIOS OBSOLETOS"
"account_activa_account_7151030","SOLVENCY PROCEDURES","7151030","asset_current","True","TRAMITES DE SOLVENCIAS"
"account_activa_account_7151031","CONDOMINIUMS","7151031","asset_current","True","CONDOMINIOS"
"account_activa_account_7151032","FREIGHT AND TRANSPORTATION","7151032","asset_current","True","FLETES Y TRANSPORTES"
"account_activa_account_7151033","PARKING","7151033","asset_current","True","ESTACIONAMINETO"
"account_activa_account_7151035","LEGAL PROCEDURES","7151035","asset_current","True","TRAMITES LEGALES"
"account_activa_account_7151036","SYSTEMS COSTS","7151036","asset_current","True","GASTOS DE SISTEMAS"
"account_activa_account_7151037","RIGHT FROM THE FRONT","7151037","asset_current","True","DERECHO DE FRENTE"
"account_activa_account_7151039","MEALS, TRAVEL AND TRANSFERS","7151039","asset_current","True","COMIDAS, VIAJES Y TRASLADOS"
"account_activa_account_7151040","INDUSTRIAL RELATIONS","7151040","asset_current","True","RELACIONES INDUSTRIALES"
"account_activa_account_7151041","I.S.L.R. EXPENSES","7151041","asset_current","True","GASTOS DE I.S.L.R."
"account_activa_account_7151042","REPAIRS","7151042","asset_current","True","REPAROS"
"account_activa_account_7151043","INSURANCE","7151043","asset_current","True","SEGUROS"
"account_activa_account_7151044","NON-DEDUCTIBLE ITEMS","7151044","asset_current","True","PARTIDAS NO DEDUCIBLES"
"account_activa_account_7151045","SERVICES CONTRACTED TO THIRD PARTIES","7151045","asset_current","True","SERVICIOS CONTRATADOS A TERCEROS"
"account_activa_account_7151046","SPECIAL SINGLE BONUS","7151046","asset_current","True","BONIFICACION UNICA ESPECIAL"
"account_activa_account_7151047","ADVERTISING SERVICES","7151047","asset_current","True","SERVICIOS DE PUBLICIDAD"
"account_activa_account_7161002","REAL ESTATE","7161002","asset_current","True","INMUEBLES"
"account_activa_account_7161003","MACHINERY AND EQUIPMENT","7161003","asset_current","True","MAQUINARIAS Y EQUIPOS"
"account_activa_account_7161004","VEHICLES","7161004","asset_current","True","VEHICULOS"
"account_activa_account_7161005","FURNITURE AND FIXTURES","7161005","asset_current","True","MUEBLES Y ENSERES"
"account_activa_account_7161006","LICENSE & SOFTWARE","7161006","asset_current","True","LICENCIA & SOFTWARE"
