"id","name","code","account_type","tag_ids/id","chart_template_id/id","reconcile"
"a7260","Privat andel af bil, egenkapital","7260","equity","account_tag_equity_individual_enterprises","dk_chart_template","False"
"a7280","Privat andel, telefon, egenkapital","7280","equity","account_tag_equity_individual_enterprises","dk_chart_template","False"
"a7290","Privat andel i øvrigt, egenkapital","7290","equity","account_tag_equity_individual_enterprises","dk_chart_template","False"
"a7299","Overført resultat","7299","equity","account_tag_equity_individual_enterprises","dk_chart_template","False"
"a7410","Virksomhedskapital","7410","equity","account_tag_equity_corporations","dk_chart_template","False"
"a7420","Overkurs ved emission","7420","equity","account_tag_equity_corporations","dk_chart_template","False"
"a7430","Reserve for opskrivning","7430","equity","account_tag_equity_corporations","dk_chart_template","False"
"a7440","Andre reserver","7440","equity","account_tag_equity_corporations","dk_chart_template","False"
"a7450","Overført resultat","7450","equity","account_tag_equity_corporations","dk_chart_template","False"
"a7460","Forslag til udbytte","7460","equity","account_tag_equity_corporations","dk_chart_template","False"
"a7705","Realkreditinstitutter","7705","liability_non_current","account_tag_credit_institutions","dk_chart_template","False"
"a7710","Private pantebreve","7710","liability_non_current","account_tag_credit_institutions","dk_chart_template","False"
"a7720","Langfristede banklån","7720","liability_non_current","account_tag_credit_institutions","dk_chart_template","False"
"a8400","Kassekredit","8400","liability_non_current","account_tag_credit_institutions","dk_chart_template","False"
"a8410","Anden bankgæld","8410","liability_non_current","account_tag_bank_loans","dk_chart_template","False"
"a8430","Modtagne forudbetalinger","8430","liability_current","account_tag_bank_loans","dk_chart_template","False"
"a8440","Kreditorer","8440","liability_payable","account_tag_payable","dk_chart_template","True"
"a8450","Vare modtaget, faktura ikke modtaget","8450","liability_current","account_tag_payable","dk_chart_template","True"
"a8475","Revisorhonorar","8475","liability_current","account_tag_payable","dk_chart_template","False"
"a8720","Salgsmoms (udgående moms)","8720","liability_current","account_tag_vat_taxes","dk_chart_template","False"
"a8725","Erhvervelsesmoms med omvendt betlingspligt","8725","liability_current","account_tag_vat_taxes","dk_chart_template","False"
"a8730","Moms af varekøb i udlandet (Både EU og 3. lande)","8730","liability_current","account_tag_vat_taxes","dk_chart_template","False"
"a8731","Moms af ydelseskøb i udlandet med omvendt betalingspligt","8731","liability_current","account_tag_vat_taxes","dk_chart_template","False"
"a8739","Importmoms, modkonto","8739","liability_current","account_tag_vat_taxes","dk_chart_template","False"
"a8740","Købsmoms (indgående moms)","8740","liability_current","account_tag_vat_taxes","dk_chart_template","False"
"a8750","EU købsværdi, Rubrik A - vare","8750","liability_current","account_tag_vat_taxes","dk_chart_template","False"
"a8751","EU købsværdi, Rubrik A - ydelser","8751","liability_current","account_tag_vat_taxes","dk_chart_template","False"
"a8754","EU salgsværdi, Rubrik B - vare","8754","liability_current","account_tag_vat_taxes","dk_chart_template","False"
"a8755","EU salgsværdi, Rubrik B - ydelser","8755","liability_current","account_tag_vat_taxes","dk_chart_template","False"
"a8758","Salgsværdier 3.lande - Rubrik C","8758","liability_current","account_tag_vat_taxes","dk_chart_template","False"
"a8759","Salgsværdier med omvendt betalingspligt - Rubrik C","8759","liability_current","account_tag_vat_taxes","dk_chart_template","False"
"a8769","Værdier, modkonto","8769","liability_current","account_tag_vat_taxes","dk_chart_template","False"
"a8770","Olie- og flaskegasafgift","8770","liability_current","account_tag_vat_taxes","dk_chart_template","False"
"a8775","Elafgift","8775","liability_current","account_tag_vat_taxes","dk_chart_template","False"
"a8780","Naturgas- og bygasafgift","8780","liability_current","account_tag_vat_taxes","dk_chart_template","False"
"a8785","Kulafgift","8785","liability_current","account_tag_vat_taxes","dk_chart_template","False"
"a8790","CO-2 afgift","8790","liability_current","account_tag_vat_taxes","dk_chart_template","False"
"a8795","Vandafgift","8795","liability_current","account_tag_vat_taxes","dk_chart_template","False"
"a8798","Afregning af moms","8798","liability_current","account_tag_vat_taxes","dk_chart_template","False"
"a8801","Skyldig A-skat","8801","liability_current","account_tag_Payroll_related_liabilities","dk_chart_template","False"
"a8805","Skyldig AM-bidrag","8805","liability_current","account_tag_Payroll_related_liabilities","dk_chart_template","False"
"a8810","Skyldig ATP","8810","liability_current","account_tag_Payroll_related_liabilities","dk_chart_template","False"
"a8815","Skyldige feriepenge","8815","liability_current","account_tag_Payroll_related_liabilities","dk_chart_template","False"
"a8820","Afsat skyldige feriepenge","8820","liability_current","account_tag_Payroll_related_liabilities","dk_chart_template","False"
"a8840","Skyldig lån","8840","liability_current","account_tag_Payroll_related_liabilities","dk_chart_template","False"
"a8855","Periodeafgrænsningsposter, gæld","8855","liability_current","account_tag_other_current_liabilities","dk_chart_template","False"
"a8860","Andre skyldige omk.","8860","liability_current","account_tag_other_current_liabilities","dk_chart_template","False"
