"id","name","applicability","country_id/id"
"account_tag_5021","5021","accounts","base.dk"
"account_tag_5022","5022","accounts","base.dk"
"account_tag_5030","5030","accounts","base.dk"
"account_tag_5031","5031","accounts","base.dk"
"account_tag_5032","5032","accounts","base.dk"
"account_tag_5040","5040","accounts","base.dk"
"account_tag_5042","5042","accounts","base.dk"
"account_tag_5043","5043","accounts","base.dk"
"account_tag_5044","5044","accounts","base.dk"
"account_tag_5050","5050","accounts","base.dk"
"account_tag_5051","5051","accounts","base.dk"
"account_tag_5052","5052","accounts","base.dk"
"account_tag_5055","5055","accounts","base.dk"
"account_tag_5056","5056","accounts","base.dk"
"account_tag_5057","5057","accounts","base.dk"
"account_tag_5060","5060","accounts","base.dk"
"account_tag_5062","5062","accounts","base.dk"
"account_tag_5063","5063","accounts","base.dk"
"account_tag_5064","5064","accounts","base.dk"
"account_tag_5075","5075","accounts","base.dk"
"account_tag_5076","5076","accounts","base.dk"
"account_tag_5077","5077","accounts","base.dk"
"account_tag_5080","5080","accounts","base.dk"
"account_tag_5085","5085","accounts","base.dk"
"account_tag_5090","5090","accounts","base.dk"
"account_tag_5095","5095","accounts","base.dk"
"account_tag_5100","5100","accounts","base.dk"
"account_tag_5110","5110","accounts","base.dk"
"account_tag_5111","5111","accounts","base.dk"
"account_tag_5112","5112","accounts","base.dk"
"account_tag_5120","5120","accounts","base.dk"
"account_tag_5130","5130","accounts","base.dk"
"account_tag_5160","5160","accounts","base.dk"
"account_tag_5170","5170","accounts","base.dk"
"account_tag_5180","5180","accounts","base.dk"
"account_tag_5185","5185","accounts","base.dk"
"account_tag_5190","5190","accounts","base.dk"
"account_tag_5200","5200","accounts","base.dk"
"account_tag_5201","5201","accounts","base.dk"
"account_tag_5205","5205","accounts","base.dk"
"account_tag_5210","5210","accounts","base.dk"
"account_tag_5220","5220","accounts","base.dk"
"account_tag_5240","5240","accounts","base.dk"
"account_tag_5250","5250","accounts","base.dk"
"account_tag_5260","5260","accounts","base.dk"
"account_tag_5265","5265","accounts","base.dk"
"account_tag_5270","5270","accounts","base.dk"
"account_tag_5280","5280","accounts","base.dk"
"account_tag_5281","5281","accounts","base.dk"
"account_tag_5282","5282","accounts","base.dk"
"account_tag_5290","5290","accounts","base.dk"
"account_tag_5300","5300","accounts","base.dk"
"account_tag_5320","5320","accounts","base.dk"
"account_tag_5330","5330","accounts","base.dk"
"account_tag_5340","5340","accounts","base.dk"
"account_tag_5350","5350","accounts","base.dk"
"account_tag_5370","5370","accounts","base.dk"
"account_tag_5371","5371","accounts","base.dk"
"account_tag_5372","5372","accounts","base.dk"
"account_tag_5390","5390","accounts","base.dk"
"account_tag_5400","5400","accounts","base.dk"
"account_tag_5420","5420","accounts","base.dk"
"account_tag_5430","5430","accounts","base.dk"
"account_tag_5440","5440","accounts","base.dk"
"account_tag_5450","5450","accounts","base.dk"
"account_tag_5451","5451","accounts","base.dk"
"account_tag_5452","5452","accounts","base.dk"
"account_tag_5470","5470","accounts","base.dk"
"account_tag_5480","5480","accounts","base.dk"
"account_tag_5500","5500","accounts","base.dk"
"account_tag_5510","5510","accounts","base.dk"
"account_tag_5520","5520","accounts","base.dk"
"account_tag_5530","5530","accounts","base.dk"
"account_tag_5531","5531","accounts","base.dk"
"account_tag_5532","5532","accounts","base.dk"
"account_tag_5540","5540","accounts","base.dk"
"account_tag_5550","5550","accounts","base.dk"
"account_tag_5570","5570","accounts","base.dk"
"account_tag_5580","5580","accounts","base.dk"
"account_tag_5590","5590","accounts","base.dk"
"account_tag_5600","5600","accounts","base.dk"
"account_tag_5601","5601","accounts","base.dk"
"account_tag_5602","5602","accounts","base.dk"
"account_tag_5610","5610","accounts","base.dk"
"account_tag_5620","5620","accounts","base.dk"
"account_tag_5640","5640","accounts","base.dk"
"account_tag_5650","5650","accounts","base.dk"
"account_tag_5660","5660","accounts","base.dk"
"account_tag_5670","5670","accounts","base.dk"
"account_tag_5671","5671","accounts","base.dk"
"account_tag_5675","5675","accounts","base.dk"
"account_tag_5676","5676","accounts","base.dk"
"account_tag_5677","5677","accounts","base.dk"
"account_tag_5680","5680","accounts","base.dk"
"account_tag_5682","5682","accounts","base.dk"
"account_tag_5683","5683","accounts","base.dk"
"account_tag_5684","5684","accounts","base.dk"
"account_tag_5685","5685","accounts","base.dk"
"account_tag_5686","5686","accounts","base.dk"
"account_tag_5687","5687","accounts","base.dk"
"account_tag_5688","5688","accounts","base.dk"
"account_tag_5689","5689","accounts","base.dk"
"account_tag_5690","5690","accounts","base.dk"
"account_tag_5710","5710","accounts","base.dk"
"account_tag_5720","5720","accounts","base.dk"
"account_tag_5730","5730","accounts","base.dk"
"account_tag_5740","5740","accounts","base.dk"
"account_tag_5741","5741","accounts","base.dk"
"account_tag_5745","5745","accounts","base.dk"
"account_tag_5750","5750","accounts","base.dk"
"account_tag_5760","5760","accounts","base.dk"
"account_tag_5800","5800","accounts","base.dk"
"account_tag_5810","5810","accounts","base.dk"
"account_tag_5820","5820","accounts","base.dk"
"account_tag_5825","5825","accounts","base.dk"
"account_tag_5829","5829","accounts","base.dk"
"account_tag_5830","5830","accounts","base.dk"
"account_tag_5831","5831","accounts","base.dk"
"account_tag_5835","5835","accounts","base.dk"
"account_tag_5836","5836","accounts","base.dk"
"account_tag_5837","5837","accounts","base.dk"
"account_tag_5840","5840","accounts","base.dk"
"account_tag_5842","5842","accounts","base.dk"
"account_tag_5843","5843","accounts","base.dk"
"account_tag_5844","5844","accounts","base.dk"
"account_tag_5845","5845","accounts","base.dk"
"account_tag_5850","5850","accounts","base.dk"
"account_tag_5852","5852","accounts","base.dk"
"account_tag_5853","5853","accounts","base.dk"
"account_tag_5854","5854","accounts","base.dk"
"account_tag_5855","5855","accounts","base.dk"
"account_tag_5860","5860","accounts","base.dk"
"account_tag_5861","5861","accounts","base.dk"
"account_tag_5862","5862","accounts","base.dk"
"account_tag_5870","5870","accounts","base.dk"
"account_tag_5871","5871","accounts","base.dk"
"account_tag_5872","5872","accounts","base.dk"
"account_tag_5880","5880","accounts","base.dk"
"account_tag_5882","5882","accounts","base.dk"
"account_tag_5883","5883","accounts","base.dk"
"account_tag_5884","5884","accounts","base.dk"
"account_tag_5885","5885","accounts","base.dk"
"account_tag_5900","5900","accounts","base.dk"
"account_tag_5910","5910","accounts","base.dk"
"account_tag_5920","5920","accounts","base.dk"
"account_tag_5925","5925","accounts","base.dk"
"account_tag_5929","5929","accounts","base.dk"
"account_tag_5930","5930","accounts","base.dk"
"account_tag_5931","5931","accounts","base.dk"
"account_tag_5935","5935","accounts","base.dk"
"account_tag_5940","5940","accounts","base.dk"
"account_tag_5950","5950","accounts","base.dk"
"account_tag_5970","5970","accounts","base.dk"
"account_tag_5980","5980","accounts","base.dk"
"account_tag_5984","5984","accounts","base.dk"
"account_tag_5985","5985","accounts","base.dk"
"account_tag_6000","6000","accounts","base.dk"
"account_tag_6020","6020","accounts","base.dk"
"account_tag_6030","6030","accounts","base.dk"
"account_tag_6040","6040","accounts","base.dk"
"account_tag_6060","6060","accounts","base.dk"
"account_tag_6061","6061","accounts","base.dk"
"account_tag_6062","6062","accounts","base.dk"
"account_tag_6063","6063","accounts","base.dk"
"account_tag_6064","6064","accounts","base.dk"
"account_tag_6080","6080","accounts","base.dk"
"account_tag_6081","6081","accounts","base.dk"
"account_tag_6082","6082","accounts","base.dk"
"account_tag_6083","6083","accounts","base.dk"
"account_tag_6085","6085","accounts","base.dk"
"account_tag_6090","6090","accounts","base.dk"
"account_tag_6091","6091","accounts","base.dk"
"account_tag_6110","6110","accounts","base.dk"
"account_tag_6111","6111","accounts","base.dk"
"account_tag_6112","6112","accounts","base.dk"
"account_tag_6113","6113","accounts","base.dk"
"account_tag_6115","6115","accounts","base.dk"
"account_tag_6120","6120","accounts","base.dk"
"account_tag_6121","6121","accounts","base.dk"
"account_tag_6140","6140","accounts","base.dk"
"account_tag_6141","6141","accounts","base.dk"
"account_tag_6142","6142","accounts","base.dk"
"account_tag_6143","6143","accounts","base.dk"
"account_tag_6145","6145","accounts","base.dk"
"account_tag_6150","6150","accounts","base.dk"
"account_tag_6151","6151","accounts","base.dk"
"account_tag_6170","6170","accounts","base.dk"
"account_tag_6190","6190","accounts","base.dk"
"account_tag_6200","6200","accounts","base.dk"
"account_tag_6201","6201","accounts","base.dk"
"account_tag_6202","6202","accounts","base.dk"
"account_tag_6220","6220","accounts","base.dk"
"account_tag_6230","6230","accounts","base.dk"
"account_tag_6240","6240","accounts","base.dk"
"account_tag_6250","6250","accounts","base.dk"
"account_tag_6252","6252","accounts","base.dk"
"account_tag_6255","6255","accounts","base.dk"
"account_tag_6256","6256","accounts","base.dk"
"account_tag_6257","6257","accounts","base.dk"
"account_tag_6262","6262","accounts","base.dk"
"account_tag_6265","6265","accounts","base.dk"
"account_tag_6266","6266","accounts","base.dk"
"account_tag_6267","6267","accounts","base.dk"
"account_tag_6270","6270","accounts","base.dk"
"account_tag_6282","6282","accounts","base.dk"
"account_tag_6285","6285","accounts","base.dk"
"account_tag_6286","6286","accounts","base.dk"
"account_tag_6287","6287","accounts","base.dk"
"account_tag_6290","6290","accounts","base.dk"
"account_tag_6300","6300","accounts","base.dk"
"account_tag_6305","6305","accounts","base.dk"
"account_tag_6310","6310","accounts","base.dk"
"account_tag_6315","6315","accounts","base.dk"
"account_tag_6320","6320","accounts","base.dk"
"account_tag_6330","6330","accounts","base.dk"
"account_tag_6350","6350","accounts","base.dk"
"account_tag_6365","6365","accounts","base.dk"
"account_tag_6370","6370","accounts","base.dk"
"account_tag_6375","6375","accounts","base.dk"
"account_tag_6376","6376","accounts","base.dk"
"account_tag_6390","6390","accounts","base.dk"
"account_tag_6400","6400","accounts","base.dk"
"account_tag_6420","6420","accounts","base.dk"
"account_tag_6450","6450","accounts","base.dk"
"account_tag_6470","6470","accounts","base.dk"
"account_tag_6471","6471","accounts","base.dk"
"account_tag_6480","6480","accounts","base.dk"
"account_tag_6481","6481","accounts","base.dk"
"account_tag_6482","6482","accounts","base.dk"
"account_tag_6483","6483","accounts","base.dk"
"account_tag_6484","6484","accounts","base.dk"
"account_tag_6510","6510","accounts","base.dk"
"account_tag_6520","6520","accounts","base.dk"
"account_tag_6525","6525","accounts","base.dk"
"account_tag_6540","6540","accounts","base.dk"
"account_tag_6560","6560","accounts","base.dk"
"account_tag_6580","6580","accounts","base.dk"
"account_tag_6800","6800","accounts","base.dk"
"account_tag_6810","6810","accounts","base.dk"
"account_tag_6830","6830","accounts","base.dk"
"account_tag_6831","6831","accounts","base.dk"
"account_tag_6840","6840","accounts","base.dk"
"account_tag_6870","6870","accounts","base.dk"
"account_tag_6890","6890","accounts","base.dk"
"account_tag_6910","6910","accounts","base.dk"
"account_tag_6914","6914","accounts","base.dk"
"account_tag_6915","6915","accounts","base.dk"
"account_tag_6916","6916","accounts","base.dk"
"account_tag_6917","6917","accounts","base.dk"
"account_tag_6918","6918","accounts","base.dk"
"account_tag_6919","6919","accounts","base.dk"
"account_tag_6920","6920","accounts","base.dk"
"account_tag_6921","6921","accounts","base.dk"
"account_tag_6922","6922","accounts","base.dk"
"account_tag_6923","6923","accounts","base.dk"
"account_tag_6924","6924","accounts","base.dk"
"account_tag_6935","6935","accounts","base.dk"
"account_tag_6940","6940","accounts","base.dk"
"account_tag_6955","6955","accounts","base.dk"
"account_tag_6956","6956","accounts","base.dk"
"account_tag_6960","6960","accounts","base.dk"
"account_tag_6985","6985","accounts","base.dk"
"account_tag_7010","7010","accounts","base.dk"
"account_tag_7020","7020","accounts","base.dk"
"account_tag_7040","7040","accounts","base.dk"
"account_tag_7055","7055","accounts","base.dk"
"account_tag_7065","7065","accounts","base.dk"
"account_tag_7110","7110","accounts","base.dk"
"account_tag_7120","7120","accounts","base.dk"
"account_tag_7125","7125","accounts","base.dk"
"account_tag_7126","7126","accounts","base.dk"
"account_tag_7145","7145","accounts","base.dk"
"account_tag_7155","7155","accounts","base.dk"
"account_tag_7160","7160","accounts","base.dk"
"account_tag_7165","7165","accounts","base.dk"
"account_tag_7170","7170","accounts","base.dk"
"account_tag_7175","7175","accounts","base.dk"
"account_tag_7185","7185","accounts","base.dk"
"account_tag_7190","7190","accounts","base.dk"
"account_tag_7195","7195","accounts","base.dk"
"account_tag_7210","7210","accounts","base.dk"
"account_tag_7230","7230","accounts","base.dk"
"account_tag_7240","7240","accounts","base.dk"
"account_tag_7250","7250","accounts","base.dk"
"account_tag_7265","7265","accounts","base.dk"
"account_tag_7285","7285","accounts","base.dk"
"account_tag_7295","7295","accounts","base.dk"
"account_tag_7310","7310","accounts","base.dk"
"account_tag_7330","7330","accounts","base.dk"
"account_tag_7345","7345","accounts","base.dk"
"account_tag_7350","7350","accounts","base.dk"
"account_tag_7410","7410","accounts","base.dk"
"account_tag_7440","7440","accounts","base.dk"
"account_tag_7455","7455","accounts","base.dk"
"account_tag_7456","7456","accounts","base.dk"
"account_tag_7465","7465","accounts","base.dk"
"account_tag_7510","7510","accounts","base.dk"
"account_tag_7520","7520","accounts","base.dk"
"account_tag_7535","7535","accounts","base.dk"
"account_tag_7590","7590","accounts","base.dk"
"account_tag_7610","7610","accounts","base.dk"
"account_tag_7630","7630","accounts","base.dk"
"account_tag_7680","7680","accounts","base.dk"
"account_tag_7700","7700","accounts","base.dk"
"account_tag_7720","7720","accounts","base.dk"
"account_tag_7740","7740","accounts","base.dk"
"account_tag_7760","7760","accounts","base.dk"
"account_tag_7780","7780","accounts","base.dk"
"account_tag_7800","7800","accounts","base.dk"
"account_tag_7810","7810","accounts","base.dk"
"account_tag_7820","7820","accounts","base.dk"
"account_tag_7830","7830","accounts","base.dk"
"account_tag_7840","7840","accounts","base.dk"
"account_tag_7860","7860","accounts","base.dk"
"account_tag_7880","7880","accounts","base.dk"
"account_tag_7900","7900","accounts","base.dk"
"account_tag_7920","7920","accounts","base.dk"
"account_tag_7940","7940","accounts","base.dk"
"account_tag_7960","7960","accounts","base.dk"
"account_tag_7980","7980","accounts","base.dk"
"account_tag_8000","8000","accounts","base.dk"
"account_tag_8010","8010","accounts","base.dk"
"account_tag_8030","8030","accounts","base.dk"
"account_tag_8035","8035","accounts","base.dk"
"account_tag_8040","8040","accounts","base.dk"
"account_tag_8045","8045","accounts","base.dk"
"account_tag_8070","8070","accounts","base.dk"
