type,name,res_id,src,value
field,"account.analytic.account,debit",0,Debit,
field,"account.analytic.account,pricelist_id",0,Sale Pricelist,
field,"account.analytic.account,type",0,Account type,
field,"account.analytic.account,remaining_hours",0,Remaining hours,
field,"account.analytic.account,ca_to_invoice",0,Uninvoiced amount,
field,"account.analytic.account,description",0,Description,Descripción
field,"account.analytic.account,amount_invoiced",0,Invoiced Amount,
field,"account.analytic.account,child_ids",0,Childs Accounts,"Cuentas ""hijas"""
field,"account.analytic.account,ca_invoiced",0,Invoiced amount,
field,"account.analytic.account,user_ids",0,User,
field,"account.analytic.account,remaining_ca",0,Remaining revenue,
field,"account.analytic.account,hours_qtt_invoiced",0,Invoiced hours,
field,"account.analytic.account,date",0,Date End,
field,"account.analytic.account,hours_quantity",0,Hours tot,
field,"account.analytic.account,theorical_margin",0,Theorical margin,
field,"account.analytic.account,ca_theorical",0,Theorical revenue,
field,"account.analytic.account,name",0,Account name,Nombre de Cuenta
field,"account.analytic.account,real_margin_rate",0,Real margin rate (%),
field,"account.analytic.account,credit",0,Credit,
field,"account.analytic.account,month_ids",0,Month,
field,"account.analytic.account,line_ids",0,Analytic entries,Movimientos Analíticos
field,"account.analytic.account,balance",0,Balance,Balance
field,"account.analytic.account,quantity",0,Quantity,
field,"account.analytic.budget.post,sens",0,Direction,
field,"account.analytic.budget.post,code",0,Code,
field,"account.analytic.budget.post,dotation_ids",0,Expenses,
field,"account.analytic.budget.post,name",0,Name,
field,"account.analytic.budget.post,account_ids",0,Accounts,
field,"account.analytic.budget.post.dotation,post_id",0,Item,
field,"account.analytic.budget.post.dotation,amount",0,Amount,
field,"account.analytic.budget.post.dotation,period_id",0,Period,
field,"account.analytic.budget.post.dotation,name",0,Name,
field,"account.analytic.budget.post.dotation,quantity",0,Quantity,
field,"account.analytic.journal,code",0,Journal code,Código de Libro
field,"account.analytic.journal,name",0,Journal name,Nombre de Libro
field,"account.analytic.journal,active",0,Active,Activo
field,"account.analytic.journal,line_ids",0,Lines,Líneas
field,"account.analytic.journal,type",0,Type,Tipo
help,"account.analytic.journal,type",0,"Gives the type of the analytic journal. When a document (eg: an invoice) needs to create analytic entries, Tiny ERP will look for a matching journal of the same type.",
field,"account.analytic.journal,company_id",0,Company,
field,"account.analytic.line,code",0,Code,Código
field,"account.analytic.line,user_id",0,User,
field,"account.analytic.line,name",0,Description,Descripción
field,"account.analytic.line,general_account_id",0,General account,Cuenta Contable
field,"account.analytic.line,product_uom_id",0,UoM,
field,"account.analytic.line,journal_id",0,Analytic journal,Libro Analítico
field,"account.analytic.line,to_invoice",0,Invoicing,
field,"account.analytic.line,amount",0,Amount,Monto
field,"account.analytic.line,product_id",0,Product,
field,"account.analytic.line,unit_amount",0,Quantity,Cantidad
field,"account.analytic.line,invoice_id",0,Invoice,
field,"account.analytic.line,date",0,Date,Fecha
field,"account.analytic.line,ref",0,Ref.,
field,"account.analytic.line,move_id",0,General entry,Movimiento
field,"account.analytic.line,account_id",0,Analytic Account,Cuenta Analítica
field,"account.bank.statement,name",0,Name,Nombre
field,"account.bank.statement,state",0,State,
field,"account.bank.statement,balance_end",0,Balance,Saldo final (calculado)
field,"account.bank.statement,balance_start",0,Starting Balance,Saldo inicial
field,"account.bank.statement,journal_id",0,Journal,
field,"account.bank.statement,currency",0,Currency,
field,"account.bank.statement,move_line_ids",0,Entry lines,
field,"account.bank.statement,period_id",0,Period,
field,"account.bank.statement,date",0,Date,Fecha
field,"account.bank.statement,line_ids",0,Statement lines,Líneas de Movimientos
field,"account.bank.statement,balance_end_real",0,Ending Balance,Saldo final (real)
field,"account.bank.statement.line,reconcile_id",0,Reconcile,
field,"account.bank.statement.line,note",0,Notes,
field,"account.bank.statement.line,ref",0,Ref.,
field,"account.bank.statement.line,name",0,Name,
field,"account.bank.statement.line,type",0,Type,
field,"account.bank.statement.line,statement_id",0,Statement,
field,"account.bank.statement.line,reconcile_amount",0,Amount reconciled,
field,"account.bank.statement.line,move_ids",0,Moves,
field,"account.bank.statement.line,amount",0,Amount,
field,"account.bank.statement.line,date",0,Date,
field,"account.bank.statement.line,partner_id",0,Partner,
field,"account.bank.statement.line,account_id",0,Account,
field,"account.bank.statement.reconcile,total_currency",0,Currency,
field,"account.bank.statement.reconcile,total_amount",0,Payment amount,
field,"account.bank.statement.reconcile,total_entry",0,Total entries,
field,"account.bank.statement.reconcile,statement_line",0,Bank Statement Line,
field,"account.bank.statement.reconcile,total_new",0,Total write-off,
field,"account.bank.statement.reconcile,line_new_ids",0,Write-Off,
field,"account.bank.statement.reconcile,total_balance",0,Balance,
field,"account.bank.statement.reconcile,total_second_currency",0,Currency,
help,"account.bank.statement.reconcile,total_second_currency",0,The currency of the journal,
field,"account.bank.statement.reconcile,line_ids",0,Entries,
field,"account.bank.statement.reconcile,total_second_amount",0,Payment amount,
help,"account.bank.statement.reconcile,total_second_amount",0,The amount in the currency of the journal,
field,"account.bank.statement.reconcile,partner_id",0,Partner,
field,"account.bank.statement.reconcile,name",0,Date,
field,"account.bank.statement.reconcile.line,line_id",0,Reconcile,
field,"account.bank.statement.reconcile.line,amount",0,Amount,
field,"account.bank.statement.reconcile.line,name",0,Description,
field,"account.bank.statement.reconcile.line,account_id",0,Account,
field,"account.budget.post,code",0,Code,Número
field,"account.budget.post,dotation_ids",0,Expenses,Egresos
field,"account.budget.post,name",0,Name,Nombre
field,"account.budget.post,sens",0,Direction,Dirección
field,"account.budget.post,company_id",0,Company,
field,"account.budget.post,account_ids",0,Accounts,Cuentas
field,"account.budget.post.dotation,post_id",0,Item,Item
field,"account.budget.post.dotation,amount",0,Amount,Monto
field,"account.budget.post.dotation,period_id",0,Period,Período
field,"account.budget.post.dotation,name",0,Name,Nombre
field,"account.budget.post.dotation,quantity",0,Quantity,Cantidad
field,"account.fiscalyear,date_stop",0,End date,Fecha de finalización
field,"account.fiscalyear,code",0,Code,Código
field,"account.fiscalyear,name",0,Fiscal Year,Año Fiscal
field,"account.fiscalyear,date_start",0,Start date,Fecha de inicio
field,"account.fiscalyear,state",0,State,Estado
field,"account.fiscalyear,period_ids",0,Periods,Períodos
field,"account.fiscalyear,company_id",0,Company,
field,"account.invoice,origin",0,Origin,Origen
field,"account.invoice,comment",0,Additionnal Information,Información adicional
field,"account.invoice,date_due",0,Due Date,Fecha de vencimiento
field,"account.invoice,check_total",0,Total,
field,"account.invoice,account_id",0,Dest Account,Cuenta Destino
field,"account.invoice,reference",0,Invoice Reference,Referencia Factura
field,"account.invoice,payment_term",0,Payment Term,Términos de Pago
field,"account.invoice,reconciled",0,Reconciled,
field,"account.invoice,number",0,Invoice Number,Número de Factura
field,"account.invoice,company_id",0,Company,
field,"account.invoice,currency_id",0,Currency,Moneda
field,"account.invoice,address_invoice_id",0,Invoice Address,Domicilio de Facturación
field,"account.invoice,period_id",0,Force Period,
help,"account.invoice,period_id",0,Keep empty to use the period of the validation date.,
field,"account.invoice,partner_id",0,Partner,Partner
field,"account.invoice,move_id",0,Invoice Movement,Movimiento de Facturación
field,"account.invoice,amount_total",0,Total,Monto total
field,"account.invoice,date_invoice",0,Date Invoiced,Fecha de facturación
field,"account.invoice,amount_untaxed",0,Untaxed Amount,Monto sin Impuestos
field,"account.invoice,name",0,Description,Descripción de Factura
field,"account.invoice,price_type",0,Price method,
field,"account.invoice,tax_line",0,Tax Lines,Líneas de Impuestos
field,"account.invoice,reference_type",0,Reference Type,
field,"account.invoice,journal_id",0,Journal,Libro
field,"account.invoice,amount_tax",0,Tax,Monto de Impuestos
field,"account.invoice,state",0,State,Estado
field,"account.invoice,address_contact_id",0,Contact Address,Domicilio de Contacto
field,"account.invoice,type",0,Type,Tipo
field,"account.invoice,invoice_line",0,Invoice Lines,Líneas de Facturación
field,"account.invoice.line,uos_id",0,Unit,Unidad de Venta
field,"account.invoice.line,name",0,Description,Descripción
field,"account.invoice.line,invoice_id",0,Invoice Ref,Referencia Factura
field,"account.invoice.line,price_unit",0,Unit Price,Precio Unitario
field,"account.invoice.line,price_subtotal",0,Subtotal w/o tax,Sub-Total
field,"account.invoice.line,account_id",0,Source Account,Cuenta Origen
field,"account.invoice.line,invoice_line_tax_id",0,Taxes,Impuestos
field,"account.invoice.line,note",0,Notes,
field,"account.invoice.line,discount",0,Discount (%),
field,"account.invoice.line,price_subtotal_incl",0,Subtotal,
field,"account.invoice.line,account_analytic_id",0,Analytic Account,
field,"account.invoice.line,quantity",0,Quantity,Cantidad
field,"account.invoice.line,product_id",0,Product,
field,"account.invoice.tax,tax_amount",0,Tax Code Amount,
field,"account.invoice.tax,name",0,Tax Description,Descripción del Impuesto
field,"account.invoice.tax,sequence",0,Sequence,Secuencia
field,"account.invoice.tax,invoice_id",0,Invoice Line,Línea de Facturación
field,"account.invoice.tax,manual",0,Manual,Manual
field,"account.invoice.tax,base_amount",0,Base Code Amount,
field,"account.invoice.tax,base_code_id",0,Base Code,
field,"account.invoice.tax,tax_code_id",0,Tax Code,
field,"account.invoice.tax,amount",0,Amount,Monto
field,"account.invoice.tax,base",0,Base,
field,"account.invoice.tax,account_id",0,Tax Account,Cuenta del Impuesto
field,"account.journal,default_debit_account_id",0,Default Debit Account,Cuenta de Débito predeterminada
field,"account.journal,groups_id",0,Groups,Grupos
field,"account.journal,update_posted",0,Allow Cancelling Entries,Permitir cancelación de Asientos
field,"account.journal,code",0,Code,Código
field,"account.journal,user_id",0,User,
help,"account.journal,user_id",0,The responsible user of this journal,
field,"account.journal,name",0,Journal Name,Nombre de Libro
model,"account.journal,name",account.sales_journal,Sales Journal,
model,"account.journal,name",account.expenses_journal,Expenses Journal,
model,"account.journal,name",account.bank_journal,Bank Journal,
model,"account.journal,name",account.stock_journal,Stock Journal,
field,"account.journal,centralisation",0,Centralised counterpart,Centralización
help,"account.journal,centralisation",0,Check this box if you want that each entry doesn't create a counterpart but share the same counterpart for each entry of this journal.,
field,"account.journal,view_id",0,View,Vista
help,"account.journal,view_id",0,"Gives the view used when writing or browsing entries in this journal. The view tell Tiny ERP which fields should be visible, required or readonly and in which order. You can create your own view for a faster encoding in each journal.",
field,"account.journal,type_control_ids",0,Type Controls,Control de Tipos
field,"account.journal,company_id",0,Company,
field,"account.journal,currency",0,Currency,
help,"account.journal,currency",0,The currency used to enter statement,
field,"account.journal,sequence_id",0,Entry Sequence,Secuencia de Movimientos
help,"account.journal,sequence_id",0,The sequence gives the display order for a list of journals,
field,"account.journal,account_control_ids",0,Account,
field,"account.journal,active",0,Active,Activo
field,"account.journal,type",0,Type,Tipo
field,"account.journal,default_credit_account_id",0,Default Credit Account,Cuenta de Cŕedito predeterminada
field,"account.journal.column,name",0,Column Name,Nombre de Columna
field,"account.journal.column,sequence",0,Sequence,Secuencia
field,"account.journal.column,view_id",0,Journal View,Vista Libro
field,"account.journal.column,required",0,Required,Requerido
field,"account.journal.column,field",0,Field Name,Nombre del Campo
field,"account.journal.column,readonly",0,Readonly,Sólo-Lectura
field,"account.journal.period,name",0,Journal-Period Name,Nombre del Libro-Período
field,"account.journal.period,journal_id",0,Journal,Libro
field,"account.journal.period,state",0,State,Estado
field,"account.journal.period,period_id",0,Period,Período
field,"account.journal.period,active",0,Active,Activo
field,"account.journal.period,icon",0,Icon,Icono
field,"account.journal.view,columns_id",0,Columns,Columnas
field,"account.journal.view,name",0,Journal View,Vista Libro
field,"account.model,lines_id",0,Model Entries,Asientos Modelo
field,"account.model,ref",0,Ref,Referencia
field,"account.model,name",0,Model Name,Nombre del Movimiento
help,"account.model,name",0,This is a model for recurring accounting entries,
field,"account.model,journal_id",0,Journal,Libro
field,"account.model.line,model_id",0,Model,Modelo
field,"account.model.line,name",0,Name,Nombre
field,"account.model.line,sequence",0,Sequence,Secuencia
help,"account.model.line,sequence",0,The sequence field is used to order the resources from the lowest sequences to the higher ones,
field,"account.model.line,partner_id",0,Partner Ref.,Referencia Partner
field,"account.model.line,account_id",0,Account,Cuenta
field,"account.model.line,currency_id",0,Currency,Moneda
field,"account.model.line,credit",0,Credit,Crédito
field,"account.model.line,date_maturity",0,Maturity date,Fecha de caducidad
help,"account.model.line,date_maturity",0,The maturity date of the generated entries for this model. You can chosse between the date of the creation action or the the date of the creation of the entries plus the partner payment terms.,
field,"account.model.line,debit",0,Debit,Débito
field,"account.model.line,date",0,Current Date,Fecha actual
help,"account.model.line,date",0,The date of the generated entries,
field,"account.model.line,amount_currency",0,Amount Currency,Monto - Moneda
help,"account.model.line,amount_currency",0,The amount expressed in an optionnal other currency.,
field,"account.model.line,ref",0,Ref.,Referencia
field,"account.model.line,quantity",0,Quantity,Cantidad
help,"account.model.line,quantity",0,The optionnal quantity on entries,
field,"account.move,name",0,Entry Name,Nombre del Movimiento
field,"account.move,journal_id",0,Journal,Libro
field,"account.move,line_id",0,Entries,Transacciones
field,"account.move,state",0,State,Estado
field,"account.move,period_id",0,Period,Período
field,"account.move,ref",0,Ref,Referencia
field,"account.move.line,analytic_lines",0,Analytic lines,
field,"account.move.line,statement_id",0,Statement,Estados Contables
help,"account.move.line,statement_id",0,The bank statement used for bank reconciliation,
field,"account.move.line,followup_date",0,Latest Follow-up,Fecha de Seguimiento
field,"account.move.line,currency_id",0,Currency,Moneda
help,"account.move.line,currency_id",0,The optionnal other currency if it is a multi-currency entry.,
field,"account.move.line,active",0,Active,Activa
field,"account.move.line,date_maturity",0,Maturity date,Fecha de caducidad
help,"account.move.line,date_maturity",0,This field is used for payable and receivable entries. You can put the limit date for the payment of this entry line.,
field,"account.move.line,period_id",0,Period,Período
field,"account.move.line,amount_to_pay",0,Amount to pay,
field,"account.move.line,date_created",0,Creation date,Fecha de creación
field,"account.move.line,date",0,Effective date,Fecha de vigencia
field,"account.move.line,partner_id",0,Partner Ref.,Referencia Partner
field,"account.move.line,move_id",0,Move,Movimiento
help,"account.move.line,move_id",0,The move of this entry line.,
field,"account.move.line,account_id",0,Account,Cuenta
field,"account.move.line,reconcile_id",0,Reconcile,Conciliar
field,"account.move.line,balance",0,Balance,Balance
field,"account.move.line,tax_amount",0,Tax/Base Amount,
field,"account.move.line,name",0,Name,Nombre
field,"account.move.line,followup_line_id",0,Follow-up Level,Seguimientos
field,"account.move.line,centralisation",0,Centralisation,Centralización
field,"account.move.line,journal_id",0,Journal,Libro
field,"account.move.line,tax_code_id",0,Tax Account,
field,"account.move.line,credit",0,Credit,Crédito
field,"account.move.line,state",0,State,Estado
field,"account.move.line,debit",0,Debit,Débito
field,"account.move.line,amount_currency",0,Amount Currency,Monto - Moneda
help,"account.move.line,amount_currency",0,The amount expressed in an optionnal other currency if it is a multi-currency entry.,
field,"account.move.line,blocked",0,Litigation,En Litigio
help,"account.move.line,blocked",0,You can check this box to mark the entry line as a litigation with the associated partner,
field,"account.move.line,ref",0,Ref.,Referencia
field,"account.move.line,quantity",0,Quantity,Cantidad
help,"account.move.line,quantity",0,"The optionnal quantity expressed by this line, eg: number of product sold. The quantity is not a legal requirement but is very usefull for some reports.",
field,"account.move.reconcile,line_id",0,Entry lines,Líneas de Movimientos
field,"account.move.reconcile,create_date",0,Creation date,
field,"account.move.reconcile,type",0,Type,Tipo
field,"account.move.reconcile,name",0,Name,Nombre
field,"account.payment.term,active",0,Active,Activo
field,"account.payment.term,note",0,Description,Descripción
field,"account.payment.term,name",0,Payment Term,Términos de Pago
field,"account.payment.term,line_ids",0,Terms,Términos
field,"account.payment.term.line,payment_id",0,Payment Term,Términos de Pago
field,"account.payment.term.line,name",0,Line Name,Nombre del Término
field,"account.payment.term.line,sequence",0,Sequence,Secuencia
help,"account.payment.term.line,sequence",0,The sequence field is used to order the payment term lines from the lowest sequences to the higher ones,
field,"account.payment.term.line,days",0,Number of Days,Cantidad de días
field,"account.payment.term.line,value",0,Value,Valor
field,"account.payment.term.line,condition",0,Condition,Condición
help,"account.payment.term.line,condition",0,The payment delay condition id a number of days expressed in 2 ways: net days or end of the month. The 'net days' condition implies that the paiment arrive after 'Number of Days' calendar days. The 'end of the month' condition requires that the paiement arrives before the end of the month that is that is after 'Number of Days' calendar days.,
field,"account.payment.term.line,value_amount",0,Value Amount,Monto
field,"account.period,fiscalyear_id",0,Fiscal Year,Año Fiscal
field,"account.period,date_stop",0,End of period,Fin de Período
field,"account.period,code",0,Code,Código
field,"account.period,name",0,Period Name,Nombre del Período
field,"account.period,date_start",0,Start of period,Inicio del Período
field,"account.period,state",0,State,Estado
field,"account.period,company_id",0,Company,
field,"account.report.report,status",0,Status,
field,"account.report.report,style",0,Style,
field,"account.report.report,code",0,Code,
field,"account.report.report,name",0,Name,
field,"account.report.report,sequence",0,Sequence,
field,"account.report.report,type",0,Type,
field,"account.report.report,expression_status",0,Status expression,
field,"account.report.report,child_ids",0,Childs,
field,"account.report.report,note",0,Note,
field,"account.report.report,parent_id",0,Parent,
field,"account.report.report,amount",0,Value,
field,"account.report.report,active",0,Active,
field,"account.report.report,color_back",0,Back Color,
field,"account.report.report,expression",0,Expression,
field,"account.report.report,color_font",0,Font Color,
help,"account.report.report,color_font",0,Font Color for the report,
field,"account.subscription,model_id",0,Model,Modelo
field,"account.subscription,period_nbr",0,Period,Período
field,"account.subscription,lines_id",0,Subscription Lines,Líneas de Suscripción
field,"account.subscription,name",0,Name,Nombre
field,"account.subscription,date_start",0,Starting date,Fecha de inicio
field,"account.subscription,period_total",0,Number of period,Número de Período
field,"account.subscription,state",0,State,Estado
field,"account.subscription,period_type",0,Period Type,Tipo de Período
field,"account.subscription,ref",0,Ref.,Referencia
field,"account.subscription.line,date",0,Date,Fecha
field,"account.subscription.line,subscription_id",0,Subscription,Suscripción
field,"account.subscription.line,move_id",0,Entry,Movimiento
field,"account.tax,domain",0,Domain,Dominio
help,"account.tax,domain",0,This field is only used if you develop your own module allowing developpers to create specific taxes in a custom domain.,
field,"account.tax,ref_tax_code_id",0,Tax Code,
help,"account.tax,ref_tax_code_id",0,Use this code for the VAT declaration.,
field,"account.tax,sequence",0,Sequence,Secuencia
help,"account.tax,sequence",0,"The sequence field is used to order the taxes lines from the lowest sequences to the higher ones. The order is important if you have a tax that have several tax childs. In this case, the evaluation order is important.",
field,"account.tax,base_sign",0,Base Code Sign,
help,"account.tax,base_sign",0,Usualy 1 or -1.,
field,"account.tax,child_depend",0,Tax on Childs,"Impuesto depende de Cuentas ""hijas"""
help,"account.tax,child_depend",0,Indicate if the tax computation is based on the value computed for the computation of child taxes or based on the total amount.,
field,"account.tax,include_base_amount",0,Include in base amount,
help,"account.tax,include_base_amount",0,Indicate if the amount of tax must be included in the base amount for the computation of the next taxes,
field,"account.tax,ref_tax_sign",0,Tax Code Sign,
help,"account.tax,ref_tax_sign",0,Usualy 1 or -1.,
field,"account.tax,applicable_type",0,Applicable Type,Tipo de aplicación
field,"account.tax,company_id",0,Company,
field,"account.tax,name",0,Tax Name,Nombre del Impuesto
field,"account.tax,tax_code_id",0,Tax Code,
help,"account.tax,tax_code_id",0,Use this code for the VAT declaration.,
field,"account.tax,parent_id",0,Parent Tax Account,"Cuenta ""padre"""
field,"account.tax,python_compute_inv",0,Python Code (reverse),
field,"account.tax,python_applicable",0,Python Code,Código Python
field,"account.tax,type",0,Tax Type,Tipo de Impuesto
field,"account.tax,ref_base_sign",0,Base Code Sign,
help,"account.tax,ref_base_sign",0,Usualy 1 or -1.,
field,"account.tax,tax_group",0,Tax Group,
help,"account.tax,tax_group",0,If a default tax if given in the partner it only override taxes from account (or product) of the same group.,
field,"account.tax,child_ids",0,Childs Tax Account,"Cuentas ""hijas"""
field,"account.tax,base_code_id",0,Base Code,
help,"account.tax,base_code_id",0,Use this code for the VAT declaration.,
field,"account.tax,active",0,Active,Activo
field,"account.tax,ref_base_code_id",0,Base Code,
help,"account.tax,ref_base_code_id",0,Use this code for the VAT declaration.,
field,"account.tax,account_paid_id",0,Refund Tax Account,Cuenta de Impuesto pagado
field,"account.tax,account_collected_id",0,Invoice Tax Account,Cuenta de Impuesto cobrado
field,"account.tax,amount",0,Amount,Monto
field,"account.tax,python_compute",0,Python Code,Código Python
field,"account.tax,tax_sign",0,Tax Code Sign,
help,"account.tax,tax_sign",0,Usualy 1 or -1.,
field,"account.tax.code,info",0,Description,
field,"account.tax.code,code",0,Case Code,
field,"account.tax.code,name",0,Tax Case Name,
field,"account.tax.code,sum",0,Year Sum,
field,"account.tax.code,child_ids",0,Childs Codes,
field,"account.tax.code,company_id",0,Company,
field,"account.tax.code,sign",0,Sign for parent,
field,"account.tax.code,parent_id",0,Parent Code,
field,"account.tax.code,line_ids",0,Lines,
field,"account.tax.code,sum_period",0,Period Sum,
field,"account_analytic_analysis.summary.month,account_id",0,Analytic Account,
field,"account_analytic_analysis.summary.month,unit_amount",0,Total Time,
field,"account_analytic_analysis.summary.month,name",0,Month,
field,"account_analytic_analysis.summary.user,account_id",0,Analytic Account,
field,"account_analytic_analysis.summary.user,unit_amount",0,Total Time,
field,"account_analytic_analysis.summary.user,name",0,User,
field,"account_followup.followup,followup_line",0,Follow-Up,Seguimiento
field,"account_followup.followup,company_id",0,Company,Empresa
field,"account_followup.followup,name",0,Name,Nombre
field,"account_followup.followup,description",0,Description,Descripción
field,"account_followup.followup.line,description",0,Description,Descripción
field,"account_followup.followup.line,sequence",0,Sequence,Secuencia
field,"account_followup.followup.line,delay",0,Days of delay,Días de demora
field,"account_followup.followup.line,start",0,Type of Term,Tipo de Término
field,"account_followup.followup.line,followup_id",0,Follow Ups,Seguimientos
field,"account_followup.followup.line,name",0,Name,Nombre
field,"account_followup.stat,balance",0,Balance,
field,"account_followup.stat,account_type",0,Account Type,
field,"account_followup.stat,name",0,Partner,
field,"account_followup.stat,date_move",0,First move,
field,"account_followup.stat,credit",0,Credit,
field,"account_followup.stat,date_move_last",0,Last move,
field,"account_followup.stat,date_followup",0,Latest followup,
field,"account_followup.stat,debit",0,Debit,
field,"account_followup.stat,followup_id",0,Follow Ups,
field,"board.board,name",0,Board,
field,"board.note,note",0,Note,
field,"board.note,date",0,Date,
field,"board.note,user_id",0,Author,
field,"board.note,name",0,Subject,
field,"board.note,type",0,Note type,
field,"board.note.type,name",0,Note Type,
field,"crm.case,date_closed",0,Closed,Fecha de cierre
field,"crm.case,history_line",0,Communication,Historial del Caso
field,"crm.case,create_date",0,Created,
field,"crm.case,probability",0,Probability (0.50),Probabilidad (0-1)
field,"crm.case,canal_id",0,Channel,Canal
field,"crm.case,partner_address_id",0,Partner Contact,
field,"crm.case,som",0,State of Mind,Estado de Ánimo
field,"crm.case,active",0,Active,Activo
field,"crm.case,partner_id",0,Partner,Partner
field,"crm.case,id",0,ID,
field,"crm.case,date_action_next",0,Next Action,
field,"crm.case,user_id",0,User Responsible,Usuario responsable
field,"crm.case,planned_revenue",0,Planned Revenue,Ingresos planeados
field,"crm.case,priority",0,Priority,Prioridad
field,"crm.case,state",0,State,Estado
field,"crm.case,email_cc",0,Watchers Emails,
field,"crm.case,ref",0,Reference,Referencia
field,"crm.case,log_ids",0,Logs History,
field,"crm.case,description",0,Your action,Descripción
field,"crm.case,date_action_last",0,Last Action,
field,"crm.case,planned_cost",0,Planned Costs,Costos planeados
field,"crm.case,ref2",0,Reference 2,
field,"crm.case,section_id",0,Section,
field,"crm.case,date",0,Date,Fecha
field,"crm.case,categ_id",0,Category,Categoría
field,"crm.case,name",0,Description,Descripción del Caso
field,"crm.case,date_deadline",0,Deadline,Fecha de próxima Acción
field,"crm.case,email_last",0,Latest E-Mail,
field,"crm.case,email_from",0,Partner Email,
field,"crm.case.categ,name",0,Case Category Name,Nombre de Categoría del Caso
field,"crm.case.categ,probability",0,Probability,
field,"crm.case.categ,section_id",0,Case Section,
field,"crm.case.history,log_id",0,Log,
