type,name,res_id,src,value
field,"account.move,date",0,Date,Дата
field,"account.move,line_id",0,Transactions,Операции
field,"account.move,name",0,Move Name,Наименование перемещения
field,"account.move,partner_id",0,Partner,Контрагент
field,"account.move,project_id",0,Profit/Cost center,Центр выручки/стоимости
field,"account.move,state",0,State,Состояние
field,"account.move,type",0,Transaction Type,Тип операции
field,"account.move.line,account_id",0,Account,Счет
field,"account.move.line,amount",0,Amount,Сумма
field,"account.move.line,balance",0,Balance,Баланс
field,"account.move.line,date",0,Date,Дата
field,"account.move.line,move_id",0,Move,Перемещение
field,"account.move.line,name",0,Name,Название
field,"account.move.line,partner_id",0,Partner Ref.,Ссылка на контрагента
field,"account.move.line,reconcile_id",0,Reconcile,Торговые книги
field,"account.move.line,state",0,State,Состояние
field,"account.move.reconcile,line_id",0,Move lines,Строки перемещений
field,"account.move.reconcile,name",0,Name,Название
field,"account.move.reconcile,type",0,Type,Тип
field,"account.project,description",0,Description,Описание
field,"account.project,name",0,Name,Название
field,"account.tax,account_collected_id",0,Collected Tax Account,Счет суммарных налогов
field,"account.tax,account_paid_id",0,Paid Tax Account,Счет уплаченных налогов
field,"account.tax,active",0,Active,Активен
field,"account.tax,amount",0,Amount,Сумма
field,"account.tax,applicable_type",0,Applicable Type,Допустимый тип
field,"account.tax,child_depend",0,Tax depends on its children,Зависимость налогов от подчиненных налогов
field,"account.tax,child_ids",0,Childs Tax Account,Счет подчиненных налогов
field,"account.tax,domain",0,Domain,Область
field,"account.tax,name",0,Tax Name,Наименование налога
field,"account.tax,parent_id",0,Parent Tax Account,Счет вышестоящих налогов
field,"account.tax,python_applicable",0,Python Code,Python Code
field,"account.tax,python_compute",0,Python Code,Python Code
field,"account.tax,type",0,Tax Type,Тип налога
field,"account.transfer,account_dest_id",0,Destination Account,Счет назначения
field,"account.transfer,account_src_id",0,Source Account,Исходный счет
field,"account.transfer,adjust_account_id",0,Adjustement Account,Корректировка суммы
field,"account.transfer,adjust_amount",0,Adjustement amount,Корректировка количества
field,"account.transfer,amount",0,Amount,Сумма
field,"account.transfer,change",0,Amount Changed,Сумма изменена
field,"account.transfer,date",0,Payment Date,Дата оплаты
field,"account.transfer,invoice_id",0,Invoices,Счета
field,"account.transfer,move_id",0,Transactions,Операции
field,"account.transfer,name",0,Description,Описание
field,"account.transfer,partner_id",0,Partner,Контрагент
field,"account.transfer,project_id",0,Profit/Cost Ctr,Центр выручки/стоимости
field,"account.transfer,reference",0,Reference,Ссылка
field,"account.transfer,state",0,State,Состояние
field,"account.transfer,type",0,Transaction Type,Тип операции
field,"campaign.campaign,costs",0,Initial Costs,Начальная стоимость
field,"campaign.campaign,date_start",0,Start Date,Дата начала
field,"campaign.campaign,date_stop",0,Stop Date,Дата завершения
field,"campaign.campaign,info",0,Description,Описание
field,"campaign.campaign,name",0,Name,Наименование
field,"campaign.campaign,planned_costs",0,Planned Costs,Планируемые стоимости
field,"campaign.campaign,planned_revenue",0,Planned Revenue,Планируемая прибыль
field,"campaign.campaign,step_id",0,Campaign Steps,Шаги компании
field,"campaign.partner,active",0,Active,Активен
field,"campaign.partner,campaign_id",0,Campaign,Компания
field,"campaign.partner,contact",0,Partner Contact,Контакт
field,"campaign.partner,date_recall",0,Call again on,Позвонить снова
field,"campaign.partner,history_id",0,History,История
field,"campaign.partner,info",0,Comments,Комментарии
field,"campaign.partner,name",0,Name / Reference,Имя / Ссылка
field,"campaign.partner,notes",0,Prospect Notes,Замечания
field,"campaign.partner,part_adr_id",0,Partner Address,Адрес контрагента
field,"campaign.partner,partner_id",0,Partner,Контрагент
field,"campaign.partner,priority",0,Priority,Приоритет
field,"campaign.partner,state",0,State,Состояние
field,"campaign.partner,step",0,Step,Этап
field,"campaign.partner,user_id",0,Salesman,Продавец
field,"campaign.partner.history,camp_partner_id",0,Prospect Fiche,
field,"campaign.partner.history,date",0,Date create,Дата создания
field,"campaign.partner.history,info",0,Comments,Комментарии
field,"campaign.partner.history,name",0,History,История
field,"campaign.partner.history,step_attempt",0,Attempt,Попытка
field,"campaign.partner.history,step_id",0,Step,Этап
field,"campaign.step,active",0,Active,Активен
field,"campaign.step,campaign_id",0,Campaign,Компания
field,"campaign.step,costs",0,Step Costs,Значимость этапа
field,"campaign.step,info",0,Description,Описание
field,"campaign.step,max_try",0,Max Attemps,Макс. кол-во попыток
field,"campaign.step,name",0,Step Name,Название этапа
field,"campaign.step,priority",0,Order line,Строка заказа
field,"campaign.step,procent",0,Success Rate (0<x<1),Степень успеха (0<x<1)
field,"campaign.step,start_date",0,Start Date,Дата начала
field,"campaign.step,stop_date",0,Stop Date,Дата завершения
field,"crm.case,active",0,Active,Активен
field,"crm.case,canal_id",0,Channel,Канал(источник)
field,"crm.case,categ_id",0,Category,Категория
field,"crm.case,date",0,Date,Дата
field,"crm.case,date_closed",0,Date Closed,Дата завершения
field,"crm.case,date_deadline",0,Date Next Action,Дата следующей акции
field,"crm.case,description",0,Description,Описание
field,"crm.case,document",0,Document,Документ
field,"crm.case,history_line",0,Case History,История предложений
field,"crm.case,name",0,Case Description,Описание предложения
field,"crm.case,partner_id",0,Partner,Контрагент
field,"crm.case,planned_cost",0,Planned Costs,Планируемые стоимости
field,"crm.case,planned_revenue",0,Planned Revenue,Планируемая прибыль
field,"crm.case,priority",0,Priority,Приоритет
field,"crm.case,probability",0,Probability (0.50),Вероятность (0.5)
field,"crm.case,ref",0,Reference,Ссылка
field,"crm.case,som",0,State of Mind,Оценка
field,"crm.case,state",0,State,Состояние
field,"crm.case,type",0,Case Type,Тип предложения
field,"crm.case,user_id",0,User Responsible,Ответственный сотрудник
field,"crm.case.categ,case_type",0,Case Type,Тип предложения
field,"crm.case.categ,name",0,Case Category Name,Название типа предложения
field,"crm.case.history,canal_id",0,Channel,Канал(источник)
field,"crm.case.history,case_id",0,Case,Предложение
field,"crm.case.history,date",0,Date,Дата
field,"crm.case.history,description",0,Description,Описание
field,"crm.case.history,name",0,Name,Наименование
field,"crm.case.history,som",0,State of Mind,Оценка
field,"crm.case.history,user_id",0,User Responsible,Ответственный
field,"crm.segmentation,categ_id",0,Partner Category,Категория контрагента
field,"crm.segmentation,description",0,Description,Описание
field,"crm.segmentation,exclusif",0,Exclusive Selection,Специальная выборка
field,"crm.segmentation,name",0,Segmentation Name,Наименование сегментации
field,"crm.segmentation,partner_id",0,Max Partner ID processed,Max Partner ID processed
field,"crm.segmentation,segmentation_line",0,Criteria,Критерий
field,"crm.segmentation,som_interval",0,Number of day per Periode,Кол. дней в периоде
field,"crm.segmentation,som_interval_decrease",0,Decrease factor (0.0 > 1.0),Фактор убывания (0 > 1)
field,"crm.segmentation,som_interval_default",0,Default Factor (0 = None),Фактор по умолчанию
field,"crm.segmentation,som_interval_max",0,Max Interval for Computation,Макс. интервал для вычислений
field,"crm.segmentation,state",0,Execution State,Статус выполнения
field,"crm.segmentation.line,expr_name",0,Control Variable,Контрольная переменная
field,"crm.segmentation.line,expr_operator",0,Operator,Оператор
field,"crm.segmentation.line,expr_value",0,Value,Значение
field,"crm.segmentation.line,name",0,Segmentation Name,Наименование сегментации
field,"crm.segmentation.line,operator",0,Mandatory / Optionnal,Обязательный/Необязательный
field,"crm.segmentation.line,segmentation_id",0,Segmentation,Сегментация
field,"hr.action.reason,action_type",0,Action's type,Тип действия
field,"hr.action.reason,name",0,Reason,Основание
field,"hr.attendance,action",0,Action,Действие
field,"hr.attendance,action_desc",0,Action reason,Основание
field,"hr.attendance,employee_id",0,Employee,Сотрудник
field,"hr.attendance,name",0,Date,Дата
field,"hr.employee,active",0,Active,Активен
field,"hr.employee,address_id",0,Contact address,Адрес
field,"hr.employee,attendances",0,Employee's attendances,Присутствие сотрудника
field,"hr.employee,expenses",0,Employee's expenses,Расходы сотрудника
field,"hr.employee,holiday_max",0,Number of holidays,Кол. выходных
field,"hr.employee,holidays",0,Employee's holidays,Выходные сотрудника
field,"hr.employee,name",0,Employee's Full Name,Полное имя сотрудника
field,"hr.employee,notes",0,Notes,Примечания
field,"hr.employee,partner_id",0,Enterprise,Предприятие
field,"hr.employee,regime",0,Workhours by week,Рабочих часов в неделю
field,"hr.employee,started",0,Started on,Начался(запущен)
field,"hr.employee,state",0,Attendance,Присутствие
field,"hr.employee,user_id",0,Tiny ERP User,Пользователь Tiny ERP
field,"hr.employee,workgroups",0,Employee's work team,Отдел
field,"hr.expense,amount",0,Amount,Сумма
field,"hr.expense,date",0,Date,Дата
field,"hr.expense,employee_id",0,Employee,Сотрудник
field,"hr.expense,name",0,Short Description,Кор. описание
field,"hr.expense,state",0,State,Состояние
field,"hr.expense,txt",0,Long Description,Полное описание
field,"hr.expense,type",0,Expense type,Тип расхода
field,"hr.expense.type,name",0,Type,Тип
field,"hr.holidays,date_from",0,Vacation start day,с
field,"hr.holidays,date_to",0,Vacation end day,по
field,"hr.holidays,employee_id",0,Employee,Сотрудник
field,"hr.holidays,holiday_status",0,Holiday's Status,Статус выходных
field,"hr.holidays,name",0,Description,Описание
field,"hr.holidays.status,name",0,Holiday Status,Статус выходных
field,"hr.timesheet,dayofweek",0,Day of week,День недели
field,"hr.timesheet,hour_from",0,Work from,Работать с
field,"hr.timesheet,hour_to",0,Work to,Работать до
field,"hr.timesheet,name",0,Name,Название
field,"hr.timesheet,tgroup_id",0,Employee's timesheet group,Тип расписания
field,"hr.timesheet.group,name",0,Group name,Название группы
field,"hr.timesheet.group,timesheet_id",0,Timesheet,Расписание
field,"ir.actions.act_window,domain",0,Domain Value,Domain Value
field,"ir.actions.act_window,name",0,Action Name,Наименование действия
field,"ir.actions.act_window,res_model",0,Model,Модель
field,"ir.actions.act_window,type",0,Action Type,Тип действия
field,"ir.actions.act_window,usage",0,Action Usage,Использование действий
field,"ir.actions.act_window,view_id",0,View Ref.,
field,"ir.actions.act_window,view_type",0,Type of view,Тип просмотра
field,"ir.actions.actions,name",0,Action Name,Наименование действия
field,"ir.actions.actions,type",0,Action Type,Тип действия
field,"ir.actions.actions,usage",0,Action Usage,Использование действий
field,"ir.actions.execute,func_arg",0,Function Argument,Аргумент функции
field,"ir.actions.execute,func_name",0,Function Name,Название функции
field,"ir.actions.execute,name",0,name,название
field,"ir.actions.execute,type",0,type,Тип
field,"ir.actions.execute,usage",0,Action Usage,Использование действий
field,"ir.actions.group,exec_type",0,Execution sequence,Выполнение последовательности
field,"ir.actions.group,name",0,Group Name,Группа
field,"ir.actions.group,type",0,Action Type,Тип действия
field,"ir.actions.group,usage",0,Action Usage,Использование действий
field,"ir.actions.report.custom,model",0,Model,Модель
field,"ir.actions.report.custom,name",0,Report Name,Название отчета
field,"ir.actions.report.custom,report_id",0,Report Ref.,Ссылки на отчет
field,"ir.actions.report.custom,type",0,Report Type,Тип отчета
field,"ir.actions.report.custom,usage",0,Action Usage,Использование действий
field,"ir.actions.report.xml,auto",0,Automatic XSL:RML,
field,"ir.actions.report.xml,model",0,Model,Модель
field,"ir.actions.report.xml,name",0,Name,Название
field,"ir.actions.report.xml,report_name",0,Internal Name,Внутреннее имя
field,"ir.actions.report.xml,report_xml",0,XML path,
field,"ir.actions.report.xml,report_xsl",0,XSL path,
field,"ir.actions.report.xml,type",0,Report Type,Тип отчета
field,"ir.actions.report.xml,usage",0,Action Usage,Использование действий
field,"ir.actions.wizard,name",0,Wizard info,Инф. о мастере
field,"ir.actions.wizard,type",0,Action type,Тип действия
field,"ir.actions.wizard,wiz_name",0,Wizard name,Название мастера
field,"ir.attachment,datas",0,Data,Данные
field,"ir.attachment,datas_fname",0,Data Filename,Файл с данными
field,"ir.attachment,description",0,Description,Описание
field,"ir.attachment,link",0,Link,Ссылка
field,"ir.attachment,name",0,Attachment Name,Название приложения
field,"ir.attachment,res_id",0,Ressource ID,ID ресурса
field,"ir.attachment,res_model",0,Ressource Model,Модель ресурса
field,"ir.cron,active",0,Active,Активно
field,"ir.cron,args",0,Arguments,Аргументы
field,"ir.cron,doall",0,Repeat all missed,Повторить все пропущенные
field,"ir.cron,function",0,Function,
field,"ir.cron,interval_number",0,Interval Number,Номер интервала
field,"ir.cron,interval_type",0,Interval Unit,Интервал
field,"ir.cron,model",0,Model,Модель
field,"ir.cron,name",0,Name,Название
field,"ir.cron,nextcall",0,Last call date,Дата последнего звонка
field,"ir.cron,numbercall",0,Number of calls,Количество звонков
field,"ir.cron,priority",0,Priority (0=Very Urgent),Приоритет (0 - очень срочно)
field,"ir.cron,user_id",0,User,Пользователь
field,"ir.default,field_name",0,Model field,Поле модели
field,"ir.default,field_tbl",0,Model,Модель
field,"ir.default,page",0,View,Вид
field,"ir.default,ref_id",0,ID Ref.,ID ссылки
field,"ir.default,ref_table",0,Table Ref.,Ссылка на таблицу
field,"ir.default,uid",0,Users,Пользователи
field,"ir.default,value",0,Default Value,Значение по умолчанию
field,"ir.model,field_id",0,field ids,
field,"ir.model,model",0,model,Модель
field,"ir.model,name",0,Name,Название
field,"ir.model.fields,field_description",0,Field Description,Описание поля
field,"ir.model.fields,model",0,Model Name,Название модели
field,"ir.model.fields,model_id",0,Model id,ID модели
field,"ir.model.fields,name",0,Name,Наименование
field,"ir.model.fields,relate",0,Client and Relate,Клиенты и связи
field,"ir.model.fields,relation",0,Model Relation,Связь моделей
field,"ir.model.fields,ttype",0,Field Type,Тип поля
field,"ir.report.custom,action_id",0,Action,Действие
field,"ir.report.custom,field_parent",0,Child Field,Подчиненное поле
field,"ir.report.custom,fields_child0",0,Fields,Поля
field,"ir.report.custom,footer",0,Report Footer,Заголовок
field,"ir.report.custom,frequency",0,Frequency,Период
field,"ir.report.custom,limitt",0,Limit,Ограничение
field,"ir.report.custom,menu_id",0,Menu,Меню
field,"ir.report.custom,model_id",0,Model,Модель
field,"ir.report.custom,name",0,Report Name,Название отчета
field,"ir.report.custom,print_format",0,Print format,Формат печати
field,"ir.report.custom,print_orientation",0,Print orientation,Ориентация бумаги
field,"ir.report.custom,repeat_header",0,Repeat Header,Повторить
field,"ir.report.custom,sortby",0,Sorted By,Сортировать по
field,"ir.report.custom,state",0,State,Состояние
field,"ir.report.custom,title",0,Report title,Заголовок отчета
field,"ir.report.custom,type",0,Report Type,Тип отчета
field,"ir.report.custom.fields,alignment",0,Alignment,Выравнивание
field,"ir.report.custom.fields,bgcolor",0,Background Color,Цвет фона
field,"ir.report.custom.fields,cumulate",0,Cumulate,Аккумулировать
field,"ir.report.custom.fields,fc0_condition",0,Condition,Условие
field,"ir.report.custom.fields,fc0_op",0,Relation,Связь
field,"ir.report.custom.fields,fc0_operande",0,Constraint,Ограничение
field,"ir.report.custom.fields,fc1_condition",0,condition,условие
field,"ir.report.custom.fields,fc1_op",0,Relation,Связь
field,"ir.report.custom.fields,fc1_operande",0,Constraint,Ограничение
field,"ir.report.custom.fields,fc2_condition",0,condition,условие
field,"ir.report.custom.fields,fc2_op",0,Relation,Связь
field,"ir.report.custom.fields,fc2_operande",0,Constraint,Ограничение
field,"ir.report.custom.fields,fc3_condition",0,condition,условие
field,"ir.report.custom.fields,fc3_op",0,Relation,Связь
field,"ir.report.custom.fields,fc3_operande",0,Constraint,Ограничение
field,"ir.report.custom.fields,field_child0",0,field child0,
field,"ir.report.custom.fields,field_child1",0,field child1,
field,"ir.report.custom.fields,field_child2",0,field child2,
field,"ir.report.custom.fields,field_child3",0,field child3,
field,"ir.report.custom.fields,fontcolor",0,Font color,Цвет шрифта
field,"ir.report.custom.fields,groupby",0,Group by,Группировать по
field,"ir.report.custom.fields,model",0,Name,Название
field,"ir.report.custom.fields,model_id",0,Model,Модель
field,"ir.report.custom.fields,name",0,Name,Название
field,"ir.report.custom.fields,operation",0,unknown,
field,"ir.report.custom.fields,report_id",0,Report Ref,Ссылки на отчет
field,"ir.report.custom.fields,sequence",0,Sequence,Последовательность
field,"ir.report.custom.fields,width",0,Fixed Width,Фиксированной ширины
field,"ir.sequence,active",0,Active,Активна
field,"ir.sequence,code",0,Sequence Code,Код последовательности
field,"ir.sequence,name",0,Sequence Name,Название последовательности
field,"ir.sequence,number_increment",0,Increment Number,Значение инкремента
field,"ir.sequence,number_next",0,Next Number,Следующий номер
field,"ir.sequence,prefix",0,Prefix,Префикс
field,"ir.sequence,suffix",0,Suffix,Суффикс
field,"ir.sequence.type,code",0,Sequence Code,Код последовательности
field,"ir.sequence.type,name",0,Sequence Name,Название последовательности
field,"ir.translation,lang",0,Language,Язык
field,"ir.translation,name",0,Name Field,Поле имени
field,"ir.translation,res_id",0,Ressource ID,ID ресурса
field,"ir.translation,src",0,Source,Источник
field,"ir.translation,type",0,Type,Тип
field,"ir.translation,value",0,Translation Value,Перевод
field,"ir.ui.menu,child_id",0,Childs,Подчиненные уровни
field,"ir.ui.menu,child_id2",0,Child ids,Подчиненные id
field,"ir.ui.menu,complete_name",0,Complete Name,Полное имя
field,"ir.ui.menu,groups_id",0,Groups,Группы
field,"ir.ui.menu,icon",0,Icon,
field,"ir.ui.menu,name",0,Menu,Меню
field,"ir.ui.menu,parent_id",0,Parent Menu,Родит. меню
field,"ir.ui.view,arch",0,View Architecture,
field,"ir.ui.view,field_parent",0,Childs Field,Подчиненные поля
field,"ir.ui.view,model",0,Model,Модель
field,"ir.ui.view,name",0,View Name,Название вида
field,"ir.ui.view,priority",0,Priority,Важность
field,"ir.ui.view,type",0,View Type,Посмотереть тип
field,"ir.ui.view_sc,name",0,Shortcut Name,Название ссылки
field,"ir.ui.view_sc,res_id",0,Resource Ref.,Ссылка на ресурс
field,"ir.ui.view_sc,resource",0,Resource Name,Название ресурса
field,"ir.ui.view_sc,user_id",0,User Ref.,Ссылка напользователя
field,"ir.values,key",0,Name,Имя
field,"ir.values,key2",0,Value,Значение
field,"ir.values,meta",0,Meta Datas,Мета дата
field,"ir.values,model",0,Name,Название
field,"ir.values,name",0,Name,Имя
field,"ir.values,object",0,Is Object,
field,"ir.values,res_id",0,Ressource ID,ID ресурса
field,"ir.values,user_id",0,User,Пользователь
field,"ir.values,value",0,Value,Значение
field,"letter.letter,name",0,Name,Название
field,"letter.letter,paragraph_ids",0,Letter,Письмо
field,"letter.letter,partner_id",0,Partner,Контрагент
field,"letter.letter,state",0,State,Состояние
field,"letter.letter,template",0,Template,Шаблон
field,"letter.letter.paragraph,content",0,Content,Содержание
field,"letter.letter.paragraph,letter_id",0,Letter,Письмо
field,"letter.letter.paragraph,name",0,Paragraph Name,Название параграфа
field,"letter.letter.paragraph,sequence",0,Sequence,Последовательность
field,"letter.letter.paragraph,type_id",0,Paragraph Type,Тип параграфа
field,"letter.paragraph,content",0,Content,Содержание
field,"letter.paragraph,name",0,Paragraph Name,Название параграфа
field,"letter.paragraph,sequence",0,Sequence,Последовательность
field,"letter.paragraph,type_id",0,Paragraph Type,Тип параграфа
field,"letter.paragraph.type,name",0,Paragraph Type,Тип параграфа
field,"letter.paragraph.type,sequence",0,Sequence,Последовательность
field,"mrp.bom,active",0,Active,Активна
field,"mrp.bom,bom_id",0,Parent BOM,Вышестоящая спецификация
field,"mrp.bom,bom_lines",0,BOM Lines,Стока спецификации
field,"mrp.bom,code",0,Code,Код
field,"mrp.bom,date_start",0,Valid from,Действителен с
field,"mrp.bom,date_stop",0,Valid until,Действителен до
field,"mrp.bom,name",0,Name,Наименование
field,"mrp.bom,position",0,Position #,Позиция #
field,"mrp.bom,product_efficiency",0,Product Efficiency,Эффективность продукта
field,"mrp.bom,product_id",0,Product,Продукт
field,"mrp.bom,product_qty",0,Product Qty,Кол-во продукции
field,"mrp.bom,product_rounding",0,Product Rounding,Округления продукта
field,"mrp.bom,product_uom",0,Product UOM,Ед. изм. продукта
field,"mrp.bom,property_ids",0,Properties,Свойства
field,"mrp.bom,revision_ids",0,BOM Revisions,Версии спецификаций
field,"mrp.bom,routing_id",0,Routing,Маршрутизация
field,"mrp.bom,sequence",0,Sequence,Последовательность
field,"mrp.bom,type",0,BOM Type,Тип спецификации
field,"mrp.bom.revision,bom_id",0,BOM,Спецификация
field,"mrp.bom.revision,indice",0,Indice,Индекс
field,"mrp.bom.revision,name",0,Modification,Изменение
field,"mrp.procurement,date_close",0,Date Closed,Дата завершения
field,"mrp.procurement,date_planned",0,Date Promised,Ожидаемая дата
field,"mrp.procurement,location_id",0,Location,Расположение
field,"mrp.procurement,message",0,Latest error,Последняя ошибка
field,"mrp.procurement,name",0,Name,Наименование
field,"mrp.procurement,origin",0,Origin,Источник
field,"mrp.procurement,priority",0,Priority,Приоритет
field,"mrp.procurement,procure_method",0,Procurement Method,Способ снабжения
field,"mrp.procurement,product_id",0,Product,Продукт
field,"mrp.procurement,product_qty",0,Quantity,Количество
field,"mrp.procurement,product_uom",0,Product UOM,Ед. изм. продукта
field,"mrp.procurement,property_ids",0,Properties,Свойства
field,"mrp.procurement,purchase_id",0,Purchase Order,Закупка
field,"mrp.procurement,purchase_line_id",0,Purchase Order Line,Строка заказа на закупку
field,"mrp.procurement,reservation_id",0,Reservation,Резерв
field,"mrp.procurement,state",0,State,Состояние
field,"mrp.production,bom_id",0,Bill of Material,Спецификация
field,"mrp.production,date_finnished",0,End Date,Дата завершения
field,"mrp.production,date_planned",0,Planned date,Планируемая дата
field,"mrp.production,date_start",0,Start Date,Дата начала
field,"mrp.production,location_dest_id",0,Destination Location,Пункт назначения
field,"mrp.production,location_src_id",0,Source Location,Исходное расположните
field,"mrp.production,lot_created_id",0,Lot Created,Партия создана
field,"mrp.production,lot_lines",0,Lots Consummed,
field,"mrp.production,name",0,Name,Наименование
field,"mrp.production,origin",0,Origin,Источник
field,"mrp.production,picking_id",0,Picking list,Список отгрузки
field,"mrp.production,priority",0,Priority,Приоритет
field,"mrp.production,product_id",0,Product,Продукт
field,"mrp.production,product_lines",0,Material Planned,Треб. материалы
field,"mrp.production,product_qty",0,Product Qty,Кол-во продукции
field,"mrp.production,product_uom",0,Product UOM,Ед. изм. продукта
field,"mrp.production,reservation_id",0,Reservation,Резерв
field,"mrp.production,reservation_lines",0,Lots reserved,Партия зарезервирована
field,"mrp.production,reservation_prod_id",0,Reservation,Резерв
field,"mrp.production,state",0,State,Состояние
field,"mrp.production,workcenter_lines",0,Workcenters Utilisation,Загрузка производства
field,"mrp.production.lot.line,lot_id",0,Lot,Партия
field,"mrp.production.lot.line,name",0,Name,Название
field,"mrp.production.lot.line,product_id",0,Product,Продукт
field,"mrp.production.lot.line,product_qty",0,Product Qty,Кол-во продукции
field,"mrp.production.lot.line,product_uom",0,Product UOM,Ед. изм. продукта
field,"mrp.production.lot.line,production_id",0,Production Order,Заказ на производство
field,"mrp.production.lot.line,serial",0,Serial,Сер. №
field,"mrp.production.lot.line,tracking",0,Tracking,Трассировка
field,"mrp.production.product.line,name",0,Name,Название
field,"mrp.production.product.line,product_id",0,Product,Продукт
field,"mrp.production.product.line,product_qty",0,Product Qty,Кол-во продукции
field,"mrp.production.product.line,product_uom",0,Product UOM,Ед. изм. продукта
field,"mrp.production.product.line,production_id",0,Production Order,Заказ на производство
field,"mrp.production.workcenter.line,cycle",0,Nbr of cycle,
field,"mrp.production.workcenter.line,hour",0,Nbr of hour,
field,"mrp.production.workcenter.line,name",0,Name,Название
field,"mrp.production.workcenter.line,production_id",0,Production Order,Заказ на производство
field,"mrp.production.workcenter.line,sequence",0,Sequence,Последовательность
field,"mrp.production.workcenter.line,workcenter_id",0,Workcenter,
field,"mrp.property,composition",0,Properties composition,Сочетание свойств
field,"mrp.property,description",0,Description,Описание
field,"mrp.property,group_id",0,Property Group,Группа свойств
field,"mrp.property,name",0,Name,Название
field,"mrp.property.group,description",0,Description,Описание
field,"mrp.property.group,name",0,Property Group,Группа свойств
field,"mrp.routing,active",0,Active,Активен
field,"mrp.routing,code",0,Code,Код
field,"mrp.routing,location_id",0,Production Location,Размещение производства
field,"mrp.routing,name",0,Name,Название
field,"mrp.routing,note",0,Description,Описание
field,"mrp.routing,workcenter_lines",0,Workcenters,
field,"mrp.routing.workcenter,cycle_nbr",0,Number of cycle,Количество циклов
field,"mrp.routing.workcenter,name",0,Name,Название
field,"mrp.routing.workcenter,routing_id",0,Parent Routing,Вышестоящий маршрут
field,"mrp.routing.workcenter,workcenter_id",0,Workcenter,
field,"mrp.workcenter,active",0,Active,Активен
field,"mrp.workcenter,capacity_per_cycle",0,Capacity per Cycle,Произв. на цикл
field,"mrp.workcenter,code",0,Code,Код
field,"mrp.workcenter,costs_cycle",0,Cost per cycle,Стоимость цикла
field,"mrp.workcenter,costs_cycle_account_id",0,Cycle Account,Кол. циклов
field,"mrp.workcenter,costs_hour",0,Cost per hour,Стоимость в час
field,"mrp.workcenter,costs_hour_account_id",0,Hour Account,Часовая стоимость
field,"mrp.workcenter,name",0,Name,Название
field,"mrp.workcenter,note",0,Description,Описание
field,"mrp.workcenter,project_id",0,Profit/Cost center,Центр выручки/стоимости
