id,chart_template_id:id,code,name,account_type,reconcile
nz_21210,l10n_nz.l10n_nz_chart_template,21210,A/P Accrual - Inventory,liability_current,FALSE
nz_21310,l10n_nz.l10n_nz_chart_template,21310,GST Collected,liability_current,FALSE
nz_21330,l10n_nz.l10n_nz_chart_template,21330,GST Paid,asset_current,FALSE
nz_21350,l10n_nz.l10n_nz_chart_template,21350,Fuel Tax Credits Accrued,liability_current,FALSE
nz_21360,l10n_nz.l10n_nz_chart_template,21360,Import Duty Payable,liability_current,FALSE
nz_21370,l10n_nz.l10n_nz_chart_template,21370,Voluntary Withholdings Payable,liability_current,FALSE
nz_21380,l10n_nz.l10n_nz_chart_template,21380,Tax Withholdings Payable,liability_current,FALSE
nz_21410,l10n_nz.l10n_nz_chart_template,21410,Payroll Accruals Payable,liability_current,FALSE
nz_21420,l10n_nz.l10n_nz_chart_template,21420,PAYG Withholding Payable,liability_current,FALSE
nz_21600,l10n_nz.l10n_nz_chart_template,21600,Customer Deposits,liability_current,FALSE
nz_21700,l10n_nz.l10n_nz_chart_template,21700,Other Current Liabilities,liability_current,FALSE
nz_22100,l10n_nz.l10n_nz_chart_template,22100,Mortgages Payable,liability_non_current,FALSE
nz_22200,l10n_nz.l10n_nz_chart_template,22200,Notes Payable,liability_non_current,FALSE
nz_22300,l10n_nz.l10n_nz_chart_template,22300,Other Long Term Liabilities,liability_non_current,FALSE
nz_31100,l10n_nz.l10n_nz_chart_template,31100,Capital Investment,equity,FALSE
nz_31200,l10n_nz.l10n_nz_chart_template,31200,Capital Drawings,equity,FALSE
nz_38000,l10n_nz.l10n_nz_chart_template,38000,Retained Earnings,equity,FALSE
nz_39000,l10n_nz.l10n_nz_chart_template,39000,Current Year Earnings,equity_unaffected,FALSE
nz_39999,l10n_nz.l10n_nz_chart_template,39999,Historical Balancing,equity,FALSE
nz_41110,l10n_nz.l10n_nz_chart_template,41110,Sales Product #1,income,FALSE
nz_41120,l10n_nz.l10n_nz_chart_template,41120,Sales Product #2,income,FALSE
nz_41130,l10n_nz.l10n_nz_chart_template,41130,Sales Product #3,income,FALSE
nz_42000,l10n_nz.l10n_nz_chart_template,42000,Wholesale Sales,income,FALSE
nz_43000,l10n_nz.l10n_nz_chart_template,43000,Consignment Sales,income,FALSE
nz_44000,l10n_nz.l10n_nz_chart_template,44000,Freight Income,income,FALSE
nz_45000,l10n_nz.l10n_nz_chart_template,45000,Late Fees Collected,income_other,FALSE
nz_46000,l10n_nz.l10n_nz_chart_template,46000,Miscellaneous Income,income_other,FALSE
nz_47000,l10n_nz.l10n_nz_chart_template,47000,Fuel Tax Credits,income_other,FALSE
nz_51110,l10n_nz.l10n_nz_chart_template,51110,Cost of Goods Sold #1,expense_direct_cost,FALSE
nz_51120,l10n_nz.l10n_nz_chart_template,51120,Cost of Goods Sold # 2,expense_direct_cost,FALSE
nz_51130,l10n_nz.l10n_nz_chart_template,51130,Cost of Goods Sold # 3,expense_direct_cost,FALSE
nz_52000,l10n_nz.l10n_nz_chart_template,52000,Wholesale Cost of Sales,expense_direct_cost,FALSE
nz_53000,l10n_nz.l10n_nz_chart_template,53000,Consignment Cost of Sales,expense_direct_cost,FALSE
nz_54000,l10n_nz.l10n_nz_chart_template,54000,Wages for Production Labour,expense_direct_cost,FALSE
nz_55000,l10n_nz.l10n_nz_chart_template,55000,Materials & Supplies,expense_direct_cost,FALSE
nz_56000,l10n_nz.l10n_nz_chart_template,56000,Freight,expense_direct_cost,FALSE
nz_57000,l10n_nz.l10n_nz_chart_template,57000,Other Costs,expense_direct_cost,FALSE
nz_61000,l10n_nz.l10n_nz_chart_template,61000,Advertising,expense,FALSE
nz_61200,l10n_nz.l10n_nz_chart_template,61200,Car & Truck Expenses,expense,FALSE
nz_61300,l10n_nz.l10n_nz_chart_template,61300,Commissions Paid,expense,FALSE
nz_61500,l10n_nz.l10n_nz_chart_template,61500,Depreciation Expense,expense_depreciation,FALSE
nz_61610,l10n_nz.l10n_nz_chart_template,61610,Discounts Given,expense,FALSE
nz_61620,l10n_nz.l10n_nz_chart_template,61620,Discounts Taken,expense,FALSE
nz_61630,l10n_nz.l10n_nz_chart_template,61630,Exchange Rate Losses (Gains),expense,FALSE
nz_61700,l10n_nz.l10n_nz_chart_template,61700,Freight Paid,expense,FALSE
nz_61800,l10n_nz.l10n_nz_chart_template,61800,Insurance,expense,FALSE
nz_61910,l10n_nz.l10n_nz_chart_template,61910,Overdraft Interest,expense,FALSE
nz_61920,l10n_nz.l10n_nz_chart_template,61920,Mortgage Interest,expense,FALSE
nz_61930,l10n_nz.l10n_nz_chart_template,61930,Other Interest,expense,FALSE
nz_62000,l10n_nz.l10n_nz_chart_template,62000,Late Fees Paid,expense,FALSE
nz_62110,l10n_nz.l10n_nz_chart_template,62110,Machinery & Equipment,expense,FALSE
nz_62120,l10n_nz.l10n_nz_chart_template,62120,Other Business Property,expense,FALSE
nz_62200,l10n_nz.l10n_nz_chart_template,62200,Legal & Professional Services,expense,FALSE
nz_62300,l10n_nz.l10n_nz_chart_template,62300,Office Expenses,expense,FALSE
nz_62410,l10n_nz.l10n_nz_chart_template,62410,Staff Amenities,expense,FALSE
nz_62420,l10n_nz.l10n_nz_chart_template,62420,Superannuation,expense,FALSE
nz_62430,l10n_nz.l10n_nz_chart_template,62430,Wages & Salaries,expense,FALSE
nz_62440,l10n_nz.l10n_nz_chart_template,62440,Workers' Compensation,expense,FALSE
nz_62450,l10n_nz.l10n_nz_chart_template,62450,Other Employer Expenses,expense,FALSE
nz_62500,l10n_nz.l10n_nz_chart_template,62500,Repairs,expense,FALSE
nz_62550,l10n_nz.l10n_nz_chart_template,62550,Shrinkage/Spoilage,expense,FALSE
nz_62600,l10n_nz.l10n_nz_chart_template,62600,Supplies,expense,FALSE
nz_62700,l10n_nz.l10n_nz_chart_template,62700,Taxes,expense,FALSE
nz_62800,l10n_nz.l10n_nz_chart_template,62800,Telephone,expense,FALSE
nz_62910,l10n_nz.l10n_nz_chart_template,62910,Gas,expense,FALSE
nz_62920,l10n_nz.l10n_nz_chart_template,62920,Electricity,expense,FALSE
nz_62930,l10n_nz.l10n_nz_chart_template,62930,Water,expense,FALSE
nz_63110,l10n_nz.l10n_nz_chart_template,63110,Travel,expense,FALSE
nz_63120,l10n_nz.l10n_nz_chart_template,63120,Meals & Entertainment,expense,FALSE
nz_81000,l10n_nz.l10n_nz_chart_template,81000,Interest Income,income_other,FALSE
nz_91000,l10n_nz.l10n_nz_chart_template,91000,Interest Expense,expense,FALSE
nz_92000,l10n_nz.l10n_nz_chart_template,92000,Income Tax Expense,expense,FALSE
