id,name,code,account_type,chart_template_id/id,tag_ids/id,reconcile
l10n_ee_1140,Land,1140,asset_fixed,l10n_ee.l10nee_chart_template,,False
l10n_ee_11410,Buildings and Structures,11410,asset_fixed,l10n_ee.l10nee_chart_template,,False
l10n_ee_11411,Depreciations on Buildings and Structures,11411,asset_fixed,l10n_ee.l10nee_chart_template,,False
l10n_ee_11420,Vehicles,11420,asset_fixed,l10n_ee.l10nee_chart_template,,False
l10n_ee_11421,Depreciations on Vehicles,11421,asset_fixed,l10n_ee.l10nee_chart_template,,False
l10n_ee_11430,Computers and Computer Systems,11430,asset_fixed,l10n_ee.l10nee_chart_template,,False
l10n_ee_11431,Depreciations on Computers and Computer Systems,11431,asset_fixed,l10n_ee.l10nee_chart_template,,False
l10n_ee_11440,Other Machinery and Equipment,11440,asset_fixed,l10n_ee.l10nee_chart_template,,False
l10n_ee_11441,Depreciations on Other Machinery and Equipment,11441,asset_fixed,l10n_ee.l10nee_chart_template,,False
l10n_ee_11450,Other Tangible Non-Current Assets,11450,asset_fixed,l10n_ee.l10nee_chart_template,,False
l10n_ee_11451,Depreciations on Other Tangible Non-Current Assets,11451,asset_fixed,l10n_ee.l10nee_chart_template,,False
l10n_ee_115,Biological Assets,115,asset_fixed,l10n_ee.l10nee_chart_template,,False
l10n_ee_11600,Goodwill,11600,asset_non_current,l10n_ee.l10nee_chart_template,,False
l10n_ee_11601,Amortizations on Goodwill,11601,asset_non_current,l10n_ee.l10nee_chart_template,,False
l10n_ee_11610,Development Costs,11610,asset_non_current,l10n_ee.l10nee_chart_template,,False
l10n_ee_11611,Amortizations on Development Costs,11611,asset_non_current,l10n_ee.l10nee_chart_template,,False
l10n_ee_11620,Computer Software,11620,asset_non_current,l10n_ee.l10nee_chart_template,,False
l10n_ee_11621,Amortizations on Computer Software,11621,asset_non_current,l10n_ee.l10nee_chart_template,,False
l10n_ee_11630,"Patents, Licenses and Trademarks",11630,asset_non_current,l10n_ee.l10nee_chart_template,,False
l10n_ee_11631,"Amortizations on Patents, Licenses and Trademarks",11631,asset_non_current,l10n_ee.l10nee_chart_template,,False
l10n_ee_11640,Other Intangible Assets,11640,asset_non_current,l10n_ee.l10nee_chart_template,,False
l10n_ee_11641,Amortizations on Other Intangible Assets,11641,asset_non_current,l10n_ee.l10nee_chart_template,,False
l10n_ee_2000,Short-Term Bank Loans,2000,liability_current,l10n_ee.l10nee_chart_template,,False
l10n_ee_2001,Current Bank Overdrafts,2001,liability_current,l10n_ee.l10nee_chart_template,,False
l10n_ee_2002,Short-Term Loans from Owners,2002,liability_current,l10n_ee.l10nee_chart_template,,False
l10n_ee_2003,Short-Term Loans from Other Parties,2003,liability_current,l10n_ee.l10nee_chart_template,,False
l10n_ee_2004,Current Portion of Long-Term Loan,2004,liability_current,l10n_ee.l10nee_chart_template,,False
l10n_ee_2010,Accounts Payable,2010,liability_payable,l10n_ee.l10nee_chart_template,,True
l10n_ee_20110,Salaries and Wages Payable,20110,liability_current,l10n_ee.l10nee_chart_template,,False
l10n_ee_20111,Withholdings from Salary,20111,liability_current,l10n_ee.l10nee_chart_template,,False
l10n_ee_20112,Vacation Pay Reserve,20112,liability_current,l10n_ee.l10nee_chart_template,,False
l10n_ee_20113,Other Employee Payables,20113,liability_current,l10n_ee.l10nee_chart_template,,False
l10n_ee_201200,VAT Current Account,201200,liability_current,l10n_ee.l10nee_chart_template,,False
l10n_ee_201201,VAT Receivable (Input VAT),201201,asset_current,l10n_ee.l10nee_chart_template,,False
l10n_ee_201202,VAT on the Acquisition of Non-Current Assets,201202,liability_current,l10n_ee.l10nee_chart_template,,False
l10n_ee_201203,VAT on the Import at Customs,201203,liability_current,l10n_ee.l10nee_chart_template,,False
l10n_ee_201204,VAT Payable (Output VAT),201204,liability_current,l10n_ee.l10nee_chart_template,,False
l10n_ee_20121,Income Tax Payable (Company),20121,liability_current,l10n_ee.l10nee_chart_template,,False
l10n_ee_20122,Income Tax Payable (Personal),20122,liability_current,l10n_ee.l10nee_chart_template,,False
l10n_ee_20123,Income Tax Payable (Fringe Benefits),20123,liability_current,l10n_ee.l10nee_chart_template,,False
l10n_ee_20124,Social Tax Payable,20124,liability_current,l10n_ee.l10nee_chart_template,,False
l10n_ee_20125,Unemployment Insurance Premium Payable,20125,liability_current,l10n_ee.l10nee_chart_template,,False
l10n_ee_20126,Pension Insurance Payable,20126,liability_current,l10n_ee.l10nee_chart_template,,False
l10n_ee_20127,Land Tax Payable,20127,liability_current,l10n_ee.l10nee_chart_template,,False
l10n_ee_20128,Excise Tax Payable,20128,liability_current,l10n_ee.l10nee_chart_template,,False
l10n_ee_20129,Other Taxes Payable,20129,liability_current,l10n_ee.l10nee_chart_template,,False
l10n_ee_20130,Payables to Related Parties,20130,liability_current,l10n_ee.l10nee_chart_template,,False
l10n_ee_20131,Dividends Payable,20131,liability_current,l10n_ee.l10nee_chart_template,,False
l10n_ee_20132,Interests Payable,20132,liability_current,l10n_ee.l10nee_chart_template,,False
l10n_ee_20133,Other Short-Term Payables,20133,liability_current,l10n_ee.l10nee_chart_template,,False
l10n_ee_20140,Prepayments from Customers,20140,liability_current,l10n_ee.l10nee_chart_template,,False
l10n_ee_2015,Other Received Prepayments,2015,liability_current,l10n_ee.l10nee_chart_template,,False
l10n_ee_2020,Warranty Provisions,2020,liability_current,l10n_ee.l10nee_chart_template,,False
l10n_ee_2021,Tax Provisions,2021,liability_current,l10n_ee.l10nee_chart_template,,False
l10n_ee_2022,Other Provisions,2022,liability_current,l10n_ee.l10nee_chart_template,,False
l10n_ee_203,Government Grants,203,liability_current,l10n_ee.l10nee_chart_template,,False
l10n_ee_2100,Long-Term Bank Loans,2100,liability_non_current,l10n_ee.l10nee_chart_template,,False
l10n_ee_2101,Long-Term Loans from Owners,2101,liability_non_current,l10n_ee.l10nee_chart_template,,False
l10n_ee_2102,Long-Term Portion of Financial Lease,2102,liability_non_current,l10n_ee.l10nee_chart_template,,False
l10n_ee_2110,Long-Term Accounts Payable,2110,liability_non_current,l10n_ee.l10nee_chart_template,,False
l10n_ee_2111,Long-Term Employee Payables,2111,liability_non_current,l10n_ee.l10nee_chart_template,,False
l10n_ee_2112,Long-Term Taxes Payable,2112,liability_non_current,l10n_ee.l10nee_chart_template,,False
l10n_ee_2113,Other Long-Term Payables,2113,liability_non_current,l10n_ee.l10nee_chart_template,,False
l10n_ee_2114,Long-Term Deferred Revenue,2114,liability_non_current,l10n_ee.l10nee_chart_template,,False
l10n_ee_2115,Other Received Long-Term Prepayments,2115,liability_non_current,l10n_ee.l10nee_chart_template,,False
l10n_ee_2120,Long-Term Warranty Provisions,2120,liability_non_current,l10n_ee.l10nee_chart_template,,False
l10n_ee_2121,Long-Term Tax Provisions,2121,liability_non_current,l10n_ee.l10nee_chart_template,,False
l10n_ee_2122,Other Long-Term Provisions,2122,liability_non_current,l10n_ee.l10nee_chart_template,,False
l10n_ee_213,Long-Term Government Grants,213,liability_non_current,l10n_ee.l10nee_chart_template,,False
l10n_ee_300,Share Capital (Nominal Value),300,equity,l10n_ee.l10nee_chart_template,,False
l10n_ee_301,Unregistered Share Capital or Equity,301,equity,l10n_ee.l10nee_chart_template,,False
l10n_ee_302,Unpaid Share Capital,302,equity,l10n_ee.l10nee_chart_template,,False
l10n_ee_303,Share Premium,303,equity,l10n_ee.l10nee_chart_template,,False
l10n_ee_304,Own Shares,304,equity,l10n_ee.l10nee_chart_template,,False
l10n_ee_310,Statutory Reserve Capital,310,equity,l10n_ee.l10nee_chart_template,,False
l10n_ee_311,Other Reserves,311,equity,l10n_ee.l10nee_chart_template,,False
l10n_ee_32,Other Equity,32,equity,l10n_ee.l10nee_chart_template,,False
l10n_ee_330,Retained Profit/Loss From Previous Periods,330,equity,l10n_ee.l10nee_chart_template,,False
l10n_ee_331,Profit/Loss for the Financial Year,331,equity,l10n_ee.l10nee_chart_template,,False
l10n_ee_40000,Sales of Goods in Estonia,40000,income,l10n_ee.l10nee_chart_template,,False
l10n_ee_40001,Sales of Goods from Biological Assets in Estonia,40001,income,l10n_ee.l10nee_chart_template,,False
l10n_ee_4001,Sales of Services in Estonia,4001,income,l10n_ee.l10nee_chart_template,,False
l10n_ee_40100,Sales of Goods in the EU,40100,income,l10n_ee.l10nee_chart_template,,False
l10n_ee_40101,Sales of Goods from Biological Assets in the EU,40101,income,l10n_ee.l10nee_chart_template,,False
l10n_ee_4011,Sales of Services in the EU,4011,income,l10n_ee.l10nee_chart_template,,False
l10n_ee_40200,Export of Goods,40200,income,l10n_ee.l10nee_chart_template,,False
l10n_ee_40201,Export of Goods from Biological Assets,40201,income,l10n_ee.l10nee_chart_template,,False
l10n_ee_4021,Export of Services,4021,income,l10n_ee.l10nee_chart_template,,False
l10n_ee_41,Sales of Assets,41,income,l10n_ee.l10nee_chart_template,,False
l10n_ee_420,Cash Rounding Gains,420,income_other,l10n_ee.l10nee_chart_template,,False
l10n_ee_421,Payment Difference Gains,421,income_other,l10n_ee.l10nee_chart_template,,False
l10n_ee_422,Currency Exchange Rate Gains,422,income_other,l10n_ee.l10nee_chart_template,,False
l10n_ee_423,Interest Received,423,income_other,l10n_ee.l10nee_chart_template,,False
l10n_ee_424,Financial Income from Shares in Subsidiaries,424,income_other,l10n_ee.l10nee_chart_template,,False
l10n_ee_425,Financial Income from Shares in Associates,425,income_other,l10n_ee.l10nee_chart_template,,False
l10n_ee_426,Financial Income from Other Financial Investments,426,income_other,l10n_ee.l10nee_chart_template,,False
l10n_ee_427,Other Financial Income,427,income_other,l10n_ee.l10nee_chart_template,,False
l10n_ee_430,Cash Discount Gains,430,income_other,l10n_ee.l10nee_chart_template,,False
l10n_ee_431,Other Income,431,income_other,l10n_ee.l10nee_chart_template,,False
l10n_ee_50,Purchase of Goods for Resale,50,expense_direct_cost,l10n_ee.l10nee_chart_template,,False
l10n_ee_51,Purchase of Raw and Other Materials,51,expense_direct_cost,l10n_ee.l10nee_chart_template,,False
l10n_ee_52,Purchase of Services / Subcontracting,52,expense_direct_cost,l10n_ee.l10nee_chart_template,,False
l10n_ee_53,"Transportation Costs for Goods, Raw Materials and Services",53,expense_direct_cost,l10n_ee.l10nee_chart_template,,False
l10n_ee_54,"Customs Fees for Goods, Raw Materials and Services",54,expense_direct_cost,l10n_ee.l10nee_chart_template,,False
l10n_ee_600,Buildings Rental,600,expense,l10n_ee.l10nee_chart_template,,False
l10n_ee_6010,Office Rental,6010,expense,l10n_ee.l10nee_chart_template,,False
l10n_ee_6011,Office Utilities,6011,expense,l10n_ee.l10nee_chart_template,,False
l10n_ee_6012,Office Security Costs,6012,expense,l10n_ee.l10nee_chart_template,,False
l10n_ee_6013,Office Maintenance and Repairs,6013,expense,l10n_ee.l10nee_chart_template,,False
l10n_ee_6020,Workshop Rental,6020,expense,l10n_ee.l10nee_chart_template,,False
l10n_ee_6021,Workshop Utilities,6021,expense,l10n_ee.l10nee_chart_template,,False
l10n_ee_6022,Workshop Security Costs,6022,expense,l10n_ee.l10nee_chart_template,,False
l10n_ee_6023,Workshop Maintance and Repairs,6023,expense,l10n_ee.l10nee_chart_template,,False
l10n_ee_603,Property Insurance,603,expense,l10n_ee.l10nee_chart_template,,False
l10n_ee_604,Electricity / Gas,604,expense,l10n_ee.l10nee_chart_template,,False
l10n_ee_605,Water,605,expense,l10n_ee.l10nee_chart_template,,False
l10n_ee_606,Internet,606,expense,l10n_ee.l10nee_chart_template,,False
l10n_ee_607,Phone Costs,607,expense,l10n_ee.l10nee_chart_template,,False
l10n_ee_610,Equipment Rental,610,expense,l10n_ee.l10nee_chart_template,,False
l10n_ee_611,Machinery and Equipment Maintenance and Repairs,611,expense,l10n_ee.l10nee_chart_template,,False
l10n_ee_612,"Fuels, Oils and Lubricants",612,expense,l10n_ee.l10nee_chart_template,,False
l10n_ee_620,Office Supplies and Postal Expenses,620,expense,l10n_ee.l10nee_chart_template,,False
l10n_ee_621,Informational and Educational Materials,621,expense,l10n_ee.l10nee_chart_template,,False
l10n_ee_622,Small Tools,622,expense,l10n_ee.l10nee_chart_template,,False
l10n_ee_630,IT Services,630,expense,l10n_ee.l10nee_chart_template,,False
l10n_ee_631,Software,631,expense,l10n_ee.l10nee_chart_template,,False
l10n_ee_632,Consultations and Trainings,632,expense,l10n_ee.l10nee_chart_template,,False
l10n_ee_633,Accounting Services,633,expense,l10n_ee.l10nee_chart_template,,False
l10n_ee_634,Legal Services,634,expense,l10n_ee.l10nee_chart_template,,False
l10n_ee_635,Auditing Services,635,expense,l10n_ee.l10nee_chart_template,,False
l10n_ee_636,Costs of Entertaining Guests,636,expense,l10n_ee.l10nee_chart_template,,False
l10n_ee_637,Marketing Expenses,637,expense,l10n_ee.l10nee_chart_template,,False
l10n_ee_640,Car Rental,640,expense,l10n_ee.l10nee_chart_template,,False
l10n_ee_641,Car Insurance,641,expense,l10n_ee.l10nee_chart_template,,False
l10n_ee_642,Car Fuel,642,expense,l10n_ee.l10nee_chart_template,,False
l10n_ee_643,Car Maintenance and Repairs,643,expense,l10n_ee.l10nee_chart_template,,False
l10n_ee_644,Other Car Expenses,644,expense,l10n_ee.l10nee_chart_template,,False
l10n_ee_650,Compensation for the Use of a Personal Car,650,expense,l10n_ee.l10nee_chart_template,,False
l10n_ee_651,Fringe Benefits to Employees,651,expense,l10n_ee.l10nee_chart_template,,False
l10n_ee_652,Salaries and Wages,652,expense,l10n_ee.l10nee_chart_template,,False
l10n_ee_653,Social Security Costs,653,expense,l10n_ee.l10nee_chart_template,,False
l10n_ee_654,Unemployment Insurance Premium,654,expense,l10n_ee.l10nee_chart_template,,False
l10n_ee_655,Pension Expenses,655,expense,l10n_ee.l10nee_chart_template,,False
l10n_ee_656,Vacation Pay Reserve,656,expense,l10n_ee.l10nee_chart_template,,False
l10n_ee_6570,Income Tax on Fringe Benefits,6570,expense,l10n_ee.l10nee_chart_template,,False
l10n_ee_6571,Social Tax on Fringe Benefits,6571,expense,l10n_ee.l10nee_chart_template,,False
l10n_ee_6572,Social Tax,6572,expense,l10n_ee.l10nee_chart_template,,False
l10n_ee_660,State Fees,660,expense,l10n_ee.l10nee_chart_template,,False
l10n_ee_661,Land Tax,661,expense,l10n_ee.l10nee_chart_template,,False
l10n_ee_662,Income Tax,662,expense,l10n_ee.l10nee_chart_template,,False
l10n_ee_663,Fines and Fines for Delay,663,expense,l10n_ee.l10nee_chart_template,,False
l10n_ee_670,Bank Fees,670,expense,l10n_ee.l10nee_chart_template,,False
l10n_ee_671,Cash Rounding Losses,671,expense,l10n_ee.l10nee_chart_template,,False
l10n_ee_672,Payment Difference Losses,672,expense,l10n_ee.l10nee_chart_template,,False
l10n_ee_673,Currency Exchange Losses,673,expense,l10n_ee.l10nee_chart_template,,False
l10n_ee_674,Interest Expenses,674,expense,l10n_ee.l10nee_chart_template,,False
l10n_ee_675,Financial Expenses from Shares in Subsidiaries,675,expense,l10n_ee.l10nee_chart_template,,False
l10n_ee_676,Financial Expenses from Shares in Associates,676,expense,l10n_ee.l10nee_chart_template,,False
l10n_ee_677,Financial Expenses from Other Financial Investments,677,expense,l10n_ee.l10nee_chart_template,,False
l10n_ee_678,Other Financial Expenses,678,expense,l10n_ee.l10nee_chart_template,,False
l10n_ee_680,Capitalized Expenses in the Manufacturing of Fixed Assets for Own Use,680,expense,l10n_ee.l10nee_chart_template,,False
l10n_ee_6810,Changes in Inventories of Finished Goods and Work in Progress,6810,expense,l10n_ee.l10nee_chart_template,,False
l10n_ee_6811,Changes in Inventories of Agricultural Production,6811,expense,l10n_ee.l10nee_chart_template,,False
l10n_ee_682,Irrecoverable Receivables,682,expense,l10n_ee.l10nee_chart_template,,False
l10n_ee_6830,Depreciations on Non-Current Assets,6830,expense_depreciation,l10n_ee.l10nee_chart_template,,False
l10n_ee_6831,Amortizations on Intangible Assets,6831,expense_depreciation,l10n_ee.l10nee_chart_template,,False
l10n_ee_6832,Loss on Sales of Biological Assets,6832,expense,l10n_ee.l10nee_chart_template,,False
l10n_ee_6833,Loss on Sales of Non-Current Assets,6833,expense,l10n_ee.l10nee_chart_template,,False
l10n_ee_6834,Significant Impairment of Current Assets,6834,expense,l10n_ee.l10nee_chart_template,,False
l10n_ee_684,Gifts and Donations,684,expense,l10n_ee.l10nee_chart_template,,False
l10n_ee_6850,Cash Discount Losses,6850,expense,l10n_ee.l10nee_chart_template,,False
l10n_ee_6851,Other Operating Expenses,6851,expense,l10n_ee.l10nee_chart_template,,False
l10n_ee_70,Clearing Account,70,off_balance,l10n_ee.l10nee_chart_template,,False
