379;Réductions de valeur actées
4;CLASSE 4. CREANCES ET DETTES A UN AN AU PLUS
40;CREANCES COMMERCIALES
400;Clients
4007;Rabais, remises, ristournes à accorder et autres notes de crédit
à;établir
4008;Créances résultant de livraisons de biens
401;Effets à recevoir
4010;Effets à recevoir
4013;Effets à l'encaissement
4015;Effets à l'escompte
402;Clients, créances courantes, entreprises apparentées, administrateurs et gérants
4020;Entreprises liées
4021;Autres entreprises avec lesquelles il existe un lien de participation
4022;Administrateurs et gérants d'entreprise
403;Effets à recevoir sur entreprises apparentées et administrateurs et gérants
4030;Entreprises liées
4031;Autres entreprises avec lesquelles il existe un lien de participation
4032;Administrateurs et gérants de l'entreprise
404;Produits à recevoir
405;Clients : retenues sur garanties
406;Acomptes versés
407;Créances douteuses
408;Compensation clients
409;Réductions de valeur actées
41;AUTRES CREANCES
410;Capital appelé, non versé
4100;Appels de fonds
4101;Actionnaires défaillants
411;T.V.A. à récupérer
4110;T.V.A. due
4111;T.V.A. déductible
4112;Compte courant administration T.V.A.
4118;Taxe d'égalisation due
412;Impôts et versements fiscaux à récupérer
4120;à 4124 Impôts belges sur le résultat
4125;à 4127 Autres impôts belges
4128;Impôts étrangers
414;Produits à recevoir
416;Créances diverses
4160;Associés
4161;Avances et prêts au personnel
4162;Compte courant des associés en S.P.R.L.
4163;Compte courant des administrateurs et gérants
4164;Créances sur sociétés apparentées
4166;Emballages et matériel à rendre
4167;Etat et établissements publics
41670;Subsides à recevoir
41671;Autres créances
4168;Rabais, ristournes, remises à obtenir et autres avoirs non encore reçus
417;Créances douteuses
418;Cautionnements versés en numéraires
419;Réductions de valeur actées
42;DETTES A PLUS D'UN AN ECHEANT DANS L'ANNEE
420;Emprunts subordonnés
4200;Convertibles
4201;Non convertibles
421;Emprunts obligataires non subordonnés
4210;Convertibles
4211;Non convertibles
422;Dettes de location-financement et assimilées
4220;Financement de biens immobiliers
4221;Financement de biens mobiliers
423;Etablissements de crédit
4230;Dettes en compte
4231;Promesses
4232;Crédits d'acceptation
424;Autres emprunts
425;Dettes commerciales
4250;Fournisseurs
4251;Effets à payer
426;Cautionnements reçus en numéraires
429;Dettes diverses
4290;Entreprises liées
4291;Entreprises avec lesquelles il existe un lien de participation
4292;Administrateurs, gérants, associés
4299;Autres dettes
43;DETTES FINANCIERES
430;Etablissements de crédit. Emprunts en compte à terme fixe
431;Etablissements de crédit. Promesses
432;Etablissements de crédit. Crédits d'acceptation
433;Etablissements de crédit. Dettes en compte courant
439;Autres emprunts
44;DETTES COMMERCIALES
440;Fournisseurs
4400;Entreprises apparentées
44000;Entreprises liées
44001;Entreprises avec lesquelles il existe un lien de participation
4401;Fournisseurs ordinaires
44010;Fournisseurs belges
44011;Fournisseurs CEE
44012;Fournisseurs importation
4402;Dettes envers les coparticipants
4403;Fournisseurs - retenues de garanties
441;Effets à payer
4410;Entreprises apparentées
44100;Entreprises liées
44101;Entreprises avec lesquelles il existe un lien de participation
4411;Fournisseurs ordinaires
44110;Fournisseurs belges
44111;Fournisseurs CEE
44112;Fournisseurs importation
444;Factures à recevoir
446;Acomptes reçus
448;Compensations fournisseurs
45;DETTES FISCALES, SALARIALES ET SOCIALES
450;Dettes fiscales estimées
4501;à 4504 Impôts sur le résultat
4505;à 4507 Autres impôts en Belgique
4508;Impôts à l'étranger
451;T.V.A. à payer
4510;T.V.A. due
4511;T.V.A. déductible
4512;Compte courant administration T.V.A.
4518;Taxe d'égalisation due
452;Impôts et taxes à payer
4520;à 4524 Autres impôts sur le résultat
4525;à 4527 Autres impôts et taxes en Belgique
45250;Précompte immobilier
45251;Impôts communaux à payer
45252;Impôts provinciaux à payer
45253;Autres impôts et taxes à payer
4528;Impôts et taxes à l'étranger
453;Précomptes retenus
4530;Précompte professionnel retenu sur rémunérations
4531;Précompte professionnel retenu sur tantièmes
4532;Précompte mobilier retenu sur dividendes attribués
4533;Précompte mobilier retenu sur intérêts payés
4538;Autres précomptes retenus
454;Office National de la Sécurité Sociale
4540;Arriérés
4541;1er trimestre
4542;2ème trimestre
4543;3ème trimestre
4544;4ème trimestre
455;Rémunérations
4550;Administrateurs, gérants et commissaires
4551;Direction
4552;Employés
4553;Ouvriers
456;Pécules de vacances
4560;Direction
4561;Employés
4562;Ouvriers
459;Autres dettes sociales
4590;Provision pour gratifications de fin d'année
4591;Départs de personnel
4592;Oppositions sur rémunérations
4593;Assurances relatives au personnel
45930;Assurance loi
45931;Assurance salaire garanti 
45932;Assurance groupe 
45933;Assurances individuelles
4594;Caisse d'assurances sociales pour travailleurs indépendants
4597;Dettes et provisions sociales diverses
46;ACOMPTES RECUS SUR COMMANDES
47;DETTES DECOULANT DE L'AFFECTATION DES RESULTATS
470;Dividendes et tantièmes d'exercices antérieurs
471;Dividendes de l'exercice
472;Tantièmes de l'exercice
473;Autres allocataires
48;DETTES DIVERSES
480;Obligations et coupons échus
481;Actionnaires - capital à rembourser
482;Participation du personnel à payer
483;Acomptes reçus d'autres tiers à moins d'un an
486;Emballages et matériel consignés
488;Cautionnements reçus en numéraires
489;Autres dettes diverses
49;COMPTES DE REGULARISATION ET COMPTES D'ATTENTE
490;Charges à reporter
491;Produits acquis
4910;Produits d'exploitation
49100;Ristournes, rabais à obtenir
49101;Commissions à obtenir
49102;Autres produits d'exploitation
4911;Produits financiers
49110;Intérêts courus et non échus sur prêts et débits
49111;Autres produits financiers
492;Charges à imputer
493;Produits à reporter
4930;Produits d'exploitation à reporter
4931;Produits financiers à reporter
499;Comptes d'attente
4990;Compte d'attente
4991;Compte de répartition périodique des charges
4999;Transferts d'exercice
5;CLASSE 5. PLACEMENTS DE TRESORERIE ET DE VALEURS DISPONIBLES
50;ACTIONS PROPRES
51;ACTIONS ET PARTS
510;Valeur d'acquisition
511;Montants non appelés
519;Réductions de valeur actées
52;TITRES A REVENUS FIXES
520;Valeur d'acquisition
529;Réductions de valeur actées
53;DEPOTS A TERME
530;De plus d'un an
531;De plus d'un mois et à un an au plus
532;D'un mois au plus
539;Réductions de valeur actées
54;VALEURS ECHUES A L'ENCAISSEMENT
540;Chèques à encaisser
541;Coupons à encaisser
55;ETABLISSEMENTS DE CREDIT.
550;Comptes ouverts auprès des divers établissements
56;OFFICE DES CHEQUES POSTAUX
560;Compte courant
561;Chèques émis
57;CAISSES
570;Caisses - espèces
5700;Caisse principale
578;Caisses - timbres
58;VIREMENTS INTERNES
6;CLASSE 6. - CHARGES
60;APPROVISIONNEMENTS ET MARCHANDISES
600;Achats de matières premières
601;Achats de fournitures
602;Achats de services, travaux et études
603;Sous-traitances générales
604;Achats de marchandises
605;Achats d'immeubles destinés à la revente
608;Remises, ristournes et rabais obtenus sur achats
609;Variations de stocks
6090;De matières premières
6091;De fournitures
6094;De marchandises
6095;D'immeubles destinés à la vente
61;SERVICES ET BIENS DIVERS
610;Loyers et charges locatives
6100;Loyers divers
6101;Charges locatives
611;Entretien et réparation
612;Fournitures faites à l'entreprise
6120;Eau, gaz, électricité, vapeur
61200;Eau
61201;Gaz
61202;Electricité
61203;Vapeur
6121;Téléphone, télégrammes, télex, téléfax, frais postaux
61210;Téléphone
61211;Télégrammes
61212;Télex et téléfax
61213;Frais postaux
6122;Livres, bibliothèque
6123;Imprimés et fournitures de bureau
613;Rétributions de tiers
6130;Redevances et royalties
61300;Redevances pour brevets, licences, marques, accessoires
61301;Autres redevances
6131;Assurances non relatives au personnel
61310;Assurance incendie
61311;Assurance vol
61312;Assurance autos
61313;Assurance crédit
61314;Assurances frais généraux
6132;Divers
61320;Commissions aux tiers
61321;Honoraires d'avocats, d'experts, etc ...
61322;Cotisations aux groupements professionnels
61323;Dons, libéralités, ...
61324;Frais de contentieux
61325;Publications légales
6133;Transports et déplacements
61330;Transports de personnel
61331;Voyages, déplacements, représentations
6134;Personnel intérimaire
614;Annonces, publicité, propagande et documentation
6140;Annonces et insertions
6141;Catalogues et imprimés
6142;Echantillons
6143;Foires et expositions
6144;Primes
6145;Cadeaux à la clientèle
6146;Missions et réceptions
6147;Documentation
615;Sous-traitants
6150;Sous-traitants pour activités propres
6151;Sous-traitants d'associations momentanées
6152;Quote-part bénéficiaire des coparticipants
61700;Personnel intérimaire et personnes mises à la disposition  de l'entreprise
61800;Rémunérations, primes pour assurances extralégales, pensions de retraite et de survie des administrateurs, gérants et associés actifs qui ne sont pas attribuées en vertu d'un contrat de travail
62;REMUNERATIONS, CHARGES SOCIALES ET PENSIONS
620;Rémunérations et avantages sociaux directs
6200;Administrateurs ou gérants
6201;Personnel de direction
6202;Employés
6203;Ouvriers
6204;Autres membres du personnel
621;Cotisations patronales d'assurances sociales
6210;Sur salaires
6211;Sur appointements et commissions
622;Primes patronales pour assurances extralégales
623;Autres frais de personnel
6230;Assurances du personnel
62300;Assurances loi, responsabilité civile, chemin du travail
62301;Assurance salaire garanti
62302;Assurances individuelles
6231;Charges sociales diverses
62310;Jours fériés payés
62311;Salaire hebdomadaire garanti
62312;Allocations familiales complémentaires
6232;Charges sociales des administrateurs, gérants et commissaires
62320;Allocations familiales complémentaires pour non salariés
62321;Lois sociales pour indépendants
62322;Divers
624;Pensions de retraite et de survie
6240;Administrateurs et gérants
6241;Personnel
625;Provision pour pécule de vacances
6250;Dotations
6251;Utilisations et reprises
63;AMORTISSEMENTS, REDUCTIONS DE VALEUR ET PROVISIONS POUR RISQUES ET CHARGES
630;Dotations aux amortissements et aux réductions de valeur sur immobilisations
6300;Dotations aux amortissements sur frais d'établissement
6301;Dotations aux amortissements sur immobilisations incorporelles
6302;Dotations aux amortissements sur immobilisations corporelles
6308;Dotations aux réductions de valeur sur immobilisations incorporelles
6309;Dotations aux réductions de valeur sur immobilisations corporelles
631;Réductions de valeur sur stocks
6310;Dotations
6311;Reprises
632;Réductions de valeur sur commandes en cours d'exécution
6320;Dotations
6321;Reprises
633;Réductions de valeur sur créances commerciales à plus d'un an
6330;Dotations
6331;Reprises
634;Réductions de valeur sur créances commerciales à un an au plus
6340;Dotations
6341;Reprises
635;Provisions pour pensions et obligations similaires
6350;Dotations
6351;Utilisations et reprises
636;Provisions pour grosses réparations et gros entretiens
6360;Dotations
6361;Utilisations et reprises
637;Provisions pour autres risques et charges
6370;Dotations 
6371;Utilisations et reprises
64;AUTRES CHARGES D'EXPLOITATION
640;Charges fiscales d'exploitation
6400;Taxes et impôts directs
64000;Taxes sur autos et camions
6401;Taxes et impôts indirects
64010;Timbres fiscaux pris en charge par la firme
64011;Droits d'enregistrement
64012;T.V.A. non déductible
6402;Impôts provinciaux et communaux
64020;Taxe sur la force motrice
64021;Taxe sur le personnel occupé
6403;Taxes diverses
641;Moins-values sur réalisations courantes d'immobilisations corporelles
642;Moins-values sur réalisations de créances commerciales
643;à 648 Charges d'exploitations diverses
649;Charges d'exploitation portées à l'actif au titre de restructuration
65;CHARGES FINANCIERES
650;Charges des dettes
6500;Intérêts, commissions et frais afférents aux dettes
6501;Amortissements des agios et frais d'émission d'emprunts
6502;Autres charges de dettes
6503;Intérêts intercalaires portés à l'actif
651;Réductions de valeur sur actifs circulants
6510;Dotations 
6511;Reprises
652;Moins-values sur réalisation d'actifs circulants
653;Charges d'escompte de créances
654;Différences de change
655;Ecarts de conversion des devises
656;Frais de banques, de chèques postaux
657;Commissions sur ouvertures de crédit, cautions, avals
658;Frais de vente des titres
66;CHARGES EXCEPTIONNELLES
660;Amortissements et réductions de valeur exceptionnels
6600;Sur frais d'établissement
6601;Sur immobilisations incorporelles
6602;Sur immobilisations corporelles
661;Réductions de valeur sur immobilisations financières
662;Provisions pour risques et charges exceptionnels
663;Moins-values sur réalisation d'actifs immobilisés
6630;Sur immobilisations incorporelles
6631;Sur immobilisations corporelles
6632;Sur immobilisations détenues en location-financement et droits similaires
6633;Sur immobilisations financières
6634;Sur immeubles acquis ou construits en vue de la revente
664;à 668 Autres charges exceptionnelles
664;Pénalités et amendes diverses
665;Différence de charge
669;Charges exceptionnelles transférées à l'actif en frais de restructuration
67;IMPOTS SUR LE RESULTAT
670;Impôts belges sur le résultat de l'exercice
6700;Impôts et précomptes dus ou versés
6701;Excédent de versements d'impôts et précomptes porté à l'actif
6702;Charges fiscales estimées
671;Impôts belges sur le résultat d'exercices antérieurs
6710;Suppléments d'impôts dus ou versés
6711;Suppléments d'impôts estimés
6712;Provisions fiscales constituées
672;Impôts étrangers sur le résultat de l'exercice
673;Impôts étrangers sur le résultat d'exercices antérieurs
68;TRANSFERTS AUX RESERVES IMMUNISEES
69;AFFECTATION DES RESULTATS
690;Perte reportée de l'exercice précédent
691;Dotation à la réserve légale
692;Dotation aux autres réserves
693;Bénéfice à reporter
694;Rémunération du capital
695;Administrateurs ou gérants
696;Autres allocataires
7;CLASSE 7. - PRODUITS
70;CHIFFRE D'AFFAIRES
700;à 707 Ventes et prestations de services
700;Ventes de marchandises
7000;Ventes en Belgique
7001;Ventes dans les pays membres de la C.E.E.
7002;Ventes à l'exportation
701;Ventes de produits finis
7010;Ventes en Belgique
7011;Ventes dans les pays membres de la C.E.E.
7012;Ventes à l'exportation
702;Ventes de déchets et rebuts
7020;Ventes en Belgique
7021;Ventes dans les pays membres de la C.E.E.
7022;Ventes à l'exportation
703;Ventes d'emballages récupérables
704;Facturations des travaux en cours
705;Prestations de services
7050;Prestations de services en Belgique
7051;Prestations de services dans les pays membres de la C.E.E.
7052;Prestations de services en vue de l'exportation
706;Pénalités et dédits obtenus par l'entreprise
708;Remises, ristournes et rabais accordés
7080;Sur ventes de marchandises
7081;Sur ventes de produits finis
7082;Sur ventes de déchets et rebuts
7083;Sur prestations de services
7084;Mali sur travaux facturés aux associations momentanées
71;VARIATION DES STOCKS ET DES COMMANDES EN COURS D'EXECUTION
712;Des en cours de fabrication
713;Des produits finis
715;Des immeubles construits destinés à la vente
717;Des commandes en cours d'exécution
7170;Commandes en cours - Coût de revient
71700;Coût des commandes en cours d'exécution
71701;Coût des travaux en cours des associations momentanées
7171;Bénéfices portés en compte sur commandes en cours
71710;Sur commandes en cours d'exécution
71711;Sur travaux en cours des associations momentanées
72;PRODUCTION IMMOBILISEE
720;En frais d'établissement
721;En immobilisations incorporelles
722;En immobilisations corporelles
723;En immobilisations en cours
74;AUTRES PRODUITS D'EXPLOITATION
740;Subsides d'exploitation et montants compensatoires
741;Plus-values sur réalisations courantes d'immobilisations corporelles
742;Plus-values sur réalisations de créances commerciales
743;Produits de services exploités dans l'intérêt du personnel
744;Commissions et courtages
745;Redevances pour brevets et licences
746;Prestations de services
747;Revenus des immeubles affectés aux activités non professionnelles
748;Locations diverses à caractère professionnel
749;Produits divers
7490;Bonis sur reprises d'emballages consignés
7491;Bonis sur travaux en associations momentanées
75;PRODUITS FINANCIERS
750;Produits des immobilisations financières
7500;Revenus des actions
7501;Revenus des obligations
7502;Revenus des créances à plus d'un an
751;Produits des actifs circulants
752;Plus-values sur réalisations d'actifs circulants
753;Subsides en capital et en intérêts
754;Différences de change
755;Ecarts de conversion des devises
