"id","name","code","account_type","tag_ids","reconcile","non_trade","name@pl"
"chart08000200","Improvements to fixed assets","08.000.200","asset_non_current","","False","","Ulepszenia środka trwałego"
"chart08000300","Expenditures for the construction of a fixed asset","08.000.300","asset_non_current","","False","","Nakłady na budowę środka trwałego"
"chart08000400","Advances for fixed assets under construction","08.000.400","asset_non_current","","False","","Zaliczki na środki trwałe w budowie"
"chart08000500","Improvements to third-party fixed assets","08.000.500","asset_non_current","","False","","Ulepszenia obcych środków trwałych"
"chart10000100","Domestic cash","10.000.100","asset_current","","False","","Kasa krajowych środków pieniężnych"
"chart10000200","Foreign cash","10.000.200","asset_current","","False","","Kasa zagranicznych środków pieniężnych"
"chart10000900","Other remaining cash","10.000.900","asset_current","","False","","Pozostałe inne środki pieniężne"
"chart13000100","Other cash assets","13.000.100","asset_current","","False","","Inne aktywa pieniężne"
"chart13000200","Shares or stocks","13.000.200","asset_current","","False","","Udziały lub akcje"
"chart13000900","Other securities","13.000.900","asset_current","","False","","Inne papiery wartościowe"
"chart14000100","Short-term loans granted","14.000.100","asset_current","","False","","udzielone pożyczki krótkoterminowe"
"chart14000200","Short-term prepayments and accruals","14.000.200","asset_current","","False","","Krótkoterminowe rozliczenia międzyokresowe"
"chart14000900","Other short-term financial assets","14.000.900","asset_current","","False","","Inne krótkoterminowe aktywa finansowe"
"chart14050100","Write-downs of short-term financial assets","14.050.100","asset_current","","False","","Odpisy aktualizujące krótkoterminowe aktywa finansowe"
"chart20000100","Settlements with customers","20.000.100","asset_receivable","","True","","Rozrachunki z odbiorcami"
"chart20000200","Settlements with customers (PoS)","20.000.200","asset_receivable","","True","","Rozrachunki z odbiorcami (PoS)"
"chart20000300","Advances from customers","20.000.300","liability_current","","False","","Zaliczki od klientów"
"chart21000100","Settlements with suppliers","21.000.100","liability_payable","","True","","Rozrachunki z dostawcami"
"chart22000100","VAT settlements with the tax authorities","22.000.100","liability_payable","","True","True","Rozrachunki z urzędem skarbowym z tytułu VAT"
"chart22010100","Settlement of input VAT 23%","22.010.100","asset_current","","False","","Rozliczenie naliczonego VAT 23%"
"chart22010200","Settlement of input VAT 8%","22.010.200","asset_current","","False","","Rozliczenie naliczonego VAT 8%"
"chart22010300","Settlement of input VAT 5%","22.010.300","asset_current","","False","","Rozliczenie naliczonego VAT 5%"
"chart22020100","Settlement of due VAT 23%","22.020.100","liability_current","","False","","Rozliczenie należnego VAT 23%"
"chart22020200","Settlement of due VAT 8%","22.020.200","liability_current","","False","","Rozliczenie należnego VAT 8%"
"chart22020300","Settlement of due VAT 5%","22.020.300","liability_current","","False","","Rozliczenie należnego VAT 5%"
"chart22030100","Other public and legal settlements","22.030.100","liability_current","","False","","Pozostałe rozrachunki publicznoprawne"
"chart22030200","Other settlements with the tax office","22.030.200","liability_current","","False","","Pozostałe rozrachunki z urzędem skarbowym"
"chart22030300","Public law settlements with the city/municipality","22.030.300","liability_current","","False","","Rozrachunki publicznoprawne z urzędem miasta/gminy"
"chart22030400","Public and legal settlements with the customs office","22.030.400","liability_current","","False","","Rozrachunki publicznoprawne z urzędem celnym"
"chart22030500","Public and legal settlements with Social Security","22.030.500","liability_current","","False","","Rozrachunki publicznoprawne z ZUS"
"chart22030600","Public and legal settlements with PFRON","22.030.600","liability_current","","False","","Rozrachunki publicznoprawne z PFRON"
"chart23000100","Payroll settlements","23.000.100","liability_current","","False","","Rozrachunki z tytułu wynagrodzeń"
"chart23000200","Settlements of loans granted to employees","23.000.200","liability_current","","False","","Rozrachunki z tytułu pożyczek udzielonych pracownikom"
"chart23000900","Other settlements with employees","23.000.900","liability_current","","False","","Inne rozrachunki z pracownikami"
"chart24010100","Loans received","24.010.100","liability_non_current","","False","","Pożyczki otrzymane"
"chart24010200","Loans granted","24.010.200","asset_current","","False","","Udzielone pożyczki"
"chart24020100","Settlement of shortages","24.020.100","asset_current","","False","","Rozliczenie niedoborów"
"chart24020200","Settlement of surpluses","24.020.200","liability_current","","False","","Rozliczenie nadwyżek"
"chart24030100","Settlements for share capital contributions","24.030.100","liability_current","","False","","Rozrachunki z tytułu wpłat na kapitał zakładowy"
"chart24030200","Settlements of non-cash contributions to share capital","24.030.200","liability_current","","False","","Rozrachunki z tytułu wkładów niepieniężnych na kapitał zakładowy"
"chart24030300","Settlement of capital increase with company's own funds","24.030.300","liability_current","","False","","Rozrachunki z tytułu podwyższenia kapitału ze środków własnych spółki"
"chart24030400","Settlements from redemption of own shares","24.030.400","liability_current","","False","","Rozrachunki z tytułu umorzenia udziałów własnych"
"chart24050100","Internal settlements","24.050.100","liability_current","","False","","Rozrachunki wewnątrzzakładowe"
"chart24090100","Receivables claimed in court","24.090.100","asset_current","","False","","Należności dochodzone na drodze sądowej"
"chart24090200","Settlements of dividends","24.090.200","asset_current","","False","","Rozrachunki z tytułu dywidend"
"chart24090300","Settlements for subsidies and subsidy refunds","24.090.300","asset_current","","False","","Rozrachunki z tytułu dopłat i zwrotu dopłat"
"chart24090900","Other settlements","24.090.900","asset_current","","False","","Pozostałe rozrachunki"
"chart28000100","Write-downs of settlements","28.000.100","liability_current","","False","","Odpisy aktualizujące rozrachunki"
"chart29000100","Contingent receivables","29.000.100","asset_current","","False","","Należności warunkowe"
"chart29010100","Contingent liabilities","29.010.100","liability_current","","False","","Zobowiązania warunkowe"
"chart29020100","Foreign bills discounted or endorsed","29.020.100","asset_current","","False","","Weksle obce dyskontowane lub indosowane"
"chart30000100","Settlement of purchases of materials","30.000.100","asset_current","","False","","Rozliczenie zakupu materiałów"
"chart30000200","Settlement of purchases of goods","30.000.200","asset_current","","False","","Rozliczenie zakupu towarów"
"chart30000300","Settlement of purchases of third-party services","30.000.300","asset_current","","False","","Rozliczenie zakupu usług obcych"
"chart30000400","Settlement of purchases of fixed assets","30.000.400","asset_current","","False","","Rozliczenie zakupu składników aktywów trwałych"
"chart30000500","Settlement of the value of materials and goods in transit","30.000.500","asset_current","","False","","Rozliczenie wartości materiałów i towarów w drodze"
"chart30000600","Values of non-invoiced deliveries","30.000.600","asset_current","","False","","Wartości dostaw niefakturowanych"
"chart30000700","Handling fees counted by the Customs Office","30.000.700","asset_current","","False","","Opłaty manipulacyjne policzone przez Urząd Celny"
"chart30000800","Shortages, damages and surpluses in transportation","30.000.800","asset_current","","False","","Niedobory, szkody i nadwyżki w transporcie"
"chart30000900","Claims for supplier invoices","30.000.900","asset_current","","False","","Reklamacje faktur dostawców"
"chart31010100","Materials","31.010.100","asset_current","","False","","Materiały"
"chart31060100","Packaging","31.060.100","asset_current","","False","","Opakowania"
"chart31090100","Materials in processing","31.090.100","asset_current","","False","","Materiały w przerobie"
"chart33000100","Wholesale goods","33.000.100","asset_current","","False","","Towary w hurcie"
"chart33000200","Goods in retail","33.000.200","asset_current","","False","","Towary w detalu"
"chart33000300","Goods in catering establishments","33.000.300","asset_current","","False","","Towary w zakładach gastronomicznych"
"chart33000400","Goods purchased","33.000.400","asset_current","","False","","Towary skupu"
"chart33000500","Goods outside the entity","33.000.500","asset_current","","False","","Towary poza jednostką"
"chart33000600","Real estate and property rights to be traded","33.000.600","asset_current","","False","","Nieruchomości i prawa majątkowe przeznaczone do obrotu"
"chart34010100","Deviations from the inventory prices of materials","34.010.100","asset_current","","False","","Odchylenia od cen ewidencyjnych materiałów"
"chart34020100","Deviations from the inventory prices of goods in wholesale","34.020.100","asset_current","","False","","Odchylenia od cen ewidencyjnych towarów w hurcie"
"chart34020200","Deviations from the inventory prices of goods in retail","34.020.200","asset_current","","False","","Odchylenia od cen ewidencyjnych towarów w detalu"
"chart34020300","Deviations from inventory prices of goods in catering establishments","34.020.300","asset_current","","False","","Odchylenia od cen ewidencyjnych towarów w zakładach gastronomicznych"
"chart34020400","Deviations from the inventory prices of procurement goods","34.020.400","asset_current","","False","","Odchylenia od cen ewidencyjnych towarów skupu"
"chart34060100","Deviations from the inventory prices of packaging","34.060.100","asset_current","","False","","Odchylenia od cen ewidencyjnych opakowań"
"chart34070100","Deviations from revaluation of inventories of materials and goods","34.070.100","asset_current","","False","","Odchylenia z tytułu aktualizacji wartości zapasów materiałów i towarów"
"chart39000100","Third-party stocks","39.000.100","asset_current","","False","","Zapasy obce"
"chart40000100","Depreciation","40.000.100","expense_depreciation","l10n_pl.K_5","False","","Amortyzacja"
"chart40010100","Consumption of raw materials for the manufacture of products","40.010.100","expense","account.account_tag_operating,l10n_pl.K_5","False","","Zużycie surowców do wytwarzania produktów"
"chart40010200","Energy consumption","40.010.200","expense","l10n_pl.K_5","False","","Zużycie energii"
"chart40010300","Fuel consumption for means of transport","40.010.300","expense","l10n_pl.K_5","False","","Zużycie paliwa do środków transportu"
"chart40010400","Consumption of office supplies","40.010.400","expense","l10n_pl.K_5","False","","Zużycie materiałów biurowych"
"chart40010900","Consumption of other materials","40.010.900","expense","l10n_pl.K_5","False","","Zużycie innych materiałów"
"chart40020100","Customs services","40.020.100","expense","l10n_pl.K_5","False","","Usługi celne"
"chart40020200","Telecommunications services","40.020.200","expense","l10n_pl.K_5","False","","Usługi telekomunikacyjne"
"chart40020300","Postal services","40.020.300","expense","l10n_pl.K_5","False","","Usługi pocztowe"
"chart40020400","Courier and transportation services","40.020.400","expense","l10n_pl.K_5","False","","Usługi kurierskie i transportowe"
"chart40020500","Sanitary analyses","40.020.500","expense","","False","","Analizy sanitarne"
"chart40020600","Graphic and printing services","40.020.600","expense","","False","","Usługi graficzne i drukarskie"
"chart40020700","Repair services","40.020.700","expense","l10n_pl.K_5","False","","Usługi remontowe"
"chart40020900","Other services","40.020.900","expense","l10n_pl.K_5","False","","Pozostałe usługi"
"chart40030100","Real estate tax","40.030.100","expense","l10n_pl.K_5","False","","Podatek od nieruchomości"
"chart40030200","Tax on means of transport","40.030.200","expense","","False","","Podatek od środków transportowych"
"chart40030300","Excise tax","40.030.300","expense","","False","","Podatek akcyzowy"
"chart40030400","Non-deductible VAT","40.030.400","expense","","False","","VAT niepodlegający odliczeniu"
"chart40030500","Bank fees and commissions","40.030.500","expense","","False","","Opłaty i prowizje bankowe"
"chart40030600","Court, legal and notary fees","40.030.600","expense","","False","","Opłaty sądowe, prawnicze i notarialne"
"chart40030700","Stamp duties","40.030.700","expense","","False","","Opłaty skarbowe"
"chart40030800","Concessions","40.030.800","expense","","False","","Koncesje"
"chart40030900","Other taxes and fees","40.030.900","expense","","False","","Pozostałe podatki i opłaty"
"chart40040100","Salaries of employees","40.040.100","expense","","False","","Wynagrodzenia pracowników"
"chart40040200","Salaries of ad hoc employees","40.040.200","expense","","False","","Wynagrodzenia osób doraźnie zatrudnionych"
"chart40050100","Contributions to social insurance, FP, FGŚP","40.050.100","expense","","False","","Składki na ubezpieczenia społeczne, FP, FGŚP"
"chart40050200","Deductions for company social benefit fund or vacation benefits","40.050.200","expense","","False","","Odpisy na zakładowy fundusz świadczeń socjalnych lub świadczenia urlopowe"
"chart40050300","Benefits for employees","40.050.300","expense","","False","","Świadczenia na rzecz pracowników"
"chart40050900","Other benefits","40.050.900","expense","","False","","Pozostałe świadczenia"
"chart40090100","Other costs by type","40.090.100","expense","","False","","Pozostałe koszty rodzajowe"
"chart49000100","Not subject to accrual","49.000.100","expense","","False","","Nie podlegające rozliczeniu w czasie"
"chart49000200","Attributable to future periods","49.000.200","expense","","False","","Przypadające na przyszłe okresy"
"chart49000300","Accumulated costs","49.000.300","expense","","False","","Koszty zgromadzone"
"chart49000400","Costs not included in sales value","49.000.400","expense","","False","","Koszty nie wliczane do wartości sprzedaży"
"chart50000100","Settled operating expenses","50.000.100","expense","account.account_tag_operating","False","","Rozliczone koszty działalności"
"chart50010100","Costs of uncompleted long-term services","50.010.100","expense","account.account_tag_operating","False","","Koszty nie zakończonych długotrwałych usług"
"chart50010200","Losses associated with the performance of long-term services","50.010.200","expense","account.account_tag_operating","False","","Straty związane z wykonaniem długotrwałych usług"
"chart50000200","Warehouse maintenance costs","50.000.200","expense","account.account_tag_operating","False","","Koszty utrzymania hurtowni"
"chart52010100","Maintenance costs of retail outlets","52.010.100","expense","account.account_tag_operating","False","","Koszty utrzymania punktów sprzedaży detalicznej"
"chart52070100","Costs of product sales","52.070.100","expense","account.account_tag_operating","False","","Koszty sprzedaży wyrobów"
"chart53000100","Provision of transportation services","53.000.100","expense","account.account_tag_operating","False","","Świadczenia usług transportowych"
"chart53000200","Other costs","53.000.200","expense","account.account_tag_operating","False","","Pozostałe koszty"
"chart55000100","Unit management costs","55.000.100","expense","account.account_tag_operating","False","","Koszty zarządzania jednostką"
"chart55000200","Provision of services for representation and advertising","55.000.200","expense","account.account_tag_operating","False","","Świadczenia usług na potrzeby reprezentacji i reklamy"
"chart58000100","Settlement of operating expenses","58.000.100","expense","account.account_tag_operating","False","","Rozliczenie kosztów działalności"
"chart60000100","Finished products in stock","60.000.100","asset_current","","False","","Produkty gotowe w magazynie"
"chart60010100","Intermediate products","60.010.100","asset_current","","False","","Półprodukty"
"chart60020100","Finished products outside the unit","60.020.100","asset_current","","False","","Produkty gotowe poza jednostką"
"chart62000100","Deviations from the inventory prices of products","62.000.100","asset_current","","False","","Odchylenia od cen ewidencyjnych produktów"
"chart62010100","Deviations from revaluation of product inventories","62.010.100","asset_current","","False","","Odchylenia z tytułu aktualizacji wartości zapasów produktów"
"chart64000100","Prepaid expenses","64.000.100","asset_current","","False","","Czynne rozliczenia międzyokresowe kosztów"
"chart64010100","Accrued expenses","64.010.100","liability_current","","False","","Bierne rozliczenia międzyokresowe kosztów"
"chart65000100","Deferred tax income assets","65.000.100","asset_current","","False","","Aktywa z tytułu odroczonego podatku dochodowego"
"chart65010100","Other accruals","65.010.100","liability_current","","False","","Pozostałe rozliczenia międzyokresowe"
"chart70000100","Sales of products to the country","70.000.100","income","account.account_tag_operating,l10n_pl.K_1","False","","Sprzedaż produktów na kraj"
"chart70000200","Sales of products for export","70.000.200","income","account.account_tag_operating,l10n_pl.K_1","False","","Sprzedaż produktów na eksport"
"chart70000300","Sale of services to the country","70.000.300","income","account.account_tag_operating,l10n_pl.K_1","False","","Sprzedaż usług na kraj"
"chart70000400","Sale of services for export","70.000.400","income","account.account_tag_operating,l10n_pl.K_1","False","","Sprzedaż usług na eksport"
"chart70010100","Cost of sales of products to the country","70.010.100","expense_direct_cost","account.account_tag_operating","False","","Koszt własny sprzedaży produktów na kraj"
"chart70010200","Cost of sales of products for export","70.010.200","expense_direct_cost","account.account_tag_operating","False","","Koszt własny sprzedaży produktów na eksport"
"chart70010300","Cost of sales of services to the country","70.010.300","expense_direct_cost","account.account_tag_operating","False","","Koszt własny sprzedaży usług na kraj"
"chart70010400","Cost of sales of services for export","70.010.400","expense_direct_cost","account.account_tag_operating","False","","Koszt własny sprzedaży usług na eksport"
"chart73000100","Bulk sales of goods","73.000.100","income","account.account_tag_operating,l10n_pl.K_1","False","","Sprzedaż hurtowa towarów"
"chart73000200","Retail sales of goods","73.000.200","income","account.account_tag_operating,l10n_pl.K_1","False","","Sprzedaż detaliczna towarów"
"chart73000300","Sales of goods by mail order","73.000.300","income","account.account_tag_operating,l10n_pl.K_1","False","","Sprzedaż wysyłkowa towarów"
"chart73000400","Commission income","73.000.400","income_other","account.account_tag_operating","False","","Dochód z prowizji"
"chart73010100","Value of goods sold at wholesale","73.010.100","expense","account.account_tag_operating","False","","Wartość sprzedanych towarów w sprzedaży hurtowej"
"chart73010200","Value of goods sold at retail","73.010.200","expense","account.account_tag_operating","False","","Wartość sprzedanych towarów w sprzedaży detalicznej"
"chart73010300","Value of goods sold by mail order","73.010.300","expense","account.account_tag_operating","False","","Wartość sprzedanych towarów w sprzedaży wysyłkowej"
"chart73010400","Commission fee","73.010.400","expense","account.account_tag_operating","False","","Prowizja komisowa"
"chart74000100","Sales of materials","74.000.100","income","account.account_tag_operating","False","","Sprzedaż materiałów"
"chart74000200","Sales of packaging","74.000.200","income","account.account_tag_operating","False","","Sprzedaż opakowań"
"chart74000300","Sales of waste","74.000.300","income","account.account_tag_operating","False","","Sprzedaż odpadów"
"chart74010100","Value at purchase prices of materials sold","74.010.100","expense","account.account_tag_operating","False","","Wartość w cenach zakupu sprzedanych materiałów"
"chart74010200","Value at purchase prices of packages sold","74.010.200","expense","account.account_tag_operating","False","","Wartość w cenach zakupu sprzedanych opakowań"
"chart74010300","Value at purchase prices of sold waste","74.010.300","expense","account.account_tag_operating","False","","Wartość w cenach zakupu sprzedanych odpadów"
"chart75000100","Amounts due from sale of financial assets","75.000.100","income_other","account.account_tag_investing,l10n_pl.K_3","False","","Kwoty należne ze sprzedaży aktywów finansowych"
"chart75000200","Amounts due from dividends","75.000.200","income_other","account.account_tag_financing","False","","Kwoty należne z tytułu dywidend"
"chart75000300","Interest received","75.000.300","income_other","account.account_tag_financing","False","","Otrzymane odsetki"
"chart75000400","Income from disposal of investments","75.000.400","income","account.account_tag_investing,l10n_pl.K_3","False","","Przychody ze zbycia inwestycji"
"chart75000500","Revaluation income of investments","75.000.500","income_other","account.account_tag_investing","False","","Aktualizacja wartości inwestycji-przychody"
"chart75000600","Positive exchange rate differences","75.000.600","income_other","account.account_tag_financing","False","","Dodatnie różnice kursu walut"
"chart75000700","Extraordinary profits","75.000.700","income","","False","","Zyski nadzwyczajne"
"chart75000900","Other financial income","75.000.900","income_other","account.account_tag_financing","False","","Pozostałe przychody finansowe"
"chart75010100","Value of investments sold","75.010.100","expense","account.account_tag_investing,l10n_pl.K_7","False","","Wartość sprzedanych inwestycji"
"chart75010200","Impairment losses on investments costs","75.010.200","expense","account.account_tag_investing","False","","Odpisy z tytułu utraty wartości inwestycjikoszty"
"chart75010300","Interest paid","75.010.300","expense","account.account_tag_financing","False","","Odsetki zapłacone"
"chart75010400","Negative exchange rate differences","75.010.400","expense","account.account_tag_financing,l10n_pl.K_7","False","","Ujemne różnice kursu walut"
"chart75010500","Extraordinary losses","75.010.500","expense","","False","","Straty nadzwyczajne"
"chart75010900","Other financial costs","75.010.900","expense","account.account_tag_financing,l10n_pl.K_7","False","","Pozostałe koszty finansowe"
"chart76000100","Income from disposal of non-financial fixed assets","76.000.100","income","account.account_tag_investing,l10n_pl.K_2","False","","Przychody ze zbycia niefinansowych aktywów trwałych"
"chart76000200","Grants received","76.000.200","income","account.account_tag_financing,l10n_pl.K_2","False","","Otrzymane dotacje"
"chart76000300","Income from social services","76.000.300","income","account.account_tag_financing","False","","Przychody z usług socjalnych"
"chart76000400","Income from increase in value of non-financial fixed assets","76.000.400","income","account.account_tag_investing","False","","Przychody ze wzrostu wartości niefinansowych aktywów trwałych"
"chart76000900","Other remaining operating income","76.000.900","income","account.account_tag_operating,l10n_pl.K_2","False","","Inne pozostałe przychody operacyjne"
"chart76010100","Value of sold non-financial fixed assets","76.010.100","expense","account.account_tag_investing,l10n_pl.K_6","False","","Wartość sprzedanych niefinansowych aktywów trwałych"
"chart76010200","Grants provided","76.010.200","expense","account.account_tag_financing","False","","Dotacje przekazane"
"chart76010300","Impairment losses on non-financial assets","76.010.300","expense","account.account_tag_investing","False","","Odpisy z tytułu utraty wartości aktywów niefinansowych"
"chart76010900","Other remaining operating expenses","76.010.900","expense","account.account_tag_operating,l10n_pl.K_6","False","","Inne pozostałe koszty operacyjne"
"chart79000100","Cost of finished goods issued to own stores","79.000.100","expense","account.account_tag_operating","False","","Koszt wyrobów własnej produkcji wydanych do własnych sklepów"
"chart79000200","Cost of benefits for fixed assets under construction","79.000.200","expense","account.account_tag_investing","False","","Koszt wytworzenia świadczeń na rzecz środków trwałych w budowie"
"chart79000300","Cost of completed development work","79.000.300","expense","account.account_tag_operating","False","","Koszt wytworzenia zakończonych prac rozwojowych"
"chart79000400","Cost of products deemed to be shortages","79.000.400","expense","account.account_tag_operating","False","","Koszt wytworzenia produktów uznanych za niedobory"
"chart79000500","Cost of discontinuing a type of activity","79.000.500","expense","account.account_tag_operating","False","","Koszt zaniechania określonego rodzaju działalności"
"chart80000100","Share capital","80.000.100","equity","","False","","Kapitał podstawowy"
"chart80000200","Payments due to share capital (negative amount)","80.000.200","asset_current","","False","","Należne wpłaty na kapitał podstawowy (wielkość ujemna)"
"chart80000300","Own shares (negative amount)","80.000.300","asset_current","","False","","Udziały (akcje) własne (wielkość ujemna)"
"chart80000400","Write-downs of net profit during the fiscal year (negative amount)","80.000.400","equity","","False","","Odpisy z zysku netto w ciągu roku obrotowego (wielkość ujemna)"
"chart81010100","Spare capital","81.010.100","equity","","False","","Kapitał zapasowy"
"chart81020100","Reserve capital","81.020.100","equity","","False","","Kapitał rezerwowy"
"chart81030100","Revaluation capital","81.030.100","equity","","False","","Kapitał z aktualizacji wyceny"
"chart81040100","Separate capitals (funds) in the statutory unit and establishments (branches) independently preparing the balance sheet","81.040.100","equity","","False","","Kapitały wydzielone w jednostce statutowej i zakładach (oddziałach) samodzielnie sporządzających bilans"
"chart82000100","Financial result settlements","82.000.100","equity","","False","","Rozliczenia wyniku finansowego"
"chart83000100","Long-term provision for pensions and similar benefits","83.000.100","liability_non_current","","False","","Rezerwa długoterminowa na świadczenia emerytalne i podobne"
"chart83000200","Short-term provision for pensions and similar benefits","83.000.200","liability_current","","False","","Rezerwa krótkoterminowa na świadczenia emerytalne i podobne"
"chart83010000","Provision for deferred income tax","83.010.000","liability_current","","False","","Rezerwa z tytułu odroczonego podatku dochodowego"
"chart83010100","Other long-term provisions","83.010.100","liability_non_current","","False","","Pozostałe rezerwy długoterminowe"
"chart83010200","Other short-term provisions","83.010.200","liability_current","","False","","Pozostałe rezerwy krótkoterminowe"
"chart84010000","Negative goodwill","84.010.000","liability_non_current","","False","","Ujemna wartość firmy"
"chart84020100","Other long-term prepayments","84.020.100","liability_non_current","","False","","Inne rozliczenia międzyokresowe długoterminowe"
"chart84020200","Other short-term prepayments","84.020.200","liability_current","","False","","Inne rozliczenia międzyokresowe krótkoterminowe"
"chart85010100","Company social benefits fund","85.010.100","liability_current","","False","","Zakładowy fundusz świadczeń socjalnych"
"chart85020100","Company fund for rehabilitation of disabled persons","85.020.100","liability_current","","False","","Zakładowy fundusz rehabilitacji osób niepełnosprawnych"
"chart85020200","Reward fund","85.020.200","liability_current","","False","","Fundusz nagród"
"chart85020300","Fund for renovation of housing resources","85.020.300","liability_current","","False","","Fundusz na remont zasobów mieszkaniowych"
"chart86000100","Financial result","86.000.100","equity_unaffected","","False","","Wynik finansowy"
"chart87000100","Corporate income tax","87.000.100","expense","account.account_tag_financing","False","","Podatek dochodowy od osób prawnych"
"chart87000900","Other mandatory charges to the financial result","87.000.900","expense","account.account_tag_financing","False","","Inne obowiązkowe obciążenia wyniku finansowego"
