id,code,name,reconcile,account_type,chart_template_id:id
co_puc_150405,150405,Urbanos,FALSE,asset_current,l10n_co_chart_template_generic
co_puc_151605,151605,Edificios,FALSE,asset_current,l10n_co_chart_template_generic
co_puc_152099,152099,Ajustes Por Inflación,FALSE,asset_current,l10n_co_chart_template_generic
co_puc_152405,152405,Muebles y Enseres,FALSE,asset_current,l10n_co_chart_template_generic
co_puc_152499,152499,Ajustes Por Inflación,FALSE,asset_current,l10n_co_chart_template_generic
co_puc_152805,152805,Equipos de Procesamiento de Datos,FALSE,asset_current,l10n_co_chart_template_generic
co_puc_152899,152899,Ajustes Por Inflación,FALSE,asset_current,l10n_co_chart_template_generic
co_puc_154005,154005,"Autos, Camionetas y Camperos",false,asset_current,l10n_co_chart_template_generic
co_puc_154008,154008,"Camiones, Volquetas y Furgones",false,asset_current,l10n_co_chart_template_generic
co_puc_154020,154020,Montacargas,FALSE,asset_current,l10n_co_chart_template_generic
co_puc_154040,154040,Estibas y Carretas,FALSE,asset_current,l10n_co_chart_template_generic
co_puc_154099,154099,Ajustes Por Inflación,FALSE,asset_current,l10n_co_chart_template_generic
co_puc_159205,159205,Construcciones y Edificaciones,FALSE,asset_current,l10n_co_chart_template_generic
co_puc_159210,159210,Maquinaria y Equipo,FALSE,asset_current,l10n_co_chart_template_generic
co_puc_159215,159215,Equipo de Oficina,FALSE,asset_current,l10n_co_chart_template_generic
co_puc_159220,159220,Equipo de Computación y Comunicación,FALSE,asset_current,l10n_co_chart_template_generic
co_puc_159235,159235,Flota y Equipo de Transporte,FALSE,asset_current,l10n_co_chart_template_generic
co_puc_170520,170520,Seguros y Fianzas,FALSE,asset_current,l10n_co_chart_template_generic
co_puc_189510,189510,Bienes Entregados en Comodato,FALSE,asset_current,l10n_co_chart_template_generic
co_puc_189515,189515,Amortización Acumulada de Bienes Entregados en Comodato (cr),FALSE,asset_current,l10n_co_chart_template_generic
co_puc_190505,190505,Acciones,FALSE,asset_current,l10n_co_chart_template_generic
co_puc_220505,220505,Nacionales,TRUE,liability_payable,l10n_co_chart_template_generic
co_puc_221005,221005,Del Exterior,TRUE,liability_payable,l10n_co_chart_template_generic
co_puc_231505,231505,a Compañías Vinculadas,TRUE,liability_payable,l10n_co_chart_template_generic
co_puc_233550,233550,Servicios Públicos,TRUE,liability_payable,l10n_co_chart_template_generic
co_puc_233560,233560,Gastos de Viaje,TRUE,liability_payable,l10n_co_chart_template_generic
co_puc_233570,233570,Servicios Aduaneros,TRUE,liability_payable,l10n_co_chart_template_generic
co_puc_233595,233595,Otros,FALSE,liability_current,l10n_co_chart_template_generic
co_puc_235510,235510,Socios,TRUE,liability_payable,l10n_co_chart_template_generic
co_puc_236005,236005,Dividendos,FALSE,liability_current,l10n_co_chart_template_generic
co_puc_236505,236505,Salarios y Pagos Laborales,FALSE,liability_current,l10n_co_chart_template_generic
co_puc_236510,236510,Dividendos y/o Participaciones,FALSE,liability_current,l10n_co_chart_template_generic
co_puc_23651505,23651505,Retencion en la fuente por honorarios persona natural 10%,FALSE,liability_current,l10n_co_chart_template_generic
co_puc_23651510,23651510,Retencion en la fuente por honorarios persona Juridica 11%,FALSE,liability_current,l10n_co_chart_template_generic
co_puc_23651515,23651515,Retencion en la fuente por servicios de licencias software 3.5%,FALSE,liability_current,l10n_co_chart_template_generic
co_puc_23651520,23651520,Retencion en la fuente por servicios de diseño web y consultorí informática 3.5%,FALSE,liability_current,l10n_co_chart_template_generic
co_puc_23652005,23652005,Retencion en la fuente por comisiones persona natural 10%,FALSE,liability_current,l10n_co_chart_template_generic
co_puc_23652010,23652010,Retencion en la fuente por comisiones persona juridica 11%,FALSE,liability_current,l10n_co_chart_template_generic
co_puc_23652505,23652505,Retencion en la fuente por servicios en general 4%,FALSE,liability_current,l10n_co_chart_template_generic
co_puc_23652510,23652510,Retencion en la fuente por servicios en general personas naturales no declarantes Renta 6%,FALSE,liability_current,l10n_co_chart_template_generic
co_puc_23652515,23652515,Retencion en la fuente por servicio transporte nacional carga 1%,FALSE,liability_current,l10n_co_chart_template_generic
co_puc_23652520,23652520,Retencion en la fuente por servicio transporte terrestre nacional pasajeros 3.5%,FALSE,liability_current,l10n_co_chart_template_generic
co_puc_23652525,23652525,Retencion en la fuente por servicio transporte aereo y maritimo nacional pasajeros 1%,FALSE,liability_current,l10n_co_chart_template_generic
co_puc_23652530,23652530,Retencion en la fuente por servicio temporales de empleo (sobre AIU) 1%,FALSE,liability_current,l10n_co_chart_template_generic
co_puc_23652535,23652535,Retencion en la fuente por servicio de vigilancia y aseo (sobre AIU) 2%,FALSE,liability_current,l10n_co_chart_template_generic
co_puc_23652540,23652540,Retencion en la fuente por servicio integrales de salud 2%,FALSE,liability_current,l10n_co_chart_template_generic
co_puc_23652545,23652545,Retencion en la fuente por servicio de hoteles y restaurantes 3.5%,FALSE,liability_current,l10n_co_chart_template_generic
co_puc_23652550,23652550,Retencion en la fuente por contratos de obra inmuebles 2%,FALSE,liability_current,l10n_co_chart_template_generic
co_puc_23653005,23653005,Retencion en la fuente por arrendamientos Bienes Muebles 4%,FALSE,liability_current,l10n_co_chart_template_generic
co_puc_23653010,23653010,Retencion en la fuente por arrendamientos Bienes Inmuebles 3.5%,FALSE,liability_current,l10n_co_chart_template_generic
co_puc_23653510,23653510,Retencion en la fuente por rendimientos financieros generales 7%,FALSE,liability_current,l10n_co_chart_template_generic
co_puc_23654005,23654005,Retencion en la fuente por compras declarantes 2.5%,FALSE,liability_current,l10n_co_chart_template_generic
co_puc_23654010,23654010,Retencion en la fuente por compras no declarantes 3.5%,FALSE,liability_current,l10n_co_chart_template_generic
co_puc_23654015,23654015,Retencion en la fuente por compras bienes agricolas 1.5%,FALSE,liability_current,l10n_co_chart_template_generic
co_puc_23654020,23654020,Retencion en la fuente por compra cafe 0.5%,FALSE,liability_current,l10n_co_chart_template_generic
co_puc_23654025,23654025,Retencion en la fuente por compra combustibles 0.1%,FALSE,liability_current,l10n_co_chart_template_generic
co_puc_23654030,23654030,Retencion en la fuente por adquisicion de vehiculos 1%,FALSE,liability_current,l10n_co_chart_template_generic
co_puc_23654035,23654035,Retencion en la fuente por adquisicion de bienes raices comerciales 2.5%,FALSE,liability_current,l10n_co_chart_template_generic
co_puc_23654040,23654040,Retencion en la fuente por ventas de activos fijos 1%,FALSE,liability_current,l10n_co_chart_template_generic
co_puc_23655005,23655005,Retencion en la fuente por consultorias servicios tecnicos y asistencia tecnica pagos al exterior 10%,FALSE,liability_current,l10n_co_chart_template_generic
co_puc_236575,236575,Autorretenciones,FALSE,liability_current,l10n_co_chart_template_generic
co_puc_236705,236705,Impuesto a Las Ventas Retenido,FALSE,liability_current,l10n_co_chart_template_generic
co_puc_236805,236805,Impuesto de Industria y Comercio Retenido,FALSE,liability_current,l10n_co_chart_template_generic
co_puc_237005,237005,"Aportes a Entidades Promotoras de Salud, Eps",false,liability_current,l10n_co_chart_template_generic
co_puc_237006,237006,"Aportes a Administradoras de Riesgos Profesionales, Arp",false,liability_current,l10n_co_chart_template_generic
co_puc_237010,237010,"Aportes al Icbf, Sena y Cajas de Compensación",false,liability_current,l10n_co_chart_template_generic
co_puc_237025,237025,Embargos Judiciales,FALSE,liability_current,l10n_co_chart_template_generic
co_puc_237030,237030,Libranzas,FALSE,liability_current,l10n_co_chart_template_generic
co_puc_237035,237035,Sindicatos,FALSE,liability_current,l10n_co_chart_template_generic
co_puc_238030,238030,Fondos de Cesantías y/o Pensiones,FALSE,liability_current,l10n_co_chart_template_generic
co_puc_238095,238095,Otros,FALSE,liability_current,l10n_co_chart_template_generic
co_puc_240405,240405,Vigencia Fiscal Corriente,FALSE,liability_current,l10n_co_chart_template_generic
co_puc_2408050505,2408050505,Ventas Iva 19%,FALSE,liability_current,l10n_co_chart_template_generic
co_puc_2408050510,2408050510,Ventas Iva 5%,FALSE,liability_current,l10n_co_chart_template_generic
co_puc_2408051005,2408051005,Venta Anulada Iva 19%,FALSE,liability_current,l10n_co_chart_template_generic
co_puc_2408051010,2408051010,Venta Anulada Iva 5%,FALSE,liability_current,l10n_co_chart_template_generic
co_puc_2408100505,2408100505,Descontable Iva 19%,FALSE,liability_current,l10n_co_chart_template_generic
co_puc_2408100510,2408100510,Descontable Iva 5%,FALSE,liability_current,l10n_co_chart_template_generic
co_puc_2408100515,2408100515,Descontable Iva 16%,FALSE,liability_current,l10n_co_chart_template_generic
co_puc_2408101005,2408101005,Compra Anulada Iva 19%,FALSE,liability_current,l10n_co_chart_template_generic
co_puc_2408101010,2408101010,Compra Anulada Iva 5%,FALSE,liability_current,l10n_co_chart_template_generic
co_puc_2408101015,2408101015,Compra Anulada Iva 16%,FALSE,liability_current,l10n_co_chart_template_generic
co_puc_240820,240820,Iva Descontable a Regimen Simplificado (Commun/Proporcional) - Solo Esta la DIAN lo Interpreta Utilizable,FALSE,liability_current,l10n_co_chart_template_generic
co_puc_24082005,24082005,Iva retenido a regimen simplificado,FALSE,liability_current,l10n_co_chart_template_generic
co_puc_241205,241205,Vigencia Fiscal Corriente,FALSE,liability_current,l10n_co_chart_template_generic
co_puc_245605,245605,a Las Importaciones,FALSE,liability_current,l10n_co_chart_template_generic
co_puc_249505,249505,Otros,FALSE,liability_current,l10n_co_chart_template_generic
co_puc_249515,249515,IBUA,FALSE,liability_current,l10n_co_chart_template_generic
co_puc_249525,249525,ICUI,FALSE,liability_current,l10n_co_chart_template_generic
co_puc_250505,250505,Salarios Por Pagar,FALSE,liability_current,l10n_co_chart_template_generic
co_puc_251010,251010,Ley 50 de 1990 y Normas Posteriores,FALSE,liability_current,l10n_co_chart_template_generic
co_puc_251505,251505,Intereses Sobre Cesantías,FALSE,liability_current,l10n_co_chart_template_generic
co_puc_252005,252005,Prima de Servicios,FALSE,liability_current,l10n_co_chart_template_generic
co_puc_252505,252505,Vacaciones Consolidadas,FALSE,liability_current,l10n_co_chart_template_generic
co_puc_261005,261005,Cesantías,FALSE,liability_current,l10n_co_chart_template_generic
co_puc_261010,261010,Intereses Sobre Cesantías,FALSE,liability_current,l10n_co_chart_template_generic
co_puc_261015,261015,Vacaciones,FALSE,liability_current,l10n_co_chart_template_generic
co_puc_261020,261020,Prima de Servicios,FALSE,liability_current,l10n_co_chart_template_generic
co_puc_261505,261505,de Renta y Complementarios,FALSE,liability_current,l10n_co_chart_template_generic
co_puc_261510,261510,de Industria y Comercio,FALSE,liability_current,l10n_co_chart_template_generic
co_puc_280505,280505,de Clientes,FALSE,liability_current,l10n_co_chart_template_generic
co_puc_280510,280510,Sobre Contratos,FALSE,liability_current,l10n_co_chart_template_generic
co_puc_280595,280595,Otros,FALSE,liability_current,l10n_co_chart_template_generic
co_puc_310505,310505,Capital Autorizado,FALSE,equity,l10n_co_chart_template_generic
co_puc_310510,310510,Capital Por Suscribir (db),FALSE,equity,l10n_co_chart_template_generic
co_puc_320505,320505,Prima en Colocación de Acciones,FALSE,equity,l10n_co_chart_template_generic
co_puc_330505,330505,Reserva Legal,FALSE,equity,l10n_co_chart_template_generic
co_puc_340505,340505,de Capital Social,FALSE,equity,l10n_co_chart_template_generic
co_puc_340515,340515,de Reservas,FALSE,equity,l10n_co_chart_template_generic
co_puc_340520,340520,de Resultados de Ejercicios Anteriores,FALSE,equity,l10n_co_chart_template_generic
co_puc_360505,360505,Utilidad Del Ejercicio,FALSE,equity,l10n_co_chart_template_generic
co_puc_370505,370505,Utilidades Acumuladas,FALSE,equity,l10n_co_chart_template_generic
co_puc_413502,413502,Venta de vehículos automotores,FALSE,income,l10n_co_chart_template_generic
co_puc_413504,413504,"Mantenimiento, reparación y lavado de vehículos automotores",FALSE,income,l10n_co_chart_template_generic
co_puc_413506,413506,"Venta de partes, piezas y accesorios de vehículos automotores",FALSE,income,l10n_co_chart_template_generic
co_puc_413508,413508,"Venta de combustibles sólidos, líquidos, gaseosos",FALSE,income,l10n_co_chart_template_generic
co_puc_413510,413510,"Venta de lubricantes, aditivos, llantas y lujos para automotores",FALSE,income,l10n_co_chart_template_generic
co_puc_413512,413512,Venta a cambio de retribución o por contrata,FALSE,income,l10n_co_chart_template_generic
co_puc_413514,413514,"Venta de insumos, materias primas agropecuarias y flores",FALSE,income,l10n_co_chart_template_generic
co_puc_413516,413516,Venta de otros insumos y materias primas no agropecuarias,FALSE,income,l10n_co_chart_template_generic
co_puc_413518,413518,Venta de animales vivos y cueros,FALSE,income,l10n_co_chart_template_generic
co_puc_413520,413520,Venta de productos en almacenes no especializados,FALSE,income,l10n_co_chart_template_generic
co_puc_413522,413522,Venta de productos agropecuarios,FALSE,income,l10n_co_chart_template_generic
co_puc_413524,413524,"Venta de productos textiles, de vestir, de cuero y calzado",FALSE,income,l10n_co_chart_template_generic
co_puc_413526,413526,Venta de papel y cartón,FALSE,income,l10n_co_chart_template_generic
co_puc_413528,413528,"Venta de libros, revistas, elementos de papelería, útiles y textos escolares",FALSE,income,l10n_co_chart_template_generic
co_puc_413530,413530,"Venta de juegos, juguetes y artículos deportivos",FALSE,income,l10n_co_chart_template_generic
co_puc_413532,413532,Venta de instrumentos quirúrgicos y ortopédicos,FALSE,income,l10n_co_chart_template_generic
co_puc_413534,413534,Venta de artículos en relojerías y joyerías,FALSE,income,l10n_co_chart_template_generic
co_puc_413536,413536,Venta de electrodomésticos y muebles,FALSE,income,l10n_co_chart_template_generic
co_puc_413538,413538,"Venta de productos de aseo, farmacéuticos, medicinales, y artículos de tocador",FALSE,income,l10n_co_chart_template_generic
co_puc_413540,413540,"Venta de cubiertos, vajillas, cristalería, porcelanas, cerámicas y otros artículos de uso doméstico",FALSE,income,l10n_co_chart_template_generic
co_puc_413542,413542,"Venta de materiales de construcción, fontanería y calefacción",FALSE,income,l10n_co_chart_template_generic
co_puc_413544,413544,Venta de pinturas y lacas,FALSE,income,l10n_co_chart_template_generic
co_puc_413546,413546,Venta de productos de vidrios y marquetería,FALSE,income,l10n_co_chart_template_generic
co_puc_413548,413548,Venta de herramientas y artículos de ferretría,FALSE,income,l10n_co_chart_template_generic
co_puc_413550,413550,Venta de químicos,FALSE,income,l10n_co_chart_template_generic
co_puc_413552,413552,"Venta de productos intermedios, desperdicios y desechos",FALSE,income,l10n_co_chart_template_generic
co_puc_413554,413554,"Venta de maquinaria, equipo de oficina y programas de computador",FALSE,income,l10n_co_chart_template_generic
co_puc_413556,413556,Venta de artículos en cacharrerías y misceláneas,FALSE,income,l10n_co_chart_template_generic
co_puc_413558,413558,Venta de instrumentos musicales,FALSE,income,l10n_co_chart_template_generic
co_puc_413560,413560,Venta de artículos en casas de empeño y prenderías,FALSE,income,l10n_co_chart_template_generic
co_puc_413562,413562,Venta de equipo fotográfico,FALSE,income,l10n_co_chart_template_generic
co_puc_413564,413564,Venta de equipo óptico y de precisión,FALSE,income,l10n_co_chart_template_generic
co_puc_413566,413566,Venta de empaques,FALSE,income,l10n_co_chart_template_generic
co_puc_413568,413568,Venta de equipo profesional y científico,FALSE,income,l10n_co_chart_template_generic
co_puc_413570,413570,"Venta de loterías, rifas, chance, apuestas y similares",FALSE,income,l10n_co_chart_template_generic
co_puc_413572,413572,Reparación de efectos personales y electrodomésticos,FALSE,income,l10n_co_chart_template_generic
co_puc_413595,413595,Venta de Otros Productos,FALSE,income,l10n_co_chart_template_generic
co_puc_415505,415505,Arrendamientos de Bienes Inmuebles,FALSE,income,l10n_co_chart_template_generic
co_puc_421005,421005,Intereses,FALSE,income,l10n_co_chart_template_generic
co_puc_421020,421020,Diferencia en Cambio,FALSE,income,l10n_co_chart_template_generic
co_puc_421040,421040,Descuentos Comerciales Condicionados,FALSE,income,l10n_co_chart_template_generic
co_puc_423005,423005,Asesorías,FALSE,income,l10n_co_chart_template_generic
co_puc_423010,423010,Asistencia Técnica,FALSE,income,l10n_co_chart_template_generic
co_puc_423015,423015,Administración de Vinculadas,FALSE,income,l10n_co_chart_template_generic
co_puc_423580,423580,Fletes,FALSE,income,l10n_co_chart_template_generic
co_puc_425050,425050,Reintegro de Otros Costos y Gastos,FALSE,income,l10n_co_chart_template_generic
co_puc_425505,425505,Por Siniestro,FALSE,income,l10n_co_chart_template_generic
co_puc_429595,429595,Otros,FALSE,income,l10n_co_chart_template_generic
co_puc_510503,510503,Salario Integral,FALSE,expense,l10n_co_chart_template_generic
co_puc_510506,510506,Sueldos,FALSE,expense,l10n_co_chart_template_generic
co_puc_510515,510515,Horas Extras y Recargos,FALSE,expense,l10n_co_chart_template_generic
co_puc_510518,510518,Comisiones,FALSE,expense,l10n_co_chart_template_generic
co_puc_510521,510521,Viáticos,FALSE,expense,l10n_co_chart_template_generic
co_puc_510524,510524,Incapacidades,FALSE,expense,l10n_co_chart_template_generic
co_puc_510527,510527,Auxilio de Transporte,FALSE,expense,l10n_co_chart_template_generic
co_puc_510530,510530,Cesantías,FALSE,expense,l10n_co_chart_template_generic
co_puc_510533,510533,Intereses Sobre Cesantías,FALSE,expense,l10n_co_chart_template_generic
co_puc_510536,510536,Prima de Servicios,FALSE,expense,l10n_co_chart_template_generic
co_puc_510539,510539,Vacaciones,FALSE,expense,l10n_co_chart_template_generic
co_puc_510548,510548,Bonificaciones,FALSE,expense,l10n_co_chart_template_generic
co_puc_510551,510551,Dotación y Suministro a Trabajadores,FALSE,expense,l10n_co_chart_template_generic
co_puc_510560,510560,Indemnizaciones Laborales,FALSE,expense,l10n_co_chart_template_generic
co_puc_510563,510563,Capacitación al Personal,FALSE,expense,l10n_co_chart_template_generic
co_puc_510568,510568,"Aportes a Administradoras de Riesgos Profesionales, Arp",false,expense,l10n_co_chart_template_generic
co_puc_510569,510569,"Aportes a Entidades Promotoras de Salud, Eps",false,expense,l10n_co_chart_template_generic
co_puc_510570,510570,Aportes a Fondos de Pensiones y/o Cesantías,FALSE,expense,l10n_co_chart_template_generic
co_puc_510572,510572,Aportes Cajas de Compensación Familiar,FALSE,expense,l10n_co_chart_template_generic
co_puc_510575,510575,Aportes Icbf,FALSE,expense,l10n_co_chart_template_generic
co_puc_510578,510578,Sena,FALSE,expense,l10n_co_chart_template_generic
co_puc_510584,510584,Gastos Médicos y Drogas,FALSE,expense,l10n_co_chart_template_generic
co_puc_510595,510595,Otros,FALSE,expense,l10n_co_chart_template_generic
co_puc_511010,511010,Revisoría Fiscal,FALSE,expense,l10n_co_chart_template_generic
co_puc_511025,511025,Asesoría Jurídica,FALSE,expense,l10n_co_chart_template_generic
co_puc_511035,511035,Asesoría Técnica,FALSE,expense,l10n_co_chart_template_generic
co_puc_511515,511515,a la Propiedad Raíz,FALSE,expense,l10n_co_chart_template_generic
co_puc_511525,511525,de Valorización,FALSE,expense,l10n_co_chart_template_generic
co_puc_511540,511540,de Vehículos,FALSE,expense,l10n_co_chart_template_generic
co_puc_511570,511570,Iva Descontable,FALSE,expense,l10n_co_chart_template_generic
co_puc_511595,511595,Otros,FALSE,expense,l10n_co_chart_template_generic
co_puc_512010,512010,Construcciones y Edificaciones,FALSE,expense,l10n_co_chart_template_generic
co_puc_512020,512020,Equipo de Oficina,FALSE,expense,l10n_co_chart_template_generic
co_puc_512025,512025,Equipo de Computación y Comunicación,FALSE,expense,l10n_co_chart_template_generic
co_puc_512040,512040,Flota y Equipo de Transporte,FALSE,expense,l10n_co_chart_template_generic
co_puc_512505,512505,Contribuciones,FALSE,expense,l10n_co_chart_template_generic
co_puc_512510,512510,Afiliaciones y Sostenimiento,FALSE,expense,l10n_co_chart_template_generic
co_puc_513010,513010,Cumplimiento,FALSE,expense,l10n_co_chart_template_generic
co_puc_513025,513025,Incendio,FALSE,expense,l10n_co_chart_template_generic
co_puc_513030,513030,Terremoto,FALSE,expense,l10n_co_chart_template_generic
co_puc_513035,513035,Sustracción y Hurto,FALSE,expense,l10n_co_chart_template_generic
co_puc_513040,513040,Flota y Equipo de Transporte,FALSE,expense,l10n_co_chart_template_generic
co_puc_513060,513060,Responsabilidad Civil y Extracontractual,FALSE,expense,l10n_co_chart_template_generic
co_puc_513075,513075,Obligatorio Accidente de Tránsito,FALSE,expense,l10n_co_chart_template_generic
co_puc_513085,513085,Transporte de Mercancía,FALSE,expense,l10n_co_chart_template_generic
co_puc_513095,513095,Otros,FALSE,expense,l10n_co_chart_template_generic
co_puc_513510,513510,Temporales,FALSE,expense,l10n_co_chart_template_generic
co_puc_513520,513520,Procesamiento Electrónico de Datos,FALSE,expense,l10n_co_chart_template_generic
co_puc_513525,513525,Acueducto y Alcantarillado,FALSE,expense,l10n_co_chart_template_generic
co_puc_513530,513530,Energía Eléctrica,FALSE,expense,l10n_co_chart_template_generic
co_puc_513535,513535,Teléfono,FALSE,expense,l10n_co_chart_template_generic
co_puc_513540,513540,"Correo, Portes y Telegramas",false,expense,l10n_co_chart_template_generic
co_puc_513550,513550,"Transporte, Fletes y Acarreos",false,expense,l10n_co_chart_template_generic
co_puc_513555,513555,Gas,FALSE,expense,l10n_co_chart_template_generic
co_puc_513595,513595,Otros,FALSE,expense,l10n_co_chart_template_generic
co_puc_514005,514005,Notariales,FALSE,expense,l10n_co_chart_template_generic
co_puc_514010,514010,Registro Mercantil,FALSE,expense,l10n_co_chart_template_generic
co_puc_514015,514015,Trámites y Licencias,FALSE,expense,l10n_co_chart_template_generic
co_puc_514510,514510,Construcciones y Edificaciones,FALSE,expense,l10n_co_chart_template_generic
co_puc_514515,514515,Maquinaria y Equipo,FALSE,expense,l10n_co_chart_template_generic
co_puc_514520,514520,Equipo de Oficina,FALSE,expense,l10n_co_chart_template_generic
co_puc_514525,514525,Equipo de Computación y Comunicación,FALSE,expense,l10n_co_chart_template_generic
co_puc_514540,514540,Flota y Equipo de Transporte,FALSE,expense,l10n_co_chart_template_generic
co_puc_515005,515005,Instalaciones Eléctricas,FALSE,expense,l10n_co_chart_template_generic
co_puc_515015,515015,Reparaciones Locativas,FALSE,expense,l10n_co_chart_template_generic
co_puc_515505,515505,Alojamiento y Manutención,FALSE,expense,l10n_co_chart_template_generic
co_puc_515515,515515,Pasajes Aéreos,FALSE,expense,l10n_co_chart_template_generic
co_puc_515520,515520,Pasajes Terrestres,FALSE,expense,l10n_co_chart_template_generic
co_puc_516005,516005,Construcciones y Edificaciones,FALSE,expense,l10n_co_chart_template_generic
co_puc_516010,516010,Maquinaria y Equipo,FALSE,expense,l10n_co_chart_template_generic
co_puc_516015,516015,Equipo de Oficina,FALSE,expense,l10n_co_chart_template_generic
co_puc_516020,516020,Equipo de Computación y Comunicación,FALSE,expense,l10n_co_chart_template_generic
co_puc_516035,516035,Flota y Equipo de Transporte,FALSE,expense,l10n_co_chart_template_generic
co_puc_516515,516515,Cargos Diferidos,FALSE,expense,l10n_co_chart_template_generic
co_puc_519510,519510,"Libros, Suscripciones, periódicos y revistas",FALSE,expense,l10n_co_chart_template_generic
co_puc_519525,519525,Elementos de Aseo y Cafetería,FALSE,expense,l10n_co_chart_template_generic
co_puc_519530,519530,"Útiles, Papelería y Fotocopias",false,expense,l10n_co_chart_template_generic
co_puc_519545,519545,Taxis y Buses,FALSE,expense,l10n_co_chart_template_generic
co_puc_519560,519560,Casino y Restaurante,FALSE,expense,l10n_co_chart_template_generic
co_puc_519565,519565,Parqueaderos,FALSE,expense,l10n_co_chart_template_generic
co_puc_520503,520503,Salario Integral,FALSE,expense,l10n_co_chart_template_generic
co_puc_520506,520506,Sueldos,FALSE,expense,l10n_co_chart_template_generic
co_puc_520515,520515,Horas Extras y Recargos,FALSE,expense,l10n_co_chart_template_generic
co_puc_520518,520518,Comisiones,FALSE,expense,l10n_co_chart_template_generic
co_puc_520521,520521,Viáticos,FALSE,expense,l10n_co_chart_template_generic
co_puc_520524,520524,Incapacidades,FALSE,expense,l10n_co_chart_template_generic
co_puc_520527,520527,Auxilio de Transporte,FALSE,expense,l10n_co_chart_template_generic
co_puc_520530,520530,Cesantías,FALSE,expense,l10n_co_chart_template_generic
co_puc_520533,520533,Intereses Sobre Cesantías,FALSE,expense,l10n_co_chart_template_generic
co_puc_520536,520536,Prima de Servicios,FALSE,expense,l10n_co_chart_template_generic
co_puc_520539,520539,Vacaciones,FALSE,expense,l10n_co_chart_template_generic
co_puc_520548,520548,Bonificaciones,FALSE,expense,l10n_co_chart_template_generic
co_puc_520551,520551,Dotación y Suministro a Trabajadores,FALSE,expense,l10n_co_chart_template_generic
co_puc_520554,520554,Seguros,FALSE,expense,l10n_co_chart_template_generic
co_puc_520560,520560,Indemnizaciones Laborales,FALSE,expense,l10n_co_chart_template_generic
co_puc_520563,520563,Capacitación al Personal,FALSE,expense,l10n_co_chart_template_generic
co_puc_520568,520568,"Aportes a Administradoras de Riesgos Profesionales, Arp",false,expense,l10n_co_chart_template_generic
co_puc_520569,520569,"Aportes a Entidades Promotoras de Salud, Eps",false,expense,l10n_co_chart_template_generic
co_puc_520570,520570,Aportes a Fondos de Pensiones y/o Cesantías,FALSE,expense,l10n_co_chart_template_generic
co_puc_520572,520572,Aportes Cajas de Compensación Familiar,FALSE,expense,l10n_co_chart_template_generic
co_puc_520575,520575,Aportes Icbf,FALSE,expense,l10n_co_chart_template_generic
co_puc_520578,520578,Sena,FALSE,expense,l10n_co_chart_template_generic
