id,name,applicability
tag_89,IVA16Bc<SI,taxes
tag_90,IVA16Sc<,taxes
tag_91,IVA16Sc<EX,taxes
tag_92,IVA16Sc<ZF,taxes
tag_93,IVA16Sc<SI,taxes
tag_94,IVA05Bn<,taxes
tag_95,IVA05Bn<EX,taxes
tag_96,IVA05Bn<ZF,taxes
tag_97,IVA05Bn<SI,taxes
tag_98,IVA05Sn<,taxes
tag_99,IVA05Sn<EX,taxes
tag_100,IVA05Sn<ZF,taxes
tag_101,IVA05Sn<SI,taxes
tag_102,IVA16Bn<,taxes
tag_103,IVA16Bn<EX,taxes
tag_104,IVA16Bn<ZF,taxes
tag_105,IVA16Bn<SI,taxes
tag_106,IVA16Sn<,taxes
tag_107,IVA16Sn<EX,taxes
tag_108,IVA16Sn<ZF,taxes
tag_109,IVA16Sn<SI,taxes
tag_110,IVAeeB<,taxes
tag_111,IVAeeB<EX,taxes
tag_112,IVAeeB<ZF,taxes
tag_113,IVAeeB<SI,taxes
tag_114,IVAeeS<,taxes
tag_115,IVAeeS<EX,taxes
tag_116,IVAeeS<ZF,taxes
tag_117,IVAeeS<SI,taxes
tag_118,IVAecB<,taxes
tag_119,IVAecB<EX,taxes
tag_120,IVAecB<ZF,taxes
tag_121,IVAecB<SI,taxes
tag_122,IVAecS<,taxes
tag_123,IVAecS<EX,taxes
tag_124,IVAecS<ZF,taxes
tag_125,IVAecS<SI,taxes
tag_126,IVAngB<,taxes
tag_127,IVAngB<EX,taxes
tag_128,IVAngB<ZF,taxes
tag_129,IVAngB<SI,taxes
tag_130,IVAngS<,taxes
tag_131,IVAngS<EX,taxes
tag_132,IVAngS<ZF,taxes
tag_133,IVAngS<SI,taxes
tag_134,rIVA24>RC,taxes
tag_135,rIVA75>RC,taxes
tag_136,rIVA24<RC,taxes
tag_137,rIVA75<RC,taxes
tag_138,rIVA24D<RS\,taxes
tag_139,rIVA24D<RS/,taxes
tag_140,rIVA24D<RS,taxes
tag_141,rIVA75D<RS\,taxes
tag_142,rIVA75D<RS/,taxes
tag_143,rIVA75D<RS,taxes
tag_144,rIVA16D<EX\,taxes
tag_145,rIVA16D<EX/,taxes
tag_146,rIVA16D<EX,taxes
tag_147,rIVA24C<RS\,taxes
tag_148,rIVA24C<RS/,taxes
tag_149,rIVA24C<RS,taxes
tag_150,rIVA75C<RS\,taxes
tag_151,rIVA75C<RS/,taxes
tag_152,rIVA75C<RS,taxes
tag_153,rIVA16C<EX\,taxes
tag_154,rIVA16C<EX/,taxes
tag_155,rIVA16C<EX,taxes
tag_156,rIVA24N<RS\,taxes
tag_157,rIVA24N<RS/,taxes
tag_158,rIVA24N<RS,taxes
tag_159,rIVA75N<RS\,taxes
tag_160,rIVA75N<RS/,taxes
tag_161,rIVA75N<RS,taxes
tag_162,rIVA16N<EX\,taxes
tag_163,rIVA16N<EX/,taxes
tag_164,rIVA16N<EX,taxes
tag_165,rRENenaAFIJ>,taxes
tag_166,rRENenaAFIJ<,taxes
tag_167,rRENenaAFIJ>EX,taxes
tag_168,rRENenaAFIJ>,taxes
tag_169,rRENadqRAIC>,taxes
tag_170,rRENadqRAIC<,taxes
tag_171,rRENadqRAIC>EX,taxes
tag_172,rRENadqRAIC>PF,taxes
tag_173,rRENadqRAIC<AR\,taxes
tag_174,rRENadqRAIC<AR/,taxes
tag_175,rRENadqRAIC<AR,taxes
tag_176,rRENadqVIVIa>,taxes
tag_177,rRENadqVIVIa<,taxes
tag_178,rRENadqVIVIa>EX,taxes
tag_179,rRENadqVIVIa>PF,taxes
tag_180,rRENadqVIVIa<AR\,taxes
tag_181,rRENadqVIVIa<AR/,taxes
tag_182,rRENadqVIVIa<AR,taxes
tag_183,rRENadqVIVIb>,taxes
tag_184,rRENadqVIVIb<,taxes
tag_185,rRENadqVIVIb>EX,taxes
tag_186,rRENadqVIVIb>PF,taxes
tag_187,rRENadqVIVIb<AR\,taxes
tag_188,rRENadqVIVIb<AR/,taxes
tag_189,rRENadqVIVIb<AR,taxes
tag_190,rRENadqVEHI>,taxes
tag_191,rRENadqVEHI<,taxes
tag_192,rRENadqVEHI>EX,taxes
tag_193,rRENadqVEHI>PF,taxes
tag_194,rRENadqVEHI<AR\,taxes
tag_195,rRENadqVEHI<AR/,taxes
tag_196,rRENadqVEHI<AR,taxes
tag_197,rRENarrMUEB>,taxes
tag_198,rRENarrMUEB<,taxes
tag_199,rRENarrMUEB>EX,taxes
tag_200,rRENarrMUEB>PF,taxes
tag_201,rRENarrMUEB<AR\,taxes
tag_202,rRENarrMUEB<AR/,taxes
tag_203,rRENarrMUEB<AR,taxes
tag_204,rRENarrRAICd>,taxes
tag_205,rRENarrRAICd<,taxes
tag_206,rRENarrRAICd>EX,taxes
tag_207,rRENarrRAICd>PF,taxes
tag_208,rRENarrRAICd<AR\,taxes
tag_209,rRENarrRAICd<AR/,taxes
tag_210,rRENarrRAICd<AR,taxes
tag_211,rRENarrRAICn>,taxes
tag_212,rRENarrRAICn<,taxes
tag_213,rRENarrRAICn>EX,taxes
tag_214,rRENarrRAICn>PF,taxes
tag_215,rRENcmsSECF>,taxes
tag_216,rRENcmsSECF<,taxes
tag_217,rRENcmsSECF>EX,taxes
tag_218,rRENcmsSECF>PF,taxes
tag_219,rRENcmsSECF<AR\,taxes
tag_220,rRENcmsSECF<AR/,taxes
tag_221,rRENcmsSECF<AR,taxes
tag_222,rRENcmsBOLS>,taxes
tag_223,rRENcmsBOLS<,taxes
tag_224,rRENcmsBOLS>EX,taxes
tag_225,rRENcmsBOLS>PF,taxes
tag_226,rRENcmsBOLS<AR\,taxes
tag_227,rRENcmsBOLS<AR/,taxes
tag_228,rRENcmsBOLS<AR,taxes
tag_229,rRENcmpCAFE>,taxes
tag_230,rRENcmpCAFE<,taxes
tag_231,rRENcmpCAFE>EX,taxes
tag_232,rRENcmpCAFE>PF,taxes
tag_233,rRENcmpCAFE<AR\,taxes
tag_234,rRENcmpCAFE<AR/,taxes
tag_235,rRENcmpCAFE<AR,taxes
tag_236,rRENcmpAGRO>,taxes
tag_237,rRENcmpAGRO<,taxes
tag_238,rRENcmpAGRO>EX,taxes
tag_239,rRENcmpAGRO>PF,taxes
tag_240,rRENcmpAGRO<AR\,taxes
tag_241,rRENcmpAGRO<AR/,taxes
tag_242,rRENcmpAGRO<AR,taxes
tag_243,rRENcmpPETR>,taxes
tag_244,rRENcmpPETR<,taxes
tag_245,rRENcmpPETR>EX,taxes
tag_246,rRENcmpPETR>PF,taxes
tag_247,rRENcmpPETR<AR\,taxes
tag_248,rRENcmpPETR<AR/,taxes
tag_249,rRENcmpPETR<AR,taxes
tag_250,rRENcsuPUBL>,taxes
tag_251,rRENcsuPUBL<,taxes
tag_252,rRENcsuPUBL>EX,taxes
tag_253,rRENcsuPUBL>PF,taxes
tag_254,rRENcsuPUBL<AR\,taxes
tag_255,rRENcsuPUBL<AR/,taxes
tag_256,rRENcsuPUBL<AR,taxes
tag_257,rRENcsuINFRd>,taxes
tag_258,rRENcsuINFRd<,taxes
tag_259,rRENcsuINFRd>EX,taxes
tag_260,rRENcsuINFRd>PF,taxes
tag_261,rRENcsuINFRd<AR\,taxes
tag_262,rRENcsuINFRd<AR/,taxes
tag_263,rRENcsuINFRd<AR,taxes
tag_264,rRENcsuINFRnA>,taxes
tag_265,rRENcsuINFRnA<,taxes
tag_266,rRENcsuINFRnA>EX,taxes
tag_267,rRENcsuINFRnB>,taxes
tag_268,rRENcsuINFRnB<,taxes
tag_269,rRENcsuINFRnB>EX,taxes
tag_270,rRENcsuINFRnB>PF,taxes
tag_271,rRENctrCSTR>,taxes
tag_272,rRENctrCSTR<,taxes
tag_273,rRENctrCSTR>EX,taxes
tag_274,rRENctrCSTR>PF,taxes
tag_275,rRENctrCSTR<AR\,taxes
tag_276,rRENctrCSTR<AR/,taxes
tag_277,rRENctrCSTR<AR,taxes
tag_278,rRENserPROGd>,taxes
tag_279,rRENserPROGd<,taxes
tag_280,rRENserPROGd>EX,taxes
tag_281,rRENserPROGd>PF,taxes
tag_282,rRENserPROGd<AR\,taxes
tag_283,rRENserPROGd<AR/,taxes
tag_284,rRENserPROGd<AR,taxes
tag_285,rRENexpHIDR<AR\,taxes
tag_286,rRENexpHIDR<AR/,taxes
tag_287,rRENexpHIDR<AR,taxes
tag_288,rRENexpMINE<AR\,taxes
tag_289,rRENexpMINE<AR/,taxes
tag_290,rRENexpMINE<AR,taxes
tag_291,rRENhonNATU>,taxes
tag_292,rRENhonNATU<,taxes
tag_293,rRENhonNATU>EX,taxes
tag_294,rRENhonJURI>,taxes
tag_295,rRENhonJURI<,taxes
tag_296,rRENhonJURI>EX,taxes
tag_297,rRENhonJURI>PF,taxes
tag_298,rRENhonJURI>,taxes
tag_299,rRENhonJURI<,taxes
tag_300,rRENhonJURI>EX,taxes
tag_301,rRENhonJURI>PF,taxes
tag_302,rRENhonJURI<AR\,taxes
tag_303,rRENhonJURI<AR/,taxes
tag_304,rRENhonJURI<AR,taxes
tag_305,rRENcmsNATU>,taxes
tag_306,rRENcmsNATU<,taxes
tag_307,rRENcmsNATU>EX,taxes
tag_308,rRENcmsNATU>PF,taxes
tag_309,rRENcmsJURI>,taxes
tag_310,rRENcmsJURI<,taxes
tag_311,rRENcmsJURI>EX,taxes
tag_312,rRENcmsJURI>,taxes
tag_313,rRENcmsJURI<,taxes
tag_314,rRENcmsJURI>EX,taxes
tag_315,rRENcmsJURI>PF,taxes
tag_316,rRENcmsJURI<AR\,taxes
tag_317,rRENcmsJURI<AR/,taxes
tag_318,rRENcmsJURI<AR,taxes
tag_319,rRENrenFINA<AR\,taxes
tag_320,rRENrenFINA<AR/,taxes
tag_321,rRENrenFINA<AR,taxes
tag_322,rRENrenMUTU<AR\,taxes
tag_323,rRENrenMUTU<AR/,taxes
tag_324,rRENrenMUTU<AR,taxes
tag_325,rRENazaRIFA>,taxes
tag_326,rRENazaRIFA<,taxes
tag_327,rRENazaRIFA>EX,taxes
tag_328,rRENazaRIFA>PF,taxes
tag_329,rRENazaRIFA<AR\,taxes
tag_330,rRENazaRIFA<AR/,taxes
tag_331,rRENazaRIFA<AR,taxes
tag_332,rRENcmpOTROd>,taxes
tag_333,rRENcmpOTROd<,taxes
tag_334,rRENcmpOTROd>EX,taxes
tag_335,rRENcmpOTROd>PF,taxes
tag_336,rRENcmpOTROd<AR\,taxes
tag_337,rRENcmpOTROd<AR/,taxes
tag_338,rRENcmpOTROd<AR,taxes
tag_339,rRENcmpOTROn>,taxes
tag_340,rRENcmpOTROn<,taxes
tag_341,rRENcmpOTROn>EX,taxes
tag_342,rRENcmpOTROn>PF,taxes
tag_343,rRENotrINGRd>,taxes
tag_344,rRENotrINGRd<,taxes
tag_345,rRENotrINGRd>EX,taxes
tag_346,rRENotrINGRd>PF,taxes
tag_347,rRENotrINGRd<AR\,taxes
tag_348,rRENotrINGRd<AR/,taxes
tag_349,rRENotrINGRd<AR,taxes
tag_350,rRENotrINGRn>,taxes
tag_351,rRENotrINGRn<,taxes
tag_352,rRENotrINGRn>EX,taxes
tag_353,rRENotrINGRn>PF,taxes
tag_354,rRENpagARRI>EX,taxes
tag_355,rRENpagARRI>PF,taxes
tag_356,rRENotrECLEd>,taxes
tag_357,rRENotrECLEd<,taxes
tag_358,rRENotrECLEd>EX,taxes
tag_359,rRENotrECLEd>PF,taxes
tag_360,rRENotrECLEn>,taxes
tag_361,rRENotrECLEn<,taxes
tag_362,rRENotrECLEn>EX,taxes
tag_363,rRENotrECLEn>PF,taxes
tag_364,rRENrenFIJO>,taxes
tag_365,rRENrenFIJO<,taxes
tag_366,rRENrenFIJO>EX,taxes
tag_367,rRENrenFIJO>PF,taxes
tag_368,rRENrenFIJO<AR\,taxes
tag_369,rRENrenFIJO<AR/,taxes
tag_370,rRENrenFIJO<AR,taxes
tag_371,rRENazaINDE>,taxes
tag_372,rRENazaINDE<,taxes
tag_373,rRENazaINDE>EX,taxes
tag_374,rRENazaINDE>PF,taxes
tag_375,rRENazaINDE<AR\,taxes
tag_376,rRENazaINDE<AR/,taxes
tag_377,rRENazaINDE<AR,taxes
tag_378,rRENsalE383>,taxes
tag_379,rRENsalR383>,taxes
tag_380,rRENsalI383>,taxes
tag_381,rRENsalE384>,taxes
tag_382,rRENsalR384>,taxes
tag_383,rRENsalI384>,taxes
tag_384,rRENserVIGI>,taxes
tag_385,rRENserVIGI<,taxes
tag_386,rRENserVIGI>EX,taxes
tag_387,rRENserVIGI>PF,taxes
tag_388,rRENserVIGI<AR\,taxes
tag_389,rRENserVIGI<AR/,taxes
tag_390,rRENserVIGI<AR,taxes
tag_391,rRENserRESTd>,taxes
tag_392,rRENserRESTd<,taxes
tag_393,rRENserRESTd>EX,taxes
tag_394,rRENserRESTd>PF,taxes
tag_395,rRENserRESTd<AR\,taxes
tag_396,rRENserRESTd<AR/,taxes
tag_397,rRENserRESTd<AR,taxes
tag_398,rRENserTCARG>,taxes
tag_399,rRENserTCARG<,taxes
tag_400,rRENserTCARG>EX,taxes
tag_401,rRENserTCARG>PF,taxes
tag_402,rRENserTCARG<AR\,taxes
tag_403,rRENserTCARG<AR/,taxes
tag_404,rRENserTCARG<AR,taxes
tag_405,rRENserTPERSd>,taxes
tag_406,rRENserTPERSd<,taxes
tag_407,rRENserTPERSd>EX,taxes
tag_408,rRENserTPERSd>PF,taxes
tag_409,rRENserTPERSd<AR\,taxes
tag_410,rRENserTPERSd<AR/,taxes
tag_411,rRENserTPERSd<AR,taxes
tag_412,rRENserGENEd>,taxes
tag_413,rRENserGENEd<,taxes
tag_414,rRENserGENEd>EX,taxes
tag_415,rRENserGENEd>PF,taxes
tag_416,rRENserGENEd<AR\,taxes
tag_417,rRENserGENEd<AR/,taxes
tag_418,rRENserGENEd<AR,taxes
tag_419,rRENserGENEn>,taxes
tag_420,rRENserGENEn<,taxes
tag_421,rRENserGENEn>EX,taxes
tag_422,rRENserGENEn>PF,taxes
tag_423,rRENserTEMP>,taxes
tag_424,rRENserTEMP<,taxes
tag_425,rRENserTEMP>EX,taxes
tag_426,rRENserTEMP>PF,taxes
tag_427,rRENserTEMP<AR\,taxes
tag_428,rRENserTEMP<AR/,taxes
tag_429,rRENserTEMP<AR,taxes
tag_430,rRENserSISM>,taxes
tag_431,rRENserSISM<,taxes
tag_432,rRENserSISM>EX,taxes
tag_433,rRENserSISM>PF,taxes
tag_434,rRENserSISM<AR\,taxes
tag_435,rRENserSISM<AR/,taxes
tag_436,rRENserSISM<AR,taxes
