"id","country_id:id","state_id:id","name","l10n_pe_code","name@es_419"
"city_pe_0606","base.pe","base.state_pe_06","Cutervo","0606","Cutervo"
"city_pe_0607","base.pe","base.state_pe_06","Hualgayoc","0607","Hualgayoc"
"city_pe_0608","base.pe","base.state_pe_06","Jaén","0608","Jaén"
"city_pe_0609","base.pe","base.state_pe_06","San Ignacio","0609","San Ignacio"
"city_pe_0610","base.pe","base.state_pe_06","San Marcos","0610","San Marcos"
"city_pe_0611","base.pe","base.state_pe_06","San Miguel","0611","San Miguel"
"city_pe_0612","base.pe","base.state_pe_06","San Pablo","0612","San Pablo"
"city_pe_0613","base.pe","base.state_pe_06","Santa Cruz","0613","Santa Cruz"
"city_pe_0701","base.pe","base.state_pe_07","Callao","0701","Callao"
"city_pe_0801","base.pe","base.state_pe_08","Cusco","0801","Cusco"
"city_pe_0802","base.pe","base.state_pe_08","Acomayo","0802","Acomayo"
"city_pe_0803","base.pe","base.state_pe_08","Anta","0803","Anta"
"city_pe_0804","base.pe","base.state_pe_08","Calca","0804","Calca"
"city_pe_0805","base.pe","base.state_pe_08","Canas","0805","Canas"
"city_pe_0806","base.pe","base.state_pe_08","Canchis","0806","Canchis"
"city_pe_0807","base.pe","base.state_pe_08","Chumbivilcas","0807","Chumbivilcas"
"city_pe_0808","base.pe","base.state_pe_08","Espinar","0808","Espinar"
"city_pe_0809","base.pe","base.state_pe_08","La Convención","0809","La Convención"
"city_pe_0810","base.pe","base.state_pe_08","Paruro","0810","Paruro"
"city_pe_0811","base.pe","base.state_pe_08","Paucartambo","0811","Paucartambo"
"city_pe_0812","base.pe","base.state_pe_08","Quispicanchi","0812","Quispicanchi"
"city_pe_0813","base.pe","base.state_pe_08","Urubamba","0813","Urubamba"
"city_pe_0901","base.pe","base.state_pe_09","Huancavelica","0901","Huancavelica"
"city_pe_0902","base.pe","base.state_pe_09","Acobamba","0902","Acobamba"
"city_pe_0903","base.pe","base.state_pe_09","Angaraes","0903","Angaraes"
"city_pe_0904","base.pe","base.state_pe_09","Castrovirreyna","0904","Castrovirreyna"
"city_pe_0905","base.pe","base.state_pe_09","Churcampa","0905","Churcampa"
"city_pe_0906","base.pe","base.state_pe_09","Huaytará","0906","Huaytará"
"city_pe_0907","base.pe","base.state_pe_09","Tayacaja","0907","Tayacaja"
"city_pe_1001","base.pe","base.state_pe_10","Huánuco","1001","Huánuco"
"city_pe_1002","base.pe","base.state_pe_10","Ambo","1002","Ambo"
"city_pe_1003","base.pe","base.state_pe_10","Dos de mayo","1003","Dos de mayo"
"city_pe_1004","base.pe","base.state_pe_10","Huacaybamba","1004","Huacaybamba"
"city_pe_1005","base.pe","base.state_pe_10","Huamalies","1005","Huamalies"
"city_pe_1006","base.pe","base.state_pe_10","Leoncio Prado","1006","Leoncio Prado"
"city_pe_1007","base.pe","base.state_pe_10","Marañón","1007","Marañón"
"city_pe_1008","base.pe","base.state_pe_10","Pachitea","1008","Pachitea"
"city_pe_1009","base.pe","base.state_pe_10","Puerto inca","1009","Puerto inca"
"city_pe_1010","base.pe","base.state_pe_10","Lauricocha","1010","Lauricocha"
"city_pe_1011","base.pe","base.state_pe_10","Yarowilca","1011","Yarowilca"
"city_pe_1101","base.pe","base.state_pe_11","Ica","1101","Ica"
"city_pe_1102","base.pe","base.state_pe_11","Chincha","1102","Chincha"
"city_pe_1103","base.pe","base.state_pe_11","Nazca","1103","Nazca"
"city_pe_1104","base.pe","base.state_pe_11","Palpa","1104","Palpa"
"city_pe_1105","base.pe","base.state_pe_11","Pisco","1105","Pisco"
"city_pe_1201","base.pe","base.state_pe_12","Huancayo","1201","Huancayo"
"city_pe_1202","base.pe","base.state_pe_12","Concepción","1202","Concepción"
"city_pe_1203","base.pe","base.state_pe_12","Chanchamayo","1203","Chanchamayo"
"city_pe_1204","base.pe","base.state_pe_12","Jauja","1204","Jauja"
"city_pe_1205","base.pe","base.state_pe_12","Junin","1205","Junin"
"city_pe_1206","base.pe","base.state_pe_12","Satipo","1206","Satipo"
"city_pe_1207","base.pe","base.state_pe_12","Tarma","1207","Tarma"
"city_pe_1208","base.pe","base.state_pe_12","Yauli","1208","Yauli"
"city_pe_1209","base.pe","base.state_pe_12","Chupaca","1209","Chupaca"
"city_pe_1301","base.pe","base.state_pe_13","Trujillo","1301","Trujillo"
"city_pe_1302","base.pe","base.state_pe_13","Ascope","1302","Ascope"
"city_pe_1303","base.pe","base.state_pe_13","Bolivar","1303","Bolivar"
"city_pe_1304","base.pe","base.state_pe_13","Chepén","1304","Chepén"
"city_pe_1305","base.pe","base.state_pe_13","Julcán","1305","Julcán"
"city_pe_1306","base.pe","base.state_pe_13","Otuzco","1306","Otuzco"
"city_pe_1307","base.pe","base.state_pe_13","Pacasmayo","1307","Pacasmayo"
"city_pe_1308","base.pe","base.state_pe_13","Pataz","1308","Pataz"
"city_pe_1309","base.pe","base.state_pe_13","Sánchez Carrión","1309","Sánchez Carrión"
"city_pe_1310","base.pe","base.state_pe_13","Santiago de Chuco","1310","Santiago de Chuco"
"city_pe_1311","base.pe","base.state_pe_13","Gran Chimú","1311","Gran Chimú"
"city_pe_1312","base.pe","base.state_pe_13","Virú","1312","Virú"
"city_pe_1401","base.pe","base.state_pe_14","Chiclayo","1401","Chiclayo"
"city_pe_1402","base.pe","base.state_pe_14","Ferreñafe","1402","Ferreñafe"
"city_pe_1403","base.pe","base.state_pe_14","Lambayeque","1403","Lambayeque"
"city_pe_1501","base.pe","base.state_pe_15","Lima","1501","Lima"
"city_pe_1502","base.pe","base.state_pe_15","Barranca","1502","Barranca"
"city_pe_1503","base.pe","base.state_pe_15","Cajatambo","1503","Cajatambo"
"city_pe_1504","base.pe","base.state_pe_15","Canta","1504","Canta"
"city_pe_1505","base.pe","base.state_pe_15","Cañete","1505","Cañete"
"city_pe_1506","base.pe","base.state_pe_15","Huaral","1506","Huaral"
"city_pe_1507","base.pe","base.state_pe_15","Huarochiri","1507","Huarochiri"
"city_pe_1508","base.pe","base.state_pe_15","Huaura","1508","Huaura"
"city_pe_1509","base.pe","base.state_pe_15","Oyón","1509","Oyón"
"city_pe_1510","base.pe","base.state_pe_15","Yauyos","1510","Yauyos"
"city_pe_1601","base.pe","base.state_pe_16","Maynas","1601","Maynas"
"city_pe_1602","base.pe","base.state_pe_16","Alto Amazonas","1602","Alto Amazonas"
"city_pe_1603","base.pe","base.state_pe_16","Loreto","1603","Loreto"
"city_pe_1604","base.pe","base.state_pe_16","Mariscal Ramón Castilla","1604","Mariscal Ramón Castilla"
"city_pe_1605","base.pe","base.state_pe_16","Requena","1605","Requena"
"city_pe_1606","base.pe","base.state_pe_16","Ucayali","1606","Ucayali"
"city_pe_1607","base.pe","base.state_pe_16","Datem del Marañón","1607","Datem del Marañón"
"city_pe_1608","base.pe","base.state_pe_16","Putumayo","1608","Putumayo"
"city_pe_1701","base.pe","base.state_pe_17","Tambopata","1701","Tambopata"
"city_pe_1702","base.pe","base.state_pe_17","Manu","1702","Manu"
"city_pe_1703","base.pe","base.state_pe_17","Tahuamanu","1703","Tahuamanu"
"city_pe_1801","base.pe","base.state_pe_18","Mariscal Nieto","1801","Mariscal Nieto"
"city_pe_1802","base.pe","base.state_pe_18","General Sánchez Cerro","1802","General Sánchez Cerro"
"city_pe_1803","base.pe","base.state_pe_18","Ilo","1803","Ilo"
"city_pe_1901","base.pe","base.state_pe_19","Pasco","1901","Pasco"
"city_pe_1902","base.pe","base.state_pe_19","Daniel Alcides Carrión","1902","Daniel Alcides Carrión"
"city_pe_1903","base.pe","base.state_pe_19","Oxapampa","1903","Oxapampa"
"city_pe_2001","base.pe","base.state_pe_20","Piura","2001","Piura"
"city_pe_2002","base.pe","base.state_pe_20","Ayabaca","2002","Ayabaca"
"city_pe_2003","base.pe","base.state_pe_20","Huancabamba","2003","Huancabamba"
"city_pe_2004","base.pe","base.state_pe_20","Morropón","2004","Morropón"
"city_pe_2005","base.pe","base.state_pe_20","Paita","2005","Paita"
"city_pe_2006","base.pe","base.state_pe_20","Sullana","2006","Sullana"
"city_pe_2007","base.pe","base.state_pe_20","Talara","2007","Talara"
"city_pe_2008","base.pe","base.state_pe_20","Sechura","2008","Sechura"
"city_pe_2101","base.pe","base.state_pe_21","Puno","2101","Puno"
"city_pe_2102","base.pe","base.state_pe_21","Azángaro","2102","Azángaro"
"city_pe_2103","base.pe","base.state_pe_21","Carabaya","2103","Carabaya"
"city_pe_2104","base.pe","base.state_pe_21","Chucuito","2104","Chucuito"
"city_pe_2105","base.pe","base.state_pe_21","El Collao","2105","El Collao"
"city_pe_2106","base.pe","base.state_pe_21","Huancané","2106","Huancané"
"city_pe_2107","base.pe","base.state_pe_21","Lampa","2107","Lampa"
"city_pe_2108","base.pe","base.state_pe_21","Melgar","2108","Melgar"
"city_pe_2109","base.pe","base.state_pe_21","Moho","2109","Moho"
"city_pe_2110","base.pe","base.state_pe_21","San Antonio de Putina","2110","San Antonio de Putina"
"city_pe_2111","base.pe","base.state_pe_21","San Román","2111","San Román"
"city_pe_2112","base.pe","base.state_pe_21","Sandia","2112","Sandia"
"city_pe_2113","base.pe","base.state_pe_21","Yunguyo","2113","Yunguyo"
"city_pe_2201","base.pe","base.state_pe_22","Moyobamba","2201","Moyobamba"
"city_pe_2202","base.pe","base.state_pe_22","Bellavista","2202","Bellavista"
"city_pe_2203","base.pe","base.state_pe_22","El Dorado","2203","El Dorado"
"city_pe_2204","base.pe","base.state_pe_22","Huallaga","2204","Huallaga"
"city_pe_2205","base.pe","base.state_pe_22","Lamas","2205","Lamas"
"city_pe_2206","base.pe","base.state_pe_22","Mariscal Cáceres","2206","Mariscal Cáceres"
"city_pe_2207","base.pe","base.state_pe_22","Picota","2207","Picota"
"city_pe_2208","base.pe","base.state_pe_22","Rioja","2208","Rioja"
"city_pe_2209","base.pe","base.state_pe_22","San Martín","2209","San Martín"
"city_pe_2210","base.pe","base.state_pe_22","Tocache","2210","Tocache"
"city_pe_2301","base.pe","base.state_pe_23","Tacna","2301","Tacna"
"city_pe_2302","base.pe","base.state_pe_23","Candarave","2302","Candarave"
"city_pe_2303","base.pe","base.state_pe_23","Jorge Basadre","2303","Jorge Basadre"
"city_pe_2304","base.pe","base.state_pe_23","Tarata","2304","Tarata"
"city_pe_2401","base.pe","base.state_pe_24","Tumbes","2401","Tumbes"
"city_pe_2402","base.pe","base.state_pe_24","Contralmirante Villar","2402","Contralmirante Villar"
"city_pe_2403","base.pe","base.state_pe_24","Zarumilla","2403","Zarumilla"
"city_pe_2501","base.pe","base.state_pe_25","Coronel Portillo","2501","Coronel Portillo"
"city_pe_2502","base.pe","base.state_pe_25","Atalaya","2502","Atalaya"
"city_pe_2503","base.pe","base.state_pe_25","Padre Abad","2503","Padre Abad"
"city_pe_2504","base.pe","base.state_pe_25","Purús","2504","Purús"
