id,name,state_id:id,country_id:id
city_us_63,Fresno,base.state_us_5,base.us
city_us_64,Charleston,base.state_us_41,base.us
city_us_65,Rochester,base.state_us_27,base.us
city_us_66,Dayton,base.state_us_30,base.us
city_us_67,Cape Coral,base.state_us_10,base.us
city_us_68,Mission Viejo,base.state_us_5,base.us
city_us_69,Colorado Springs,base.state_us_6,base.us
city_us_70,Baton Rouge,base.state_us_19,base.us
city_us_71,Allentown,base.state_us_39,base.us
city_us_72,Ogden,base.state_us_45,base.us
city_us_73,Provo,base.state_us_45,base.us
city_us_74,Knoxville,base.state_us_43,base.us
city_us_75,Grand Rapids,base.state_us_35,base.us
city_us_76,Columbia,base.state_us_41,base.us
city_us_77,Albany,base.state_us_27,base.us
city_us_78,Bakersfield,base.state_us_5,base.us
city_us_79,New Haven,base.state_us_7,base.us
city_us_80,Des Moines,base.state_us_16,base.us
city_us_81,Akron,base.state_us_30,base.us
city_us_82,Palm Bay,base.state_us_10,base.us
city_us_83,Concord,base.state_us_5,base.us
city_us_84,Wichita,base.state_us_17,base.us
city_us_85,Mesa,base.state_us_3,base.us
city_us_86,Harrisburg,base.state_us_39,base.us
city_us_87,Staten Island,base.state_us_27,base.us
city_us_88,Toledo,base.state_us_30,base.us
city_us_89,Worcester,base.state_us_34,base.us
city_us_90,Long Beach,base.state_us_5,base.us
city_us_91,Port St. Lucie,base.state_us_10,base.us
city_us_92,Little Rock,base.state_us_4,base.us
city_us_93,Reno,base.state_us_23,base.us
city_us_94,Spokane,base.state_us_48,base.us
city_us_95,Madison,base.state_us_50,base.us
city_us_96,Boise,base.state_us_13,base.us
city_us_97,Bonita Springs,base.state_us_10,base.us
city_us_98,Denton,base.state_us_44,base.us
city_us_99,Oakland,base.state_us_5,base.us
city_us_100,Springfield,base.state_us_34,base.us
city_us_101,Augusta,base.state_us_11,base.us
city_us_102,Kissimmee,base.state_us_10,base.us
city_us_103,Winston-Salem,base.state_us_28,base.us
city_us_104,Stockton,base.state_us_5,base.us
city_us_105,Syracuse,base.state_us_27,base.us
city_us_106,Chattanooga,base.state_us_43,base.us
city_us_107,Lancaster,base.state_us_39,base.us
city_us_108,Greenville,base.state_us_41,base.us
city_us_109,Durham,base.state_us_28,base.us
city_us_110,Pensacola,base.state_us_10,base.us
city_us_111,Fayetteville,base.state_us_4,base.us
city_us_112,Arlington,base.state_us_44,base.us
city_us_113,Aurora,base.state_us_6,base.us
city_us_114,Oxnard,base.state_us_5,base.us
city_us_115,Indio,base.state_us_5,base.us
city_us_116,Scranton,base.state_us_39,base.us
city_us_117,Victorville,base.state_us_5,base.us
city_us_118,Trenton,base.state_us_25,base.us
city_us_119,Modesto,base.state_us_5,base.us
city_us_120,Huntsville,base.state_us_1,base.us
city_us_121,Honolulu,base.state_us_12,base.us
city_us_122,Greensboro,base.state_us_28,base.us
city_us_123,Anaheim,base.state_us_5,base.us
city_us_124,Corpus Christi,base.state_us_44,base.us
city_us_125,Fort Wayne,base.state_us_15,base.us
city_us_126,Fort Collins,base.state_us_6,base.us
city_us_127,Jackson,base.state_us_37,base.us
city_us_128,Myrtle Beach,base.state_us_41,base.us
city_us_129,Fayetteville,base.state_us_28,base.us
city_us_130,Antioch,base.state_us_5,base.us
city_us_131,Lansing,base.state_us_35,base.us
city_us_132,Lexington,base.state_us_18,base.us
city_us_133,Mobile,base.state_us_1,base.us
city_us_134,Youngstown,base.state_us_30,base.us
city_us_135,Henderson,base.state_us_23,base.us
city_us_136,Savannah,base.state_us_11,base.us
city_us_137,Poughkeepsie,base.state_us_27,base.us
city_us_138,Santa Ana,base.state_us_5,base.us
city_us_139,Ann Arbor,base.state_us_35,base.us
city_us_140,St. Paul,base.state_us_36,base.us
city_us_141,Newark,base.state_us_25,base.us
city_us_142,Irvine,base.state_us_5,base.us
city_us_143,Santa Rosa,base.state_us_5,base.us
city_us_144,Canton,base.state_us_30,base.us
city_us_145,Asheville,base.state_us_28,base.us
city_us_146,Flint,base.state_us_35,base.us
city_us_147,Winter Haven,base.state_us_10,base.us
city_us_148,Anchorage,base.state_us_2,base.us
city_us_149,Lincoln,base.state_us_22,base.us
city_us_150,Concord,base.state_us_28,base.us
city_us_151,Jersey City,base.state_us_25,base.us
city_us_152,Springfield,base.state_us_38,base.us
city_us_153,Plano,base.state_us_44,base.us
city_us_154,Shreveport,base.state_us_19,base.us
city_us_155,Davenport,base.state_us_16,base.us
city_us_156,Lubbock,base.state_us_44,base.us
city_us_157,Lakeland,base.state_us_10,base.us
city_us_158,South Bend,base.state_us_15,base.us
city_us_159,Chula Vista,base.state_us_5,base.us
city_us_160,Chandler,base.state_us_3,base.us
city_us_161,Rockford,base.state_us_14,base.us
city_us_162,Reading,base.state_us_39,base.us
city_us_163,Eugene,base.state_us_32,base.us
city_us_164,Wilmington,base.state_us_28,base.us
city_us_165,Santa Clarita,base.state_us_5,base.us
city_us_166,Gilbert,base.state_us_3,base.us
city_us_167,Salem,base.state_us_32,base.us
city_us_168,Killeen,base.state_us_44,base.us
city_us_169,Round Lake Beach,base.state_us_14,base.us
city_us_170,Columbus,base.state_us_11,base.us
city_us_171,North Las Vegas,base.state_us_23,base.us
city_us_172,Kennewick,base.state_us_48,base.us
city_us_173,St. Petersburg,base.state_us_10,base.us
city_us_174,Tallahassee,base.state_us_10,base.us
city_us_175,Laredo,base.state_us_44,base.us
city_us_176,Irving,base.state_us_44,base.us
city_us_177,Peoria,base.state_us_14,base.us
city_us_178,Montgomery,base.state_us_1,base.us
city_us_179,Chesapeake,base.state_us_47,base.us
city_us_180,Glendale,base.state_us_3,base.us
city_us_181,York,base.state_us_39,base.us
city_us_182,Nashua,base.state_us_24,base.us
city_us_183,Garland,base.state_us_44,base.us
city_us_184,Scottsdale,base.state_us_3,base.us
city_us_185,Lafayette,base.state_us_19,base.us
city_us_186,Norfolk,base.state_us_47,base.us
city_us_187,Arlington,base.state_us_47,base.us
city_us_188,Appleton,base.state_us_50,base.us
city_us_189,Rock Hill,base.state_us_41,base.us
city_us_190,Fremont,base.state_us_5,base.us
city_us_191,Fargo,base.state_us_29,base.us
city_us_192,Gulfport,base.state_us_37,base.us
city_us_193,Bremerton,base.state_us_48,base.us
city_us_194,Green Bay,base.state_us_50,base.us
city_us_195,Enterprise,base.state_us_23,base.us
city_us_196,Hialeah,base.state_us_10,base.us
city_us_197,Deltona,base.state_us_10,base.us
city_us_198,San Bernardino,base.state_us_5,base.us
city_us_199,Gainesville,base.state_us_10,base.us
city_us_200,Spring Valley,base.state_us_23,base.us
city_us_201,Tacoma,base.state_us_48,base.us
city_us_202,Roanoke,base.state_us_47,base.us
city_us_203,Brownsville,base.state_us_44,base.us
city_us_204,College Station,base.state_us_44,base.us
city_us_205,Olympia,base.state_us_48,base.us
city_us_206,Clarksville,base.state_us_43,base.us
city_us_207,Yonkers,base.state_us_27,base.us
city_us_208,Moreno Valley,base.state_us_5,base.us
city_us_209,Thousand Oaks,base.state_us_5,base.us
city_us_210,Portland,base.state_us_20,base.us
city_us_211,Fontana,base.state_us_5,base.us
city_us_212,Hickory,base.state_us_28,base.us
city_us_213,Amarillo,base.state_us_44,base.us
city_us_214,Sioux Falls,base.state_us_42,base.us
city_us_215,Evansville,base.state_us_15,base.us
city_us_216,Huntington,base.state_us_49,base.us
city_us_217,Waterbury,base.state_us_7,base.us
city_us_218,Frisco,base.state_us_44,base.us
city_us_219,Lorain,base.state_us_30,base.us
city_us_220,Kalamazoo,base.state_us_35,base.us
city_us_221,Galveston,base.state_us_44,base.us
city_us_222,Spartanburg,base.state_us_41,base.us
city_us_223,Santa Barbara,base.state_us_5,base.us
city_us_224,Sunrise Manor,base.state_us_23,base.us
city_us_225,Huntington Beach,base.state_us_5,base.us
city_us_226,Grand Prairie,base.state_us_44,base.us
city_us_227,Overland Park,base.state_us_17,base.us
city_us_228,McKinney,base.state_us_44,base.us
city_us_229,Waco,base.state_us_44,base.us
city_us_230,Hagerstown,base.state_us_33,base.us
city_us_231,Glendale,base.state_us_5,base.us
city_us_232,Nampa,base.state_us_13,base.us
city_us_233,Peoria,base.state_us_3,base.us
city_us_234,Cedar Rapids,base.state_us_16,base.us
city_us_235,Vancouver,base.state_us_48,base.us
city_us_236,Paradise,base.state_us_23,base.us
city_us_237,Ocala,base.state_us_10,base.us
city_us_238,Erie,base.state_us_39,base.us
city_us_239,Newport News,base.state_us_47,base.us
city_us_240,Frederick,base.state_us_33,base.us
city_us_241,Murfreesboro,base.state_us_43,base.us
city_us_242,Fort Lauderdale,base.state_us_10,base.us
city_us_243,Aurora,base.state_us_14,base.us
city_us_244,Tempe,base.state_us_3,base.us
city_us_245,Danbury,base.state_us_7,base.us
city_us_246,Spring Hill,base.state_us_10,base.us
city_us_247,Gastonia,base.state_us_28,base.us
city_us_248,Salinas,base.state_us_5,base.us
city_us_249,Fredericksburg,base.state_us_47,base.us
city_us_250,Ontario,base.state_us_5,base.us
city_us_251,Elk Grove,base.state_us_5,base.us
city_us_252,Gainesville,base.state_us_11,base.us
city_us_253,Cary,base.state_us_28,base.us
city_us_254,Rancho Cucamonga,base.state_us_5,base.us
city_us_255,Oceanside,base.state_us_5,base.us
city_us_256,Garden Grove,base.state_us_5,base.us
city_us_257,Lancaster,base.state_us_5,base.us
city_us_258,Hemet,base.state_us_5,base.us
city_us_259,Pembroke Pines,base.state_us_10,base.us
city_us_260,Panama City,base.state_us_10,base.us
city_us_261,Vallejo,base.state_us_5,base.us
city_us_262,Manchester,base.state_us_24,base.us
city_us_263,Medford,base.state_us_32,base.us
city_us_264,Mauldin,base.state_us_41,base.us
city_us_265,Santa Cruz,base.state_us_5,base.us
city_us_266,Palmdale,base.state_us_5,base.us
city_us_267,Norwich,base.state_us_7,base.us
city_us_268,Muskegon,base.state_us_35,base.us
city_us_269,Leesburg,base.state_us_10,base.us
city_us_270,High Point,base.state_us_28,base.us
city_us_271,Tuscaloosa,base.state_us_1,base.us
city_us_272,Visalia,base.state_us_5,base.us
city_us_273,Marysville,base.state_us_48,base.us
city_us_274,Merced,base.state_us_5,base.us
city_us_275,Hayward,base.state_us_5,base.us
city_us_276,Lafayette,base.state_us_15,base.us
city_us_277,Springfield,base.state_us_14,base.us
city_us_278,Corona,base.state_us_5,base.us
city_us_279,Paterson,base.state_us_25,base.us
city_us_280,Alexandria,base.state_us_47,base.us
city_us_281,Macon,base.state_us_11,base.us
city_us_282,Binghamton,base.state_us_27,base.us
city_us_283,Lakewood,base.state_us_6,base.us
city_us_284,Kansas City,base.state_us_17,base.us
city_us_285,Odessa,base.state_us_44,base.us
city_us_286,Sunnyvale,base.state_us_5,base.us
city_us_287,New Bedford,base.state_us_34,base.us
city_us_288,Hollywood,base.state_us_10,base.us
city_us_289,South Lyon,base.state_us_35,base.us
city_us_290,Escondido,base.state_us_5,base.us
city_us_291,Lake Charles,base.state_us_19,base.us
city_us_292,Pasadena,base.state_us_44,base.us
city_us_293,Bellevue,base.state_us_48,base.us
city_us_294,Joliet,base.state_us_14,base.us
city_us_295,Champaign,base.state_us_14,base.us
city_us_296,Pomona,base.state_us_5,base.us
city_us_297,Fairfield,base.state_us_5,base.us
city_us_298,Mesquite,base.state_us_44,base.us
city_us_299,Elkhart,base.state_us_15,base.us
city_us_300,Naperville,base.state_us_14,base.us
city_us_301,St. George,base.state_us_45,base.us
city_us_302,Roseville,base.state_us_5,base.us
city_us_303,Topeka,base.state_us_17,base.us
city_us_304,Burlington,base.state_us_28,base.us
city_us_305,Warner Robins,base.state_us_11,base.us
city_us_306,Surprise,base.state_us_3,base.us
city_us_307,Torrance,base.state_us_5,base.us
city_us_308,Santa Maria,base.state_us_5,base.us
city_us_309,Athens,base.state_us_11,base.us
city_us_310,Houma,base.state_us_19,base.us
city_us_311,Columbia,base.state_us_38,base.us
city_us_312,Fullerton,base.state_us_5,base.us
city_us_313,Olathe,base.state_us_17,base.us
city_us_314,Thornton,base.state_us_6,base.us
city_us_315,Greeley,base.state_us_6,base.us
city_us_316,Beaumont,base.state_us_44,base.us
city_us_317,Las Cruces,base.state_us_26,base.us
city_us_318,Midland,base.state_us_44,base.us
city_us_319,Metairie,base.state_us_19,base.us
city_us_320,West Valley City,base.state_us_45,base.us
city_us_321,Orange,base.state_us_5,base.us
city_us_322,Warren,base.state_us_35,base.us
city_us_323,Grand Junction,base.state_us_6,base.us
city_us_324,Tyler,base.state_us_44,base.us
city_us_325,Pasadena,base.state_us_5,base.us
city_us_326,Hampton,base.state_us_47,base.us
city_us_327,Bloomington,base.state_us_14,base.us
city_us_328,Elizabeth,base.state_us_25,base.us
city_us_329,Stamford,base.state_us_7,base.us
city_us_330,Yuma,base.state_us_3,base.us
city_us_331,Kent,base.state_us_48,base.us
city_us_332,Miramar,base.state_us_10,base.us
city_us_333,Coeur d'Alene,base.state_us_13,base.us
city_us_334,Coral Springs,base.state_us_10,base.us
city_us_335,Sterling Heights,base.state_us_35,base.us
city_us_336,Yuba City,base.state_us_5,base.us
city_us_337,Yakima,base.state_us_48,base.us
city_us_338,Carrollton,base.state_us_44,base.us
city_us_339,Racine,base.state_us_50,base.us
city_us_340,Johnson City,base.state_us_43,base.us
city_us_341,Billings,base.state_us_21,base.us
city_us_342,Iowa City,base.state_us_16,base.us
city_us_343,Dover,base.state_us_8,base.us
city_us_344,Bellingham,base.state_us_48,base.us
city_us_345,Charleston,base.state_us_49,base.us
city_us_346,Lynchburg,base.state_us_47,base.us
city_us_347,Santa Clara,base.state_us_5,base.us
city_us_348,Norman,base.state_us_31,base.us
city_us_349,Greenville,base.state_us_28,base.us
city_us_350,Simi Valley,base.state_us_5,base.us
city_us_351,Fort Smith,base.state_us_4,base.us
city_us_352,Abilene,base.state_us_44,base.us
city_us_353,Lewisville,base.state_us_44,base.us
city_us_354,Pearland,base.state_us_44,base.us
city_us_355,Lehigh Acres,base.state_us_10,base.us
city_us_356,Kenosha,base.state_us_50,base.us
city_us_357,Seaside,base.state_us_5,base.us
city_us_358,Burlington,base.state_us_46,base.us
city_us_359,Arvada,base.state_us_6,base.us
city_us_360,Waldorf,base.state_us_33,base.us
city_us_361,Independence,base.state_us_38,base.us
city_us_362,Rochester,base.state_us_36,base.us
city_us_363,Logan,base.state_us_45,base.us
city_us_364,Harlingen,base.state_us_44,base.us
city_us_365,Berkeley,base.state_us_5,base.us
city_us_366,Clovis,base.state_us_5,base.us
city_us_367,Round Rock,base.state_us_44,base.us
city_us_368,Pueblo,base.state_us_6,base.us
city_us_369,Temple,base.state_us_44,base.us
city_us_370,Meridian,base.state_us_13,base.us
city_us_371,Duluth,base.state_us_36,base.us
city_us_372,The Woodlands,base.state_us_44,base.us
city_us_373,Boulder,base.state_us_6,base.us
city_us_374,Richardson,base.state_us_44,base.us
city_us_375,Cambridge,base.state_us_34,base.us
city_us_376,West Palm Beach,base.state_us_10,base.us
city_us_377,Port Arthur,base.state_us_44,base.us
city_us_378,East Los Angeles,base.state_us_5,base.us
city_us_379,Redding,base.state_us_5,base.us
city_us_380,Clearwater,base.state_us_10,base.us
city_us_381,Monroe,base.state_us_19,base.us
city_us_382,Utica,base.state_us_27,base.us
city_us_383,St. Cloud,base.state_us_36,base.us
city_us_384,Mandeville,base.state_us_19,base.us
city_us_385,West Jordan,base.state_us_45,base.us
city_us_386,North Charleston,base.state_us_41,base.us
city_us_387,Richmond,base.state_us_5,base.us
city_us_388,Westminster,base.state_us_6,base.us
city_us_389,Saginaw,base.state_us_35,base.us
city_us_390,Kailua,base.state_us_12,base.us
city_us_391,Brandon,base.state_us_10,base.us
city_us_392,Carlsbad,base.state_us_5,base.us
city_us_393,Lowell,base.state_us_34,base.us
city_us_394,Broken Arrow,base.state_us_31,base.us
city_us_395,Elgin,base.state_us_14,base.us
city_us_396,Gresham,base.state_us_32,base.us
city_us_397,League City,base.state_us_44,base.us
city_us_398,Downey,base.state_us_5,base.us
city_us_399,Waterloo,base.state_us_16,base.us
city_us_400,Murrieta,base.state_us_5,base.us
city_us_401,Leominster,base.state_us_34,base.us
city_us_402,Longview,base.state_us_44,base.us
city_us_403,Jacksonville,base.state_us_28,base.us
city_us_404,Pompano Beach,base.state_us_10,base.us
city_us_405,Bend,base.state_us_32,base.us
city_us_406,Miami Gardens,base.state_us_10,base.us
city_us_407,Costa Mesa,base.state_us_5,base.us
city_us_408,Sioux City,base.state_us_16,base.us
city_us_409,Everett,base.state_us_48,base.us
city_us_410,Gilroy,base.state_us_5,base.us
city_us_411,San Buenaventura,base.state_us_5,base.us
city_us_412,Temecula,base.state_us_5,base.us
city_us_413,Sugar Land,base.state_us_44,base.us
city_us_414,Chico,base.state_us_5,base.us
city_us_415,Eau Claire,base.state_us_50,base.us
city_us_416,El Monte,base.state_us_5,base.us
city_us_417,Idaho Falls,base.state_us_13,base.us
city_us_418,Dearborn,base.state_us_35,base.us
city_us_419,Bloomington,base.state_us_15,base.us
city_us_420,West Covina,base.state_us_5,base.us
city_us_421,Sparks,base.state_us_23,base.us
city_us_422,South Fulton,base.state_us_11,base.us
city_us_423,Centennial,base.state_us_6,base.us
city_us_424,Sandy Springs,base.state_us_11,base.us
city_us_425,Inglewood,base.state_us_5,base.us
city_us_426,Hillsboro,base.state_us_32,base.us
city_us_427,Columbia,base.state_us_33,base.us
city_us_428,Burbank,base.state_us_5,base.us
city_us_429,Davie,base.state_us_10,base.us
city_us_430,El Cajon,base.state_us_5,base.us
city_us_431,Jurupa Valley,base.state_us_5,base.us
city_us_432,Allen,base.state_us_44,base.us
city_us_433,Auburn,base.state_us_1,base.us
city_us_434,Renton,base.state_us_48,base.us
city_us_435,Holland,base.state_us_35,base.us
city_us_436,Brockton,base.state_us_34,base.us
city_us_437,Rio Rancho,base.state_us_26,base.us
city_us_438,San Mateo,base.state_us_5,base.us
city_us_439,Rialto,base.state_us_5,base.us
city_us_440,Spokane Valley,base.state_us_48,base.us
city_us_441,Charlottesville,base.state_us_47,base.us
city_us_442,Menifee,base.state_us_5,base.us
city_us_443,Daly City,base.state_us_5,base.us
city_us_444,Wichita Falls,base.state_us_44,base.us
city_us_445,Riverview,base.state_us_10,base.us
city_us_446,Norwalk,base.state_us_5,base.us
city_us_447,Lee's Summit,base.state_us_38,base.us
city_us_448,Longmont,base.state_us_6,base.us
city_us_449,Vacaville,base.state_us_5,base.us
city_us_450,Highlands Ranch,base.state_us_6,base.us
city_us_451,Kingsport,base.state_us_43,base.us
city_us_452,San Tan Valley,base.state_us_3,base.us
city_us_453,Quincy,base.state_us_34,base.us
city_us_454,Edinburg,base.state_us_44,base.us
city_us_455,Lynn,base.state_us_34,base.us
city_us_456,San Angelo,base.state_us_44,base.us
city_us_457,Hesperia,base.state_us_5,base.us
city_us_458,Bowling Green,base.state_us_18,base.us
city_us_459,Federal Way,base.state_us_48,base.us
city_us_460,Carmel,base.state_us_15,base.us
city_us_461,Bismarck,base.state_us_29,base.us
city_us_462,Fishers,base.state_us_15,base.us
city_us_463,Lafayette,base.state_us_6,base.us
city_us_464,Vista,base.state_us_5,base.us
city_us_465,Boca Raton,base.state_us_10,base.us
city_us_466,St. Augustine,base.state_us_10,base.us
city_us_467,Beaverton,base.state_us_32,base.us
city_us_468,Goodyear,base.state_us_3,base.us
city_us_469,Portsmouth,base.state_us_47,base.us
city_us_470,Orem,base.state_us_45,base.us
city_us_471,Sunrise,base.state_us_10,base.us
city_us_472,Portsmouth,base.state_us_24,base.us
city_us_473,Arden-Arcade,base.state_us_5,base.us
city_us_474,Lawrence,base.state_us_17,base.us
city_us_475,Sandy,base.state_us_45,base.us
city_us_476,Slidell,base.state_us_19,base.us
city_us_477,Buckeye,base.state_us_3,base.us
city_us_478,Livonia,base.state_us_35,base.us
city_us_479,Williamsburg,base.state_us_47,base.us
city_us_480,Suffolk,base.state_us_47,base.us
city_us_481,Compton,base.state_us_5,base.us
city_us_482,La Crosse,base.state_us_50,base.us
city_us_483,Edmond,base.state_us_31,base.us
city_us_484,Carson,base.state_us_5,base.us
city_us_485,San Marcos,base.state_us_5,base.us
city_us_486,Tracy,base.state_us_5,base.us
city_us_487,Prescott Valley,base.state_us_3,base.us
city_us_488,Middletown,base.state_us_30,base.us
city_us_489,Fall River,base.state_us_34,base.us
city_us_490,Santa Fe,base.state_us_26,base.us
city_us_491,Plantation,base.state_us_10,base.us
city_us_492,New Braunfels,base.state_us_44,base.us
city_us_493,Roswell,base.state_us_11,base.us
city_us_494,Conroe,base.state_us_44,base.us
city_us_495,South Gate,base.state_us_5,base.us
city_us_496,Santa Monica,base.state_us_5,base.us
city_us_497,Kirkland,base.state_us_48,base.us
city_us_498,Hoover,base.state_us_1,base.us
city_us_499,O'Fallon,base.state_us_38,base.us
city_us_500,Alafaya,base.state_us_10,base.us
city_us_501,Palm Coast,base.state_us_10,base.us
city_us_502,Norwalk,base.state_us_7,base.us
city_us_503,Lawton,base.state_us_31,base.us
city_us_504,Chino,base.state_us_5,base.us
city_us_505,Mount Pleasant,base.state_us_41,base.us
city_us_506,Manteca,base.state_us_5,base.us
city_us_507,Westminster,base.state_us_5,base.us
city_us_508,Florence,base.state_us_41,base.us
city_us_509,Joplin,base.state_us_38,base.us
city_us_510,Germantown,base.state_us_33,base.us
city_us_511,San Leandro,base.state_us_5,base.us
city_us_512,Town 'n' Country,base.state_us_10,base.us
city_us_513,Clifton,base.state_us_25,base.us
city_us_514,Waukegan,base.state_us_14,base.us
city_us_515,Bloomington,base.state_us_36,base.us
city_us_516,Avondale,base.state_us_3,base.us
city_us_517,Atascocita,base.state_us_44,base.us
city_us_518,Missoula,base.state_us_21,base.us
city_us_519,Fort Myers,base.state_us_10,base.us
city_us_520,Newton,base.state_us_34,base.us
city_us_521,Lawrence,base.state_us_34,base.us
city_us_522,Muncie,base.state_us_15,base.us
city_us_523,Rapid City,base.state_us_42,base.us
city_us_524,Troy,base.state_us_35,base.us
city_us_525,Livermore,base.state_us_5,base.us
city_us_526,Citrus Heights,base.state_us_5,base.us
city_us_527,Hawthorne,base.state_us_5,base.us
city_us_528,Winchester,base.state_us_47,base.us
city_us_529,Springdale,base.state_us_4,base.us
city_us_530,Whittier,base.state_us_5,base.us
city_us_531,Deerfield Beach,base.state_us_10,base.us
city_us_532,Decatur,base.state_us_14,base.us
city_us_533,San Ramon,base.state_us_5,base.us
city_us_534,Vineland,base.state_us_25,base.us
city_us_535,Mission,base.state_us_44,base.us
city_us_536,Auburn,base.state_us_48,base.us
city_us_537,Lake Forest,base.state_us_5,base.us
city_us_538,Newport Beach,base.state_us_5,base.us
city_us_539,Melbourne,base.state_us_10,base.us
city_us_540,Brooklyn Park,base.state_us_36,base.us
city_us_541,Bryan,base.state_us_44,base.us
city_us_542,Westland,base.state_us_35,base.us
city_us_543,Napa,base.state_us_5,base.us
city_us_544,Baytown,base.state_us_44,base.us
city_us_545,Cicero,base.state_us_14,base.us
city_us_546,Anderson,base.state_us_15,base.us
city_us_547,Franklin,base.state_us_43,base.us
city_us_548,Farmington Hills,base.state_us_35,base.us
city_us_549,Buena Park,base.state_us_5,base.us
city_us_550,Albany,base.state_us_11,base.us
city_us_551,Pine Hills,base.state_us_10,base.us
city_us_552,State College,base.state_us_39,base.us
city_us_553,Redwood City,base.state_us_5,base.us
city_us_554,Warwick,base.state_us_40,base.us
city_us_555,Jackson,base.state_us_35,base.us
city_us_556,Cranston,base.state_us_40,base.us
city_us_557,Largo,base.state_us_10,base.us
city_us_558,Miami Beach,base.state_us_10,base.us
city_us_559,Alhambra,base.state_us_5,base.us
city_us_560,Johns Creek,base.state_us_11,base.us
city_us_561,Mountain View,base.state_us_5,base.us
city_us_562,Salisbury,base.state_us_33,base.us
city_us_563,Morgantown,base.state_us_49,base.us
city_us_564,Silver Spring,base.state_us_33,base.us
city_us_565,Layton,base.state_us_45,base.us
city_us_566,Springfield,base.state_us_30,base.us
city_us_567,Lakewood,base.state_us_5,base.us
city_us_568,Florence,base.state_us_1,base.us
city_us_569,Folsom,base.state_us_5,base.us
city_us_570,Madera,base.state_us_5,base.us
city_us_571,New Rochelle,base.state_us_27,base.us
city_us_572,Parma,base.state_us_30,base.us
city_us_573,Terre Haute,base.state_us_15,base.us
city_us_574,Somerville,base.state_us_34,base.us
city_us_575,Flagstaff,base.state_us_3,base.us
city_us_576,Boynton Beach,base.state_us_10,base.us
city_us_577,Homestead,base.state_us_10,base.us
city_us_578,Newark,base.state_us_30,base.us
city_us_579,Plymouth,base.state_us_36,base.us
city_us_580,Anniston,base.state_us_1,base.us
city_us_581,Texarkana,base.state_us_44,base.us
city_us_582,Tustin,base.state_us_5,base.us
city_us_583,Pharr,base.state_us_44,base.us
city_us_584,Port Huron,base.state_us_35,base.us
city_us_585,Turlock,base.state_us_5,base.us
city_us_586,Rancho Cordova,base.state_us_5,base.us
city_us_587,The Villages,base.state_us_10,base.us
city_us_588,Milpitas,base.state_us_5,base.us
