"id","code","account_type","name","reconcile","chart_template_id/id"
"gd_acc_078000","078000","asset_non_current","Long-term deposits given","False","gd_chart"
"gd_acc_079000","079000","asset_non_current","Impairment of long-term loans granted","False","gd_chart"
"gd_acc_080000","080000","asset_non_current","Long-term commodity loans granted in the country","False","gd_chart"
"gd_acc_081000","081000","asset_non_current","Long-term commodity loans granted abroad","False","gd_chart"
"gd_acc_082000","082000","asset_non_current","Long-term consumer loans granted","False","gd_chart"
"gd_acc_083000","083000","asset_non_current","Long-term advances given","False","gd_chart"
"gd_acc_084000","084000","asset_non_current","Long-term securities given","False","gd_chart"
"gd_acc_085000","085000","asset_non_current","Long-term finance lease receivables","False","gd_chart"
"gd_acc_086000","086000","asset_non_current","Other long-term operating receivables","False","gd_chart"
"gd_acc_087000","087000","asset_non_current","Long-term operating receivables from group companies","False","gd_chart"
"gd_acc_089000","089000","asset_non_current","Impairment of long-term operating receivables","False","gd_chart"
"gd_acc_090000","090000","asset_non_current","Deferred tax assets from deductible temporary differences","False","gd_chart"
"gd_acc_091000","091000","asset_non_current","Deferred tax assets from unused tax losses carried forward","False","gd_chart"
"gd_acc_092000","092000","asset_non_current","Deferred tax assets from tax credits carried forward","False","gd_chart"
"gd_acc_100000","100000","asset_cash","Cash on hand, except foreign currency","False","gd_chart"
"gd_acc_101000","101000","asset_cash","Foreign currency at the box office","False","gd_chart"
"gd_acc_102000","102000","asset_cash","Checks issued (deduction item)","False","gd_chart"
"gd_acc_103000","103000","asset_cash","Receipts received","False","gd_chart"
"gd_acc_104000","104000","asset_cash","Risk-free immediately redeemable debt securities","False","gd_chart"
"gd_acc_109000","109000","asset_cash","Money on the go","False","gd_chart"
"gd_acc_110000","110000","asset_cash","Cash on accounts other than foreign currency","False","gd_chart"
"gd_acc_111000","111000","asset_cash","Short-term or callable deposits, except foreign currency deposits","False","gd_chart"
"gd_acc_112000","112000","asset_cash","Foreign currency on accounts","False","gd_chart"
"gd_acc_113000","113000","asset_cash","Short-term foreign currency deposits or callable foreign currency deposits","False","gd_chart"
"gd_acc_114000","114000","asset_cash","Cash on special accounts or for special purposes","False","gd_chart"
"gd_acc_120000","120000","asset_receivable","Short-term receivables from customers in the country","True","gd_chart"
"gd_acc_121000","121000","asset_receivable","Short-term receivables from customers abroad","True","gd_chart"
"gd_acc_122000","122000","asset_current","Short-term commodity loans given to customers in the country","False","gd_chart"
"gd_acc_123000","123000","asset_current","Short-term commodity loans given to customers abroad","False","gd_chart"
"gd_acc_124000","124000","asset_current","Short-term consumer loans given to customers in the country","False","gd_chart"
"gd_acc_125000","125000","asset_current","Short-term receivables from members","False","gd_chart"
"gd_acc_126000","126000","asset_current","Short-term receivables for unbilled goods and services","False","gd_chart"
"gd_acc_127000","127000","asset_current","Short-term operating receivables from group companies","False","gd_chart"
"gd_acc_129000","129000","asset_non_current","Impairment of short-term trade receivables","False","gd_chart"
"gd_acc_130000","130000","asset_current","Short-term advances given for property, plant and equipment","False","gd_chart"
"gd_acc_131000","131000","asset_current","Short-term advances given for intangible assets","False","gd_chart"
"gd_acc_132000","132000","asset_current","Short-term advances paid for inventories of materials and goods and services not yet performed","False","gd_chart"
"gd_acc_133000","133000","asset_current","Other short-term advances and overpayments given","False","gd_chart"
"gd_acc_134000","134000","asset_current","Short-term securities given","False","gd_chart"
"gd_acc_139000","139000","asset_non_current","Impairment of short-term advances, overpayments and securities","False","gd_chart"
"gd_acc_140000","140000","asset_current","Short-term receivables from exporters","False","gd_chart"
"gd_acc_141000","141000","asset_current","Short-term import receivables for foreign account","False","gd_chart"
"gd_acc_142000","142000","asset_current","Short-term receivables from commission and consignment sales","False","gd_chart"
"gd_acc_145000","145000","asset_current","Other short-term operating receivables on behalf of others","False","gd_chart"
"gd_acc_149000","149000","asset_non_current","Impairment of short-term operating receivables on behalf of others","False","gd_chart"
"gd_acc_150000","150000","asset_current","Short-term interest receivables","False","gd_chart"
"gd_acc_151000","151000","asset_current","Short-term dividend receivables","False","gd_chart"
"gd_acc_152000","152000","asset_current","Short-term receivables for other profit shares","False","gd_chart"
"gd_acc_155000","155000","asset_current","Other short-term receivables related to financial income","False","gd_chart"
"gd_acc_159000","159000","asset_non_current","Impairment of short-term receivables related to financial income","False","gd_chart"
"gd_acc_160000","160000","asset_current","Short-term receivables for deductible vat","False","gd_chart"
"gd_acc_161000","161000","asset_current","Short-term corporate income tax receivables, including tax paid abroad","False","gd_chart"
"gd_acc_162000","162000","asset_current","Short-term personal income tax receivables from the activities of sole proprietors, including tax paid abroad","False","gd_chart"
"gd_acc_164000","164000","asset_current","Other short-term receivables from state and other institutions","False","gd_chart"
"gd_acc_165000","165000","asset_current","Other short-term receivables","False","gd_chart"
"gd_acc_166000","166000","asset_current","Short-term vat receivables refunded to foreigners","False","gd_chart"
"gd_acc_167000","167000","asset_current","Short-term vat receivables paid abroad","False","gd_chart"
"gd_acc_169000","169000","asset_non_current","Impairment of other short-term receivables","False","gd_chart"
"gd_acc_170000","170000","asset_current","Short-term financial investments in shares and stakes in group organizations, allocated and measured at cost","False","gd_chart"
"gd_acc_171000","171000","asset_current","Short-term investments in shares and stakes in group companies, allocated and measured at fair value through profit or loss","False","gd_chart"
"gd_acc_172000","172000","asset_current","Short-term investments in shares and stakes in group companies, allocated and measured at fair value through equity","False","gd_chart"
"gd_acc_173000","173000","asset_current","Short-term investments in shares and interests of associates and jointly controlled entities, allocated and measured at cost","False","gd_chart"
"gd_acc_176000","176000","asset_current","Other short-term financial investments classified and measured at cost","False","gd_chart"
"gd_acc_177000","177000","asset_current","Other short-term financial investments allocated and measured at fair value through profit or loss","False","gd_chart"
"gd_acc_178000","178000","asset_current","Other short-term financial investments, allocated and measured at fair value through equity or own source of funds","False","gd_chart"
"gd_acc_179000","179000","asset_non_current","Impairment of short-term financial investments","False","gd_chart"
"gd_acc_180000","180000","asset_current","Short-term loans granted on the basis of loan agreements to group organizations","False","gd_chart"
"gd_acc_181000","181000","asset_current","Short-term loans granted on the basis of loan agreements to associated organizations and jointly controlled entities","False","gd_chart"
"gd_acc_182000","182000","asset_current","Short-term loans granted to others, including short-term finance lease receivables","False","gd_chart"
"gd_acc_183000","183000","asset_current","Short-term deposits with banks and other financial institutions","False","gd_chart"
"gd_acc_184000","184000","asset_current","Short-term loans granted by repurchase of bonds","False","gd_chart"
"gd_acc_185000","185000","asset_current","Bills of exchange received","False","gd_chart"
"gd_acc_186000","186000","asset_current","Short-term loans granted by repurchase of other debt securities","False","gd_chart"
"gd_acc_187000","187000","asset_current","Short-term unpaid called-up capital","False","gd_chart"
"gd_acc_189000","189000","asset_non_current","Impairment of short-term loans","False","gd_chart"
"gd_acc_190000","190000","asset_current","Short-term deferred costs or expenses","False","gd_chart"
"gd_acc_191000","191000","asset_current","Short-term accrued income","False","gd_chart"
"gd_acc_192000","192000","asset_current","Securities","False","gd_chart"
"gd_acc_195000","195000","asset_current","Vat on advances received","False","gd_chart"
"gd_acc_210000","210000","liability_current","Liabilities included in disposal groups","False","gd_chart"
"gd_acc_220000","220000","liability_payable","Short-term liabilities (debts) to suppliers in the country","True","gd_chart"
"gd_acc_221000","221000","liability_payable","Short-term liabilities (debts) to suppliers abroad","True","gd_chart"
"gd_acc_222000","222000","liability_current","Short-term commodity loans received in the country","False","gd_chart"
"gd_acc_223000","223000","liability_current","Short-term commodity loans received abroad","False","gd_chart"
"gd_acc_224000","224000","liability_current","Short-term liabilities (debts) for unbilled goods and services","False","gd_chart"
"gd_acc_227000","227000","liability_current","Short-term operating liabilities to group companies","False","gd_chart"
"gd_acc_230000","230000","liability_current","Short-term advances received","False","gd_chart"
"gd_acc_231000","231000","liability_current","Short-term securities received","False","gd_chart"
"gd_acc_240000","240000","liability_current","Short-term export liabilities for foreign account","False","gd_chart"
"gd_acc_241000","241000","liability_current","Short-term liabilities to importers","False","gd_chart"
"gd_acc_242000","242000","liability_current","Short-term liabilities from commission and consignment sales","False","gd_chart"
"gd_acc_245000","245000","liability_current","Other current liabilities for foreign account","False","gd_chart"
"gd_acc_250000","250000","liability_current","Short-term liabilities for accrued and unaccounted salaries","False","gd_chart"
"gd_acc_251000","251000","liability_current","Short-term liabilities for net wages and salaries","False","gd_chart"
"gd_acc_252000","252000","liability_current","Short-term liabilities for social security contributions by type of contribution","False","gd_chart"
"gd_acc_253000","253000","liability_current","Short-term liabilities for contributions from gross wages and salaries","False","gd_chart"
"gd_acc_254000","254000","liability_current","Short-term liabilities for taxes on gross wages and salaries","False","gd_chart"
"gd_acc_255000","255000","liability_current","Short-term liabilities for other employment benefits","False","gd_chart"
"gd_acc_256000","256000","liability_current","Short-term liabilities for contributions from other benefits from employment, which are not calculated together with salaries","False","gd_chart"
"gd_acc_257000","257000","liability_current","Short-term tax liabilities from other employment benefits that are not charged together with salaries","False","gd_chart"
"gd_acc_258000","258000","liability_current","Liabilities for payer 's contributions","False","gd_chart"
"gd_acc_260000","260000","liability_current","Liabilities for vat charged","False","gd_chart"
"gd_acc_261000","261000","liability_current","Liabilities for vat, customs and other duties on imported goods","False","gd_chart"
"gd_acc_262000","262000","liability_current","Liabilities for contributions","False","gd_chart"
"gd_acc_263000","263000","liability_current","Liabilities for advance payment of personal income tax on income from activities","False","gd_chart"
"gd_acc_264000","264000","liability_current","Corporate income tax liabilities","False","gd_chart"
"gd_acc_265000","265000","liability_current","Withholding tax liabilities","False","gd_chart"
"gd_acc_266000","266000","liability_current","Other short-term liabilities to state and other institutions","False","gd_chart"
"gd_acc_267000","267000","liability_current","Short-term liabilities for social security contributions of sole proprietors","False","gd_chart"
"gd_acc_270000","270000","liability_current","Short-term loans obtained from group organizations","False","gd_chart"
"gd_acc_271000","271000","liability_current","Short-term loans obtained from associates and jointly controlled entities","False","gd_chart"
"gd_acc_272000","272000","liability_current","Short-term loans obtained from banks and organizations in the country","False","gd_chart"
"gd_acc_273000","273000","liability_current","Short-term loans obtained from banks and organizations abroad","False","gd_chart"
"gd_acc_274000","274000","liability_current","Short-term financial liabilities related to bonds","False","gd_chart"
"gd_acc_275000","275000","liability_current","Short-term lease liabilities","False","gd_chart"
"gd_acc_276000","276000","liability_current","Short-term financial liabilities to individuals","False","gd_chart"
"gd_acc_277000","277000","liability_current","Short-term liabilities related to the distribution of profit or loss","False","gd_chart"
"gd_acc_278000","278000","liability_current","Liabilities from the payment of capital until entry in the court register","False","gd_chart"
"gd_acc_279000","279000","liability_current","Other short-term financial liabilities","False","gd_chart"
"gd_acc_280000","280000","liability_current","Short-term interest liabilities","False","gd_chart"
"gd_acc_281000","281000","liability_current","Short-term bill of exchange liabilities","False","gd_chart"
"gd_acc_282000","282000","liability_current","Short-term liabilities related to deductions from wages and salaries","False","gd_chart"
"gd_acc_285000","285000","liability_current","Other short-term operating liabilities","False","gd_chart"
"gd_acc_290000","290000","liability_current","Accrued costs or expenses","False","gd_chart"
"gd_acc_291000","291000","liability_current","Short-term deferred income","False","gd_chart"
"gd_acc_295000","295000","liability_current","Vat on advances given","False","gd_chart"
"gd_acc_300000","300000","asset_current","Value of raw materials and supplies according to suppliers' accounts","False","gd_chart"
"gd_acc_301000","301000","asset_current","Dependent costs of purchasing raw materials and supplies","False","gd_chart"
"gd_acc_302000","302000","asset_current","Customs duties and other import duties on raw materials and supplies","False","gd_chart"
"gd_acc_303000","303000","asset_current","Vat and other taxes on raw materials and supplies","False","gd_chart"
"gd_acc_309000","309000","asset_current","Accounting for the purchase of raw materials and supplies","False","gd_chart"
"gd_acc_310000","310000","asset_current","Stocks of raw materials and supplies in the warehouse","False","gd_chart"
"gd_acc_311000","311000","asset_current","Stocks of raw materials and supplies in a foreign warehouse","False","gd_chart"
"gd_acc_312000","312000","asset_current","Stocks of raw materials along the way","False","gd_chart"
"gd_acc_316000","316000","asset_current","Inventories of raw materials and supplies in finishing and processing","False","gd_chart"
"gd_acc_319000","319000","asset_current","Deviations from constant prices of raw materials and supplies","False","gd_chart"
"gd_acc_320000","320000","asset_current","Stocks of small inventory and packaging in the warehouse","False","gd_chart"
"gd_acc_321000","321000","asset_current","Stocks of small inventory and packaging put into use","False","gd_chart"
"gd_acc_329000","329000","asset_current","Deviations from constant prices of small inventory and packaging","False","gd_chart"
"gd_acc_400000","400000","expense","Material costs","False","gd_chart"
"gd_acc_401000","401000","expense","Costs of auxiliary material","False","gd_chart"
"gd_acc_402000","402000","expense","Energy costs","False","gd_chart"
"gd_acc_403000","403000","expense","Costs of spare parts for fixed assets and materials for the maintenance of fixed assets","False","gd_chart"
"gd_acc_404000","404000","expense","Write-off of small inventory and packaging","False","gd_chart"
"gd_acc_405000","405000","expense","Reconciliation of material costs and small inventory due to identified inventory differences","False","gd_chart"
"gd_acc_406000","406000","expense","Costs of office supplies and professional literature","False","gd_chart"
"gd_acc_407000","407000","expense","Other costs of material","False","gd_chart"
"gd_acc_410000","410000","expense","Costs of services in creating products and providing services","False","gd_chart"
"gd_acc_411000","411000","expense","Costs of transport services","False","gd_chart"
"gd_acc_412000","412000","expense","Costs of maintenance services","False","gd_chart"
"gd_acc_413000","413000","expense","Rents","False","gd_chart"
"gd_acc_414000","414000","expense","Reimbursement of expenses to employees in connection with work","False","gd_chart"
"gd_acc_415000","415000","expense","Payment transaction costs, banking services costs, transaction costs and insurance premiums","False","gd_chart"
"gd_acc_416000","416000","expense","Costs of intellectual and personal services","False","gd_chart"
"gd_acc_417000","417000","expense","Costs of fairs, advertising and representation","False","gd_chart"
"gd_acc_418000","418000","expense","Costs of services of natural persons who do not perform activities, together with duties charged to the organization (costs under employment contracts, copyright contracts, meeting fees for employees and other persons ...)","False","gd_chart"
"gd_acc_419000","419000","expense","Costs of other services","False","gd_chart"
"gd_acc_430000","430000","expense_depreciation","Depreciation of intangible assets","False","gd_chart"
"gd_acc_431000","431000","expense_depreciation","Depreciation of buildings","False","gd_chart"
"gd_acc_432000","432000","expense_depreciation","Depreciation of equipment and spare parts","False","gd_chart"
"gd_acc_433000","433000","expense_depreciation","Depreciation of small inventory","False","gd_chart"
"gd_acc_434000","434000","expense_depreciation","Depreciation of other property, plant and equipment","False","gd_chart"
"gd_acc_435000","435000","expense_depreciation","Depreciation of investment property","False","gd_chart"
"gd_acc_436000","436000","expense_depreciation","Depreciation of biological assets","False","gd_chart"
"gd_acc_440000","440000","expense","Provisions for organizational reorganization costs","False","gd_chart"
"gd_acc_441000","441000","expense","Reservations for warranty days","False","gd_chart"
"gd_acc_442000","442000","expense","Reservations for tricky contracts","False","gd_chart"
"gd_acc_443000","443000","expense","Provisions for pensions, jubilee awards and retirement benefits","False","gd_chart"
"gd_acc_449000","449000","expense","Provisions to cover other liabilities from past operations","False","gd_chart"
"gd_acc_450000","450000","expense","Interest costs","False","gd_chart"
"gd_acc_470000","470000","expense","Employee salaries","False","gd_chart"
"gd_acc_471000","471000","expense","Compensation of employees' salaries","False","gd_chart"
"gd_acc_472000","472000","expense","Costs of supplementary pension insurance for employees","False","gd_chart"
"gd_acc_473000","473000","expense","Annual leave allowance, bonuses, refunds (for transport to and from work, for food, for separate living) and other employee benefits","False","gd_chart"
"gd_acc_474000","474000","expense","Employer's contributions from salaries, wage compensations, bonuses, reimbursements and other employee benefits","False","gd_chart"
"gd_acc_475000","475000","expense","Other employer's benefits from salaries, wage compensations, bonuses, refunds and other employee benefits","False","gd_chart"
"gd_acc_476000","476000","expense","Rewards to apprentices along with levies charged to the organization","False","gd_chart"
"gd_acc_477000","477000","expense","Management costs charged on a basis other than employment","False","gd_chart"
"gd_acc_478000","478000","expense","Other labor costs","False","gd_chart"
"gd_acc_479000","479000","expense","Provisions for pensions, jubilee awards and retirement benefits","False","gd_chart"
"gd_acc_480000","480000","expense","Benefits that do not depend on labor costs or other types of costs","False","gd_chart"
"gd_acc_481000","481000","expense","Expenditure on environmental protection","False","gd_chart"
"gd_acc_482000","482000","expense","Awards to pupils and students on work placements together with benefits","False","gd_chart"
"gd_acc_483000","483000","expense","Scholarships for high school and university students","False","gd_chart"
"gd_acc_484000","484000","expense","Social security contributions of sole proprietors","False","gd_chart"
"gd_acc_486000","486000","expense","Reimbursement of costs to sole proprietors","False","gd_chart"
"gd_acc_488000","488000","expense","Grants to other associations and legal entities","False","gd_chart"
"gd_acc_489000","489000","expense","Other costs","False","gd_chart"
"gd_acc_490000","490000","expense","Transfer of costs to inventories","False","gd_chart"
"gd_acc_491000","491000","expense","Transfer of costs directly to expenses","False","gd_chart"
"gd_acc_600000","600000","asset_current","Work in progress","False","gd_chart"
"gd_acc_601000","601000","asset_current","Incomplete services","False","gd_chart"
"gd_acc_602000","602000","asset_current","Semi-finished products","False","gd_chart"
"gd_acc_604000","604000","asset_current","Production in finishing and processing","False","gd_chart"
"gd_acc_609000","609000","asset_current","Deviations from prices of work in progress and services","False","gd_chart"
"gd_acc_610000","610000","asset_current","Harvested crops at fair value","False","gd_chart"
"gd_acc_618000","618000","asset_current","Harvested crops at cost","False","gd_chart"
"gd_acc_619000","619000","asset_current","Deviations from crop prices","False","gd_chart"
"gd_acc_630000","630000","asset_current","Products in own warehouse","False","gd_chart"
"gd_acc_631000","631000","asset_current","Products in a foreign warehouse","False","gd_chart"
"gd_acc_632000","632000","asset_current","Products on the go","False","gd_chart"
"gd_acc_633000","633000","asset_current","Products in our own store","False","gd_chart"
"gd_acc_634000","634000","asset_current","Included vat on products in the store","False","gd_chart"
"gd_acc_635000","635000","asset_current","Products in finishing and processing","False","gd_chart"
"gd_acc_638000","638000","asset_current","Biological assets that are stocks","False","gd_chart"
"gd_acc_639000","639000","asset_current","Deviations from product prices","False","gd_chart"
"gd_acc_650000","650000","asset_current","Value of goods according to suppliers' accounts","False","gd_chart"
"gd_acc_651000","651000","asset_current","Dependent costs of purchasing goods","False","gd_chart"
"gd_acc_652000","652000","asset_current","Customs and other import duties on goods","False","gd_chart"
"gd_acc_653000","653000","asset_current","Vat and other taxes on goods","False","gd_chart"
"gd_acc_659000","659000","asset_current","Accounting for the purchase of goods","False","gd_chart"
"gd_acc_660000","660000","asset_current","Goods in own warehouse","False","gd_chart"
"gd_acc_661000","661000","asset_current","Goods in a foreign warehouse","False","gd_chart"
"gd_acc_662000","662000","asset_current","Goods on the way","False","gd_chart"
"gd_acc_663000","663000","asset_current","Goods in own store","False","gd_chart"
"gd_acc_664000","664000","asset_current","Vat included in stocks of goods","False","gd_chart"
"gd_acc_669000","669000","asset_current","Included difference in prices of stocks of goods","False","gd_chart"
"gd_acc_670000","670000","asset_non_current","Tangible fixed assets held for sale","False","gd_chart"
"gd_acc_671000","671000","asset_non_current","Investment property valued at cost","False","gd_chart"
"gd_acc_672000","672000","asset_non_current","Other non-current assets held for sale","False","gd_chart"
"gd_acc_673000","673000","asset_non_current","Assets work money-generating units intended for sale","False","gd_chart"
"gd_acc_674000","674000","asset_non_current","Assets of a cash-generating unit held for sale","False","gd_chart"
"gd_acc_700000","700000","expense","Value of business effects sold","False","gd_chart"
"gd_acc_701000","701000","expense","Value of capitalized own products and services","False","gd_chart"
"gd_acc_702000","702000","expense","Cost of goods and goods sold","False","gd_chart"
"gd_acc_703000","703000","expense","Other operating expenses","False","gd_chart"
"gd_acc_704000","704000","expense","Expenditure on evaluation of biological assets and harvesting of agricultural products","False","gd_chart"
"gd_acc_710000","710000","expense","Value of business effects sold","False","gd_chart"
"gd_acc_711000","711000","expense","Cost of goods and goods sold","False","gd_chart"
"gd_acc_712000","712000","expense","Selling costs","False","gd_chart"
"gd_acc_713000","713000","expense","General and administrative expenses (purchasing and administration)","False","gd_chart"
"gd_acc_714000","714000","expense","Other costs not held in stock","False","gd_chart"
"gd_acc_720000","720000","expense","Revaluation operating expenses related to intangible assets, property, plant and equipment and investment property","False","gd_chart"
"gd_acc_721000","721000","expense","Revaluation operating expenses related to inventories","False","gd_chart"
"gd_acc_722000","722000","expense","Revaluation operating expenses as a result of revaluation due to impairment in relation to operating receivables","False","gd_chart"
"gd_acc_723000","723000","expense","Revaluation operating expenses as a result of write-offs related to operating receivables","False","gd_chart"
"gd_acc_724000","724000","expense","Other revaluation operating expenses related to current assets, except financial investments","False","gd_chart"
"gd_acc_740000","740000","expense","Expenses from loans received from group organizations","False","gd_chart"
"gd_acc_741000","741000","expense","Expenses from loans received from banks","False","gd_chart"
"gd_acc_742000","742000","expense","Expenses from issued bonds","False","gd_chart"
"gd_acc_743000","743000","expense","Expenses from other financial liabilities","False","gd_chart"
"gd_acc_744000","744000","expense","Expenses from operating liabilities to group organizations","False","gd_chart"
"gd_acc_745000","745000","expense","Expenses from trade payables and bill of exchange liabilities","False","gd_chart"
"gd_acc_746000","746000","expense","Expenses from other operating liabilities, including interest expenses from the recalculation of severance pay upon retirement","False","gd_chart"
"gd_acc_747000","747000","expense","Expenses from assets allocated at fair value through profit or loss and expenses from the valuation of investment property at fair value","False","gd_chart"
"gd_acc_748000","748000","expense","Expenses from impairment of financial investments","False","gd_chart"
"gd_acc_749000","749000","expense","Expenses from derecognition of financial investments and investment property measured at fair value","False","gd_chart"
"gd_acc_750000","750000","expense","Expenses from valuation of investment property according to the fair value model","False","gd_chart"
"gd_acc_751000","751000","expense","Expenses from disposal of investment property measured at fair value","False","gd_chart"
"gd_acc_752000","752000","expense","Fines not related to business effects","False","gd_chart"
"gd_acc_753000","753000","expense","Compensation not related to business effects","False","gd_chart"
"gd_acc_754000","754000","expense","Donations","False","gd_chart"
"gd_acc_755000","755000","expense","Subsidies, grants and similar expenditure not related to business performance","False","gd_chart"
"gd_acc_758000","758000","expense","Negative euro equalizations","False","gd_chart"
"gd_acc_759000","759000","expense","Other non-operating expenses","False","gd_chart"
"gd_acc_760000","760000","income","Revenues from sales of products and services on the domestic market","False","gd_chart"
"gd_acc_761000","761000","income","Revenues from sales of products and services on foreign markets","False","gd_chart"
"gd_acc_761100","761100","income","Revenues from sales of products and services on the eu market","False","gd_chart"
"gd_acc_761200","761200","income","Revenues from sales of products and services outside the eu market","False","gd_chart"
"gd_acc_762000","762000","income","Revenues from sales of merchandise and materials on the domestic market","False","gd_chart"
