id,code,name,user_type_id/id,chart_template_id:id,reconcile
322012_account_Muhlhel,322012,Other Commission,account.data_account_type_expenses,account_arabic_coa_general,FALSE
322013_account_Muhlhel,322013,Subscription,account.data_account_type_expenses,account_arabic_coa_general,FALSE
331001_account_Muhlhel,331001,Cost of Goods,account.data_account_type_expenses,account_arabic_coa_general,FALSE
331002_account_Muhlhel,331002,Shipping delivery Costs,account.data_account_type_expenses,account_arabic_coa_general,FALSE
331003_account_Muhlhel,331003,Customs Costs,account.data_account_type_expenses,account_arabic_coa_general,FALSE
331004_account_Muhlhel,331004,Production Costs,account.data_account_type_expenses,account_arabic_coa_general,FALSE
331005_account_Muhlhel,331005,Purchases Returns,account.data_account_type_expenses,account_arabic_coa_general,FALSE
331006_account_Muhlhel,331006,Purchases Discounts,account.data_account_type_expenses,account_arabic_coa_general,FALSE
341001_account_Muhlhel,341001,Depreciation of buildings and constructions,account.data_account_type_depreciation,account_arabic_coa_general,FALSE
341002_account_Muhlhel,341002,Depreciation of vehicles and means of transport,account.data_account_type_depreciation,account_arabic_coa_general,FALSE
341003_account_Muhlhel,341003,Depreciation of furniture and furnishings,account.data_account_type_depreciation,account_arabic_coa_general,FALSE
341004_account_Muhlhel,341004,Consumption of activity equipment,account.data_account_type_depreciation,account_arabic_coa_general,FALSE
341005_account_Muhlhel,341005,Depreciation of electrical and electronic equipment,account.data_account_type_depreciation,account_arabic_coa_general,FALSE
341006_account_Muhlhel,341006,DepreciationComputers and systems are similar,account.data_account_type_depreciation,account_arabic_coa_general,FALSE
341007_account_Muhlhel,341007,Residues and damaged stock of raw materials,account.data_account_type_depreciation,account_arabic_coa_general,FALSE
341008_account_Muhlhel,341008,Residues and damaged stock of finished materials,account.data_account_type_depreciation,account_arabic_coa_general,FALSE
342001_account_Muhlhel,342001,Lands Rent,account.data_account_type_expenses,account_arabic_coa_general,FALSE
342002_account_Muhlhel,342002,Building Rent,account.data_account_type_expenses,account_arabic_coa_general,FALSE
351001_account_Muhlhel,351001,Zakat imposed,account.data_account_type_expenses,account_arabic_coa_general,FALSE
351002_account_Muhlhel,351002,Charity donations and charity,account.data_account_type_expenses,account_arabic_coa_general,FALSE
351003_account_Muhlhel,351003,Subsidy,account.data_account_type_expenses,account_arabic_coa_general,FALSE
352001_account_Muhlhel,352001,Compensation to others and fines,account.data_account_type_expenses,account_arabic_coa_general,FALSE
352002_account_Muhlhel,352002,Capital loss,account.data_account_type_expenses,account_arabic_coa_general,FALSE
352003_account_Muhlhel,352003,Impairment losses on goodwill,account.data_account_type_expenses,account_arabic_coa_general,FALSE
352004_account_Muhlhel,352004,Bad Debts  ,account.data_account_type_expenses,account_arabic_coa_general,FALSE
352005_account_Muhlhel,352005,Income Tax,account.data_account_type_expenses,account_arabic_coa_general,FALSE
411001_account_Muhlhel,411001,Sales  total ,account.data_account_type_revenue,account_arabic_coa_general,FALSE
411002_account_Muhlhel,411002,Net sales of goods for sale,account.data_account_type_revenue,account_arabic_coa_general,FALSE
411003_account_Muhlhel,411003,Sales Permits,account.data_account_type_revenue,account_arabic_coa_general,FALSE
411004_account_Muhlhel,411004,Gifts,account.data_account_type_revenue,account_arabic_coa_general,FALSE
412001_account_Muhlhel,412001,Service Revenues,account.data_account_type_revenue,account_arabic_coa_general,FALSE
412002_account_Muhlhel,412002,Returns of sales services,account.data_account_type_revenue,account_arabic_coa_general,FALSE
421001_account_Muhlhel,421001,Property rental income,account.data_account_type_revenue,account_arabic_coa_general,FALSE
421002_account_Muhlhel,421002,Rental income of ATM areas,account.data_account_type_revenue,account_arabic_coa_general,FALSE
421003_account_Muhlhel,421003,Revenue of advertising space,account.data_account_type_revenue,account_arabic_coa_general,FALSE
422001_account_Muhlhel,422001,Operating income for others,account.data_account_type_revenue,account_arabic_coa_general,FALSE
422002_account_Muhlhel,422002,Deductions for demurrages Revenues ,account.data_account_type_revenue,account_arabic_coa_general,FALSE
422003_account_Muhlhel,422003,Penalties and absence of workers,account.data_account_type_revenue,account_arabic_coa_general,FALSE
422004_account_Muhlhel,422004,Service Revenues ,account.data_account_type_revenue,account_arabic_coa_general,FALSE
422005_account_Muhlhel,422005,Revenue from compensation and fines to others,account.data_account_type_revenue,account_arabic_coa_general,FALSE
422006_account_Muhlhel,422006,Revenue of the difference,account.data_account_type_revenue,account_arabic_coa_general,FALSE
423001_account_Muhlhel,423001,Sales revenue of assets,account.data_account_type_other_income,account_arabic_coa_general,FALSE
432002_account_Muhlhel,432002,Assets replacement income,account.data_account_type_other_income,account_arabic_coa_general,FALSE
