id,code,name,account_type,reconcile,chart_template_id/id,tag_ids/id
do_niif_11040100,11040100,Provisiones de Incobrables a Clientes,asset_current,FALSE,do_chart_template,"account_tag_1,account_tag_11,account_tag_1104"
do_niif_11040200,11040200,Provisiones de Incobrables a Funcionarios y Empleados,asset_current,FALSE,do_chart_template,"account_tag_1,account_tag_11,account_tag_1104"
do_niif_11040300,11040300,Provisiones de Incobrables a Afiliadas,asset_current,FALSE,do_chart_template,"account_tag_1,account_tag_11,account_tag_1104"
do_niif_11040400,11040400,Provisiones de Incobrables a Accionistas,asset_current,FALSE,do_chart_template,"account_tag_1,account_tag_11,account_tag_1104"
do_niif_11040500,11040500,Provisiones de Otras Cuentas Incobrables,asset_current,FALSE,do_chart_template,"account_tag_1,account_tag_11,account_tag_1104"
do_niif_11050100,11050100,Inventario de Mercancías o Productos Terminados,asset_current,FALSE,do_chart_template,"account_tag_1,account_tag_11,account_tag_1105"
do_niif_11050200,11050200,Inventario de Materia Prima,asset_current,FALSE,do_chart_template,"account_tag_1,account_tag_11,account_tag_1105"
do_niif_11050300,11050300,Inventario en Tránsito,asset_current,FALSE,do_chart_template,"account_tag_1,account_tag_11,account_tag_1105"
do_niif_11050400,11050400,Inventario de Materiales y Suministros,asset_current,FALSE,do_chart_template,"account_tag_1,account_tag_11,account_tag_1105"
do_niif_11050500,11050500,Inventario de Combustibles,asset_current,FALSE,do_chart_template,"account_tag_1,account_tag_11,account_tag_1105"
do_niif_11050600,11050600,Bienes Enviados No Facturados,asset_current,TRUE,do_chart_template,"account_tag_1,account_tag_11,account_tag_1105"
do_niif_11060100,11060100,Deterioro Acum. de Inventario en Almacen,asset_current,FALSE,do_chart_template,"account_tag_1,account_tag_11,account_tag_1106"
do_niif_11060200,11060200,Deterioro Acum. de Materiales y Suministros,asset_current,FALSE,do_chart_template,"account_tag_1,account_tag_11,account_tag_1106"
do_niif_11060300,11060300,Deterioro Acum. de Combustibles,asset_current,FALSE,do_chart_template,"account_tag_1,account_tag_11,account_tag_1106"
do_niif_11070100,11070100,Obsolescencia de Inventario en Almacen,asset_current,FALSE,do_chart_template,"account_tag_1,account_tag_11,account_tag_1107"
do_niif_11070200,11070200,Obsolescencia de Materiales y Suministros,asset_current,FALSE,do_chart_template,"account_tag_1,account_tag_11,account_tag_1107"
do_niif_11070300,11070300,Obsolescencia de Combustibles,asset_current,FALSE,do_chart_template,"account_tag_1,account_tag_11,account_tag_1107"
do_niif_11080101,11080101,ITBIS Pagado en Compras de Bienes Locales,asset_current,FALSE,do_chart_template,"account_tag_1,account_tag_11,account_tag_1108,account_tag_110801"
do_niif_11080102,11080102,ITBIS Pagado en Compras de Servicios Deducibles,asset_current,FALSE,do_chart_template,"account_tag_1,account_tag_11,account_tag_1108,account_tag_110801"
do_niif_11080103,11080103,ITBIS Pagado en Importaciones,asset_current,FALSE,do_chart_template,"account_tag_1,account_tag_11,account_tag_1108,account_tag_110801"
do_niif_11080104,11080104,ITBIS en Compras de Bienes o Servicios Sujetos a Proporcionalidad,asset_current,FALSE,do_chart_template,"account_tag_1,account_tag_11,account_tag_1108,account_tag_110801"
do_niif_11080105,11080105,ITBIS en Importaciones Sujeto a Proporcionalidad,asset_current,FALSE,do_chart_template,"account_tag_1,account_tag_11,account_tag_1108,account_tag_110801"
do_niif_11080106,11080106,ITBIS Pagado en Importaciones Sujeto a Proporcionalidad,asset_current,FALSE,do_chart_template,"account_tag_1,account_tag_11,account_tag_1108,account_tag_110801"
do_niif_11080301,11080301,ITBIS Retenido por Ventas (N08-04 y N02-05),asset_current,FALSE,do_chart_template,"account_tag_1,account_tag_11,account_tag_1108,account_tag_110803"
do_niif_11080302,11080302,ITBIS Retenido por Entidades del Estado (5%),asset_current,FALSE,do_chart_template,"account_tag_1,account_tag_11,account_tag_1108,account_tag_110803"
do_niif_11080303,11080303,Saldo a Favor Anterior,asset_current,FALSE,do_chart_template,"account_tag_1,account_tag_11,account_tag_1108,account_tag_110803"
do_niif_11090100,11090100,Acciones Temporales,asset_current,FALSE,do_chart_template,"account_tag_1,account_tag_11,account_tag_1109"
do_niif_11090200,11090200,Depósitos a Plazo Temporales,asset_current,FALSE,do_chart_template,"account_tag_1,account_tag_11,account_tag_1109"
do_niif_11090300,11090300,Bonos Temporales,asset_current,FALSE,do_chart_template,"account_tag_1,account_tag_11,account_tag_1109"
do_niif_11090400,11090400,Fianzas y Depósitos,asset_current,FALSE,do_chart_template,"account_tag_1,account_tag_11,account_tag_1109"
do_niif_11100100,11100100,Avance a Proveedores,asset_prepayments,FALSE,do_chart_template,"account_tag_1,account_tag_11,account_tag_1110"
do_niif_11100200,11100200,Alquileres pagados por Anticipado,asset_prepayments,FALSE,do_chart_template,"account_tag_1,account_tag_11,account_tag_1110"
do_niif_11100300,11100300,Anticipos para Seguros,asset_prepayments,FALSE,do_chart_template,"account_tag_1,account_tag_11,account_tag_1110"
do_niif_11100400,11100400,Anticipos para ISR,asset_prepayments,FALSE,do_chart_template,"account_tag_1,account_tag_11,account_tag_1110"
do_niif_11100500,11100500,Anticipos para Gastos,asset_prepayments,FALSE,do_chart_template,"account_tag_1,account_tag_11,account_tag_1110"
do_niif_11100600,11100600,Anticipos para 1% Activos,asset_prepayments,FALSE,do_chart_template,"account_tag_1,account_tag_11,account_tag_1110"
do_niif_12010101,12010101,Terrenos,asset_fixed,FALSE,do_chart_template,"account_tag_1,account_tag_12,account_tag_1201,account_tag_120101"
do_niif_12010102,12010102,Edificaciones,asset_fixed,FALSE,do_chart_template,"account_tag_1,account_tag_12,account_tag_1201,account_tag_120101"
do_niif_12010103,12010103,Mejoras en Edificaciones,asset_fixed,FALSE,do_chart_template,"account_tag_1,account_tag_12,account_tag_1201,account_tag_120101"
do_niif_12010104,12010104,Mejoras en Edificaciones y Locales Arrendados,asset_fixed,FALSE,do_chart_template,"account_tag_1,account_tag_12,account_tag_1201,account_tag_120101"
do_niif_12010201,12010201,Equipos de Transporte Liviano,asset_fixed,FALSE,do_chart_template,"account_tag_1,account_tag_12,account_tag_1201,account_tag_120102"
do_niif_12010202,12010202,Mobiliarios y Equipos de Oficina,asset_fixed,FALSE,do_chart_template,"account_tag_1,account_tag_12,account_tag_1201,account_tag_120102"
do_niif_12010301,12010301,Maquinarias,asset_fixed,FALSE,do_chart_template,"account_tag_1,account_tag_12,account_tag_1201,account_tag_120103"
do_niif_12010302,12010302,Herramientas,asset_fixed,FALSE,do_chart_template,"account_tag_1,account_tag_12,account_tag_1201,account_tag_120103"
do_niif_12010303,12010303,Instalaciones,asset_fixed,FALSE,do_chart_template,"account_tag_1,account_tag_12,account_tag_1201,account_tag_120103"
do_niif_12010304,12010304,Sistemas de Cámara y Seguridad,asset_fixed,FALSE,do_chart_template,"account_tag_1,account_tag_12,account_tag_1201,account_tag_120103"
do_niif_12010305,12010305,Misceláneos u otros activos,asset_fixed,FALSE,do_chart_template,"account_tag_1,account_tag_12,account_tag_1201,account_tag_120103"
do_niif_12020100,12020100,Depreciación Acum. de Edificios,asset_non_current,FALSE,do_chart_template,"account_tag_1,account_tag_12,account_tag_1202"
do_niif_12020200,12020200,Depreciación Acum. de Equipos de Transporte,asset_non_current,FALSE,do_chart_template,"account_tag_1,account_tag_12,account_tag_1202"
do_niif_12020300,12020300,Depreciación Acum. de Mobiliarios y Equipos,asset_non_current,FALSE,do_chart_template,"account_tag_1,account_tag_12,account_tag_1202"
do_niif_12020400,12020400,Depreciación Acum. de Maquinarias,asset_non_current,FALSE,do_chart_template,"account_tag_1,account_tag_12,account_tag_1202"
do_niif_12020500,12020500,Depreciación Acum. de Herramientas,asset_non_current,FALSE,do_chart_template,"account_tag_1,account_tag_12,account_tag_1202"
do_niif_12020600,12020600,Depreciación Acum. de Instalaciones,asset_non_current,FALSE,do_chart_template,"account_tag_1,account_tag_12,account_tag_1202"
do_niif_12040100,12040100,Marcas y Patentes,asset_fixed,FALSE,do_chart_template,"account_tag_1,account_tag_12,account_tag_1204"
do_niif_12040200,12040200,Licencias y Programas Informáticos,asset_fixed,FALSE,do_chart_template,"account_tag_1,account_tag_12,account_tag_1204"
do_niif_12050100,12050100,Edificaciones y Locales Arrendados,asset_fixed,FALSE,do_chart_template,"account_tag_1,account_tag_12,account_tag_1205"
do_niif_12050200,12050200,Maquinarias y Equipos Arrendados,asset_fixed,FALSE,do_chart_template,"account_tag_1,account_tag_12,account_tag_1205"
do_niif_12050300,12050300,Instalaciones Arrendadas,asset_fixed,FALSE,do_chart_template,"account_tag_1,account_tag_12,account_tag_1205"
do_niif_12060100,12060100,Depreciación Acum. Edificaciones y Locales Arrendados,asset_non_current,FALSE,do_chart_template,"account_tag_1,account_tag_12,account_tag_1206"
do_niif_12060200,12060200,Depreciación Acum. Maquinarias y Equipos Arrendados,asset_non_current,FALSE,do_chart_template,"account_tag_1,account_tag_12,account_tag_1206"
do_niif_12060300,12060300,Depreciación Acum. Instalaciones Arrendadas,asset_non_current,FALSE,do_chart_template,"account_tag_1,account_tag_12,account_tag_1206"
do_niif_12070100,12070100,Deterioro Valor Acum. Edificios y Locales Arrendados,asset_non_current,FALSE,do_chart_template,"account_tag_1,account_tag_12,account_tag_1207"
do_niif_12070200,12070200,Deterioro Valor Acum. Maquinaria y Equipo Arrendado,asset_non_current,FALSE,do_chart_template,"account_tag_1,account_tag_12,account_tag_1207"
do_niif_12070300,12070300,Deterioro Valor Acum. Instalaciones Arrendadas,asset_non_current,FALSE,do_chart_template,"account_tag_1,account_tag_12,account_tag_1207"
do_niif_12080100,12080100,Acciones en otras sociedades,asset_non_current,FALSE,do_chart_template,"account_tag_1,account_tag_12,account_tag_1208"
do_niif_12090100,12090100,Diferencias temporales deducibles,asset_non_current,FALSE,do_chart_template,"account_tag_1,account_tag_12,account_tag_1209"
do_niif_12090200,12090200,Gastos Organizacionales Diferidos,asset_non_current,FALSE,do_chart_template,"account_tag_1,account_tag_12,account_tag_1209"
do_niif_12090300,12090300,ISR Deducible,asset_non_current,FALSE,do_chart_template,"account_tag_1,account_tag_12,account_tag_1209"
do_niif_13010100,13010101,Costos de Construcción en Proceso,asset_non_current,FALSE,do_chart_template,
do_niif_21010100,21010100,Préstamos Bancarios por Pagar,liability_payable,TRUE,do_chart_template,"account_tag_2,account_tag_21,account_tag_2101"
do_niif_21010200,21010200,Cuentas por Pagar a Proveedores Locales,liability_payable,TRUE,do_chart_template,"account_tag_2,account_tag_21,account_tag_2101"
do_niif_21010300,21010300,Cuentas por Pagar a Proveedores del Exterior,liability_payable,TRUE,do_chart_template,"account_tag_2,account_tag_21,account_tag_2101"
do_niif_21010400,21010400,Cuentas por Pagar a Afiliadas,liability_payable,TRUE,do_chart_template,"account_tag_2,account_tag_21,account_tag_2101"
do_niif_21010500,21010500,Cuentas por Pagar a Accionistas,liability_payable,TRUE,do_chart_template,"account_tag_2,account_tag_21,account_tag_2101"
do_niif_21010600,21010600,Nóminas por Pagar,liability_payable,TRUE,do_chart_template,"account_tag_2,account_tag_21,account_tag_2101"
do_niif_21010700,21010700,Intereses por Pagar,liability_payable,TRUE,do_chart_template,"account_tag_2,account_tag_21,account_tag_2101"
do_niif_21010800,21010800,Otras Cuentas por Pagar,liability_payable,TRUE,do_chart_template,"account_tag_2,account_tag_21,account_tag_2101"
do_niif_21020100,21020100,Dividendos por Pagar,liability_non_current,FALSE,do_chart_template,"account_tag_2,account_tag_21,account_tag_2102"
do_niif_21020200,21020200,Comisiones por Pagar,liability_non_current,FALSE,do_chart_template,"account_tag_2,account_tag_21,account_tag_2102"
do_niif_21020300,21020300,Vacaciones por Pagar,liability_non_current,FALSE,do_chart_template,"account_tag_2,account_tag_21,account_tag_2102"
do_niif_21020400,21020400,Bonificaciones por Pagar,liability_non_current,FALSE,do_chart_template,"account_tag_2,account_tag_21,account_tag_2102"
do_niif_21020500,21020500,Regalía Pascual por Pagar,liability_non_current,FALSE,do_chart_template,"account_tag_2,account_tag_21,account_tag_2102"
do_niif_21020600,21020600,Seguro Médico por Pagar,liability_non_current,FALSE,do_chart_template,"account_tag_2,account_tag_21,account_tag_2102"
do_niif_21020700,21020700,Seguro Familiar de Salud (SFS) por Pagar,liability_non_current,FALSE,do_chart_template,"account_tag_2,account_tag_21,account_tag_2102"
do_niif_21020800,21020800,Aporte a Fondo de Pensiones (AFP) por Pagar,liability_non_current,FALSE,do_chart_template,"account_tag_2,account_tag_21,account_tag_2102"
do_niif_21020900,21020900,Seguro de Riesgo Laboral (SRL) por Pagar,liability_non_current,FALSE,do_chart_template,"account_tag_2,account_tag_21,account_tag_2102"
do_niif_21021000,21021000,INFOTEP por Pagar,liability_payable,TRUE,do_chart_template,"account_tag_2,account_tag_21,account_tag_2102"
do_niif_21021100,21021100,Tesorería de la Seguridad Social (TSS) por Pagar,liability_payable,TRUE,do_chart_template,"account_tag_2,account_tag_21,account_tag_2102"
do_niif_21021200,21021200,Bienes Recibidos no Facturados,liability_non_current,TRUE,do_chart_template,"account_tag_2,account_tag_21,account_tag_2102"
do_niif_21030101,21030101,ITBIS por Venta Servicios,liability_non_current,FALSE,do_chart_template,"account_tag_2,account_tag_21,account_tag_2103,account_tag_210301"
do_niif_21030102,21030102,ITBIS por Venta Bienes,liability_non_current,FALSE,do_chart_template,"account_tag_2,account_tag_21,account_tag_2103,account_tag_210301"
do_niif_21030103,21030103,ITBIS por Venta Servicios en Nombre de Terceros,liability_non_current,FALSE,do_chart_template,"account_tag_2,account_tag_21,account_tag_2103,account_tag_210301"
do_niif_21030201,21030201,ITBIS Retenido a Persona Jurídica (N02-05),liability_non_current,FALSE,do_chart_template,"account_tag_2,account_tag_21,account_tag_2103,account_tag_210302"
do_niif_21030202,21030202,ITBIS Retenido a Persona Física (R293-11),liability_non_current,FALSE,do_chart_template,"account_tag_2,account_tag_21,account_tag_2103,account_tag_210302"
do_niif_21030203,21030203,ITBIS Retenido a Entidades No Lucrativas (N01-11),liability_non_current,FALSE,do_chart_template,"account_tag_2,account_tag_21,account_tag_2103,account_tag_210302"
do_niif_21030204,21030204,ITBIS Retenido por Servicios Profesionales (N02-05),liability_non_current,FALSE,do_chart_template,"account_tag_2,account_tag_21,account_tag_2103,account_tag_210302"
do_niif_21030205,21030205,ITBIS Retenido a Informales de Bienes (N08-10),liability_non_current,FALSE,do_chart_template,"account_tag_2,account_tag_21,account_tag_2103,account_tag_210302"
do_niif_21030301,21030301,ISR Retenido por Honorarios Profesionales de Personas Físicas,liability_non_current,FALSE,do_chart_template,"account_tag_2,account_tag_21,account_tag_2103,account_tag_210303"
do_niif_21030302,21030302,ISR Retenido por Alquileres Pagados a Personas Físicas,liability_non_current,FALSE,do_chart_template,"account_tag_2,account_tag_21,account_tag_2103,account_tag_210303"
do_niif_21030303,21030303,ISR Retenido por Dividendos Pagados,liability_non_current,FALSE,do_chart_template,"account_tag_2,account_tag_21,account_tag_2103,account_tag_210303"
do_niif_21030304,21030304,ISR Retenido por Intereses Pagados al Exterior,liability_non_current,FALSE,do_chart_template,"account_tag_2,account_tag_21,account_tag_2103,account_tag_210303"
do_niif_21030305,21030305,ISR Retenido por Intereses Pagados,liability_non_current,FALSE,do_chart_template,"account_tag_2,account_tag_21,account_tag_2103,account_tag_210303"
do_niif_21030306,21030306,ISR Retenido por Transferencias de Títulos y Propiedades,liability_non_current,FALSE,do_chart_template,"account_tag_2,account_tag_21,account_tag_2103,account_tag_210303"
do_niif_21030307,21030307,ISR Retenido por Remesas al Exterior (L253-12),liability_non_current,FALSE,do_chart_template,"account_tag_2,account_tag_21,account_tag_2103,account_tag_210303"
do_niif_21030308,21030308,Otras Retenciones (N07-07),liability_non_current,FALSE,do_chart_template,"account_tag_2,account_tag_21,account_tag_2103,account_tag_210303"
do_niif_21030309,21030309,Otras Retenciones,liability_non_current,FALSE,do_chart_template,"account_tag_2,account_tag_21,account_tag_2103,account_tag_210303"
do_niif_21030401,21030401,Retención de Impuesto al Salario (ISR del IR3),liability_non_current,FALSE,do_chart_template,"account_tag_2,account_tag_21,account_tag_2103,account_tag_210304"
do_niif_21030402,21030402,Retención de Seguro Familiar de Salud (SFS),liability_non_current,FALSE,do_chart_template,"account_tag_2,account_tag_21,account_tag_2103,account_tag_210304"
do_niif_21030403,21030403,Retención de Fondo de Pensiones (AFP),liability_non_current,FALSE,do_chart_template,"account_tag_2,account_tag_21,account_tag_2103,account_tag_210304"
do_niif_21030404,21030404,Retención de INFOTEP (0.5%),liability_non_current,FALSE,do_chart_template,"account_tag_2,account_tag_21,account_tag_2103,account_tag_210304"
do_niif_21030501,21030501,ISR por Pagar,liability_non_current,FALSE,do_chart_template,"account_tag_2,account_tag_21,account_tag_2103,account_tag_210305"
do_niif_21030502,21030502,Anticipos ISR por Pagar,liability_non_current,FALSE,do_chart_template,"account_tag_2,account_tag_21,account_tag_2103,account_tag_210305"
do_niif_21030503,21030503,Propina Legal por Pagar (L16-92),liability_non_current,FALSE,do_chart_template,"account_tag_2,account_tag_21,account_tag_2103,account_tag_210305"
do_niif_21030504,21030504,Otros Impuestos por Pagar,liability_non_current,FALSE,do_chart_template,"account_tag_2,account_tag_21,account_tag_2103,account_tag_210305"
do_niif_21040100,21040100,Provisiones Pago Alquileres,liability_non_current,FALSE,do_chart_template,"account_tag_2,account_tag_21,account_tag_2104"
do_niif_21040200,21040200,Provisiones Arrendamiento Financiero,liability_non_current,FALSE,do_chart_template,"account_tag_2,account_tag_21,account_tag_2104"
do_niif_21040300,21040300,Provisiones Gastos Fijos,liability_non_current,FALSE,do_chart_template,"account_tag_2,account_tag_21,account_tag_2104"
do_niif_21050100,21050100,Tarjeta de Crédito Empresarial,liability_non_current,FALSE,do_chart_template,"account_tag_2,account_tag_21,account_tag_2105"
do_niif_21050200,21050200,Prima de Tarjetas de Crédito,liability_non_current,FALSE,do_chart_template,"account_tag_2,account_tag_21,account_tag_2105"
do_niif_22010100,22010100,Préstamos Bancarios Largo Plazo,liability_non_current,FALSE,do_chart_template,"account_tag_2,account_tag_22,account_tag_2201"
do_niif_22010200,22010200,Préstamos Hipotecarios LP,liability_non_current,FALSE,do_chart_template,"account_tag_2,account_tag_22,account_tag_2201"
do_niif_22012300,22012300,Préstamos Accionistas / Particulares,liability_non_current,FALSE,do_chart_template,"account_tag_2,account_tag_22,account_tag_2201"
do_niif_22020100,22020100,Provisiones Beneficios de Empleados LP,liability_non_current,FALSE,do_chart_template,"account_tag_2,account_tag_22,account_tag_2202"
do_niif_22020200,22020200,Provisiones Prestaciones Laborales,liability_non_current,FALSE,do_chart_template,"account_tag_2,account_tag_22,account_tag_2202"
do_niif_22020300,22020300,Provisiones Indemnizaciones,liability_non_current,FALSE,do_chart_template,"account_tag_2,account_tag_22,account_tag_2202"
do_niif_22030100,22030100,Anticipos o Garantías de Clientes,liability_non_current,FALSE,do_chart_template,"account_tag_2,account_tag_22,account_tag_2203"
do_niif_22030200,22030200,Depósitos por Identificar,liability_non_current,FALSE,do_chart_template,"account_tag_2,account_tag_22,account_tag_2203"
do_niif_22040100,22040100,Provisiones Arrendamiento Financiero LP,liability_non_current,FALSE,do_chart_template,"account_tag_2,account_tag_22,account_tag_2204"
do_niif_31010100,31010100,Capital Social Autorizado,equity,FALSE,do_chart_template,"account_tag_3,account_tag_31,account_tag_3101"
do_niif_31010200,31010200,Capital Social en Acciones no Emitidas,equity,FALSE,do_chart_template,"account_tag_3,account_tag_31,account_tag_3101"
do_niif_31010300,31010300,Capital Social Pagado,equity,FALSE,do_chart_template,"account_tag_3,account_tag_31,account_tag_3101"
do_niif_31010400,31010400,Capital Social No Pagado,equity,FALSE,do_chart_template,"account_tag_3,account_tag_31,account_tag_3101"
do_niif_31010500,31010500,Acciones o Participaciones en Tesorería,equity,FALSE,do_chart_template,"account_tag_3,account_tag_31,account_tag_3101"
do_niif_31020100,31020100,Superávit por Revaluación de Terrenos,equity,FALSE,do_chart_template,"account_tag_3,account_tag_31,account_tag_3102"
do_niif_31020200,31020200,Superávit por Revaluación de Edificaciones,equity,FALSE,do_chart_template,"account_tag_3,account_tag_31,account_tag_3102"
do_niif_31020300,31020300,Superávit por Revaluación de Instalaciones,equity,FALSE,do_chart_template,"account_tag_3,account_tag_31,account_tag_3102"
do_niif_31020400,31020400,Superávit por Revaluación de Mobiliario y Equipo,equity,FALSE,do_chart_template,"account_tag_3,account_tag_31,account_tag_3102"
do_niif_32010100,32010100,Reserva Legal,equity,FALSE,do_chart_template,"account_tag_3,account_tag_32,account_tag_3201"
do_niif_33010100,33010100,Utilidades de Ejercicios Anteriores,equity,FALSE,do_chart_template,"account_tag_3,account_tag_33,account_tag_3301"
do_niif_33010200,33010200,Pérdidas de Ejercicios Anteriores,equity,FALSE,do_chart_template,"account_tag_3,account_tag_33,account_tag_3301"
do_niif_33020100,33020100,Utilidad del Ejercicio,equity,FALSE,do_chart_template,"account_tag_3,account_tag_33,account_tag_3302"
do_niif_33020200,33020200,Pérdidas del Ejercicio,equity,FALSE,do_chart_template,"account_tag_3,account_tag_33,account_tag_3302"
do_niif_33040100,33040100,Superávit en Reserva,equity,FALSE,do_chart_template,"account_tag_3,account_tag_33,account_tag_3304"
do_niif_33040200,33040200,Déficit en Reserva,equity,FALSE,do_chart_template,"account_tag_3,account_tag_33,account_tag_3304"
do_niif_41010100,41010100,Ventas de Bienes,income,FALSE,do_chart_template,"account_tag_4,account_tag_41,account_tag_4101"
do_niif_41010200,41010200,Ventas por Exportaciones de Bienes,income,FALSE,do_chart_template,"account_tag_4,account_tag_41,account_tag_4101"
do_niif_41020100,41020100,Ventas de Servicios,income,FALSE,do_chart_template,"account_tag_4,account_tag_41,account_tag_4102"
do_niif_41020200,41020200,Ventas por Exportaciones de Servicios,income,FALSE,do_chart_template,"account_tag_4,account_tag_41,account_tag_4102"
do_niif_41030100,41030100,Devoluciones de Bienes,income,FALSE,do_chart_template,"account_tag_4,account_tag_41,account_tag_4103"
do_niif_41030200,41030200,Devoluciones por Servicios,income,FALSE,do_chart_template,"account_tag_4,account_tag_41,account_tag_4103"
do_niif_41040100,41040100,Descuentos por Ventas (por NC),income,FALSE,do_chart_template,"account_tag_4,account_tag_41,account_tag_4104"
do_niif_42010100,42010100,Intereses sobre Certificados,income,FALSE,do_chart_template,"account_tag_4,account_tag_42,account_tag_4201"
do_niif_42010200,42010200,Intereses por Cuentas Bancarias,income,FALSE,do_chart_template,"account_tag_4,account_tag_42,account_tag_4201"
do_niif_42010300,42010300,Intereses por Financiamientos,income,FALSE,do_chart_template,"account_tag_4,account_tag_42,account_tag_4201"
do_niif_42020100,42020100,Ingresos por Ventas de Activos Depreciables (CAT II y III) ,income,FALSE,do_chart_template,"account_tag_4,account_tag_42,account_tag_4202"
do_niif_42030100,42030100,Ingresos por Dividendos Ganados,income,FALSE,do_chart_template,"account_tag_4,account_tag_42,account_tag_4203"
do_niif_42040100,42040100,Ingresos por Diferencia Cambiaria,income_other,FALSE,do_chart_template,"account_tag_4,account_tag_42,account_tag_4204"
do_niif_42040200,42040200,Cobro de Cuentas Incobrables,income_other,FALSE,do_chart_template,"account_tag_4,account_tag_42,account_tag_4204"
do_niif_42040300,42040300,Ingresos por Sobrante en Caja,income_other,FALSE,do_chart_template,"account_tag_4,account_tag_42,account_tag_4204"
do_niif_51010100,51010100,Costos de Bienes,expense_direct_cost,FALSE,do_chart_template,"account_tag_5,account_tag_51,account_tag_5101"
do_niif_51010200,51010200,Costos de Servicios,expense_direct_cost,FALSE,do_chart_template,"account_tag_5,account_tag_51,account_tag_5101"
do_niif_51010300,51010300,Diferencia en Precio,expense_direct_cost,FALSE,do_chart_template,"account_tag_5,account_tag_51,account_tag_5101"
do_niif_51020400,51020400,Costos de Importación,expense_direct_cost,FALSE,do_chart_template,"account_tag_5,account_tag_51,account_tag_5102"
do_niif_51010500,51010500,ITBIS llevado al Costo,expense_direct_cost,FALSE,do_chart_template,"account_tag_5,account_tag_51,account_tag_5101"
do_niif_51020100,51020100,Costos de Materia Prima,expense_direct_cost,FALSE,do_chart_template,"account_tag_5,account_tag_51,account_tag_5102"
do_niif_51020200,51020200,Costos de Mano de Obra,expense_direct_cost,FALSE,do_chart_template,"account_tag_5,account_tag_51,account_tag_5102"
do_niif_51020300,51020300,Costos Indirectos,expense_direct_cost,FALSE,do_chart_template,"account_tag_5,account_tag_51,account_tag_5102"
do_niif_52010100,61010100,Sueldos y Salarios,expense,FALSE,do_chart_template,"account_tag_6,account_tag_52,account_tag_5201"
do_niif_52010200,61010200,Regalía Pascual,expense,FALSE,do_chart_template,"account_tag_6,account_tag_52,account_tag_5201"
do_niif_52010300,61010300,Retribuciones Complementarias,expense,FALSE,do_chart_template,"account_tag_6,account_tag_52,account_tag_5201"
do_niif_52010400,61010400,Bono Vacacional,expense,FALSE,do_chart_template,"account_tag_6,account_tag_52,account_tag_5201"
do_niif_52010500,61010500,Bono por Desempeño,expense,FALSE,do_chart_template,"account_tag_6,account_tag_52,account_tag_5201"
do_niif_52010600,61010600,Comisiones a Empleados,expense,FALSE,do_chart_template,"account_tag_6,account_tag_52,account_tag_5201"
do_niif_52010700,61010700,Indemnizaciones,expense,FALSE,do_chart_template,"account_tag_6,account_tag_52,account_tag_5201"
do_niif_52010800,61010800,Bonificaciones y Gratificaciones,expense,FALSE,do_chart_template,"account_tag_6,account_tag_52,account_tag_5201"
do_niif_52010900,61010900,Comidas o Dietas al Personal,expense,FALSE,do_chart_template,"account_tag_6,account_tag_52,account_tag_5201"
do_niif_52011000,61011000,Cursos y Entrenamientos,expense,FALSE,do_chart_template,"account_tag_6,account_tag_52,account_tag_5201"
