id,code,name,user_type_id/id,reconcile,chart_template_id/id
gov_central_110102000100040004,110102000100040004,BANRESERVAS-CUENTA COLECTORA EN RD$- AUTORIDAD  METROPOLITANA DE TRANSPORTE (AMET),account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_110102000100040005,110102000100040005,BANRESERVAS-CUENTA COLECTORA EN RD$-PROGRAMA DE MEDICAMENTOS ESENCIALES,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_110102000100040006,110102000100040006,BANRESERVAS-CUENTA COLECTORA EN RD$- INSTITUTO DE AVIACION CIVIL (IDAC),account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_110102000100040007,110102000100040007,BANRESERVAS-CUENTA COLECTORA EN RD$-UNIDAD RECAUDADORA CONTRALORIA GENERAL DE LA REPUBLICA,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_110102000100040008,110102000100040008,"BANRESERVAS-CUENTA COLECTORA EN RD$-MINISTERIO DE ECONOMIA, PLANIFICACION Y DESARROLLO",account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_110102000100040009,110102000100040009,BANRESERVAS-CUENTA COLECTORA EN RD$-COMEDORES ECONOMICOS,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_110102000100040010,110102000100040010,BANRESERVAS-CUENTA COLECTORA EN RD$- MINISTERIO DE INTERIOR Y POLICIA,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_110102000100040011,110102000100040011,BANRESERVAS-CUENTA COLECTORA EN RD$- MINISTERIO DE RELACIONES EXTERIORES,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_110102000100040012,110102000100040012,BANRESERVAS-CUENTA COLECTORA EN RD$- DIRECCION GENERAL DE PASAPORTES,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_110102000100040013,110102000100040013,BANRESERVAS-CUENTA COLECTORA EN RD$-MINISTERIO DE HACIENDA,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_110102000100040014,110102000100040014,BANRESERVAS-CUENTA COLECTORA EN RD$-MINISTERIO DE OBRAS PUBLICAS Y COMUNICACIONES,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_110102000100040015,110102000100040015,BANRESERVAS-CUENTA COLECTORA EN RD$-MINISTERIO DE CULTURA,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_110102000100040016,110102000100040016,BANRESERVAS-CUENTA COLECTORA EN RD$-MINISTERIO DE MEDIO AMBIENTE,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_110102000100040017,110102000100040017,BANRESERVAS-CUENTA COLECTORA EN RD$-OFICINA METROPOLITANA DE TRANSPORTE (OMSA),account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_110102000100040018,110102000100040018,BANRESERVAS-CUENTA COLECTORA EN RD$-MINISTERIO DE LAS FUERZAS ARMADAS,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_110102000100040019,110102000100040019,"BANRESERVAS-CUENTA COLECTORA EN  RD$ - MINISTERIO DE EDUCACION SUPERIOR, CIENCIA Y TECNOLOGIA",account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_110102000100040020,110102000100040020,BANRESERVAS-CUENTA COLECTORA EN  RD$ PROCURADURIA GENERAL DE LA REPUBLICA,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_110102000100040021,110102000100040021,BANRESERVAS-CUENTA COLECTORA EN  RD$ - MINISTERIO DE ESTADO DE TURISMO,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_110102000100040022,110102000100040022,BANRESERVAS-CUENTA COLECTORA EN  RD$ - MINISTERIO DE INDUSTRIA Y COMERCIO,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_110102000100040023,110102000100040023,BANRESERVAS-CUENTA COLECTORA EN  RD$ - MINISTERIO DE AGRICULTURA,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_110102000100040024,110102000100040024,BANRESERVAS-CUENTA COLECTORA EN  RD$ - MINISTERIO DE TRABAJO,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_110102000100040025,110102000100040025,"BANRESERVAS-CUENTA COLECTORA EN  RD$ - MINISTERIO DE DEPORTES, EDUCACION FISICA Y RECREACION",account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_110102000100040026,110102000100040026,BANRESERVAS-CUENTA COLECTORA EN  RD$ -  MINISTERIO DE SALUD Y ASISTENCIA SOCIAL,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_110102000100040027,110102000100040027,BANRESERVAS-CUENTA COLECTORA EN  RD$ - MINISTERIO DE LA MUJER,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_110102000100040028,110102000100040028,BANRESERVAS-CUENTA COLECTORA EN  RD$ - MINISTERIO DE EDUCACION,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_110102000100040029,110102000100040029,BANRESERVAS-CUENTA COLECTORA EN RD$ DGII VIRTUAL,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_110102000100040030,110102000100040030,BANRESERVAS-CUENTA COLECTORA EN RD$ DGA VIRTUAL,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_110102000100040031,110102000100040031,BANRESERVAS-CUENTA COLECTORA MINISTERIO DE ADMINISTRACION DE PERSONAL,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_110102000100040032,110102000100040032,BANRESERVAS-CUENTA COLECTORA RECURSOS DIRECTOS,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_110102000100040999,110102000100040999,OTRAS-CUENTAS COLECTORAS EN RD$,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_110102000100050001,110102000100050001,BANRESERVAS-CUENTA ESPECIAL REPUBLICA DOMINICANA US$,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_110102000100050002,110102000100050002,BANRESERVAS-COLECTOR DE ADUANAS US$,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_110102000100050003,110102000100050003,BANRESERVAS-CUENTA COLECTORA EN US$- DE IMPUESTOS INTERNOS,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_110102000100050004,110102000100050004,BANCO DE RESERVAS CUENTA EN EUROS COLECTOR DE DGII,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_110102000100050005,110102000100050005,BANRESERVAS-CUENTA COLECTORA  EN USD- PASAPORTES,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_110102000100050006,110102000100050006,BANRESERVAS-CUENTA COLECTORA RECURSOS DIRECTOS US$,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_110102000100050007,110102000100050007,BANRESERVAS-CUENTA COLECTORA RECURSOS DIRECTOS EUROS,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_110102000100060001,110102000100060001,BANRESERVAS CUENTAS INVERSIONES,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_11010200020001,11010200020001,BCRD-CUENTA EN RD$ PARA EL PAGO DE LA DEUDA EXTERNA,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_11010200020002,11010200020002,BCRD-2% A LAS IMPORTACIONES,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_11010200020003,11010200020003,BCRD-CUENTA GOBIERNO CENTRAL PAGO DE LA DEUDA EXTERNA EN USD,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_11010200020004,11010200020004,CUENTA DEL GOBIERNO CENTRAL  PAGO SERVICIO DEUDA EXTERNA-EUR,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_11010200020005,11010200020005,BCRD-CUENTA REPÚBLICA DOMINICANA EN USD,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_11010200020006,11010200020006,BCRD-CUENTA REPÚBLICA DOMINICANA REMUNERADA,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_11010200020007,11010200020007,BCRD-CUENTA DEL GOBIERNO CENTRAL PAGO SERVICIO DEUDA - EUR LBTR,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_11010200050001,11010200050001,CUENTA DE TRANSFERENCIAS,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_11010200060001,11010200060001,CUENTA REPUBLICA DOMINICANA EN DERECHOS ESPECIALES DE GIRO,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_110102000700010001,110102000700010001,EFECTIVO EN LA SUBCUENTA DE DISPONIBILIDADES EN RD$,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_110102000700010002,110102000700010002,EFECTIVO EN LA SUBCUENTA DE CUOTA EN RD$,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_110102000800010001,110102000800010001,EFECTIVO EN LA SUBCUENTA DE DISPONIBILIDADES EN US$,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_110102000800010002,110102000800010002,EFECTIVO EN LA SUBCUENTA DE CUOTA EN US$,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_110102000900010001,110102000900010001,EFECTIVO EN LA SUBCUENTA DE DISPONIBILIDADES EN EURO €$,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_110102000900010002,110102000900010002,EFECTIVO EN LA SUBCUENTA DE CUOTA EN EURO €$,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_11010300010001,11010300010001,FONDO ANTICIPOS FINANCIEROS,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_11010300010002,11010300010002,FONDO VARIOS DE USO INSTITUCIONAL,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_11010300010003,11010300010003,FONDO ESPECIALES INSTITUCIONALES,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_11010300010004,11010300010004,FONDO DE CONTRAPARTIDAS DE PRESTAMOS Y DONACIONES,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_11010300010005,11010300010005,FONDO EN AVANCE RECURSOS PROPIOS,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_11010300010006,11010300010006,FONDO EN AVANCE EXCEPCIONAL,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_11010300010007,11010300010007,FONDO EN AVANCE PROYECTOS INTERNOS,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_11010300010008,11010300010008,FONDOS PROVENIENTES DE PRESTAMOS DIRECTOS,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_11010300010009,11010300010009,FONDOS PROVENIENTES DE DONACIONES DIRECTAS,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_11010300010010,11010300010010,CUENTA VIRTUAL PARA EL REGISTRO DE DONACIONES,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_11010300010011,11010300010011,CUENTA VIRTUAL DE PRESTAMOS,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_11010300010012,11010300010012,DISPONILIDADES POR ANTICIPOS FINANCIEROS,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_11010300010013,11010300010013,BANCO DE RESERVAS - CUENTAS OPERATIVAS RECURSOS DIRECTOS EN RD$,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_11010300010014,11010300010014,BANCO DE RESERVAS - CUENTAS OPERATIVAS RECURSOS DIRECTOS EN US$,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_11010300010018,11010300010018,BR - FONDOS PROVENIENTES DE PRESTAMOS DIRECTOS,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_11010300010019,11010300010019,BR - FONDOS PROVENIENTES DE DONACIONES DIRECTAS,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_110103000100200001,110103000100200001,BR - CUENTAS DE PROYECTOS CON RECURSOS EXTERNOS EN PESOS,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_110103000100200002,110103000100200002,BR - CUENTAS DE PROYECTOS CON RECURSOS EXTERNOS EN USD,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_110103000100200003,110103000100200003,BR - CUENTAS DE PROYECTOS CON RECURSOS EXTERNOS EN EUROS,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_11010300010021,11010300010021,BANCO DE RESERVAS - CUENTAS ESPECIALES,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_11010300020001,11010300020001,BCRD-CUENTA PARA EL SERVICIO DE LA DEUDA EXTERNA,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_11010300020008,11010300020008,BCRD-FONDOS PROVENIENTES DE PRESTAMOS EN RD$,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_11010300020009,11010300020009,BCRD-FONDOS PROVENIENTES DE DONACIONES EN RD$,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_11010300020018,11010300020018,BCRD-FONDOS PROVENIENTES DE PRESTAMOS EN MONEDAS EXTRANJERAS,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_11010300020019,11010300020019,BCRD-FONDOS PROVENIENTES DE DONACIONES EN MONEDAS EXTRANJERAS,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_110103000200200001,110103000200200001,BCRD - CUENTAS DE PROYECTOS CON RECURSOS EXTERNOS EN PESOS,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_110103000200200002,110103000200200002,BCRD - CUENTAS DE PROYECTOS CON RECURSOS EXTERNOS EN USD,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_110103000200200003,110103000200200003,BCRD - CUENTAS DE PROYECTOS CON RECURSOS EXTERNOS EN EUROS,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_1101030998,1101030998,OTRAS DISPONIBILIDADES EN PODER DE LAS DAFS,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_11010400010002,11010400010002,BANCO DE RESERVAS DE LA REPUBLICA DOMINICANA ( EN USD ),account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_11010400010003,11010400010003,RESERVAS DE CHEQUES NO PAGADOS EN DOS (2) AÑOS,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_11010400010004,11010400010004,FONDOS DE TERCEROS RECAUDADOS POR LA TESORERIA NACIONAL,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_11010400010005,11010400010005,FIANZAS JUDICIALES Y DEPOSITOS EN CONSIGNACION,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_11010400010006,11010400010006,SUSPENSOS TESORERIA NACIONAL,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_11010400010007,11010400010007,FIDELIDAD MUNICIPAL,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_11010400010008,11010400010008,FONDOS DE TERCEROS ESPECIALES,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_11010400020001,11010400020001,BANCO CENTRAL DE LA REPUBLICA DOMINICANA RD$,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_110104000300010001,110104000300010001,DEBITOS TRANSFERENCIAS POR CLASIFICAR ANTICIPOS FINANCIEROS,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_110104000300010002,110104000300010002,DEBITOS TRANSFERENCIAS POR CLASIFICAR COLECTORAS,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_110104000300010003,110104000300010003,DEBITO TRANSFERENCIA POR  CLASIFICAR CONTRAPARTIDA,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_110104000300010004,110104000300010004,DEBITO TRANSFERENCIA POR  CLASIFICAR ESPECIALES,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_110104000300010005,110104000300010005,DEBITO TRANSFERENCIA POR  CLASIFICAR FINANCIAMIENTO EXTERNO,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_110104000300010006,110104000300010006,DEBITO TRANSFERENCIA POR  CLASIFICAR OPERATIVA INSTITUCIONAL,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_110104000300010007,110104000300010007,DEBITO TRANSFERENCIA POR  CLASIFICAR CUENTAS UNICA E INVERSIONES,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_110104000300020001,110104000300020001,DEBITOS FINANCIEROS PENDIENTES DE CLASIFICACION ANTICIPOS,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_110104000300020002,110104000300020002,DEBITOS FINANCIEROS PENDIENTES DE CLASIFICACION COLECTORAS,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_110104000300020003,110104000300020003,DEBITOS FINANCIEROS PENDIENTES DE CLASIFICACION CONTRAPARTIDA,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_110104000300020004,110104000300020004,DEBITOS FINANCIEROS PENDIENTES DE CLASIFICACION CUENTAS ESPECIALES,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_110104000300020005,110104000300020005,DEBITOS FINANCIEROS PENDIENTES DE CLASIFICACION FINANCIAMIENTO EXTERNO,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_110104000300020006,110104000300020006,DEBITOS FINANCIEROS PENDIENTES DE CLASIFICACION OPERATIVA INSTITUCIONAL,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_110104000300020007,110104000300020007,DEBITOS FINANCIEROS PENDIENTES DE CLASIFICACION CUENTAS UNICA E INVERSIONES,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_11010400030003,11010400030003,TRANSFERENCIA EN TRANSITO,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_1101040998,1101040998,OTROS FONDOS,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_11010600010001,11010600010001,DEPÓSITOS A PLAZO FIJO A CORTO PLAZO  EN LA  TESORERÍA NACIONAL,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_11010600010002,11010600010002,DEPÓSITOS A PLAZO FIJO  EN PODER DE LAS INSTITUCIONES,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_1102010001,1102010001,DEPOSITOS A PLAZO FIJO INTERNO,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_1102010002,1102010002,DEPOSITOS A PLAZO FIJO EXTERNO,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_11020100030001,11020100030001,INVERSIONES FINANCIERAS A CORTO PLAZO DE LA TESORERÍA NACIONAL,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_11020100030002,11020100030002,INVERSIONES FINANCIERAS A CORTO PLAZO EN PODER DE LAS INSTITUCIONES,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_1102010998,1102010998,OTROS DEPOSITOS A PLAZO FIJOS,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_1102020001,1102020001,TITULOS Y VALORES INTERNOS DE CORTO PLAZO,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_1102020002,1102020002,TITULOS Y VALORES EXTERNOS  DE CORTO PLAZO,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_1102020998,1102020998,OTROS TITULOS Y VALORES,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_1102020999,1102020999,CUENTA DE VALUACION,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_1102030001,1102030001,INVERSIONES TEMPORARIAS EN RD$,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_1102030002,1102030002,INVERSIONES TEMPORARIAS EN US$,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_110204,110204,FONDOS Y BIENES EN FIDEICOMISO,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_110298,110298,OTRAS INVERSIONES,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_1103010001,1103010001,RENTAS POR RECAUDAR DE IMPUESTOS SOBRE LOS INGRESOS,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_1103010002,1103010002,RENTAS POR RECAUDAR DE IMPUESTOS SOBRE EL PATRIMONIO,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_1103010003,1103010003,RENTAS POR RECAUDAR DE IMPUESTOS SOBRE MERCANCIAS Y SERVICIOS,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_1103010004,1103010004,RENTAS POR RECAUDAR DE IMPUESTO SOBRE EL COMERCIO EXTERIOR,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_1103010005,1103010005,RENTAS POR RECAUDAR DE IMPUESTOS A ESPECIFICAR,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_1103010998,1103010998,RENTAS POR RECAUDAR DE OTROS IMPUESTOS,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_1103020001,1103020001,RENTAS POR RECAUDAR DE CONTRIBUCIONES SOCIALES,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_1103020002,1103020002,RENTAS POR RECAUDAR DE RENTAS DE LA ADMINISTRACION PUBLICA,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_1103020003,1103020003,RENTAS POR RECAUDAR DE RENTAS DE LA PROPIEDAD,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_1103020998,1103020998,OTRAS RENTAS GENERALES NO TRIBUTARIAS,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_1103030001,1103030001,RENTAS GENERALES POR RECAUDAR,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_1103030002,1103030002,RENTAS GENERALES POR COBRAR,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_1103990999,1103990999,PREVISION PARA RENTAS POR RECAUDAR,account.data_account_type_liquidity,FALSE,gov_central_chart_template
gov_central_1104010002,1104010002,ANTICIPOS POR FONDOS REPONIBLES,account.data_account_type_prepayments,TRUE,gov_central_chart_template
gov_central_11040100030001,11040100030001,ANTICIPOS A PROVEEDORES Y CONTRATISTAS,account.data_account_type_prepayments,TRUE,gov_central_chart_template
gov_central_1104010998,1104010998,OTROS ANTICIPOS,account.data_account_type_prepayments,TRUE,gov_central_chart_template
gov_central_1104020001,1104020001,CUENTAS DIRECTAS POR COBRAR AL SECTOR PUBLICO NO FINANCIERO,account.data_account_type_receivable,TRUE,gov_central_chart_template
gov_central_1104020002,1104020002,CUENTAS DIRECTAS POR COBRAR AL SECTOR PUBLICO FINANCIERO,account.data_account_type_receivable,TRUE,gov_central_chart_template
gov_central_1104020003,1104020003,CUENTAS DIRECTAS POR COBRAR AL SECTOR PRIVADO,account.data_account_type_receivable,TRUE,gov_central_chart_template
gov_central_1104020004,1104020004,CUENTAS DIRECTAS POR COBRAR AL SECTOR EXTERNO,account.data_account_type_receivable,TRUE,gov_central_chart_template
gov_central_1104020998,1104020998,OTRAS CUENTAS DIRECTAS A COBRAR A CORTO PLAZO  POR CLASIFICAR,account.data_account_type_receivable,TRUE,gov_central_chart_template
gov_central_1104030001,1104030001,CUENTAS INDIRECTAS POR COBRAR AL SECTOR PUBLICO NO FINANCIERO,account.data_account_type_receivable,TRUE,gov_central_chart_template
gov_central_1104030002,1104030002,CUENTAS INDIRECTAS POR COBRAR AL SECTOR PUBLICO FINANCIERO,account.data_account_type_receivable,TRUE,gov_central_chart_template
gov_central_1104030003,1104030003,CUENTAS INDIRECTAS POR COBRAR AL SECTOR PRIVADO,account.data_account_type_receivable,TRUE,gov_central_chart_template
gov_central_1104030004,1104030004,CUENTAS INDIRECTAS POR COBRAR AL SECTOR EXTERNO,account.data_account_type_receivable,TRUE,gov_central_chart_template
gov_central_1104030998,1104030998,OTRAS CUENTAS INDIRECTAS A COBRAR A CORTO PLAZO POR CLASIFICAR,account.data_account_type_receivable,TRUE,gov_central_chart_template
gov_central_1104040001,1104040001,DOCUMENTOS DIRECTOS POR COBRAR AL SECTOR PUBLICO  NO FINANCIERO A CORTO PLAZO,account.data_account_type_receivable,TRUE,gov_central_chart_template
gov_central_1104040002,1104040002,DOCUMENTOS DIRECTOS POR COBRAR  AL SECTOR PUBLICO FINANCIERO A CORTO PLAZO,account.data_account_type_receivable,TRUE,gov_central_chart_template
gov_central_1104040003,1104040003,DOCUMENTOS DIRECTOS POR COBRAR AL SECTOR PRIVADO A CORTO PLAZO,account.data_account_type_receivable,TRUE,gov_central_chart_template
gov_central_1104040004,1104040004,DOCUMENTOS DIRECTOS POR COBRAR AL SECTOR EXTERNO A CORTO PLAZO,account.data_account_type_receivable,TRUE,gov_central_chart_template
gov_central_1104040998,1104040998,OTROS DOCUMENTOS DIRECTOS POR COBRAR  CORTO  PLAZO POR CLASIFICAR,account.data_account_type_receivable,TRUE,gov_central_chart_template
gov_central_1104050001,1104050001,DOCUMENTOS INDIRECTOS POR COBRAR AL SECTOR PUBLICO  NO FINANCIERO A C. PLAZO,account.data_account_type_receivable,TRUE,gov_central_chart_template
