"id","code","name","account_type","reconcile"
"rw_220","220","Treasury Stock","equity","False"
"rw_221","221","Treasury Stock Common","equity","False"
"rw_222","222","Treasury Stock Preferred","equity","False"
"rw_230","230","Accumulated OCI","equity","False"
"rw_231","231","Exchange Differences On Translation","equity","False"
"rw_232","232","Remeasurements Cash Flow Hedges","equity","False"
"rw_233","233","Remeasurements Available-For-Sale Financial Assets","equity","False"
"rw_234","234","Remeasurement Of Defined Benefit Plans","equity","False"
"rw_235","235","Revaluation Surplus (IFRS Only)","equity","False"
"rw_236","236","Remeasurements Investments In Equity Instruments (IFRS only)","equity","False"
"rw_240","240","Other Equity Items","equity","False"
"rw_241","241","ESOP Related Items","equity","False"
"rw_242","242","Subscribed Stock Receivables","equity","False"
"rw_250","250","Miscellaneous Equity","equity","False"
"rw_260","260","Non-controlling (Minority) Interest","equity","False"
"rw_270","270","Share capital","equity","False"
"rw_307","307","Tax received","liability_current","False"
"rw_308","308","Tax Payable","liability_current","False"
"rw_311","311","Trade Payables","liability_payable","True"
"rw_312","312","Dividends Payable","liability_payable","True"
"rw_313","313","Interest Payable","liability_payable","True"
"rw_314","314","Other Payables","liability_payable","True"
"rw_320","320","Provisions (Contingencies)","liability_current","False"
"rw_321","321","Customer Related Provisions","liability_current","False"
"rw_322","322","Ligation And Regulatory Provisions","liability_current","False"
"rw_323","323","Additional Provisions","liability_current","False"
"rw_330","330","Financial Liabilities","liability_current","False"
"rw_331","331","Notes Payable","liability_payable","True"
"rw_332","332","Loans Payable","liability_payable","True"
"rw_333","333","Bonds (Debentures)","liability_current","False"
"rw_334","334","Other Debts And Borrowings","liability_current","False"
"rw_335","335","Lease Obligations","liability_current","False"
"rw_336","336","Derivative Financial Liabilities","liability_current","False"
"rw_340","340","Accruals And Other Liabilities","liability_current","False"
"rw_341","341","Accrued Expenses","liability_current","False"
"rw_342","342","Deferred Income (Unearned Revenue)","liability_current","False"
"rw_343","343","Accrued Taxes (Other Than Payroll)","liability_current","False"
"rw_344","344","Other Liabilities","liability_current","False"
"rw_350","350","Banks overdrafts and short-term borrowings","liability_current","False"
"rw_360","360","Interest-bearing loans and short term borrowings","liability_current","False"
"rw_370","370","Income tax liabilities","liability_current","False"
"rw_380","380","Interest-bearing loans and short term borrowings","liability_non_current","False"
"rw_390","390","Employee benefits liabilities","liability_non_current","False"
"rw_395","395","Provisions","liability_non_current","False"
"rw_396","396","Deferred tax liabilities","liability_non_current","False"
"rw_400","400","Revenue","income","False"
"rw_410","410","Recognized Point Of Time","income","False"
"rw_411","411","Goods","income","False"
"rw_412","412","Services","income","False"
"rw_420","420","Recognized Over Time","income","False"
"rw_421","421","Products","income","False"
"rw_422","422","Services","income","False"
"rw_430","430","Adjustments","income","False"
"rw_431","431","Variable Consideration","income","False"
"rw_432","432","Consideration Paid (Payable) To Customers","income","False"
"rw_433","433","Other Adjustments","income","False"
"rw_510","510","Expenses Classified By Nature","expense","False"
"rw_511","511","Material And Merchandise","expense","False"
"rw_512","512","Employee Benefits","expense","False"
"rw_513","513","Services","expense","False"
"rw_514","514","Rent, Depreciation, Amortization And Depletion","expense","False"
"rw_515","515","Increase (Decrease) In Inventories Of Finished Goods And Work In Progress (IFRS only)","expense","False"
"rw_516","516","Other Work Performed By Entity And Capitalized (IFRS only)","expense","False"
"rw_520","520","Expenses Classified By Function","expense","False"
"rw_521","521","Cost Of Sales","expense","False"
"rw_522","522","Selling, General And Administrative","expense","False"
"rw_611","611","Other Revenue","income","False"
"rw_612","612","Other Expenses","expense","False"
"rw_613","613","Change in inventories","income","False"
"rw_614","614","Change in fair value of investment property","income","False"
"rw_615","615","Depreciation, amortisation and impairment of non-financial assets","income","False"
"rw_616","616","Impairment losses of financial assets","expense","False"
"rw_6211","6211","Foreign Currency Transaction Gain","income","False"
"rw_6212","6212","Foreign Currency Transaction Loss","expense","False"
"rw_6221","6221","Gain On Investments","income","False"
"rw_6222","6222","Loss On Investments","expense","False"
"rw_6231","6231","Gain On Derivatives","income","False"
"rw_6232","6232","Loss On Derivatives","expense","False"
"rw_6241","6241","Gain On Disposal Of Assets","income","False"
"rw_6242","6242","Loss On Disposal Of Assets","expense","False"
"rw_6251","6251","Debt Related Gain","income","False"
"rw_6252","6252","Debt Related Loss","expense","False"
"rw_626","626","Impairment Loss","expense","False"
"rw_627","627","Impairment Loss (Reversal) Financial Assets (IFRS Only)","expense","False"
"rw_6281","6281","Other Gains","income","False"
"rw_6282","6282","Other Losses","expense","False"
"rw_630","630","Taxes (Other Than Income And Payroll) And Fees","expense","False"
"rw_631","631","Real Estate Taxes And Insurance","expense","False"
"rw_632","632","Highway (Road) Taxes And Tolls","expense","False"
"rw_633","633","Direct Tax And License Fees","expense","False"
"rw_634","634","Excise And Sales Taxes","expense","False"
"rw_635","635","Customs Fees And Duties (Not Classified As Sales Or Excise)","expense","False"
"rw_636","636","Non-Deductible VAT (GST)","expense","False"
"rw_637","637","General Insurance Expense","expense","False"
"rw_638","638","Administrative Fees (Revenue Stamps)","expense","False"
"rw_639","639","Fines And Penalties","expense","False"
"rw_640","640","Income Tax Expense (Benefit)","expense","False"
"rw_650","650","Miscellaneous Taxes","expense","False"
"rw_660","660","Other Taxes And Fees","expense","False"
"rw_671","671","Foreign Exchange Gain","income","False"
"rw_672","672","Foreign Exchange Loss","expense","False"
"rw_680","680","Share of profit from equity accounted investments","income","False"
"rw_681","681","Finance costs","expense","False"
"rw_682","682","Finance income","income","False"
"rw_683","683","Other financial items","expense","False"
"rw_690","690","Loss for the year from discontinued operations","expense","False"
