"id","name","code","description","account_type","tax_ids","reconcile","name@es","description@es","asset_model_ids"
"uy_code_21402","Basic Sales Tax","21402","","liability_current","","False","Iva Ventas Básica","",""
"uy_code_21403","Tax to be Paid","21403","","liability_payable","","True","Iva a Pagar","",""
"uy_code_21404","VAT Withholding","21404","","liability_current","","False","Iva Retenido","",""
"uy_code_21405","Exempt Sales Tax","21405","","liability_current","","False","Iva Ventas Exento","",""
"uy_code_21406","Reduced Sales Tax","21406","","liability_current","","False","Iva Ventas Reducidas","",""
"uy_code_21411","Withholding tax","21411","","liability_current","","False","Irpf Retenido","",""
"uy_code_21421","Social Security Bank of Uruguay","21421","","liability_current","","False","Bps","",""
"uy_code_21501","Tax on Income from Economic Activities - of the Exercise","21501","","liability_current","","False","Irae del Ejercicio","",""
"uy_code_21502","Tax on Income from Economic Activities - to Pay","21502","","liability_payable","","True","Irae a Pagar","",""
"uy_code_21503","Tax on Income from Economic Activities - Advance Payable","21503","","liability_payable","","True","Irae Anticipo a Pagar","",""
"uy_code_21601","Net Assets for the Year","21601","","liability_current","","False","Patrimonio del Ejercicio","",""
"uy_code_21602","Assets Payable","21602","","liability_payable","","True","Patrimonio a Pagar","",""
"uy_code_21603","Equity Advances Payable","21603","","liability_payable","","True","Patrimonio Anticipo a Pagar","",""
"uy_code_21701","Exercise Icosa","21701","","liability_current","","False","Icosa del Ejercicio","",""
"uy_code_21702","Icosa to be Paid","21702","","liability_payable","","True","Icosa a Pagar","",""
"uy_code_21703","Icosa Advance Payable","21703","","liability_payable","","True","Icosa Anticipo a Pagar","",""
"uy_code_21801","Third-party liability","21801","","liability_current","","False","Responsabilidad frente a terceros","",""
"uy_code_22101","Commercial Debts","22101","","liability_current","","False","Deudas Comerciales","",""
"uy_code_22201","Financial Debts","22201","","liability_payable","","True","Deudas Financieras","",""
"uy_code_22301","Sundry Debts","22301","","liability_current","","False","Deudas Diversas","",""
"uy_code_22401","Non-Current Provisions","22401","","liability_current","","False","Previsiones No Corrientes","",""
"uy_code_3111","Integrated Capital","3111","","equity","","False","Capital Integrado","",""
"uy_code_3221","Tax revaluations","3221","","equity","","False","Revaluaciones fiscales","",""
"uy_code_3222","Voluntary revaluations","3222","","equity","","False","Revaluaciones voluntarias","",""
"uy_code_3311","Legal Reserves","3311","","equity","","False","Reservas Legales","",""
"uy_code_3312","Voluntary Reserves","3312","","equity","","False","Reservas Voluntarias","",""
"uy_code_3313","Profit and loss","3313","","equity","","False","Pérdidas y Ganancias","",""
"uy_code_33201","Results for the year","33201","","equity","","False","Resultados del ejercicio","",""
"uy_code_33220","Interim dividends","33220","","equity","","False","Dividendos provisorios","",""
"uy_code_4101","Exempt Sales","4100","","income","","False","Ventas Exentas","",""
"uy_code_4102","Sales Basic Rate","4101","","income","","False","Ventas Tasa Básica","",""
"uy_code_4103","Sales Minimum rate","4102","","income","","False","Ventas Tasa Mínima","",""
"uy_code_4104","Export Sales","4103","","income","","False","Ventas por Exportaciones","",""
"uy_code_4201","Extraordinary sales","4201","","income","","False","Ventas extraordinarias","",""
"uy_code_4301","Interest earned","4301","","income","","False","Intereses ganados","",""
"uy_code_4302","Exchange Differences Earned","4302","","income","","False","Diferencias de Cambio ganadas","",""
"uy_code_4303","Discounts Obtained","4303","","income","","False","Descuentos Obtenidos","",""
"uy_code_5100","Miscellaneous (def)","5100","","expense","","False","Gastos Varios (def)","",""
"uy_code_5101","Employees compensation","5101","Compensation costs for employees and manual workers employed by the company","expense","vat4","False","Sueldos y salarios","Costos de compensación para empleados y trabajadores manuales",""
"uy_code_5102","Other personel costs","5102","Company's personel costs excluding compensations, contributions and vouchers","expense","vat4","False","Cargas sociales","Costos del personal excluyendo compensaciones, contribuciones y vales",""
"uy_code_5103","Professional insurance","5103","All fees related to insurance taken in the context of your business","expense","vat4","False","Seguro","Gastos relacionados con seguros tomados en el contexto del negocio",""
"uy_code_51031","Fire insurance","51031","Fees related to insurance to protect your property (building and content) against fire or other natural catastrophies","expense","vat4","False","Seguro contra incendios","Pagos de seguros que protegen los bienes contra incendios u otras catástrofes naturales",""
"uy_code_51032","Legal protection insurance","51032","Insurance against legal costs incurred in the context of your activity","expense","vat4","False","Seguro de protección legal","Seguro contra costos legales incurridos en la actividad",""
"uy_code_51033","Professional Liability Insurance","51033","Insurance for damage caused to third parties","expense","vat4","False","Seguro de responsabilidad profesional","Seguro por daños causados a terceros",""
"uy_code_5104","Office supplies","5104","Various supplies bought for your workplace or office, like pencils, paper etc","expense","vat4","False","Artículos de papelería","Artículos varios adquiridos para la oficina, como lápices, papel, etc.",""
"uy_code_51041","Consumables","51041","Consumables bought and used in the context of your activity","expense","vat4","False","Consumibles","Consumibles adquiridos y utilizados en el contexto de la actividad",""
"uy_code_5105","Fuel","5105","All fuel expenses for a car","expense","vat4","False","Combustible","Gastos de combustible para vehículos",""
"uy_code_5106","Freight","5106","","expense","","False","Fletes","",""
"uy_code_5107","Vehicle maintenance","5107","Expenses made for the repair and maintenance of a vehicle","expense","vat4","False","Mantenimiento de vehículos","Gastos destinados a la reparación y mantenimiento de vehículos",""
"uy_code_51071","Office Maintenance services","51071","Services related to the maintenance of your worplace, like repair or cleaning fees","expense","vat4","False","Servicios de mantenimiento de oficina","Servicios relacionados con el mantenimiento del lugar de trabajo, como reparaciones o limpieza",""
"uy_code_5108","Studies & works","5108","Compensation and fees paid to other parties","expense","vat4","False","Honorarios profesionales","Compensaciones y honorarios pagados a terceros",""
"uy_code_51081","Software","51081","Licenses or computer services (like repairs or upgrades)","expense","vat4","False","Software","Licencias o servicios informáticos (como reparaciones o actualizaciones)",""
"uy_code_51082","Administration fees","51082","Services incurred for the administration of your business (excluding supplies)","expense","vat4","False","Gastos administrativos","Servicios incurridos para la administración del negocio (excluyendo suministros)",""
"uy_code_51083","Training and documentation","51083","Training fees not including food and drinks","expense","vat4","False","Capacitación y documentación","Gastos de capacitación sin incluir alimentos o bebidas",""
"uy_code_51084","Accounting","51084","Bills from your accountant or accounting firm","expense","vat4","False","Contabilidad","Facturación proveniente de tu contador o estudio contable",""
"uy_code_51085","Legal expenses","51085","Bills from lawyers, fees paid to the justice system","expense","vat4","False","Gastos legales","Pagos a abogados o tarifas judiciales",""
"uy_code_5109","General subcontracting","5109","Compensation and fees with other partners that act as subcontractors or consultants for your activity","expense","vat4","False","Servicios contratados","Compensaciones y honorarios con terceros que actúan como subcontratistas o consultores",""
"uy_code_51091","Office services","51091","All expenses made for your office or workplace that are not material goods","expense","vat4","False","Servicios de oficina","Gastos realizados para la oficina o lugar de trabajo que no corresponden a bienes materiales",""
"uy_code_5110","Water, electricity, gas","5110","Bills from your water and energy suppliers","expense","vat4","False","Servicios de agua y energía","Facturas de proveedores de agua y energía",""
"uy_code_5111","Phone & internet","5111","Internet or phone bills incurred ","expense","vat4","False","Servicios de comunicaciones y telefonía","Facturas de internet y telefonía incurridas",""
"uy_code_5112","Office Rent","5112","Rental fees related to your workplace","expense","vat4","False","Alquileres","Cuotas de alquiler relacionadas con el lugar de trabajo",""
"uy_code_51121","Vehicle rent","51121","Rental of cars, including shared services, but excluding leasing","expense","vat4","False","Alquiler de vehículos","Alquiler de autos, incluidos servicios compartidos, excluyendo leasing",""
"uy_code_5114","Advertising","5114","Publicity fees for your activity, including promotional material","expense","vat4","False","Publicidad","Gastos de publicidad para la actividad, incluido material promocional",""
"uy_code_5115","Business gift","5115","Business gifts to clients over 50€","expense","vat4","False","Representación","Regalos empresariales a clientes mayores a 50€",""
"uy_code_51151","Bar & Restaurant","51151","Expenses incurred when eating or drinking at bars or restaurants","expense","vat4","False","Bar y restaurante","Gastos en comidas o bebidas en bares o restaurantes",""
"uy_code_51152","Food: Reception & delivery","51152","Food or drinks incurred outside of bars or restaurants, like receptions, canteen and food delivery, etc","expense","vat4","False","Comida: recepción y delivery","Gastos de comida o bebidas fuera de restaurantes, como recepciones, comedores o entregas",""
"uy_code_5203","Social Security","5203","All fees related to pension plans and social security contributions","expense","vat4","False","Contribuciones","Gastos relacionados con planes de pensiones y aportes de seguridad social",""
"uy_code_52031","Membership fees","52031","Subscriptions to clubs and associations related to your business","expense","vat4","False","Cuotas de membresía","Suscripciones a clubes o asociaciones relacionadas con la actividad del negocio",""
"uy_code_5204","Withholdings","5204","","expense","","False","Retenciones","",""
"uy_code_5205","Others","5205","","expense","","False","Otros","",""
"uy_code_5206","Property tax","5206","Local taxes that have to paid due to the ownership of property","expense","vat4","False","Impuesto a la propiedad","Impuestos locales que deben pagarse por la propiedad de bienes",""
"uy_code_5207","Import fees","5207","Customs fees incurred while importing goods from outside of the European Union","expense","vat4","False","Aranceles de importación","Gastos aduaneros incurridos por importar bienes desde fuera de la Unión Europea",""
"uy_code_5301","Bank fees","5301","Nasty charges and interests from your bank","expense","vat4","False","Intereses y cargos bancarios","Cargos e intereses bancarios aplicados por el banco",""
"uy_code_5302","Exchange Differences lost","5302","","expense","","False","Diferencias de Cambio perdidas","",""
"uy_code_5303","Discounts Granted","5303","","expense","","False","Descuentos Concedidos","",""
"uy_code_5304","Tax Penalties and Surcharges","5304","","expense","","False","Multas y Recargos Fiscales","",""
"uy_code_5401","Goods for resale","5401","Goods you buy to resale later, as part of your activity","expense","vat4","False","Costo de ventas","Bienes adquiridos para ser revendidos como parte de la actividad",""
"uy_code_54011","Raw materials","54011","All goods purchased as raw materials used by your activity","expense","vat4","False","Materias Primas","Bienes adquiridos como materias primas usadas en la actividad",""
"uy_code_5402","Cost of sales of property, plant and equipment","5402","","expense","","False","Costo de Venta de Bienes de Uso","",""
"uy_code_5500","Amortizations","5500","","expense","","False","Amortizaciones","",""
"uy_code_5511","Flights","5511","All expenses related to travel by plane","expense","vat4","False","Vuelos","Gastos relacionados con viajes en avión",""
"uy_code_5512","Hotels","5512","Hotel or B&B bills incurred during business trips","expense","vat4","False","Hoteles","Facturas de hotel o alojamiento durante viajes de trabajo",""
"uy_code_5513","Public Transportation","5513","Travel expenses done using public transportation (metro, bus, tramways, ...)","expense","vat4","False","Transporte público","Gastos de transporte público (metro, bus, tranvía, etc.)",""
"uy_code_5514","Other travel costs","5514","Expenses incurred during business trips (Excluding Flights, Hotels, Daily expenses, public transportation)","expense","vat4","False","Otros gastos de viaje","Gastos incurridos durante viajes de trabajo (excluye vuelos, hoteles, gastos diarios y transporte público)",""
"uy_code_61","Shares to be issued","61","","equity","","False","Acciones a Emitir","",""
"uy_code_62","Stock subscribers","62","","equity","","False","Suscriptores de acciones","",""
"uy_code_71","Authorized Capital to be Subscribed","71","","equity","","False","Capital Autorizado a Suscribir","",""
"uy_code_72","Subscribed capital","72","","equity","","False","Capital suscripto","",""
