"id","name","name@es","name@ca","code","account_type","reconcile"
"account_pymes_5935","Impairment of current investments in other related parties","Deterioro de valor de participaciones a corto plazo en otras partes vinculadas","Deteriorament de valor de participacions a curt termini en altres parts vinculades","5935","asset_current","False"
"account_pymes_596","Impairment of current investments","Deterioro de valor de participaciones a corto plazo","Deteriorament de valor de participacions a curt termini","596","asset_current","False"
"account_pymes_650","Losses on irrecoverable trade receivables","Pérdidas de créditos comerciales incobrables","Pèrdues de crèdits comercials incobrables","650","expense","False"
"account_pymes_6510","Profit transferred (trustee)","Beneficio transferido (gestor)","Benefici transferit (gestor)","6510","expense","False"
"account_pymes_6511","Losses incurred (non-trustee venturer or associate)","Pérdida soportada (partícipe o asociado no gestor)","Pèrdua suportada (partícip o associat no gestor)","6511","expense","False"
"account_pymes_659","Other operating losses","Otras pérdidas en gestión corriente","Altres pèrdues en gestió corrent","659","expense","False"
"account_pymes_663","Losses on fair value measurement of financial instruments","Pérdidas por valoración de instrumentos financieros por su valor razonable","Pèrdues per valoració d’instruments financers pel seu valor raonable","663","expense","False"
"account_pymes_671","Losses on property, plant and equipment","Pérdidas procedentes del inmovilizado material","Pèrdues procedents de l’immobilitzat material","671","expense","False"
"account_pymes_691","Impairment losses on property, plant and equipment","Pérdidas por deterioro del inmovilizado material","Pèrdues per deteriorament de l’immobilitzat material","691","expense","False"
"account_pymes_694","Impairment losses on trade receivables","Pérdidas por deterioro de créditos por operaciones comerciales","Pèrdues per deteriorament de crèdits per operacions comercials","694","expense","False"
"account_pymes_763","Gains on fair value measurement of financial instruments","Beneficios por valoración de instrumentos financieros por su valor razonable","Beneficis per valoració d’instruments financers pel seu valor raonable","763","income","False"
"account_pymes_791","Reversal of impairment of property, plant and equipment","Reversión del deterioro del inmovilizado material","Reversió del deteriorament de l’immobilitzat material","791","income","False"
"account_pymes_794","Reversal of impairment of trade receivables","Reversión del deterioro de créditos por operaciones comerciales","Reversió del deteriorament de crèdits per operacions comercials","794","income","False"
"account_pymes_7962","Reversal of impairment of non-current investments, other related parties","Reversión del deterioro de participaciones en instrumentos de patrimonio neto a largo plazo, otras partes vinculadas","Reversió del deteriorament de participacions en instruments de patrimoni net a llarg termini, altres parts vinculades","7962","income","False"
"account_pymes_7963","Reversal of impairment of non-current investments, other companies","Reversión del deterioro de participaciones en instrumentos de patrimonio neto a largo plazo, otras empresas","Reversió del deteriorament de participacions en instruments de patrimoni net a llarg termini, altres empreses","7963","income","False"
