id,name,code,account_type,reconcile
account_account_216,Mobiliari,216,asset_fixed,False
account_account_217,Equips per a processos d’informació,217,asset_fixed,False
account_account_218,Elements de transport,218,asset_fixed,False
account_account_219,Altre immobilitzat material,219,asset_fixed,False
account_account_220,Inversions en terrenys i béns naturals,220,asset_fixed,False
account_account_221,Inversions en construccions,221,asset_fixed,False
account_account_230,Adaptació de terrenys i béns naturals,230,asset_fixed,False
account_account_231,Construccions en curs,231,asset_fixed,False
account_account_232,Instal·lacions tècniques en muntatge,232,asset_fixed,False
account_account_233,Maquinària en muntatge,233,asset_fixed,False
account_account_237,Equips per a processos d’informació en muntatge,237,asset_fixed,False
account_account_238,Altre immobilitzat tangible en curs,238,asset_fixed,False
account_account_239,Bestretes per immobilitzat tangible,239,asset_fixed,False
account_account_240,Participacions a llarg termini en parts vinculades,240,asset_fixed,False
account_account_241,Valors representatius de deute a llarg termini de parts vinculades,241,asset_fixed,False
account_account_242,Crèdits a llarg termini a parts vinculades,242,asset_fixed,False
account_account_250,Inversions financeres a llarg termini en instruments de patrimoni,250,asset_fixed,False
account_account_251,Valors representatius de deute a llarg termini,251,asset_fixed,False
account_account_252,Crèdits a llarg termini,252,asset_fixed,False
account_account_253,Crèdits a llarg termini per alienació d’immobilitzat,253,asset_fixed,False
account_account_254,Crèdits a llarg termini al personal,254,asset_fixed,False
account_account_258,Imposicions a llarg termini,258,asset_fixed,False
account_account_260,Fiances constituïdes a llarg termini,260,asset_fixed,False
account_account_265,Dipòsits constituïts a llarg termini,265,asset_fixed,False
account_account_280,Amortització acumulada de l’immobilitzat intangible,280,asset_fixed,False
account_account_281,Amortització acumulada de l’immobilitzat tangible,281,asset_fixed,False
account_account_282,Amortització acumulada de les inversions immobiliàries,282,asset_fixed,False
account_account_290,Deteriorament de valor de l’immobilitzat intangible,290,asset_fixed,False
account_account_291,Deteriorament de valor de l’immobilitzat tangible,291,asset_fixed,False
account_account_292,Deteriorament de valor de les inversions immobiliàries,292,asset_fixed,False
account_account_293,Deteriorament de valor de participacions a llarg termini en parts vinculades,293,asset_fixed,False
account_account_294,Deteriorament de valor de valors representatius de deute a llarg termini de parts vinculades,294,asset_fixed,False
account_account_295,Deteriorament de valor de crèdits a llarg termini a parts vinculades,295,asset_fixed,False
account_account_296,Deteriorament de valor de participacions en el patrimoni net a llarg termini,296,asset_fixed,False
account_account_297,Deteriorament de valor de valors representatius de deute a llarg termini,297,asset_fixed,False
account_account_298,Deteriorament de valor de crèdits a llarg termini,298,asset_fixed,False
account_account_300,Mercaderies A,300,asset_current,False
account_account_301,Mercaderies B,301,asset_current,False
account_account_310,Primeres matèries A,310,asset_current,False
account_account_311,Primeres matèries B,311,asset_current,False
account_account_320,Elements i conjunts incorporables,320,asset_current,False
account_account_321,Combustibles,321,asset_current,False
account_account_322,Recanvis,322,asset_current,False
account_account_325,Materials diversos,325,asset_current,False
account_account_326,Embalatges,326,asset_current,False
account_account_327,Envasos,327,asset_current,False
account_account_328,Material d’oficina,328,asset_current,False
account_account_330,Productes en curs A,330,asset_current,False
account_account_331,Productes en curs B,331,asset_current,False
account_account_340,Productes semiacabats A,340,asset_current,False
account_account_341,Productes semiacabats B,341,asset_current,False
account_account_350,Productes acabats A,350,asset_current,False
account_account_351,Productes acabats B,351,asset_current,False
account_account_360,Subproductes A,360,asset_current,False
account_account_361,Subproductes B,361,asset_current,False
account_account_365,Residus A,365,asset_current,False
account_account_366,Residus B,366,asset_current,False
account_account_368,Materials recuperats A,368,asset_current,False
account_account_369,Materials recuperats B,369,asset_current,False
account_account_390,Deteriorament de valor de les mercaderies,390,asset_current,False
account_account_391,Deteriorament de valor de les primeres matèries,391,asset_current,False
account_account_392,Deteriorament de valor d’altres aprovisionaments,392,asset_current,False
account_account_393,Deteriorament de valor dels productes en curs,393,asset_current,False
account_account_394,Deteriorament de valor dels productes semiacabats,394,asset_current,False
account_account_395,Deteriorament de valor dels productes acabats,395,asset_current,False
account_account_396,"Deteriorament de valor dels subproductes, residus i materials recuperats",396,asset_current,False
account_account_400,Proveïdors (euros),400,liability_payable,True
account_account_401,"Proveïdors, efectes comercials a pagar",401,liability_payable,True
account_account_403,"Proveïdors, empreses del grup (euros)",403,liability_payable,True
account_account_404,"Proveïdors, empreses associades",404,liability_payable,True
account_account_405,"Proveïdors, altres parts vinculades",405,liability_payable,True
account_account_406,Envasos i embalatges a tornar a proveïdors,406,liability_payable,True
account_account_407,Bestretes a proveïdors,407,liability_payable,True
account_account_410,Creditors per prestacions de serveis,410,liability_payable,True
account_account_411,"Creditors, efectes comercials a pagar",411,asset_current,True
account_account_430,Clients,430,asset_receivable,True
account_account_431,"Clients, efectes comercials a cobrar",431,asset_receivable,True
account_account_432,"Clients, operacions de “factoring”",432,asset_receivable,True
account_account_433,Clients empreses del grup,433,asset_receivable,True
account_account_434,"Clients, empreses associades",434,asset_receivable,True
account_account_435,"Clients, altres empreses vinculades",435,asset_receivable,True
account_account_436,Clients de cobrament dubtós,436,asset_receivable,True
account_account_437,Envasos i embalatges a retornar per clients,437,asset_receivable,True
account_account_438,Bestretes de clients,438,liability_current,True
account_account_440,Deutors,440,asset_receivable,True
account_account_441,"Deutors, efectes comercials a cobrar",441,asset_receivable,True
account_account_446,Deutors de cobrament dubtós,446,asset_receivable,True
account_account_460,Bestretes de remuneracions,460,asset_receivable,True
account_account_465,Remuneracions pendents de pagament,465,liability_payable,True
account_account_466,Remuneracions mitjançant sistemes d’aportació definida pendents de pagament,466,liability_payable,True
account_account_470,"Administracions públiques, deutores",470,asset_current,True
account_account_472,"Administracions públiques, impost indirecte suportat",472,asset_current,False
account_account_473,"Administracions públiques, retencions i pagaments a compte",473,asset_current,True
account_account_474,Actius per impost diferit,474,asset_non_current,False
account_account_475,"Administracions públiques, creditores",475,liability_current,True
account_account_476,"Caixa Andorrana de Seguretat Social, creditora",476,liability_current,False
account_account_477,"Administracions públiques, impost indirecte repercutit",477,liability_current,False
account_account_479,Passius per impost diferit,479,liability_non_current,False
account_account_480,Despeses anticipades,480,asset_current,False
account_account_485,Ingressos anticipats,485,liability_current,False
account_account_490,Deteriorament de valor de crèdits per operacions comercials,490,liability_current,False
account_account_493,Deteriorament de valor de crèdits per operacions comercials amb parts vinculades,493,liability_current,True
account_account_499,Provisions per operacions comercials,499,liability_current,True
account_account_500,Obligacions i bons a curt termini,500,liability_current,False
account_account_505,Deutes representats en altres valors negociables a curt termini,505,liability_current,False
account_account_506,Interessos a curt termini d’emprèstits i altres emissions anàlogues,506,liability_current,False
account_account_510,Deutes a curt termini amb entitats de crèdit vinculades,510,liability_current,False
account_account_511,"Proveïdors d’immobilitzat a curt termini, parts vinculades",511,liability_current,False
account_account_512,"Creditors per arrendament ﬁnancer a curt termini, parts vinculades",512,liability_current,False
account_account_513,Altres deutes a curt termini amb parts vinculades,513,liability_current,False
account_account_514,Interessos a curt termini de deutes amb parts vinculades,514,liability_current,False
account_account_520,Deutes a curt termini amb entitats de crèdit,520,liability_current,True
account_account_523,Proveïdors d’immobilitzat a curt termini,523,liability_payable,True
account_account_524,Creditors per arrendament financer a curt termini,524,liability_current,False
account_account_526,Dividend actiu a pagar,526,liability_payable,True
account_account_527,Interessos a curt termini de deutes amb entitats de crèdit,527,liability_current,False
account_account_528,Altres deutes a curt termini,528,liability_current,False
account_account_529,Provisió a curt termini,529,liability_current,True
account_account_530,Participacions a curt termini en parts vinculades,530,asset_current,False
account_account_531,Crèdits i valors representatius de deute a curt termini de parts vinculades,531,asset_current,False
account_account_533,Interessos a curt termini de crèdits i valors representatius de deute de parts vinculades,533,asset_current,False
account_account_535,Dividend a cobrar d’inversions ﬁnanceres en parts vinculades,535,asset_current,False
account_account_540,Inversions financeres a curt termini en instruments de patrimoni,540,asset_current,False
account_account_541,Crèdits i valors representatius de deute a curt termini,541,asset_current,False
account_account_543,Crèdits a curt termini per alienació d’immobilitzat,543,asset_current,False
account_account_544,Crèdits a curt termini al personal,544,asset_current,False
account_account_545,Dividend a cobrar,545,asset_current,False
account_account_546,Interessos a curt termini de crèdits i valors representatius de deutes,546,asset_current,False
account_account_548,Imposicions a curt termini,548,asset_current,False
account_account_550,Titular de l’explotació,550,asset_current,False
account_account_551,Compte corrent amb socis i administradors,551,asset_current,False
account_account_552,Compte corrent amb altres persones i entitats vinculades,552,asset_current,False
account_account_554,Compte corrent amb unions temporals d’empreses i comunitats de béns,554,asset_current,False
account_account_555,Partides pendents d’aplicació,555,liability_current,False
account_account_556,Desemborsaments exigits sobre participacions en el patrimoni net,556,liability_current,False
account_account_557,Dividend actiu a compte,557,asset_current,False
account_account_560,Fiances rebudes a curt termini,560,liability_current,False
account_account_561,Dipòsits rebuts a curt termini,561,liability_current,False
account_account_565,Fiances constituïdes a curt termini,565,asset_current,False
account_account_566,Dipòsits constituïts a curt termini,566,asset_current,False
account_account_567,Interessos pagats per anticipat,567,asset_current,False
account_account_568,Interessos cobrats per anticipat,568,liability_current,False
account_account_569,Garanties financeres a curt termini,569,liability_current,False
account_account_570,"Caixa, euros",570,asset_cash,False
account_account_571,"Caixa, moneda estrangera",571,asset_cash,False
account_account_572,"Bancs i institucions de crèdit c/c vista, euros",572,asset_cash,False
account_account_572998,Compte transitori,572998,asset_current,False
account_account_573,"Bancs i institucions de crèdit c/c a la vista, moneda estrangera",573,asset_cash,False
account_account_574,"Bancs i institucions de crèdit, comptes d’estalvi, euros",574,asset_cash,False
account_account_575,"Bancs i institucions de crèdit, comptes d’estalvi, moneda estrangera",575,asset_cash,False
account_account_576,Inversions a curt termini de gran liquiditat,576,asset_current,False
account_account_580,Immobilitzat,580,asset_current,False
account_account_581,Inversions amb persones i entitats vinculades,581,asset_current,False
account_account_582,Inversions financeres,582,asset_current,False
account_account_583,"Existències, deutors comercials i altres comptes a cobrar",583,asset_current,False
account_account_584,Altres actius,584,asset_current,False
account_account_585,Provisions,585,liability_current,False
account_account_586,Deutes amb característiques especials,586,liability_current,False
account_account_587,Deutes amb persones i entitats vinculades,587,liability_current,False
account_account_588,Creditors comercials i altres comptes a pagar,588,liability_current,False
account_account_589,Altres passius,589,liability_current,False
account_account_593,Deteriorament de valor de participacions a curt termini en parts vinculades,592,asset_current,False
account_account_594,Deteriorament de valor de valors representatius de deute a curt termini de parts vinculades,594,asset_current,False
account_account_595,Deteriorament de valor de crèdits a curt termini en parts vinculades,595,asset_current,False
account_account_597,Deteriorament de valor de valors representatius de deute a curt termini,597,asset_current,False
account_account_598,Deteriorament de valor de crèdits a curt termini,598,asset_current,False
account_account_599,Deteriorament de valor d’immobilitzat no corrent mantingut per a la venda,599,asset_current,False
account_account_600,Compres de mercaderies,600,expense,False
account_account_601,Compres de primeres matèries,601,expense,False
account_account_602,Compres d’altres aprovisionaments,602,expense,False
account_account_606,Descomptes sobre compres per pagament immediat,606,expense,False
account_account_607,Treballs realitzats per altres empreses,607,expense,False
account_account_608,Devolucions de compres i operacions similars,608,expense,False
account_account_609,Ràpels per compres,609,expense,False
account_account_610,Variació d’existències de mercaderies,610,expense,False
account_account_611,Variació d’existències de primeres matèries,611,expense,False
account_account_612,Variació d’existències d’altres aprovisionaments,612,expense,False
account_account_620,Despeses en investigació i desenvolupament de l’exercici,620,expense,False
account_account_621,Arrendaments i cànons,621,expense,False
account_account_622,Reparacions i conservació,622,expense,False
account_account_623,Serveis de professionals independents,623,expense,False
account_account_624,Transports,624,expense,False
account_account_625,Primes d’assegurances,625,expense,False
account_account_626,Serveis bancaris i similars,626,expense,False
account_account_627,"Publicitat, propaganda i relacions públiques",627,expense,False
account_account_628,Subministraments,628,expense,False
account_account_629,Altres serveis,629,expense,False
account_account_630,Impost sobre beneﬁcis,630,expense,False
account_account_631,Altres tributs,631,expense,False
account_account_640,Sous i salaris assalariats,640,expense,False
account_account_641,Indemnitzacions,641,expense,False
account_account_642,Caixa Andorrana de Seguretat Social a càrrec de l’empresari,642,expense,False
account_account_643,Retribucions a llarg termini mitjançant sistemes d’aportació definida,643,expense,False
account_account_644,Sous i salaris no-assalariats,644,expense,False
account_account_649,Altres despeses socials,649,expense,False
account_account_650,Pèrdues de crèdits comercials incobrables,650,expense,False
account_account_659,Altres pèrdues en gestió corrent,659,expense,False
account_account_660,Despeses financeres per actualització de provisions,660,expense,False
account_account_661,Interessos d’obligacions i bons,661,expense,False
account_account_662,Interessos de deutes,662,expense,False
account_account_663,"Pèrdues per venda, venciment o valoració d’instruments ﬁnancers pel seu valor raonable",663,expense,False
account_account_664,Despeses per dividends d’accions o participacions considerades passius ﬁnancers,664,expense,False
account_account_665,Interessos per descompte d’efectes i operacions de “factoring”,665,expense,False
account_account_666,Pèrdues en participacions i valors representatius de deute,666,expense,False
account_account_667,Pèrdues de crèdits no comercials,667,expense,False
account_account_668,Diferències negatives de canvi,668,expense,False
account_account_669,Altres despeses financeres,669,expense,False
account_account_670,Pèrdues procedents de l’immobilitzat intangible,670,expense,False
account_account_671,Pèrdues procedents de l’immobilitzat tangible,671,expense,False
account_account_672,Pèrdues procedents de les inversions immobiliàries,672,expense,False
account_account_673,Pèrdues procedents de participacions a llarg termini en parts vinculades,673,expense,False
account_account_675,Pèrdues per operacions amb obligacions pròpies,675,expense,False
account_account_678,Despeses excepcionals,678,expense,False
account_account_680,Amortització de l’immobilitzat intangible,680,expense,False
account_account_681,Amortització de l’immobilitzat tangible,681,expense,False
account_account_682,Amortització de les inversions immobiliàries,682,expense,False
account_account_690,Pèrdues per deteriorament de l’immobilitzat intangible,690,expense,False
account_account_691,Pèrdues per deteriorament de l’immobilitzat tangible,691,expense,False
account_account_692,Pèrdues per deteriorament de les inversions immobiliàries,692,expense,False
account_account_693,Pèrdues per deteriorament d’existències,693,expense,False
account_account_694,Pèrdues per deteriorament de crèdits per operacions comercials,694,expense,False
account_account_695,Dotació a la provisió per operacions comercials,695,expense,False
account_account_696,Pèrdues per deteriorament de participacions i valors representatius de deute a llarg termini,696,expense,False
account_account_697,Pèrdues per deteriorament de crèdits a llarg termini,697,expense,False
account_account_698,Pèrdues per deteriorament de participacions i valors representatius de deute a curt termini,698,expense,False
account_account_699,Pèrdues per deteriorament de crèdits a curt termini,699,expense,False
account_account_700,Vendes de mercaderies,700,income,False
account_account_701,Vendes de productes acabats,701,income,False
account_account_702,Vendes de productes semiacabats,702,income,False
account_account_703,Vendes de subproductes i residus,703,income,False
account_account_704,Vendes d’envasos i embalatges,704,income,False
account_account_705,Prestació de serveis,705,income,False
account_account_706,Descomptes sobre vendes per pagament immediat,706,income,False
account_account_708,Devolucions de vendes i operacions similars,708,income,False
account_account_709,Ràpels sobre vendes,709,income,False
account_account_710,Variació d’existències de productes en curs,710,income,False
account_account_711,Variació d’existències de productes semiacabats,711,income,False
account_account_712,Variació d’existències de productes acabats,712,income,False
account_account_713,"Variació d’existències de subproductes, residus i materials recuperats",713,income,False
account_account_730,Treballs realitzats per a l’immobilitzat intangible,730,income,False
account_account_731,Treballs realitzats per a l’immobilitzat tangible,731,income,False
account_account_732,Treballs realitzats en inversions immobiliàries,732,income,False
account_account_733,Treballs realitzats per a l’immobilitzat tangible en curs,733,income,False
account_account_740,"Subvencions, donacions i llegats a l’explotació",740,income,False
account_account_746,"Subvencions, donacions i llegats de capital transferits al resultat de l’exercici",746,income,False
account_account_747,"Altres subvencions, donacions i llegats transferits al resultat de l’exercici",747,income,False
account_account_752,Ingressos per arrendaments,752,income,False
account_account_753,Ingressos de propietat industrial cedida en explotació,753,income,False
account_account_754,Ingressos per comissions,754,income,False
account_account_755,Ingressos per serveis al personal,755,income,False
account_account_759,Ingressos per serveis diversos,759,income,False
account_account_760,Ingressos de participacions en instruments de patrimoni,760,income,False
account_account_761,Ingressos de valors representatius de deute,761,income,False
account_account_762,Ingressos de crèdits,762,income,False
account_account_763,"Beneﬁcis per venda, venciment o valoració d’instruments ﬁnancers pel seu valor raonable",763,income,False
account_account_766,Beneficis en valors representatius de deute,766,income,False
account_account_768,Diferències positives de canvi,768,income_other,False
account_account_769,Altres ingressos financers,769,income,False
account_account_770,Beneficis procedents de l’immobilitzat intangible,770,income,False
account_account_771,Beneficis procedents de l’immobilitzat tangible,771,income,False
account_account_772,Beneficis procedents de les inversions immobiliàries,772,income,False
account_account_773,Beneﬁcis procedents de participacions a llarg termini en parts vinculades,773,income,False
account_account_775,Beneficis per operacions amb obligacions pròpies,775,income,False
account_account_778,Ingressos excepcionals,778,income,False
account_account_790,Reversió del deteriorament de l’immobilitzat intangible,790,income,False
account_account_791,Reversió del deteriorament de l’immobilitzat tangible,791,income,False
account_account_792,Reversió del deteriorament de les inversions immobiliàries,792,income,False
account_account_793,Reversió del deteriorament d’existències,793,income,False
account_account_794,Reversió del deteriorament de crèdits per operacions comercials,794,income,False
account_account_795,Excés de provisions,795,income,False
account_account_796,Reversió del deteriorament de participacions i valors representatius de deute a llarg termini,796,income,False
account_account_797,Reversió del deteriorament de crèdits a llarg termini,797,income,False
account_account_798,Reversió del deteriorament de participacions i valors representatius de deute a curt termini,798,income,False
account_account_799,Reversió del deteriorament de crèdits a curt termini,799,income,False
