id,code_prefix_start,name,name@es,name@ca
account_group_135,135,Translation differences,Diferencias de conversión,Diferències de conversió
account_group_136,136,Valuation adjustments to non-current assets and disposal groups held for sale,"Ajustes por valoración en activos no corrientes y grupos enajenables de elementos, mantenidos para la venta","Ajustos per valoració en actius no corrents i grups alienables d’elements, mantinguts per a la venda"
account_group_137,137,Deferred tax income,Ingresos fiscales a distribuir en varios ejercicios,Ingressos fiscals a distribuir en diversos exercicis
account_group_14,14,Provisions,Provisiones,PROVISIONS
account_group_140,140,Provisions for long-term employee benefits,Provisión por retribuciones a largo plazo al personal,Provisió per retribucions a llarg termini al personal
account_group_141,141,Provisions for taxes,Provisión para impuestos,Provisió per a impostos
account_group_142,142,Provisions for other liabilities,Provisión para otras responsabilidades,Provisió per a altres responsabilitats
account_group_143,143,"Provisions for dismantlement, removal or restoration of fixed assets","Provisión por desmantelamiento, retiro o rehabilitación del inmovilizado","Provisió per desmantellament, retirament o rehabilitació de l’immobilitzat"
account_group_145,145,Provisions for environmental actions,Provisión para actuaciones medioambientales,Provisió per a actuacions mediambientals
account_group_146,146,Provisions for restructuring costs,Provisión para reestructuraciones,Provisió per a reestructuracions
account_group_147,147,Provisions for share-based payment transactions,Provisión por transacciones con pagos basados en instrumentos de patrimonio,Provisió per transaccions amb pagaments basats en instruments de patrimoni
account_group_15,15,Non-current payables of a special nature,Deudas a largo plazo con características especiales,DEUTES A LLARG TERMINI AMB CARACTERÍSTIQUES ESPECIALS
account_group_150,150,Non-current liability-classified shares or equity holdings,Acciones o participaciones a largo plazo consideradas como pasivos financieros,Accions o participacions a llarg termini considerades passius financers
account_group_153,153,Liability-classified uncalled share capital or equity holdings,Desembolsos no exigidos por acciones o participaciones consideradas como pasivos financieros,Desemborsaments no exigits per accions o participacions considerades passius financers
account_group_154,154,Liability-classified uncalled non-monetary contributions of shares or equity holdings,Aportaciones no dinerarias pendientes por acciones o participaciones consideradas como pasivos financieros,Aportacions no dineràries pendents per accions o participacions considerades passius financers
account_group_16,16,Non-current payables to related parties,Deudas a largo plazo con partes vinculadas,DEUTES A LLARG TERMINI AMB PARTS VINCULADES
account_group_160,160,Non-current debt with related financial institutions,Deudas a largo plazo con entidades de crédito vinculadas,Deutes a llarg termini amb entitats de crèdit vinculades
account_group_161,161,"Non-current payables to suppliers of fixed assets, related parties","Proveedores de inmovilizado a largo plazo, partes vinculadas","Proveïdors d’immobilitzat a llarg termini, parts vinculades"
account_group_162,162,"Non-current finance lease payables, related parties","Acreedores por arrendamiento financiero a largo plazo, partes vinculadas","Creditors per arrendament financer a llarg termini, parts vinculades"
account_group_163,163,Other non-current payables to related parties,Otras deudas a largo plazo con partes vinculadas,Altres deutes a llarg termini amb parts vinculades
account_group_17,17,"Non-current payables for loeans, debentures and other","Deudas a largo plazo por préstamos recibidos, empréstitos y otros conceptos","DEUTES A LLARG TERMINI PER PRÉSTECS REBUTS, EMPRÈSTITS I ALTRES CONCEPTES"
account_group_170,170,Non-current debt with financial institutions,Deudas a largo plazo con entidades de crédito,Deutes a llarg termini amb entitats de crèdit
account_group_171,171,Non-current payables,Deudas a largo plazo,Deutes a llarg termini
account_group_172,172,"Non-current payables convertible into grants, donations and bequests","Deudas a largo plazo transformables en subvenciones, donaciones y legados","Deutes a llarg termini transformables en subvencions, donacions i llegats"
account_group_173,173,Non-current payables to suppliers of fixed assets,Proveedores de inmovilizado a largo plazo,Proveïdors d’immobilitzat a llarg termini
account_group_174,174,Non-current finance lease payables,Acreedores por arrendamiento financiero a largo plazo,Creditors per arrendament financer a llarg termini
account_group_175,175,Non-current bills payable,Efectos a pagar a largo plazo,Efectes a pagar a llarg termini
account_group_176,176,Non-current liabilities arising from derivative financial instruments,Pasivos por derivados financieros a largo plazo,Passius per derivats financers a llarg termini
account_group_177,177,Bonds and obligations,Obligaciones y bonos,Obligacions i bons
account_group_178,178,Convertible bonds and obligations,Obligaciones y bonos convertibles,Obligacions i bons convertibles
account_group_179,179,Other marketable securities,Deudas representadas en otros valores negociables,Deutes representats en altres valors negociables
account_group_18,18,"Non-current guarantees, deposits and other liabilities","Pasivos por fianzas, garantías y otros conceptos a largo plazo","PASSIUS PER FIANCES, GARANTIES I ALTRES CONCEPTES A LLARG TERMINI"
account_group_180,180,Non-current guarantees received,Fianzas recibidas a largo plazo,Fiances rebudes a llarg termini
account_group_181,181,Advances of long-term sales,Anticipos recibidos por ventas o prestaciones de servicios a largo plazo,Avançaments rebuts per vendes o prestacions de serveis a llarg termini
account_group_185,185,Non-current deposits received,Depósitos recibidos a largo plazo,Dipòsits rebuts a llarg termini
account_group_189,189,Non-current financial guarantees,Garantías financieras a largo plazo,Garanties financeres a llarg termini
account_group_19,19,Temporary financing,Situaciones transitorias de financiación,SITUACIONS TRANSITÒRIES DE FINANÇAMENT
account_group_190,190,Shares or equity holdings issued,Acciones o participaciones emitidas,Accions o participacions emeses
account_group_192,192,Subscribed shares,Suscriptores de acciones,Subscriptors d’accions
account_group_194,194,Issued capital pending registration,Capital emitido pendiente de inscripción,Capital emès pendent d’inscripció
account_group_195,195,Liability-classified shares or equity holdings issued,Acciones o participaciones emitidas consideradas como pasivos financieros,Accions o participacions emeses considerades passius financers
account_group_197,197,Liability-classified subscribed shares,Suscriptores de acciones consideradas como pasivos financieros,Subscriptors d’accions considerades passius financers
account_group_199,199,Liability-classified shares or equity holdings issued pending registration,Acciones o participaciones emitidas consideradas como pasivos financieros pendientes de inscripción.,Accions o participacions emeses considerades passius financers pendents d’inscripció
account_group_2,2,Non-current assets,Activo no corriente,ACTIU NO CORRENT
account_group_20,20,Intangible assets,Inmovilizaciones intangibles,IMMOBILITZACIONS INTANGIBLES
account_group_200,200,Research,Investigación,Recerca
account_group_201,201,Development,Desarrollo,Desenvolupament
account_group_202,202,Administrative concessions,Concesiones administrativas,Concessions administratives
account_group_203,203,Industrial property,Propiedad industrial,Propietat industrial
account_group_204,204,Goodwill,Fondo de comercio,Fons de comerç
account_group_205,205,Leaseholds,Derechos de traspaso,Drets de traspàs
account_group_206,206,Computer software,Aplicaciones informáticas,Aplicacions informàtiques
account_group_207,207,Rights over transferred assets in use,Derechos sobre activos cedidos en uso,Drets sobre actius cedits en ús
account_group_209,209,Advances for intangible assets,Anticipos para inmovilizaciones intangibles,Avançaments per a immobilitzacions intangibles
account_group_21,21,"Property, plant and equipment",Inmovilizaciones materiales,IMMOBILITZACIONS MATERIALS
account_group_210,210,Land and natural resources,Terrenos y bienes naturales,Terrenys i béns naturals
account_group_211,211,Buildings,Construcciones,Construccions
account_group_212,212,Technical installations,Instalaciones técnicas,Instal·lacions tècniques
account_group_213,213,Machinery,Maquinaria,Maquinària
account_group_214,214,Equipment,Utillaje,Utillatge
account_group_215,215,Other installations,Otras instalaciones,Altres instal·lacions
account_group_216,216,Furniture,Mobiliario,Mobiliari
account_group_217,217,Information technology equipment,Equipos para procesos de información,Equips per a processos d’informació
account_group_218,218,Motor vehicles,Elementos de transporte,Elements de transport
account_group_219,219,"Other property, plant and equipment",Otro inmovilizado material,Altre immobilitzat material
account_group_22,22,Investment property,Inversiones inmobiliarias,INVERSIONS IMMOBILIÀRIES
account_group_220,220,Investments in land and natural resources,Inversiones en terrenos y bienes naturales,Inversions en terrenys i béns naturals
account_group_221,221,Investments in buildings,Inversiones en construcciones,Inversions en construccions
account_group_23,23,"Property, plant and equipment under construction",Inmovilizaciones materiales en curso,IMMOBILITZACIONS MATERIALS EN CURS
account_group_230,230,Preparation of land and natural resources,Adaptación de terrenos y bienes naturales,Adaptació de terrenys i béns naturals
account_group_231,231,Buildings under construction,Construcciones en curso,Construccions en curs
account_group_232,232,Technical installations under assembly,Instalaciones técnicas en montaje,Instal·lacions tècniques en muntatge
account_group_233,233,Machinery under assembly,Maquinaria en montaje,Maquinària en muntatge
account_group_237,237,Information technology equipment under assembly,Equipos para procesos de información en montaje,Equips per a processos d’informació en muntatge
account_group_239,239,"Advances for property, plant and equipment",Anticipos para inmovilizaciones materiales,Avançaments per a immobilitzacions materials
account_group_24,24,Non-current investments in related parties,Inversiones financieras a largo plazo en partes vinculadas,INVERSIONS FINANCERES A LLARG TERMINI EN PARTS VINCULADES
account_group_240,240,Non-current investments in related parties,Participaciones a largo plazo en partes vinculadas,Participacions a llarg termini en parts vinculades
account_group_241,241,Non-current debt securities of related parties,Valores representativos de deuda a largo plazo de partes vinculadas,Valors representatius de deute a llarg termini de parts vinculades
account_group_242,242,Non-current loans to related parties,Créditos a largo plazo a partes vinculadas,Crèdits a llarg termini a parts vinculades
account_group_249,249,Non-current uncalled equity holdings in related parties,Desembolsos pendientes sobre participaciones a largo plazo en partes vinculadas,Desemborsaments pendents sobre participacions a llarg termini en parts vinculades
account_group_25,25,Other non-current investments,Otras inversiones financieras a largo plazo,ALTRES INVERSIONS FINANCERES A LLARG TERMINI
account_group_250,250,Non-current investments in equity instruments,Inversiones financieras a largo plazo en instrumentos de patrimonio,Inversions financeres a llarg termini en instruments de patrimoni
account_group_251,251,Non-current debt securities,Valores representativos de deuda a largo plazo,Valors representatius de deute a llarg termini
account_group_252,252,Non-current loans,Créditos a largo plazo,Crèdits a llarg termini
account_group_253,253,Non-current loans for disposal of fixed assets,Créditos a largo plazo por enajenación de inmovilizado,Crèdits a llarg termini per alienació d’immobilitzat
account_group_254,254,Non-current loans to personnel,Créditos a largo plazo al personal,Crèdits a llarg termini al personal
account_group_255,255,Non-current assets arising from derivative financial instruments,Activos por derivados financieros a largo plazo,Actius per derivats financers a llarg termini
account_group_257,257,Reimbursement rights of insurance contracts for long-term employee benefits,Derechos de reembolso derivados de contratos de seguro relativos a retribuciones a largo plazo al personal,Drets de reemborsament derivats de contractes d’assegurança relatius a retribucions a llarg termini al personal
account_group_258,258,Non-current deposits,Imposiciones a largo plazo,Imposicions a llarg termini
account_group_259,259,Non-current uncalled equity holdings,Desembolsos pendientes sobre participaciones en el patrimonio neto a largo plazo,Desemborsaments pendents sobre participacions en el patrimoni net a llarg termini
account_group_26,26,Non-current guarantees and deposits extended,Fianzas y depósitos constituidos a largo plazo,FIANCES I DIPÒSITS CONSTITUÏTS A LLARG TERMINI
account_group_260,260,Non-current guarantees extended,Fianzas constituidas a largo plazo,Fiances constituïdes a llarg termini
account_group_265,265,Non-current deposits extended,Depósitos constituidos a largo plazo,Dipòsits constituïts a llarg termini
account_group_28,28,Accumulated amortisation and depreciation,Amortización acumulada del inmovilizado,AMORTITZACIÓ ACUMULADA DE L’IMMOBILITZAT
account_group_280,280,Accumulated amortisation of intangible assets,Amortización acumulada del inmovilizado intangible,Amortització acumulada de l’immobilitzat intangible
account_group_281,281,"Accumulated depreciation of property, plant and equipment",Amortización acumulada del inmovilizado material,Amortització acumulada de l’immobilitzat material
account_group_282,282,Accumulated depreciation of investment property,Amortización acumulada de las inversiones inmobiliarias,Amortització acumulada de les inversions immobiliàries
account_group_283,283,Cession of use without counterpart,Cesiones de uso sin contraprestación,Cessions d’ús sense contraprestació
account_group_29,29,Impairment of non-current assets,Deterioro de valor de activos no corrientes,DETERIORAMENT DE VALOR D’ACTIUS NO CORRENTS
account_group_290,290,Impairment of intangible assets,Deterioro de valor del inmovilizado intangible,Deteriorament de valor de l’immobilitzat intangible
account_group_291,291,"Impairment of property, plant and equipment",Deterioro de valor del inmovilizado material,Deteriorament de valor de l’immobilitzat material
account_group_292,292,Impairment of investment property,Deterioro de valor de las inversiones inmobiliarias,Deteriorament de valor de les inversions immobiliàries
account_group_293,293,Impairment of non-current investments in related parties,Deterioro de valor de participaciones a largo plazo en partes vinculadas,Deteriorament de valor de participacions a llarg termini
account_group_294,294,Impairment of non-current debt securities of related parties,Deterioro de valor de valores representativos de deuda a largo plazo de partes vinculadas,Deteriorament de valor de valors representatius de deute a llarg termini de parts vinculades
account_group_295,295,Impairment of non-current loans to related parties,Deterioro de valor de créditos a largo plazo a partes vinculadas,Deteriorament de valor de crèdits a llarg termini a parts vinculades
account_group_296,296,Impairment of non-current debt,Deterioro de valor de participaciones en el patrimonio neto a largo plazo,Deteriorament de valor de participacions en el patrimoni net a llarg termini
account_group_297,297,Impairment of non-current equity holdings,Deterioro de valor de valores representativos de deuda a largo plazo,Deteriorament de valor de valors representatius de deute a llarg termini
account_group_298,298,Impairment of non-current loans,Deterioro de valor de créditos a largo plazo,Deteriorament de valor de crèdits a llarg termini
account_group_299,299,Impairment of real estate,Deterioro de valor de bienes inmuebles,Deteriorament de valor de béns immobles
account_group_3,3,Inventories,Existencias,EXISTÈNCIES
account_group_30,30,Goods for resale,Comerciales,COMERCIALS
account_group_300,300,Merchandise A,Mercaderías A,Mercaderies A
account_group_301,301,Merchandise B,Mercaderías B,Mercaderies B
account_group_31,31,Raw materials,Materias primas,PRIMERES MATÈRIES
account_group_310,310,Raw materials A,Materias primas A,Primeres matèries A
account_group_311,311,Raw materials B,Materias primas B,Primeres matèries B
account_group_32,32,Other supplies,Otros aprovisionamientos,ALTRES APROVISIONAMENTS
account_group_320,320,Components,Elementos y conjuntos incorporables,Elements i conjunts incorporables
account_group_321,321,Fuel,Combustibles,Combustibles
account_group_322,322,Spare parts,Repuestos,Recanvis
account_group_325,325,Sundry materials,Materiales diversos,Materials diversos
account_group_326,326,Packaging,Embalajes,Embalatges
account_group_327,327,Containers,Envases,Envasos
account_group_328,328,Office supplies,Material de oficina,Material d’oficina
account_group_33,33,Work in progress,Productos en curso,PRODUCTES EN CURS
account_group_330,330,Work in progress A,Productos en curso A,Productes en curs A
account_group_331,331,Work in progress B,Productos en curso B,Productes en curs B
account_group_34,34,Semi-finished goods,Productos semiterminados,PRODUCTES SEMIACABATS
account_group_340,340,Semi-finished goods A,Productos semiterminados A,Productes semiacabats A
account_group_341,341,Semi-finished goods B,Productos semiterminados B,Productes semiacabats B
account_group_35,35,Finished goods,Productos terminados,PRODUCTES ACABATS
account_group_350,350,Finished goods A,Productos terminados A,Productes acabats A
account_group_351,351,Finished goods B,Productos terminados B,Productes acabats B
account_group_36,36,"By-products, waste and recovered materials","Subproductos, residuos y materiales recuperados","SUBPRODUCTES, RESIDUS I MATERIALS RECUPERATS"
account_group_360,360,By-products A,Subproductos A,Subproductes A
account_group_361,361,By-products B,Subproductos B,Subproductes B
account_group_365,365,Waste A,Residuos A,Residus A
account_group_366,366,Waste B,Residuos B,Residus B
account_group_368,368,Recovered materials A,Materiales recuperados A,Materials recuperats A
account_group_369,369,Recovered materials B,Materiales recuperados B,Materials recuperats B
account_group_39,39,Impairment of inventories,Deterioro de valor de las existencias,DETERIORAMENT DE VALOR DE LES EXISTÈNCIES
account_group_390,390,Impairment of merchandise,Deterioro de valor de las mercaderías,Deteriorament de valor de les mercaderies
account_group_391,391,Impairment of raw materials,Deterioro de valor de las materias primas,Deteriorament de valor de les primeres matèries
account_group_392,392,Impairment of other supplies,Deterioro de valor de otros aprovisionamientos,Deteriorament de valor d’altres aprovisionaments
account_group_393,393,Impairment of work in progress,Deterioro de valor de los productos en curso,Deteriorament de valor dels productes en curs
account_group_394,394,Impairment of semi-finished goods,Deterioro de valor de los productos semiterminados,Deteriorament de valor dels productes semiacabats
account_group_395,395,Impairment of finished goods,Deterioro de valor de los productos terminados,Deteriorament de valor dels productes acabats
account_group_396,396,"Impairment of by-products, waste and recovered materials","Deterioro de valor de los subproductos, residuos y materiales recuperados","Deteriorament de valor dels subproductes, residus i materials recuperats"
account_group_4,4,Trade payables and trade receivables,Acreedores y deudores por operaciones comerciales,CREDITORS I DEUTORS PER OPERACIONS COMERCIALS
account_group_40,40,Suppliers,Proveedores,PROVEÏDORS
account_group_400,400,Suppliers,Proveedores,Proveïdors
account_group_401,401,"Suppliers, trade bills payable","Proveedores, efectos comerciales a pagar","Proveïdors, efectes comercials a pagar"
account_group_403,403,"Suppliers, group companies","Proveedores, empresas del grupo","Proveïdors, empreses del grup"
account_group_404,404,"Suppliers, associates","Proveedores, empresas asociadas","Proveïdors, empreses associades"
account_group_405,405,"Suppliers, other related parties","Proveedores, otras partes vinculadas","Proveïdors, altres parts vinculades"
account_group_406,406,Containers and packaging returnable to suppliers,Envases y embalajes a devolver a proveedores,Envasos i embalatges a tornar a proveïdors
account_group_407,407,Advances to suppliers,Anticipos a proveedores,Avançaments a proveïdors
account_group_41,41,Other payables,Acreedores varios,CREDITORS DIVERSOS
account_group_410,410,Payables for the rendering of services,Acreedores por prestaciones de servicios,Creditors per prestacions de serveis
account_group_411,411,Trade bills payable,"Acreedores, efectos comerciales a pagar","Creditors, efectes comercials a pagar"
account_group_412,412,"Beneficiaries, creditors","Beneficiarios, acreedores","Beneficiaris, creditors"
account_group_419,419,Payables for profit-sharing agreements,Acreedores por operaciones en común,Creditors per operacions en comú
account_group_43,43,Trade receivables,Clientes,CLIENTS
account_group_430,430,Trade receivables,Clientes,Clients
account_group_431,431,"Trade receivables, trade bills receivable","Clientes, efectos comerciales a cobrar","Clients, efectes comercials a cobrar"
account_group_432,432,"Trade receivables, factoring","Clientes, operaciones de «factoring»","Clients, operacions de facturatge"
account_group_433,433,"Trade receivables, group companies","Clientes, empresas del grupo","Clients, empreses del grup"
account_group_434,434,"Trade receivables, associates","Clientes, empresas asociadas","Clients, empreses associades"
account_group_435,435,"Trade receivables, other related parties","Clientes, otras partes vinculadas","Clients, altres parts vinculades"
account_group_436,436,Doubtful trade receivables,Clientes de dudoso cobro,Clients de cobrament dubtós
account_group_437,437,Containers and packaging returnable by customers,Envases y embalajes a devolver por clientes,Envasos i embalatges a tornar per clients
account_group_438,438,Advances from customers,Anticipos de clientes,Avançaments de clients
account_group_44,44,Other receivables,Deudores varios,DEUTORS DIVERSOS
account_group_440,440,Receivables,Deudores,Deutors
account_group_441,441,"Receivables, trade bills","Deudores, efectos comerciales a cobrar","Deutors, efectes comercials a cobrar"
account_group_446,446,Doubtful receivables,Deudores de dudoso cobro,Deutors de cobrament dubtós
account_group_447,447,"Borrowers, debtors","Usuarios, deudores","Usuaris, deutors"
account_group_448,448,"Sponsors, affiliates and other receivables","Patrocinadores, afiliados y otros deudores","Patrocinadors, afiliats i altres deutors"
account_group_449,449,Receivables for profit-sharing agreements,Deudores por operaciones en común,Deutors per operacions en comú
account_group_46,46,Personnel,Personal,PERSONAL
account_group_460,460,Salary advances,Anticipos de remuneraciones,Avançaments de remuneracions
account_group_464,464,Deliveries for expenses to be justified,Entregas para gastos a justificar,Lliuraments per a despeses a justificar
account_group_465,465,Salaries payable,Remuneraciones pendientes de pago,Remuneracions pendents de pagament
account_group_466,466,Employee benefits payable through defined contribution schemes,Remuneraciones mediante sistemas de aportación definida pendientes de pago,Remuneracions mitjançant sistemes d’aportació definida pendents de pagament
account_group_47,47,Public entities,Administraciones públicas,ADMINISTRACIONS PÚBLIQUES
account_group_470,470,"Taxation authorities, receivables","Hacienda Pública, deudora por diversos conceptos","Hisenda pública, deutora per diversos conceptes"
account_group_471,471,"Social Security, receivables","Organismos de la Seguridad Social, deudores","Organismes de la Seguretat Social, deutors"
account_group_472,472,Input VAT,"Hacienda Pública, IVA soportado","Hisenda pública, IVA suportat"
account_group_473,473,Withholdings and payments on account,"Hacienda Pública, retenciones y pagos a cuenta","Hisenda pública, retencions i pagaments a compte"
account_group_474,474,Deferred tax assets,Activos por impuesto diferido,Actius per impost diferit
account_group_475,475,"Taxation authorities, taxes payable","Hacienda Pública, acreedora por conceptos fiscales","Hisenda pública, creditora per conceptes fiscals"
account_group_476,476,"Social Security, payables","Organismos de la Seguridad Social, acreedores","Organismes de la Seguretat Social, creditors"
account_group_477,477,Output VAT,"Hacienda Pública, IVA repercutido","Hisenda pública, IVA repercutit"
account_group_479,479,Liabilities arising from taxable temporary differences,Pasivos por diferencias temporarias imponibles,Passius per diferències temporànies imposables
account_group_48,48,Prepaid expenses and deferred income,Ajustes por periodificación,AJUSTOS PER PERIODIFICACIÓ
account_group_480,480,Prepaid expenses,Gastos anticipados,Despeses anticipades
account_group_485,485,Deferred income,Ingresos anticipados,Ingressos anticipats
account_group_49,49,Impairment of trade receivables and current provisions,Deterioro de valor de créditos comerciales y provisiones a corto plazo,DETERIORAMENT DE VALOR DE CRÈDITS COMERCIALS I PROVISIONS A CURT TERMINI
account_group_490,490,Impairment of trade receivables,Deterioro de valor de créditos por operaciones comerciales,Deteriorament de valor de crèdits per operacions comercials
account_group_493,493,Impairment of trade receivables from related parties,Deterioro de valor de créditos por operaciones comerciales con partes vinculadas,Deteriorament de valor de crèdits per operacions comercials amb parts vinculades
account_group_499,499,Trade provisions,Provisiones por operaciones comerciales,Provisions per operacions comercials
account_group_5,5,Financial accounts,Cuentas financieras,COMPTES FINANCERS
account_group_50,50,"Current debentures, payables of a special nature and similar issuances","Empréstitos, deudas con carácterísticas especiales y otras emisiones análogas a corto plazo","EMPRÈSTITS, DEUTES AMB CARACTERÍSTIQUES ESPECIALS I ALTRES EMISSIONS ANÀLOGUES A CURT TERMINI"
account_group_500,500,Current bonds and obligations,Obligaciones y bonos a corto plazo Obligaciones y bonos convertibles a corto plazo,Obligacions i bons a curt termini
account_group_501,501,Current convertible bonds and obligations,Obligaciones y bonos convertibles a corto plazo,Obligacions i bons convertibles a curt termini
account_group_502,502,Current liability-classified shares or equity holdings,Acciones o participaciones a corto plazo consideradas como pasivos financieros,Accions o participacions a curt termini considerades passius financers
account_group_505,505,Other current marketable securities,Deudas representadas en otros valores negociables a corto plazo,Deutes representats en altres valors negociables a curt termini
account_group_506,506,Current interest on debentures and similar issues,Intereses a corto plazo de empréstitos y otras emisiones análogas,Interessos a curt termini d’emprèstits i altres emissions anàlogues
account_group_507,507,Dividends payable on liability-classified instruments,Dividendos de acciones o participaciones consideradas como pasivos financieros,Dividends d’accions o participacions considerades passius financers
account_group_509,509,Redeemed marketable securities,Valores negociables amortizados,Valors negociables amortitzats
account_group_51,51,Current payables to related parties,Deudas a corto plazo con partes vinculadas,DEUTES A CURT TERMINI AMB PARTS VINCULADES
account_group_510,510,Current debt with related financial institutions,Deudas a corto plazo con entidades de crédito vinculadas,Deutes a curt termini amb entitats de crèdit vinculades
account_group_511,511,"Current payables to suppliers of fixed assets, related parties","Proveedores de inmovilizado a corto plazo, partes vinculadas","Proveïdors d’immobilitzat a curt termini, parts vinculades"
account_group_512,512,"Current finance lease payables, related parties","Acreedores por arrendamiento financiero a corto plazo, partes vinculadas.","Creditors per arrendament financer a curt termini, parts vinculades."
account_group_513,513,Other current payables to related parties,Otras deudas a corto plazo con partes vinculadas,Altres deutes a curt termini amb parts vinculades
account_group_514,514,Current interest on payables to related parties,Intereses a corto plazo de deudas con partes vinculadas,Interessos a curt termini de deutes amb parts vinculades
account_group_52,52,Current payables for loans and other,Deudas a corto plazo por préstamos recibidos y otros conceptos,DEUTES A CURT TERMINI PER PRÉSTECS REBUTS I ALTRES CONCEPTES
account_group_520,520,Current debt with financial institutions,Deudas a corto plazo con entidades de crédito,Deutes a curt termini amb entitats de crèdit
account_group_521,521,Current payables,Deudas a corto plazo,Deutes a curt termini
account_group_522,522,"Current payables convertible into grants, donations and bequests","Deudas a corto plazo transformables en subvenciones, donaciones y legados","Deutes a curt termini transformables en subvencions, donacions i llegats"
account_group_523,523,Current payables to suppliers of fixed assets,Proveedores de inmovilizado a corto plazo,Proveïdors d’immobilitzat a curt termini
account_group_524,524,Current finance lease payables,Acreedores por arrendamiento financiero a corto plazo,Creditors per arrendament financer a curt termini
account_group_525,525,Current bills payable,Efectos a pagar a corto plazo,Efectes a pagar a curt termini
account_group_526,526,Dividend payable,Dividendo activo a pagar,Dividend actiu a pagar
account_group_527,527,Current interest on debt with financial institutions,Intereses a corto plazo de deudas con entidades de crédito,Interessos a curt termini de deutes amb entitats de crèdit
account_group_528,528,Current interest on payables,Intereses a corto plazo de deudas,Interessos a curt termini de deutes
account_group_529,529,Current provisions,Provisiones a corto plazo,Provisions a curt termini
account_group_53,53,Current investments in related parties,Inversiones financieras a corto plazo en partes vinculadas,INVERSIONS FINANCERES A CURT TERMINI EN PARTS VINCULADES
account_group_530,530,Current investments in related parties,Participaciones a corto plazo en partes vinculadas,Participacions a curt termini en parts vinculades
account_group_531,531,Current debt securities of related parties,Valores representativos de deuda a corto plazo de partes vinculadas,Valors representatius de deute a curt termini de parts vinculades
account_group_532,532,Current loans to related parties,Créditos a corto plazo a partes vinculadas,Crèdits a curt termini a parts vinculades
account_group_533,533,Current interest on debt securities of related parties,Intereses a corto plazo de valores representativos de deuda de partes vinculadas,Interessos a curt termini de valors representatius de deute de parts vinculades
account_group_534,534,Current interest on loans to related parties,Intereses a corto plazo de créditos a partes vinculadas,Interessos a curt termini de crèdits a parts vinculades
account_group_535,535,Dividend receivable on investments in related parties,Dividendo a cobrar de inversiones financieras en partes vinculadas,Dividend a cobrar d’inversions financeres en parts vinculades
account_group_539,539,Current uncalled equity holdings in related parties,Desembolsos pendientes sobre participaciones a corto plazo en partes vinculadas,Desemborsaments pendents sobre participacions a curt termini en parts vinculades
account_group_54,54,Other current investments,Otras inversiones financieras a corto plazo,ALTRES INVERSIONS FINANCERES A CURT TERMINI
