id,parent_id:id,code,sign,name,info
lu_tax_code_template_b_V-ART-43,lu_tax_code_template_m13,b_V-ART-43,1,Base - Autres Exonérations (Article 43),
lu_tax_code_template_m14,lu_tax_code_template_m_I_2,m14,1,4) Autres exonérations (art. 44 et 58 quater),
lu_tax_code_template_b_V-ART-44_58q,lu_tax_code_template_m14,b_V-ART-44_58q,1,Base - Autres Exonérations (Article 44 et 58 quater),
lu_tax_code_template_m15,lu_tax_code_template_m_I_2,m15,1,5) Tabacs fabriqués,
lu_tax_code_template_b_VB-PA-Tab,lu_tax_code_template_m15,b_VB-PA-Tab,1,Base - Vente Biens Tabacs - Pays,
lu_tax_code_template_b_VB-IC-Tab,lu_tax_code_template_m15,b_VB-IC-Tab,1,Base - Vente Biens Tabacs - Intracommunautaire,
lu_tax_code_template_b_VB-EC-Tab,lu_tax_code_template_m15,b_VB-EC-Tab,,Base - Vente Biens Tabacs - Extracommunautaire,
lu_tax_code_template_m_I_2_6,lu_tax_code_template_m_I_2,m_I_2_6,1,Opérations réalisées (imposables à l'étranger),
lu_tax_code_template_m16,lu_tax_code_template_m_I_2_6,m16,1,"a) Livraisons subséquentes à des acquisitions intracommunautaires dans le cadre d'opérations triangulaires, lorsque le destinataire identifié à la TVA dans l'Etat membre de destination des biens y est redevable de la taxe",
lu_tax_code_template_b_VB-TR-15,lu_tax_code_template_m16,b_VB-TR-15,1,Base - Vente Biens 15% - Triangulaire,
lu_tax_code_template_b_VB-TR-12,lu_tax_code_template_m16,b_VB-TR-12,1,Vente Biens 12% - Triangulaire,
lu_tax_code_template_b_VB-TR-6,lu_tax_code_template_m16,b_VB-TR-6,1,Vente Biens 6% - Triangulaire,
lu_tax_code_template_b_VB-TR-3,lu_tax_code_template_m16,b_VB-TR-3,1,Vente Biens 3% - Triangulaire,
lu_tax_code_template_m_I_2_6_b,lu_tax_code_template_m_I_2_6,m_I_2_6_b,1,b) Prestations de services à des identifiés à la TVA dans un autre Etat membre,
lu_tax_code_template_m423,lu_tax_code_template_m_I_2_6_b,m423,1, - non exonérées dans l'Etat membre du preneur redevable (art. 17/1/a),
lu_tax_code_template_b_VP-IC-15,lu_tax_code_template_m423,b_VP-IC-15,1,Base - Vente Prestations 15% - Intracommunautaire,
lu_tax_code_template_b_VP-IC-12,lu_tax_code_template_m423,b_VP-IC-12,1,Base - Vente Prestations 12% - Intracommunautaire,
lu_tax_code_template_b_VP-IC-6,lu_tax_code_template_m423,b_VP-IC-6,1,Base - Vente Prestations 6% - Intracommunautaire,
lu_tax_code_template_b_VP-IC-3,lu_tax_code_template_m423,b_VP-IC-3,1,Base - Vente Prestations 3% - Intracommunautaire,
lu_tax_code_template_b_VP-IC-0,lu_tax_code_template_m423,b_VP-IC-0,1,Base - Vente Prestations 0% - Intracommunautaire,
lu_tax_code_template_m424,lu_tax_code_template_m_I_2_6_b,m424,1, - exonérées dans l'Etat membre du preneur (art. 17/1/a),
lu_tax_code_template_b_VP-IC-EX,lu_tax_code_template_m424,b_VP-IC-EX,1,Base - Vente Prestations - Intracommunautaire exonérées dans l'état membre,
lu_tax_code_template_m17,lu_tax_code_template_m_I_2_6,m17,1,c) Autres opérations réalisées à l'étranger,
lu_tax_code_template_b_VP-OPER,lu_tax_code_template_m17,b_VP-OPER,1,Base - Vente - Opérations réalisées à l'étranger ,
lu_tax_code_template_b_VP-EC-15,lu_tax_code_template_m17,b_VP-EC-15,1,Base - Vente Prestations 15% - Extracommunautaire,
lu_tax_code_template_b_VP-EC-12,lu_tax_code_template_m17,b_VP-EC-12,1,Base - Vente Prestations 12% - Extracommunautaire,
lu_tax_code_template_b_VP-EC-6,lu_tax_code_template_m17,b_VP-EC-6,1,Base - Vente Prestations 6% - Extracommunautaire,
lu_tax_code_template_b_VP-EC-3,lu_tax_code_template_m17,b_VP-EC-3,1,Base - Vente Prestations 3% - Extracommunautaire,
lu_tax_code_template_b_VP-EC-0,lu_tax_code_template_m17,b_VP-EC-0,1,Base - Vente Prestations 0% - Extracommunautaire,
lu_tax_code_template_m_I_3,lu_tax_code_template_m_I,m_I_3,1,I.3 Chiffres d'affaires imposable (hors TVA),
lu_tax_code_template_m22,lu_tax_code_template_m_I_3,m22,1,Sous-total base,
lu_tax_code_template_m32,lu_tax_code_template_m22,m32,1,au taux de 15% (base),
lu_tax_code_template_b_VB-PA-15,lu_tax_code_template_m32,b_VB-PA-15,1,Base - Vente Biens 15% - Pays,
lu_tax_code_template_b_VP-PA-15,lu_tax_code_template_m32,b_VP-PA-15,1,Base - Vente Prestations 15% - Pays,
lu_tax_code_template_m33,lu_tax_code_template_m22,m33,1,au taux de 6% (base),
lu_tax_code_template_b_VB-PA-6,lu_tax_code_template_m33,b_VB-PA-6,1,Base - Vente Biens 6% - Pays,
lu_tax_code_template_b_VP-PA-6,lu_tax_code_template_m33,b_VP-PA-6,1,Base - Vente Prestations 6% - Pays,
lu_tax_code_template_m34,lu_tax_code_template_m22,m34,1,au taux de 3% (base),
lu_tax_code_template_b_VB-PA-3,lu_tax_code_template_m34,b_VB-PA-3,1,Base - Vente Biens 3% - Pays,
lu_tax_code_template_b_VP-PA-3,lu_tax_code_template_m34,b_VP-PA-3,1,Base - Vente Prestations 3% - Pays,
lu_tax_code_template_m35,lu_tax_code_template_m22,m35,1,au taux de 12% (base),
lu_tax_code_template_b_VB-PA-12,lu_tax_code_template_m35,b_VB-PA-12,1,Base - Vente Biens 12% - Pays,
lu_tax_code_template_b_VP-PA-12,lu_tax_code_template_m35,b_VP-PA-12,1,Base - Vente Prestations 12% - Pays,
lu_tax_code_template_m82,lu_tax_code_template_m22,m82,1,au taux de 0% (base),
lu_tax_code_template_b_VB-PA-0,lu_tax_code_template_m82,b_VB-PA-0,1,Base - Vente Biens 0% - Pays,
lu_tax_code_template_b_VP-PA-0,lu_tax_code_template_m82,b_VP-PA-0,1,Base - Vente Prestations 0% - Pays,
lu_tax_code_template_m41,lu_tax_code_template_m_I_3,m41,1,Sous-total taxe,
lu_tax_code_template_m37,lu_tax_code_template_m41,m37,1,au taux de 15% (taxe),
lu_tax_code_template_t_VB-PA-15,lu_tax_code_template_m37,t_VB-PA-15,1,Taxe - Vente Biens 15% - Pays,
lu_tax_code_template_t_VP-PA-15,lu_tax_code_template_m37,t_VP-PA-15,1,Taxe - Vente Prestations 15% - Pays,
lu_tax_code_template_m38,lu_tax_code_template_m41,m38,1,au taux de 6% (taxe),
lu_tax_code_template_t_VB-PA-6,lu_tax_code_template_m38,t_VB-PA-6,1,Taxe - Vente Biens 6% - Pays,
lu_tax_code_template_t_VP-PA-6,lu_tax_code_template_m38,t_VP-PA-6,1,Taxe - Vente Prestations 6% - Pays,
lu_tax_code_template_m39,lu_tax_code_template_m41,m39,1,au taux de 3% (taxe),
lu_tax_code_template_t_VB-PA-3,lu_tax_code_template_m39,t_VB-PA-3,1,Taxe - Vente Biens 3% - Pays,
lu_tax_code_template_t_VP-PA-3,lu_tax_code_template_m39,t_VP-PA-3,1,Taxe - Vente Prestations 3% - Pays,
lu_tax_code_template_m40,lu_tax_code_template_m41,m40,1,au taux de 12% (taxe),
lu_tax_code_template_t_VB-PA-12,lu_tax_code_template_m40,t_VB-PA-12,1,Taxe - Vente Biens 12% - Pays,
lu_tax_code_template_t_VP-PA-12,lu_tax_code_template_m40,t_VP-PA-12,1,Taxe - Vente Prestations 12% - Pays,
lu_tax_code_template_m83,lu_tax_code_template_m41,m83,1,au taux de 0% (taxe),
lu_tax_code_template_t_VB-PA-0,lu_tax_code_template_m83,t_VB-PA-0,1,Taxe- Vente Biens 0% - Pays,
lu_tax_code_template_t_VP-PA-0,lu_tax_code_template_m83,t_VP-PA-0,1,Taxe- Vente Prestations 0% - Pays,
lu_tax_code_template_m_I_4,lu_tax_code_template_m_I,m_I_4,1,I.4 Acquisitions intracommunautaires de biens (art 16/1) et Triangulaires art 26/1/a al. 2),
lu_tax_code_template_m46,lu_tax_code_template_m_I_4,m46,1,Total base d'imposition,
lu_tax_code_template_m42,lu_tax_code_template_m46,m42,1,au taux de 15% (base),
lu_tax_code_template_b_AB-IC-15,lu_tax_code_template_m42,b_AB-IC-15,1,Base - Achat Biens 15% - Intracommunautaire,
lu_tax_code_template_b_FB-IC-15,lu_tax_code_template_m42,b_FB-IC-15,1,Base - Frais Biens 15% - Intracommunautaire,
lu_tax_code_template_b_IB-IC-15,lu_tax_code_template_m42,b_IB-IC-15,1,Base - Investissement Biens 15% - Intracommunautaire,
lu_tax_code_template_b_AB-TR-15,lu_tax_code_template_m42,b_AB-TR-15,1,Base - Achat Biens 15% - Triangulaire,
lu_tax_code_template_m43,lu_tax_code_template_m46,m43,1,au taux de 6% (base),
lu_tax_code_template_b_AB-IC-6,lu_tax_code_template_m43,b_AB-IC-6,1,Base - Achat Biens 6% - Intracommunautaire,
lu_tax_code_template_b_FB-IC-6,lu_tax_code_template_m43,b_FB-IC-6,1,Base - Frais Biens 6% - Intracommunautaire,
lu_tax_code_template_b_IB-IC-6,lu_tax_code_template_m43,b_IB-IC-6,1,Base - Investissement Biens 6% - Intracommunautaire,
lu_tax_code_template_b_AB-TR-6,lu_tax_code_template_m43,b_AB-TR-6,1,Base - Achat Biens 6% - Triangulaire,
lu_tax_code_template_m44,lu_tax_code_template_m46,m44,1,au taux de 3% (base),
lu_tax_code_template_b_AB-IC-3,lu_tax_code_template_m44,b_AB-IC-3,1,Base - Achat Biens 3% - Intracommunautaire,
lu_tax_code_template_b_FB-IC-3,lu_tax_code_template_m44,b_FB-IC-3,1,Base - Frais Biens 3% - Intracommunautaire,
lu_tax_code_template_b_IB-IC-3,lu_tax_code_template_m44,b_IB-IC-3,1,Base - Investissement Biens 3% - Intracommunautaire,
lu_tax_code_template_b_AB-TR-3,lu_tax_code_template_m44,b_AB-TR-3,1,Base - Achat Biens 3% - Triangulaire,
lu_tax_code_template_m45,lu_tax_code_template_m46,m45,1,au taux de 12% (base),
lu_tax_code_template_b_AB-IC-12,lu_tax_code_template_m45,b_AB-IC-12,1,Base - Achat Biens 12% - Intracommunautaire,
lu_tax_code_template_b_FB-IC-12,lu_tax_code_template_m45,b_FB-IC-12,1,Base - Frais Biens 12% - Intracommunautaire,
lu_tax_code_template_b_IB-IC-12,lu_tax_code_template_m45,b_IB-IC-12,1,Base - Investissement Biens 12% - Intracommunautaire,
lu_tax_code_template_b_AB-TR-12,lu_tax_code_template_m45,b_AB-TR-12,1,Base - Achat Biens 12% - Triangulaire,
lu_tax_code_template_m85,lu_tax_code_template_m46,m85,1,exonérées,
lu_tax_code_template_b_AB-IC-0,lu_tax_code_template_m85,b_AB-IC-0,1,Base - Achat Biens 0% - Intracommunautaire,
lu_tax_code_template_b_FB-IC-0,lu_tax_code_template_m85,b_FB-IC-0,1,Base - Frais Biens 0% - Intracommunautaire,
lu_tax_code_template_b_IB-IC-0,lu_tax_code_template_m85,b_IB-IC-0,1,Base - Investissement Biens 0% - Intracommunautaire,
lu_tax_code_template_m51,lu_tax_code_template_m_I_4,m51,1,Sous-total de la taxe,
lu_tax_code_template_m47,lu_tax_code_template_m51,m47,1,au taux de 15% (taxe),
lu_tax_code_template_t_AB-IC-15,lu_tax_code_template_m47,t_AB-IC-15,1,Taxe - Achat Biens 15% - Intracommunautaire,
lu_tax_code_template_t_FB-IC-15,lu_tax_code_template_m47,t_FB-IC-15,1,Taxe - Frais Biens 15% - Intracommunautaire,
lu_tax_code_template_t_IB-IC-15,lu_tax_code_template_m47,t_IB-IC-15,1,Taxe - Investissement Biens 15% - Intracommunautaire,
lu_tax_code_template_t_AB-TR-15,lu_tax_code_template_m47,t_AB-TR-15,1,Taxe - Achat Biens 15% - Triangulaire,
lu_tax_code_template_m48,lu_tax_code_template_m51,m48,1,au taux de 6% (taxe),
lu_tax_code_template_t_AB-IC-6,lu_tax_code_template_m48,t_AB-IC-6,1,Taxe - Achat Biens 6% - Intracommunautaire,
lu_tax_code_template_t_FB-IC-6,lu_tax_code_template_m48,t_FB-IC-6,1,Taxe - Frais Biens 6% - Intracommunautaire,
lu_tax_code_template_t_IB-IC-6,lu_tax_code_template_m48,t_IB-IC-6,1,Taxe - Investissement Biens 6% - Intracommunautaire,
lu_tax_code_template_t_AB-TR-6,lu_tax_code_template_m48,t_AB-TR-6,1,Taxe - Achat Biens 6% - Triangulaire,
lu_tax_code_template_m49,lu_tax_code_template_m51,m49,1,au taux de 3% (taxe),
lu_tax_code_template_t_AB-IC-3,lu_tax_code_template_m49,t_AB-IC-3,1,Taxe - Achat Biens 3% - Intracommunautaire,
lu_tax_code_template_t_FB-IC-3,lu_tax_code_template_m49,t_FB-IC-3,1,Taxe - Frais Biens 3% - Intracommunautaire,
lu_tax_code_template_t_IB-IC-3,lu_tax_code_template_m49,t_IB-IC-3,1,Taxe - Investissement Biens 3% - Intracommunautaire,
lu_tax_code_template_t_AB-TR-3,lu_tax_code_template_m49,t_AB-TR-3,1,Taxe - Achat Biens 3% - Triangulaire,
lu_tax_code_template_m50,lu_tax_code_template_m51,m50,1,au taux de 12% (taxe),
lu_tax_code_template_t_AB-IC-12,lu_tax_code_template_m50,t_AB-IC-12,1,Taxe - Achat Biens 12% - Intracommunautaire,
lu_tax_code_template_t_FB-IC-12,lu_tax_code_template_m50,t_FB-IC-12,1,Taxe - Frais Biens 12% - Intracommunautaire,
lu_tax_code_template_t_IB-IC-12,lu_tax_code_template_m50,t_IB-IC-12,1,Taxe - Investissement Biens 12% - Intracommunautaire,
lu_tax_code_template_t_AB-TR-12,lu_tax_code_template_m50,t_AB-TR-12,1,Taxe - Achat Biens 12% - Triangulaire,
lu_tax_code_template_m_I_5,lu_tax_code_template_m_I,m_I_5,1,"I.5 Acquisitions effectuées dans le cadre d'opérations triangulaires lorsque
l'acquisition a été effectuée pour les besoins d'une livraison subséquente à un
acquéreur identifié à la TVA dans l'État membre de destination des biens et qui y est
le redevable de la taxe (art. 18ter/2, al. 2)",
lu_tax_code_template_m52,lu_tax_code_template_m_I_5,m52,1,Case 52,
lu_tax_code_template_m86,lu_tax_code_template_m_I_5,m86,1,Case 86,
lu_tax_code_template_m87,lu_tax_code_template_m_I_5,m87,1,Report de la taxe,
lu_tax_code_template_m_I_6,lu_tax_code_template_m_I,m_I_6,1,I.6 Importations,
lu_tax_code_template_m61,lu_tax_code_template_m_I_6,m61,1,Total de la base d'imposition du point 6,
lu_tax_code_template_m_I_6_1,lu_tax_code_template_m61,m_I_6_1,1,1) à des fins d'entreprise,
lu_tax_code_template_m_I_6_1_a,lu_tax_code_template_m_I_6_1,m_I_6_1_a,1,sous-total base d'imposition,
lu_tax_code_template_m53,lu_tax_code_template_m_I_6_1_a,m53,1,au taux de 15% (base),
lu_tax_code_template_b_AB-EC-15,lu_tax_code_template_m53,b_AB-EC-15,1,Base - Achat Biens 15% - Extracommunautaire,
lu_tax_code_template_b_FB-EC-15,lu_tax_code_template_m53,b_FB-EC-15,1,Base - Frais Biens 15% - Extracommunautaire,
lu_tax_code_template_b_IB-EC-15,lu_tax_code_template_m53,b_IB-EC-15,1,Base - Investissement Biens 15% - Extracommunautaire,
lu_tax_code_template_m54,lu_tax_code_template_m_I_6_1_a,m54,1,au taux de 6% (base),
lu_tax_code_template_b_AB-EC-6,lu_tax_code_template_m54,b_AB-EC-6,1,Base - Achat Biens 6% - Extracommunautaire,
lu_tax_code_template_b_FB-EC-6,lu_tax_code_template_m54,b_FB-EC-6,1,Base - Frais Biens 6% - Extracommunautaire,
lu_tax_code_template_b_IB-EC-6,lu_tax_code_template_m54,b_IB-EC-6,1,Base - Investissement Biens 6% - Extracommunautaire,
lu_tax_code_template_m55,lu_tax_code_template_m_I_6_1_a,m55,1,au taux de 3% (base),
lu_tax_code_template_b_AB-EC-3,lu_tax_code_template_m55,b_AB-EC-3,1,Base - Achat Biens 3% - Extracommunautaire,
lu_tax_code_template_b_FB-EC-3,lu_tax_code_template_m55,b_FB-EC-3,1,Base - Frais Biens 3% - Extracommunautaire,
lu_tax_code_template_b_IB-EC-3,lu_tax_code_template_m55,b_IB-EC-3,1,Base - Investissement Biens 3% - Extracommunautaire,
lu_tax_code_template_m56,lu_tax_code_template_m_I_6_1_a,m56,1,au taux de 12% (base),
lu_tax_code_template_b_AB-EC-12,lu_tax_code_template_m56,b_AB-EC-12,1,Base - Achat Biens 12% - Extracommunautaire,
lu_tax_code_template_b_FB-EC-12,lu_tax_code_template_m56,b_FB-EC-12,1,Base - Frais Biens 12% - Extracommunautaire,
lu_tax_code_template_b_IB-EC-12,lu_tax_code_template_m56,b_IB-EC-12,1,Base - Investissement Biens 12% - Extracommunautaire,
lu_tax_code_template_m81,lu_tax_code_template_m_I_6_1_a,m81,1,exonérées (base),
lu_tax_code_template_b_AB-EC-0,lu_tax_code_template_m81,b_AB-EC-0,1,Base - Achat Biens 0% - Extracommunautaire,
lu_tax_code_template_b_FB-EC-0,lu_tax_code_template_m81,b_FB-EC-0,1,Base - Frais Biens 0% - Extracommunautaire,
lu_tax_code_template_b_IB-EC-0,lu_tax_code_template_m81,b_IB-EC-0,1,Base - Investissement Biens 0% - Extracommunautaire,
lu_tax_code_template_m70,lu_tax_code_template_m_I_6_1,m70,1,Sous-total de la taxe,
lu_tax_code_template_m62,lu_tax_code_template_m70,m62,1,au taux de 15% (taxe),
lu_tax_code_template_t_AB-EC-15,lu_tax_code_template_m62,t_AB-EC-15,1,Taxe - Achat Biens 15% - Extracommunautaire,
lu_tax_code_template_t_FB-EC-15,lu_tax_code_template_m62,t_FB-EC-15,1,Taxe - Frais Biens 15% - Extracommunautaire,
lu_tax_code_template_t_IB-EC-15,lu_tax_code_template_m62,t_IB-EC-15,1,Taxe - Investissement Biens 15% - Extracommunautaire,
lu_tax_code_template_m63,lu_tax_code_template_m70,m63,1,au taux de 6% (taxe),
lu_tax_code_template_t_AB-EC-6,lu_tax_code_template_m63,t_AB-EC-6,1,Taxe - Achat Biens 6% - Extracommunautaire,
lu_tax_code_template_t_FB-EC-6,lu_tax_code_template_m63,t_FB-EC-6,1,Taxe - Frais Biens 6% - Extracommunautaire,
lu_tax_code_template_t_IB-EC-6,lu_tax_code_template_m63,t_IB-EC-6,1,Taxe - Investissement Biens 6% - Extracommunautaire,
lu_tax_code_template_m64,lu_tax_code_template_m70,m64,1,au taux de 3% (taxe),
lu_tax_code_template_t_AB-EC-3,lu_tax_code_template_m64,t_AB-EC-3,1,Taxe - Achat Biens 3% - Extracommunautaire,
lu_tax_code_template_t_FB-EC-3,lu_tax_code_template_m64,t_FB-EC-3,1,Taxe - Frais Biens 3% - Extracommunautaire,
lu_tax_code_template_t_IB-EC-3,lu_tax_code_template_m64,t_IB-EC-3,1,Taxe - Investissement Biens 3% - Extracommunautaire,
lu_tax_code_template_m65,lu_tax_code_template_m70,m65,1,au taux de 12% (taxe),
lu_tax_code_template_t_AB-EC-12,lu_tax_code_template_m65,t_AB-EC-12,1,Taxe - Achat Biens 12% - Extracommunautaire,
lu_tax_code_template_t_FB-EC-12,lu_tax_code_template_m65,t_FB-EC-12,1,Taxe - Frais Biens 12% - Extracommunautaire,
lu_tax_code_template_t_IB-EC-12,lu_tax_code_template_m65,t_IB-EC-12,1,Taxe - Investissement Biens 12% - Extracommunautaire,
lu_tax_code_template_m_I_6_2,lu_tax_code_template_m_I_6,m_I_6_2,1,2) A des fins privées,
lu_tax_code_template_m_I_7,lu_tax_code_template_m_I,m_I_7,1,I.7 Opérations à déclarer par le preneur ou l'acquéreur débiteur de la taxe,
lu_tax_code_template_m_I_7_1,lu_tax_code_template_m_I_7,m_I_7_1,1,1) Prestations de services (art. 26/1/c et d),
lu_tax_code_template_m422,lu_tax_code_template_m_I_7_1,m422,1,"sous-total base d'imposition du point 7, 1)",
lu_tax_code_template_m88,lu_tax_code_template_m422,m88,1,au taux de 15% (base),
lu_tax_code_template_m_88_IC,lu_tax_code_template_m88,m_88_IC,1,Intracommunautaire à totaliser également dans la case 425 (base),
lu_tax_code_template_b_AP-IC-15,lu_tax_code_template_m_88_IC,b_AP-IC-15,1,Base - Achat Prestations 15% - Intracommunautaire,
lu_tax_code_template_b_FP-IC-15,lu_tax_code_template_m_88_IC,b_FP-IC-15,1,Base - Frais Prestations 15% - Intracommunautaire,
lu_tax_code_template_b_IP-IC-15,lu_tax_code_template_m_88_IC,b_IP-IC-15,1,Base - Investissement Prestations 15% - Intracommunautaire,
lu_tax_code_template_m_88_EC,lu_tax_code_template_m88,m_88_EC,1,Extracommunautaire (base),
lu_tax_code_template_b_AP-EC-15,lu_tax_code_template_m_88_EC,b_AP-EC-15,1,Base - Achat Prestations 15% - Extracommunautaire,
lu_tax_code_template_b_FP-EC-15,lu_tax_code_template_m_88_EC,b_FP-EC-15,1,Base - Prestations 15% - Extracommunautaire,
lu_tax_code_template_b_IP-EC-15,lu_tax_code_template_m_88_EC,b_IP-EC-15,1,Base - Investissement Prestations 15% - Extracommunautaire,
lu_tax_code_template_m89,lu_tax_code_template_m422,m89,1,au taux de 6% (base),
lu_tax_code_template_m_89_IC,lu_tax_code_template_m89,m_89_IC,1,Intracommunautaire à totaliser également dans la case 425 (base),
lu_tax_code_template_b_AP-IC-6,lu_tax_code_template_m_89_IC,b_AP-IC-6,1,Base - Achat Prestations 6% - Intracommunautaire,
lu_tax_code_template_b_FP-IC-6,lu_tax_code_template_m_89_IC,b_FP-IC-6,1,Base - Frais Prestations 6% - Intracommunautaire,
lu_tax_code_template_b_IP-IC-6,lu_tax_code_template_m_89_IC,b_IP-IC-6,1,Base - Investissement Prestations 6% - Intracommunautaire,
lu_tax_code_template_m_89_EC,lu_tax_code_template_m89,m_89_EC,1,Extracommunautaire (base),
lu_tax_code_template_b_AP-EC-6,lu_tax_code_template_m_89_EC,b_AP-EC-6,1,Base - Achat Prestations 6% - Extracommunautaire,
lu_tax_code_template_b_FP-EC-6,lu_tax_code_template_m_89_EC,b_FP-EC-6,1,Base - Prestations 6% - Extracommunautaire,
lu_tax_code_template_b_IP-EC-6,lu_tax_code_template_m_89_EC,b_IP-EC-6,1,Base - Investissement Prestations 6% - Extracommunautaire,
lu_tax_code_template_m90,lu_tax_code_template_m422,m90,1,au taux de 3% (base),
lu_tax_code_template_m_90_IC,lu_tax_code_template_m90,m_90_IC,1,Intracommunautaire à totaliser également dans la case 425 (base),
lu_tax_code_template_b_AP-IC-3,lu_tax_code_template_m_90_IC,b_AP-IC-3,1,Base - Achat Prestations 3% - Intracommunautaire,
lu_tax_code_template_b_FP-IC-3,lu_tax_code_template_m_90_IC,b_FP-IC-3,1,Base - Frais Prestations 3% - Intracommunautaire,
lu_tax_code_template_b_IP-IC-3,lu_tax_code_template_m_90_IC,b_IP-IC-3,1,Base - Investissement Prestations 3% - Intracommunautaire,
lu_tax_code_template_m_90_EC,lu_tax_code_template_m90,m_90_EC,1,Extracommunautaire (base),
lu_tax_code_template_b_AP-EC-3,lu_tax_code_template_m_90_EC,b_AP-EC-3,1,Base - Achat Prestations 3% - Extracommunautaire,
lu_tax_code_template_b_FP-EC-3,lu_tax_code_template_m_90_EC,b_FP-EC-3,1,Base - Prestations 3% - Extracommunautaire,
lu_tax_code_template_b_IP-EC-3,lu_tax_code_template_m_90_EC,b_IP-EC-3,1,Base - Investissement Prestations 3% - Extracommunautaire,
lu_tax_code_template_m91,lu_tax_code_template_m422,m91,1,au taux de 12% (base),
lu_tax_code_template_m_91_IC,lu_tax_code_template_m91,m_91_IC,1,Intracommunautaire à totaliser également dans la case 425 (base),
lu_tax_code_template_b_AP-IC-12,lu_tax_code_template_m_91_IC,b_AP-IC-12,1,Base - Achat Prestations 12% - Intracommunautaire,
lu_tax_code_template_b_FP-IC-12,lu_tax_code_template_m_91_IC,b_FP-IC-12,1,Base - Frais Prestations 12% - Intracommunautaire,
lu_tax_code_template_b_IP-IC-12,lu_tax_code_template_m_91_IC,b_IP-IC-12,1,Base - Investissement Prestations 12% - Intracommunautaire,
lu_tax_code_template_m_91_EC,lu_tax_code_template_m91,m_91_EC,1,Extracommunautaire (base),
lu_tax_code_template_b_AP-EC-12,lu_tax_code_template_m_91_EC,b_AP-EC-12,1,Base - Achat Prestations 12% - Extracommunautaire,
lu_tax_code_template_b_FP-EC-12,lu_tax_code_template_m_91_EC,b_FP-EC-12,1,Base - Prestations 12% - Extracommunautaire,
lu_tax_code_template_b_IP-EC-12,lu_tax_code_template_m_91_EC,b_IP-EC-12,1,Base - Investissement Prestations 12% - Extracommunautaire,
lu_tax_code_template_m426,lu_tax_code_template_m422,m426,1,exonérées (base),
lu_tax_code_template_m_426_IC,lu_tax_code_template_m426,m_426_IC,1,Intracommunautaire à totaliser également dans la case 425 (base),
lu_tax_code_template_b_AP-IC-0,lu_tax_code_template_m_426_IC,b_AP-IC-0,1,Base - Achat Prestations 0% - Intracommunautaire,
lu_tax_code_template_b_FP-IC-0,lu_tax_code_template_m_426_IC,b_FP-IC-0,1,Base - Frais Prestations 0% - Intracommunautaire,
lu_tax_code_template_b_IP-IC-0,lu_tax_code_template_m_426_IC,b_IP-IC-0,1,Base - Investissement Prestations 0% - Intracommunautaire,
lu_tax_code_template_m_426_EC,lu_tax_code_template_m426,m_426_EC,1,Extracommunautaire (base),
lu_tax_code_template_b_AP-EC-0,lu_tax_code_template_m_426_EC,b_AP-EC-0,1,Base - Achat Prestations 0% - Extracommunautaire,
lu_tax_code_template_b_FP-EC-0,lu_tax_code_template_m_426_EC,b_FP-EC-0,1,Base - Prestations 0% - Extracommunautaire,
