id,parent_id:id,code,sign,sequence,name,info
lu_tax_code_template_b_AB-PA-15,lu_tct_mNA,b_AB-PA-15,1,,Base - Achat Biens 15% - Pays,
lu_tax_code_template_b_AB-PA-17,lu_tct_mNA,b_AB-PA-17,1,,Base - Achat Biens 17% - Pays,
lu_tax_code_template_b_AB-PA-3,lu_tct_mNA,b_AB-PA-3,1,,Base - Achat Biens 3% - Pays,
lu_tax_code_template_b_AB-PA-6,lu_tct_mNA,b_AB-PA-6,1,,Base - Achat Biens 6% - Pays,
lu_tax_code_template_b_AB-PA-8,lu_tct_mNA,b_AB-PA-8,1,,Base - Achat Biens 8% - Pays,
lu_tax_code_template_b_AP-EC-0,lu_tct_m445,b_AP-EC-0,1,,Base - Achat Prestations Exonérées - Extracommunautaire,
lu_tax_code_template_b_AP-EC-12,lu_tct_m443,b_AP-EC-12,1,,Base - Achat Prestations 12% - Extracommunautaire (+),
lu_tax_code_template_b_AP-EC-14,lu_tct_m753,b_AP-EC-14,1,,Base - Achat Prestations 14% - Extracommunautaire (+),
lu_tax_code_template_b_AP-EC-15,lu_tct_m437,b_AP-EC-15,1,,Base - Achat Prestations 15% - Extracommunautaire (+),
lu_tax_code_template_b_AP-EC-17,lu_tct_m751,b_AP-EC-17,1,,Base - Achat Prestations 17% - Extracommunautaire (+),
lu_tax_code_template_b_AP-EC-3,lu_tct_m441,b_AP-EC-3,1,,Base - Achat Prestations 3% - Extracommunautaire (+),
lu_tax_code_template_b_AP-EC-6,lu_tct_m439,b_AP-EC-6,1,,Base - Achat Prestations 6% - Extracommunautaire (+),
lu_tax_code_template_b_AP-EC-8,lu_tct_m755,b_AP-EC-8,1,,Base - Achat Prestations 8% - Extracommunautaire (+),
lu_tax_code_template_b_AP-IC-0,lu_tct_m435,b_AP-IC-0,1,,Base - Achat Prestations Exonérées - Intracommunautaire,
lu_tax_code_template_b_AP-IC-12,lu_tct_m433,b_AP-IC-12,1,,Base - Achat Prestations 12% - Intracommunautaire (+),
lu_tax_code_template_b_AP-IC-14,lu_tct_m743,b_AP-IC-14,1,,Base - Achat Prestations 14% - Intracommunautaire (+),
lu_tax_code_template_b_AP-IC-15,lu_tct_m427,b_AP-IC-15,1,,Base - Achat Prestations 15% - Intracommunautaire (+),
lu_tax_code_template_b_AP-IC-17,lu_tct_m741,b_AP-IC-17,1,,Base - Achat Prestations 17% - Intracommunautaire (+),
lu_tax_code_template_b_AP-IC-3,lu_tct_m431,b_AP-IC-3,1,,Base - Achat Prestations 3% - Intracommunautaire (+),
lu_tax_code_template_b_AP-IC-6,lu_tct_m429,b_AP-IC-6,1,,Base - Achat Prestations 6% - Intracommunautaire (+),
lu_tax_code_template_b_AP-IC-8,lu_tct_m745,b_AP-IC-8,1,,Base - Achat Prestations 8% - Intracommunautaire (+),
lu_tax_code_template_b_AP-PA-0,lu_tct_mNA,b_AP-PA-0,1,,Base - Achat Prestations 0% - Pays,
lu_tax_code_template_b_AP-PA-12,lu_tct_mNA,b_AP-PA-12,1,,Base - Achat Prestations 12% - Pays,
lu_tax_code_template_b_AP-PA-14,lu_tct_mNA,b_AP-PA-14,1,,Base - Achat Prestations 14% - Pays,
lu_tax_code_template_b_AP-PA-15,lu_tct_mNA,b_AP-PA-15,1,,Base - Achat Prestations 15% - Pays,
lu_tax_code_template_b_AP-PA-17,lu_tct_mNA,b_AP-PA-17,1,,Base - Achat Prestations 17% - Pays,
lu_tax_code_template_b_AP-PA-3,lu_tct_mNA,b_AP-PA-3,1,,Base - Achat Prestations 3% - Pays,
lu_tax_code_template_b_AP-PA-6,lu_tct_mNA,b_AP-PA-6,1,,Base - Achat Prestations 6% - Pays,
lu_tax_code_template_b_AP-PA-8,lu_tct_mNA,b_AP-PA-8,1,,Base - Achat Prestations 8% - Pays,
lu_tax_code_template_b_FB-EC-0,lu_tct_m195,b_FB-EC-0,1,,Base - Frais Biens Exonéré - Extracommunautaire,
lu_tax_code_template_b_FB-EC-12,lu_tct_m060,b_FB-EC-12,1,,Base - Frais Biens 12% - Extracommunautaire (+),
lu_tax_code_template_b_FB-EC-14,lu_tct_m723,b_FB-EC-14,1,,Base - Frais Biens 14% - Extracommunautaire (+),
lu_tax_code_template_b_FB-EC-15,lu_tct_m057,b_FB-EC-15,1,,Base - Frais Biens 15% - Extracommunautaire (+),
lu_tax_code_template_b_FB-EC-17,lu_tct_m721,b_FB-EC-17,1,,Base - Frais Biens 17% - Extracommunautaire (+),
lu_tax_code_template_b_FB-EC-3,lu_tct_m059,b_FB-EC-3,1,,Base - Frais Biens 3% - Extracommunautaire (+),
lu_tax_code_template_b_FB-EC-6,lu_tct_m058,b_FB-EC-6,1,,Base - Frais Biens 6% - Extracommunautaire (+),
lu_tax_code_template_b_FB-EC-8,lu_tct_m725,b_FB-EC-8,1,,Base - Frais Biens 8% - Extracommunautaire (+),
lu_tax_code_template_b_FB-ECP-0,lu_tct_m196,b_FB-ECP-0,1,,Base - Frais Biens Exonéré - Extracommunautaire fin privées,
lu_tax_code_template_b_FB-ECP-12,lu_tct_m064,b_FB-ECP-12,1,,Base - Frais Biens 12% - Extracommunautaire fin privées (+),
lu_tax_code_template_b_FB-ECP-14,lu_tct_m733,b_FB-ECP-14,1,,Base - Frais Biens 14% - Extracommunautaire fin privées (+),
lu_tax_code_template_b_FB-ECP-15,lu_tct_m061,b_FB-ECP-15,1,,Base - Frais Biens 15% - Extracommunautaire fin privées (+),
lu_tax_code_template_b_FB-ECP-17,lu_tct_m731,b_FB-ECP-17,1,,Base - Frais Biens 17% - Extracommunautaire fin privées (+),
lu_tax_code_template_b_FB-ECP-3,lu_tct_m063,b_FB-ECP-3,1,,Base - Frais Biens 3% - Extracommunautaire fin privées (+),
lu_tax_code_template_b_FB-ECP-6,lu_tct_m062,b_FB-ECP-6,1,,Base - Frais Biens 6% - Extracommunautaire fin privées (+),
lu_tax_code_template_b_FB-ECP-8,lu_tct_m735,b_FB-ECP-8,1,,Base - Frais Biens 8% - Extracommunautaire fin privées (+),
lu_tax_code_template_b_FB-IC-0,lu_tct_m194,b_FB-IC-0,1,,Base - Frais Biens Exonéré - Intracommunautaire,
lu_tax_code_template_b_FB-IC-12,lu_tct_m050,b_FB-IC-12,1,,Base - Frais Biens 12% - Intracommunautaire (+),
lu_tax_code_template_b_FB-IC-14,lu_tct_m713,b_FB-IC-14,1,,Base - Frais Biens 14% - Intracommunautaire (+),
lu_tax_code_template_b_FB-IC-15,lu_tct_m047,b_FB-IC-15,1,,Base - Frais Biens 15% - Intracommunautaire (+),
lu_tax_code_template_b_FB-IC-17,lu_tct_m711,b_FB-IC-17,1,,Base - Frais Biens 17% - Intracommunautaire (+),
lu_tax_code_template_b_FB-IC-3,lu_tct_m049,b_FB-IC-3,1,,Base - Frais Biens 3% - Intracommunautaire (+),
lu_tax_code_template_b_FB-IC-6,lu_tct_m048,b_FB-IC-6,1,,Base - Frais Biens 6% - Intracommunautaire (+),
lu_tax_code_template_b_FB-IC-8,lu_tct_m715,b_FB-IC-8,1,,Base - Frais Biens 8% - Intracommunautaire (+),
lu_tax_code_template_b_FB-PA-0,lu_tct_mNA,b_FB-PA-0,1,,Base - Frais Biens 0% - Pays,
lu_tax_code_template_b_FB-PA-12,lu_tct_mNA,b_FB-PA-12,1,,Base - Frais Biens 12% - Pays,
lu_tax_code_template_b_FB-PA-14,lu_tct_mNA,b_FB-PA-14,1,,Base - Frais Biens 14% - Pays,
lu_tax_code_template_b_FB-PA-15,lu_tct_mNA,b_FB-PA-15,1,,Base - Frais Biens 15% - Pays,
lu_tax_code_template_b_FB-PA-17,lu_tct_mNA,b_FB-PA-17,1,,Base - Frais Biens 17% - Pays,
lu_tax_code_template_b_FB-PA-3,lu_tct_mNA,b_FB-PA-3,1,,Base - Frais Biens 3% - Pays,
lu_tax_code_template_b_FB-PA-6,lu_tct_mNA,b_FB-PA-6,1,,Base - Frais Biens 6% - Pays,
lu_tax_code_template_b_FB-PA-8,lu_tct_mNA,b_FB-PA-8,1,,Base - Frais Biens 8% - Pays,
lu_tax_code_template_b_FP-EC-0,lu_tct_m445,b_FP-EC-0,1,,Base - Frais Prestations Exonérées - Extracommunautaire,
lu_tax_code_template_b_FP-EC-12,lu_tct_m443,b_FP-EC-12,1,,Base - Frais Prestations 12% - Extracommunautaire (+),
lu_tax_code_template_b_FP-EC-14,lu_tct_m753,b_FP-EC-14,1,,Base - Frais Prestations 14% - Extracommunautaire (+),
lu_tax_code_template_b_FP-EC-15,lu_tct_m437,b_FP-EC-15,1,,Base - Frais Prestations 15% - Extracommunautaire (+),
lu_tax_code_template_b_FP-EC-17,lu_tct_m751,b_FP-EC-17,1,,Base - Frais Prestations 17% - Extracommunautaire (+),
lu_tax_code_template_b_FP-EC-3,lu_tct_m441,b_FP-EC-3,1,,Base - Frais Prestations 3% - Extracommunautaire (+),
lu_tax_code_template_b_FP-EC-6,lu_tct_m439,b_FP-EC-6,1,,Base - Frais Prestations 6% - Extracommunautaire (+),
lu_tax_code_template_b_FP-EC-8,lu_tct_m755,b_FP-EC-8,1,,Base - Frais Prestations 8% - Extracommunautaire (+),
lu_tax_code_template_b_FP-IC-0,lu_tct_m435,b_FP-IC-0,1,,Base - Frais Prestations Exonérées - Intracommunautaire,
lu_tax_code_template_b_FP-IC-12,lu_tct_m433,b_FP-IC-12,1,,Base - Frais Prestations 12% - Intracommunautaire (+),
lu_tax_code_template_b_FP-IC-14,lu_tct_m743,b_FP-IC-14,1,,Base - Frais Prestations 14% - Intracommunautaire (+),
lu_tax_code_template_b_FP-IC-15,lu_tct_m427,b_FP-IC-15,1,,Base - Frais Prestations 15% - Intracommunautaire (+),
lu_tax_code_template_b_FP-IC-17,lu_tct_m741,b_FP-IC-17,1,,Base - Frais Prestations 17% - Intracommunautaire (+),
lu_tax_code_template_b_FP-IC-3,lu_tct_m431,b_FP-IC-3,1,,Base - Frais Prestations 3% - Intracommunautaire (+),
lu_tax_code_template_b_FP-IC-6,lu_tct_m429,b_FP-IC-6,1,,Base - Frais Prestations 6% - Intracommunautaire (+),
lu_tax_code_template_b_FP-IC-8,lu_tct_m745,b_FP-IC-8,1,,Base - Frais Prestations 8% - Intracommunautaire (+),
lu_tax_code_template_b_FP-PA-0,lu_tct_mNA,b_FP-PA-0,1,,Base - Frais Prestations 0% - Pays,
lu_tax_code_template_b_FP-PA-12,lu_tct_mNA,b_FP-PA-12,1,,Base - Frais Prestations 12% - Pays,
lu_tax_code_template_b_FP-PA-14,lu_tct_mNA,b_FP-PA-14,1,,Base - Frais Prestations 14% - Pays,
lu_tax_code_template_b_FP-PA-15,lu_tct_mNA,b_FP-PA-15,1,,Base - Frais Prestations 15% - Pays,
lu_tax_code_template_b_FP-PA-17,lu_tct_mNA,b_FP-PA-17,1,,Base - Frais Prestations 17% - Pays,
lu_tax_code_template_b_FP-PA-3,lu_tct_mNA,b_FP-PA-3,1,,Base - Frais Prestations 3% - Pays,
lu_tax_code_template_b_FP-PA-6,lu_tct_mNA,b_FP-PA-6,1,,Base - Frais Prestations 6% - Pays,
lu_tax_code_template_b_FP-PA-8,lu_tct_mNA,b_FP-PA-8,1,,Base - Frais Prestations 8% - Pays,
lu_tax_code_template_b_IB-EC-0,lu_tct_m195,b_IB-EC-0,1,,Base - Investissement Biens Exonéré - Extracommunautaire,
lu_tax_code_template_b_IB-EC-12,lu_tct_m060,b_IB-EC-12,1,,Base - Investissement Biens 12% - Extracommunautaire (+),
lu_tax_code_template_b_IB-EC-14,lu_tct_m723,b_IB-EC-14,1,,Base - Investissement Biens 14% - Extracommunautaire (+),
lu_tax_code_template_b_IB-EC-15,lu_tct_m057,b_IB-EC-15,1,,Base - Investissement Biens 15% - Extracommunautaire (+),
lu_tax_code_template_b_IB-EC-17,lu_tct_m721,b_IB-EC-17,1,,Base - Investissement Biens 17% - Extracommunautaire (+),
lu_tax_code_template_b_IB-EC-3,lu_tct_m059,b_IB-EC-3,1,,Base - Investissement Biens 3% - Extracommunautaire (+),
lu_tax_code_template_b_IB-EC-6,lu_tct_m058,b_IB-EC-6,1,,Base - Investissement Biens 6% - Extracommunautaire (+),
lu_tax_code_template_b_IB-EC-8,lu_tct_m725,b_IB-EC-8,1,,Base - Investissement Biens 8% - Extracommunautaire (+),
lu_tax_code_template_b_IB-ECP-0,lu_tct_m196,b_IB-ECP-0,1,,Base - Investissement Biens Exonéré - Extracommunautaire fin privées,
lu_tax_code_template_b_IB-ECP-12,lu_tct_m064,b_IB-ECP-12,1,,Base - Investissement Biens 12% - Extracommunautaire fin privées (+),
lu_tax_code_template_b_IB-ECP-14,lu_tct_m733,b_IB-ECP-14,1,,Base - Investissement Biens 14% - Extracommunautaire fin privées (+),
