"id","code","name","account_type","tag_ids","reconcile","name@nb_NO"
"chart1318","1318","Shares/units in group companies, foreign, not included in the exemption model","asset_current","","False","Aksjer/andeler i foretak i samme konsern, utenlandske, utenfor fritaksmetoden"
"chart1320","1320","Loans to subsidiaries","asset_current","","False","Lån til datterselskaper"
"chart1325","1325","Loans to other group companies","asset_current","","False","Lån til andre foretak i samme konsern"
"chart1330","1330","Investments in associated companies","asset_current","","False","Investeringer i tilknyttet selskap"
"chart1340","1340","Loans to associated companies","asset_current","","False","Lån til tilknyttet selskap"
"chart1345","1345","Loans to joint ventures","asset_current","","False","Lån til felles kontrollert virksomhet"
"chart1350","1350","Other shares, Norwegian","asset_current","","False","Andre aksjer, norske"
"chart1355","1355","Other units, Norwegian","asset_current","","False","Andre andeler, norske"
"chart1356","1356","Other shares/units, foreign, included in the exemption model","asset_current","","False","Andre aksjer/andeler, utenlandske, innenfor fritaksmetoden"
"chart1357","1357","Other shares/units, foreign, not included in the exemption model","asset_current","","False","Andre aksjer/andeler, utenlandske, utenfor fritaksmetoden"
"chart1358","1358","Securities fund units","asset_current","","False","Verdipapirfondsandeler"
"chart1360","1360","Bonds","asset_current","","False","Obligasjoner"
"chart1369","1369","Other financial fixed assets","asset_current","","False","Andre finansielle anleggsmidler"
"chart1370","1370","Receivables from owners","asset_current","","False","Fordringer på eiere"
"chart1375","1375","Receivables from board members","asset_current","","False","Fordringer på styremedlemmer"
"chart1380","1380","Receivables from employees","asset_current","","False","Fordringer på ansatte"
"chart1384","1384","Receivables from manager","asset_current","","False","Fordringer på daglig leder"
"chart1385","1385","Receivables from employed owners","asset_current","","False","Fordringer på ansatte eiere"
"chart1393","1393","Deposit fund","asset_current","","False","Innskuddsfond"
"chart1394","1394","Overfunding of pension liabilities (pension premium fund)","asset_current","","False","Overfinansiering av pensjonsforpliktelser (pensjonspremiefond)"
"chart1395","1395","Deposits from tenants","asset_current","","False","Leietakerinnskudd"
"chart1396","1396","Deposits","asset_current","","False","Depositum"
"chart1397","1397","Prepaid leasing","asset_current","","False","Forskuddsleasing"
"chart1398","1398","VAT refundable","asset_current","","False","Til gode merverdiavgift"
"chart1399","1399","Other receivables","asset_current","","False","Andre fordringer"
"chart1400","1400","Direct materials/raw materials","asset_current","","False","Direkte materialer/råvarer"
"chart1405","1405","Auxiliary materials","asset_current","","False","Hjelpematerialer"
"chart1408","1408","Operating materials and spare parts","asset_current","","False","Driftsmaterialer og reservedeler"
"chart1409","1409","Change in stocks of raw materials and semi-manufactures","asset_current","","False","Beholdningsendring råvarer og innkjøpte halvfabrikater"
"chart1420","1420","Work in progress","asset_current","","False","Varer under tilvirkning"
"chart1429","1429","Change in stocks of work in progress","asset_current","","False","Beholdningsendring varer under tilvirkning"
"chart1440","1440","Self-produced finished goods","asset_current","","False","Ferdige egentilvirkede varer"
"chart1449","1449","Change in stocks of self-produced finished goods","asset_current","","False","Beholdningsendring ferdige egentilvirkede varer"
"chart1460","1460","Goods purchased for resale","asset_current","","False","Innkjøpte varer for videresalg"
"chart1465","1465","Demonstration goods","asset_current","","False","Demonstrasjonsvarer"
"chart1469","1469","Change in stocks of goods purchased for resale","asset_current","","False","Beholdningsendring innkjøpte varer for videresalg"
"chart1470","1470","Basis VAT import of goods, high rate","asset_current","","False","Grunnlag MVA innførsel av varer, høy sats"
"chart1471","1471","Basis VAT import of goods, high rate, contra account","asset_current","","False","Grunnlag MVA innførsel av varer, høy sats, motkonto"
"chart1472","1472","Basis VAT import of goods, medium rate","asset_current","","False","Grunnlag MVA innførsel av varer, middels sats"
"chart1473","1473","Basis VAT import of goods, medium rate, contra account","asset_current","","False","Grunnlag MVA innførsel av varer, middels sats, motkonto"
"chart1474","1474","Basis import of goods with zero rate","asset_current","","False","Grunnlag innførsel av varer med null sats"
"chart1475","1475","Basis import of goods with zero rate, contra account","asset_current","","False","Grunnlag innførsel av varer med null sats, motkonto"
"chart1476","1476","Basis outgoing VAT purchase of services from abroad","asset_current","","False","Grunnlag utgående MVA kjøp tjenester fra utlandet"
"chart1477","1477","Basis outgoing VAT purchase of services from abroad, contra account","asset_current","","False","Grunnlag utgående MVA kjøp tjenester fra utlandet, motkonto"
"chart1478","1478","Domestic purchase of goods and services, reversed VAT liability","asset_current","","False","Innenlands kjøp av varer og tjenester, omvendt avgiftsplikt"
"chart1479","1479","Domestic purchase of goods and services, reversed VAT liability, contra account","asset_current","","False","Innenlands kjøp av varer og tjenester, omvendt avgiftsplikt, motkonto"
"chart1480","1480","Prepayments to suppliers (contracts for goods/projects)","asset_prepayments","","False","Forskuddsbetaling til leverandører (varekontrakter/prosjekter)"
"chart1490","1490","Biological assets","asset_current","","False","Biologiske eiendeler"
"chart1499","1499","Other inventories","asset_current","","False","Andre beholdninger"
"chart1500","1500","Accounts receivable","asset_receivable","","True","Kundefordringer"
"chart1530","1530","Accrued, uninvoiced operating income","asset_current","","False","Opptjent, ikke fakturert driftsinntekt"
"chart1550","1550","Trade debtors in group companies (accounts receivable from companies in the same group)","asset_current","","False","Kundefordringer på selskap i samme konsern"
"chart1560","1560","Other debtors in group companies (other receivables from companies in the same group)","asset_current","","False","Andre fordringer på selskap i samme konsern"
"chart1570","1570","Cash advances for travel","asset_cash","","False","Reiseforskudd"
"chart1572","1572","Advances on wages and salaries (deducted from pay later)","asset_current","","False","Lønnsforskudd (som trekkes i lønn senere)"
"chart1573","1573","Other short-term loans to employees (not advances on wages and salaries)","asset_current","","False","Andre kortsiktige lån til ansatte (ikke forskudd lønn)"
"chart1574","1574","Short-term loans to shareholders/partners","asset_current","","False","Kortsiktig lån aksjonær/deltaker"
"chart1575","1575","Current account, shareholders/partners","asset_current","","False","Mellomregning aksjonær/deltaker"
"chart1576","1576","Short-term loans to manager","asset_current","","False","Kortsiktig lån daglig leder"
"chart1579","1579","Other short-term receivables","asset_current","","False","Andre kortsiktige fordringer"
"chart1580","1580","Provisions for losses on trade debtors","asset_current","","False","Avsetning tap på kundefordringer"
"chart1585","1585","Provisions for losses on other debtors","asset_current","","False","Avsetning tap på andre fordringer"
"chart1590","1590","Other current assets","asset_current","","False","Andre omløpsmidler"
"chart1600","1600","Output VAT, high rate","asset_current","","False","Utgående merverdiavgift, høy sats"
"chart1601","1601","Output VAT, medium rate","asset_current","","False","Utgående merverdiavgift, middels sats"
"chart1602","1602","Output VAT, raw fish etc, medium rate","asset_current","","False","Utgående merverdiavgift, råfisk mv, middels sats"
"chart1603","1603","Output VAT, low rate","asset_current","","False","Utgående merverdiavgift, lav sats"
"chart1604","1604","Output VAT, purchases of services from abroad","asset_current","","False","Utgående merverdiavgift kjøp tjenester fra utlandet"
"chart1605","1605","Output VAT - import of goods, high rate","asset_current","","False","Utgående merverdiavgift - innførsel av varer, høy sats"
"chart1606","1606","Output VAT - import of goods, medium rate","asset_current","","False","Utgående merverdiavgift - innførsel av varer, middels sats"
"chart1607","1607","Output VAT - domestic purchase of goods and services with reversed VAT liability, high rate","asset_current","","False","Utgående merverdiavgift - innenlands kjøp av varer og tjenester med omvendt avgiftsplikt, høy sats"
"chart1610","1610","Input VAT, high rate","asset_current","","False","Inngående merverdiavgift, høy sats"
"chart1611","1611","Input VAT, medium rate","asset_current","","False","Inngående merverdiavgift, middels sats"
"chart1612","1612","Input VAT, medium rate, raw fish etc","asset_current","","False","Inngående merverdiavgift, middels sats, råfisk mv"
"chart1613","1613","Input VAT, low rate","asset_current","","False","Inngående merverdiavgift, lav sats"
"chart1614","1614","Input VAT, purchases of services from abroad","asset_current","","False","Inngående merverdiavgift kjøp tjenester fra utlandet"
"chart1615","1615","Input VAT - import of goods, high rate","asset_current","","False","Inngående merverdiavgift - innførsel av varer, høy sats"
"chart1616","1616","Input VAT - import of goods, medium rate","asset_current","","False","Inngående merverdiavgift - innførsel av varer, middels sats"
"chart1617","1617","Input VAT - domestic purchase of goods and services with reversed VAT liability, high rate","asset_current","","False","Inngående merverdiavgift - innenlands kjøp av varer og tjenester med omvendt avgiftsplikt, høy sats"
"chart1640","1640","Settlement account for VAT","asset_current","","False","Oppgjørskonto merverdiavgift"
"chart1650","1650","VAT compensation, high rate","asset_current","","False","Merverdiavgiftskompensasjon, høy sats"
"chart1651","1651","VAT compensation, medium rate","asset_current","","False","Merverdiavgiftskompensasjon, middels sats"
"chart1652","1652","VAT compensation, low rate","asset_current","","False","Merverdiavgiftskompensasjon, lav sats"
"chart1654","1654","Settlement account for VAT compensation","asset_current","","False","Oppgjørskonto kompensert merverdiavgift"
"chart1655","1655","Tax value, VAT compensation, high rate","asset_current","","False","Grunnlag merverdiavgiftskompensasjon, høy sats"
"chart1656","1656","Tax value, VAT compensation, medium rate","asset_current","","False","Grunnlag merverdiavgiftskompensasjon, middels sats"
"chart1657","1657","Tax value, VAT compensation, low rate","asset_current","","False","Grunnlag merverdiavgiftskompensasjon, lav sats"
"chart1659","1659","Basis VAT compensation contra account","asset_current","","False","Motkonto grunnlag merverdiavgiftskompensasjon"
"chart1660","1660","Claim for refund of foreign VAT","asset_current","","False","Krav på refusjon av utenlandsk merverdiavgift"
"chart1670","1670","Entitlements to public grants","asset_current","","False","Krav på offentlige tilskudd"
"chart1675","1675","SkatteFUNN Tax Incentive Scheme credit, not offset","asset_current","","False","Skattefunn til gode, ikke fastsatt"
"chart1700","1700","Prepaid rental expenses","asset_current","","False","Forskuddsbetalt leiekostnad"
"chart1710","1710","Prepaid interest expenses","asset_current","","False","Forskuddsbetalt rentekostnad"
"chart1740","1740","Prepaid, not accrued wages and salaries","asset_current","","False","Forskuddsbetalt, ikke påløpt lønn"
"chart1742","1742","Prepaid electricity, heat etc.","asset_current","","False","Forskuddsbetalt strøm, varme mv."
"chart1743","1743","Prepaid insurance","asset_current","","False","Forskuddsbetalt forsikring"
"chart1744","1744","Prepaid leasing charges","asset_current","","False","Forskuddsbetalt leasingleie"
"chart1749","1749","Other prepaid operating expenses","asset_current","","False","Andre forskuddsbetalte driftskostnader"
"chart1750","1750","Accrued rental income","asset_current","","False","Påløpt leieinntekt"
"chart1760","1760","Accrued interest income","asset_current","","False","Påløpt renteinntekt"
"chart1780","1780","Unpaid subscribed capital","asset_current","","False","Krav på innbetaling av selskapskapital"
"chart1800","1800","Shares in group companies, Norwegian","asset_current","","False","Aksjer i foretak i samme konsern, norske"
"chart1805","1805","Units in group companies, Norwegian","asset_current","","False","Andeler i foretak i samme konsern, norske"
"chart1806","1806","Shares/units in group companies, foreign, included in the exemption model","asset_current","","False","Aksjer/andeler i foretak i samme konsern, utenlandske, innenfor fritaksmetoden"
"chart1808","1808","Shares/units in group companies, foreign, not included in the exemption model","asset_current","","False","Aksjer/andeler i foretak i samme konsern, utenlandske, utenfor fritaksmetoden"
"chart1810","1810","Listed share investments, Norwegian","asset_current","","False","Børsnoterte aksjer, norske"
"chart1815","1815","Listed share investments, foreign, included in the exemption model","asset_current","","False","Børsnoterte aksjer, utenlandske, innenfor fritaksmetoden"
"chart1816","1816","Listed share investments, foreign, not included in the exemption model","asset_current","","False","Børsnoterte aksjer, utenlandske, utenfor fritaksmetoden"
"chart1820","1820","Other unlisted share investments, Norwegian","asset_current","","False","Andre ikke børsnoterte aksjer, norske"
"chart1825","1825","Other unlisted share investments, foreign, included in the exemption model","asset_current","","False","Andre ikke børsnoterte aksjer, utenlandske, innenfor fritaksmetoden"
"chart1830","1830","Quoted bonds, Norwegian","asset_current","","False","Markedsbaserte obligasjoner, norske"
"chart1835","1835","Quoted bonds, foreign","asset_current","","False","Markedsbaserte obligasjoner, utenlandske"
"chart1840","1840","Non-quoted bonds, Norwegian","asset_current","","False","Ikke markedsbaserte obligasjoner, norske"
"chart1845","1845","Non-quoted bonds, foreign","asset_current","","False","Ikke markedsbaserte obligasjoner, utenlandske"
"chart1850","1850","Quoted bonds with a short maturity (certificates), Norwegian","asset_current","","False","Markedsbaserte obligasjoner med kort løpetid (sertifikater), norske"
"chart1855","1855","Quoted bonds with a short maturity (certificates), foreign","asset_current","","False","Markedsbaserte obligasjoner med kort løpetid (sertifikater), utenlandske"
"chart1860","1860","Non-quoted bonds with a short maturity (certificates), Norwegian","asset_current","","False","Ikke markedsbaserte obligasjoner med kort løpetid (sertifikater), norske"
"chart1865","1865","Non-quoted bonds with a short maturity (certificates), foreign","asset_current","","False","Ikke markedsbaserte obligasjoner med kort løpetid (sertifikater), utenlandske"
"chart1870","1870","Quoted options, Norwegian","asset_current","account.account_tag_financing","False","Markedsbaserte opsjoner, norske"
"chart1875","1875","Quoted options, foreign","asset_current","","False","Markedsbaserte opsjoner, utenlandske"
"chart1880","1880","Non-quoted options, Norwegian","asset_current","account.account_tag_financing","False","Ikke markedsbaserte opsjoner, norske"
"chart1882","1882","Non-quoted options, foreign","asset_current","","False","Ikke markedsbaserte opsjoner, utenlandske"
"chart1889","1889","Other financial instruments","asset_current","","False","Andre finansielle instrumenter"
"chart1890","1890","Units outside group companies, Norwegian","asset_current","","False","Andeler utenfor konsern, norske"
"chart1892","1892","Units outside group companies, foreign, included in the exemption model","asset_current","","False","Andeler utenfor konsern, utenlandske, innenfor fritaksmetoden"
"chart1893","1893","Units outside group companies, foreign, not included in the exemption model","asset_current","","False","Andeler utenfor konsern, utenlandske, utenfor fritaksmetoden"
"chart1900","1900","Cash in hand, NOK","asset_cash","","False","Kontanter, NOK"
"chart1905","1905","Cash in hand, EUR","asset_cash","","False","Kontanter, EUR"
"chart1908","1908","Cash in hand, other currencies","asset_cash","","False","Kontanter, annen valuta"
"chart1909","1909","Cash balance","asset_cash","","False","Kassedifferanse"
"chart1920","1920","Bank deposits","asset_cash","","False","Bankinnskudd"
"chart1950","1950","Bank deposits for tax withholdings","asset_cash","","False","Bankinnskudd for skattetrekk"
"chart1960","1960","Bank deposits, abroad","asset_cash","","False","Bankinnskudd utland"
"chart2000","2000","Subscribed share capital / Equity, undistributable","equity","","False","Aksjekapital / Egenkapital, bundet"
"chart2010","2010","Own shares (treasury stock) / Jointly-owned cooperative share capital","equity","","False","Egne aksjer / Felleseid andelskapital"
"chart2020","2020","Share premium reserve","equity","","False","Overkurs"
"chart2030","2030","Non-authorised increase in capital","equity","","False","Ikke registrert kapitalforhøyelse"
"chart2032","2032","Non-authorised capitalisation issue","equity","","False","Ikke registrert fondsemisjon"
"chart2033","2033","Non-authorised reduction in capital","equity","","False","Ikke registrert kapitalnedsettelse"
"chart2035","2035","Other paid-in capital","equity","","False","Annen innskutt egenkapital"
"chart2036","2036","Incorporation expenses","equity","","False","Stiftelsesutgifter"
"chart2040","2040","Reserves / Reserve for valuation variances, general partnership-companies and likewise","equity","","False","Fond / Fond for vurderingsforskjeller i DLS"
"chart2042","2042","Reserve for valuation variances, other companies","equity","","False","Fond for vurderingsforskjeller i andre selskaper"
"chart2045","2045","Reserve for non-realised gains","equity","","False","Fond for urealiserte gevinster"
"chart2050","2050","Other equity","equity","","False","Annen egenkapital"
"chart2055","2055","Provisions for dividends","equity","","False","Avsatt utbytte"
"chart2060","2060","Cash withdrawal","equity","","False","Uttak kontanter"
"chart2062","2062","Cash deposit","equity","","False","Innskudd kontanter"
"chart2063","2063","Withdrawal of fixed assets","equity","","False","Uttak av anleggsmidler/driftsmidler"
"chart2064","2064","Withdrawal of goods and services","equity","","False","Uttak varer og tjenester"
"chart2065","2065","Own dwelling in commercial building","equity","","False","Egen bolig i næringsbygg"
"chart2066","2066","Contra account, own dwelling in commercial building","equity","","False","Motkonto egen bolig i næringsbygg"
"chart2067","2067","Light and heat, private","equity","","False","Lys og varme privat"
"chart2068","2068","Private expenses for electronic communications","equity","","False","Private kostnader til elektronisk kommunikasjon"
"chart2069","2069","Miscellaneous other private expenses","equity","","False","Diverse andre privatutgifter"
"chart2070","2070","Advance tax","equity","","False","Forskuddsskatt"
"chart2072","2072","Supplemental prepayment/tax due","equity","","False","Tilleggsforskudd/restskatt"
"chart2075","2075","Private use of company car","equity","","False","Privat bruk av næringsbil"
"chart2077","2077","Premium for own health and accident insurance","equity","","False","Premie til egen syke- og ulykkesforsikring"
"chart2078","2078","Premium for supplementary national insurance for sickness benefits","equity","","False","Premie til tilleggstrygd for sykepenger"
"chart2080","2080","Uncovered loss","equity","","False","Udekket tap"
"chart2099","2099","Retained result","equity_unaffected","","False","Udisponert resultat"
"chart2100","2100","Pension liabilities","liability_current","","False","Pensjonsforpliktelser"
"chart2120","2120","Deferred tax, gross","liability_current","","False","Utsatt skatt, brutto"
"chart2129","2129","Deferred tax that can be offset","liability_current","","False","Utlignbar utsatt skatt"
"chart2160","2160","Unearned income","liability_current","","False","Uopptjent inntekt"
"chart2180","2180","Other provisions for liabilities and charges","liability_current","","False","Andre avsetninger for forpliktelser"
"chart2188","2188","Accured VAT","liability_current","","False","Avsetning for skyldig merverdiavgift"
"chart2200","2200","Convertible loans","liability_current","","False","Konvertible lån"
"chart2210","2210","Bond loans","liability_current","","False","Obligasjonslån"
"chart2220","2220","Liabilities to financial institutions","liability_current","","False","Gjeld til kredittinstitusjoner"
"chart2250","2250","Liabilities to employees","liability_current","","False","Gjeld til ansatte"
"chart2255","2255","Liabilities to owners","liability_current","","False","Gjeld til eiere"
"chart2260","2260","Liabilities to companies in the same group","liability_current","","False","Gjeld til selskap i samme konsern"
"chart2280","2280","Subscription by sleeping partner","liability_current","","False","Stille interessentinnskudd"
"chart2285","2285","Subordinated loan capital","liability_current","","False","Ansvarlig lånekapital"
"chart2290","2290","Liabilities to persons other than employees and owners","liability_current","","False","Gjeld til andre personer enn ansatte og eiere"
"chart2299","2299","Other long-term liabilities","liability_current","","False","Annen langsiktig gjeld"
"chart2300","2300","Convertible loans","liability_current","","False","Konvertible lån"
"chart2320","2320","Bond loans","liability_current","","False","Obligasjonslån"
"chart2330","2330","Derivatives","liability_current","","False","Derivater"
"chart2340","2340","Other foreign currency loans","liability_current","","False","Andre valutalån"
"chart2360","2360","Construction loans","liability_current","","False","Byggelån"
"chart2380","2380","Overdraft facilities","liability_current","","True","Kassakreditt"
"chart2390","2390","Other liabilities to financial institution","liability_current","","False","Annen gjeld til kredittinstitusjon"
"chart2400","2400","Trade creditors","liability_payable","","True","Leverandørgjeld"
"chart2460","2460","Trade creditors from group companies","liability_payable","","True","Leverandørgjeld til selskap i samme konsern"
"chart2500","2500","Tax payable, not offset","liability_current","","False","Betalbar skatt, ikke fastsatt"
"chart2510","2510","Tax payable, offset","liability_current","","False","Betalbar skatt, fastsatt"
"chart2540","2540","Corporate advance tax","liability_current","","False","Forskuddsskatt upersonlig skattyter"
"chart2599","2599","Other payable taxes","liability_current","","False","Annen skyldig skatt"
"chart2600","2600","Advance tax withholding","liability_current","","False","Forskuddstrekk"
"chart2610","2610","Attachment of earnings","liability_current","","False","Utleggstrekk"
"chart2620","2620","Deduction of support (child-support etc) payments","liability_current","","False","Bidragstrekk"
"chart2630","2630","National insurance deduction","liability_current","","False","Trygdetrekk"
"chart2640","2640","Insurance deduction","liability_current","","False","Forsikringstrekk"
"chart2650","2650","Trade union dues deduction","liability_current","","False","Trukket fagforeningskontingent"
"chart2690","2690","Other deductions","liability_current","","False","Andre trekk"
"chart2700","2700","Output VAT, high rate","liability_current","","False","Utgående merverdiavgift, høy sats"
"chart2701","2701","Output VAT, medium rate","liability_current","","False","Utgående merverdiavgift, middels sats"
"chart2702","2702","Output VAT, medium rate raw fish etc","liability_current","","False","Utgående merverdiavgift, middels sats, råfisk mv"
"chart2703","2703","Output VAT, low rate","liability_current","","False","Utgående merverdiavgift, lav sats"
"chart2704","2704","Output VAT, purchases of services from abroad, high rate","liability_current","","False","Utgående merverdiavgift ved kjøp av tjenester fra utlandet, høy sats"
"chart2705","2705","Output VAT - import of goods, high rate","liability_current","","False","Utgående merverdiavgift - innførsel av varer, høy sats"
"chart2706","2706","Output VAT - import of goods, medium rate","liability_current","","False","Utgående merverdiavgift - innførsel av varer, middels sats"
"chart2707","2707","Output VAT - domestic purchase of goods and services with reversed VAT liability, high rate","liability_current","","False","Utgående merverdiavgift - innenlands kjøp av varer og tjenester med omvendt avgiftsplikt, høy sats"
"chart2709","2709","Output VAT purchase of services from abroad, low rate","liability_current","","False","Utgående merverdiavgift ved kjøp av tjenester fra utlandet, lav sats"
"chart2710","2710","Input VAT, high rate","liability_current","","False","Inngående merverdiavgift, høy sats"
"chart2711","2711","Input VAT, medium rate","liability_current","","False","Inngående merverdiavgift, middels sats"
"chart2712","2712","Input VAT, medium rate, raw fish etc","liability_current","","False","Inngående merverdiavgift, middels sats, råfisk mv"
"chart2713","2713","Input VAT, low rate","liability_current","","False","Inngående merverdiavgift, lav sats"
"chart2714","2714","Input VAT, purchases of services from abroad, high rate","liability_current","","False","Inngående merverdiavgift ved kjøp tjenester fra utlandet, høy sats"
"chart2715","2715","Input VAT - import of goods, high rate","liability_current","","False","Inngående merverdiavgift - innførsel av varer, høy sats"
