id,code_prefix_start,name,name@fr
l10n_tn_account_group_3,3,Class 3: Inventory accounts,Classe 3 : Comptes de stocks
l10n_tn_account_group_31,31,Raw materials & related supplies,Matières premières & fournitures liées
l10n_tn_account_group_32,32,Other supplies,Autres approvisionnements
l10n_tn_account_group_33,33,Work in progress - goods,En-cours de production de biens
l10n_tn_account_group_34,34,Work in progress of services,En-cours de production de services
l10n_tn_account_group_35,35,Inventories of products,Stocks de produits
l10n_tn_account_group_37,37,Inventories of goods,Stocks de marchandises
l10n_tn_account_group_39,39,Provisions for depreciation of inventories (to be broken down according to the nomenclature of this class),Provisions pour dépréciation des stocks (à ventiler selon la nomenclature de cette classe)
l10n_tn_account_group_4,4,Class 4: Third party accounts,Classe 4 : Comptes de tiers
l10n_tn_account_group_40,40,Suppliers and related accounts,Fournisseurs & comptes rattachés
l10n_tn_account_group_401,401,Operating suppliers,Fournisseurs d'exploitation
l10n_tn_account_group_404,404, Suppliers of fixed assets, Fournisseurs d'immobilisations
l10n_tn_account_group_408,408,Suppliers - invoices not received,Fournisseurs - factures non parvenues
l10n_tn_account_group_409,409, Suppliers - debtors, Fournisseurs débiteurs
l10n_tn_account_group_4097,4097,Suppliers - other credit notes,Fournisseurs - autres avoirs
l10n_tn_account_group_41,41,Customers,Clients
l10n_tn_account_group_411,411,Trade and other receivables,Clients & comptes rattachés
l10n_tn_account_group_418,418, Trade receivables - income not yet invoiced (accrued income), Clients - produits non encore facturés (produits à recevoir)
l10n_tn_account_group_419,419,Trade creditors,Clients créditeurs
l10n_tn_account_group_42,42,Staff and related accounts,Personnel et comptes rattachés
l10n_tn_account_group_428,428,Staff - accrued expenses & accrued income,Personnel - charges à payer & produits à recevoir
l10n_tn_account_group_43,43,State and public authorities,Etat et collectivités publiques
l10n_tn_account_group_434,434,State - income tax,Etat - impôts sur les bénéfices
l10n_tn_account_group_436,436,State - turnover taxes,Etat - taxes sur le chiffre d'affaires
l10n_tn_account_group_4365,4365,Turnover taxes to be disbursed,Taxes sur le chiffre d'affaires à décaisser
l10n_tn_account_group_4366,4366,Deductible turnover taxes,Taxes sur le chiffre d'affaires déductibles
l10n_tn_account_group_4367,4367,Turnover taxes collected by the enterprise,Taxes sur le chiffre d'affaires collectées par l'entreprise
l10n_tn_account_group_43671,43671,VAT collected,TVA collectée
l10n_tn_account_group_438,438,Government - accrued expenses and accrued income,Etat - charges à payer et produits à recevoir
l10n_tn_account_group_44,44,Group companies & associates,Sociétés du groupe & associés
l10n_tn_account_group_441,441,Group,Groupe
l10n_tn_account_group_442,442,Partners - current accounts,Associés - comptes courants
l10n_tn_account_group_448,448,Partners - joint operations,Associés - opérations faites en commun
l10n_tn_account_group_45,45,Sundry debtors and creditors,Débiteurs divers et Créditeurs divers
l10n_tn_account_group_453,453,Social security and other social bodies,Sécurité sociale et autres organismes sociaux
l10n_tn_account_group_4531,4531,Social security bodies,Organismes sociaux
l10n_tn_account_group_4538,4538,Social security bodies - accrued expenses and accrued income,Organismes sociaux - charges à payer et produits à recevoir
l10n_tn_account_group_458,458,Miscellaneous accrued expenses and accrued income,Diverses charges à payer et produits à recevoir
l10n_tn_account_group_46,46,Suspense accounts,Comptes transitoires ou d'attente
l10n_tn_account_group_465,465,Translation difference on current items,Différence de conversion sur éléments courants
l10n_tn_account_group_47,47,Accruals and deferred income,Comptes de régularisation
l10n_tn_account_group_478,478,Accounts for periodic distribution of expenses and income,Comptes de répartition périodique de charges et produits
l10n_tn_account_group_48,48,Current provisions for risks and charges,Provisions courantes pour risques et charges
l10n_tn_account_group_49,49,Provisions for depreciation of third party accounts,Provisions pour dépréciation des comptes de tiers
l10n_tn_account_group_494,494,Provisions for depreciation of group and associate accounts,Provisions pour dépréciation des comptes de groupe et associés
l10n_tn_account_group_495,495,Provisions for impairment of sundry debtors' accounts,Provisions pour dépréciation des comptes de débiteurs divers
l10n_tn_account_group_5,5,Class 5: Financial accounts,Classe 5 : Comptes financiers
l10n_tn_account_group_50,50,Current loans and other financial debts,Emprunts et autres dettes financières courants
l10n_tn_account_group_506,506,Current bank loans,Concours bancaires courants
l10n_tn_account_group_51,51,Current loans and other financial receivables,Prêts et autres créances financières courants
l10n_tn_account_group_52,52,Current investments,Placements courants
l10n_tn_account_group_523,523,Shares,Actions
l10n_tn_account_group_526,526,Bonds,Obligations
l10n_tn_account_group_528,528,Other current investments and similar claims,Autres placements courants et créances assimilées
l10n_tn_account_group_53,53,"Banks, financial institutions and similar","Banques, établissements financiers et assimilés"
l10n_tn_account_group_531,531,Cash in hand,Valeurs à l'encaissement
l10n_tn_account_group_532,532,Banks,Banques
l10n_tn_account_group_54,54,Cash in hand,Caisse
l10n_tn_account_group_55,55,Imprest accounts and letters of credit,Régies d'avances et accréditifs
l10n_tn_account_group_58,58,Internal transfers,Virements internes
l10n_tn_account_group_59,59,Provisions for depreciation of financial accounts,Provisions pour dépréciation des comptes financiers
l10n_tn_account_group_6,6,Class 6: Expense accounts,Classe 6 : Comptes de charges
l10n_tn_account_group_60,60,Purchases (except 603),Achats (sauf 603)
l10n_tn_account_group_602,602,Stocked purchases - Other supplies,Achats stockés - Autres approvisionnements
l10n_tn_account_group_609,609,"Discounts, rebates and refunds obtained on purchases","Rabais, remises et ristournes obtenus sur achats"
l10n_tn_account_group_61,61,External services,Services extérieurs
l10n_tn_account_group_62,62,Other external services,Autres services extérieurs
l10n_tn_account_group_624,624,Transport of goods and collective transport of personnel,Transports de biens et transports collectifs du personnel
l10n_tn_account_group_625,625,"Travel, missions and receptions","Déplacements, missions et réceptions"
l10n_tn_account_group_627,627,Banking and similar services,Services bancaires et assimilés
l10n_tn_account_group_63,63,Miscellaneous ordinary expenses,Charges diverses ordinaires
l10n_tn_account_group_634,634,Losses on bad debts,Pertes sur créances irrécouvrables
l10n_tn_account_group_635,635,Share of profit on joint operations,Quotes-parts de résultat sur opérations faites en commun
l10n_tn_account_group_64,64,Personnel expenses,Charges de personnel
l10n_tn_account_group_640,640,Salaries and supplementary salaries,Salaires et compléments de salaires
l10n_tn_account_group_642,642,Wages and supplementary wages,Appointements et compléments d'appointements
l10n_tn_account_group_643,643,Expense allowances,Indemnités représentatives de frais
l10n_tn_account_group_646,646,"Expenses related to wages, salaries, commissions and remuneration","Charges connexes aux salaires, appointements, commissions et rémunérations"
l10n_tn_account_group_6460,6460,Expenses related to salaries,Charges connexes aux salaires
l10n_tn_account_group_6462,6462,Expenses related to wages and salaries,Charges connexes aux appointements
l10n_tn_account_group_6464,6464,Expenses related to commissions,Charges connexes aux commissions
l10n_tn_account_group_6465,6465,Expenses related to remuneration of directors and managers,Charges connexes aux rémunérations des administrateurs et gérants
l10n_tn_account_group_647,647,Statutory social security charges,Charges sociales légales
l10n_tn_account_group_649,649,Other personnel costs and other social charges,Autres charges de personnel et autres charges sociales
l10n_tn_account_group_65,65,Financial expenses,Charges financières
l10n_tn_account_group_651,651,Interest expenses,Charges d'intérêts
l10n_tn_account_group_6511,6511,Interest on loans and debts,Intérêts des emprunts et dettes
l10n_tn_account_group_66,66,Taxes and similar payments,"Impôts, taxes et versements assimilés"
l10n_tn_account_group_661,661,Taxes and similar payments on salaries,"Impôts, taxes et versements assimilés sur rémunérations"
l10n_tn_account_group_665,665,Other taxes and similar payments.,"Autres impôts, taxes et versements assimilés."
l10n_tn_account_group_67,67,Extraordinary losses,Pertes extraordinaires
l10n_tn_account_group_68,68,Depreciation and provisions,Dotations aux amortissements et aux provisions
l10n_tn_account_group_681,681,Depreciation and provisions - ordinary expenses (other than financial),Dotations aux amortissements et aux provisions - charges ordinaires (autres que financières)
l10n_tn_account_group_6811,6811,Depreciation of intangible and tangible fixed assets,Dotations aux amortissements des immobilisations incorporelles et corporelles
l10n_tn_account_group_6816,6816,Provisions for impairment of intangible and tangible fixed assets,Dotations aux provisions pour dépréciation des immobilisations incorporelles et corporelles
l10n_tn_account_group_6817,6817,Charges to provisions for impairment of current assets (other than marketable securities and cash equivalents),Dotations aux provisions pour dépréciation des actifs courants (autres que les valeurs mobilières de placement et les équivalents de liquidités)
l10n_tn_account_group_686,686,Depreciation and provisions - financial expenses,Dotations aux amortissements et aux provisions - charges financières
l10n_tn_account_group_6866,6866,Provisions for impairment of financial items,Dotations aux provisions pour dépréciation des éléments financiers
l10n_tn_account_group_69,69,Income taxes,Impôts sur les bénéfices
l10n_tn_account_group_7,7,Class 7: Income accounts,Classe 7 : Comptes de produits
l10n_tn_account_group_70,70,"Sales of manufactured products, services, goods","Ventes de produits fabriqués, prestations de services, marchandises"
l10n_tn_account_group_701,701,Sales of finished goods,Ventes de produits finis
l10n_tn_account_group_709,709,"Discounts, rebates and discounts granted by the company","Rabais, remises et ristournes accordés par l'entreprise"
l10n_tn_account_group_71,71,Production in stock (or destocking),Production stockée (ou destockage)
l10n_tn_account_group_713,713,"Change in inventories (work in progress, products)","Variation des stocks (en-cours de production, produits)"
l10n_tn_account_group_72,72,Capitalized production,Production immobilisée
l10n_tn_account_group_73,73,Miscellaneous ordinary income,Produits divers ordinaires
l10n_tn_account_group_74,74,Operating and balancing subsidies,Subventions d'exploitation et d'équilibre
l10n_tn_account_group_75,75,Financial income,Produits financiers
l10n_tn_account_group_77,77,Extraordinary gains,Gains extraordinaires
l10n_tn_account_group_78,78,Write-back of depreciation and provisions,Reprises sur amortissements et provisions
l10n_tn_account_group_781,781,Write-back of depreciation and provisions (to be included in ordinary income),Reprises sur amortissements et provisions (à inscrire dans les produits ordinaires)
l10n_tn_account_group_7811,7811,Reversal of depreciation of intangible and tangible assets,Reprises sur amortissements des immobilisations incorporelles et corporelles
l10n_tn_account_group_7816,7816,Reversals of provisions for impairment of intangible and tangible assets,Reprises sur provisions pour dépréciation des immobilisations incorporelles et corporelles
l10n_tn_account_group_7817,7817, Reversals of provisions for impairment of current assets (other than marketable securities and cash equivalents), Reprises sur provisions pour dépréciation des actifs courants (autres que les valeurs mobilières de placement et les équivalents de liquidités)
l10n_tn_account_group_786,786,Reversals of provisions (to be recorded under financial income),Reprises sur provisions (à inscrire dans les produits financiers)
l10n_tn_account_group_79,79,Expense transfers,Transferts de charges
